,Concept_ID,os,pt
770,schwach::A,ӕнӕбон,débil
771,fett::A,нард,gordo
772,schlank::A,гуырвидыц,esbelto
773,schlank::A,хæрзконд,esbelto
774,schlank::A,рæхснæг,esbelto
775,schlank::A,сагамад,esbelto
776,hübsch::A,аив,giro
777,hübsch::A,аив,bonito
778,hübsch::A,рӕсугъд,giro
779,hübsch::A,рӕсугъд,bonito
780,böse::A,фыдзӕрдӕ,mau
781,dumm::A,ӕдылы,parvo
782,dumm::A,ӕдылы,estúpido
783,faul::A,зивӕг,preguiçoso
784,faul::A,зивӕггӕнаг,preguiçoso
785,fleißig::A,æнæзивæг,aplicado
786,fleißig::A,æнæзивæг,diligente
787,fleißig::A,æнувыд,aplicado
788,fleißig::A,æнувыд,diligente
789,geizig::A,чъынды,avarento
790,geizig::A,æлгъин,avarento
791,geizig::A,мæрддзæст,avarento
792,klug::A,зондджын,prudente
793,klug::A,зондджын,inteligente
794,geschickt::A,хӕрзарӕхст,hábil
795,lieb::A,уарзон,caro
796,lieb::A,уарзон,querido
797,lustig::A,хъӕлдзӕг,alegre
798,sanft::A,мынчын,suave
799,sanft::A,мынчын,brando
800,hungrig::A,ӕххормаг,faminto
801,krank::A,нӕфӕразгӕ,doente
802,krank::A,нӕфӕразгӕ,enfermo
803,nackt::A,бӕгънӕг,nu
804,nackt::A,бӕгънӕг,despido
805,traurig::A,ӕрхӕндӕг,triste
806,lebendig::A,цардӕгас,vivo
807,gut::A,хорз,bom
808,schlecht::A,цауд,mau
809,schlecht::A,цауд,ruim
810,richtig::A,раст,justo
811,richtig::A,раст,correcto
812,schlimm::A,ӕвзӕр,mau
813,schlimm::A,ӕвзӕр,grave
814,wahr::A,ӕцӕг,verdadeiro
815,alt::A,зӕронд,velho
816,alt::A,зӕронд,antigo
817,neu::A,ног,novo
818,ehemalig::A,раздӕры,antigo
819,alt[Lebewesen]::A,ацӕргӕ,velho
820,jung::A,ӕрыгон,jovem
821,arm::A,мӕгуыр,pobre
822,reich::A,хъӕздыг,rico
823,bekannt::A,зонгӕ,conhecido
824,berühmt::A,номдзыд,famoso
825,berühmt::A,номдзыд,célebre
826,fremd::A,æцæгæлон,alheio
827,fremd::A,æцæгæлон,estranho
828,verschieden::A,æндæр æмæ æндæр,diverso
829,verschieden::A,æндæр æмæ æндæр,diferente
830,verschieden::A,алы,diverso
831,verschieden::A,алы,diferente
832,verschieden::A,алыхуызон,diverso
833,verschieden::A,алыхуызон,diferente
834,nah::A,хӕстӕг,próximo
835,fern::A,дард,remoto
836,fern::A,дард,distante
837,fern::A,дӕрддаг,remoto
838,fern::A,дӕрддаг,distante
839,linker::A,галиу,esquerdo
840,rechter::A,рахиз,direito
841,anderer::A,иннӕ,outro
842,anderer::A,ӕндӕр,outro
843,erster::A,фыццаг,primeiro
844,erster::A,фыццӕгӕм,primeiro
845,zweiter::A,дыккаг,segundo
846,zweiter::A,дыккæгæм,segundo
847,dritter::A,æртыккаг,terceiro
848,dritter::A,æртыккæгæм,terceiro
849,letzter::A,фӕстаг,final
850,letzter::A,фӕстаг,último
851,allein::ADV,иунæг,só
852,auf einmal::ADV,уайтагъд,de vez
853,auf einmal::ADV,æвиппайды,de vez
854,auf einmal::ADV,æваст,de vez
855,zusammen::ADV,иумӕ,juntos
856,lange::ADV,бирæ рæстæг,muito tempo
857,plötzlich::ADV,æвиппайды,de repente
858,plötzlich::ADV,æваст,de repente
859,sofort::ADV,уыцы сахат,imediatamente
860,sofort::ADV,уайтагъд,imediatamente
861,später::ADV,фæстæдæр,mais tarde
862,jetzt::ADV,ныр,agora
863,heute::ADV,абон,hoje
864,morgen::ADV,райсом,amanhã
865,bald::ADV,тагъд,logo
866,bald::ADV,тагъд,breve
867,bald::ADV,рæхджы,logo
868,bald::ADV,рæхджы,breve
869,dann::ADV,стæй,então
870,dann::ADV,стæй,depois
871,gestern::ADV,знон,ontem
872,einst::ADV,кӕддӕр,antigamente
873,damals::ADV,уæд,então
874,danach::ADV,стæй,logo
875,danach::ADV,стæй,depois
876,danach::ADV,уый фæстæ,logo
877,danach::ADV,уый фæстæ,depois
878,vorher::ADV,раздæр,antes
879,zuerst::ADV,фыццаг,primeiro
880,einmal::ADV,иу хатт,uma vez
881,manchmal::ADV,хатт,às vezes
882,oft::ADV,арæх,muitas vezes
883,immer::ADV,ӕдзух,sempre
884,niemals::ADV,никуы,nunca
885,niemals::ADV,никæд,nunca
886,hier::ADV,ам,cá
887,hier::ADV,ам,aqui
888,hierhin::ADV,ардӕм,para cá
889,von hier::ADV,ардыгæй,daqui
890,dort::ADV,уым,lá
891,dort::ADV,уым,ali
892,dorthin::ADV,уырдӕм,lá
893,dorthin::ADV,уырдӕм,para lá
894,geradeaus::ADV,æргом,em frente
895,vorwärts::ADV,размӕ,avante
896,rückwärts::ADV,фӕстӕмӕ,para trás
897,zurück::ADV,фӕстӕмӕ,atrás
898,unten::ADV,дæлæ,debaixo
899,unten::ADV,дæлæ,em baixo
900,unten::ADV,дæлейы,debaixo
901,unten::ADV,дæлейы,em baixo
902,unten::ADV,бынæй,debaixo
903,unten::ADV,бынæй,em baixo
904,hinab::ADV,дӕлӕмӕ,para baixo
905,hinab::ADV,уырдыгмӕ,para baixo
906,oben::ADV,уӕле,em cima
907,hinauf::ADV,уӕлӕмӕ,para cima
908,überall::ADV,алыран,em toda parte
909,überall::ADV,алкæм,em toda parte
910,überall::ADV,кæмдæриддæр,em toda parte
911,nicht::ADV,нӕ,não
912,ein wenig::ADV,чысыл,um pouco
913,ein wenig::ADV,чысыл,um bocado
914,kaum::ADV,цъус,apenas
915,sehr::ADV,тынг,muito
916,sehr::ADV,иттӕг,muito
917,so::ADV,афтӕ,tão
918,so::ADV,афтӕ,assim
919,noch::ADV,ма,ainda
920,nur::ADV,канд,só
921,nur::ADV,канд,apenas
922,nur::ADV,канд,somente
923,nur::ADV,ӕрмӕст,só
924,nur::ADV,ӕрмӕст,apenas
925,nur::ADV,ӕрмӕст,somente
926,schon::ADV,нырид,já
927,wieder::ADV,ногӕй,outra vez
928,vergebens::ADV,дзæгъæлы,em vão
929,vergebens::ADV,уæгъды,em vão
930,vergebens::ADV,æнæхъуаджы,em vão
931,vor::PRP,разы,diante de
932,hinter::PRP,фӕстӕ,atrás de
933,unter::PRP,бын,sob
934,unter::PRP,бын,debaixo de
935,durch::PRP,æхсæнты,por
936,durch::PRP,æхсæнты,através de
937,neben::PRP,цур,junto de
938,neben::PRP,цур,ao lado de
939,zwischen::PRP,астӕу,entre
940,wegen::PRP,тыххай,por
941,wegen::PRP,тыххай,por causa de
942,dies::PRN,ай,isto
943,das::PRN,уый,isso
944,das::PRN,уый,aquilo
945,alles::PRN,алцы,todo
946,alles::PRN,æппæтдæр,todo
947,alles::PRN,иууылдӕр,todo
948,ich::PRN,æз,eu
949,du::PRN,ды,tu
950,er::PRN,уый,ele
951,wir::PRN,мах,nós
952,ihr::PRN,сымах,vós
953,ihr::PRN,сымах,vocês
954,sie::PRN,уыдон,eles
955,was::FPRN,цы,quê
956,wer::FPRN,чи,quem
957,wo::FADV,кӕм,onde
958,wohin::FADV,кӕдӕм,aonde
959,wohin::FADV,кӕдӕм,para onde
960,wie::FADV,куыд,como
961,warum::FADV,цӕмӕн,porquê
962,warum::FADV,цӕмӕн,por que
963,wieviel::FNUM,цал,quanto
964,eins::NUM,иу,um
965,zwei::NUM,дыууӕ,dois
966,drei::NUM,ӕртӕ,três
967,vier::NUM,цыппар,quatro
968,fünf::NUM,фондз,cinco
969,sechs::NUM,ӕхсӕз,seis
970,sieben::NUM,авд,sete
971,acht::NUM,аст,oito
972,neun::NUM,фараст,nove
973,zehn::NUM,дӕс,dez
974,elf::NUM,иуæндæс,onze
975,zwölf::NUM,дыууадæс,doze
976,zwanzig::NUM,дыууын,vinte
977,dreißig::NUM,æртын,trinta
978,dreißig::NUM,дæсæмæссæдз,trinta
979,vierzig::NUM,цыппор,quarenta
980,vierzig::NUM,цыппур,quarenta
981,vierzig::NUM,дыууиссæдзы,quarenta
982,fünfzig::NUM,фӕндзай,cinquenta
983,sechzig::NUM,æхсай,sessenta
984,sechzig::NUM,æртиссæдзы,sessenta
985,siebzig::NUM,æвдай,setenta
986,siebzig::NUM,дæс æмæ æртиссæдзы,setenta
987,achtzig::NUM,цыппарыссæдзы,oitenta
988,achtzig::NUM,æстай,oitenta
989,neunzig::NUM,нæуæдз,noventa
990,neunzig::NUM,дæс æмæ цыппарыссæдзы,noventa
991,hundert::NUM,сӕдӕ,cem
992,hundert::NUM,сӕдӕ,cento
993,tausend::NUM,мин,mil
994,und::CNJ,ӕмӕ,e
995,oder::CNJ,кӕнӕ,ou
996,stehen::V,лӕууын,estar em pé
997,sitzen::V,бадын,estar sentado
998,liegen::V,хуыссын,jazer
999,liegen::V,хуыссын,estar deitado
1000,hängen::V,ауыгъд уын,pender
1001,hängen::V,ауыгъд уын,estar pendurado
1002,werden::V,суӕвын,tornar-se
1003,passieren::V,æрцæуын,acontecer
1004,beginnen::V,райдайын,começar
1005,enden::V,фæуын,acabar
1006,enden::V,фæуын,terminar
1007,wechseln::V,ивын,variar
1008,wechseln::V,ивын,alternar
1009,aufgehen[Sonne]::V,скæсын,nascer
1010,untergehen[Sonne]::V, аныгуылын,pôr-se
1011,scheinen[Sonne]::V,рухс кӕнын,brilhar
1012,donnern::V,нæрын,trovejar
1013,wehen::V,дымын,soprar
1014,strömen::V,кӕлын,correr
1015,fließen::V,цæуын,fluir
1016,fließen::V,уайын,fluir
1017,fließen::V,кæлын,fluir
1018,sich drehen::V,зилын,girar
1019,schwanken::V,æнкъуысын,oscilar
1020,schwingen::V,æнкъуысын,vibrar
1021,schwingen::V,змæлын,vibrar
1022,fallen::V,хауын,cair
1023,brennen::V,судзын,arder
1024,rauchen::V,фæздæг кæнын,fumegar
1025,regnen::V,уарын,chover
1026,gefrieren::V,сӕлын,gelar
1027,gefrieren::V,сӕлын,congelar
1028,tauen::V,стайын,derreter
1029,tauen::V,стайын,descongelar
1030,schmelzen::V,тайын,fundir-se
1031,trocknen::V,хус кæнын,secar
1032,sieden::V,фыцын,ferver
1033,faulen::V,ӕмбийын,estragar-se
1034,verfaulen::V,бамбийын,apodrecer
1035,reißen::V,скъуийын,romper-se
1036,versinken::V,дӕлдон_кӕнын,afundar-se
1037,vergehen::V,аивгъуийын,passar
1038,erscheinen::V,разынын,aparecer
1039,verschwinden::V,фæтары уын,desaparecer
1040,verschwinden::V,фæдæлдзæх уын,desaparecer
1041,verschwinden::V,фесæфын,desaparecer
1042,verschwinden::V,æрбайсæфын,desaparecer
1043,sinken::V,дæлæмæ æрхауын,descer
1044,abnehmen::V,фæкъаддæр уын,diminuir
1045,abnehmen::V,фæкъаддæр уын,decrescer
1046,abnehmen::V,фæцух уын,diminuir
1047,abnehmen::V,фæцух уын,decrescer
1048,zunehmen::V,фæфылдæр уын,crescer
1049,zunehmen::V,фæфылдæр уын,aumentar
1050,zunehmen::V,сбирæ уын,crescer
1051,zunehmen::V,сбирæ уын,aumentar
1052,zunehmen::V,сахадын,crescer
1053,zunehmen::V,сахадын,aumentar
1054,steigen::V,сыстын,subir
1055,wachsen::V,рӕзын,crescer
1056,glänzen::V,ӕрттивын,brilhar
1057,funkeln::V,тыбар-тыбур_кӕнын,cintilar
1058,lärmen::V,хъæлæба кæнын,fazer barulho
1059,läuten::V,цæгъдын,chocalhar
1060,klingeln::V,цæгъдын,tocar
1061,klirren::V,дзыгъал-мыгъул кæнын,tinir
1062,klirren::V,дзæгъ-дзæгъ кæнын,tinir
1063,brausen::V,абухын,bramar
1064,klingen::V,зæлын,soar
1065,klingen::V,азæлын,soar
1066,klingen::V,хъуысын,soar
1067,bellen::V,рæйын,ladrar
1068,heulen::V,ниуын,uivar
1069,blasen::V,фу кӕнын,soprar
1070,pfeifen::V,æхситт кæнын,assobiar
1071,pfeifen::V,къуыззитт кæнын,assobiar
1072,schreien::V,хъӕр кӕнын,gritar
1073,stöhnen::V,хъæрзын,gemer
1074,stöhnen::V,дзыназын,gemer
1075,zittern::V,ризын,tremer
1076,leben::V,цӕрын,viver
1077,geboren werden::V,райгуырын,nascer
1078,atmen::V,улӕфын,respirar
1079,trinken::V,нуазын,beber
1080,essen::V,хӕрын,comer
1081,schlucken::V,ныхъуырын,engolir
1082,müde werden::V,бафæллайын,cansar-se
1083,müde werden::V,бафæлмæцын,cansar-se
1084,müde werden::V,сфæлмæцын,cansar-se
1085,einschlafen::V,бафынæй уын,adormecer
1086,schlafen::V,хуыссын,dormir
1087,schlafen::V,фынӕй кӕнын,dormir
1088,aufwachen::V,райхъал уын,acordar
1089,aufstehen::V,стын,levantar-se
1090,sich erholen::V,фæллад уадзын,descansar
1091,sich erholen::V,улæфын,descansar
1092,krank werden::V,фӕрынчын уын,adoecer
1093,krank werden::V,фӕрынчын уын,ficar doente
1094,krank sein::V,сӕйын,estar doente
1095,schmerzen::V,риссын,doer
1096,husten::V,хуыфын,tossir
1097,genesen::V,сдзæбæх уын,convalescer
1098,genesen::V,рандидзын,convalescer
1099,genesen::V,сæндидзын,convalescer
1100,sterben::V,мӕлын,morrer
1101,umkommen::V,фесæфын,perecer
1102,umkommen::V,байсæфын,perecer
1103,umkommen::V,бабын уын,perecer
1104,umkommen::V,мард фæуын,perecer
1105,sich bewegen::V,тæлфын,mover-se
1106,sich bewegen::V,цæуын,mover-se
1107,sich rühren::V,змӕлын,mexer-se
1108,sich erheben::V,стын,levantar-se
1109,sich setzen::V,сбадын,sentar-se
1110,hinfallen::V,ӕрхауын,cair
1111,laufen::V,цӕуын,andar
1112,laufen::V,цӕуын,caminhar
1113,laufen::V,рацу-бацу_кӕнын,andar
1114,laufen::V,рацу-бацу_кӕнын,caminhar
1115,schreiten::V,къахдзæф кæнын,andar
1116,schreiten::V,къахдзæф кæнын,caminhar
1117,schreiten::V,санчъех кæнын,andar
1118,schreiten::V,санчъех кæнын,caminhar
1119,schreiten::V,цæуын,andar
1120,schreiten::V,цæуын,caminhar
1121,spazierengehen::V,озер кæнын,passear
1122,spazierengehen::V,тезгъо кæнын,passear
1123,eilen::V,тагъд кæнын,apressar-se
1124,eilen::V,тындзын,apressar-se
1125,sich beeilen::V,тагъд кæнын,apressar-se
1126,sich beeilen::V,тагъд кæнын,despachar-se
1127,sich beeilen::V,тындзын,apressar-se
1128,sich beeilen::V,тындзын,despachar-se
1129,sausen::V,уайын,correr
1130,sausen::V,тæхын,correr
1131,rennen::V,згъорын,correr
1132,springen::V,гæпп кæнын,saltar
1133,springen::V,сæррæтт кæнын,saltar
1134,springen::V,лиуырын,saltar
1135,klettern::V,хилын,trepar
1136,schaukeln::V,хецъро кæнын,baloiçar
1137,schaukeln::V,херыйыл бадын,baloiçar
1138,kriechen::V,бырын,rastejar
1139,kriechen::V,бырын,arrastar-se
1140,schwimmen::V,ленк кӕнын,nadar
1141,tauchen::V,ныгъуылын,mergulhar
1142,rudern::V,бæлæгъ тæрын,remar
1143,rudern::V,чема тæрын,remar
1144,fahren::V,цӕуын,ir
1145,fliegen::V,тӕхын,voar
1146,gehen::V,цӕуын,ir
1147,gehen::V,цӕуын,andar
1148,weggehen::V,ацӕуын,partir
1149,weggehen::V,ацӕуын,ir-se embora
1150,abfahren::V,араст уын,sair
1151,abfahren::V,араст уын,partir
1152,anhalten::V,æрлæууын,parar
1153,hineingehen::V,мидæмæ цæуын,entrar
1154,eintreten::V,бацӕуын,entrar
1155,kommen::V,æрцæуын,vir
1156,ankommen::V,æрцæуын,chegar
1157,zurückkommen::V,раздæхын,voltar
1158,zurückkommen::V,раздæхын,regressar
1159,zurückkommen::V,фæстæмæ_раздæхын,voltar
1160,zurückkommen::V,фæстæмæ_раздæхын,regressar
1161,zurückkommen::V,æрбаздæхын,voltar
1162,zurückkommen::V,æрбаздæхын,regressar
1163,zurückkommen::V,аздæхын,voltar
1164,zurückkommen::V,аздæхын,regressar
1165,bleiben::V,лӕууын,ficar
1166,bleiben::V,лӕууын,permanecer
1167,warten::V,ӕнхъӕлмӕ кӕсын,esperar
1168,erwarten::V,ӕнхъӕлмӕ кӕсын,esperar
1169,erwarten::V,ӕнхъӕлмӕ кӕсын,aguardar
1170,suchen::V,агурын,buscar
1171,suchen::V,агурын,procurar
1172,finden::V,ссарын,achar
1173,finden::V,ссарын,encontrar
1174,versuchen::V,фӕлварын,tentar
1175,vorbereiten::V,бацаттæ кæнын,preparar
1176,vorbereiten::V,æрæввонг кæнын,preparar
1177,lieben::V,уарзын,amar
1178,lieben::V,уарзын,querer
1179,mögen::V,зæрдæмæ цæуын,gostar de
1180,lachen::V,худын,rir
1181,lachen::V,худын,rir-se
1182,rühren::V,зæрдæ суынгæг кæнын,comover
1183,weinen::V,кӕуын,chorar
1184,schimpfen::V,æлгъитын,ralhar
1185,sich ärgern::V,мæсты кæнын,zangar-se
1186,sich fürchten::V,тæрсын,ter medo de
1187,sich fürchten::V,тæрсын,ter receio de
1188,fürchten::V,тæрсын,temer
1189,fürchten::V,тæрсын,recear
1190,fliehen::V,лидзын,fugir
1191,flüchten::V,алидзын,refugiar-se
1192,sehen::V,уынын,ver
1193,anschauen::V,акӕсын,olhar
1194,ansehen::V,кӕсын,mirar
1195,hören::V,хъусын,ouvir
1196,zuhören::V,хъусын,escutar
1197,probieren::V,уынын,provar
1198,probieren::V,уынын,saborear
1199,probieren::V,аходын,provar
1200,probieren::V,аходын,saborear
1201,riechen::V,смудын,cheirar
1202,fühlen::V,ӕнкъарын,sentir
1203,scheinen::V,зынын,parecer
1204,zu sehen sein::V,зынын,estar à vista
1205,vernehmen::V,фехъусын,ouvir
1206,frieren::V,сийын,ter frio
1207,tun::V,кӕнын,fazer
1208,können::V,фӕразын,saber
1209,wollen::V,фӕндын,querer
1210,anfangen::V,райдайын,iniciar
1211,beenden::V,фӕуын,acabar
1212,beenden::V,фӕуын,terminar
1213,aufhören::V,банцайын,cessar
1214,aufhören::V,банцайын,desistir
1215,aufhören::V,фенцайын,cessar
1216,aufhören::V,фенцайын,desistir
1217,gelingen::V,бантысын,sair bem
1218,gelingen::V,бантысын,dar bom resultado
1219,geraten::V,разынын,sair
1220,geraten::V,разынын,dar resultado
1221,öffnen::V,гом кӕнын,abrir
1222,schließen::V,ӕхгӕнын,fechar
1223,stellen::V,ӕвӕрын,pôr
1224,stellen::V,ӕвӕрын,colocar
1225,setzen::V,сбадын кӕнын,pôr
1226,setzen::V,сбадын кӕнын,meter
1227,legen::V,ӕрӕвӕрын,pôr
1228,legen::V,ӕрӕвӕрын,meter
1229,berühren::V,агайын,tocar
1230,verbinden::V,бӕттын,unir
1231,verbinden::V,бӕттын,ligar
1232,bedecken::V,ӕмбӕрзын,cobrir
1233,aufhängen::V,ауындзын,pendurar
1234,anzünden::V,ссудзын,acender
1235,aufheben::V,сисын,apanhar
1236,aufheben::V,сисын,levantar
1237,zurücklassen::V,ныууадзын,deixar
1238,verlieren::V,фесафын,perder
1239,fallen lassen::V,ӕрӕппарын,deixar cair
1240,fallen lassen::V,къухтӕй феуӕгъд кӕнын,deixar cair
1241,machen::V,саразын,fazer
1242,herstellen::V,сцæттæ кæнын,produzir
1243,herstellen::V,саразын,produzir
1244,bauen::V,амайын,edificar
1245,bauen::V,амайын,construir
1246,reparieren::V,æмпъузын,reparar
1247,reparieren::V,æмпъузын,consertar
1248,reparieren::V,цалцæг кæнын,reparar
1249,reparieren::V,цалцæг кæнын,consertar
1250,verbessern::V,фæхуыздæр кæнын,melhorar
1251,ändern::V,аивын,mudar
1252,ändern::V,аивын,alterar
1253,graben::V,къахын,cavar
1254,beugen::V,æркъæдз кæнын,curvar
1255,beugen::V,æртасын кæнын,curvar
1256,biegen::V,тасын кӕнын,vergar
1257,drehen::V,здухын,girar
1258,wenden::V,афæлдахын,virar
1259,wenden::V,афæлдахын,voltar
1260,wenden::V,рафæлдахын,virar
1261,wenden::V,рафæлдахын,voltar
1262,umdrehen::V,афæлдахын,virar
1263,umdrehen::V,афæлдахын,revolver
1264,heben::V,сдарын,levantar
1265,heben::V,схæцын,levantar
1266,hochheben::V,уæлæмæ хæцын,erguer
1267,hochheben::V,уæлæмæ хæцын,levantar
1268,ergreifen::V,фӕлӕбурын,apanhar
1269,halten::V,дарын,segurar
1270,drücken::V,æлхъивын,apertar
1271,drücken::V,хæцын,apertar
1272,schieben::V,схойын,empurrar
1273,kratzen::V,хафын,raspar
1274,lecken::V,сдæрын,lamber
1275,beißen::V,хæцын,morder
1276,abreißen::V,ратонын,arrancar
1277,abschneiden::V,ралыг кӕнын,talhar
1278,binden::V,бабӕттын,ligar
1279,stecken::V,ныссадзын,meter
1280,stecken::V,ныссадзын,enfiar
1281,brechen::V,асæттын,romper
1282,brechen::V,асæттын,quebrar
1283,brechen::V,басæттын,romper
1284,brechen::V,басæттын,quebrar
1285,brechen::V,ныссæттын,romper
1286,brechen::V,ныссæттын,quebrar
1287,klopfen::V,хойын,bater
1288,klopfen::V,гуыпп-гуыпп кæнын,bater
1289,klopfen::V,къуырцц-къуырцц кæнын,bater
1290,hauen::V,цӕвын,bater
1291,hauen::V,нӕмын,bater
1292,kleben::V,ныхасын,colar
1293,kleben::V,æндадзын,colar
1294,reiben::V,сӕрфын,esfregar
1295,reiben::V,хафын,esfregar
1296,streichen::V,байсæрдын,barrar
1297,streichen::V,сахорын,barrar
1298,schleifen::V,ссын,afiar
1299,schleifen::V,цыргъ кӕнын,afiar
1300,schneiden::V,кӕрдын,cortar
1301,rütteln::V,æнкъусын,sacudir
1302,schütteln::V,уигъын,abanar
1303,schütteln::V,уигъын,sacudir
1304,schwenken::V,тилын,agitar
1305,schwenken::V,уигъын,agitar
1306,schütten::V,ныккӕнын,deitar
1307,füllen::V,байдзаг кæнын,encher
1308,einwickeln::V,батухын,envolver
1309,einwickeln::V,батухын,embrulhar
1310,tragen::V,хӕссын,levar
1311,tragen::V,хӕссын,trazer
1312,schleppen::V,ласын,arrastar
1313,ziehen::V,ласын,puxar
1314,aufbewahren::V,æвæрын,guardar
1315,aufbewahren::V,æвæрын,conservar
1316,werfen::V,зыввытт кӕнын,lançar
1317,fangen::V,ӕрцахсын,apanhar
1318,packen::V,рацахсын,agarrar
1319,verstecken::V,æмбæхсын,esconder
1320,verstecken::V,нымæхсын,esconder
1321,teilen::V,уарын,partir
1322,teilen::V,уарын,dividir
1323,schicken::V,ӕрвитын,enviar
1324,bringen::V,æрхæссын,trazer
1325,bringen::V,æрбахæссын,trazer
1326,hinzufügen::V,ӕфтауын,acrescentar
1327,bekommen::V,ссарын,obter
1328,bekommen::V,сфæрæз кæнын,obter
1329,bekommen::V,самал кæнын,obter
1330,erhalten::V,райсын,receber
1331,nehmen::V,райсын,tomar
1332,wählen::V,равзарын,eleger
1333,wählen::V,равзарын,escolher
1334,auswählen::V,авзарын,escolher
1335,auswählen::V,авзарын,seleccionar
1336,bewahren::V,бавæрын,guardar
1337,bewahren::V,бавæрын,conservar
1338,bewahren::V,нывæрын,guardar
1339,bewahren::V,нывæрын,conservar
1340,behindern::V,цæлхдур æвæрын,impedir
1341,behindern::V,ныхдур æвæрын,impedir
1342,behindern::V,къуылымпы кæнын,impedir
1343,behindern::V,хъыг дарын,impedir
1344,verderben::V,фесафын,estragar
1345,verderben::V,фесафын,corromper
1346,beschädigen::V,халын,danificar
1347,zerbrechen::V,асӕттын,romper
1348,zerbrechen::V,асӕттын,quebrar
1349,zerreißen::V,аскъуынын,rasgar
1350,zerstören::V,фехалын,destruir
1351,verbrennen::V,басудзын,queimar
1352,geben::V,дӕттын,dar
1353,reichen::V,адæттын,passar
1354,schenken::V,лæвар кæнын,oferecer
1355,versprechen::V,дзырд раттын,prometer
1356,versprechen::V,зӕрдӕ бавӕрын,prometer
1357,wünschen::V,зæрдæ зæгъы,desejar
1358,loben::V,раппӕлын,louvar
1359,küssen::V,пъа кæнын,beijar
1360,küssen::V,ба кæнын,beijar
1361,wiegen::V,узын,embalar
1362,zudecken::V,бамбӕрзын,tapar
1363,zudecken::V,бамбӕрзын,cobrir
1364,wecken::V,райхъал кӕнын,acordar
1365,wecken::V,райхъал кӕнын,despertar
1366,zeigen::V,амонын,mostrar
1367,führen::V,кӕнын,guiar
1368,führen::V,кӕнын,conduzir
1369,führen::V,фæкæнын,guiar
1370,führen::V,фæкæнын,conduzir
1371,lehren::V,ахуыр кæнын,ensinar
1372,unterrichten::V,ахуыр кæнын,instruir
1373,aufziehen::V,хъомыл кӕнын,criar
1374,leiten::V,разамынд дӕттын,dirigir
1375,leiten::V,разамынд дӕттын,conduzir
1376,antreiben::V,тагъд кæнын,impelir
1377,antreiben::V,рог кæнын,impelir
1378,lassen::V,кæнын,fazer
1379,einladen::V,ӕрхонын,convidar
1380,einladen::V,ӕрбахонын,convidar
1381,vereinigen::V,баиу кӕнын,unir
1382,vereinigen::V,баиу кӕнын,reunir
1383,besuchen::V,абæрæг кæнын,ir ver
1384,besuchen::V,абæрæг кæнын,visitar
1385,besuchen::V,бабæрæг кæнын,ir ver
1386,besuchen::V,бабæрæг кæнын,visitar
1387,besuchen::V,бауайын,ir ver
1388,besuchen::V,бауайын,visitar
1389,treffen::V,фембæлын,encontrar
1390,sich versammeln::V,æрæмбырд уын,reunir-se
1391,spielen::V,хъазын,jogar
1392,spielen::V,хъазын,brincar
1393,singen::V,зарын,cantar
1394,tanzen::V,кафын,bailar
1395,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,apartar-se
1396,verlassen::V,ныууадзын,deixar
1397,verlassen::V,ныууадзын,abandonar
1398,retten::V,фервӕзын кӕнын,salvar
1399,bewachen::V,хъахъхъӕнын,vigiar
1400,bewachen::V,хъахъхъӕнын,guardar
1401,schützen::V,хъахъхъӕнын,proteger
1402,verteidigen::V,бахизын,defender
1403,sich schlagen::V,хыл кæнын,brigar
1404,sich schlagen::V,хыл кæнын,bater-se
1405,schießen::V,ӕхсын,disparar
1406,siegen::V,басӕттын,vencer
1407,siegen::V,фӕуӕлахиз уӕвын,vencer
1408,ärgern::V,мӕсты кӕнын,irritar
1409,ärgern::V,мӕсты кӕнын,aborrecer
1410,schlagen::V,ныццæвын,bater
1411,stechen::V,фæрæхойын,picar
1412,stoßen::V,риуыгъын,empurrar
1413,stehlen::V,давын,furtar
1414,stören::V,хъыгдарын,perturbar
1415,belästigen::V,хъыгдарын,incomodar
1416,belästigen::V,хъыгдарын,importunar
1417,verbergen::V,бамбӕхсын,ocultar
1418,verbergen::V,бамбӕхсын,esconder
1419,verbergen::V,басусӕг кӕнын,ocultar
1420,verbergen::V,басусӕг кӕнын,esconder
1421,täuschen::V,фӕливын,iludir
1422,täuschen::V,фӕливын,enganar
1423,täuschen::V,асайын,iludir
1424,täuschen::V,асайын,enganar
1425,betrügen::V,асайын,burlar
1426,betrügen::V,асайын,enganar
1427,töten::V,амарын,matar
1428,wohnen::V,цӕрын,morar
1429,arbeiten::V,кусын,trabalhar
1430,sammeln::V,æртонын,recolher
1431,sammeln::V,æртонын,coleccionar
1432,pflücken::V,тонын,colher
1433,jagen::V,цуан кæнын,caçar
1434,fischen::V,кæсаг ахсын æнгуырæй,pescar
1435,fischen::V,æнгуыр дарын,pescar
1436,fassen::V,ӕрцахсын,apanhar
1437,hüten::V,хизын,guardar
1438,treiben::V,скъӕрын,conduzir
1439,anbinden::V,бабæттын,atar
1440,anbinden::V,æрбæттын,atar
1441,füttern::V,холлаг дæттын,dar de comer a
1442,füttern::V,холлаг æвæрын,dar de comer a
1443,füttern::V,дарын,dar de comer a
1444,melken::V,дуцын,ordenhar
1445,hacken::V,кæрдын,rachar
1446,hacken::V,лыгтæ кæнын,rachar
1447,gießen::V,бакалын,regar
1448,reifen::V,срæгъæд уын,amadurecer
