,Concept_ID,he,en
859,fliehen::V,ברח,flee
860,flüchten::V,נמלט,escape
861,sehen::V,ראה,see
862,anschauen::V,הביט,look at
863,ansehen::V,התבונן,watch
864,hören::V,שמע,hear
865,zuhören::V,הקשיב,listen
866,probieren::V,נסה,taste
867,riechen::V,הריח,smell
868,fühlen::V,חש,feel
869,scheinen::V,נדמה,seem
870,zu sehen sein::V,נראה,show
871,vernehmen::V,נודע ל,hear
872,frieren::V,קר ל,be cold
873,tun::V,פעל,do
874,können::V,יכל,can
875,wollen::V,רצה,want
876,anfangen::V,התחיל,start
877,beenden::V,גמר,finish
878,aufhören::V,סים,stop
879,gelingen::V,הצליח,succeed
880,geraten::V,עלה,turn out
881,öffnen::V,פתח,open
882,schließen::V,סגר,close
883,stellen::V,העמיד,put
884,setzen::V,הושיב,place
885,legen::V,שם,lay
886,berühren::V,נגע,touch
887,verbinden::V,קשר,connect
888,bedecken::V,כסה,cover
889,aufhängen::V,תלה,hang up
890,anzünden::V,הצית,light
891,aufheben::V,אסף,pick up
892,zurücklassen::V,השאיר,leave
893,verlieren::V,אבד,lose
894,fallen lassen::V,שמט,drop
895,fallen lassen::V,הפיל,drop
896,machen::V,עשה,make
897,herstellen::V,יצר,produce
898,bauen::V,בנה,build
899,reparieren::V,תקן,mend
900,verbessern::V,שפר,improve
901,ändern::V,שנה,alter
902,graben::V,חפר,dig
903,beugen::V,כפף,bow
904,biegen::V,כופף,bend
905,drehen::V,סובב,spin
906,wenden::V,הפך,turn
907,umdrehen::V,סובב,turn around
908,heben::V,הרים,raise
909,hochheben::V,הרים,lift
910,ergreifen::V,אחז,seize
911,halten::V,החזיק,hold
912,drücken::V,לחץ,press
913,schieben::V,הזיז,push
914,kratzen::V,שרט,scrape
915,kratzen::V,שפשף,scrape
916,lecken::V,לקק,lick
917,beißen::V,נשך,bite
918,abreißen::V,קרע,tear off
919,abschneiden::V,חתך,cut off
920,binden::V,קשר,tie
921,stecken::V,תקע,stick
922,brechen::V,שבר,break
923,klopfen::V,נקש,knock
924,hauen::V,הכה,hit
925,kleben::V,הדביק,glue
926,reiben::V,שפשף,rub
927,streichen::V,מרח,spread
928,schleifen::V,השחיז,grind
929,schneiden::V,גזר,cut
930,rütteln::V,נענע,jolt
931,schütteln::V,נער,shake
932,schwenken::V,נופף,swing
933,schwenken::V,טלטל,swing
934,schütten::V,שפך,pour
935,füllen::V,מלא,fill
936,einwickeln::V,עטף,wrap
937,tragen::V,נשא,carry
938,schleppen::V,סחב,drag
939,ziehen::V,משך,pull
940,aufbewahren::V,שמר,keep
941,werfen::V,זרק,throw
942,fangen::V,תפס,catch
943,packen::V,אחז,grab
944,verstecken::V,החביא,hide
945,teilen::V,חלק,divide
946,schicken::V,שלח,send
947,bringen::V,הביא,bring
948,hinzufügen::V,הוסיף,add
949,bekommen::V,תפס,get
950,erhalten::V,קבל,receive
951,nehmen::V,אחז,take
952,wählen::V,בחר,choose
953,auswählen::V,בחר ב,select
954,bewahren::V,קים,preserve
955,behindern::V,מנע,hinder
956,verderben::V,מנע,spoil
957,beschädigen::V,הזיק,damage
958,zerbrechen::V,נשבר,break
959,zerreißen::V,קרע,tear
960,zerstören::V,הרס,destroy
961,zerstören::V,השמיד,destroy
962,verbrennen::V,שרף,burn
963,geben::V,נתן,give
964,reichen::V,העביר,hand
965,schenken::V,נתן במתנה,give
966,versprechen::V,הבטיח,promise
967,wünschen::V,אחל,wish
968,loben::V,שבח,praise
969,küssen::V,נשק,kiss
970,wiegen::V,נדנד,rock
971,zudecken::V,כסה,cover
972,wecken::V,עורר,wake
973,zeigen::V,הראה,show
974,führen::V,הביא,guide
975,führen::V,הוביל,guide
976,lehren::V,למד,teach
977,unterrichten::V,למד,instruct
978,aufziehen::V,רומם,bring up
979,leiten::V,נהל,lead
980,antreiben::V,המרץ,urge
981,lassen::V,נתן,let
982,einladen::V,הזמין,invite
983,vereinigen::V,אחד,unite
984,vereinigen::V,לכד,unite
985,besuchen::V,בקר,visit
986,treffen::V,פגש,meet
987,sich versammeln::V,התאסף,assemble
988,spielen::V,שחק,play
989,singen::V,שר,sing
990,tanzen::V,רקד,dance
991,sich trennen::V,נפרד,separate
992,verlassen::V,עזב,leave
993,retten::V,הציל,rescue
994,bewachen::V,שמר,guard
995,schützen::V,אבטח,protect
996,verteidigen::V,הגן,defend
997,sich schlagen::V,התכתש,brawl
998,schießen::V,ירה,shoot
999,siegen::V,גבר,win
1000,siegen::V,נצח,win
1001,ärgern::V,עצבן,annoy
1002,schlagen::V,הכה,beat
1003,schlagen::V,הלקה,beat
1004,treten::V,בעט,kick
1005,stechen::V,דקר,sting
1006,stoßen::V,דחק,shove
1007,stehlen::V,גנב,steal
1008,stören::V,קטע,disturb
1009,stören::V,הפריע,disturb
1010,belästigen::V,הציק,bother
1011,belästigen::V,הטריד,bother
1012,verbergen::V,הצניע,conceal
1013,täuschen::V,שגע,deceive
1014,betrügen::V,הונה,cheat
1015,töten::V,הרג,kill
1016,wohnen::V,גר,dwell
1017,arbeiten::V,עבד,work
1018,sammeln::V,אסף,gather
1019,pflücken::V,קטף,pick
1020,jagen::V,צד,hunt
1021,fischen::V,דג,fish
1022,fassen::V,תפס,catch
1023,hüten::V,רעה,herd
1024,treiben::V,הוציא,drive
1025,anbinden::V,קשר,tie up
1026,füttern::V,הלעיט,feed
1027,melken::V,חלב,milk
1028,hacken::V,קצץ,chop
1029,gießen::V,השקה,water
1030,reifen::V,בשל,ripen
1031,zubereiten::V,הכין,cook
1032,kochen::V,בשל,boil
1033,backen::V,אפה,bake
1034,braten::V,צלה,fry
1035,braten::V,טגן,fry
1036,umrühren::V,ערבב,stir
1037,stricken::V,סרג,knit
1038,nähen::V,תפר,sew
1039,färben::V,צבע,dye
1040,reinigen::V,נקה,clean
1041,waschen::V,רחץ,wash
1042,waschen::V,כבס,wash
1043,abwischen::V,נגב,wipe
1044,spülen::V,שטף,rinse
1045,fegen::V,טאטא,sweep
1046,kehren::V,טאטא,sweep
1047,baden::V,טבל,bath
1048,baden::V,שחה,bath
1049,sich waschen::V,התרחץ,wash
1050,ausziehen::V,הוריד,take off
1051,anziehen::V,לבש,put on
1052,sich anziehen::V,התלבש,get dressed
1053,kämmen::V,סרק,comb
1054,schmücken::V,קשט,decorate
1055,sagen::V,אמר,say
1056,sprechen::V,דבר,speak
1057,reden::V,דבר,talk
1058,sich unterhalten::V,שוחח,chat
1059,fragen::V,שאל,ask
1060,bitten::V,בקש,request
1061,erzählen::V,ספר,tell
1062,mitteilen::V,מסר,convey
1063,mitteilen::V,הודיע,convey
1064,nennen::V,קרא בשם,name
1065,rufen::V,גיס,call
1066,rufen::V,הזמין לבוא,call
1067,prahlen::V,התרברב,brag
1068,übersetzen::V,תרגם,translate
1069,denken::V,חשב,think
1070,glauben::V,האמין,believe
1071,bemerken::V,הבחין,notice
1072,erkennen::V,זהה,recognize
1073,begreifen::V,קלט,grasp
1074,begreifen::V,הבין,grasp
1075,verstehen::V,הבין,understand
1076,lernen::V,למד,learn
1077,wissen::V,ידע,know
1078,sich erinnern an::V,זכר,remember
1079,vergessen::V,שכח,forget
1080,messen::V,מדד,measure
1081,zählen::V,ספר,count
1082,rechnen::V,חשב,calculate
1083,lesen::V,קרא,read
1084,malen::V,ציר,paint
1085,zeichnen::V,שרטט,draw
1086,schreiben::V,כתב,write
1087,besitzen::V,היה בעל של,own
1088,kaufen::V,קנה,buy
1089,kaufen::V,רכש,buy
1090,verkaufen::V,מכר,sell
1091,bezahlen::V,שלם,pay for
1092,zahlen::V,שלם,pay
1093,beherrschen::V,שלט,rule
1094,ertragen::V,סבל,endure
