,Concept_ID,et,mrj
772,oft::ADV,tihti,чӹчкӹдӹн
773,oft::ADV,sageli,чӹчкӹдӹн
774,immer::ADV,ikka,со
775,immer::ADV,ikka,соок
776,immer::ADV,alati,со
777,immer::ADV,alati,соок
778,niemals::ADV,mitte kunagi,нинам
779,niemals::ADV,mitte kunagi,нигынам
780,niemals::ADV,mitte kunagi,нигынамат
781,hier::ADV,siin,тиштӹ
782,hierhin::ADV,siia,тишкӹ
783,von hier::ADV,siit,тишец
784,von hier::ADV,siit,тишецӹн
785,dort::ADV,seal,тӹштӹ
786,dorthin::ADV,sinna,тӹшкӹ
787,dorthin::ADV,sinna,тӹшкӹлӓ
788,geradeaus::ADV,otse edasi,вик
789,geradeaus::ADV,otse edasi,тура
790,vorwärts::ADV,edasi,анзыкы
791,rückwärts::ADV,tagurpidi,мӹнгеш
792,zurück::ADV,tagasi,мӹнгеш
793,unten::ADV,all,ӱлнӹ
794,unten::ADV,all,лӹвӓлнӹ
795,unten::ADV,allpool,ӱлнӹ
796,unten::ADV,allpool,лӹвӓлнӹ
797,hinab::ADV,alla,ӱлӹкӹ
798,hinab::ADV,alla,лӹвӓкӹ
799,oben::ADV,ülal,вӹлнӹ
800,hinauf::ADV,üles,кӱшкӹлӓ
801,hinauf::ADV,üles,кӱш
802,überall::ADV,kõikjal,йӹлт
803,überall::ADV,kõikjal,цилӓ вӓре
804,nicht::ADV,ei,уке
805,nicht::ADV,mitte,уке
806,ein wenig::ADV,veidi,изиш
807,ein wenig::ADV,veidi,иклаштык
808,ein wenig::ADV,natuke,изиш
809,ein wenig::ADV,natuke,иклаштык
810,kaum::ADV,vaevalt,цылик
811,kaum::ADV,vaevalt,чучок-чучок
812,sehr::ADV,väga,чоте
813,so::ADV,nii,тенге
814,so::ADV,nii,тенгелӓ
815,noch::ADV,veel,мол
816,noch::ADV,veel,моло
817,nur::ADV,ainult,веле
818,schon::ADV,juba,уже
819,schon::ADV,juba,ӹнде
820,wieder::ADV,jälle,уэш
821,vergebens::ADV,asjata,зря
822,vergebens::ADV,asjata,ӹзрӓ
823,vergebens::ADV,asjata,ӹзӹрӓ
824,vor::PRP,ees,анзыц
825,vor::PRP,ees,анзыцын
826,hinter::PRP,taha,шайылан
827,hinter::PRP,taha,шайылный
828,unter::PRP,all,лӹвӓкӹ
829,durch::PRP,läbi,вашт
830,durch::PRP,kaudu,вашт
831,neben::PRP,kõrval,сага
832,zwischen::PRP,vahel,лош
833,zwischen::PRP,vahel,лошкы
834,wegen::PRP,tõttu,мычыц
835,wegen::PRP,pärast,мычыц
836,dies::PRN,see,тидӹ
837,dies::PRN,see,ти
838,das::PRN,see,тидӹ
839,das::PRN,see,ти
840,alles::PRN,kõik,цилӓ
841,ich::PRN,mina,мый
842,du::PRN,sina,тӹнь
843,er::PRN,tema,тӹдӹ
844,wir::PRN,me,мӓ
845,ihr::PRN,te,вӓ
846,sie::PRN,nad,нӹнӹ
847,was::FPRN,mis,ма
848,wer::FPRN,kes,кӱ
849,wo::FADV,kus,кышан
850,wo::FADV,kus,кыштакен
851,wohin::FADV,kuhu,кышкы
852,wie::FADV,kuidas,кыце
853,warum::FADV,miks,малын
854,wieviel::FNUM,mitu,кынар
855,wieviel::FNUM,mitu,кынары
856,wieviel::FNUM,mitu,кынаркы
857,wieviel::FNUM,kui palju,кынар
858,wieviel::FNUM,kui palju,кынары
859,wieviel::FNUM,kui palju,кынаркы
860,eins::NUM,üks,иктӹ
861,eins::NUM,üks,иктӹт
862,zwei::NUM,kaks,кок
863,zwei::NUM,kaks,кокты
864,drei::NUM,kolm,кым
865,drei::NUM,kolm,кымыт
866,vier::NUM,neli,нӹл
867,fünf::NUM,viis,вӹц
868,sechs::NUM,kuus,куд
869,sechs::NUM,kuus,кудытмозн
870,sieben::NUM,seitse,шӹм
871,sieben::NUM,seitse,шӹмӹт
872,acht::NUM,kaheksa,кӓндӓкш
873,acht::NUM,kaheksa,кӓндӓкшӹ
874,neun::NUM,üheksa,ӹндекшшӱдӹ
875,zehn::NUM,kümme,лу
876,elf::NUM,üksteist,луатик
877,elf::NUM,üksteist,луатиктӹ
878,zwölf::NUM,kaksteist,луаткок
879,zwölf::NUM,kaksteist,луаткокты
880,zwanzig::NUM,kakskümmend,коклы
881,dreißig::NUM,kolmkümmend,кымлы
882,vierzig::NUM,nelikümmend,нӹллӹ
883,fünfzig::NUM,viiskümmend,вӹцлӹ
884,sechzig::NUM,kuuskümmend,кудлу
885,siebzig::NUM,seitsekümmend,шӹмлу
886,achtzig::NUM,kaheksakümmend,кӓндӓкшлу
887,neunzig::NUM,üheksakümmend,ӹндекшлу
888,hundert::NUM,sada,шӱдӹ
889,tausend::NUM,tuhat,тӹжем
890,und::CNJ,ja,дöн
891,oder::CNJ,või,льывы
892,stehen::V,seisma,шалшаг
893,sitzen::V,istuma,шӹнзӓш
894,liegen::V,lamama,киӓш
895,hängen::V,rippuma,кечӓш
896,werden::V,saama,шагалаш
897,werden::V,hakkama,шагалаш
898,passieren::V,juhtuma,ӹштӓ́лтӓш
899,beginnen::V,algama,тӹнгӓлӓлтӓш
900,beginnen::V,hakkama,тӹнгӓлӓлтӓш
901,enden::V,lõppema,пӹтӓш
902,wechseln::V,vahelduma,весемӓш
903,wechseln::V,vahelduma,весемӓлтӓш
904,aufgehen[Sonne]::V,tõusma,авараш
905,untergehen[Sonne]::V,loojuma,шӹ́нзӓш
906,scheinen[Sonne]::V,paistma,сотемдӓрӓш
907,donnern::V,kõmisema,хӹдӹртӓш
908,wehen::V,puhuma,ӹфӹлӓш
909,strömen::V,voolama,йогащ
910,fließen::V,voolama,йогащ
911,sich drehen::V,pöörduma,пöрдӓш
912,schwanken::V,kõikuma,лыпшалташ
913,schwingen::V,võnkuma,кӓчӓйӓш
914,fallen::V,langema,кенвазаш
915,fallen::V,langema,шынгалташ
916,brennen::V,põlema,йылаш
917,rauchen::V,suitsema,шыпшаш
918,regnen::V,sadama,юраш
919,gefrieren::V,kinni külmuma,гӓш
920,gefrieren::V,kinni külmuma,кӹлмаш
921,tauen::V,sulama,шылаш
922,schmelzen::V,sulama,шӹрӓнӓш
923,trocknen::V,kuivama,кошкаш
924,sieden::V,keema,шолаш
925,faulen::V,mädanema,шӱӓш
926,verfaulen::V,mädanema,йӓнгӓрӓлтӓш
927,reißen::V,rebenema,кышкедӓлтӓш
928,versinken::V,uppuma,ва́лаш
929,vergehen::V,mööduma,эртӓш
930,erscheinen::V,ilmuma,каяш
931,verschwinden::V,kaduma,ямаш
932,sinken::V,vajuma,пычаш
933,sinken::V,langema,пычаш
934,abnehmen::V,vähenema,чӹдемӓш
935,abnehmen::V,vähenema,кöтӹргӓш
936,abnehmen::V,kahenema,чӹдемӓш
937,abnehmen::V,kahenema,кöтӹргӓш
938,zunehmen::V,kasvama,когоэмӓш
939,steigen::V,tõusma,лӱлта́лташ
940,steigen::V,üles minema,лӱлта́лташ
941,wachsen::V,kasvama,кушкаш
942,glänzen::V,läikimä,йӹлгӹжӓш
943,funkeln::V,sädelema,валгалташ
944,lärmen::V,lärmama,юкланаш
945,läuten::V,helisema,цоргаш
946,klingeln::V,helisema,цоргаш
947,klirren::V,kõlisema,цонгырталгаш
948,brausen::V,kohisema,ышдымыла́наш
949,rauschen::V,kohisema,шу́жгаш
950,klingen::V,kõlama,йо́нгаш
951,bellen::V,haukuma,опташ
952,heulen::V,uluma,урмыжаш
953,blasen::V,puhuma,ӹфӹлӓш
954,pfeifen::V,vilistama,ши́шкаш
955,schreien::V,karjuma,уташ
956,schreien::V,karjuma,саслаш
957,schreien::V,karjuma,варгынзаш
958,stöhnen::V,oigama,ӹнгӹрӓш
959,zittern::V,värisema,цӹтӹрӓш
960,leben::V,elama,ӹлӓш
961,leben::V,elus olema,ӹлӓш
962,geboren werden::V,sündima,шачаш
963,atmen::V,hingama,шӱлӓш
964,trinken::V,jooma,йӱӓш
965,essen::V,sööma,качкаш
966,schlucken::V,neelama,нелӓш
967,müde werden::V,väsima,янгылаш
968,einschlafen::V,uinuma,амален кеӓш
969,schlafen::V,magama,амалаш
970,aufwachen::V,ärkama,понгыжалташ
971,aufstehen::V,ärkama,кӹньӹл шагалаш
972,aufstehen::V,üles tõusma,кӹньӹл шагалаш
973,sich erholen::V,puhkama,кӓнаш
974,krank werden::V,haigestuma,церлӓнен вазаш
975,krank werden::V,haigeks jääma,церлӓнен вазаш
976,krank sein::V,haige olema,церлӓнӓш
977,krank sein::V,haige olema,ясланаш
978,krank sein::V,haige olema,ясыланаш
979,schmerzen::V,valutama,каршташ
980,husten::V,köhima,кахыраш
981,genesen::V,toibuma,паремӓш
982,genesen::V,toibuma,тöрлӓнӓш
983,sterben::V,surema,вазын колаш
984,umkommen::V,surma saama,пӹтӓш
985,sich bewegen::V,liikuma,кашташ
986,sich rühren::V,liikuma,тӓрвӓнӓш
987,sich erheben::V,kerkima,кӹньӹлӓш
988,sich setzen::V,istet võtma,шӹнзӓш
989,hinfallen::V,kukkuma,кенвазаш
990,hinfallen::V,kukkuma,шынгалташ
991,hinfallen::V,maha kukkuma,кенвазаш
992,hinfallen::V,maha kukkuma,шынгалташ
993,laufen::V,kõndima,кашташ
994,schreiten::V,astuma,ашкедӓш
995,spazierengehen::V,jalutama,мадын кашташ
996,eilen::V,ruttama,вӓшкӓш
997,eilen::V,kiirustama,вӓшкӓш
998,sich beeilen::V,ruttama,вӓшкӓш
999,sich beeilen::V,ruttama,талашаш
1000,sich beeilen::V,kiirustama,вӓшкӓш
1001,sich beeilen::V,kiirustama,талашаш
1002,sausen::V,kihutama,хойхаланаш
1003,sausen::V,kihutama,хояш
1004,sausen::V,tormama,хойхаланаш
1005,sausen::V,tormama,хояш
1006,rennen::V,jooksma,кыргыжаш
1007,rennen::V,kihutama,кыргыжаш
1008,springen::V,hüppama,тӹршештӓш
1009,klettern::V,ronima,ку́заш
1010,schaukeln::V,kiikuma,лыпшалташ
1011,kriechen::V,roomama,авалянаш
1012,kriechen::V,roomama,ньыжиклӓш
1013,schwimmen::V,ujuma,илӓш
1014,tauchen::V,sukelduma,цымаш
1015,rudern::V,sõudma,шуалташ
1016,fahren::V,sõitma,кеӓш
1017,fliegen::V,lendama,чонгештӓш
1018,gehen::V,käima,кеӓш
1019,gehen::V,minema,кеӓш
1020,weggehen::V,ära minema,кеӓш
1021,weggehen::V,välja minema,кеӓш
1022,abfahren::V,väljuma,кеӓш
1023,abfahren::V,ära sõitma,кеӓш
1024,anhalten::V,peatuma,цӓрнӓш
1025,hineingehen::V,sisenema,пыраш
1026,hineingehen::V,sisse minema,пыраш
1027,eintreten::V,sisenema,пыраш
1028,eintreten::V,sisse astuma,пыраш
1029,kommen::V,tulema,толаш
1030,ankommen::V,saabuma,шоаш
1031,zurückkommen::V,tagasi tulema,пöртӹлӓш
1032,bleiben::V,jääma,кодаш
1033,warten::V,ootama,вычаш
1034,erwarten::V,ootama,вычаш
1035,erwarten::V,lootma,вычаш
1036,suchen::V,otsima,кӹчӓлӓш
1037,finden::V,leidma,моаш
1038,versuchen::V,püüdma,путаяш
1039,versuchen::V,püüdma,цацаш
1040,versuchen::V,üritama,путаяш
1041,versuchen::V,üritama,цацаш
1042,versuchen::V,katsetama,путаяш
1043,versuchen::V,katsetama,цацаш
1044,vorbereiten::V,valmistama,поспейӹктӓш
1045,lieben::V,armastama,яраташ
1046,mögen::V,sallima,яраташ
1047,mögen::V,meeldima,яраташ
1048,lachen::V,naerma,ваштылаш
1049,rühren::V,liigutama,тӓрвӓтӓш
1050,rühren::V,heldima panema,тӓрвӓтӓш
1051,weinen::V,nutma,мӓгӹрӓш
1052,schimpfen::V,sõimama,свырседӓлӓш
1053,sich ärgern::V,ärrituma,шӹдешкӓш
1054,sich ärgern::V,vihastuma,шӹдешкӓш
1055,sich fürchten::V,kartma,лӱдӓш
1056,sich fürchten::V,hirmu tundma,лӱдӓш
1057,fürchten::V,kartma,лӱдӓш
1058,fliehen::V,põgenema,кыргыжаш
1059,flüchten::V,põgenema,кыргыж шӹлӓш
1060,sehen::V,nägema,ужаш
1061,anschauen::V,vaatama,анжалаш
1062,ansehen::V,vaatama,анжаш
1063,hören::V,kuulma,колаш
1064,zuhören::V,kuulama,колышташ
1065,probieren::V,proovima,тотештӓш
1066,probieren::V,proovima,подыл анжаш
1067,riechen::V,nuusutama,ӱпшӹнзӓш
1068,fühlen::V,tundma,шижӓш
1069,scheinen::V,näida,каяш
1070,scheinen::V,ilmuda,каяш
1071,zu sehen sein::V,ilmuma,каяш
1072,vernehmen::V,üle kuulama,колын колташ
1073,frieren::V,külmetada,кӹлмаш
1074,frieren::V,külmetada,тӹнгӹргӓш
1075,tun::V,tegema,ӹштӓш
1076,können::V,võima,кердӓш
1077,können::V,oskama,кердӓш
1078,wollen::V,tahtma,жалаяш
1079,anfangen::V,hakkama,тӹнгӓлӓш
1080,anfangen::V,alustama,тӹнгӓлӓш
1081,beenden::V,lõpetama,пӹтӓрӓш
1082,aufhören::V,lakkama,цӓрнӓш
1083,gelingen::V,õnnestuma,цӓш лиӓш
1084,geraten::V,jõudma,лиӓш
1085,öffnen::V,avama,пачаш
1086,schließen::V,sulgema,чӱчӓш
1087,stellen::V,panema,шӹндӓш
1088,stellen::V,asetama,шӹндӓш
1089,setzen::V,panema,шӹндӓш
1090,legen::V,panema,опташ
1091,legen::V,panema,пиштӓш
1092,legen::V,asetama,опташ
1093,legen::V,asetama,пиштӓш
1094,berühren::V,riivama,тӹкӓлӓш
1095,berühren::V,puudutama,тӹкӓлӓш
1096,verbinden::V,ühendama,пидӓш
1097,bedecken::V,katma,леведӓш
1098,aufhängen::V,riputama,сӓкӓш
1099,anzünden::V,süütama,чӱктӓш
1100,aufheben::V,üles tõstma,кузыкташ
1101,zurücklassen::V,jätma,кодаш
1102,verlieren::V,kaotama,ямдаш
1103,fallen lassen::V,maha pillama,кенвацтараш
1104,fallen lassen::V,kukkuda laskma,кенвацтараш
1105,machen::V,tegema,ӹштӓш
1106,herstellen::V,valmistama,йӓмдӹлӓш
1107,bauen::V,ehitama,ӹштӓш
1108,reparieren::V,parandama,чиняш
1109,reparieren::V,parandama,алалаш
1110,verbessern::V,parandama,яжоэмден шӹндӓш
1111,ändern::V,muutma,вашталташ
1112,ändern::V,ümber tegema,вашталташ
1113,graben::V,kaevama,капаяш
1114,beugen::V,painutama,лывырташ
1115,beugen::V,painutama,каклярташ
1116,biegen::V,painutama,лывырташ
1117,drehen::V,keerama,сӓрӓш
1118,drehen::V,keerama,сӓрӹкӓлӓш
1119,wenden::V,ümber pöörama,сӓрӓлӓш
1120,umdrehen::V,ümber keerama,сӓрӓлӓш
1121,heben::V,tõstma,лӱктӓш
1122,hochheben::V,üles tõstma,кузыкташ
1123,hochheben::V,kõrgele tõstma,кузыкташ
1124,ergreifen::V,haarama,хватяш
1125,halten::V,hoidma,кычаш
1126,drücken::V,pigistama,темдӓш
1127,schieben::V,lükkama,шӹкӓш
1128,kratzen::V,kraapima,нӹжӓш
1129,lecken::V,lakkuma,нылаш
1130,beißen::V,purema,пыралаш
1131,beißen::V,hammustama,пыралаш
1132,abreißen::V,rebima,кӹрӓш
1133,abreißen::V,rebima,кышкед нӓлӓш
1134,abreißen::V,ära rebima,кӹрӓш
1135,abreißen::V,ära rebima,кышкед нӓлӓш
1136,abschneiden::V,ära lõikama,шулаш
1137,abschneiden::V,ära lõikama,лаштыклаш
1138,binden::V,siduma,пидӓш
1139,stecken::V,pistma,шыралаш
1140,brechen::V,murdma,тодылаш
1141,brechen::V,murdma,пыдырташ
1142,klopfen::V,koputama,рушткаш
1143,hauen::V,lööma,шелӹштӓш
1144,kleben::V,kleepima,клейӓш
1145,reiben::V,hõõruma,нӹжӓш
1146,streichen::V,silitama,шӹрӓш
1147,schleifen::V,lihvima,шымаш
1148,schleifen::V,teritama,шымаш
1149,schneiden::V,lõikama,пӹчкӓш
1150,rütteln::V,raputama,мыльгыкташ
1151,schütteln::V,raputama,цӹтӹртӓш
1152,schütteln::V,raputama,мыльгыкташ
1153,schütteln::V,loksutama,цӹтӹртӓш
1154,schütteln::V,loksutama,мыльгыкташ
1155,schwenken::V,vehkima,машыяш
1156,schwenken::V,lehvitama,машыяш
1157,schütten::V,kallama,опталаш
1158,füllen::V,täitma,темӓш
1159,einwickeln::V,sisse mähkima,пӹтӹрӓ́лӓш
1160,tragen::V,kandma,намалаш
1161,schleppen::V,tassima,шӹдӹрӓш
1162,schleppen::V,lohistama,шӹдӹрӓш
1163,ziehen::V,vedama,шыпшаш
1164,ziehen::V,tõmbama,шыпшаш
1165,aufbewahren::V,säilitama,перегӓш
1166,aufbewahren::V,alal hoidma,перегӓш
1167,werfen::V,viskama,кӹшкӓш
1168,fangen::V,püüdma,кычаш
1169,packen::V,kinni haarama,хватяш
1170,packen::V,kinni võtma,хватяш
1171,verstecken::V,peitma,шӹлтӓш
1172,teilen::V,jagama,пайылаш
1173,teilen::V,jaotama,пайылаш
1174,schicken::V,saatma,колташ
1175,bringen::V,viima,кандаш
1176,hinzufügen::V,lisama,
1177,bekommen::V,saama,лыкташ
1178,erhalten::V,saama,получаяш
1179,nehmen::V,võtma,налаш
1180,wählen::V,valima,айыраш
1181,auswählen::V,valima,айыраш
1182,bewahren::V,hoidma,перегӓш
1183,behindern::V,takistama,мешӓйӓш
1184,verderben::V,rikkuma,портяш
1185,beschädigen::V,rikkuma,шушырташ
1186,zerbrechen::V,katki tegema,пыдырташ
1187,zerreißen::V,katki rebima,кӹрӓш
1188,zerstören::V,purustama,шӓлӓтӓш
1189,verbrennen::V,põletama,йылаташ
1190,verbrennen::V,põletama,йылалташ
1191,geben::V,andma,пуаш
1192,reichen::V,andma,пуаш
1193,reichen::V,ulatama,пуаш
1194,schenken::V,kinkima,подараш
1195,versprechen::V,lubama,сöрӓш
1196,versprechen::V,tõotama,сöрӓш
1197,wünschen::V,soovima,жалаяш
1198,loben::V,kiitma,хваляш
1199,küssen::V,suudlema,шышшалаш
1200,wiegen::V,hällitama,лӱнгӓлтӓш
1201,zudecken::V,kaanetama,пиштӓш
1202,zudecken::V,kinni katma,пиштӓш
1203,wecken::V,äratama,понгыжалтараш
1204,zeigen::V,näitama,анжыкташ
1205,führen::V,juhatama,видӓш
1206,lehren::V,õpetama,тымдаш
1207,unterrichten::V,õpetama,тымдаш
1208,aufziehen::V,üles kasvatama,кушташ
1209,leiten::V,juhtima,видӓш
1210,leiten::V,juhtima,вуйлаташ
1211,leiten::V,juhtima,вуйлалташ
1212,antreiben::V,ergutama,талаштараш
1213,lassen::V,laskma,-ыкт
1214,einladen::V,kutsuma,ӱжӓш
1215,vereinigen::V,ühendama,иктештӓш
1216,besuchen::V,külastama,толаш
1217,treffen::V,kohtama,вӓшлиӓш
1218,treffen::V,kohtama,вӓшлиӓлтӓш
1219,sich versammeln::V,kogunema,цымыргаш
1220,spielen::V,mängima,мадаш
1221,singen::V,laulma,мыраш
1222,tanzen::V,tantsima,кушташ
1223,sich trennen::V,lahku minema,айырлаш
1224,verlassen::V,maha jätma,шуаш
1225,retten::V,päästma,ытараш
1226,bewachen::V,valvama,оролаш
1227,schützen::V,kaitsma,перегӓш
1228,verteidigen::V,kaitsma,перегӓш
1229,sich schlagen::V,kaklema,шидӓлӓш
1230,sich schlagen::V,kaklema,шиэдӓлӓш
1231,schießen::V,tulistama,лӱӓш
1232,siegen::V,võitma,сӹнгӓш
1233,ärgern::V,ärritama,шӹдештӓрӓш
1234,ärgern::V,vihastama,шӹдештӓрӓш
1235,schlagen::V,lööma,пӓрен колташ
1236,schlagen::V,lööma,хӹрӹктен колташ
1237,treten::V,sõtkuma,чымаш
1238,stechen::V,pistma,пышкылаш
1239,stechen::V,torkama,пышкылаш
1240,stoßen::V,tõukama,шыркедӓш
1241,stehlen::V,varastama,шолышт толаш
1242,stören::V,segama,ӓрештӹлӓш
1243,stören::V,häirima,ӓрештӹлӓш
1244,belästigen::V,ahistama,кӓньӹсӹрлӓндӓрӓш
1245,belästigen::V,ahistama,шытырланыкташ
1246,verbergen::V,peitma,шӹлтӓш
1247,verbergen::V,varjama,шӹлтӓш
1248,täuschen::V,petma,алталаш
1249,täuschen::V,petma,аталаш
1250,täuschen::V,tüssama,алталаш
1251,täuschen::V,tüssama,аталаш
1252,betrügen::V,petma,мошеньӹчӓйӓш
1253,betrügen::V,tüssama,мошеньӹчӓйӓш
1254,betrügen::V,truudust murtma,мошеньӹчӓйӓш
1255,töten::V,tapma,пуштын шуаш
1256,töten::V,surmama,пуштын шуаш
1257,wohnen::V,elama,ӹлӓш
1258,arbeiten::V,töötama,пӓшӓлӓш
1259,arbeiten::V,töötama,ровотаяш
1260,sammeln::V,koguma,погаш
1261,sammeln::V,korjama,погаш
1262,pflücken::V,noppima,кӹрӓш
1263,jagen::V,jahtima,охотничӓйӓш
1264,fischen::V,kalastama,кол кычаш
1265,fischen::V,kala püüdma,кол кычаш
1266,fassen::V,püüdma,кычаш
1267,hüten::V,karjatama,кӹтӓш
1268,treiben::V,ajama,шуруяш
1269,anbinden::V,kinni siduma,ялшташ
1270,anbinden::V,kinni siduma,ялышташ
1271,füttern::V,söötma,пукшаш
1272,melken::V,lüpsma,шыпшылаш
1273,hacken::V,raiuma,роаш
1274,hacken::V,lõhkuma,роаш
1275,gießen::V,kastma,шӓвӓш
1276,reifen::V,valmima,кӱӓш
1277,reifen::V,valmima,поспейӓш
1278,zubereiten::V,valmistama,йӓмдӹлӓш
1279,kochen::V,keetma,шолташ
1280,backen::V,küpsetama,кӱктӓш
1281,braten::V,praadima,жӓрӓш
1282,umrühren::V,segama,намалаш
1283,stricken::V,kuduma,пидӓш
1284,nähen::V,õmblema,ыргаш
1285,färben::V,värvima,пидӓш
1286,reinigen::V,puhastama,чиӓлтӓш
1287,waschen::V,pesema,мышкаш
1288,abwischen::V,puhtaks pühkima,ӹштӓш
1289,spülen::V,uhtma,шӱӓлтӓш
1290,fegen::V,pühkima,ӹштӓш
1291,kehren::V,pühkima,ӹштӓш
1292,baden::V,suplema,нӱштӹлӓш
1293,baden::V,kümblema,нӱштӹлӓш
1294,sich waschen::V,end pesema,мышкылташ
1295,ausziehen::V,käest võtma,кыдашаш
1296,ausziehen::V,jalast võtma,кыдашаш
1297,ausziehen::V,seljast võtma,кыдашаш
1298,anziehen::V,jalga panema,чиӓш
1299,sich anziehen::V,riietuma,чиӓш
1300,kämmen::V,kammima,шерӓш
1301,schmücken::V,kaunistama,цеверемдӓш
1302,sagen::V,ütlema,манаш
1303,sagen::V,ütlema,келесӓш
1304,sprechen::V,rääkima,манаш
1305,sprechen::V,kõnelema,манаш
1306,reden::V,kõnelema,шайышташ
1307,sich unterhalten::V,vestlema,хытыраш
1308,sich unterhalten::V,vestlema,хытыргаш
1309,fragen::V,küsima,ядаш
1310,bitten::V,paluma,ядаш
1311,erzählen::V,jutustama,келесӓш
1312,mitteilen::V,teatama,попаш
1313,mitteilen::V,teatama,увертӓш
1314,mitteilen::V,teatama,увертӓрӓш
1315,mitteilen::V,teada andma,попаш
1316,mitteilen::V,teada andma,увертӓш
1317,mitteilen::V,teada andma,увертӓрӓш
1318,nennen::V,nimetama,лӹмдӓш
1319,rufen::V,kutsuma,ӱжӓш
1320,prahlen::V,hooplema,хайзаш
1321,prahlen::V,hooplema,шаргаланаш
1322,übersetzen::V,tõlkima,вашташ
1323,denken::V,mõtlema,машанаш
1324,glauben::V,uskuma,ӹнянӓш
1325,bemerken::V,märkama,цаклаш
1326,erkennen::V,ära tundma,пӓлӓш
1327,begreifen::V,aru saama,ынгылаш
1328,verstehen::V,mõistma,ынгылаш
1329,lernen::V,õppima,тыменяш
1330,wissen::V,teadma,пӓлӓш
1331,sich erinnern an::V,mäletama,ышештӓрӓш
1332,vergessen::V,unustama,монден кодаш
1333,messen::V,mõõtma,висӓш
1334,zählen::V,loendama,шотаяш
1335,rechnen::V,arvutama,шотаяш
1336,lesen::V,lugema,лыдаш
1337,malen::V,maalima,рисуяш
1338,zeichnen::V,joonistama,ыдырка́лаш
1339,schreiben::V,kirjutama,вазаш
1340,besitzen::V,omama,кы́чаш
1341,kaufen::V,ostma,нӓлӓш
1342,verkaufen::V,müüma,выжалаш
1343,bezahlen::V,tasuma,тӱлӓш
1344,zahlen::V,maksma,тӱлӓш
1345,beherrschen::V,valitsema,кы́чаш
1346,ertragen::V,taluma,цӹтӓш
