,Concept_ID,is,fa
214,Laus::N,lús,شپش
215,Mücke::N,mý,پشه
216,Mücke::N,mýfluga,پشه
217,Fliege::N,fluga,مگس
218,Schmetterling::N,fiðrildi,پروانه
219,Beere::N,ber,گیله
220,Apfel::N,epli,سیب
221,Pilz::N,sveppur,قارچ
222,Zwiebel::N,laukur,پیاز
223,Saat::N,fræ,بذر
224,Saat::N,útsæði,بذر
225,Korn::N,korn,تخم
226,Korn::N,korn,دانه
227,Heu::N,hey,علف خشک
228,Schale::N,hýði,پوست
229,Grube::N,gryfja,گودال
230,Falle::N,gildra,دام
231,Schlinge::N,snara,حلقه
232,Spur::N,spor,رد
233,Asche::N,aska,خاکستر
234,Dreck::N,óþverri,کثافت
235,Eisen::N,járn,آهن
236,Gold::N,gull,زر
237,Gold::N,gull,طلا
238,Silber::N,silfur,نقره
239,Kohle::N,kol,زغال
240,Glas::N,gler,شیشه
241,Lehm::N,leir,گل
242,Sand::N,sandur,شن
243,Sand::N,sandur,ماسه
244,Mensch::N,maður,آدم
245,Mensch::N,maður,انسان
246,Mensch::N,manneskja,آدم
247,Mensch::N,manneskja,انسان
248,Mann::N,maður,مرد
249,Mann::N,karlmaður,مرد
250,Frau::N,kona,زن
251,Kind::N,barn,بچه
252,Kind::N,barn,کودک
253,Kind::N,krakki,بچه
254,Kind::N,krakki,کودک
255,Junge::N,drengur,پسر
256,Mädchen::N,stelpa,دختر
257,Familie::N,fjölskylda,فامیل
258,Familie::N,fjölskylda,خانواده
259,Großvater::N,afi,پدربزرگ
260,Großmutter::N,amma,مادر‌بزرگ
261,Eltern::N,foreldrar,والدین
262,Eltern::N,foreldrar,پدر‌و‌مادر
263,Vater::N,faðir,پدر
264,Mutter::N,móðir,مادر
265,Sohn::N,sonur,پسر
266,Tochter::N,dóttir,دختر
267,Bruder::N,bróðir,برادر
268,Schwester::N,systir,خواهر
269,Onkel::N,föðurbróðir,عمو
270,Onkel::N,föðurbróðir,دایی
271,Tante::N,frænka,عمه
272,Tante::N,frænka,خاله
273,Tante::N,móðursystir,عمه
274,Tante::N,móðursystir,خاله
275,Ehemann::N,eiginmaður,همسر
276,Ehefrau::N,eiginkona,همسر
277,Freude::N,gleði,شادی
278,Gelächter::N,hlátur,خنده
279,Gelächter::N,hlátur,قاه‌قاه
280,Glück::N,gæfa,اقبال
281,Kummer::N,sorg,غم
282,Kummer::N,sorg,غصه
283,Wunsch::N,ósk,آرزو
284,Lust::N,fýsn,هوس
285,Lust::N,löngun,هوس
286,Geist::N,andi,روح
287,Gedanke::N,hugsun,فکر
288,Gedächtnis::N,minni,حافظه
289,Verstand::N,vit,هوش
290,Sinn::N,merking,معنا
291,Sinn::N,merking,مفهوم
292,Grund::N,ástæða,سبب
293,Grund::N,ástæða,دلیل
294,Wahrheit::N,sannleikur,حقیقت
295,Gespräch::N,samtal,صحبت
296,Gespräch::N,samtal,گفتگو
297,Märchen::N,ævintýri,قصه
298,Märchen::N,ævintýri,افسانه
299,Erzählung::N,saga,داستان
300,Nachricht::N,frétt,خبر
301,Neuigkeit::N,frétt,خبر تازه
302,Name::N,nafn,اسم
303,Rätsel::N,gáta,معما
304,Rede::N,ræða,سخن
305,Sprache::N,mál,زبان
306,Sprache::N,tungumál,زبان
307,Stimme::N,rödd,صدا
308,Wort::N,orð,کلمه
309,Zeichen::N,tákn,نشان
310,Zeichen::N,tákn,علامت
311,Zeichen::N,merki,نشان
312,Zeichen::N,merki,علامت
313,Ruf::N,kall,صدا
314,Lärm::N,hávaði,هیاهو
315,Laut::N,hljóð,صدا
316,Ton::N,tónn,آهنگ
317,Lied::N,ljóð,آواز
318,Lied::N,ljóð,ترانه
319,Lied::N,söngur,آواز
320,Lied::N,söngur,ترانه
321,Ruhe::N,ró,آرامش
322,Ruhe::N,kyrrð,آرامش
323,Leute::N,fólk,مردم
324,Volk::N,þjóð,خلق
325,Arbeit::N,vinna,کار
326,Gast::N,gestur,مهمان
327,Geschenk::N,gjöf,هدیه
328,Spiel::N,leikur,بازی
329,Gesellschaft::N,selskapur,جمعیت
330,Hilfe::N,hjálp,کمک
331,Freund::N,vinur,دوست
332,Kamerad::N,félagi,رفیق
333,Angelegenheit::N,mál,امر
334,Angelegenheit::N,mál,قضیه
335,Angelegenheit::N,málefni,امر
336,Angelegenheit::N,málefni,قضیه
337,Anzahl::N,tala,عده
338,Anzahl::N,tala,شمار
339,Anzahl::N,fjöldi,عده
340,Anzahl::N,fjöldi,شمار
341,Art::N,tegund,نوع
342,Stück::N,biti,تکه
343,Stück::N,biti,قطعه
344,Stück::N,stykki,تکه
345,Stück::N,stykki,قطعه
346,Teil::N,hluti,بخش
347,Teil::N,hluti,قسمت
348,Teil::N,partur,بخش
349,Teil::N,partur,قسمت
350,Hälfte::N,helmingur,نیم
351,Kreis::N,hringur,حلقه
352,Kreis::N,hringur,دایره
353,Kreuz::N,kross,صلیب
354,Kreuz::N,krossmark,صلیب
355,Linie::N,lína,خط
356,Linie::N,lína,سطر
357,Strich::N,strik,خط
358,Abstand::N,millibil,فاصله
359,Entfernung::N,fjarlægð,مسافت
360,Gegend::N,hérað,منطقه
361,Platz::N,pláss,گنجایش
362,Ort::N,staður,جا
363,Ort::N,staður,محل
364,Ort::N,staður,مکان
365,Seite::N,hlið,طرف
366,Mitte::N,miðja,وسط
367,Mitte::N,miðja,میان
368,Gegenstand::N,hlutur,چیز
369,Sache::N,mál,چیز
370,Rand::N,brún,کنار
371,Rand::N,brún,حاشیه
372,Kante::N,rönd,لبه
373,Ecke::N,horn,گوشه
374,Spitze::N,oddur,سر
375,Spitze::N,oddur,نوک
376,Ende::N,endi,ته
377,Ende::N,endi,آخر
378,Loch::N,gat,سوراخ
379,Loch::N,hola,سوراخ
380,Winkel::N,skot,کنج
381,Winkel::N,krókur,کنج
382,Muster::N,munstur,نقش
383,Größe::N,stærð,قد
384,Größe::N,stærð,بزرگی
385,Länge::N,lengd,طول
386,Höhe::N,hæð,بلندی
387,Gewicht::N,vigt,وزن
388,Gewicht::N,þyngd,وزن
389,Menge::N,magn,مقدار
390,Menge::N,magn,اندازه
391,Haufen::N,hrúga,توده
392,Haufen::N,haugur,توده
393,Reihe::N,röð,ردیف
394,Boot::N,bátur,قایق
395,Ruder::N,ár,پارو
396,Schlitten::N,sleði,سورتمه
397,Ski::N,skíði,اسکی
398,Lagerfeuer::N,varðeldur,آتش
399,Last::N,byrði,بار
400,Last::N,byrði,سنگینی
401,Last::N,farmur,بار
402,Last::N,farmur,سنگینی
403,Gang::N,ganga,راه رفتن
404,Schritt::N,skref,قدم
405,Norden::N,norður,شمال
406,Süden::N,suður,جنوب
407,Westen::N,vestur,غرب
408,Osten::N,austur,شرق
409,Holz::N,viður,چوب
410,Brett::N,fjöl,تخته
411,Platte::N,flötur,صفحه
412,Stütze::N,stoð,تکیه
413,Stange::N,stöng,میله
414,Stock::N,prik,چوب
415,Stock::N,stafur,چوب
416,Stab::N,prik,عصا
417,Stab::N,stafur,عصا
418,Rohr::N,rör,لوله
419,Rohr::N,pípa,لوله
420,Haus::N,hús,منزل
421,Heim::N,heimili,خانه
422,Heim::N,heimili,کاشانه
423,Ofen::N,ofn,بخاری
424,Fußboden::N,gólf,کف اتاق
425,Tisch::N,borð,میز
426,Stuhl::N,stóll,صندلی
427,Wiege::N,vagga,گهواره
428,Bett::N,rúm,تختخواب
429,Bett::N,hvíla,تختخواب
430,Regal::N,hilla,قفسه
431,Kiste::N,kassi,صندوق
432,Fenster::N,gluggi,پنجره
433,Tür::N,dyr,در
434,Tür::N,dyr,درب
435,Tür::N,hurð,در
436,Tür::N,hurð,درب
437,Tor::N,hlið,دروازه
438,Zaun::N,girðing,حصار
439,Zaun::N,limgarður,حصار
440,Dach::N,þak,بام
441,Leiter::N,stigi,نردبان
442,Besen::N,sópur,جارو
443,Spaten::N,spaði,بیل
444,Schaufel::N,skófla,بیل
445,Schaufel::N,skófla,پارو
446,Gabel::N,gaffall,چنگال
447,Löffel::N,skeið,قاشق
448,Messer::N,hnífur,کارد
449,Nagel::N,nögl,میخ
450,Netz::N,net,تور
451,Netz::N,net,شبکه
452,Haken::N,krókur,قلاب
453,Griff::N,tak,دسته
454,Schloss::N,lás,قفل
455,Bild::N,mynd,عکس
456,Bild::N,mynd,تصویر
457,Figur::N,stytta,تندیس
458,Puppe::N,brúða,عروسک
459,Beutel::N,poki,کیسه
460,Beutel::N,baggi,کیسه
461,Bündel::N,böggull,بسته
462,Tasche::N,veski,کیف
463,Eimer::N,fata,سطل
464,Deckel::N,lok,در
465,Geschirr::N,leirtau,ظرف
466,Sack::N,sekkur,گونی
467,Tasse::N,bolli,فنجان
468,Topf::N,pottur,دیگ
469,Topf::N,pottur,قابلمه
470,Kessel::N,ketill,دیگ
471,Essen::N,matur,خوراک
472,Nahrung::N,fæða,غذا
473,Speise::N,réttur,خوراک
474,Speise::N,matarréttur,خوراک
475,Fleisch::N,kjöt,گوشت
476,Getreide::N,korn,غله
477,Brei::N,grautur,فرنی
478,Brei::N,grautur,حریره
479,Brot::N,brauð,نان
480,Scheibe::N,sneið,قاچ
481,Scheibe::N,sneið,لزگه
482,Fett::N,fita,چربی
483,Butter::N,smjör,کره
484,Öl::N,olía,روغن
485,Salz::N,salt,نمک
486,Suppe::N,súpa,آش
487,Suppe::N,súpa,سوپ
488,Honig::N,hunang,عسل
489,Milch::N,mjólk,شیر
490,Tee::N,te,چای
491,Leder::N,skinn,چرم
492,Wolle::N,ull,پشم
493,Stoff::N,dúkur,پارچه
494,Nadel::N,nál,سوزن
495,Faden::N,þráður,نخ
496,Knopf::N,tala,دکمه
497,Knopf::N,hnappur,دکمه
498,Knoten::N,hnútur,گره
499,Farbe::N,málning,رنگ
500,Kleidung::N,búningur,لباس
501,Kleidung::N,búningur,پوشاک
502,Kleidung::N,klæðnaður,لباس
503,Kleidung::N,klæðnaður,پوشاک
504,Hemd::N,skyrta,پیراهن
505,Kragen::N,kragi,یقه
506,Kragen::N,flibbi,یقه
507,Ärmel::N,ermi,آستین
508,Hose::N,buxur,شلوار
509,Gürtel::N,belti,کمر‌بند
510,Mütze::N,húfa,کلاه
511,Schuh::N,skór,کفش
512,Stiefel::N,stígvél,چکمه
513,Ring::N,hringur,حلقه
514,Ring::N,hringur,انگشتر
515,Band::N,band,نوار
516,Band::N,band,روبان
517,Kamm::N,greiða,شانه
518,Spiegel::N,spegill,آینه
519,Riemen::N,ól,تسمه
520,Riemen::N,reim,تسمه
521,Schnur::N,snúra,ریسمان
522,Leine::N,band,قلاده
523,Decke::N,teppi,پتو
524,Kissen::N,koddi,بالش
525,Tuch::N,klútur,شال
526,Handtuch::N,þurrka,حوله
527,Handtuch::N,handklæði,حوله
528,Kraft::N,afl,نیرو
529,Kraft::N,kraftur,نیرو
530,Stärke::N,styrkur,زور
531,Gesundheit::N,heilsa,سلامتی
532,Gesundheit::N,heilsa,تندرستی
533,Gesundheit::N,heilbrigði,سلامتی
534,Gesundheit::N,heilbrigði,تندرستی
535,Krankheit::N,sjúkdómur,بیماری
536,Schmerz::N,sársauki,درد
537,Wunde::N,sár,زخم
538,Fieber::N,hitasótt,تب
539,Arznei::N,lyf,دارو
540,Brücke::N,brú,پل
541,Brunnen::N,brunnur,چاه
542,Weide::N,hagi,چراگاه
543,Pfad::N,stígur,راه
544,Weg::N,vegur,راه
545,Weg::N,vegur,طریق
546,Straße::N,gata,راه
547,Straße::N,gata,جاده
548,Straße::N,stræti,راه
549,Straße::N,stræti,جاده
550,Dorf::N,þorp,ده
551,Dorf::N,þorp,روستا
552,Stadt::N,borg,شهر
553,Brief::N,bréf,نامه
554,Buch::N,bók,کتاب
555,Buchstabe::N,bókstafur,حرف
556,Zeitung::N,dagblað,روزنامه
557,Leben::N,líf,عمر
558,Leben::N,líf,زندگی
559,Tod::N,dauði,مرگ
560,Grab::N,gröf,گور
561,Grab::N,gröf,مزار
562,Kirche::N,kirkja,کلیسا
563,Sünde::N,synd,بزه
564,Sünde::N,synd,گناه
565,Gott::N,guð,خدا
566,Arbeiter::N,verkamaður,کارگر
567,Chef::N,yfirmaður,رئیس
568,Meister::N,meistari,استاد
569,Arzt::N,læknir,پزشک
570,Lehrer::N,kennari,معلم
571,Lehrer::N,kennari,آموزگار
572,Geld::N,peningar,پول
573,Geschäft::N,viðskipti,کار
574,Geschäft::N,viðskipti,بیزنس
575,Laden::N,búð,دکان
576,Laden::N,búð,مغازه
577,Laden::N,verslun,دکان
578,Laden::N,verslun,مغازه
579,Preis::N,verð,بها
580,Preis::N,verð,قیمت
581,Ware::N,vara,جنس
582,Ware::N,vara,کالا
583,Nutzen::N,gagn,مزیت
584,Nutzen::N,gagn,امتیاز
585,Reichtum::N,auður,مال
586,Reichtum::N,auður,ثروت
587,Welt::N,veröld,دنیا
588,Land::N,land,کشور
589,Land::N,land,مملکت
590,Staat::N,ríki,دولت
591,König::N,konungur,شاه
592,König::N,konungur,پادشاه
593,Macht::N,vald,قدرت
594,Macht::N,vald,اختیار
595,Grenze::N,landamæri,مرز
596,Krieg::N,stríð,جنگ
597,Feind::N,fjandmaður,دشمن
598,Gewalt::N,ofbeldi,زور
599,Gewalt::N,ofbeldi,خشونت
600,Kampf::N,bardagi,نبرد
601,Kampf::N,bardagi,مبارزه
602,Bogen[Waffe]::N,bogi,کمان
603,Pfeil::N,ör,تیر
604,Gewehr::N,byssa,تفنگ
605,Fehler::N,villa,غلط
606,Fehler::N,villa,اشتباه
607,Lüge::N,lygi,دروغ
608,Schaden::N,skemmd,آسیب
609,Schaden::N,skemmd,خسارت
610,Unglück::N,óhamingja,بلا
611,Schuld::N,sök,گناه
612,Schuld::N,sök,تقصیر
613,Alter::N,aldur,سن
614,Alter::N,aldur,عمر
615,Schluss::N,lok,انتها
616,Schluss::N,endir,انتها
617,Zeit::N,tími,وقت
618,Zeit::N,tími,زمان
619,Tag::N,dagur,روز
620,Morgen::N,morgunn,صبح
621,Mittag::N,hádegi,ظهر
622,Abend::N,kvöld,شب
623,Abend::N,kvöld,عصر
624,Nacht::N,nótt,شب
625,Woche::N,vika,هفته
626,Monat::N,mánuður,ماه
627,Jahr::N,ár,سال
628,Frühling::N,vor,بهار
629,Sommer::N,sumar,تابستان
630,Herbst::N,haust,پاییز
631,Winter::N,vetur,زمستان
632,Januar::N,janúar,ژانویه
633,Februar::N,február,فوریه
634,März::N,mars,مارس
635,April::N,apríl,آوریل
636,Mai::N,maí,مه
637,Juni::N,júní,ژوئن
638,Juli::N,júlí,ژویه
639,August::N,ágúst,اوت
640,September::N,september,سپتامبر
641,Oktober::N,október,اکتبر
642,November::N,nóvember,نوامبر
643,Dezember::N,desember,دسامبر
644,Montag::N,mánudagur,دو‌شنبه
645,Dienstag::N,þriðjudagur,سه‌شنبه
646,Mittwoch::N,miðvikudagur,چهار‌شنبه
647,Donnerstag::N,fimmtudagur,پنج شنبه
648,Freitag::N,föstudagur,جمعه
649,Samstag::N,laugardagur,شنبه
650,Sonntag::N,sunnudagur,یکشنبه
651,groß::A,stór,بزرگ
652,klein::A,lítill,کوچک
653,lang::A,langur,بلند
654,kurz::A,stuttur,کوتاه
655,breit::A,breiður,پهن
656,schmal::A,mjór,تنگ
657,schmal::A,mjór,نازک
658,dicht::A,þéttur,چگال
659,dicht::A,þéttur,انبوه
660,dick[Gegenstand]::A,þykkur,ضخیم
661,dünn::A,þunnur,نازک
662,fein::A,fíngerður,ریز
663,fein::A,fíngerður,باریک
664,fest::A,fastur,محکم
665,flach::A,flatur,صاف
666,flach::A,flatur,مسطح
667,glatt::A,háll,لیز
668,glatt::A,sléttur,لیز
669,hart::A,harður,سفت
670,weich::A,mjúkur,نرم
671,weich::A,mjúkur,ملایم
672,rund::A,kringlóttur,گرد
673,spitz::A,oddhvass,تیز
674,spitz::A,oddhvass,نوک‌تیز
675,scharf::A,beittur,تیز
676,scharf::A,beittur,برنده
677,stumpf::A,bitlaus,کند
678,schwer::A,þungur,سنگین
679,schön::A,fagur,زیبا
680,schön::A,fallegur,زیبا
681,heiß::A,heitur,داغ
682,warm::A,hlýr,گرم
683,warm::A,heitur,گرم
684,kalt::A,kaldur,سرد
685,kühl::A,svalur,خنک
686,frisch::A,frískur,تازه
687,feucht::A,rakur,مرطوب
688,feucht::A,þvalur,مرطوب
689,nass::A,votur,تر
690,nass::A,votur,خیش
691,nass::A,blautur,تر
692,nass::A,blautur,خیش
693,trocken::A,þurr,خشک
694,voll::A,fullur,پر
695,leer::A,tómur,خالی
696,offen::A,opinn,باز
697,geschlossen::A,lokaður,بسته
698,sauber::A,þrifinn,پاک
699,sauber::A,þrifinn,تمیز
700,schmutzig::A,óhreinn,کثیف
701,schmutzig::A,óhreinn,آلوده
702,schmutzig::A,sóðalegur,کثیف
703,schmutzig::A,sóðalegur,آلوده
704,roh::A,hrár,خام
705,reif::A,þroskaður,رسیده
706,lecker::A,ljúffengur,لذیذ
707,lecker::A,ljúffengur,خوشمزه
708,süß::A,sætur,شیرین
709,bitter::A,beiskur,تلخ
710,sauer::A,súr,ترش
711,hell::A,bjartur,روشن
712,dunkel::A,dimmur,تاریک
713,schwarz::A,svartur,سیاه
714,weiß::A,hvítur,سفید
715,rot::A,rauður,سرخ
716,rot::A,rauður,قرمز
717,gelb::A,gulur,زرد
718,blau::A,blár,آبی
719,grün::A,grænn,سبز
720,grau::A,grár,طوسی
721,grau::A,grár,خاکستری
722,bunt::A,marglitur,رنگارنگ
723,billig::A,ódýr,ارزان
724,teuer::A,dýr,گران
725,wertvoll::A,verðmætur,قیمتی
726,wertvoll::A,verðmætur,گرانبها
727,blind::A,blindur,کور
728,blind::A,blindur,نابینا
729,taub::A,heyrnarlaus,کر
730,taub::A,heyrnarlaus,ناشنوا
731,kräftig::A,öflugur,قوی
732,stark::A,sterkur,قوی
733,stark::A,sterkur,نیرومند
734,schwach::A,veill,ضعیف
735,fett::A,feitur,چرب
736,schlank::A,grannur,باریک‌اندام
737,schlank::A,spengilegur,باریک‌اندام
738,hübsch::A,snotur,قشنگ
739,hübsch::A,snotur,خوشگل
740,hübsch::A,laglegur,قشنگ
741,hübsch::A,laglegur,خوشگل
742,böse::A,illur,بد
743,böse::A,vondur,بد
744,dumm::A,heimskur,احمق
745,faul::A,latur,لش
746,faul::A,latur,تنبل
747,fleißig::A,iðinn,زرنگ
748,geizig::A,nískur,خسیس
749,klug::A,hygginn,عاقل
750,klug::A,hygginn,باهوش
751,geschickt::A,fimur,ماهر
752,geschickt::A,laginn,ماهر
753,lieb::A,kær,عزیز
754,lieb::A,ljúfur,عزیز
755,lustig::A,kátur,شاد
756,lustig::A,kátur,خوشحال
757,sanft::A,blíður,لطیف
758,hungrig::A,soltinn,گرسنه
759,hungrig::A,hungraður,گرسنه
760,krank::A,sjúkur,مریض
761,krank::A,sjúkur,بیمار
762,nackt::A,nakinn,لخت
763,nackt::A,nakinn,برهنه
764,traurig::A,dapur,غمگین
765,traurig::A,hryggur,غمگین
766,lebendig::A,lifandi,زنده
767,gut::A,góður,خوب
768,schlecht::A,slæmur,بد
769,schlecht::A,lélegur,بد
770,richtig::A,réttur,درست
771,schlimm::A,slæmur,وخيم
772,wahr::A,sannur,درست
773,wahr::A,sannur,حقیقی
774,alt::A,gamall,کهنه
775,neu::A,nýr,نو
776,ehemalig::A,fyrrverandi,قبلی
777,alt[Lebewesen]::A,gamall,پیر
778,jung::A,ungur,جوان
779,arm::A,vesall,فقیر
780,arm::A,fátækur,فقیر
781,reich::A,ríkur,پولدار
782,reich::A,ríkur,ثروتمند
783,reich::A,auðugur,پولدار
784,reich::A,auðugur,ثروتمند
785,bekannt::A,kunnugur,آشنا
786,bekannt::A,kunnugur,معلوم
787,berühmt::A,frægur,مشهور
788,fremd::A,framandi,خارجی
789,fremd::A,framandi,بیگانه
790,fremd::A,ókunnugur,خارجی
791,fremd::A,ókunnugur,بیگانه
792,verschieden::A,ýmis,مختلف
793,verschieden::A,ýmis,متفاوت
794,nah::A,nálægur,نزدیک
795,fern::A,fjarri,دور
796,fern::A,fjarlægur,دور
797,linker::A,vinstri,چپ
798,rechter::A,hægri,راست
799,anderer::A,annar,دیگر
800,erster::A,fyrsti,اول
801,zweiter::A,annar,دوم
802,dritter::A,þriðji,سوم
803,letzter::A,síðasti,آخر
804,allein::ADV,einn,تنها
805,allein::ADV,aleinn,تنها
