,Concept_ID,en,mhr
251,Wahrheit::N,truth,чын
252,Gespräch::N,talk,мутланыма́ш
253,Märchen::N,fairy tale,йома́к
254,Erzählung::N,story,ойлыма́ш
255,Nachricht::N,message,увертарыма́ш
256,Neuigkeit::N,news,уве́р
257,Name::N,name,лӱм
258,Rätsel::N,puzzle,ту́што
259,Rede::N,speech,ойлыма́ш
260,Sprache::N,language,йы́лме
261,Stimme::N,voice,йӱк
262,Wort::N,word,ой
263,Wort::N,word,мут
264,Zeichen::N,sign,ти́ште
265,Zeichen::N,sign,знак
266,Ruf::N,call,ӱжма́ш
267,Lärm::N,noise,лӱшкыма́ш
268,Lärm::N,noise,йӱк-йӱа́н
269,Laut::N,sound,йӱк
270,Ton::N,tone,йӱксе́м
271,Lied::N,song,му́ро
272,Ruhe::N,calm,ты́мык
273,Leute::N,people,еҥ-влак
274,Volk::N,nation,ка́лык
275,Arbeit::N,work,паша́
276,Gast::N,guest,уна́
277,Geschenk::N,gift,пӧле́к
278,Spiel::N,game,мо́дыш
279,Spiel::N,game,модма́ш
280,Gesellschaft::N,company,тӱшка́
281,Hilfe::N,help,по́лыш
282,Freund::N,friend,таҥ
283,Freund::N,friend,йолта́ш
284,Kamerad::N,companion,таҥ
285,Angelegenheit::N,matter,паша́
286,Anzahl::N,count,чот
287,Art::N,sort,вид
288,Stück::N,piece,ка́тыш
289,Stück::N,piece,ла́стык
290,Teil::N,part,ужа́ш
291,Hälfte::N,half,пел
292,Hälfte::N,half,пе́ле
293,Kreis::N,circle,ты́ртыш
294,Kreuz::N,cross,ыре́с
295,Linie::N,line,ли́ний
296,Strich::N,stroke,коре́ш
297,Abstand::N,gap,кокла́
298,Entfernung::N,distance,тора́
299,Entfernung::N,distance,ку́жыт
300,Gegend::N,area,кунде́м
301,Platz::N,space,ку́мдык
302,Ort::N,place,вер
303,Ort::N,place,о́лмо
304,Seite::N,side,ӧ́рдыж
305,Mitte::N,middle,покше́л
306,Gegenstand::N,item,наста́
307,Sache::N,thing,наста́
308,Rand::N,fringe,тӱр
309,Kante::N,edge,тӱр
310,Ecke::N,corner,лук
311,Spitze::N,tip,вуй
312,Ende::N,end,муча́ш
313,Loch::N,hole,рож
314,Winkel::N,angle,лук
315,Muster::N,pattern,пеза́к
316,Muster::N,pattern,узо́р
317,Muster::N,pattern,ӱ́лгӧ
318,Größe::N,size,кӱ́кшыт
319,Länge::N,length,ку́тыш
320,Höhe::N,height,кӱ́кшыт
321,Gewicht::N,weight,не́лыт
322,Menge::N,amount,чот
323,Haufen::N,heap,кы́шыл
324,Reihe::N,row,рада́м
325,Boot::N,boat,пуш
326,Ruder::N,oar,эшка́к
327,Schlitten::N,sleigh,тер
328,Schlitten::N,sleigh,изде́р
329,Ski::N,ski,е́че
330,Lagerfeuer::N,campfire,туло́то
331,Last::N,load,нӧ́лтыш
332,Gang::N,walk,ошкылма́ш
333,Schritt::N,step,о́шкыл
334,Norden::N,north,йӱдйыма́л
335,Süden::N,south,кечывалве́л
336,Westen::N,west,касве́л
337,Osten::N,east,эрве́л
338,Holz::N,wood,пу
339,Brett::N,board,оҥа́
340,Platte::N,slab,аста́р
341,Stütze::N,bracket,чара́к
342,Stange::N,pole,лома́ш
343,Stock::N,stick,тоя́
344,Stab::N,staff,вара́
345,Stab::N,staff,кашта́
346,Rohr::N,pipe,пуч
347,Haus::N,house,пӧрт
348,Heim::N,home,мӧ́ҥгӧ
349,Ofen::N,stove,комака́
350,Fußboden::N,floor,кӱва́р
351,Tisch::N,table,ӱсте́л
352,Stuhl::N,chair,пӱке́н
353,Wiege::N,cradle,шепка́
354,Bett::N,bed,ва́кшыш
355,Regal::N,shelf,шӧ́рлык
356,Kiste::N,box,шо́ндык
357,Kiste::N,box,я́шлык
358,Fenster::N,window,окна́
359,Tür::N,door,омса́
360,Tor::N,gate,капка́
361,Zaun::N,fence,сава́р
362,Dach::N,roof,леве́дыш
363,Leiter::N,ladder,тошка́лтыш
364,Besen::N,broom,ӱштерво́штыр
365,Spaten::N,spade,ко́льмо
366,Schaufel::N,shovel,сово́к
367,Schaufel::N,shovel,су́ско
368,Gabel::N,fork,ви́лке
369,Löffel::N,spoon,па́не
370,Löffel::N,spoon,совла́
371,Messer::N,knife,кӱ́зӧ
372,Nagel::N,nail,пуда́
373,Netz::N,net,вапш
374,Haken::N,hook,са́гыле
375,Griff::N,handle,кыл
376,Schloss::N,lock,кӧгӧ́н
377,Bild::N,picture,сӱре́т
378,Figur::N,figure,фигу́р
379,Puppe::N,doll,курча́к
380,Beutel::N,pouch,меша́к
381,Bündel::N,bundle,арша́ш
382,Tasche::N,bag,сумка́
383,Eimer::N,bucket,ведра́
384,Deckel::N,cover,ко́мдыш
385,Geschirr::N,dishes,а́те
386,Sack::N,sack,куль
387,Sack::N,sack,меша́к
388,Tasse::N,cup,чу́кыр
389,Tasse::N,cup,чашка́
390,Topf::N,pot,ми́ске
391,Kessel::N,kettle,под
392,Essen::N,meal,ко́чкыш
393,Nahrung::N,food,ку́рго
394,Speise::N,dish,ко́чкыш
395,Fleisch::N,meat,шыл
396,Getreide::N,corn,шу́рно
397,Brei::N,mush,пу́чымыш
398,Brot::N,bread,ки́нде
399,Scheibe::N,slice,ка́тыш
400,Fett::N,fat,коя́
401,Butter::N,butter,ӱй
402,Öl::N,oil,ӱй
403,Salz::N,salt,шинча́л
404,Suppe::N,soup,шӱр
405,Honig::N,honey,мӱй
406,Milch::N,milk,шӧр
407,Tee::N,tea,чай
408,Leder::N,leather,сура́н
409,Leder::N,leather,шӱ́штӧ
410,Wolle::N,wool,пун
411,Stoff::N,cloth,куэ́м
412,Stoff::N,cloth,посто́
413,Nadel::N,needle,и́ме
414,Faden::N,thread,шӱ́ртӧ
415,Knopf::N,button,по́лдыш
416,Knoten::N,knot,пышке́м
417,Farbe::N,paint,чия́
418,Kleidung::N,clothes,чие́м
419,Kleidung::N,clothes,вурге́м
420,Hemd::N,shirt,ту́выр
421,Kragen::N,collar,сога́
422,Ärmel::N,sleeve,шокш
423,Hose::N,trousers,йола́ш
424,Gürtel::N,belt,ӱ́штӧ
425,Mütze::N,cap,упш
426,Schuh::N,shoe,боти́нке
427,Stiefel::N,boot,кем
428,Ring::N,ring,шерга́ш
429,Band::N,ribbon,тасма́
430,Band::N,ribbon,ле́нте
431,Kamm::N,comb,шерге́
432,Spiegel::N,mirror,вошто́нчыш
433,Riemen::N,strap,кӱзанӱ́штӧ
434,Schnur::N,string,кере́м
435,Schnur::N,string,кандыра́
436,Leine::N,leash,вӱра́ҥ
437,Decke::N,blanket,леве́дыш
438,Decke::N,blanket,одея́л
439,Kissen::N,pillow,кӱ́пчык
440,Tuch::N,scarf,шо́выч
441,Handtuch::N,towel,со́лык
442,Kraft::N,force,вий
443,Kraft::N,force,куа́т
444,Stärke::N,strength,куа́т
445,Stärke::N,strength,карма́н
446,Gesundheit::N,health,таза́лык
447,Krankheit::N,illness,чер
448,Schmerz::N,pain,ко́рштыш
449,Wunde::N,wound,су́сыр
450,Fieber::N,fever,йӱштыму́ж
451,Fieber::N,fever,лихора́дке
452,Arznei::N,medicine,эм
453,Brücke::N,bridge,кӱва́р
454,Brunnen::N,well,вӱдвыне́м
455,Weide::N,pasture,нурше́р
456,Pfad::N,path,йолго́рно
457,Pfad::N,path,сокма́к
458,Weg::N,way,ко́рно
459,Straße::N,road,ко́рно
460,Dorf::N,village,ял
461,Stadt::N,town,ола́
462,Brief::N,letter,се́рыш
463,Buch::N,book,книга́
464,Buchstabe::N,character,буква́
465,Zeitung::N,newspaper,газе́т
466,Leben::N,life,и́лыш
467,Tod::N,death,колыма́ш
468,Grab::N,grave,шӱга́р
469,Kirche::N,church,че́рке
470,Sünde::N,sin,су́лык
471,Gott::N,god,ю́мо
472,Arbeiter::N,worker,паша́зе
473,Chef::N,boss,тӧра́
474,Meister::N,master,маста́р
475,Arzt::N,doctor,врач
476,Lehrer::N,teacher,ту́ныктышо
477,Geld::N,money,окса́
478,Geschäft::N,business,сатулыма́ш
479,Laden::N,shop,ке́выт
480,Preis::N,price,ак
481,Ware::N,ware,сату́
482,Nutzen::N,profit,пайда́
483,Reichtum::N,wealth,поя́нлык
484,Welt::N,world,тӱня́
485,Land::N,country,эл
486,Staat::N,state,кугыжа́ныш
487,König::N,king,кугыжа́
488,Macht::N,power,власть
489,Grenze::N,border,грани́ца
490,Krieg::N,war,сар
491,Feind::N,enemy,тушма́н
492,Gewalt::N,violence,виешлыма́ш
493,Kampf::N,fight,кредалма́ш
494,Bogen[Waffe]::N,bow,юҥе́ж
495,Pfeil::N,arrow,пикш
496,Gewehr::N,gun,пыча́л
497,Fehler::N,mistake,йо́ҥылыш
498,Lüge::N,lie,шоя́к
499,Schaden::N,damage,зия́н
500,Unglück::N,misfortune,эҥге́к
501,Schuld::N,fault,тита́к
502,Schuld::N,fault,йола́
503,Alter::N,age,ийго́т
504,Schluss::N,conclusion,муча́ш
505,Zeit::N,time,жап
506,Zeit::N,time,па́гыт
507,Tag::N,day,ке́че
508,Morgen::N,morning,эр
509,Mittag::N,noon,кечыва́л
510,Abend::N,evening,кас
511,Nacht::N,night,йӱд
512,Woche::N,week,арня́
513,Monat::N,month,ты́лзе
514,Jahr::N,year,ий
515,Frühling::N,spring,шо́шо
516,Sommer::N,summer,кеҥе́ж
517,Herbst::N,autumn,шы́же
518,Winter::N,winter,те́ле
519,Januar::N,January,шоркыйол
520,Januar::N,January,идалыкву́й
521,Januar::N,January,янва́рь
522,Februar::N,February,пургыж
523,Februar::N,February,февра́ль
524,März::N,March,ӱярня
525,März::N,March,март
526,April::N,April,апре́ль
527,Mai::N,May,ага
528,Mai::N,May,май
529,Juni::N,June,пеледыш
530,Juni::N,June,ию́нь
531,Juli::N,July,сӱрем
532,Juli::N,July,ию́ль
533,August::N,August,сорла
534,August::N,August,агарма́н
535,August::N,August,а́вгуст
536,September::N,September,идым
537,September::N,September,сентя́брь
538,Oktober::N,October,шыжа
539,Oktober::N,October,октя́брь
540,November::N,November,кылме тылзе
541,November::N,November,ноя́брь
542,Dezember::N,December,дека́брь
543,Montag::N,Monday,шо́чмо
544,Dienstag::N,Tuesday,ку́шкыжмо
545,Mittwoch::N,Wednesday,вӱрге́че
546,Donnerstag::N,Thursday,изарня́
547,Freitag::N,Friday,кугарня́
548,Samstag::N,Saturday,шуматке́че
549,Sonntag::N,Sunday,рушарня́
550,groß::A,big,кугу́
551,klein::A,little,изи́
552,lang::A,long,кужу́
553,kurz::A,short,кӱ́чык
554,breit::A,wide,кумда́
555,schmal::A,narrow,а́ҥысыр
556,dicht::A,dense,ну́гыдо
557,dick[Gegenstand]::A,thick,кӱ́жгӧ
558,dünn::A,thin,ви́чкыж
559,fein::A,delicate,ты́гыде
560,fest::A,firm,чо́ткыдо
561,flach::A,flat,лапка́
562,glatt::A,smooth,яклака́
563,hart::A,hard,пе́ҥгыде
564,weich::A,soft,пу́шкыдо
565,rund::A,round,йырге́шке
566,spitz::A,pointed,коша́р
567,scharf::A,sharp,пӱ́сӧ
568,stumpf::A,blunt,токма́к
569,schwer::A,heavy,не́ле
570,schön::A,beautiful,сы́лне
571,heiß::A,hot,шо́кшо
572,warm::A,warm,ле́ве
573,kalt::A,cold,йӱ́штӧ
574,kühl::A,cool,юа́лге
575,kühl::A,cool,южгата́
576,frisch::A,fresh,свежа́
577,feucht::A,damp,вӱ́дыжгӧ
578,nass::A,wet,нӧ́рӧ
579,trocken::A,dry,ку́кшо
580,voll::A,full,тич
581,leer::A,empty,яра́
582,offen::A,open,виш
583,geschlossen::A,closed,пе́тырыме
584,geschlossen::A,closed,тӱ́чмӧ
585,sauber::A,clean,ару́
586,sauber::A,clean,янда́р
587,schmutzig::A,dirty,лавыра́н
588,schmutzig::A,dirty,ла́выргыше
589,roh::A,raw,кӱ́чымӧ
590,reif::A,ripe,лӧза́
591,lecker::A,delicious,ту́тло
592,süß::A,sweet,ше́ре
593,bitter::A,bitter,ко́чо
594,sauer::A,sour,шо́по
595,hell::A,bright,во́лгыдо
596,dunkel::A,dark,пычке́мыш
597,schwarz::A,black,шола́
598,weiß::A,white,ош
599,rot::A,red,йошка́р
600,gelb::A,yellow,сар
601,blau::A,blue,ка́нде
602,grün::A,green,ужа́р
603,grau::A,grey,сур
604,bunt::A,colourful,олача́
605,bunt::A,colorful,олача́
606,billig::A,cheap,шу́лдо
607,teuer::A,dear,ше́рге
608,wertvoll::A,precious,шергака́н
609,blind::A,blind,со́кыр
610,taub::A,deaf,соҥгыра́
611,kräftig::A,powerful,куа́тле
612,stark::A,strong,вия́н
613,schwach::A,weak,а́лдыме
614,fett::A,fat,коя́
615,schlank::A,slim,йоштката́
616,schlank::A,slim,яжу́
617,hübsch::A,pretty,чеве́р
618,böse::A,evil,шы́де
619,dumm::A,stupid,аҥыра́
620,faul::A,lazy,його
621,fleißig::A,diligent,ты́ршыше
622,geizig::A,stingy,чаҥга́
623,klug::A,clever,уша́н
624,geschickt::A,skilful,уста́
625,geschickt::A,skillful,уста́
626,lieb::A,dear,ала́л
627,lustig::A,merry,весела́
628,sanft::A,gentle,ны́жылге
629,hungrig::A,hungry,шу́жышо
630,krank::A,sick,че́рле
631,nackt::A,naked,чарама́т
632,traurig::A,sad,ойга́н
633,lebendig::A,living,и́лыше
634,gut::A,good,сай
635,schlecht::A,bad,уда́
636,schlecht::A,bad,шӱ́кшӧ
637,richtig::A,correct,чы́нле
638,schlimm::A,nasty,аля́к
639,schlimm::A,nasty,тыра́н
640,wahr::A,true,чы́нле
641,wahr::A,true,настоя́щий
642,alt::A,old,то́што
643,neu::A,new,у
644,ehemalig::A,former,о́нчычсо
645,ehemalig::A,former,онда́кысе
646,alt[Lebewesen]::A,aged,шо́нто
647,jung::A,young,са́мырык
648,arm::A,poor,нужна́
649,reich::A,rich,поя́н
650,bekannt::A,familiar,па́лыме
651,berühmt::A,famous,лӱ́млӧ
652,fremd::A,foreign,йот
653,verschieden::A,different,тӱ́рлӧ
654,nah::A,near,ли́шыл
655,fern::A,far,тора́
656,fern::A,far,мӱ́ндыр
657,linker::A,left,шола́
658,rechter::A,right,пурла́
659,anderer::A,other,вес
660,anderer::A,other,мо́ло
661,erster::A,first,и́кымше
662,zweiter::A,second,ко́кымшо
663,dritter::A,third,ку́мшо
664,letzter::A,last,пыта́ртыш
665,allein::ADV,alone,шкет
666,auf einmal::ADV,at once,икана́ште
667,zusammen::ADV,together,пырля́
668,lange::ADV,long,кужу́н
669,plötzlich::ADV,suddenly,кенета́
670,sofort::ADV,instantly,кызыта́к
671,später::ADV,later,варара́к
672,jetzt::ADV,now,ы́нде
673,jetzt::ADV,now,кы́зыт
674,heute::ADV,today,та́че
675,morgen::ADV,tomorrow,эрла́
676,bald::ADV,soon,вашке́
677,dann::ADV,then,вара́
678,gestern::ADV,yesterday,теҥге́че
679,einst::ADV,once,икана́
680,damals::ADV,at that time,туна́м
681,danach::ADV,afterwards,вара́
682,vorher::ADV,before,о́нчыч
683,zuerst::ADV,at first,онда́к
684,einmal::ADV,once,икана́
685,manchmal::ADV,sometimes,ка́шын
686,manchmal::ADV,sometimes,кокла́н
687,oft::ADV,often,чӱ́чкыдын
688,immer::ADV,always,эре́
689,immer::ADV,always,ту́тыш
690,niemals::ADV,never,ок нигуна́м
691,hier::ADV,here,ты́ште
692,hierhin::ADV,hither,ты́шке
693,hierhin::ADV,hither,тыш
694,hierhin::ADV,to here,ты́шке
695,hierhin::ADV,to here,тыш
696,hierhin::ADV,here,ты́шке
697,hierhin::ADV,here,тыш
698,von hier::ADV,hence,тыше́ч
699,von hier::ADV,hence,тыве́ч
700,dort::ADV,there,ту́што
701,dorthin::ADV,thither,туш
702,dorthin::ADV,thither,ту́шко
703,dorthin::ADV,there,туш
704,dorthin::ADV,there,ту́шко
705,dorthin::ADV,to there,туш
706,dorthin::ADV,to there,ту́шко
707,geradeaus::ADV,ahead,вик
708,vorwärts::ADV,forward,о́нчыко
709,rückwärts::ADV,backward,шеҥге́к
710,zurück::ADV,back,мӧҥге́ш
711,unten::ADV,below,ӱ́лнӧ
712,unten::ADV,below,йыма́лне
713,hinab::ADV,down,йыма́к
714,oben::ADV,above,кӱ́шнӧ
715,oben::ADV,above,ӱмба́лне
716,hinauf::ADV,up,кӱ́ш
717,hinauf::ADV,up,кӱ́шкӧ
718,überall::ADV,everywhere,чыла́ вере́
719,nicht::ADV,not,ок
720,nicht::ADV,not,о́геш
721,ein wenig::ADV,a little,изи́ш
722,kaum::ADV,hardly,пыкше́
723,sehr::ADV,very,чот
724,so::ADV,so,тыге́
725,noch::ADV,still,а́ле
726,nur::ADV,only,гына́
727,schon::ADV,already,ы́нде
728,wieder::ADV,again,ада́к
729,vergebens::ADV,in vain,ара́м
730,vor::PRP,in front of,о́нчыч
731,hinter::PRP,behind,шеҥге́лне
732,unter::PRP,under,йыма́лне
733,durch::PRP,through,вошт
734,neben::PRP,next to,вокте́н
735,zwischen::PRP,between,кокла́ште
736,wegen::PRP,because of,верч
737,dies::PRN,this,ти́де
738,das::PRN,that,са́де
739,alles::PRN,everything,чыла́
740,ich::PRN,I,мый
741,du::PRN,you,тый
742,du::PRN,thou,тый
743,er::PRN,he,ту́до
744,wir::PRN,we,ме
745,ihr::PRN,you,те
746,sie::PRN,they,ну́но
747,was::FPRN,what,мо
748,wer::FPRN,who,кӧ
749,wo::FADV,where,куша́н
750,wohin::FADV,where ... to,куш
751,wohin::FADV,where ... to,ку́шко
752,wohin::FADV,where to,куш
753,wohin::FADV,where to,ку́шко
754,wohin::FADV,where,куш
755,wohin::FADV,where,ку́шко
756,wie::FADV,how,кузе́
757,warum::FADV,why,мо
758,warum::FADV,why,мола́н
759,wieviel::FNUM,how much,куна́р
760,eins::NUM,one,ик
761,zwei::NUM,two,ко́кыт
762,drei::NUM,three,кум
763,vier::NUM,four,ныл
764,fünf::NUM,five,вич
765,sechs::NUM,six,куд
766,sieben::NUM,seven,шым
767,acht::NUM,eight,канда́ш
768,neun::NUM,nine,инде́ш
769,zehn::NUM,ten,лу
770,elf::NUM,eleven,лати́к
771,zwölf::NUM,twelve,латко́к
772,zwanzig::NUM,twenty,ко́ло
773,dreißig::NUM,thirty,ку́мло
774,vierzig::NUM,forty,ны́лле
775,fünfzig::NUM,fifty,ви́тле
776,sechzig::NUM,sixty,ку́дло
777,siebzig::NUM,seventy,шы́мле
778,achtzig::NUM,eighty,канда́шле
779,neunzig::NUM,ninety,инде́шле
780,hundert::NUM,a hundred,шӱ́дӧ
781,tausend::NUM,a thousand,тӱже́м
782,und::CNJ,and,да
783,und::CNJ,and,ден
784,oder::CNJ,or,я
785,oder::CNJ,or,а́ле
786,stehen::V,stand,шога́ш
