,Concept_ID,uk,de
333,Zaun::N,паркан,Zaun
334,Zaun::N,огорожа,Zaun
335,Dach::N,дах,Dach
336,Leiter::N,драбина,Leiter
337,Besen::N,мітла,Besen
338,Spaten::N,заступ,Spaten
339,Schaufel::N,совок,Schaufel
340,Schaufel::N,лопата,Schaufel
341,Gabel::N,виделка,Gabel
342,Löffel::N,ложка,Löffel
343,Messer::N,ніж,Messer
344,Nagel::N,цвях,Nagel
345,Netz::N,сіть,Netz
346,Haken::N,крюк,Haken
347,Griff::N,ручка,Griff
348,Griff::N,держак,Griff
349,Schloss::N,замок,Schloss
350,Bild::N,картина,Bild
351,Figur::N,фігура,Figur
352,Puppe::N,лялька,Puppe
353,Beutel::N,мішечок,Beutel
354,Beutel::N,торбинка,Beutel
355,Bündel::N,в’язка,Bündel
356,Tasche::N,сумка,Tasche
357,Eimer::N,відро,Eimer
358,Deckel::N,кришка,Deckel
359,Geschirr::N,посуд,Geschirr
360,Sack::N,мішок,Sack
361,Tasse::N,чашка,Tasse
362,Topf::N,горщик,Topf
363,Kessel::N,котел,Kessel
364,Essen::N,їжа,Essen
365,Nahrung::N,харч,Nahrung
366,Speise::N,страва,Speise
367,Fleisch::N,м’ясо,Fleisch
368,Getreide::N,хліб,Getreide
369,Getreide::N,збіжжя,Getreide
370,Brei::N,каша,Brei
371,Brot::N,хліб,Brot
372,Scheibe::N,скибочка,Scheibe
373,Fett::N,жир,Fett
374,Butter::N,масло,Butter
375,Öl::N,олія,Öl
376,Salz::N,сіль,Salz
377,Suppe::N,суп,Suppe
378,Honig::N,мед,Honig
379,Milch::N,молоко,Milch
380,Tee::N,чай,Tee
381,Leder::N,шкіра,Leder
382,Wolle::N,шерсть,Wolle
383,Stoff::N,тканина,Stoff
384,Nadel::N,голка,Nadel
385,Faden::N,нитка,Faden
386,Knopf::N,ґудзик,Knopf
387,Knoten::N,вузол,Knoten
388,Farbe::N,фарба,Farbe
389,Kleidung::N,одяг,Kleidung
390,Kleidung::N,убрання,Kleidung
391,Hemd::N,сорочка,Hemd
392,Kragen::N,комір,Kragen
393,Ärmel::N,рукав,Ärmel
394,Hose::N,брюки,Hose
395,Gürtel::N,пояс,Gürtel
396,Mütze::N,шапка,Mütze
397,Schuh::N,ботинок,Schuh
398,Stiefel::N,чобіт,Stiefel
399,Ring::N,кільце,Ring
400,Band::N,стрічка,Band
401,Kamm::N,гребінець,Kamm
402,Spiegel::N,дзеркало,Spiegel
403,Riemen::N,ремінь,Riemen
404,Schnur::N,вірьовка,Schnur
405,Leine::N,шворка,Leine
406,Decke::N,ковдра,Decke
407,Kissen::N,подушка,Kissen
408,Tuch::N,хустка,Tuch
409,Handtuch::N,рушник,Handtuch
410,Kraft::N,сила,Kraft
411,Stärke::N,сила,Stärke
412,Gesundheit::N,здоров’я,Gesundheit
413,Krankheit::N,хвороба,Krankheit
414,Schmerz::N,біль,Schmerz
415,Wunde::N,рана,Wunde
416,Fieber::N,гарячка,Fieber
417,Arznei::N,ліки,Arznei
418,Brücke::N,міст,Brücke
419,Brunnen::N,колодязь,Brunnen
420,Weide::N,пасовище,Weide
421,Pfad::N,стежка,Pfad
422,Weg::N,шлях,Weg
423,Weg::N,дорога,Weg
424,Straße::N,вулиця,Straße
425,Dorf::N,село,Dorf
426,Stadt::N,місто,Stadt
427,Brief::N,лист,Brief
428,Buch::N,книга,Buch
429,Buch::N,книжка,Buch
430,Buchstabe::N,буква,Buchstabe
431,Buchstabe::N,літера,Buchstabe
432,Zeitung::N,газета,Zeitung
433,Leben::N,життя,Leben
434,Tod::N,смерть,Tod
435,Grab::N,могила,Grab
436,Kirche::N,церква,Kirche
437,Sünde::N,гріх,Sünde
438,Gott::N,бог,Gott
439,Arbeiter::N,робітник,Arbeiter
440,Chef::N,хазяїн,Chef
441,Meister::N,умілець,Meister
442,Arzt::N,лікар,Arzt
443,Lehrer::N,вчитель,Lehrer
444,Geld::N,гроші,Geld
445,Geschäft::N,заняття,Geschäft
446,Laden::N,магазин,Laden
447,Laden::N,крамниця,Laden
448,Preis::N,ціна,Preis
449,Ware::N,товар,Ware
450,Nutzen::N,вигода,Nutzen
451,Nutzen::N,користь,Nutzen
452,Reichtum::N,багатство,Reichtum
453,Welt::N,світ,Welt
454,Land::N,країна,Land
455,Staat::N,держава,Staat
456,König::N,король,König
457,Macht::N,влада,Macht
458,Grenze::N,кордон,Grenze
459,Krieg::N,війна,Krieg
460,Feind::N,ворог,Feind
461,Gewalt::N,насильство,Gewalt
462,Kampf::N,бій,Kampf
463,Kampf::N,боротьба,Kampf
464,Bogen[Waffe]::N,лук,Bogen
465,Pfeil::N,стріла,Pfeil
466,Gewehr::N,рушниця,Gewehr
467,Gewehr::N,гвинтівка,Gewehr
468,Fehler::N,помилка,Fehler
469,Lüge::N,брехня,Lüge
470,Schaden::N,шкода,Schaden
471,Schaden::N,збиток,Schaden
472,Unglück::N,нещастя,Unglück
473,Schuld::N,провина,Schuld
474,Alter::N,вік,Alter
475,Alter::N,літа,Alter
476,Schluss::N,кінець,Schluss
477,Zeit::N,час,Zeit
478,Tag::N,день,Tag
479,Morgen::N,ранок,Morgen
480,Mittag::N,південь,Mittag
481,Abend::N,вечір,Abend
482,Nacht::N,ніч,Nacht
483,Woche::N,тиждень,Woche
484,Monat::N,місяць,Monat
485,Jahr::N,рік,Jahr
486,Frühling::N,весна,Frühling
487,Sommer::N,літо,Sommer
488,Herbst::N,осінь,Herbst
489,Winter::N,зима,Winter
490,Januar::N,січень,Januar
491,Februar::N,лютий,Februar
492,März::N,березень,März
493,April::N,квітень,April
494,Mai::N,травень,Mai
495,Juni::N,червень,Juni
496,Juli::N,липень,Juli
497,August::N,серпень,August
498,September::N,вересень,September
499,Oktober::N,жовтень,Oktober
500,November::N,листопад,November
501,Dezember::N,грудень,Dezember
502,Montag::N,понеділок,Montag
503,Dienstag::N,вівторок,Dienstag
504,Mittwoch::N,середа,Mittwoch
505,Donnerstag::N,четвер,Donnerstag
506,Freitag::N,п’ятниця,Freitag
507,Samstag::N,субота,Samstag
508,Sonntag::N,неділя,Sonntag
509,groß::A,великий,groß
510,klein::A,малий,klein
511,klein::A,маленький,klein
512,lang::A,довгий,lang
513,kurz::A,короткий,kurz
514,breit::A,широкий,breit
515,schmal::A,вузький,schmal
516,dicht::A,густий,dicht
517,dick[Gegenstand]::A,товстий,dick
518,dünn::A,тонкий,dünn
519,fein::A,дрібний,fein
520,fest::A,міцний,fest
521,flach::A,плоский,flach
522,glatt::A,рівний,glatt
523,glatt::A,гладенький,glatt
524,hart::A,твердий,hart
525,weich::A,м’який,weich
526,rund::A,круглий,rund
527,spitz::A,гострокінцевий,spitz
528,scharf::A,гострий,scharf
529,stumpf::A,тупий,stumpf
530,schwer::A,важкий,schwer
531,schön::A,вродливий,schön
532,heiß::A,жаркий,heiß
533,heiß::A,гарячий,heiß
534,warm::A,теплий,warm
535,kalt::A,холодний,kalt
536,kühl::A,прохолодний,kühl
537,frisch::A,свіжий,frisch
538,feucht::A,вогкий,feucht
539,nass::A,мокрий,nass
540,trocken::A,сухий,trocken
541,voll::A,повний,voll
542,leer::A,пустий,leer
543,offen::A,відкритий,offen
544,geschlossen::A,закритий,geschlossen
545,geschlossen::A,зачинений,geschlossen
546,sauber::A,чистий,sauber
547,sauber::A,охайний,sauber
548,schmutzig::A,брудний,schmutzig
549,roh::A,сирий,roh
550,reif::A,зрілий,reif
551,lecker::A,смачний,lecker
552,süß::A,солодкий,süß
553,bitter::A,гіркий,bitter
554,sauer::A,кислий,sauer
555,hell::A,світлий,hell
556,dunkel::A,темний,dunkel
557,schwarz::A,чорний,schwarz
558,weiß::A,сивий,weiß
559,rot::A,червоний,rot
560,gelb::A,жовтий,gelb
561,blau::A,синій,blau
562,grün::A,зелений,grün
563,grau::A,сірий,grau
564,bunt::A,барвистий,bunt
565,billig::A,дешевий,billig
566,teuer::A,дорогий,teuer
567,wertvoll::A,цінний,wertvoll
568,blind::A,сліпий,blind
569,taub::A,глухий,taub
570,kräftig::A,могутній,kräftig
571,stark::A,сильний,stark
572,schwach::A,слабкий,schwach
573,fett::A,жирний,fett
574,fett::A,товстий,fett
575,schlank::A,тонкий,schlank
576,schlank::A,стрункий,schlank
577,hübsch::A,чарівний,hübsch
578,böse::A,злий,böse
579,böse::A,лихий,böse
580,dumm::A,дурний,dumm
581,faul::A,ледачий,faul
582,fleißig::A,старанний,fleißig
583,geizig::A,скупий,geizig
584,klug::A,мудрий,klug
585,klug::A,розумний,klug
586,geschickt::A,умілий,geschickt
587,lieb::A,милий,lieb
588,lustig::A,веселий,lustig
589,sanft::A,лагідний,sanft
590,hungrig::A,голодний,hungrig
591,krank::A,слабий,krank
592,nackt::A,голий,nackt
593,traurig::A,сумний,traurig
594,lebendig::A,живий,lebendig
595,gut::A,добрий,gut
596,schlecht::A,поганий,schlecht
597,schlecht::A,кепський,schlecht
598,richtig::A,правильний,richtig
599,schlimm::A,бридкий,schlimm
600,wahr::A,справжній,wahr
601,alt::A,старий,alt
602,neu::A,новий,neu
603,ehemalig::A,колишній,ehemalig
604,alt[Lebewesen]::A,старий,alt
605,jung::A,молодий,jung
606,arm::A,бідний,arm
607,reich::A,багатий,reich
608,bekannt::A,знайомий,bekannt
609,berühmt::A,славетний,berühmt
610,fremd::A,чужий,fremd
611,verschieden::A,різний,verschieden
612,nah::A,близький,nah
613,fern::A,далекий,fern
614,linker::A,лівий,linker
615,rechter::A,правий,rechter
616,anderer::A,інакший,anderer
617,erster::A,перший,erster
618,zweiter::A,другий,zweiter
619,dritter::A,третій,dritter
620,letzter::A,останній,letzter
621,allein::ADV,сам,allein
622,allein::ADV,один,allein
623,auf einmal::ADV,відразу,auf einmal
624,zusammen::ADV,разом,zusammen
625,zusammen::ADV,спільно,zusammen
626,lange::ADV,довго,lange
627,plötzlich::ADV,раптом,plötzlich
628,sofort::ADV,зараз,sofort
629,später::ADV,пізніше,später
630,jetzt::ADV,тепер,jetzt
631,heute::ADV,сьогодні,heute
632,morgen::ADV,завтра,morgen
633,bald::ADV,незабаром,bald
634,dann::ADV,потім,dann
635,gestern::ADV,вчора,gestern
636,einst::ADV,колись,einst
637,damals::ADV,тоді,damals
638,danach::ADV,згодом,danach
639,vorher::ADV,раніше,vorher
640,zuerst::ADV,спершу,zuerst
641,zuerst::ADV,спочатку,zuerst
642,einmal::ADV,один раз,einmal
643,manchmal::ADV,іноді,manchmal
644,manchmal::ADV,інколи,manchmal
645,oft::ADV,часто,oft
646,immer::ADV,завжди,immer
647,niemals::ADV,ніколи,niemals
648,hier::ADV,тут,hier
649,hierhin::ADV,сюди,hierhin
650,von hier::ADV,звідси,von hier
651,dort::ADV,там,dort
652,dorthin::ADV,туди,dorthin
653,geradeaus::ADV,прямо,geradeaus
654,vorwärts::ADV,вперед,vorwärts
655,rückwärts::ADV,назад,rückwärts
656,zurück::ADV,назад,zurück
657,unten::ADV,внизу,unten
658,hinab::ADV,вниз,hinab
659,oben::ADV,вгорі,oben
660,hinauf::ADV,вгору,hinauf
661,überall::ADV,скрізь,überall
662,nicht::ADV,не,nicht
663,ein wenig::ADV,трохи,ein wenig
664,ein wenig::ADV,небагато,ein wenig
665,kaum::ADV,ледве,kaum
666,sehr::ADV,дуже,sehr
667,so::ADV,так,so
668,noch::ADV,ще,noch
669,nur::ADV,лише,nur
670,nur::ADV,тільки,nur
671,schon::ADV,вже,schon
672,wieder::ADV,знову,wieder
673,vergebens::ADV,дарма,vergebens
674,vor::PRP,перед,vor
675,hinter::PRP,ззаду,hinter
676,hinter::PRP,позаду,hinter
677,unter::PRP,під,unter
678,durch::PRP,крізь,durch
679,neben::PRP,біля,neben
680,zwischen::PRP,між,zwischen
681,wegen::PRP,з-за,wegen
682,wegen::PRP,через,wegen
683,dies::PRN,це,dies
684,das::PRN,то,das
685,alles::PRN,все,alles
686,ich::PRN,я,ich
687,du::PRN,ти,du
688,er::PRN,він,er
689,wir::PRN,ми,wir
690,ihr::PRN,ви,ihr
691,sie::PRN,вони,sie
692,was::FPRN,що,was
693,wer::FPRN,хто,wer
694,wo::FADV,де,wo
695,wohin::FADV,куди,wohin
696,wie::FADV,як,wie
697,warum::FADV,чому,warum
698,wieviel::FNUM,скільки,wieviel
699,eins::NUM,один,eins
700,zwei::NUM,два,zwei
701,drei::NUM,три,drei
702,vier::NUM,чотири,vier
703,fünf::NUM,п’ять,fünf
704,sechs::NUM,шість,sechs
705,sieben::NUM,сім,sieben
706,acht::NUM,вісім,acht
707,neun::NUM,дев’ять,neun
708,zehn::NUM,десять,zehn
709,elf::NUM,одинадцять,elf
710,zwölf::NUM,дванадцять,zwölf
711,zwanzig::NUM,двадцять,zwanzig
712,dreißig::NUM,тридцять,dreißig
713,vierzig::NUM,сорок,vierzig
714,fünfzig::NUM,п’ятдесят,fünfzig
715,sechzig::NUM,шістдесят,sechzig
716,siebzig::NUM,сімдесят,siebzig
717,achtzig::NUM,вісімдесят,achtzig
718,neunzig::NUM,дев’яносто,neunzig
719,hundert::NUM,сто,hundert
720,tausend::NUM,тисяча,tausend
721,und::CNJ,і,und
722,oder::CNJ,або,oder
723,stehen::V,стояти,stehen
724,sitzen::V,сидіти,sitzen
725,liegen::V,лежати,liegen
726,hängen::V,висіти,hängen
727,werden::V,стати,werden
728,werden::V,робитися,werden
729,passieren::V,трапитися,passieren
730,beginnen::V,початися,beginnen
731,enden::V,кінчитися,enden
732,wechseln::V,мінятися,wechseln
733,aufgehen[Sonne]::V,зійти,aufgehen
734,untergehen[Sonne]::V,зайти,untergehen
735,scheinen[Sonne]::V,світити,scheinen
736,donnern::V,гриміти,donnern
737,wehen::V,віяти,wehen
738,strömen::V,литися,strömen
739,fließen::V,текти,fließen
740,sich drehen::V,обертатися,sich drehen
741,schwanken::V,коливатися,schwanken
742,schwingen::V,хитатися,schwingen
743,schwingen::V,гойдатися,schwingen
744,fallen::V,падати,fallen
745,brennen::V,горіти,brennen
746,rauchen::V,диміти,rauchen
747,regnen::V,дощити,regnen
748,gefrieren::V,змерзнути,gefrieren
749,tauen::V,танути,tauen
750,schmelzen::V,плавитися,schmelzen
751,trocknen::V,сохнути,trocknen
752,sieden::V,кипіти,sieden
753,faulen::V,гнити,faulen
754,verfaulen::V,згнити,verfaulen
755,reißen::V,рватися,reißen
756,versinken::V,тонути,versinken
757,vergehen::V,проходити,vergehen
758,erscheinen::V,з’явитися,erscheinen
759,verschwinden::V,щезнути,verschwinden
760,verschwinden::V,зникнути,verschwinden
761,sinken::V,спадати,sinken
762,abnehmen::V,поменшитися,abnehmen
763,zunehmen::V,збільшуватися,zunehmen
764,steigen::V,підніматися,steigen
765,wachsen::V,рости,wachsen
766,glänzen::V,блищати,glänzen
767,funkeln::V,блискати,funkeln
768,lärmen::V,шуміти,lärmen
769,läuten::V,дзвонити,läuten
770,klingeln::V,дзвонити,klingeln
771,klirren::V,дзвякати,klirren
772,brausen::V,бушувати,brausen
773,rauschen::V,шелестіти,rauschen
774,klingen::V,лунати,klingen
775,klingen::V,звучати,klingen
776,bellen::V,гавкати,bellen
777,heulen::V,вити,heulen
778,blasen::V,дунути,blasen
779,pfeifen::V,свистіти,pfeifen
780,schreien::V,кричати,schreien
781,stöhnen::V,стогнати,stöhnen
782,zittern::V,тремтіти,zittern
783,leben::V,жити,leben
784,geboren werden::V,народитися,geboren werden
785,atmen::V,дихати,atmen
786,trinken::V,пити,trinken
787,essen::V,їсти,essen
788,schlucken::V,ковтати,schlucken
789,müde werden::V,втомитися,müde werden
790,einschlafen::V,заснути,einschlafen
791,schlafen::V,спати,schlafen
792,aufwachen::V,прокинутися,aufwachen
793,aufstehen::V,встати,aufstehen
794,sich erholen::V,відпочивати,sich erholen
795,krank werden::V,захворіти,krank werden
796,krank sein::V,хворіти,krank sein
797,schmerzen::V,боліти,schmerzen
798,husten::V,кашляти,husten
799,genesen::V,одужати,genesen
800,genesen::V,видужати,genesen
801,sterben::V,померти,sterben
802,umkommen::V,згинути,umkommen
803,sich bewegen::V,рухатися,sich bewegen
804,sich rühren::V,ворушитися,sich rühren
805,sich erheben::V,встати,sich erheben
806,sich setzen::V,сісти,sich setzen
807,hinfallen::V,упасти,hinfallen
