,Concept_ID,fa,tr
809,hübsch::A,قشنگ,sevimli
810,hübsch::A,خوشگل,güzel
811,hübsch::A,خوشگل,sevimli
812,böse::A,بد,kötü
813,dumm::A,احمق,aptal
814,faul::A,لش,tembel
815,faul::A,تنبل,tembel
816,fleißig::A,زرنگ,çalışkan
817,geizig::A,خسیس,cimri
818,klug::A,عاقل,zekî
819,klug::A,عاقل,akıllı
820,klug::A,باهوش,zekî
821,klug::A,باهوش,akıllı
822,geschickt::A,ماهر,becerikli
823,lieb::A,عزیز,sevimli
824,lustig::A,شاد,neşeli
825,lustig::A,خوشحال,neşeli
826,sanft::A,لطیف,nazik
827,hungrig::A,گرسنه,aç
828,krank::A,مریض,hasta
829,krank::A,مریض,rahatsız
830,krank::A,بیمار,hasta
831,krank::A,بیمار,rahatsız
832,nackt::A,لخت,çıplak
833,nackt::A,برهنه,çıplak
834,traurig::A,غمگین,kederli
835,traurig::A,غمگین,üzüntülü
836,lebendig::A,زنده,canlı
837,gut::A,خوب,iyi
838,schlecht::A,بد,kötü
839,richtig::A,درست,doğru
840,schlimm::A,وخيم,kötü
841,wahr::A,درست,doğru
842,wahr::A,درست,gerçek
843,wahr::A,حقیقی,doğru
844,wahr::A,حقیقی,gerçek
845,alt::A,کهنه,eski
846,neu::A,نو,yeni
847,ehemalig::A,قبلی,önceki
848,alt[Lebewesen]::A,پیر,yaşlı
849,jung::A,جوان,genç
850,arm::A,فقیر,fakir
851,reich::A,پولدار,zengin
852,reich::A,ثروتمند,zengin
853,bekannt::A,آشنا,bilinen
854,bekannt::A,معلوم,bilinen
855,berühmt::A,مشهور,ünlü
856,berühmt::A,مشهور,meşhur
857,fremd::A,خارجی,yabancı
858,fremd::A,بیگانه,yabancı
859,verschieden::A,مختلف,ayrı
860,verschieden::A,مختلف,farklı
861,verschieden::A,متفاوت,ayrı
862,verschieden::A,متفاوت,farklı
863,nah::A,نزدیک,yakın
864,nah::A,نزدیک,bitişik
865,fern::A,دور,uzak
866,linker::A,چپ,sol
867,rechter::A,راست,sağ
868,anderer::A,دیگر,diğer
869,erster::A,اول,ilk
870,erster::A,اول,birinci
871,zweiter::A,دوم,ikinci
872,dritter::A,سوم,üçüncü
873,letzter::A,آخر,son
874,letzter::A,آخر,sonuncu
875,allein::ADV,تنها,yalnız
876,allein::ADV,تنها,tek başına
877,auf einmal::ADV,همزمان,birden
878,zusammen::ADV,باهم,beraber
879,zusammen::ADV,باهم,birlikte
880,lange::ADV,مدت‌ها,çok
881,lange::ADV,مدت‌ها,uzun
882,lange::ADV,مدت زیادی,çok
883,lange::ADV,مدت زیادی,uzun
884,plötzlich::ADV,ناگهان,ansızın
885,plötzlich::ADV,ناگهان,birdenbire
886,sofort::ADV,فوراً,hemen
887,sofort::ADV,فوراً,derhal
888,später::ADV,بعدها,daha sonra
889,jetzt::ADV,حالا,şimdi
890,jetzt::ADV,اکنون,şimdi
891,heute::ADV,امروز,bugün
892,morgen::ADV,فردا,yarın
893,bald::ADV,زود,yakında
894,bald::ADV,بزودی,yakında
895,dann::ADV,سپس,sonra
896,dann::ADV,آنوقت,sonra
897,gestern::ADV,دیروز,dün
898,einst::ADV,وقتی,eskiden
899,einst::ADV,زمانی,eskiden
900,damals::ADV,آنوقت,o zamanlar
901,damals::ADV,آنزمان,o zamanlar
902,danach::ADV,بعد,sonradan
903,danach::ADV,بعد,ondan sonra
904,vorher::ADV,قبلاً,önce
905,vorher::ADV,قبلاً,önceden
906,zuerst::ADV,اول,ilk önce
907,zuerst::ADV,ابتداء,ilk önce
908,einmal::ADV,یکدفعه,bir defa
909,manchmal::ADV,گاهی,bazan
910,manchmal::ADV,بعضی اوقات,bazan
911,oft::ADV,اغلب,sık sık
912,oft::ADV,اغلب,çok defa
913,immer::ADV,همیشه,daima
914,immer::ADV,همیشه,her zaman
915,niemals::ADV,هرگز,asla değil
916,niemals::ADV,هرگز,hiçbir zaman
917,hier::ADV,اینجا,burada
918,hierhin::ADV,به اینجا,buraya
919,von hier::ADV,از اینجا,buradan
920,dort::ADV,آنجا,orada
921,dort::ADV,آنجا,şurada
922,dorthin::ADV,به آنجا,oraya
923,dorthin::ADV,به آنجا,şuraya
924,geradeaus::ADV,راست,doğru
925,vorwärts::ADV,جلو,ileri
926,vorwärts::ADV,به پیش,ileri
927,rückwärts::ADV,عقب,geri
928,zurück::ADV,پس,geriye
929,zurück::ADV,عقب,geriye
930,zurück::ADV,بالعکس,geriye
931,unten::ADV,زیر,aşağıda
932,unten::ADV,پایین,aşağıda
933,hinab::ADV,به پایین,aşağıya
934,oben::ADV,بالا,yukarıda
935,hinauf::ADV,به بالا,yukarı
936,hinauf::ADV,به بالا,yukarıya
937,überall::ADV,همه‌جا,her yerde
938,nicht::ADV,نه,-mi-
939,nicht::ADV,نه,değil
940,ein wenig::ADV,کمی,biraz
941,kaum::ADV,به سختی,dar
942,kaum::ADV,به سختی,hemen hemen değil
943,sehr::ADV,خیلی,pek
944,sehr::ADV,خیلی,gayet
945,sehr::ADV,بسیار,pek
946,sehr::ADV,بسیار,gayet
947,so::ADV,چنین,öyle
948,so::ADV,چنین,böyle
949,so::ADV,اینطور,öyle
950,so::ADV,اینطور,böyle
951,noch::ADV,هنوز,hâlâ
952,noch::ADV,هنوز,henüz
953,nur::ADV,فقط,ancak
954,nur::ADV,فقط,yalnız
955,nur::ADV,تنها,ancak
956,nur::ADV,تنها,yalnız
957,schon::ADV,قبلاً,çoktan
958,schon::ADV,به این زودی,çoktan
959,wieder::ADV,باز,tekrar
960,wieder::ADV,باز,yeniden
961,wieder::ADV,دوباره,tekrar
962,wieder::ADV,دوباره,yeniden
963,vergebens::ADV,بیهوده,boşuna
964,vor::PRP,در جلوی,önünde
965,hinter::PRP,پشت,arkasında
966,unter::PRP,تحت,altında
967,durch::PRP,از وسط,sayesinde
968,durch::PRP,از وسط,ortasından
969,durch::PRP,از ميان,sayesinde
970,durch::PRP,از ميان,ortasından
971,neben::PRP,کنار,yanında
972,neben::PRP,پهلوی,yanında
973,zwischen::PRP,بین,arasında
974,zwischen::PRP,میان,arasında
975,wegen::PRP,برای,dolayı
976,wegen::PRP,بخاطر,dolayı
977,dies::PRN,این,bu
978,das::PRN,آن,o
979,das::PRN,آن,şu
980,alles::PRN,تمام,hepsi
981,alles::PRN,تمام,her şey
982,alles::PRN,همه‌چیر,hepsi
983,alles::PRN,همه‌چیر,her şey
984,ich::PRN,من,ben
985,du::PRN,تو,sen
986,er::PRN,او,o
987,wir::PRN,ما,biz
988,ihr::PRN,شما,siz
989,sie::PRN,آنها,onlar
990,was::FPRN,چه,ne
991,wer::FPRN,کی,kim
992,wo::FADV,کجا,nerede
993,wohin::FADV,بکجا,nereye
994,wie::FADV,چطور,nasıl
995,wie::FADV,چگونه,nasıl
996,warum::FADV,چرا,neden
997,warum::FADV,برای چه,neden
998,wieviel::FNUM,چند,kaç
999,wieviel::FNUM,چند,ne kadar
1000,wieviel::FNUM,چقدر,kaç
1001,wieviel::FNUM,چقدر,ne kadar
1002,eins::NUM,یک,bir
1003,zwei::NUM,دو,iki
1004,drei::NUM,سه,üç
1005,vier::NUM,چهار,dört
1006,fünf::NUM,پنج,beş
1007,sechs::NUM,شش,altı
1008,sieben::NUM,هفت,yedi
1009,acht::NUM,هشت,sekiz
1010,neun::NUM,نه,dokuz
1011,zehn::NUM,ده,on
1012,elf::NUM,یازده,on bir
1013,zwölf::NUM,دوازده,on iki
1014,zwanzig::NUM,بیست,yirmi
1015,dreißig::NUM,سی,otuz
1016,vierzig::NUM,چهل,kırk
1017,fünfzig::NUM,پنجاه,elli
1018,sechzig::NUM,شصت,altmış
1019,siebzig::NUM,هفتاد,yetmiş
1020,achtzig::NUM,هشتاد,seksen
1021,neunzig::NUM,نود,doksan
1022,hundert::NUM,صد,yüz
1023,tausend::NUM,هزار,bin
1024,und::CNJ,و,ve
1025,und::CNJ,و,ile
1026,oder::CNJ,یا,ya
1027,oder::CNJ,یا,yahut
1028,stehen::V,ایستادن,durmak
1029,sitzen::V,نشستن,oturmak
1030,liegen::V,خوابیدن,yatmak
1031,liegen::V,دراز کشیدن,yatmak
1032,hängen::V,آویزان بودن,asılı olmak
1033,werden::V,شدن,olmak
1034,werden::V,شدن,olunmak
1035,passieren::V,گذشتن,olmak
1036,passieren::V,اتفاق افتادن,olmak
1037,beginnen::V,شروع شدن,başlamak
1038,enden::V,تمام شدن,bitmek
1039,enden::V,تمام شدن,sona ermek
1040,wechseln::V,عوض شدن,değişmek
1041,aufgehen[Sonne]::V,برآمدن,doğmak
1042,aufgehen[Sonne]::V,طلوع کردن,doğmak
1043,untergehen[Sonne]::V,غروب کردن,batmak
1044,scheinen[Sonne]::V,تابیدن,parlamak
1045,donnern::V,رعد زدن,gök gürlemek
1046,wehen::V,دمیدن,esmek
1047,strömen::V,روان شدن,akmak
1048,fließen::V,روان شدن,akmak
1049,sich drehen::V,چرخیدن,dönmek
1050,schwanken::V,خم و راست شدن,sallanmak
1051,schwingen::V,تاب خوردن,titremek
1052,schwingen::V,نوسان کردن,titremek
1053,fallen::V,افتادن,düşmek
1054,fallen::V,سقوط کردن,düşmek
1055,brennen::V,سوزاندن,yanmak
1056,rauchen::V,دود کردن,tütmek
1057,regnen::V,باران آمدن,yağmak
1058,gefrieren::V,یخ بستن,donmak
1059,tauen::V,آب شدن,erimek
1060,schmelzen::V,آب شدن,erimek
1061,trocknen::V,خشک شدن,kurumak
1062,sieden::V,جوشیدن,kaynamak
1063,faulen::V,فاسد شدن,çürümek
1064,verfaulen::V,پوسیدن,çürümek
1065,reißen::V,پاره شدن,yırtılmak
1066,versinken::V,غرق شدن,batmak
1067,vergehen::V,گذشتن,geçmek
1068,erscheinen::V,ظاهر شدن,görünmek
1069,verschwinden::V,گم شدن,kaybolmak
1070,verschwinden::V,از بین رفتن,kaybolmak
1071,sinken::V,پایین آمدن,inmek
1072,abnehmen::V,کم شدن,azalmak
1073,zunehmen::V,زیاد شدن,artmak
1074,zunehmen::V,زیاد شدن,çoğalmak
1075,steigen::V,بالا رفتن,artmak
1076,steigen::V,بالا رفتن,yükselmek
1077,wachsen::V,قد کشیدن,büyümek
1078,wachsen::V,قد کشیدن,gelişmek
1079,glänzen::V,برق زدن,parlamak
1080,funkeln::V,جرقه زدن,parıldamak
1081,lärmen::V,شلوغ کردن,gürültü yapmak
1082,läuten::V,زنگ زدن,çalmak
1083,klingeln::V,زنگ زدن,zil çalmak
1084,klirren::V,جرنگ جرنگ صدا کردن,şakırdamak
1085,klirren::V,جرنگ جرنگ صدا کردن,zangırdamak
1086,brausen::V,طوفانی بودن,köpürmek
1087,brausen::V,طوفانی بودن,kükremek
1088,rauschen::V,خش‌خش کردن,fışırdamak
1089,klingen::V,صدا دادن,tınlamak
1090,bellen::V,عوعو کردن,havlamak
1091,heulen::V,زوزه کشیدن,ulumak
1092,blasen::V,فوت کردن,üflemek
1093,pfeifen::V,سوت زدن,düdük çalmak
1094,schreien::V,فریاد زدن,bağırmak
1095,schreien::V,فریاد زدن,haykırmak
1096,stöhnen::V,نالیدن,inlemek
1097,zittern::V,لرزیدن,titremek
1098,leben::V,زیستن,yaşamak
1099,leben::V,زیستن,hayatta olmak
1100,leben::V,زندگی کردن,yaşamak
1101,leben::V,زندگی کردن,hayatta olmak
1102,geboren werden::V,متولد شدن,doğmak
1103,atmen::V,تنفس کردن,solunmak
1104,atmen::V,تنفس کردن,nefes almak
1105,trinken::V,نوشیدن,içmek
1106,essen::V,خوردن,yemek
1107,schlucken::V,بلعیدن,yutmak
1108,schlucken::V,قورت دادن,yutmak
1109,müde werden::V,خسته شدن,yorulmak
1110,einschlafen::V,خواب رفتن,uykuya dalmak
1111,schlafen::V,خوابیدن,uyumak
1112,aufwachen::V,از خواب بیدار شدن,uyanmak
1113,aufstehen::V,بیدار شدن,kalkmak
1114,aufstehen::V,بیدار شدن,yataktan kalkmak
1115,sich erholen::V,استراحت کردن,dinlenmek
1116,krank werden::V,مریض شدن,hastalanmak
1117,krank sein::V,بیمار بودن,hasta olmak
1118,schmerzen::V,درد کردن,ağrımak
1119,husten::V,سرفه کردن,öksürmek
1120,genesen::V,بهبود یافتن,şifa bulmak
1121,sterben::V,مردن,ölmek
1122,sterben::V,مردن,vefat etmek
1123,umkommen::V,کشته شدن,ölmek
1124,sich bewegen::V,حرکت کردن,hareket etmek
1125,sich rühren::V,تکان خوردن,kımıldanmak
1126,sich erheben::V,برخواستن,kalkmak
1127,sich erheben::V,برخواستن,ayağa kalkmak
1128,sich setzen::V,نشستن,oturmak
1129,hinfallen::V,زمین خوردن,yere düşmek
1130,laufen::V,پیاده رفتن,yürümek
1131,schreiten::V,قدم زدن,yürümek
1132,schreiten::V,قدم زدن,adım atmak
1133,spazierengehen::V,گردش رفتن,gezmek
1134,spazierengehen::V,گردش رفتن,dolaşmak
1135,eilen::V,شتاب کردن,seğirtmek
1136,sich beeilen::V,عجله کردن,acele etmek
1137,sausen::V,صفیر کشیدن,hızla gitmek
1138,rennen::V,دویدن,koşmak
1139,springen::V,پریدن,atlamak
1140,springen::V,پریدن,sıçramak
1141,klettern::V,بالا رفتن,tırmanmak
1142,schaukeln::V,تاب خوردن,sallanmak
1143,kriechen::V,خزیدن,sürünmek
1144,schwimmen::V,شنا کردن,yüzmek
1145,tauchen::V,غواصی کردن,dalmak
1146,rudern::V,پارو زدن,kürek çekmek
1147,fahren::V,سواره رفتن,gitmek
1148,fliegen::V,پریدن,uçmak
1149,gehen::V,رفتن,gitmek
1150,weggehen::V,رفتن,gitmek
1151,abfahren::V,حرکت کردن,kalkmak
1152,anhalten::V,ایست کردن,durmak
1153,hineingehen::V,داخل شدن,içeri girmek
1154,eintreten::V,وارد شدن,girmek
1155,kommen::V,آمدن,gelmek
1156,ankommen::V,رسیدن,varmak
1157,zurückkommen::V,برگشتن,dönmek
1158,bleiben::V,ماندن,kalmak
1159,warten::V,منتظر بودن,beklemek
1160,erwarten::V,انتظار داشتن,beklemek
1161,suchen::V,جستجو کردن,aramak
1162,finden::V,یافتن,bulmak
1163,finden::V,پیدا کردن,bulmak
1164,versuchen::V,سعی کردن,denemek
1165,versuchen::V,کوشش کردن,denemek
1166,vorbereiten::V,آماده کردن,hazırlamak
1167,lieben::V,عاشق بودن,sevmek
1168,mögen::V,میل داشتن,beğenmek
1169,mögen::V,دوست داشتن,beğenmek
1170,lachen::V,خندیدن,gülmek
1171,rühren::V,به رقت آوردن,dokunmak
1172,rühren::V,به رقت آوردن,duygulandırmak
1173,weinen::V,گریه کردن,ağlamak
1174,schimpfen::V,فحاشی کردن,küfretmek
1175,sich ärgern::V,ناراحت شدن,kızmak
1176,sich fürchten::V,واهمه کردن,korkmak
1177,fürchten::V,ترسیدن,korkmak
1178,fliehen::V,گریختن,kaçmak
1179,flüchten::V,فرار کردن,kaçmak
1180,sehen::V,دیدن,görmek
1181,anschauen::V,نگاه کردن,seyretmek
1182,ansehen::V,تماشا کردن,bakmak
1183,hören::V,شنیدن,duymak
1184,hören::V,شنیدن,işitmek
1185,zuhören::V,گوش دادن,dinlemek
1186,probieren::V,چشیدن,denemek
1187,probieren::V,چشیدن,tadına bakmak
1188,riechen::V,بوییدن,kokusunu almak
1189,riechen::V,بو کردن,kokusunu almak
1190,fühlen::V,احساس کردن,duymak
1191,fühlen::V,احساس کردن,hissetmek
1192,scheinen::V,بنظر آمدن,görünmek
1193,zu sehen sein::V,دیده شدن,görünmek
1194,vernehmen::V,شنیدن,haber almak
1195,frieren::V,سرد بودن,üşümek
1196,tun::V,کردن,etmek
1197,tun::V,کردن,yapmak
1198,können::V,توانستن,bilmek
1199,wollen::V,خواستن,istemek
1200,anfangen::V,شروع کردن,başlamak
1201,beenden::V,تمام کردن,bitirmek
1202,beenden::V,پایان دادن,bitirmek
1203,aufhören::V,دست کشیدن,bitmek
1204,gelingen::V,موفق شدن,başarmak
1205,geraten::V,نتیجه دادن,düşmek
1206,öffnen::V,گشودن,açmak
1207,öffnen::V,باز کردن,açmak
1208,schließen::V,بستن,kapamak
1209,schließen::V,قفل کردن,kapamak
1210,stellen::V,گذاردن,koymak
1211,setzen::V,نشاندن,koymak
1212,setzen::V,نشاندن,oturtmak
1213,legen::V,گذاشتن,koymak
1214,legen::V,گذاشتن,yatırmak
1215,berühren::V,دست زدن,dokunmak
1216,berühren::V,لمس کردن,dokunmak
1217,verbinden::V,وصل کردن,bağlamak
1218,verbinden::V,وصل کردن,birleştirmek
1219,bedecken::V,پوشاندن,örtmek
1220,bedecken::V,پوشاندن,kaplamak
1221,aufhängen::V,آویختن,asmak
1222,anzünden::V,سوزاندن,yakmak
1223,anzünden::V,سوزاندن,ateşlemek
1224,aufheben::V,برداشتن,kaldırmak
1225,aufheben::V,بلند کردن,kaldırmak
1226,zurücklassen::V,گذاشتن,geride bırakmak
1227,verlieren::V,گم کردن,yitirmek
1228,verlieren::V,گم کردن,kaybetmek
1229,fallen lassen::V,انداختن,düşürmek
1230,machen::V,کردن,yapmak
1231,machen::V,ساختن,yapmak
1232,herstellen::V,ساختن,yapmak
1233,herstellen::V,ساختن,imal etmek
1234,herstellen::V,تولید کردن,yapmak
1235,herstellen::V,تولید کردن,imal etmek
1236,bauen::V,ساختن,kurmak
1237,bauen::V,ساختن,inşa etmek
1238,bauen::V,بنا کردن,kurmak
1239,bauen::V,بنا کردن,inşa etmek
1240,reparieren::V,درست کردن,onarmak
1241,reparieren::V,درست کردن,tamir etmek
1242,reparieren::V,تعمیر کردن,onarmak
1243,reparieren::V,تعمیر کردن,tamir etmek
1244,verbessern::V,بهتر کردن,düzeltmek
1245,ändern::V,تغییر دادن,değiştirmek
1246,graben::V,کندن,kazmak
1247,graben::V,گود کردن,kazmak
1248,beugen::V,کج کردن,eğmek
1249,biegen::V,خم کردن,bükmek
1250,drehen::V,چرخاندن,çevirmek
1251,drehen::V,چرخاندن,döndürmek
1252,wenden::V,برگرداندن,çevirmek
1253,umdrehen::V,برگرداندن,çevirmek
1254,heben::V,برداشتن,kaldırmak
1255,hochheben::V,برآوردن,yukarı kaldırmak
1256,hochheben::V,بلند کردن,yukarı kaldırmak
1257,ergreifen::V,گرفتن,tutmak
1258,ergreifen::V,گرفتن,yakalamak
1259,halten::V,نگاه داشتن,tutmak
1260,drücken::V,فشار دادن,sıkmak
1261,drücken::V,فشار آوردن,sıkmak
1262,schieben::V,هل دادن,itmek
1263,schieben::V,هل دادن,sürmek
1264,kratzen::V,خاریدن,kaşımak
1265,lecken::V,لیسیدن,yalamak
1266,beißen::V,گاز زدن,ısırmak
1267,abreißen::V,پاره کردن,koparmak
1268,abschneiden::V,بریدن,keserek ayırmak
1269,abschneiden::V,قطع کردن,keserek ayırmak
1270,binden::V,بستن,bağlamak
1271,stecken::V,فرو کردن,sokmak
1272,brechen::V,شکستن,kırmak
1273,klopfen::V,کوبیدن,çalmak
1274,hauen::V,زدن,vurmak
1275,kleben::V,چسباندن,yapıştırmak
1276,reiben::V,مالش دادن,ovmak
1277,reiben::V,مالش دادن,sürtmek
1278,streichen::V,مالیدن,sürmek
1279,schleifen::V,تیز کردن,bilemek
1280,schneiden::V,چیدن,kesmek
1281,schneiden::V,بریدن,kesmek
1282,rütteln::V,لرزاندن,sallamak
1283,rütteln::V,تکان دادن,sallamak
1284,schütteln::V,تکان دادن,sarsmak
1285,schütteln::V,تکان دادن,çalkamak
1286,schwenken::V,تاب دادن,sallamak
1287,schütten::V,ریختن,dökmek
1288,schütten::V,ریختن,akıtmak
1289,füllen::V,پر کردن,doldurmak
1290,einwickeln::V,پیچیدن,sarmak
1291,tragen::V,بردن,taşımak
1292,tragen::V,حمل کردن,taşımak
1293,schleppen::V,کشیدن,sürüklemek
1294,ziehen::V,کشیدن,çekmek
1295,aufbewahren::V,نگهداری کردن,saklamak
1296,werfen::V,انداختن,atmak
1297,werfen::V,پرتاب کردن,atmak
1298,fangen::V,گرفتن,tutmak
1299,fangen::V,گرفتن,yakalamak
1300,packen::V,گرفتن,tutmak
1301,packen::V,گرفتن,yakalamak
1302,verstecken::V,قایم کردن,saklamak
1303,verstecken::V,پنهان کردن,saklamak
1304,teilen::V,قسمت کردن,bölmek
1305,teilen::V,قسمت کردن,ayırmak
1306,teilen::V,تقسیم کردن,bölmek
1307,teilen::V,تقسیم کردن,ayırmak
1308,schicken::V,فرستادن,yollamak
1309,schicken::V,فرستادن,göndermek
1310,schicken::V,ارسال کردن,yollamak
1311,schicken::V,ارسال کردن,göndermek
1312,bringen::V,آوردن,getirmek
1313,hinzufügen::V,افزودن,katmak
1314,hinzufügen::V,افزودن,eklemek
1315,hinzufügen::V,اضافه کردن,katmak
1316,hinzufügen::V,اضافه کردن,eklemek
1317,bekommen::V,گرفتن,almak
1318,bekommen::V,گرفتن,eline geçmek
1319,erhalten::V,دریافت کردن,almak
1320,nehmen::V,گرفتن,almak
1321,nehmen::V,برداشتن,almak
1322,wählen::V,انتخاب کردن,seçmek
1323,auswählen::V,برگزیدن,seçmek
1324,auswählen::V,برگزیدن,ayırmak
1325,bewahren::V,حفظ کردن,korumak
1326,bewahren::V,حفاظت کردن,korumak
1327,behindern::V,مانع بودن,engellemek
1328,verderben::V,از بین بردن,bozmak
1329,beschädigen::V,صدمه زدن,zedelemek
1330,beschädigen::V,صدمه زدن,ziyan vermek
1331,zerbrechen::V,شکستن,kırmak
1332,zerreißen::V,دریدن,yırtmak
1333,zerreißen::V,پاره کردن,yırtmak
1334,zerstören::V,خراب کردن,yıkmak
1335,zerstören::V,خراب کردن,tahrip etmek
1336,zerstören::V,ویران کردن,yıkmak
1337,zerstören::V,ویران کردن,tahrip etmek
1338,verbrennen::V,سوزاندن,yakmak
1339,geben::V,دادن,vermek
1340,reichen::V,دادن,uzatmak
1341,schenken::V,هدیه دادن,hediye etmek
1342,versprechen::V,قول دادن,vaat etmek
1343,versprechen::V,وعده دادن,vaat etmek
1344,wünschen::V,آرزو کردن,kutlamak
1345,loben::V,ستایش کردن,övmek
1346,küssen::V,بوسیدن,öpmek
1347,wiegen::V,نوسان کردن,sallamak
1348,zudecken::V,پوشاندن,örtmek
1349,wecken::V,بیدار کردن,uyandırmak
1350,zeigen::V,نشان دادن,göstermek
1351,führen::V,رهنمائی کردن,gezdirmek
1352,führen::V,رهنمائی کردن,yol göstermek
1353,lehren::V,آموختن,okutmak
1354,lehren::V,آموختن,öğretmek
1355,lehren::V,یاد دادن,okutmak
1356,lehren::V,یاد دادن,öğretmek
1357,unterrichten::V,درس دادن,öğretmek
1358,unterrichten::V,تدریس کردن,öğretmek
1359,aufziehen::V,تربیت کردن,yetiştirmek
1360,leiten::V,اداره کردن,yönetmek
1361,leiten::V,اداره کردن,idare etmek
1362,antreiben::V,عجله دادن,teşvik etmek
1363,lassen::V,وادار کردن,-tırmak
1364,einladen::V,دعوت کردن,davet etmek
1365,einladen::V,مهمان کردن,davet etmek
1366,vereinigen::V,یکی کردن,birleştirmek
1367,vereinigen::V,متحد کردن,birleştirmek
1368,besuchen::V,دیدار کردن,uğramak
1369,besuchen::V,دیدار کردن,ziyaret etmek
1370,besuchen::V,دیدار کردن,görmeye gitmek
1371,treffen::V,ملاقات کردن,rastlamak
1372,treffen::V,ملاقات کردن,isabet etmek
1373,sich versammeln::V,جمع شدن,toplanmak
1374,spielen::V,بازی کردن,oynamak
1375,singen::V,آواز خواندن,söylemek
1376,singen::V,آواز خواندن,şarkı söylemek
1377,tanzen::V,رقصیدن,oynamak
1378,tanzen::V,رقصیدن,dans etmek
1379,sich trennen::V,جدا شدن,ayrılmak
1380,verlassen::V,ترک کردن,bırakmak
1381,verlassen::V,ترک کردن,terk etmek
1382,retten::V,نجات دادن,kurtarmak
1383,bewachen::V,حراست کردن,gözetmek
1384,schützen::V,حفظ کردن,korumak
1385,verteidigen::V,دفاع کردن,savunmak
1386,sich schlagen::V,کتک‌کاری کردن,dövüşmek
1387,schießen::V,تیر زدن,ateş etmek
1388,siegen::V,پیروز شدن,yenmek
1389,ärgern::V,ناراحت کردن,kızdırmak
1390,schlagen::V,زدن,dövmek
1391,schlagen::V,کوبیدن,dövmek
1392,treten::V,لگد زدن,tepmek
1393,stechen::V,چاقو زدن,sokmak
1394,stechen::V,چاقو زدن,batırmak
1395,stoßen::V,هل دادن,itmek
1396,stehlen::V,دزدیدن,çalmak
1397,stören::V,مزاحم شدن,bozmak
1398,stören::V,مزاحم شدن,etkilemek
1399,belästigen::V,زحمت دادن,rahatsız etmek
1400,verbergen::V,پنهان کردن,saklamak
1401,täuschen::V,گول زدن,aldatmak
1402,täuschen::V,فریب دادن,aldatmak
1403,betrügen::V,گول زدن,aldatmak
1404,betrügen::V,گول زدن,dolandırmak
1405,betrügen::V,فریب دادن,aldatmak
1406,betrügen::V,فریب دادن,dolandırmak
1407,töten::V,کشتن,öldürmek
1408,wohnen::V,منزل داشتن,oturmak
1409,wohnen::V,سکونت داشتن,oturmak
1410,arbeiten::V,کار کردن,çalışmak
1411,sammeln::V,جمع کردن,toplamak
1412,pflücken::V,چیدن,koparmak
1413,jagen::V,شکار کردن,avlanmak
1414,fischen::V,صید کردن,balık tutmak
1415,fischen::V,ماهی‌گیری کردن,balık tutmak
1416,fassen::V,گرفتن,tutmak
1417,fassen::V,گرفتن,yakalamak
1418,hüten::V,چراندن,otlatmak
1419,hüten::V,مراقبت کردن,otlatmak
1420,treiben::V,راندن,gütmek
1421,anbinden::V,متصل کردن,bağlamak
1422,füttern::V,غذا دادن,beslemek
1423,melken::V,دوشیدن,sağmak
1424,hacken::V,خرد کردن,yarmak
1425,gießen::V,ریختن,sulamak
1426,reifen::V,رسیدن,olgunlaşmak
1427,zubereiten::V,طبخ کردن,hazırlamak
1428,zubereiten::V,آماده کردن,hazırlamak
1429,kochen::V,پختن,pişirmek
1430,kochen::V,پختن,kaynatmak
1431,kochen::V,آشپزی کردن,pişirmek
1432,kochen::V,آشپزی کردن,kaynatmak
1433,backen::V,پختن,pişirmek
1434,backen::V,پختن,fırında pişirmek
1435,braten::V,سرخ کردن,kızartmak
1436,umrühren::V,هم زدن,karıştırmak
1437,stricken::V,بافتن,örmek
1438,nähen::V,دوختن,dikmek
1439,färben::V,رنگ زدن,boyamak
1440,reinigen::V,پاک کردن,temizlemek
1441,reinigen::V,تمیز کردن,temizlemek
1442,waschen::V,شستن,yıkamak
1443,abwischen::V,زدودن,silmek
1444,spülen::V,شستن,çalkamak
1445,fegen::V,جارو کردن,süpürmek
1446,kehren::V,جارو کردن,süpürmek
1447,baden::V,شنا کردن,yıkanmak
1448,baden::V,شنا کردن,banyo yapmak
1449,baden::V,حمام کردن,yıkanmak
1450,baden::V,حمام کردن,banyo yapmak
1451,sich waschen::V,شستشو کردن,yıkanmak
1452,ausziehen::V,درآوردن,çıkarmak
1453,anziehen::V,پوشیدن,giymek
1454,sich anziehen::V,لباس پوشیدن,giyinmek
1455,kämmen::V,شانه زدن,taramak
1456,schmücken::V,زینت دادن,süslemek
1457,sagen::V,گفتن,demek
1458,sagen::V,گفتن,söylemek
1459,sprechen::V,حرف زدن,konuşmak
1460,sprechen::V,صحبت کردن,konuşmak
1461,reden::V,حرف زدن,konuşmak
1462,reden::V,صحبت کردن,konuşmak
1463,sich unterhalten::V,گپ زدن,sohbet etmek
1464,fragen::V,پرسیدن,sormak
1465,fragen::V,سؤال کردن,sormak
1466,bitten::V,خواهش کردن,dilemek
1467,bitten::V,خواهش کردن,rica etmek
1468,bitten::V,درخواست کردن,dilemek
1469,bitten::V,درخواست کردن,rica etmek
1470,erzählen::V,نقل کردن,bahsetmek
1471,erzählen::V,نقل کردن,hikâye etmek
1472,erzählen::V,حکایت کردن,bahsetmek
1473,erzählen::V,حکایت کردن,hikâye etmek
