,Concept_ID,lez,hr
254,Mädchen::N,руш,djevojčica
255,Familie::N,хзан,obitelj
256,Familie::N,хзан,porodica
257,Familie::N,килфет,obitelj
258,Familie::N,килфет,porodica
259,Großvater::N,чӏехи буба,djed
260,Großmutter::N,чӏехи диде,baka
261,Eltern::N,диде-буба,roditelji
262,Vater::N,буба,otac
263,Mutter::N,диде,majka
264,Sohn::N,хва,sin
265,Tochter::N,руш,kći
266,Tochter::N,руш,kćerka
267,Bruder::N,стха,brat
268,Schwester::N,вах,sestra
269,Onkel::N,ими,čika
270,Onkel::N,ими,ujak
271,Onkel::N,халу,čika
272,Onkel::N,халу,ujak
273,Tante::N,эме,ujna
274,Tante::N,эме,tetka
275,Tante::N,хала,ujna
276,Tante::N,хала,tetka
277,Ehemann::N,гъуьл,muž
278,Ehemann::N,гъуьл,suprug
279,Ehefrau::N,паб,žena
280,Ehefrau::N,паб,supruga
281,Freude::N,шадвал,radost
282,Gelächter::N,хъвер,grohot
283,Glück::N,бахт,sreća
284,Kummer::N,дерт,jad
285,Kummer::N,дерт,briga
286,Kummer::N,хажалат,jad
287,Kummer::N,хажалат,briga
288,Wunsch::N,мурад,želja
289,Lust::N,гьевес,volja
290,Geist::N,руьгь,duh
291,Gedanke::N,фикир,misao
292,Verstand::N,акьул,um
293,Verstand::N,акьул,razum
294,Sinn::N,мана,smisao
295,Sinn::N,мана,značenje
296,Grund::N,себеб,razlog
297,Wahrheit::N,керчек,istina
298,Wahrheit::N,гьакъикъат,istina
299,Gespräch::N,ихтилат,razgovor
300,Märchen::N,мах,bajka
301,Erzählung::N,кьиса,priča
302,Erzählung::N,кьиса,pripovijest
303,Nachricht::N,хабар,vijest
304,Neuigkeit::N,цӏийи хабар,novost
305,Name::N,тӏвар,ime
306,Rätsel::N,мискӏал,zagonetka
307,Rede::N,рахун,govor
308,Rede::N,рахун,besjeda
309,Sprache::N,чӏал,jezik
310,Stimme::N,ван,glas
311,Wort::N,гаф,riječ
312,Zeichen::N,ишара,znak
313,Ruf::N,эвер,povik
314,Ruf::N,эвер,poklik
315,Lärm::N,ван-сес,buka
316,Lärm::N,ван-сес,galama
317,Laut::N,ван,zvuk
318,Laut::N,сес,zvuk
319,Ton::N,ван-сес,ton
320,Lied::N,мани,pjesma
321,Ruhe::N,ласвал,tišina
322,Ruhe::N,ласвал,počinak
323,Ruhe::N,фаракъат,tišina
324,Ruhe::N,фаракъат,počinak
325,Ruhe::N,асайиш,tišina
326,Ruhe::N,асайиш,počinak
327,Leute::N,инсанар,ljudi
328,Volk::N,халкь,puk
329,Volk::N,халкь,narod
330,Arbeit::N,кӏвалах,rad
331,Arbeit::N,кӏвалах,posao
332,Gast::N,мугьман,gost
333,Geschenk::N,савкьат,dar
334,Geschenk::N,савкьат,poklon
335,Spiel::N,къугъун,igra
336,Gesellschaft::N,жемят,društvo
337,Gesellschaft::N,жемят,kompanija
338,Gesellschaft::N,общество,društvo
339,Gesellschaft::N,общество,kompanija
340,Hilfe::N,куьмек,pomoć
341,Freund::N,дуст,prijatelj
342,Kamerad::N,яр-дуст,drug
343,Kamerad::N,яр-дуст,drugar
344,Angelegenheit::N,кар,posao
345,Anzahl::N,сан,broj
346,Anzahl::N,сан,brojnost
347,Anzahl::N,кьадар,broj
348,Anzahl::N,кьадар,brojnost
349,Art::N,жуьре,vid
350,Art::N,жуьре,vrst
351,Stück::N,кӏус,komad
352,Teil::N,пай,dio
353,Hälfte::N,зур,polovina
354,Hälfte::N,зур пай,polovina
355,Kreis::N,круг,krug
356,Kreis::N,чкаяр,krug
357,Kreis::N,элкъвей цӏар,krug
358,Kreuz::N,хаш,križ
359,Linie::N,цӏар,crta
360,Strich::N,цӏар,crta
361,Abstand::N,ара,razmak
362,Abstand::N,ара,odstojanje
363,Entfernung::N,мензил,udaljenost
364,Gegend::N,чка,kraj
365,Gegend::N,чка,predeo
366,Platz::N,ара,mjesto
367,Ort::N,чка,mjesto
368,Seite::N,пад,bok
369,Seite::N,пад,strana
370,Mitte::N,юкь,sredina
371,Gegenstand::N,затӏ,predmet
372,Sache::N,шей,posao
373,Sache::N,затӏ,posao
374,Rand::N,къерех,rub
375,Rand::N,къерех,kraj
376,Kante::N,син,brid
377,Kante::N,син,ivica
378,Ecke::N,пӏипӏ,ugao
379,Spitze::N,кӏвенкӏв,vrh
380,Spitze::N,кӏвенкӏв,šiljak
381,Ende::N,кьил,konac
382,Loch::N,тӏеквен,rupa
383,Winkel::N,пӏипӏ,kut
384,Winkel::N,пӏипӏ,ugao
385,Muster::N,гишир,uzor
386,Größe::N,кьадар,veličina
387,Länge::N,яргъивал,duljina
388,Höhe::N,кьакьанвал,visina
389,Gewicht::N,заланвал,težina
390,Menge::N,кьадар,mnoštvo
391,Menge::N,кьадар,količina
392,Haufen::N,хара,hrpa
393,Haufen::N,хара,gomila
394,Reihe::N,жерге,red
395,Boot::N,луьткве,čun
396,Boot::N,луьткве,čamac
397,Ruder::N,кьусу,veslo
398,Schlitten::N,гъелерар,saone
399,Lagerfeuer::N,цӏай,logorska vatra
400,Last::N,заланвал,tovar
401,Gang::N,ериш,hod
402,Schritt::N,къадам,korak
403,Norden::N,кефер,sjever
404,Norden::N,кефер пад,sjever
405,Süden::N,кьибле,jug
406,Westen::N,рагъакӏидай пад,zapad
407,Osten::N,рагъэкъечӏдай пад,istok
408,Holz::N,кӏарас,drvo
409,Brett::N,кьул,daska
410,Brett::N,тахта,daska
411,Stütze::N,даях,potpora
412,Stange::N,юрк,motka
413,Stock::N,лаш,štap
414,Stock::N,лаш,palica
415,Stab::N,юрк,štap
416,Stab::N,юрк,šipka
417,Rohr::N,турба,cijev
418,Haus::N,ужагъ,kuća
419,Heim::N,кӏвал,dom
420,Ofen::N,пич,peć
421,Fußboden::N,кӏвалин ччил,pod
422,Tisch::N,стол,stol
423,Tisch::N,стол,trpeza
424,Stuhl::N,стул,stolac
425,Stuhl::N,стул,stolica
426,Wiege::N,кьеб,kolijevka
427,Bett::N,тахт,krevet
428,Bett::N,тахт,postelja
429,Regal::N,кьацӏ,polica
430,Kiste::N,ящик,sanduk
431,Fenster::N,дакӏар,prozor
432,Tür::N,рак,vrata
433,Tor::N,варар,vrata
434,Tor::N,варар,kapija
435,Zaun::N,пару,plot
436,Zaun::N,пару,ograda
437,Dach::N,къав,krov
438,Leiter::N,гурар,ljestve
439,Leiter::N,гурар,ljestvice
440,Besen::N,таран кул,metla
441,Spaten::N,ппер,ašov
442,Schaufel::N,хекендаз,lopata
443,Gabel::N,шиш,viljuška
444,Löffel::N,тӏур,žlica
445,Messer::N,чукӏул,nož
446,Nagel::N,мих,čavao
447,Netz::N,чил,mreža
448,Haken::N,къармах,kuka
449,Griff::N,ттум,držak
450,Griff::N,ттум,ručica
451,Schloss::N,куьлег,brava
452,Bild::N,шикил,slika
453,Bild::N,суьрет,slika
454,Figur::N,фигура,figura
455,Puppe::N,нини,lutka
456,Beutel::N,тагъар,kesa
457,Bündel::N,галгам,snop
458,Bündel::N,галгам,svežanj
459,Tasche::N,чанта,torba
460,Tasche::N,чанта,taška
461,Eimer::N,ведре,kabao
462,Deckel::N,кьил,poklopac
463,Deckel::N,къалпагъ,poklopac
464,Geschirr::N,къаб-къажах,suđe
465,Geschirr::N,къаб-къажах,posuđe
466,Sack::N,чувал,džak
467,Sack::N,чувал,vreća
468,Tasse::N,сукӏра,šalica
469,Topf::N,къажгъан,lonac
470,Kessel::N,къажгъан,kazan
471,Essen::N,тӏуьн,obrok
472,Nahrung::N,тӏуьн,hrana
473,Speise::N,хуьрек,jelo
474,Fleisch::N,як,meso
475,Getreide::N,техил,žito
476,Getreide::N,техил,žitarice
477,Brei::N,хапӏа,kaša
478,Brei::N,хешил,kaša
479,Brot::N,фу,kruh
480,Scheibe::N,чӏук,kriška
481,Fett::N,ягълу,mast
482,Fett::N,ягълу,salo
483,Butter::N,гъери,buter
484,Butter::N,гъери,maslac
485,Öl::N,ягълу,ulje
486,Salz::N,кьел,sol
487,Suppe::N,суп,supa
488,Suppe::N,шурпа,supa
489,Honig::N,вирт,med
490,Milch::N,нек,mlijeko
491,Tee::N,чай,čaj
492,Leder::N,тумаж,koža
493,Wolle::N,йис,vuna
494,Stoff::N,парча,štof
495,Stoff::N,парча,tkanina
496,Nadel::N,раб,igla
497,Faden::N,гъал,nit
498,Faden::N,гъал,konac
499,Knopf::N,дуьгме,dugme
500,Knoten::N,тӏвал,čvor
501,Knoten::N,тӏвал,uzao
502,Farbe::N,ранг,farba
503,Kleidung::N,партал,odjeća
504,Hemd::N,перем,košulja
505,Kragen::N,хев,ovratnik
506,Ärmel::N,хел,rukav
507,Hose::N,шалвар,hlače
508,Gürtel::N,чӏул,pas
509,Gürtel::N,чӏул,pojas
510,Mütze::N,бармак,kapa
511,Mütze::N,бапӏах,kapa
512,Schuh::N,ботинка,cipela
513,Stiefel::N,чекме,čizma
514,Ring::N,тупӏал,prsten
515,Band::N,тасма,vrpca
516,Kamm::N,регъ,češalj
517,Spiegel::N,гуьзгуь,zrcalo
518,Spiegel::N,гуьзгуь,ogledalo
519,Riemen::N,къайиш,kaiš
520,Riemen::N,къайиш,remen
521,Schnur::N,еб,vrpca
522,Decke::N,яргъан,ćebe
523,Decke::N,яргъан,pokrivač
524,Kissen::N,хъуьцуьган,jastuk
525,Tuch::N,шал,rubac
526,Tuch::N,шал,marama
527,Handtuch::N,дасмал,ručnik
528,Kraft::N,гуж,snaga
529,Stärke::N,къуват,jakost
530,Gesundheit::N,сагъвал,zdravlje
531,Krankheit::N,тӏал,bolest
532,Schmerz::N,тӏал,bol
533,Schmerz::N,тӏарвал,bol
534,Wunde::N,хер,rana
535,Fieber::N,ифин,groznica
536,Arznei::N,дарман,lijek
537,Brücke::N,муьгъ,most
538,Brücke::N,муьгъ,ćuprija
539,Brunnen::N,къуй,bunar
540,Brunnen::N,къуй,zdenac
541,Weide::N,уьруьш,paša
542,Weide::N,уьруьш,pašnjak
543,Pfad::N,рехъ,staza
544,Weg::N,рехъ,put
545,Straße::N,рехъ,drum
546,Straße::N,рехъ,cesta
547,Dorf::N,хуьр,selo
548,Stadt::N,шегьер,grad
549,Stadt::N,шегьер,varoš
550,Brief::N,кагъаз,list
551,Brief::N,кагъаз,pismo
552,Buch::N,улуб,knjiga
553,Buchstabe::N,гьарф,slovo
554,Zeitung::N,газета,novine
555,Leben::N,уьмуьр,život
556,Tod::N,кьиникь,smrt
557,Grab::N,сур,raka
558,Kirche::N,килиса,crkva
559,Sünde::N,гунагь,grijeh
560,Gott::N,аллагь,bog
561,Arbeiter::N,фяле,radnik
562,Chef::N,гьаким,šef
563,Meister::N,устӏар,majstor
564,Arzt::N,доктор,liječnik
565,Lehrer::N,муаллим,učitelj
566,Geld::N,пул,novac
567,Laden::N,магазин,dućan
568,Preis::N,къимет,cijena
569,Ware::N,мал,roba
570,Ware::N,товар,roba
571,Nutzen::N,хийир,korist
572,Nutzen::N,менфят,korist
573,Reichtum::N,девлет,bogatstvo
574,Welt::N,дуьнья,svijet
575,Land::N,уьлкве,zemlja
576,Staat::N,пачагьлугъ,država
577,Staat::N,государство,država
578,König::N,пачагь,kralj
579,Macht::N,власть,moć
580,Macht::N,власть,vlast
581,Grenze::N,сергьят,granica
582,Krieg::N,дяве,rat
583,Feind::N,душман,neprijatelj
584,Gewalt::N,гуж,sila
585,Gewalt::N,гуж,nasilje
586,Kampf::N,женг,boj
587,Kampf::N,женг,borba
588,Bogen[Waffe]::N,чӏемерук,luk
589,Pfeil::N,хьел,strijela
590,Gewehr::N,тфенг,puška
591,Fehler::N,гъалатӏ,pogreška
592,Fehler::N,гъалатӏ,griješka
593,Lüge::N,ттаб,laž
594,Schaden::N,зиян,šteta
595,Schaden::N,зарар,šteta
596,Unglück::N,бала,nesreća
597,Unglück::N,бедбахтвал,nesreća
598,Schuld::N,тахсир,krivnja
599,Alter::N,яш,dob
600,Schluss::N,эхир,kraj
601,Schluss::N,эхир,konac
602,Zeit::N,вяде,doba
603,Zeit::N,вяде,vrijeme
604,Tag::N,югъ,dan
605,Morgen::N,пакама,jutro
606,Mittag::N,нисин,podne
607,Abend::N,няни,veče
608,Abend::N,няни,večer
609,Nacht::N,йиф,noć
610,Woche::N,гьафте,sedmica
611,Monat::N,варз,mjesec
612,Jahr::N,йис,godina
613,Frühling::N,гатфар,proljeće
614,Sommer::N,гад,ljeto
615,Herbst::N,зул,jesen
616,Winter::N,кьуьд,zima
617,Januar::N,январь,januar
618,Januar::N,январь,siječanj
619,Februar::N,февраль,veljača
620,Februar::N,февраль,februar
621,März::N,март,mart
622,März::N,март,ožujak
623,April::N,апрель,april
624,April::N,апрель,travanj
625,Mai::N,май,maj
626,Mai::N,май,svibanj
627,Juni::N,июнь,juni
628,Juni::N,июнь,lipanj
629,Juli::N,июль,juli
630,Juli::N,июль,srpanj
631,August::N,август,august
632,August::N,август,kolovoz
633,September::N,сентябрь,rujan
634,September::N,сентябрь,septembar
635,Oktober::N,октябрь,oktobar
636,Oktober::N,октябрь,listopad
637,November::N,ноябрь,studeni
638,November::N,ноябрь,novembar
639,Dezember::N,декабрь,prosinac
640,Montag::N,ислен,ponedjeljak
641,Montag::N,ислен,ponedjeljnik
642,Dienstag::N,саласа,utorak
643,Dienstag::N,саласа,utornik
644,Mittwoch::N,арбе,srijeda
645,Donnerstag::N,хемис югъ,četvrtak
646,Freitag::N,жуьмя,petak
647,Freitag::N,жуьмя югъ,petak
648,Samstag::N,киш,subota
649,Sonntag::N,гьяд,nedjelja
650,groß::A,еке,velik
651,groß::A,чӏехи,velik
652,klein::A,гъвечӏи,mali
653,klein::A,гъвечӏи,malen
654,lang::A,яргъи,dug
655,lang::A,яргъи,dugačak
656,kurz::A,куьруь,kratak
657,breit::A,гьяркьуь,širok
658,schmal::A,гуьтӏуь,uski
659,schmal::A,гуьтӏуь,uzak
660,dicht::A,къалин,gust
661,dünn::A,кьелечӏ,tanak
662,fein::A,шуькӏуь,fin
663,fein::A,шуькӏуь,tanak
664,fest::A,кӏеви,čvrst
665,flach::A,кьулу,ravan
666,flach::A,кьулу,plosnat
667,glatt::A,цӏалцӏам,gladak
668,hart::A,кӏеви,tvrd
669,weich::A,хъуьтуьл,mek
670,weich::A,хъуьтуьл,mekan
671,rund::A,элкъвей,okrugao
672,spitz::A,хци,oštar
673,spitz::A,хци,šiljast
674,scharf::A,хци,oštar
675,scharf::A,хци,bridak
676,stumpf::A,къуьруь,tup
677,schwer::A,залан,težak
678,schön::A,иер,krasan
679,heiß::A,кудай,vruć
680,warm::A,чими,topao
681,kalt::A,мекьи,hladan
682,kühl::A,къайи,hladan
683,frisch::A,таза,svjež
684,frisch::A,михьи,svjež
685,feucht::A,ламу,vlažan
686,nass::A,кьежей,mokar
687,trocken::A,кьуру,suh
688,voll::A,ацӏай,pun
689,leer::A,буш,prazan
690,leer::A,ичӏи,prazan
691,offen::A,ахъа,otvoren
692,geschlossen::A,кӏеви,zatvoren
693,sauber::A,михьи,čist
694,schmutzig::A,чиркин,nečist
695,schmutzig::A,чиркин,blatan
696,schmutzig::A,кьацӏай,nečist
697,schmutzig::A,кьацӏай,blatan
698,roh::A,чиг,sirov
699,roh::A,ицӏи,sirov
700,reif::A,дигмиш хьайи,zreo
701,lecker::A,дадлу,tečan
702,lecker::A,дадлу,ukusan
703,süß::A,ширин,sladak
704,bitter::A,туькьуьл,gorak
705,sauer::A,цуру,kiseo
706,hell::A,экуь,vedar
707,hell::A,экуь,svijetao
708,dunkel::A,мичӏи,taman
709,schwarz::A,чӏулав,crn
710,weiß::A,лацу,bio
711,weiß::A,лацу,bijel
712,rot::A,яру,crven
713,gelb::A,хъипи,žut
714,blau::A,вили,plav
715,blau::A,вили,modar
716,grün::A,къацу,zelen
717,grau::A,рехи,siv
718,bunt::A,цӏару,šaren
719,bunt::A,яру-цӏару,šaren
720,billig::A,ужуз,jeftin
721,teuer::A,багьа,skup
722,wertvoll::A,масан,vrijedan
723,wertvoll::A,масан,dragocjen
724,blind::A,буьркьуь,slijep
725,taub::A,биши,gluh
726,kräftig::A,гужлу,snažan
727,stark::A,къуватлу,jak
728,stark::A,къуватлу,snažan
729,schwach::A,такьатсуз,slab
730,fett::A,куьк,pretio
731,schlank::A,шумал,vitak
732,hübsch::A,гуьрчег,zgodan
733,böse::A,пис,zao
734,böse::A,пис,opak
735,dumm::A,ахмакь,glup
736,faul::A,тенпел,lijen
737,fleißig::A,сяй ийидай,radin
738,fleißig::A,сяй ийидай,marljiv
739,fleißig::A,сяйи ийидай,radin
740,fleißig::A,сяйи ийидай,marljiv
741,geizig::A,мискьи,škrt
742,klug::A,акьуллу,razborit
743,geschickt::A,магьир,vješt
744,lieb::A,играми,drag
745,lustig::A,шад,veseo
746,sanft::A,назик,blag
747,sanft::A,милайим,blag
748,hungrig::A,гишин,gladan
749,krank::A,кефсуз,bolestan
750,nackt::A,кьецӏил,nag
751,traurig::A,пашман,tužan
752,traurig::A,пашман,žalostan
753,lebendig::A,ччан алай,živ
754,gut::A,хъсан,dobar
755,gut::A,вижевай,dobar
756,schlecht::A,пис,loš
757,schlecht::A,пис,rđav
758,richtig::A,дуьз,tačan
759,richtig::A,дуьз,ispravan
760,schlimm::A,нифретлу,zao
761,schlimm::A,нифретлу,zločest
762,wahr::A,гьакъикъи,istinit
763,alt::A,эски,star
764,alt::A,куьгьне,star
765,neu::A,цӏийи,nov
766,ehemalig::A,виликан,bivši
767,alt[Lebewesen]::A,кьуьзуь,star
768,jung::A,жегьил,mlad
769,arm::A,кесиб,ubog
770,arm::A,кесиб,siromašan
771,reich::A,девлетлу,bogat
772,bekannt::A,чидай,poznat
773,berühmt::A,машгьур,čuven
774,berühmt::A,машгьур,slavan
775,fremd::A,ччара,tuđ
776,fremd::A,ччара,stran
777,verschieden::A,жуьреба-жуьре,razan
778,verschieden::A,жуьреба-жуьре,različan
779,nah::A,мукьвал,blizak
780,fern::A,яргъал,dalek
781,fern::A,яргъал,daljnji
782,linker::A,чапла,lijevi
783,rechter::A,эрчӏи,desni
784,anderer::A,маса,drugi
785,anderer::A,маса,drugačiji
786,anderer::A,муькуь,drugi
787,anderer::A,муькуь,drugačiji
788,erster::A,сад лагьай,prvi
789,zweiter::A,кьвед лагьай,drugi
790,dritter::A,пуд лагьай,treći
791,letzter::A,эхиримжи,zadnji
792,allein::ADV,кьилди,sam
793,zusammen::ADV,санал,skupa
794,zusammen::ADV,санал,zajedno
795,lange::ADV,яргъалди,dugo
796,plötzlich::ADV,садлагьана,naglo
797,plötzlich::ADV,садлагьана,iznenada
798,sofort::ADV,гьасятда,odmah
799,später::ADV,гуьгъуьнлай,kasnije
800,jetzt::ADV,гила,sad
801,jetzt::ADV,гила,sada
802,heute::ADV,къе,danas
803,morgen::ADV,пака,sutra
804,bald::ADV,мукьва,skoro
805,bald::ADV,мукьва,doskora
806,bald::ADV,мукьвара,skoro
807,bald::ADV,мукьвара,doskora
