,Concept_ID,mn,et
104,Donner::N,тэнгэрийн дуу,kõu
105,Donner::N,тэнгэрийн дуу,müristamine
106,Strömung::N,урсгал,voolus
107,Strömung::N,урсгал,jõevool
108,Tropfen::N,дусал,tilk
109,Schaum::N,хөөс,vaht
110,Schmutz::N,хир,pori
111,Schmutz::N,хир,mustus
112,Schmutz::N,шавхай,pori
113,Schmutz::N,шавхай,mustus
114,See::N,нуур,järv
115,Sumpf::N,намаг,soo
116,Sumpf::N,балчиг,soo
117,Moor::N,хүлрийн намаг,raba
118,Wiese::N,нуга,aas
119,Wiese::N,нуга,nurm
120,Wald::N,ой,mets
121,Hügel::N,болдог,küngas
122,Anhöhe::N,гүвээ,küngas
123,Berg::N,уул,mägi
124,Gipfel::N,орой,mäetipp
125,Gipfel::N,оргил,mäetipp
126,Höhle::N,агуй,koobas
127,Abhang::N,хүр,nõlvak
128,Quelle::N,булаг,allikas
129,Bach::N,горхи,oja
130,Fluss::N,гол,jõgi
131,Fluss::N,мөрөн,jõgi
132,Ufer::N,эрэг,kallas
133,Küste::N,эрэг,rannik
134,Festland::N,хуурай газар,mander
135,Festland::N,хуурай газар,maismaa
136,Meer::N,далай,meri
137,Meer::N,тэнгис,meri
138,Bucht::N,булан,laht
139,Bucht::N,далайн тохой,laht
140,Insel::N,арал,saar
141,Blume::N,цэцэг,lill
142,Gras::N,өвс,rohi
143,Gras::N,ногоо,rohi
144,Wurzel::N,үндэс,juur
145,Baum::N,мод,puu
146,Stamm::N,иш,tüvi
147,Stamm::N,гуалин,tüvi
148,Rinde::N,холтос,koor
149,Ast::N,гишүү,oks
150,Zweig::N,салаа,oks
151,Blatt::N,навч,leht
152,Birke::N,хус,kask
153,Kiefer[Baum]::N,нарс,mänd
154,Weide[Baum]::N,уд,paju
155,Weide[Baum]::N,бургас,paju
156,Tanne::N,гачуур,nulg
157,Horn::N,эвэр,sarv
158,Feder::N,өд,sulg
159,Fell::N,арьс,karvkate
160,Fell::N,арьс,karusnahk
161,Flügel::N,жигүүр,tiib
162,Flügel::N,жигүүр,tiivik
163,Flügel::N,далавч,tiib
164,Flügel::N,далавч,tiivik
165,Klaue::N,савар,küüs
166,Klaue::N,хумс,küüs
167,Kralle::N,савар,küünis
168,Schwanz::N,сүүл,saba
169,Ei::N,өндөг,muna
170,Nest::N,үүр,pesa
171,Bau::N,нүх,urg
172,Bau::N,элүү,urg
173,Tier::N,амьтан,loom
174,Tier::N,адгуус,loom
175,Herde::N,сүрэг,kari
176,Kuh::N,үнээ,lehm
177,Bulle::N,бух,pull
178,Pferd::N,морь,hobune
179,Pferd::N,адуу,hobune
180,Schaf::N,хонь,lammas
181,Schwein::N,гахай,siga
182,Hund::N,нохой,koer
183,Katze::N,муур,kass
184,Katze::N,мигуй,kass
185,Bär::N,баавгай,karu
186,Eichhörnchen::N,хэрэм,orav
187,Elch::N,хандгай,põder
188,Fuchs::N,үнэг,rebane
189,Hase::N,туулай,jänes
190,Maus::N,хулгана,hiir
191,Wolf::N,чоно,hunt
192,Vogel::N,шувуу,lind
193,Schwarm::N,сүрэг,parv
194,Huhn::N,тахиа,kana
195,Hahn::N,эр тахиа,kukk
196,Gans::N,галуу,hani
197,Adler::N,бүргэд,kotkas
198,Ente::N,нугас,part
199,Eule::N,ууль,kakk
200,Eule::N,ууль,öökull
201,Kranich::N,тогоруу,kurg
202,Krähe::N,хэрээ,vares
203,Kuckuck::N,хөхөө,kägu
204,Schwan::N,хун,luik
205,Fisch::N,загас,kala
206,Barsch::N,алгана,ahven
207,Hecht::N,цурхай,haug
208,Schlange[Tier]::N,могой,uss
209,Wurm::N,өт,uss
210,Wurm::N,өт,vagel
211,Wurm::N,хорхой,uss
212,Wurm::N,хорхой,vagel
213,Spinne::N,аалз,ämblik
214,Ameise::N,шоргоолж,sipelgas
215,Laus::N,бөөс,täi
216,Mücke::N,шумуул,sääsk
217,Fliege::N,ялаа,kärbes
218,Schmetterling::N,эрвээхэй,liblikas
219,Beere::N,жимсгэнэ,mari
220,Apfel::N,алим,õun
221,Pilz::N,мөөг,seen
222,Zwiebel::N,сонгино,sibul
223,Saat::N,тариа,seeme
224,Korn::N,үр,iva
225,Korn::N,үр,tera
226,Korn::N,мөхлөг,iva
227,Korn::N,мөхлөг,tera
228,Heu::N,өвс,hein
229,Schale::N,хальс,koor
230,Grube::N,алам,kaevand
231,Grube::N,нүх,kaevand
232,Falle::N,хавх,lõks
233,Falle::N,хавх,püünis
234,Falle::N,занга,lõks
235,Falle::N,занга,püünis
236,Schlinge::N,урхи,aas
237,Spur::N,мөр,jälg
238,Asche::N,үнс,tuhk
239,Dreck::N,хир,saast
240,Dreck::N,хир,mustus
241,Eisen::N,төмөр,raud
242,Gold::N,алт,kuld
243,Silber::N,мөнгө,hõbe
244,Kohle::N,нүүрс,süsi
245,Glas::N,шил,klaas
246,Lehm::N,шавар,savi
247,Sand::N,элс,liiv
248,Mensch::N,хүн,inimene
249,Mann::N,эр,mees
250,Mann::N,эрэгтэй,mees
251,Frau::N,эмэгтэй,naine
252,Frau::N,хатагтай,naine
253,Kind::N,хүүхэд,laps
254,Junge::N,хүү,poiss
255,Mädchen::N,охин,tüdruk
256,Mädchen::N,бүсгүй,tüdruk
257,Familie::N,айл,perekond
258,Großvater::N,өвгөн аав,vanaisa
259,Großmutter::N,эмэг эх,vanaema
260,Großmutter::N,эмгээ,vanaema
261,Eltern::N,эцэг эх,vanemad
262,Vater::N,аав,isa
263,Vater::N,эцэг,isa
264,Mutter::N,эх,ema
265,Mutter::N,ээж,ema
266,Sohn::N,хүү,poeg
267,Tochter::N,охин,tütar
268,Bruder::N,ах,vend
269,Bruder::N,дүү,vend
270,Schwester::N,эгч,õde
271,Schwester::N,охин дүү,õde
272,Onkel::N,авга ах,onu
273,Onkel::N,нагац ах,onu
274,Tante::N,авга эгч,tädi
275,Tante::N,нагац эгч,tädi
276,Ehemann::N,нөхөр,mees
277,Ehemann::N,нөхөр,abikaasa
278,Ehefrau::N,эхнэр,naine
279,Ehefrau::N,эхнэр,abikaasa
280,Ehefrau::N,гэргий,naine
281,Ehefrau::N,гэргий,abikaasa
282,Freude::N,баяр,rõõm
283,Freude::N,баясгалан,rõõm
284,Gelächter::N,инээдэм,naer
285,Glück::N,жаргалан,õnn
286,Kummer::N,гаслан,mure
287,Kummer::N,гаслан,kurbus
288,Wunsch::N,ерөөл,soov
289,Lust::N,дур,himu
290,Lust::N,хүсэл,himu
291,Geist::N,оюун,vaim
292,Gedanke::N,сэтгэл,mõte
293,Gedächtnis::N,ой,mälu
294,Gedächtnis::N,цээж,mälu
295,Verstand::N,ухаан,aru
296,Verstand::N,ухаан,mõistus
297,Sinn::N,утга,tähendus
298,Grund::N,учир,põhjus
299,Wahrheit::N,үнэн,tõde
300,Gespräch::N,яриа,kõne
301,Gespräch::N,яриа,vestlus
302,Märchen::N,явган үлгэр,muinasjutt
303,Erzählung::N,тууж,jutustus
304,Nachricht::N,мэдээ,teade
305,Neuigkeit::N,сонин,uudis
306,Name::N,нэр,nimi
307,Rätsel::N,оньсого,mõistatus
308,Rede::N,хэлсэн үг,kõne
309,Sprache::N,хэл,keel
310,Stimme::N,дуу,hääl
311,Wort::N,үг,sõna
312,Zeichen::N,тамга,märk
313,Zeichen::N,тэмдэг,märk
314,Ruf::N,дуудлага,hüüe
315,Lärm::N,шуугиан,müra
316,Lärm::N,чимээ,müra
317,Laut::N,анир,hääl
318,Laut::N,дуу,hääl
319,Ton::N,авиа,toon
320,Ton::N,аялгуу,toon
321,Lied::N,дуу,laul
322,Ruhe::N,энх,rahu
323,Ruhe::N,энх,vaikus
324,Ruhe::N,тайван,rahu
325,Ruhe::N,тайван,vaikus
326,Leute::N,хүмүүс,inimesed
327,Volk::N,улс,rahvas
328,Arbeit::N,ажил,töö
329,Arbeit::N,хөдөлмөр,töö
330,Gast::N,зочин,külaline
331,Gast::N,айлчин,külaline
332,Geschenk::N,бэлэг,kingitus
333,Spiel::N,наадам,mäng
334,Spiel::N,тоглоом,mäng
335,Gesellschaft::N,хамт байх,selts
336,Hilfe::N,тусламж,abi
337,Freund::N,найз,sõber
338,Freund::N,нөхөр,sõber
339,Kamerad::N,хань,sõber
340,Kamerad::N,нөхөр,sõber
341,Angelegenheit::N,хэрэг,asi
342,Anzahl::N,тоо,arv
343,Anzahl::N,тоо,hulk
344,Art::N,төрөл,liik
345,Art::N,янз,liik
346,Stück::N,хэсэг,tükk
347,Teil::N,хувь,osa
348,Teil::N,хэсэг,osa
349,Hälfte::N,хагас,pool
350,Kreis::N,тойрог,ring
351,Kreis::N,хүрээ,ring
352,Kreuz::N,загалмай,rist
353,Linie::N,шугам,joon
354,Strich::N,зураас,joon
355,Abstand::N,зай,vahe
356,Entfernung::N,зай,kaugus
357,Entfernung::N,зай,vahemaa
358,Entfernung::N,хол ойр,kaugus
359,Entfernung::N,хол ойр,vahemaa
360,Gegend::N,хавь,ümbrus
361,Gegend::N,газар,ümbrus
362,Platz::N,зай,ruum
363,Platz::N,завсар,ruum
364,Ort::N,газар,paik
365,Ort::N,байр,paik
366,Seite::N,тал,pool
367,Seite::N,этгээд,pool
368,Mitte::N,төв,keskpaik
369,Mitte::N,дунд,keskpaik
370,Gegenstand::N,юм,ese
371,Sache::N,үйл,ese
372,Sache::N,хэрэг,ese
373,Rand::N,зах,äär
374,Rand::N,зах,serv
375,Rand::N,хөвөө,äär
376,Rand::N,хөвөө,serv
377,Kante::N,ирмэг,kant
378,Ecke::N,өнцөг,nurk
379,Spitze::N,үзүүр,teravik
380,Ende::N,зах,ots
381,Ende::N,зах,jupp
382,Ende::N,үзүүр,ots
383,Ende::N,үзүүр,jupp
384,Loch::N,цоорхой,auk
385,Loch::N,онгорхой,auk
386,Winkel::N,өнцөг,nurk
387,Muster::N,хээ,muster
388,Muster::N,угалз,muster
389,Größe::N,хэмжээ,suurus
390,Länge::N,урт,pikkus
391,Höhe::N,өндөр,kõrgus
392,Gewicht::N,жин,kaal
393,Gewicht::N,жин,raskus
394,Menge::N,тоо,arv
395,Menge::N,тоо,hulk
396,Haufen::N,бөөн,hunnik
397,Reihe::N,эгнээ,rivi
398,Boot::N,завь,paat
399,Ruder::N,сэлүүр,aer
400,Schlitten::N,чарга,saan
401,Ski::N,цана,suusk
402,Lagerfeuer::N,түүдэг,lõke
403,Last::N,ачаа,koorem
404,Gang::N,явдал,käik
405,Schritt::N,алхам,samm
406,Norden::N,умар,põhi
407,Süden::N,урд,lõuna
408,Süden::N,өмнө,lõuna
409,Westen::N,өрнө,lääs
410,Westen::N,баруун,lääs
411,Osten::N,зүүн,ida
412,Osten::N,дорно,ida
413,Holz::N,мод,puu
414,Brett::N,банз,saelaud
415,Platte::N,хавтан,plaat
416,Stütze::N,тулгуур,tugi
417,Stütze::N,тулга,tugi
418,Stange::N,сургааг,latt
419,Stange::N,сургааг,teivas
420,Stock::N,саваа,kepp
421,Stab::N,таяг,varras
422,Rohr::N,хоолой,toru
423,Haus::N,гэр,maja
424,Haus::N,байшин,maja
425,Heim::N,гэр,kodu
426,Ofen::N,зуух,ahi
427,Ofen::N,пийшин,ahi
428,Fußboden::N,шал,põrand
429,Tisch::N,ширээ,laud
430,Stuhl::N,сандал,tool
431,Wiege::N,өлгий,häll
432,Wiege::N,өлгий,kätki
433,Bett::N,ор,voodi
434,Regal::N,тавиур,riiul
435,Kiste::N,авдар,kast
436,Kiste::N,хайрцаг,kast
437,Fenster::N,гэгээвч,aken
438,Tür::N,үүд,uks
439,Tür::N,хаалга,uks
440,Tor::N,хаалга,värav
441,Zaun::N,хашаа,aed
442,Zaun::N,хашаа,tara
443,Dach::N,дээвэр,katus
444,Leiter::N,шат,redel
445,Besen::N,хамуур,luud
446,Besen::N,туужуу,luud
447,Spaten::N,хүрз,labidas
448,Schaufel::N,хүрз,kühvel
449,Gabel::N,сэрээ,kahvel
450,Löffel::N,халбага,lusikas
451,Messer::N,хутга,nuga
452,Nagel::N,хадаас,nael
453,Netz::N,өөш,võrk
454,Netz::N,тор,võrk
455,Haken::N,гох,haak
456,Haken::N,гох,konks
457,Griff::N,иш,sang
458,Griff::N,иш,käepide
459,Griff::N,сэнж,sang
460,Griff::N,сэнж,käepide
461,Schloss::N,цуурга,lukk
462,Schloss::N,цоож,lukk
463,Bild::N,зураг,pilt
464,Figur::N,баримал,kuju
465,Figur::N,баримал,kujund
466,Puppe::N,хүүхэлдэй,nukk
467,Beutel::N,агсаа,paun
468,Beutel::N,уут,paun
469,Bündel::N,боодол,kimp
470,Tasche::N,цүнх,kott
471,Eimer::N,хөнөг,pang
472,Eimer::N,хөнөг,ämber
473,Eimer::N,хувин,pang
474,Eimer::N,хувин,ämber
475,Deckel::N,таг,kaas
476,Deckel::N,хавхаг,kaas
477,Geschirr::N,сав суулга,nõud
478,Sack::N,шуудай,kott
479,Tasse::N,аяга,tass
480,Topf::N,тогоо,pada
481,Kessel::N,тогоо,pada
482,Essen::N,идээ,söök
483,Nahrung::N,хүнс,toit
484,Speise::N,идээ,roog
485,Fleisch::N,мах,liha
486,Getreide::N,будаа,teravili
487,Brei::N,богшмол,puder
488,Brei::N,будаа,puder
489,Brot::N,талх,sai
490,Brot::N,талх,leib
491,Scheibe::N,зүсэм,viil
492,Scheibe::N,зүсэм,viilukas
493,Scheibe::N,хэрчим,viil
494,Scheibe::N,хэрчим,viilukas
495,Fett::N,өөх,rasv
496,Butter::N,тос,või
497,Öl::N,тос,õli
498,Salz::N,давс,sool
499,Suppe::N,шөл,supp
500,Honig::N,бал,mesi
501,Milch::N,сүү,piim
502,Tee::N,цай,tee
503,Leder::N,арьс,nahk
504,Leder::N,савхи,nahk
505,Wolle::N,ноос,vill
506,Wolle::N,унгас,vill
507,Stoff::N,бөс,kangas
508,Nadel::N,зүү,nõel
509,Faden::N,боолт,niit
510,Faden::N,утас,niit
511,Knopf::N,товч,nööp
512,Knoten::N,зангилаа,sõlm
513,Farbe::N,будаг,värv
514,Kleidung::N,хувцас,riided
515,Kleidung::N,хувцас,riietus
516,Hemd::N,цамц,särk
517,Kragen::N,зах заам,krae
518,Ärmel::N,ханцуй,varrukas
519,Hose::N,өмд,püksid
520,Gürtel::N,бүс,vöö
521,Mütze::N,малгай,müts
522,Mütze::N,бүрх,müts
523,Schuh::N,туфли,king
524,Stiefel::N,гутал,saabas
525,Ring::N,бөгж,sõrmus
526,Band::N,тууз,lint
527,Kamm::N,сам,kamm
528,Spiegel::N,толь,peegel
529,Riemen::N,тасам,rihm
530,Riemen::N,сур,rihm
531,Schnur::N,татлага,nöör
532,Leine::N,оосор,jalutusrihm
533,Decke::N,хөнжил,tekk
534,Decke::N,хучлага,tekk
535,Kissen::N,дэр,padi
536,Tuch::N,алчуур,kalev
537,Tuch::N,даавуу,kalev
538,Handtuch::N,алчуур,käterätik
539,Kraft::N,чадал,jõud
540,Kraft::N,хүч,jõud
541,Stärke::N,эрч,tugevus
542,Stärke::N,тэнхээ,tugevus
543,Gesundheit::N,бие,tervis
544,Gesundheit::N,эрүүл мэнд,tervis
545,Krankheit::N,эмгэг,haigus
546,Schmerz::N,өвчин,valu
547,Wunde::N,шарх,haav
548,Fieber::N,халуун,palavik
549,Arznei::N,эм,ravim
550,Brücke::N,гүүр,sild
551,Brunnen::N,худаг,kaev
552,Weide::N,бэлчээр,karjamaa
553,Pfad::N,жим,rada
554,Pfad::N,зөрөг,rada
555,Weg::N,зам,tee
556,Weg::N,харгуй,tee
557,Straße::N,зам,tee
558,Straße::N,харгуй,tee
559,Dorf::N,тосгон,küla
560,Dorf::N,гацаа,küla
561,Stadt::N,хот,linn
562,Brief::N,захидал,kiri
563,Brief::N,захиа,kiri
564,Buch::N,ном,raamat
565,Buch::N,бичиг,raamat
566,Buchstabe::N,үсэг,täht
567,Zeitung::N,сонин,ajaleht
568,Leben::N,амь,elu
569,Leben::N,амьдрал,elu
570,Tod::N,үхэл,surm
571,Grab::N,булш,haud
572,Kirche::N,сүм,kirik
573,Sünde::N,нүгэл,patt
574,Sünde::N,хилэнц,patt
575,Gott::N,бурхан,jumal
576,Arbeiter::N,ажилчин,tööline
577,Arbeiter::N,хөдөлмөрчин,tööline
578,Chef::N,дарга,ülemus
579,Chef::N,дарга,juhataja
580,Meister::N,дархан,meister
581,Arzt::N,эмч,arst
582,Lehrer::N,багш,õpetaja
583,Geld::N,цаас,raha
584,Geld::N,мөнгө,raha
585,Geschäft::N,наймаа,äri
586,Laden::N,дэлгүүр,pood
587,Laden::N,дэлгүүр,kauplus
588,Preis::N,үнэ,hind
589,Ware::N,таваар,kaup
590,Ware::N,бараа,kaup
591,Nutzen::N,ашиг,tulu
592,Nutzen::N,ашиг,kasulikkus
593,Reichtum::N,баялаг,rikkus
594,Welt::N,дэлхий,maailm
595,Welt::N,орчлон,maailm
596,Land::N,улс,maa
597,Land::N,орон,maa
598,Staat::N,төр,riik
599,Staat::N,гүрэн,riik
600,König::N,ван,kuningas
601,Macht::N,засаг,võim
602,Grenze::N,хил,piir
603,Krieg::N,дайн,sõda
604,Feind::N,дайсан,vaenlane
605,Gewalt::N,хүчирхэх,väevõim
606,Kampf::N,тэмцэл,võitlus
607,Kampf::N,байлдаан,võitlus
608,Bogen[Waffe]::N,нум,vibu
609,Pfeil::N,годил,nool
610,Pfeil::N,сум,nool
611,Gewehr::N,буу,püss
612,Fehler::N,эндэл,viga
613,Fehler::N,алдаа,viga
614,Lüge::N,худал,vale
615,Schaden::N,хор,kahju
616,Schaden::N,хөнөөл,kahju
617,Unglück::N,гай,häda
618,Unglück::N,гай,õnnetus
619,Unglück::N,гамшиг,häda
620,Unglück::N,гамшиг,õnnetus
621,Schuld::N,гэм,süü
622,Schuld::N,буруу,süü
623,Alter::N,нас,iga
624,Schluss::N,эцэс,lõpp
625,Schluss::N,төгсгөл,lõpp
626,Zeit::N,цаг,aeg
627,Tag::N,өдөр,päev
628,Morgen::N,өглөө,hommik
629,Mittag::N,үд,lõuna
630,Mittag::N,үд,keskpäev
631,Abend::N,үдэш,õhtu
632,Nacht::N,шөнө,öö
633,Woche::N,долоо хоног,nädal
634,Monat::N,сар,kuu
635,Jahr::N,жил,aasta
636,Frühling::N,хавар,kevad
637,Sommer::N,зун,suvi
638,Herbst::N,намар,sügis
639,Winter::N,өвөл,talv
640,Januar::N,нэгдүгээр сар,jaanuar
641,Februar::N,хоёрдугаар сар,veebruar
642,März::N,гуравдугаар сар,märts
643,April::N,дөрөвдүгээр сар,aprill
644,Mai::N,тавдугаар сар,mai
645,Juni::N,зургаадугаар сар,juuni
646,Juli::N,долдугаар сар,juuli
647,August::N,наймдугаар сар,august
648,September::N,есдүгээр сар,september
649,Oktober::N,аравдугаар сар,oktoober
650,November::N,арван нэгдүгээр сар,november
651,Dezember::N,арван хоёрдугаар сар,detsember
652,Montag::N,даваа,esmaspäev
653,Dienstag::N,мягмар,teisipäev
654,Mittwoch::N,лхагва,kesknädal
655,Donnerstag::N,пүрэв,neljapäev
656,Freitag::N,баасан,reede
657,Samstag::N,бямба,laupäev
658,Sonntag::N,ням,pühapäev
659,groß::A,их,suur
660,groß::A,том,suur
661,klein::A,бага,väike
662,klein::A,бага,pisike
663,klein::A,жаахан,väike
664,klein::A,жаахан,pisike
665,lang::A,урт,pikk
666,kurz::A,охор,lühike
667,kurz::A,богино,lühike
668,breit::A,өргөн,lai
669,schmal::A,уйтан,kitsas
670,schmal::A,нарийн,kitsas
671,dicht::A,нягт,tihe
672,dicht::A,чигжүү,tihe
673,dick[Gegenstand]::A,зузаан,jäme
674,dünn::A,нимгэн,õhuke
675,dünn::A,нимгэн,peenike
676,fein::A,нарийн,peen
677,fein::A,нарийн,õhuke
678,fest::A,бөх,püsiv
679,fest::A,бөх,kindel
680,fest::A,хатуу,püsiv
681,fest::A,хатуу,kindel
682,flach::A,хавтгай,lame
683,flach::A,хавтгай,tasane
684,glatt::A,цагаан,sile
685,hart::A,хатуу,kõva
686,weich::A,зөөлөн,pehme
687,rund::A,дугуй,ümar
688,rund::A,дугариг,ümar
689,spitz::A,шовх,torkav
690,spitz::A,шовгор,torkav
691,scharf::A,хурц,terav
692,scharf::A,иртэй,terav
693,stumpf::A,мохоо,nüri
694,schwer::A,хүнд,raske
695,schön::A,гуа,kena
696,schön::A,сайхан,kena
697,heiß::A,халуун,kuum
698,heiß::A,халуун,palav
699,warm::A,дулаан,soe
700,kalt::A,хүйтэн,külm
701,kühl::A,сэрүүн,jahe
702,frisch::A,эрүүл,värske
703,frisch::A,жихүүн,värske
704,feucht::A,чийгтэй,niiske
705,nass::A,нойтон,märg
706,trocken::A,хатсан,kuiv
707,voll::A,дүүрэн,täis
708,leer::A,хоосон,tühi
709,offen::A,онгорхой,avatud
710,offen::A,онгорхой,lahtine
711,geschlossen::A,битүү,suletud
712,geschlossen::A,хаалтай,suletud
713,sauber::A,цэвэр,puhas
714,sauber::A,хиргүй,puhas
715,schmutzig::A,бохир,räpane
716,schmutzig::A,бохир,määrdunud
717,schmutzig::A,хиртэй,räpane
718,schmutzig::A,хиртэй,määrdunud
719,roh::A,түүхий,toores
720,reif::A,болсон,küps
721,lecker::A,амттай,hõrk
722,lecker::A,амттай,maitsev
723,süß::A,амттай,magus
724,süß::A,чихэрлэг,magus
725,bitter::A,гашуун,mõru
726,sauer::A,эсгэлэн,hapu
727,hell::A,гэгээн,hele
728,hell::A,гэрэлтэй,hele
729,dunkel::A,бараан,pime
730,dunkel::A,харанхуй,pime
731,schwarz::A,хар,must
732,weiß::A,цагаан,valge
733,rot::A,улаан,punane
734,gelb::A,шар,kollane
735,blau::A,хөх,sinine
736,blau::A,цэнхэр,sinine
737,grün::A,ногоон,roheline
738,grau::A,орог,hall
739,grau::A,саарал,hall
740,bunt::A,эрээн,kirju
741,bunt::A,эрээн,värviline
742,billig::A,хямд,odav
743,teuer::A,үнэтэй,kallis
744,wertvoll::A,үнэт,väärtuslik
745,blind::A,сохор,pime
746,taub::A,чих хатуу,kurt
747,kräftig::A,чийрэг,jõuline
748,stark::A,хүчтэй,tugev
749,stark::A,чадалтай,tugev
750,schwach::A,сул,nõrk
751,schwach::A,сул,jõuetu
752,fett::A,тарган,rasvane
753,fett::A,голигор,rasvane
754,schlank::A,голшиг,sale
755,hübsch::A,сайхан,kena
756,hübsch::A,хөөрхөн,kena
757,böse::A,муу,tige
758,böse::A,хортой,tige
759,dumm::A,тэнэг,juhm
760,dumm::A,тэнэг,rumal
761,faul::A,залхуу,laisk
762,fleißig::A,чармайлтгай,virk
763,fleißig::A,чармайлтгай,hoolas
764,geizig::A,харамч,ihne
765,klug::A,цэцэн,tark
766,klug::A,цэцэн,arukas
767,klug::A,цэцэн,mõistlik
768,geschickt::A,дүйтэй,osav
769,lieb::A,хайрт,armas
770,lustig::A,цэнгэлтэй,lõbus
771,sanft::A,наалинхай,õrn
772,hungrig::A,өлөн,näljane
773,hungrig::A,өлссөн,näljane
774,krank::A,өвчтэй,haige
775,nackt::A,нүцгэн,alasti
776,traurig::A,гунигт,kurb
777,lebendig::A,амьд,elus
778,lebendig::A,амьтай,elus
779,gut::A,сайн,hea
780,schlecht::A,муу,halb
781,schlecht::A,өөдгүй,halb
782,richtig::A,зөв,õige
783,richtig::A,зүйтэй,õige
784,schlimm::A,муухай,paha
785,wahr::A,үнэн,tõene
786,wahr::A,жинхэнэ,tõene
787,alt::A,хуучин,vana
788,neu::A,шинэ,uus
789,ehemalig::A,агсан,endine
790,ehemalig::A,байсан,endine
791,alt[Lebewesen]::A,өвгөн,vana
792,alt[Lebewesen]::A,хижээл,vana
793,jung::A,залуу,noor
794,arm::A,ядуу,vaene
795,reich::A,баян,rikas
796,reich::A,баялаг,rikas
797,bekannt::A,танил,teada
798,bekannt::A,танил,tuttav
799,berühmt::A,цуутай,tuntud
800,berühmt::A,алдартай,tuntud
801,fremd::A,харь,võõras
802,fremd::A,гадаад,võõras
803,verschieden::A,ондоо,erinev
804,verschieden::A,янз янзын,erinev
805,nah::A,ойрын,lähedane
806,nah::A,дөтийн,lähedane
807,fern::A,холын,kauge
808,linker::A,буруу,vasak
809,rechter::A,баруун,parem
