,Concept_ID,xal,bn
694,oben::ADV,деер,উপরে
695,hinauf::ADV,өөдән,উচ্চতর অংশে
696,hinauf::ADV,деер,উচ্চতর অংশে
697,überall::ADV,альд болв чигн,সর্বত্র
698,nicht::ADV,эс,না
699,nicht::ADV,биш,না
700,nicht::ADV,бичә,না
701,ein wenig::ADV,баахн,অল্প
702,ein wenig::ADV,баахнар,অল্প
703,kaum::ADV,әрә,কষ্টসহকাবে
704,sehr::ADV,йир,খুব
705,so::ADV,иигҗ,তত
706,noch::ADV,ода чигн,এখন পর্যস্ত
707,nur::ADV,һанцхн,শুধু
708,schon::ADV,одх,ইতঃপুর্বে
709,wieder::ADV,бас,আবার
710,vergebens::ADV,киидән,বিফলে
711,vor::PRP,урд,সম্মুখে
712,hinter::PRP,ца,পশ্চাতে
713,unter::PRP,дор,নীচে
714,durch::PRP,ивт,দ্বারা
715,durch::PRP,дундаһур,দ্বারা
716,neben::PRP,хаҗуд,কাছে
717,zwischen::PRP,хоорнд,মধ্যে
718,wegen::PRP,көлтә,জন্য
719,wegen::PRP,деерәс,জন্য
720,dies::PRN,эн,এটা
721,das::PRN,тер,ওটা
722,alles::PRN,цуһар,সব
723,ich::PRN,би,আমি
724,du::PRN,чи,তুমি
725,er::PRN,тер,উনি
726,wir::PRN,мадн,আমরা
727,ihr::PRN,та,তোমরা
728,sie::PRN,тедн,তারা
729,was::FPRN,юн,কি
730,wer::FPRN,кен,কে
731,wo::FADV,хама,কোথায়
732,wohin::FADV,хамаран,কোথায়
733,wie::FADV,яһҗ,কেমন
734,wie::FADV,яһад,কেমন
735,warum::FADV,юңгад,কেন
736,wieviel::FNUM,кедү,কত
737,eins::NUM,негн,অক
738,zwei::NUM,хойр,দুই
739,drei::NUM,һурвн,তিন
740,vier::NUM,дөрвн,চার
741,fünf::NUM,тавн,পাঁচ
742,sechs::NUM,зурһан,ছয়
743,sieben::NUM,долан,সাত
744,acht::NUM,нәәмн,আট
745,neun::NUM,йисн,নয়
746,zehn::NUM,арвн,দশ
747,elf::NUM,арвн негн,এগারো
748,zwölf::NUM,арвн хойр,দ্বাদশ
749,zwanzig::NUM,хөрн,বিশ
750,dreißig::NUM,һучн,ত্রিশ
751,vierzig::NUM,дөчн,চল্লিশ
752,fünfzig::NUM,тәвн,পঞ্চাশ
753,sechzig::NUM,җирн,ষাট
754,siebzig::NUM,далн,সত্তর
755,achtzig::NUM,найн,আশি
756,neunzig::NUM,йирн,নব্বুই
757,hundert::NUM,зун,শত
758,tausend::NUM,миңһн,হাজার
759,und::CNJ,болн,আর
760,und::CNJ,болн,এবং
761,oder::CNJ,эс гиҗ,বা
762,oder::CNJ,эс гихлә,বা
763,stehen::V,зогсх,দাঁড়ানো
764,sitzen::V,суух,বসা
765,liegen::V,кевтх,শোয়া
766,hängen::V,өлгәтә бәәх,ঝোলা
767,werden::V,болх,হইয়া উঠা
768,passieren::V,болх,ঘটা
769,beginnen::V,эклх,আরম্ভ হওয়া
770,enden::V,төгсх,শেষ হওয়া
771,wechseln::V,хүврх,রূপাস্তর করা
772,aufgehen[Sonne]::V,һарх,উদিত হওয়া
773,untergehen[Sonne]::V,орх,অস্ত যাওয়া
774,untergehen[Sonne]::V,сүүрлх,অস্ত যাওয়া
775,scheinen[Sonne]::V,герлтх,আলো দেওয়া
776,donnern::V,күрҗңнх,বজ্রধ্বনি করা
777,wehen::V,сальклх,প্রবাহিত হওয়া
778,strömen::V,һооҗх,প্রবাহিত হওয়া
779,fließen::V,урсх,ছুটা
780,sich drehen::V,эргх,পাক খাওয়া
781,schwanken::V,дәәвлх,দোলা
782,schwingen::V,нәәхлх,দোলা
783,fallen::V,унх,পড়া
784,fallen::V,киисх,পড়া
785,brennen::V,шатх,সেঁকা
786,rauchen::V,ута һарһх,ধোঁয়া ছড়ান
787,regnen::V,орх,বর্ষণ_করা
788,gefrieren::V,мөстх,হিমায়িত হওয়া
789,tauen::V,хәәлх,গলা
790,schmelzen::V,хәәлх,গলা
791,schmelzen::V,хәәлгдх,গলা
792,trocknen::V,эврх,শুষ্ক করা
793,sieden::V,буслх,ফোঁড়া
794,faulen::V,үмкәрх,ক্ষয় হওয়া
795,verfaulen::V,илҗрх,ক্ষয় হওয়া 
796,reißen::V,тасрх,ছিঁড়া
797,versinken::V,чивх,ডুবা
798,vergehen::V,болх,যাওয়া
799,erscheinen::V,һарх,আসা
800,verschwinden::V,уга болх,অদৃশ্য হওয়া
801,sinken::V,татгдх,হ্রাস হওয়া
802,abnehmen::V,хасгдх,হ্রাস হওয়া
803,zunehmen::V,өсх,বৃদ্ধি পাওয়া
804,steigen::V,немх,ওঠা
805,wachsen::V,өсх,বড় হওয়া
806,wachsen::V,урһх,বড় হওয়া
807,glänzen::V,гилвкх,জ্বলা
808,funkeln::V,цәклх,জ্বল্জ্বল করা
809,lärmen::V,шууглдх,
810,läuten::V,хоңх,রুসুঝুসু করা
811,klingeln::V,җиңнулх,বাজা
812,klirren::V,җиңнх,টুংটাং-শব্দ করা
813,brausen::V,догшрхх,গর্জন করা
814,rauschen::V,сарҗңнх,মর্মরধ্বনি করা
815,klingen::V,ә һарх,শব্দ করা
816,bellen::V,хуцх,ঘেউ ঘেউ করা
817,heulen::V,уульх,গর্জন করা
818,blasen::V,үләх,ফুঁ দেওয়া
819,pfeifen::V,ишкрх,শিস্ দেওয়া
820,schreien::V,хәәкрх,চিৎকার করা
821,stöhnen::V,түңшх,গোঁ-গো করা
822,zittern::V,дагҗннх,কাঁপা
823,leben::V,бәәх,বাঁচা
824,geboren werden::V,төрх,জন্মানো
825,atmen::V,әмсхлх,শ্বাস ফেলা
826,trinken::V,уух,পান করা
827,essen::V,идх,ভক্ষণ করা
828,schlucken::V,зальгх,গেলা
829,müde werden::V,көшх,পরিশ্রান্ত হওয়া
830,einschlafen::V,унтх,নিদ্রামগ্ন হওয়া
831,schlafen::V,нөөрсх,নিদ্রা যাওয়া
832,aufwachen::V,серх,জাগা
833,aufstehen::V,босх,জাগা
834,sich erholen::V,амрх,আরাম করা
835,krank werden::V,гемтх,অসুস্থ হত্তয়া
836,krank sein::V,шалтглх,রূগ্ণ হত্তয়া
837,schmerzen::V,өвдх,কন্কন করা
838,husten::V,ханях,কাশা
839,genesen::V,эдгх,আরোগ্য হওয়া
840,sterben::V,үкх,মারা যাওয়া
841,sterben::V,өңгрх,মারা যাওয়া
842,umkommen::V,үкх,মারা যাওয়া
843,sich bewegen::V,көдлх,চলা
844,sich bewegen::V,көндрх,চলা
845,sich rühren::V,көндрх,নড়া
846,sich erheben::V,босх,উদিত হওয়া
847,sich setzen::V,суух,বসা
848,hinfallen::V,унх,পড়া
849,hinfallen::V,киисх,পড়া
850,laufen::V,йовх,হাঁটা
851,schreiten::V,алхх,হাঁটা
852,spazierengehen::V,сергҗ йовх,পায়চারি করা
853,eilen::V,шулудх,ত্বরাম্বিত করা
854,sich beeilen::V,адһх,ত্বরাম্বিত করা
855,sich beeilen::V,шамдх,ত্বরাম্বিত করা
856,sausen::V,хурдлх,ধেয়ে যাওয়া
857,sausen::V,йир_хурдар_гүүх,ধেয়ে যাওয়া
858,sausen::V,йир_хурдар_йовх,ধেয়ে যাওয়া
859,rennen::V,гүүх,চলা
860,springen::V,һәрәдх,লাফানো
861,klettern::V,давшх,আরোহণ করা
862,schaukeln::V,дүүдңндх,দোলা
863,kriechen::V,мөлкх,হামাগুড়ি দেওয়া
864,schwimmen::V,усчх,সাঁতার কাটা
865,tauchen::V,булхх,ডোবা
866,rudern::V,хәәвдх,দাঁড় টানা
867,fahren::V,йовх,চালান
868,fliegen::V,нисх,ওড়া
869,gehen::V,йовх,যাওয়া
870,weggehen::V,йовх,প্রস্থান করা
871,weggehen::V,одх,প্রস্থান করা
872,weggehen::V,һарх,প্রস্থান করা
873,weggehen::V,мөрлх,প্রস্থান করা
874,abfahren::V,мордх,প্রস্থান করা
875,anhalten::V,зогсх,থামা
876,hineingehen::V,орх,ঢোকা
877,eintreten::V,орх,ঢোকা
878,kommen::V,ирх,আসা
879,ankommen::V,ирх,আসা
880,zurückkommen::V,орх,ফিরা
881,bleiben::V,бәәх,থাকা
882,warten::V,күләх,অপেক্ষা করা
883,erwarten::V,күләх,অপেক্ষা করা
884,suchen::V,хәәх,খোঁজ করা
885,finden::V,олх,পাওয়া
886,versuchen::V,седх,পরখ করা
887,vorbereiten::V,белдх,প্রস্তুত করা
888,lieben::V,дурлх,ভালবাসা
889,mögen::V,таассгдх,পছন্দ করা
890,lachen::V,инәх,হাসা
891,rühren::V,уйрах,হৃদয়ম্পর্শ করা
892,weinen::V,уульх,কাঁদা
893,schimpfen::V,харах,নালিশ করা
894,sich ärgern::V,уурлх,রাগ হত্তয়া
895,sich fürchten::V,әәх,ভয় করা
896,fürchten::V,әәх,ডরা
897,fürchten::V,сүрдх,ডরা
898,fliehen::V,зулх,পালানো
899,flüchten::V,орһх,পালানো
900,flüchten::V,зулх,পালানো
901,sehen::V,үзх,দেখা
902,anschauen::V,харх,দেখা
903,ansehen::V,хәләх,দেখা
904,ansehen::V,үзх,দেখা
905,hören::V,соңсх,শোনা
906,zuhören::V,соңсх,শোনা
907,probieren::V,амсх,পরখ করা
908,riechen::V,үнрчлх,শুঁকা
909,fühlen::V,медх,অনুভব করা
910,scheinen::V,болҗ медгдх,মনে হত্তয়া
911,scheinen::V,миниһәр болхла,মনে হত্তয়া
912,scheinen::V,болад бәәх,মনে হত্তয়া
913,zu sehen sein::V,үзгдх,দেখা দেত্তয়া
914,vernehmen::V,соңсх,শোনা
915,frieren::V,даарх,শীত লাগা
916,tun::V,кех,করা
917,können::V,чадх,পারা
918,wollen::V,дурлх,ইচ্ছা করা
919,anfangen::V,эклх,আরম্ভ করা
920,beenden::V,дуусх,শেষ করা
921,aufhören::V,уурх,থামা
922,gelingen::V,бүтх,সিদ্ধিলাভ করা
923,gelingen::V,күцәх,সিদ্ধিলাভ করা
924,geraten::V,болх,পরিণত হত্তয়া
925,öffnen::V,секх,খোলা
926,schließen::V,хаах,বন্ধ করা
927,stellen::V,тәвх,স্থাপন করা
928,setzen::V,суулһх,স্থাপন করা
929,legen::V,тәвх,স্থাপন করা
930,berühren::V,көндәх,স্পর্শ করা
931,verbinden::V,боох,সংযুক্ত করা
932,bedecken::V,хучх,ঢাকা
933,bedecken::V,бүркх,ঢাকা
934,aufhängen::V,өлгх,ঝুলানো
935,anzünden::V,асах,জ্বালান
936,anzünden::V,шатах,জ্বালান
937,aufheben::V,өөдән өргх,কুড়াইয়া তোলা
938,zurücklassen::V,үлдәх,পরিত্যাগ করা
939,verlieren::V,геех,হারান
940,fallen lassen::V,алдх,ফেলা
941,machen::V,кех,গঠন করা
942,herstellen::V,кех,সৃষ্টি করা
943,bauen::V,тосхх,নির্মাণ করা
944,reparieren::V,ясх,মেরামত করা
945,verbessern::V,сәәрүлх,উন্নতিলাভ করা
946,ändern::V,хүврәх,পরিবর্তিত করা
947,graben::V,малтх,খনন করা
948,beugen::V,нуһлх,নোয়া
949,biegen::V,матилһх,নোয়া
950,drehen::V,эргүлх,ঘোরান
951,wenden::V,көмрх,উলটাইয়া দেত্তয়া
952,wenden::V,эргүлх,উলটাইয়া দেত্তয়া
953,umdrehen::V,эргүлх,উলটানো
954,heben::V,өргх,উত্তোলন করা
955,heben::V,деер өргх,উত্তোলন করা
956,hochheben::V,өргх,উঁচু করা
957,ergreifen::V,бәрх,দখল করা
958,halten::V,бәрх,ধরা
959,drücken::V,шахх,টেপা
960,schieben::V,түлкх,ঠেলা
961,kratzen::V,мааҗх,চাঁচা
962,lecken::V,долах,চাটা
963,beißen::V,хазх,দংশন করা
964,abreißen::V,таслх,বিচ্ছিন্ন করা
965,abschneiden::V,тәәрх,বিচ্ছিন্ন করা
966,binden::V,боох,বন্ধন করা
967,stecken::V,шаах,বিদ্ধ করা
968,stecken::V,хатхх,বিদ্ধ করা
969,brechen::V,хамхлх,ভাঙা
970,klopfen::V,цокх,আঘাত করা
971,hauen::V,цокх,আঘাত করা
972,kleben::V,наах,সাঁটা
973,reiben::V,зүлгх,ঘষা
974,streichen::V,наах,ছড়াইয়া
975,streichen::V,лашх,ছড়াইয়া
976,streichen::V,түркх,ছড়াইয়া
977,schleifen::V,хурцлх,ধার দেওয়া
978,schneiden::V,хәәчлх,কাটা
979,rütteln::V,дәәвлүлх,নাড়ান
980,schütteln::V,сегсрх,নড়া
981,schwenken::V,дайлх,দোলা
982,schütten::V,кех,বর্ষণ করা
983,füllen::V,дүүргх,পরিপূর্ণ করা
984,einwickeln::V,орах,মুড়া
985,tragen::V,зөөх,বহন করা
986,schleppen::V,чирх,টানা
987,ziehen::V,татх,টানা
988,aufbewahren::V,хадһлх,রাখা
989,werfen::V,хайх,ছুড়া
990,fangen::V,бәрх,লোফা
991,fangen::V,хавлх,লোফা
992,packen::V,бәрх,ধরা
993,verstecken::V,дүрх,গোপন করা
994,verstecken::V,бултулх,গোপন করা
995,teilen::V,хувах,বিভক্ত করা
996,schicken::V,илгәх,প্রেরণ করা
997,bringen::V,авч ирх,আনা
998,hinzufügen::V,немх,একত্র করা
999,bekommen::V,авх,পাওয়া
1000,erhalten::V,авх ,পাওয়া
1001,nehmen::V,авх,নেওয়া
1002,wählen::V,шүүх,বাছা
1003,auswählen::V,шүүх,বাছা
1004,bewahren::V,хадһлх,বাঁচাইয়া রাখা
1005,bewahren::V,кевтнь үлдәх,বাঁচাইয়া রাখা
1006,bewahren::V,кевтнь бәәлһх,বাঁচাইয়া রাখা
1007,behindern::V,харшлх,বাধা দেওয়া
1008,verderben::V,үрәх,নষ্ট করা
1009,beschädigen::V,эвдх,ক্ষতি করা
1010,zerbrechen::V,күүлх,ভাঙ্গিয়া যাওয়া
1011,zerbrechen::V,хамхлх,ভাঙ্গিয়া যাওয়া
1012,zerreißen::V,шуучх,ছিঁড়া
1013,zerstören::V,эвдх,বিনাশ করা
1014,verbrennen::V,шатах,দহন করা
1015,geben::V,өгх,দেওয়া
1016,reichen::V,өгх,দেওয়া
1017,schenken::V,белглх,উপহার দেত্তয়া
1018,versprechen::V,амлх,প্রতিশ্রুতি দেওয়া
1019,wünschen::V,сә хәәх,আকাঙ্ক্ষা করা
1020,loben::V,магтх,প্রশংসা করা
1021,küssen::V,үмсх,চুম্বন করা
1022,wiegen::V,саатулх,দুলানো
1023,zudecken::V,бүркх,ঢাকা
1024,wecken::V,серүлх,জাগানো
1025,zeigen::V,үзүлх,দেখানো
1026,führen::V,көтлх,পথ দেখানো
1027,lehren::V,заах,শেখানো
1028,lehren::V,сурһх,শেখানো
1029,unterrichten::V,сурһх,শিক্ষা দেওয়া
1030,unterrichten::V,багшлх,শিক্ষা দেওয়া
1031,aufziehen::V,өскәх,পালন করা
1032,leiten::V,һардх,পরিচালনা করা
1033,leiten::V,толһалх,পরিচালনা করা
1034,antreiben::V,шамдах,চালনা করা
1035,lassen::V,күч үзүлх,অনুমতি দেওয়া
1036,einladen::V,үрх,নিমন্ত্রণ করা
1037,vereinigen::V,хамцулх,এক করা
1038,besuchen::V,одх,দেখিতে যাওয়া
1039,treffen::V,харһх,সন্মুখীন হওয়া
1040,sich versammeln::V,цуглрх,জড়ো হওয়া
1041,sich versammeln::V,хурх,জড়ো হওয়া
1042,spielen::V,наадх,খেলা
1043,singen::V,дуулх,গাওয়া
1044,tanzen::V,биилх,নাচা
1045,sich trennen::V,хаһцх,পৃথক করা
1046,verlassen::V,хайх,পরিত্যাগ করা
1047,retten::V,әм аврх,উদ্ধার করা
1048,retten::V,әәмшгәс харсх,উদ্ধার করা
1049,bewachen::V,харх,পাহারা দেওয়া
1050,bewachen::V,манх,পাহারা দেওয়া
1051,schützen::V,харсх,রক্ষা করা
1052,verteidigen::V,харсх,রক্ষা করা
1053,sich schlagen::V,гүвдлдх,লড়াই করা
1054,schießen::V,хах,তীরবেগে ছোটা
1055,siegen::V,диилх,জেতা
1056,ärgern::V,уурлулх,বিরক্ত করা
1057,schlagen::V,цокх,আঘাত করা
1058,schlagen::V,гүвдх,আঘাত করা
1059,stechen::V,хатхх,দংশন করা
1060,stoßen::V,түлкчкх,ঠেলা
1061,stehlen::V,хулхалх,অপহরণ করা
1062,stören::V,һә болх,ঘাঁটান
1063,belästigen::V,амр эс өгх,বিরক্ত করা
1064,verbergen::V,нуух,গোপন করা
1065,verbergen::V,бултулх,গোপন করা
1066,täuschen::V,меклх,প্রবঞ্চনা করা
1067,betrügen::V,меклх,প্রতারণা করা
1068,betrügen::V,мек һарһх,প্রতারণা করা
1069,töten::V,алх,হত্যা করা
1070,wohnen::V,бәәх,বাস করা
1071,arbeiten::V,көдлх,কাজ করা
1072,sammeln::V,түүх,সংগ্রহ করা
1073,pflücken::V,түүх,চয়ন করা
1074,pflücken::V,хурах,চয়ন করা
1075,jagen::V,аңнх,শিকার করা
1076,jagen::V,аңһучлх,শিকার করা
1077,fischen::V,заһс аңнх,মাছ ধরা
1078,fassen::V,бәрх,ধরা
1079,hüten::V,хәрүлх,যুথভুক্ত করা
1080,treiben::V,туух,চালনা করা
1081,anbinden::V,уйх,বন্ধন করা
1082,füttern::V,теҗәх,ভোজন করানো
1083,melken::V,саах,দুগ্ধ দোহন করা
1084,hacken::V,чавчх,কাটা
1085,gießen::V,услх,বর্ষণ করা
1086,reifen::V,болх,পাকা
1087,reifen::V,болвсрх,পাকা
1088,zubereiten::V,белдх,রন্ধন করা
1089,kochen::V,чанх,রন্ধন করা
1090,kochen::V,болһх,রন্ধন করা
1091,backen::V,болһх,সেকা
1092,braten::V,хуурх,ভাজা
1093,umrühren::V,самрх,নড়ানো
1094,stricken::V,өлгх,বোনা
1095,nähen::V,уйх,সেলাই করা
1096,färben::V,будх,রঞ্জিত করা
1097,reinigen::V,цеврлх,পরিষ্কার করা
1098,waschen::V,уһах,পরিষ্কার করা
1099,abwischen::V,арчх,মুছা
1100,spülen::V,зәәлх,পরিষ্কার করা
1101,fegen::V,сәвүрдх,ঝাঁট দেওয়া
1102,kehren::V,сәвүрдх,ঝাঁট দেওয়া
1103,baden::V,өөмх,অবগাহন করা
1104,sich waschen::V,уһах,ধোয়া
1105,sich waschen::V,бийән уһаҗ,ধোয়া
1106,ausziehen::V,тәәлх,খুলা
1107,anziehen::V,өмсх,গায়ে দেত্তয়া
1108,sich anziehen::V,хувцлх,পোশাক পরা
1109,kämmen::V,самлх,আঁচড়ানো
1110,schmücken::V,чимх,সাজান করা
1111,schmücken::V,кеерүлх,সাজান করা
1112,sagen::V,келх,উচ্চারণ করা
1113,sprechen::V,келх,বলা
1114,reden::V,күүндх,আলাপ করা
1115,reden::V,күр_кех,আলাপ করা
1116,sich unterhalten::V,күүндх,আড্ডা দেওয়া
1117,fragen::V,сурх,জিজ্ঞাসা করা
1118,bitten::V,эрх,প্রার্থনা করা
1119,erzählen::V,келх,বর্ণনা করা
1120,erzählen::V,келҗ өгх,বর্ণনা করা
1121,mitteilen::V,медүлх,বলা
1122,nennen::V,нерәдх,নাম দেওয়া
1123,nennen::V,нер өгх,নাম দেওয়া
1124,rufen::V,дуудх,আমন্ত্রণ করা
1125,prahlen::V,көөрх,বড়াই করা
1126,übersetzen::V,орчулх,ভাষাস্তরিত করা
1127,denken::V,санх,ভাবা
1128,glauben::V,шүтх,বিশ্বাস করা
1129,glauben::V,нәәлх,বিশ্বাস করা
1130,bemerken::V,темдглх,লক্ষ্য করা
1131,erkennen::V,таньх,চিনিতে পারা
1132,erkennen::V,медх,চিনিতে পারা
1133,begreifen::V,медх,উপলব্ধি করা
1134,verstehen::V,соңсх,উপলব্ধি করা
1135,lernen::V,сурх,শেখা
1136,wissen::V,медх,জানা
1137,sich erinnern an::V,санх,মনে করা
1138,vergessen::V,мартх,বিস্মৃত হওয়া
1139,messen::V,кемҗәлх,মাপা
1140,zählen::V,тоолх,গণনা করা
1141,rechnen::V,тоолх,হিসাব করা
1142,lesen::V,умшх,পাঠ করা
1143,malen::V,зурх,আঁকা
1144,zeichnen::V,зурх,ছকা
1145,schreiben::V,бичх,লেখা
1146,besitzen::V,эзлх,অধিকার করা
1147,kaufen::V,хулдҗ авх,ক্রয় করা
1148,verkaufen::V,хулдх,বেচা
1149,verkaufen::V,гүүлгх,বেচা
1150,bezahlen::V,өгх,প্রদান করা
1151,zahlen::V,өгх,প্রদান করা
1152,beherrschen::V,эзлх,শাসন করা
1153,ertragen::V,даах,বহন করা
1154,treten::V,,লাথি মারা
