,Concept_ID,cy,udm
96,Schaum::N,ewyn,шукы
97,Schmutz::N,baw,нӧд
98,Schmutz::N,baw,дэри
99,Schmutz::N,budreddi,нӧд
100,Schmutz::N,budreddi,дэри
101,See::N,llyn,ты
102,Sumpf::N,cors,нюр
103,Moor::N,rhos,нюр
104,Wiese::N,dôl,возь
105,Wiese::N,dôl,возьвыл
106,Wald::N,coedwig,сик
107,Wald::N,coedwig,нюлэс
108,Hügel::N,bryn,выр
109,Hügel::N,bryn,вырйыл
110,Anhöhe::N,bryn,выр
111,Anhöhe::N,bryn,вырйыл
112,Berg::N,mynydd,гурезь
113,Gipfel::N,copa,йыл
114,Höhle::N,ogof,гу
115,Abhang::N,llethr,бам
116,Quelle::N,tarddiad,ошмес
117,Quelle::N,ffynhonnell,ошмес
118,Bach::N,nant,пичи шур
119,Bach::N,afonig,пичи шур
120,Bach::N,cornant,пичи шур
121,Fluss::N,afon,шур
122,Ufer::N,glan,ярдур
123,Küste::N,traeth,вудур
124,Küste::N,arfordir,вудур
125,Festland::N,tir,мувыр
126,Meer::N,môr,зарезь
127,Bucht::N,bae,вукож
128,Insel::N,ynys,вумуӵ
129,Insel::N,ynys,шормуӵ
130,Blume::N,blodyn,сяська
131,Gras::N,glaswellt,турын
132,Wurzel::N,gwreiddyn,выжы
133,Baum::N,coeden,пу
134,Stamm::N,colfen,модос
135,Stamm::N,boncyff,модос
136,Rinde::N,rhisgl,сул
137,Ast::N,cangen,ул
138,Zweig::N,cainc,вай
139,Zweig::N,cangen,вай
140,Blatt::N,deilen,куар
141,Birke::N,bedwen,кызьпу
142,Kiefer[Baum]::N,pinwydden,пужым
143,Weide[Baum]::N,helygen,бадьпу
144,Tanne::N,ffynidwydden,кыз
145,Horn::N,corn,сюр
146,Feder::N,plufyn,тылы
147,Fell::N,ffwr,ку
148,Flügel::N,adain,бурд
149,Klaue::N,crafanc,гижы
150,Kralle::N,ewin,пыд
151,Schwanz::N,cwt,быж
152,Schwanz::N,cynffon,быж
153,Ei::N,wy,пуз
154,Ei::N,wy,кукей
155,Nest::N,nyth,кар
156,Nest::N,nyth,пузкар
157,Bau::N,ffau,кар
158,Bau::N,ffau,гу
159,Tier::N,anifail,пӧйшур
160,Herde::N,praidd,уллё
161,Herde::N,diadell,уллё
162,Kuh::N,buwch,скал
163,Bulle::N,tarw,ош
164,Bulle::N,tarw,пороз
165,Pferd::N,ceffyl,вал
166,Schaf::N,dafad,ыж
167,Schwein::N,mochyn,парсь
168,Hund::N,ci,пуны
169,Katze::N,cath,коӵыш
170,Bär::N,arth,гондыр
171,Eichhörnchen::N,gwiwer,коньы
172,Elch::N,elc,койык
173,Fuchs::N,cadno,ӟичы
174,Hase::N,ysgyfarnog,кеч
175,Maus::N,llygoden,шыр
176,Wolf::N,blaidd,кион
177,Vogel::N,aderyn,тылобурдо
178,Schwarm::N,haid,уллё
179,Huhn::N,cyw,курег
180,Hahn::N,ceiliog,атас
181,Gans::N,gŵydd,ӟазег
182,Adler::N,eryr,ӧрзи
183,Ente::N,hwyad,ӵӧж
184,Eule::N,tylluan,кучыран
185,Kranich::N,garan,тури
186,Kranich::N,crychydd,тури
187,Krähe::N,brân,куака
188,Kuckuck::N,cog,кикы
189,Kuckuck::N,cwcw,кикы
190,Schwan::N,alarch,юсь
191,Fisch::N,pysgod,чорыг
192,Barsch::N,draenog,юш
193,Hecht::N,penhwyad,чипей
194,Schlange[Tier]::N,neidr,кый
195,Wurm::N,abwydyn,нумыр
196,Wurm::N,pryf genwair,нумыр
197,Spinne::N,cor,чонари
198,Spinne::N,pryf copyn,чонари
199,Ameise::N,morgrugyn,кузьыли
200,Laus::N,lleuen,тэй
201,Mücke::N,gwybedyn,нымы
202,Mücke::N,gwybedyn,чибинь
203,Fliege::N,cleren,кут
204,Schmetterling::N,glöyn byw,бубыли
205,Schmetterling::N,iâr fach yr haf,бубыли
206,Beere::N,aeronen,узы-боры
207,Apfel::N,afal,яблок
208,Pilz::N,madarch,губи
209,Zwiebel::N,nionyn,сугон
210,Zwiebel::N,winwnsyn,сугон
211,Saat::N,had,кидыс
212,Korn::N,grawn,тысь
213,Heu::N,gwair,турын
214,Schale::N,croen,кыд
215,Schale::N,plisgyn,кыд
216,Grube::N,pwll,гу
217,Grube::N,pwll,гоп
218,Grube::N,pydew,гу
219,Grube::N,pydew,гоп
220,Falle::N,magl,налик
221,Schlinge::N,cwlwm rhedeg,гиӟ
222,Schlinge::N,cwlwm rhedeg,герд
223,Spur::N,ôl,пытьы
224,Spur::N,ôl,бервыл
225,Asche::N,lludw,пень
226,Dreck::N,baw,дэри
227,Dreck::N,budreddi,дэри
228,Eisen::N,haearn,корт
229,Gold::N,aur,зарни
230,Silber::N,arian,азвесь
231,Kohle::N,glo,эгыр
232,Glas::N,gwydr,стекло
233,Glas::N,gwydr,пияла
234,Lehm::N,clai,сюй
235,Sand::N,tywod,луо
236,Mensch::N,dyn,мурт
237,Mensch::N,dyn,адями
238,Mann::N,dyn,воргорон
239,Frau::N,merch,кышномурт
240,Frau::N,gwraig,кышномурт
241,Kind::N,plentyn,нуны
242,Kind::N,plentyn,пинал
243,Junge::N,hogyn,пи
244,Junge::N,bachgen,пи
245,Mädchen::N,merch,ныл
246,Mädchen::N,geneth,ныл
247,Familie::N,teulu,семья
248,Familie::N,tylwyth,семья
249,Großvater::N,taid,песятай
250,Großvater::N,taid,пересь атай
251,Großvater::N,tad-cu,песятай
252,Großvater::N,tad-cu,пересь атай
253,Großmutter::N,nain,песянай
254,Großmutter::N,nain,пересь анай
255,Großmutter::N,mam-gu,песянай
256,Großmutter::N,mam-gu,пересь анай
257,Eltern::N,rhieni,атай-анай
258,Eltern::N,rhieni,бубы-мумы
259,Vater::N,tad,айы
260,Vater::N,tad,атай
261,Mutter::N,mam,мумы
262,Sohn::N,mab,пи
263,Tochter::N,merch,ныл
264,Bruder::N,brawd,агай
265,Schwester::N,chwaer,апа
266,Schwester::N,chwaer,сузэр
267,Onkel::N,ewythr,агай
268,Tante::N,modryb,апа
269,Tante::N,modryb,кенак
270,Ehemann::N,gŵr,карт
271,Ehefrau::N,gwraig,кышно
272,Freude::N,gorfoledd,шумпотон
273,Gelächter::N,chwerthin,горем
274,Glück::N,hapusrwydd,шуд
275,Kummer::N,galar,кайгу
276,Kummer::N,galar,куректон
277,Wunsch::N,dymuniad,мылпотон
278,Lust::N,chwant,потон
279,Geist::N,ysbryd,лул
280,Gedanke::N,meddwl,малпан
281,Gedächtnis::N,cof,йырсазь
282,Gedächtnis::N,cof,тодэваён
283,Verstand::N,meddwl,йырвизь
284,Sinn::N,ystyr,смысл
285,Grund::N,achos,муг
286,Grund::N,achos,ньӧм
287,Grund::N,rheswm,муг
288,Grund::N,rheswm,ньӧм
289,Wahrheit::N,gwir,зэм
290,Wahrheit::N,gwir,шонер
291,Wahrheit::N,gwirionedd,зэм
292,Wahrheit::N,gwirionedd,шонер
293,Gespräch::N,sgwrs,вераськон
294,Märchen::N,chwedl werin,выжыкыл
295,Erzählung::N,stori,верос
296,Nachricht::N,neges,ивор
297,Neuigkeit::N,newydd,выльивор
298,Name::N,enw,ним
299,Rätsel::N,pos,мадькыл
300,Rede::N,araith,верам
301,Sprache::N,iaith,кыл
302,Stimme::N,llais,куара
303,Wort::N,gair,кыл
304,Zeichen::N,arwydd,пус
305,Zeichen::N,arwydd,тодмет
306,Ruf::N,galwad,ӧтён
307,Ruf::N,galwad,чортон
308,Lärm::N,trwst,ӵашетон
309,Laut::N,sain,куара
310,Ton::N,tôn,куара
311,Lied::N,cân,кырӟан
312,Ruhe::N,tawelwch,чалмыт улон
313,Leute::N,pobl,адямиос
314,Volk::N,pobl,калык
315,Arbeit::N,gwaith,уж
316,Gast::N,gwestai,куно
317,Geschenk::N,rhodd,салам
318,Geschenk::N,rhodd,кузьым
319,Geschenk::N,anrheg,салам
320,Geschenk::N,anrheg,кузьым
321,Spiel::N,chwarae,шудон
322,Gesellschaft::N,cwmni,калык
323,Hilfe::N,cymorth,юрттон
324,Freund::N,cyfaill,эш
325,Freund::N,cyfaill,юлтош
326,Kamerad::N,cydymaith,тодмо
327,Angelegenheit::N,pwnc,уж
328,Anzahl::N,cyfrif,лыд
329,Art::N,bath,тус
330,Stück::N,darn,юдэс
331,Teil::N,rhan,люкет
332,Hälfte::N,hanner,ӝыны
333,Kreis::N,cylch,котырес
334,Kreuz::N,croes,крест
335,Linie::N,llinell,гож
336,Strich::N,strôc,гож
337,Strich::N,trawiad,гож
338,Abstand::N,bwlch,вис
339,Abstand::N,bwlch,кусып
340,Abstand::N,pellter,вис
341,Abstand::N,pellter,кусып
342,Entfernung::N,pellter,кусып
343,Gegend::N,cylch,инты
344,Platz::N,lle,инты
345,Ort::N,lle,инты
346,Ort::N,lle,места
347,Seite::N,ochr,пал
348,Mitte::N,canol,шор
349,Gegenstand::N,eitem,арбери
350,Sache::N,peth,котыр
351,Rand::N,cwr,дур
352,Rand::N,cwr,шаер
353,Rand::N,ymyl,дур
354,Rand::N,ymyl,шаер
355,Kante::N,min,дур
356,Kante::N,ymyl,дур
357,Ecke::N,cornel,сэрег
358,Spitze::N,blaen,йыл
359,Ende::N,pen,пум
360,Loch::N,twll,пась
361,Winkel::N,congl,сэрег
362,Muster::N,patrwm,пужы
363,Größe::N,maint,быдӟала
364,Größe::N,maintioli,быдӟала
365,Länge::N,hyd,кузьдала
366,Höhe::N,uchder,ӝуждала
367,Gewicht::N,pwysau,сектала
368,Gewicht::N,pwysau,секытлык
369,Menge::N,swm,лыд
370,Menge::N,swm,лыдпус
371,Menge::N,maint,лыд
372,Menge::N,maint,лыдпус
373,Haufen::N,pentwr,люк
374,Reihe::N,rhes,чур
375,Boot::N,cwch,пыж
376,Boot::N,cwch,лодка
377,Ruder::N,rhwyf,полыс
378,Schlitten::N,sled,додьы
379,Schlitten::N,car llusg,додьы
380,Ski::N,sgi,куас
381,Lagerfeuer::N,coelcerth,тылскем
382,Last::N,llwyth,секыт
383,Gang::N,tro,ветлон
384,Schritt::N,cam,вамыш
385,Norden::N,gogledd,уйпал
386,Süden::N,de,лымшор
387,Westen::N,gorllewin,шунды пуксён
388,Osten::N,dwyrain,шунды ӝужан
389,Holz::N,pren,пу
390,Brett::N,bwrdd,пул
391,Brett::N,astell,пул
392,Platte::N,llech,плита
393,Stütze::N,ateg,пыкет
394,Stütze::N,cynhalydd,пыкет
395,Stange::N,polyn,пуӵ
396,Stock::N,ffon,боды
397,Stock::N,brigyn,боды
398,Stab::N,ffon,пуӵ
399,Stab::N,ffon,боды
400,Rohr::N,pibell,труба
401,Haus::N,tŷ,юрт
402,Heim::N,cartref,корка
403,Ofen::N,stof,гур
404,Fußboden::N,llawr,выж
405,Tisch::N,bwrdd,ӝӧк
406,Stuhl::N,cadair,пукон
407,Wiege::N,crud,кӧкы
408,Wiege::N,crud,зыбка
409,Bett::N,gwely,валес
410,Regal::N,silff,ӝажы
411,Kiste::N,bocs,ящик
412,Kiste::N,blwch,ящик
413,Fenster::N,ffenestr,укно
414,Fenster::N,ffenestr,косяк
415,Tür::N,drws,ӧс
416,Tor::N,porth,ӟезьы
417,Zaun::N,ffens,забор
418,Dach::N,to,липет
419,Leiter::N,ysgol,падӟа
420,Besen::N,ysgub,ӵужон
421,Besen::N,ysgub,исьнер
422,Spaten::N,rhaw,лопатка
423,Schaufel::N,rhaw,ютырон
424,Gabel::N,fforc,тэчы
425,Gabel::N,fforc,вилка
426,Löffel::N,llwy,пуньы
427,Messer::N,cyllell,пурт
428,Nagel::N,hoel,кортӵог
429,Netz::N,gwe,сеть
430,Netz::N,rhwyd,сеть
431,Haken::N,bach,курик
432,Griff::N,carn,ныд
433,Schloss::N,clo,тунгон
434,Bild::N,llun,суред
435,Bild::N,pictiwr,суред
436,Figur::N,ffigur,фигура
437,Puppe::N,dol,мунё
438,Beutel::N,cwd,пуйы
439,Bündel::N,bwndel,керттэт
440,Bündel::N,coflaid,керттэт
441,Tasche::N,cod,пуйы
442,Tasche::N,cod,сумка
443,Eimer::N,bwced,ведра
444,Eimer::N,cunnog,ведра
445,Deckel::N,caead,ӵоксэт
446,Geschirr::N,llestri,тусьты-пуньы
447,Sack::N,sach,пуйы
448,Tasse::N,cwpan,ӵаша
449,Topf::N,pot,миска
450,Topf::N,crochan,миска
451,Kessel::N,tegell,пурты
452,Essen::N,pryd o fwyd,сиськон
453,Nahrung::N,bwyd,сион
454,Speise::N,saig,сиён
455,Fleisch::N,cig,сӥль
456,Getreide::N,ŷd,ю тысь
457,Getreide::N,llafur,ю тысь
458,Brei::N,uwd,ӝук
459,Brot::N,bara,нянь
460,Scheibe::N,tafell,шорем
461,Fett::N,saim,кӧй
462,Fett::N,braster,кӧй
463,Butter::N,ymenyn,вӧй
464,Öl::N,olew,вӧй
465,Salz::N,halen,сылал
466,Suppe::N,cawl,шыд
467,Honig::N,mêl,чечы
468,Milch::N,llaeth,йӧл
469,Milch::N,llefrith,йӧл
470,Tee::N,te,чай
471,Leder::N,lledr,сурон
472,Wolle::N,gwlân,гон
473,Wolle::N,gwlân,ыжгон
474,Stoff::N,lliain,куэм
475,Stoff::N,brethyn,куэм
476,Nadel::N,nodwydd,вень
477,Faden::N,edau,сӥньыс
478,Faden::N,edefyn,сӥньыс
479,Knopf::N,botwm,бирды
480,Knoten::N,cwlwm,герд
481,Farbe::N,paent,буёл
482,Kleidung::N,dillad,дӥсь
483,Kleidung::N,gwisgoedd,дӥсь
484,Hemd::N,crys,дэрем
485,Kragen::N,coler,сирес
486,Ärmel::N,llawes,саес
487,Hose::N,trowsus,брюки
488,Hose::N,trowsus,штань
489,Gürtel::N,gwregys,кускерттон
490,Mütze::N,cap,ызьы
491,Schuh::N,esgid,ботинка
492,Stiefel::N,botasen,сапег
493,Ring::N,modrwy,зундэс
494,Band::N,rhuban,лента
495,Kamm::N,crib,сын
496,Spiegel::N,drych,синучкон
497,Riemen::N,strap,е
498,Schnur::N,llinyn,гозы
499,Leine::N,tennyn,думет
500,Decke::N,blanced,шобрет
501,Decke::N,gwrthban,шобрет
502,Kissen::N,clustog,миндэр
503,Kissen::N,gobennydd,миндэр
504,Tuch::N,sgarff,кышет
505,Handtuch::N,tywel,ӵушкон
506,Handtuch::N,lliain sychu,ӵушкон
507,Kraft::N,grym,кать
508,Kraft::N,grym,ӟигар
509,Stärke::N,nerth,юнлык
510,Stärke::N,cryfder,юнлык
511,Gesundheit::N,iechyd,тазалык
512,Krankheit::N,afiechyd,висён
513,Krankheit::N,anhwylder,висён
514,Schmerz::N,poen,висён
515,Schmerz::N,gwayw,висён
516,Wunde::N,clwyf,яра
517,Fieber::N,twymyn,кезег
518,Arznei::N,meddyginiaeth,эмъюм
519,Brücke::N,pont,выж
520,Brunnen::N,ffynnon,колдэч
521,Weide::N,porfa,возь
522,Pfad::N,llwybr,сюрес
523,Weg::N,ffordd,сюрес
524,Straße::N,heol,сюрес
525,Straße::N,ffordd,сюрес
526,Dorf::N,pentref,гурт
527,Stadt::N,tref,кар
528,Stadt::N,tref,город
529,Brief::N,llythyr,гожтэт
530,Buch::N,llyfr,книга
531,Buchstabe::N,llythyren,буква
532,Zeitung::N,papur newydd,газет
533,Leben::N,bywyd,улон
534,Tod::N,marwolaeth,кулон
535,Grab::N,bedd,шайгу
536,Kirche::N,eglwys,черк
537,Sünde::N,pechod,сьӧлык
538,Gott::N,duw,ӥнмар
539,Arbeiter::N,gweithiwr,рабочий
540,Chef::N,pennaeth,начальник
541,Meister::N,meistr,кибашлы
542,Arzt::N,meddyg,врач
543,Lehrer::N,athro,дышетӥсь
544,Geld::N,pres,уксё
545,Geld::N,pres,коньдон
546,Geld::N,arian,уксё
547,Geld::N,arian,коньдон
548,Geschäft::N,busnes,уж
549,Laden::N,siop,магазин
550,Preis::N,pris,дун
551,Ware::N,nwydd,вуз
552,Nutzen::N,elw,пайда
553,Nutzen::N,budd,пайда
554,Reichtum::N,cyfoeth,узырлык
555,Welt::N,byd,дунне
556,Land::N,gwlad,шаер
557,Staat::N,gwladwriaeth,кун
558,König::N,brenin,эксэй
559,Macht::N,grym,власть
560,Macht::N,awdurdod,власть
561,Grenze::N,ffin,кунгож
562,Grenze::N,goror,кунгож
563,Krieg::N,rhyfel,ож
564,Feind::N,gelyn,тушмон
565,Gewalt::N,ffyrnigrwydd,эриктэман
566,Kampf::N,brwydr,нюръяськон
567,Bogen[Waffe]::N,bwa,пукыӵ
568,Pfeil::N,saeth,пукыӵ вень
569,Gewehr::N,dryll,пыӵал
570,Fehler::N,gwall,янгыш
571,Fehler::N,camgymeriad,янгыш
572,Lüge::N,celwydd,пӧян
573,Lüge::N,celwydd,алдан
574,Lüge::N,celwydd,ӧрекчан
575,Lüge::N,anwiredd,пӧян
576,Lüge::N,anwiredd,алдан
577,Lüge::N,anwiredd,ӧрекчан
578,Schaden::N,niwed,изъян
579,Schaden::N,difrod,изъян
580,Unglück::N,anffawd,куректон
581,Unglück::N,anffawd,шудтэме усён
582,Schuld::N,bai,янгыш
583,Alter::N,oed,арлыд
584,Schluss::N,diwedd,пум
585,Zeit::N,amser,дыр
586,Tag::N,dydd,нунал
587,Tag::N,diwrnod,нунал
588,Morgen::N,bore,ӵукна
589,Mittag::N,nawn,лымшор
590,Abend::N,noswaith,ӝыт
591,Abend::N,noswaith,акшан
592,Nacht::N,nos,уй
593,Woche::N,wythnos,арня
594,Monat::N,mis,толэзь
595,Jahr::N,blwyddyn,ар
596,Frühling::N,gwanwyn,тулыс
597,Sommer::N,haf,гужем
598,Herbst::N,hydref,сӥзьыл
599,Winter::N,gaeaf,тол
600,Januar::N,Ionawr,выльартолэзь
601,Februar::N,Chwefror,тулыспал
602,März::N,Mawrth,южтолэзь
603,April::N,Ebrill,оштолэзь
604,Mai::N,Mai,куартолэзь
605,Juni::N,Mehefin,вожотолэзь
606,Juli::N,Gorffennaf,пӧсьтолэзь
607,August::N,Awst,гудырикошкон
608,September::N,Medi,куарусён
609,Oktober::N,Hydref,выльӝуктолэзь
610,November::N,Tachwedd,шуркынмон
611,Dezember::N,Rhagfyr,толсур
612,Montag::N,dydd Llun,вордӥськон
613,Dienstag::N,dydd Mawrth,вторник
614,Mittwoch::N,dydd Mercher,вирнунал
615,Donnerstag::N,dydd Iau,покчиарня
616,Freitag::N,dydd Gwener,удмуртарня
617,Samstag::N,dydd Sadwrn,кӧснунал
618,Sonntag::N,dydd Sul,арня
619,groß::A,mawr,бадӟым
620,klein::A,bach,пичи
621,lang::A,hir,кузь
622,kurz::A,byr,вакчи
623,kurz::A,cwta,вакчи
624,breit::A,llydan,паськыт
625,schmal::A,cul,сюлэг
626,dicht::A,dwys,ӵем
627,dick[Gegenstand]::A,trwchus,зӧк
628,dünn::A,tenau,векчи
629,fein::A,main,векчи
630,fest::A,cadarn,юн
631,fest::A,cadarn,чурыт
632,flach::A,gwastad,ӵошкыт
633,glatt::A,llyfn,гылыт
634,glatt::A,llyfn,вольыт
635,hart::A,caled,чурыт
636,weich::A,meddal,небыт
637,rund::A,crwn,котырес
638,spitz::A,pigfain,йылсо
639,scharf::A,miniog,лэчыт
640,stumpf::A,pŵl,ныж
641,schwer::A,trwm,секыт
642,schön::A,teg,чебер
643,schön::A,hardd,чебер
644,schön::A,prydferth,чебер
645,heiß::A,poeth,пӧсь
646,warm::A,twym,шуныт
647,warm::A,cynnes,шуныт
648,kalt::A,oer,кезьыт
649,kühl::A,oeraidd,юзмыт
650,kühl::A,oeraidd,салкым
651,frisch::A,iach,выль
652,feucht::A,llaith,мускыт
653,nass::A,gwlyb,котмем
654,trocken::A,sych,кӧс
655,voll::A,llawn,тыр
656,leer::A,gwag,буш
657,leer::A,gwag,тырттэм
658,offen::A,agored,усьтэм
659,geschlossen::A,caead,ӵогам
660,geschlossen::A,caead,пунням
661,geschlossen::A,caeëdig,ӵогам
662,geschlossen::A,caeëdig,пунням
663,sauber::A,glân,ӝикыт
664,sauber::A,glân,чылкыт
665,schmutzig::A,budr,нӧд
666,schmutzig::A,brwnt,нӧд
667,roh::A,amrwd,ыль
668,reif::A,aeddfed,вуэм
669,lecker::A,blasus,ческыт
670,lecker::A,danteithiol,ческыт
671,süß::A,melys,ческыт
672,bitter::A,chwerw,курыт
673,sauer::A,sur,чырс
674,hell::A,disglair,югыт
675,dunkel::A,tywyll,пеймыт
676,schwarz::A,du,сьӧд
677,weiß::A,gwyn,тӧдьы
678,rot::A,coch,горд
679,gelb::A,melyn,ӵуж
680,blau::A,glas,лыз
681,grün::A,gwyrdd,вож
682,grau::A,llwyd,пурысь
683,bunt::A,lliwgar,куӵо
684,billig::A,rhad,дунтэм
685,teuer::A,drud,дуно
686,wertvoll::A,gwerthfawr,дуно
687,blind::A,dall,сукыр
688,blind::A,dall,синтэм
689,taub::A,byddar,пельтэм
690,kräftig::A,nerthol,кужмо
691,kräftig::A,grymus,кужмо
692,stark::A,cryf,юн
693,stark::A,cryf,кужмо
694,stark::A,cadarn,юн
695,stark::A,cadarn,кужмо
696,schwach::A,gwan,ляб
697,schwach::A,gwan,начар
698,fett::A,tew,кӧй
699,schlank::A,main,веськыт
700,schlank::A,main,веськрес
701,hübsch::A,tlws,чебер
702,hübsch::A,tlws,синмаськымон
703,böse::A,drwg,лек
704,dumm::A,twp,шузи
705,dumm::A,twp,визьтэм
706,faul::A,diog,азьтэм
707,fleißig::A,dyfal,сюлмо
708,geizig::A,crintach,сук
709,geizig::A,cybyddlyd,сук
710,klug::A,deallus,визьмо
711,geschickt::A,medrus,усто
712,geschickt::A,medrus,быгатӥсь
713,geschickt::A,deheuig,усто
714,geschickt::A,deheuig,быгатӥсь
715,lieb::A,hoff,мусо
716,lieb::A,annwyl,мусо
717,lustig::A,llon,шулдыр
718,sanft::A,mwyn,мусо
719,sanft::A,mwyn,эрке
720,hungrig::A,newynog,сютэм
721,krank::A,sâl,висись
722,krank::A,gwael,висись
723,nackt::A,noeth,гольык
724,traurig::A,trist,мӧзмыт
725,lebendig::A,yn fyw,улэп
726,gut::A,da,ӟеч
727,gut::A,da,умой
728,schlecht::A,drwg,урод
729,schlecht::A,drwg,алама
730,schlecht::A,gwael,урод
731,schlecht::A,gwael,алама
732,richtig::A,cywir,шонер
733,schlimm::A,enbyd,алама
734,wahr::A,gwir,зэмос
735,alt::A,hen,вуж
736,neu::A,newydd,выль
737,ehemalig::A,blaenorol,азьвылэз
738,alt[Lebewesen]::A,oedrannus,пересь
739,jung::A,ifanc,егит
740,jung::A,ifanc,пинал
741,arm::A,tlawd,начар
742,arm::A,tlawd,куанер
743,reich::A,cyfoethog,узыр
744,bekannt::A,cynefin,тодмо
745,bekannt::A,cyfarwydd,тодмо
746,berühmt::A,enwog,дано
747,fremd::A,estron,ят
748,verschieden::A,gwahanol,пӧртэм
749,nah::A,agos,матысь
750,fern::A,pell,кыдёкысь
751,linker::A,aswy,паллян
752,linker::A,chwith,паллян
753,rechter::A,de,бур
754,rechter::A,de,бурпал
755,rechter::A,deau,бур
756,rechter::A,deau,бурпал
757,anderer::A,arall,мукет
758,erster::A,cyntaf,нырысетӥез
759,zweiter::A,ail,кыктэтӥез
760,dritter::A,trydydd,кунньметӥез
761,letzter::A,olaf,берло
762,letzter::A,olaf,берпум
763,allein::ADV,unig,огназ
764,allein::ADV,ar ei ben ei hun,огназ
765,auf einmal::ADV,ar yr un pryd,огдыре
766,zusammen::ADV,ynghyd,ӵош
767,zusammen::ADV,ynghyd,валче
768,zusammen::ADV,gyda'i gilydd,ӵош
769,zusammen::ADV,gyda'i gilydd,валче
770,lange::ADV,amser hir,кема
771,plötzlich::ADV,yn sydyn,мапламтэ шорысь
772,sofort::ADV,ar unwaith,али ик
773,später::ADV,yn ddiweddarach,бергес
774,später::ADV,yn ddiweddarach,берлогес
775,jetzt::ADV,yn awr,али
776,jetzt::ADV,yn awr,табере
777,heute::ADV,heddiw,туннэ
778,morgen::ADV,yfory,ӵуказе
779,bald::ADV,yn fuan,ӝоген
780,bald::ADV,gyda hyn,ӝоген
781,dann::ADV,yna,берло
782,dann::ADV,y pryd hwnnw,берло
783,gestern::ADV,ddoe,толон
784,einst::ADV,gynt,огпол
785,einst::ADV,gynt,одӥг пол
786,damals::ADV,ar y pryd,соку
787,damals::ADV,bryd hynny,соку
788,danach::ADV,wedyn,собере
789,vorher::ADV,o'r blaen,азьло
