,Concept_ID,ar,av
745,damals::ADV,حينئذ,гьебмехалъ
746,damals::ADV,حينئذ,гьебмехалда
747,danach::ADV,ثم,цинги
748,danach::ADV,ثم,хадуса
749,danach::ADV,بعد ذلك,цинги
750,danach::ADV,بعد ذلك,хадуса
751,vorher::ADV,من قبل,цебе
752,vorher::ADV,قبل ذلك,цебе
753,zuerst::ADV,أولا,тӏоцебе
754,einmal::ADV,مرة,цинцӏул
755,einmal::ADV,مرة,цихӏин
756,einmal::ADV,مرة,цоцӏул
757,manchmal::ADV,أحيانا,олоцӏул
758,oft::ADV,كثيرا,гӏемерго
759,immer::ADV,دائما,кидаго
760,niemals::ADV,لا أبدا,киданиги
761,hier::ADV,هنا,аниб
762,hierhin::ADV,إلى هنا,анибехун
763,von hier::ADV,من هنا,гьаниса
764,dort::ADV,هناك,гьениб
765,dorthin::ADV,إلى هناك,гьадаба
766,geradeaus::ADV,إلى الأمام,битӏутӏа
767,vorwärts::ADV,إلى الأمام,цебехун
768,rückwärts::ADV,إلى الوراء,нахъ-нахъ
769,zurück::ADV,عودا,нахъе
770,zurück::ADV,إلى الخلف,нахъе
771,unten::ADV,تحت,ахакь
772,unten::ADV,تحت,гъоркь
773,unten::ADV,في الأسفل,ахакь
774,unten::ADV,في الأسفل,гъоркь
775,hinab::ADV,إلى تحت,эхебе
776,oben::ADV,فوق,тӏад
777,oben::ADV,فوق,тӏадехун
778,oben::ADV,في الأعلى,тӏад
779,oben::ADV,في الأعلى,тӏадехун
780,hinauf::ADV,إلى فوق,эхеде
781,hinauf::ADV,إلى الأعلى,эхеде
782,überall::ADV,في كل مكان,кибго
783,nicht::ADV,لا,
784,nicht::ADV,لم,
785,ein wenig::ADV,قليلا,дагьабго
786,kaum::ADV,كاد لا,хӏалалъ
787,sehr::ADV,جدا,кутакалда
788,sehr::ADV,كثيرا,кутакалда
789,so::ADV,كذا,гьедин
790,so::ADV,كذلك,гьедин
791,noch::ADV,ما زال,жеги
792,nur::ADV,فقط,гӏӣцӏго
793,schon::ADV,قد,
794,wieder::ADV,من جديد,на́хъеги
795,wieder::ADV,مرة أخرى,на́хъеги
796,vergebens::ADV,عبثا,чӏалгӏаде
797,vor::PRP,أمام,цебе
798,hinter::PRP,خلف,хадуса
799,hinter::PRP,وراء,хадуса
800,unter::PRP,تحت,ахакь
801,unter::PRP,تحت,гъоркь
802,durch::PRP,عبر,
803,durch::PRP,خلال,
804,neben::PRP,جنب,аскӏо
805,neben::PRP,بجانب,аскӏо
806,zwischen::PRP,بين,гьоркьоб
807,wegen::PRP,بسبب,гьелда
808,dies::PRN,هذا,гьаб
809,dies::PRN,هذا,гьеб
810,das::PRN,ذلك,доб
811,alles::PRN,الكل,
812,ich::PRN,أنا,дун
813,du::PRN,أنت,дуца
814,er::PRN,هو,доб
815,wir::PRN,نحن,ниж
816,ihr::PRN,أنتم,нуж
817,ihr::PRN,أنتن,нуж
818,sie::PRN,هم,дол
819,sie::PRN,هم,эл
820,sie::PRN,هن,дол
821,sie::PRN,هن,эл
822,was::FPRN,ما,щиб
823,wer::FPRN,من,щиб
824,wo::FADV,أين,киб
825,wo::FADV,أين,кибехун
826,wohin::FADV,إلى أين,кибехун
827,wie::FADV,كيف,кин
828,warum::FADV,لماذا,щай
829,wieviel::FNUM,كم,кигӏан
830,eins::NUM,واحد,цо
831,zwei::NUM,اثنين,кӏиго
832,drei::NUM,ثلاثة,лъабго
833,vier::NUM,أربعة,ункъо
834,fünf::NUM,خمسة,щуго
835,sechs::NUM,ستة,анлъго
836,sieben::NUM,سبعة,анкьго
837,acht::NUM,ثمانية,микьго
838,neun::NUM,تسعة,ичӏго
839,zehn::NUM,عشرة,анцӏго
840,elf::NUM,أحد عشر,анцӏила цо
841,zwölf::NUM,اثنا عشر,кӏиго-анцӏила
842,zwanzig::NUM,عشرون,къого
843,dreißig::NUM,ثلاثون,лъеберго
844,vierzig::NUM,أربعون,кӏикъого
845,fünfzig::NUM,خمسون,кӏикъо́ялда анцӏго
846,sechzig::NUM,ستون,лъабкъого
847,siebzig::NUM,سبعون,лъабкъо́ялда анцӏго
848,achtzig::NUM,ثمانون,ункъого
849,neunzig::NUM,تسعون,ункъоялда а́нцӏила
850,hundert::NUM,مئة,нусго
851,tausend::NUM,ألف,азарго
852,und::CNJ,و,ва
853,und::CNJ,و,-ги
854,oder::CNJ,أو,ялъуни
855,stehen::V,وقف,бахъунчӏезе
856,sitzen::V,جلس,гӏодов чӏезе
857,liegen::V,رقد,бегизе
858,hängen::V,تعلق,базе
859,werden::V,صار,бахъине
860,werden::V,أصبح,бахъине
861,passieren::V,حدث,лъугьине
862,passieren::V,حدث,лъугьа-бахъине
863,beginnen::V,ابتدأ,байбихьизе
864,enden::V,انتهى,лъугӏизе
865,wechseln::V,تغير,хиса-басизе
866,wechseln::V,تغير,хисизе
867,aufgehen[Sonne]::V,شرق,баккизе
868,untergehen[Sonne]::V,غرب,щинкӏизе
869,scheinen[Sonne]::V,أضاء,къалъ-къалъизе
870,donnern::V,رعد,гъугъазе
871,wehen::V,هب,пуйзе
872,strömen::V,جرى,чвахизе
873,fließen::V,سال,чвахизе
874,sich drehen::V,دار,сверизе
875,schwanken::V,ترنح,хьвагӏезе
876,schwanken::V,ترنح,багъа-бачаризе
877,schwingen::V,ترجح,щвартӏезе
878,fallen::V,سقط,бортизе
879,brennen::V,احترق,рекӏине
880,rauchen::V,دخن,кӏкӏуй буризе
881,regnen::V,أمطر,базе
882,gefrieren::V,تجمد,гӏу́низе
883,tauen::V,ذاب,биаризе
884,schmelzen::V,ذاب,биине
885,trocknen::V,نشف,бакъвазе
886,sieden::V,غلى,гьалдезе
887,faulen::V,فسد,махӏцине
888,verfaulen::V,تعفن,туризе
889,reißen::V,انقطع,бихъизе
890,versinken::V,غرق,гъанкъизе
891,vergehen::V,مضى,базе
892,vergehen::V,مضى,бахъизе
893,vergehen::V,مضى,ине
894,erscheinen::V,لاح,баккизе
895,erscheinen::V,ظهر,баккизе
896,verschwinden::V,غاب,къине
897,verschwinden::V,غاب,билизе
898,sinken::V,هبط,гӏодо́бе ккезе
899,abnehmen::V,نقص,тӏаса камизе
900,zunehmen::V,ازداد,гӏемерлъизе
901,steigen::V,صعد,бахине
902,steigen::V,ارتفع,бахине
903,wachsen::V,نما,кӏодолъизе
904,wachsen::V,نبت,кӏодолъизе
905,glänzen::V,لمع,цӏвакизе
906,funkeln::V,تلألأ,паркъезе
907,lärmen::V,ضج,хъудизе
908,lärmen::V,ضج,чӏиргъдизе
909,lärmen::V,صخب,хъудизе
910,lärmen::V,صخب,чӏиргъдизе
911,läuten::V,قرع,кьабизе
912,klingeln::V,دق,кьабизе
913,klirren::V,قعقع,зваргъизе
914,brausen::V,عج,гьалаглъизе
915,rauschen::V,حف,шуршудизе
916,klingen::V,رن,бахъине
917,bellen::V,نبح,гъанчдезе
918,heulen::V,عوى,рурудизе
919,blasen::V,نفخ,гьохьизе
920,pfeifen::V,صفر,гьещтӏезе
921,schreien::V,صرخ,ахӏизе
922,schreien::V,صرخ,ахӏдезе
923,stöhnen::V,أن,зигардизе
924,zittern::V,ارتعش,дарран
925,zittern::V,ارتعش,гьаргьадизе
926,leben::V,عاش,бетӏербахъизе
927,geboren werden::V,ولد,лъугьине
928,atmen::V,تنفس,хӏухьел биччазе
929,trinken::V,شرب,гьекъезе
930,essen::V,أكل,квине
931,essen::V,أكل,кваназе
932,schlucken::V,جرع,кӏкӏвине
933,schlucken::V,جرع,къулчӏизе
934,müde werden::V,تعب,сваказе
935,einschlafen::V,نام,кьижизе
936,einschlafen::V,نام,гъапуллъизе
937,schlafen::V,نام,кьижизе
938,aufwachen::V,استيقظ,бигьине
939,aufstehen::V,قام,бахъине
940,aufstehen::V,قام,тӏадебахъине
941,sich erholen::V,استجم,хьи бахъизе
942,sich erholen::V,استجم,хӏалхьи гьабизе
943,krank werden::V,مرض,унтизе
944,krank sein::V,مرض,унтизе
945,schmerzen::V,آلم,унтизе
946,husten::V,كح,хъегӏизе
947,husten::V,سعل,хъегӏизе
948,genesen::V,نقه,лъилъизе
949,sterben::V,مات,хвезе
950,umkommen::V,هلك,гьалаглъизе
951,sich bewegen::V,تحرك,багъаризе
952,sich bewegen::V,تحرك,багъаргъизе
953,sich rühren::V,تحرك,багъаризе
954,sich erheben::V,قام,тӏадебахъине
955,sich erheben::V,قام,бахъине
956,sich setzen::V,جلس,гӏодов чӏезе
957,hinfallen::V,وقع,щапизе
958,laufen::V,مشى,хьвадизе
959,schreiten::V,خطا,чӏезе
960,spazierengehen::V,تنزه,тира-сверизе
961,eilen::V,عجل,ракӏхӏалакине
962,eilen::V,عجل,дуризе
963,sich beeilen::V,استعجل,дуризе
964,sich beeilen::V,استعجل,гӏедегӏизе
965,sausen::V,أسرع,тӏуризе
966,rennen::V,عدا,бекеризе
967,rennen::V,ركض,бекеризе
968,springen::V,قفز,кӏанцӏизе
969,klettern::V,تسلق,хархадизе
970,schaukeln::V,تأرجح,гьерщезе
971,kriechen::V,دب,хъурщизе
972,kriechen::V,زحف,хъурщизе
973,schwimmen::V,سبح,лъедезе
974,tauchen::V,غطس,букъардизе
975,rudern::V,جذف,хазе
976,fahren::V,ركب,ине
977,fahren::V,سافر,ине
978,fliegen::V,طار,боржине
979,gehen::V,سار,ине
980,gehen::V,ذهب,ине
981,weggehen::V,ذهب,ине
982,weggehen::V,انصرف,ине
983,abfahren::V,رحل,къокъине
984,anhalten::V,توقف,чӏезе
985,anhalten::V,توقف,тархъизе
986,anhalten::V,توقف,лъалхъизе
987,hineingehen::V,دخل,тӏаделъугьине
988,eintreten::V,دخل,лъугьине
989,kommen::V,أتى,бачӏине
990,kommen::V,جاء,бачӏине
991,ankommen::V,وصل,щвезе
992,ankommen::V,وصل,тӏадебачӏине
993,zurückkommen::V,عاد,тадбуссине
994,zurückkommen::V,عاد,тӏадбуссине
995,zurückkommen::V,رجع,тадбуссине
996,zurückkommen::V,رجع,тӏадбуссине
997,bleiben::V,مكث,чӏезе
998,bleiben::V,مكث,хутӏизе
999,warten::V,انتظر,чӏезе
1000,erwarten::V,ترقب,балагьизе
1001,erwarten::V,انتظر,балагьизе
1002,suchen::V,بحث,балагьизе
1003,finden::V,وجد,батизе
1004,versuchen::V,حاول,хӏалбихьизе
1005,vorbereiten::V,أعد,хӏадурлъизабизе
1006,vorbereiten::V,حضر,хӏадурлъизабизе
1007,lieben::V,أحب,балай бегьизе
1008,mögen::V,أحب,бокьизе
1009,lachen::V,ضحك,белъизе
1010,rühren::V,أثر,
1011,weinen::V,بكى,гӏодизе
1012,schimpfen::V,سب,гъанчдезе
1013,schimpfen::V,شتم,гъанчдезе
1014,sich ärgern::V,زعل,вагъизе
1015,sich ärgern::V,زعل,ццида́хине
1016,sich fürchten::V,هاب,хӏинкъизе
1017,fürchten::V,خاف,беркъазе
1018,fürchten::V,خاف,хӏинкъа-къазе
1019,fürchten::V,خشي,беркъазе
1020,fürchten::V,خشي,хӏинкъа-къазе
1021,fliehen::V,هرب,лъутизе
1022,flüchten::V,فر,лъутизе
1023,sehen::V,رأى,бихьизе
1024,anschauen::V,نظر,бертӏамизе
1025,anschauen::V,نظر,балагьизе
1026,ansehen::V,نظر,бала-гъалагьизе
1027,hören::V,سمع,рагӏизе
1028,zuhören::V,أصغى,гӏенеккизе
1029,probieren::V,ذاق,кӏалдиб хъва́зе
1030,probieren::V,ذاق,чӏамизе
1031,riechen::V,شم,су́нтӏизе
1032,riechen::V,استنشق,су́нтӏизе
1033,fühlen::V,شعر,чӏвазе
1034,scheinen::V,ظهر,
1035,zu sehen sein::V,ظهر,бихьизе
1036,vernehmen::V,سمع,рагӏизе
1037,frieren::V,بردان,цӏорозе
1038,tun::V,فعل,гьабизе
1039,können::V,قدر,кӏвезе
1040,können::V,قدر,лъазе
1041,können::V,استطاع,кӏвезе
1042,können::V,استطاع,лъазе
1043,wollen::V,شاء,бокьизе
1044,wollen::V,أراد,бокьизе
1045,anfangen::V,بدأ,байбихьизе
1046,beenden::V,أنهى,тӏубазабизе
1047,beenden::V,أنهى,лъугӏизабизе
1048,aufhören::V,توقف,бахъизе
1049,aufhören::V,انقطع,бахъизе
1050,gelingen::V,نجح,бахъизе
1051,geraten::V,طلع,бахъизе
1052,öffnen::V,فتح,рагьизе
1053,schließen::V,أغلق,къазе
1054,stellen::V,وضع,чӏвазе
1055,stellen::V,أقام,чӏвазе
1056,setzen::V,أجلس,рекӏинабизе
1057,setzen::V,أجلس,гӏодор чӏезаризе
1058,legen::V,وضع,лъезе
1059,berühren::V,مس,хъвазе
1060,berühren::V,لمس,хъвазе
1061,verbinden::V,ربط,хьухьине
1062,verbinden::V,ربط,бухьине
1063,verbinden::V,وصل,хьухьине
1064,verbinden::V,وصل,бухьине
1065,bedecken::V,غطى,кквезе
1066,aufhängen::V,علق,базе
1067,anzünden::V,أوقد,бакизе
1068,anzünden::V,أوقد,рекӏинабизе
1069,aufheben::V,لقط,
1070,zurücklassen::V,ترك,тезе
1071,verlieren::V,فقد,билизабизе
1072,fallen lassen::V,أسقط,бортизабизе
1073,machen::V,فعل,гьабизе
1074,herstellen::V,صنع,гьабизе
1075,herstellen::V,صنع,хӏадурлъизабизе
1076,herstellen::V,أنتج,гьабизе
1077,herstellen::V,أنتج,хӏадурлъизабизе
1078,bauen::V,بنى,базе
1079,bauen::V,بنى,гьабизе
1080,bauen::V,شيد,базе
1081,bauen::V,شيد,гьабизе
1082,reparieren::V,صلح,къачӏазе
1083,verbessern::V,صحح,лъикӏлъизабизе
1084,ändern::V,غير,хисизабизе
1085,graben::V,حفر,бухъизе
1086,beugen::V,ثنى,хьетӏизабизе
1087,beugen::V,أحنى,хьетӏизабизе
1088,biegen::V,لوى,гьетӏизабизе
1089,drehen::V,أدار,тиризабизе
1090,drehen::V,أدار,свердизабизе
1091,drehen::V,دور,тиризабизе
1092,drehen::V,دور,свердизабизе
1093,wenden::V,قلب,бегизе
1094,umdrehen::V,قلب,бегизе
1095,umdrehen::V,قلب,бега-битӏизе
1096,heben::V,رفع,борхизе
1097,hochheben::V,رفع,борхалъизабизе
1098,hochheben::V,رفع,борхизе
1099,ergreifen::V,مسك,кквезе
1100,halten::V,مسك,кквезе
1101,drücken::V,ضغط,къазе
1102,drücken::V,ضغط,къанцӏу́зе
1103,drücken::V,ضغط,къвал ба́зе
1104,schieben::V,حرك,хъилдизе
1105,kratzen::V,خدش,хачазе
1106,lecken::V,لعق,чӏикӏизе
1107,beißen::V,عض,хӏанчӏизе
1108,beißen::V,عض,хӏанчӏизабизе
1109,abreißen::V,قلع,тӏезе
1110,abreißen::V,قلع,тӏезабизе
1111,abschneiden::V,قطع,къотӏизе
1112,binden::V,ربط,бухьине
1113,stecken::V,دس,къазабизе
1114,brechen::V,كسر,бекизе
1115,klopfen::V,طرق,дванкезе
1116,hauen::V,ضرب,базе
1117,kleben::V,ألصق,бацӏцӏине
1118,reiben::V,حك,хачазе
1119,streichen::V,نشر,бахине
1120,streichen::V,نشر,жужазе
1121,schleifen::V,سن,лъухьизе
1122,schneiden::V,قطع,къотӏизе
1123,rütteln::V,رج,багъа-бачаризабизе
1124,schütteln::V,هز,кӏобокӏизе
1125,schwenken::V,لوح,гьесадизе
1126,schwenken::V,لوح,хьвагӏезабизе
1127,schütten::V,صب,тӏезе
1128,füllen::V,ملأ,цӏезабизе
1129,einwickeln::V,لف,жемизе
1130,tragen::V,حمل,баччизе
1131,schleppen::V,سحب,бехъерхъизе
1132,ziehen::V,سحب,цӏазе
1133,aufbewahren::V,حفظ,цӏунизе
1134,werfen::V,رمى,рехизе
1135,werfen::V,ألقى,рехизе
1136,fangen::V,التقط,кквезе
1137,packen::V,مسك,кквезе
1138,verstecken::V,خبأ,бахчизе
1139,teilen::V,قسم,бикьизе
1140,schicken::V,بعث,битӏизе
1141,schicken::V,أرسل,битӏизе
1142,bringen::V,جلب,баччизе
1143,hinzufügen::V,أضاف,жубазе
1144,bekommen::V,حصل,щвезе
1145,erhalten::V,استلم,щвезе
1146,erhalten::V,استلم,босизе
1147,nehmen::V,أخذ,босизе
1148,wählen::V,اختار,бищизе
1149,auswählen::V,انتقى,тӏасабищизе
1150,bewahren::V,حافظ,цӏунизе
1151,behindern::V,عاق,квекӏен гьабизе
1152,verderben::V,أفسد,хвезабизе
1153,beschädigen::V,أضر,галгъазабизе
1154,zerbrechen::V,كسر,щущазабизе
1155,zerreißen::V,مزق,бихъизе
1156,zerstören::V,دمر,биххизабизе
1157,verbrennen::V,حرق,бухӏизе
1158,geben::V,أعطى,кьезе
1159,reichen::V,ناول,кьезе
1160,schenken::V,وهب,кьезе
1161,versprechen::V,وعد,назру гьабизе
1162,wünschen::V,تمنى,бокьизе
1163,loben::V,مدح,беццизе
1164,loben::V,مدح,бецца-бекъизе
1165,küssen::V,قبل,баизе
1166,wiegen::V,هدهد,чӏучӏадизабизе
1167,zudecken::V,غطى,тӏадбигъине
1168,wecken::V,أيقظ,бигьинабизе
1169,zeigen::V,أرى,бихьизабизе
1170,führen::V,دل,бачине
1171,lehren::V,علم,малъизе
1172,lehren::V,علم,цӏализабизе
1173,unterrichten::V,علم,цӏализабизе
1174,aufziehen::V,ربى,гӏезабизе
1175,leiten::V,دل,нухмалъи гьабизе
1176,leiten::V,أدار,нухмалъи гьабизе
1177,antreiben::V,حث,гӏедегӏизабизе
1178,lassen::V,حدا,
1179,einladen::V,دعا,ахӏизе
1180,einladen::V,دعا,тӏадеахӏизе
1181,vereinigen::V,وحد,цолъизабизе
1182,besuchen::V,زار,баккизе
1183,besuchen::V,زار,хьвадизе
1184,treffen::V,قابل,дандчӏвазе
1185,sich versammeln::V,اجتمع,данделъизе
1186,sich versammeln::V,اجتمع,бакӏаризе
1187,spielen::V,لعب,басандизе
1188,singen::V,غنى,ахӏизе
1189,tanzen::V,رقص,кьурдизе
1190,sich trennen::V,افترق,батӏалъизе
1191,verlassen::V,ترك,тезе
1192,verlassen::V,ترك,рехунтезе
1193,retten::V,نجى,хвасар гьабизе
1194,retten::V,نجى,хвасарлъизабизе
1195,retten::V,أنقذ,хвасар гьабизе
1196,retten::V,أنقذ,хвасарлъизабизе
1197,bewachen::V,حرس,цӏунизе
1198,schützen::V,حمى,цӏунизе
1199,verteidigen::V,دافع,цӏунизе
1200,sich schlagen::V,تضارب,багъизе
1201,schießen::V,أطلق,речӏчӏизе
1202,siegen::V,انتصر,бергьине
1203,ärgern::V,أزعل,вагъизавизе
1204,schlagen::V,ضرب,кьабизе
1205,treten::V,رفس,мал тункизе
1206,stechen::V,شك,къазабизе
1207,stoßen::V,دفع,тункизе
1208,stoßen::V,دفع,хъилдизе
1209,stehlen::V,سرق,щинкӏизабизе
1210,stören::V,ضايق,квекӏен гьабизе
1211,stören::V,ضايق,татубахъи гьабизе
1212,belästigen::V,أزعج,рахӏатхвезабизе
1213,verbergen::V,كتم,бахчизе
1214,verbergen::V,كتم,балъго тезе
1215,täuschen::V,خدع,божуда рекӏкӏ гьабизе
1216,täuschen::V,خدع,гуккизе
1217,betrügen::V,غش,хӏилла гьабизе
1218,betrügen::V,غش,сандирахълъи гьабизе
1219,töten::V,قتل,чӏвазе
1220,wohnen::V,سكن,яшав гьабизе
1221,arbeiten::V,عمل,хӏалтӏизе
1222,arbeiten::V,اشتغل,хӏалтӏизе
1223,sammeln::V,جمع,бакӏаризе
1224,pflücken::V,جنى,бетӏизе
1225,pflücken::V,قطف,бетӏизе
1226,jagen::V,صاد,чан гьабизе
1227,fischen::V,اصطاد,ччугӏа кквезе
1228,fassen::V,قبض,кквезе
1229,hüten::V,رعى,кваназабизе
1230,treiben::V,ساق,гъезе
1231,anbinden::V,ربط,бухьине
1232,füttern::V,علف,кваназабизе
1233,melken::V,حلب,бечӏчӏизе
1234,hacken::V,فرم,чӏвазе
1235,gießen::V,سقى,лъалъазе
1236,reifen::V,نضج,барщизе
1237,zubereiten::V,حضر,бежа-белъине
1238,kochen::V,طبخ,белъине
1239,backen::V,خبز,базе
1240,braten::V,قلى,бежизе
1241,braten::V,حمر,бежизе
1242,umrühren::V,قلب,багъаризе
1243,stricken::V,حاك,хьухьине
1244,nähen::V,خاط,букъизе
1245,färben::V,صبغ,кьер гьабизе
1246,färben::V,لون,кьер гьабизе
1247,reinigen::V,نظف,бацӏцӏине
1248,waschen::V,غسل,чуризе
1249,abwischen::V,مسح,бацӏцӏине
1250,spülen::V,شطف,хулизе
1251,fegen::V,كنس,лъухьизе
1252,kehren::V,كنس,лъухьизе
1253,baden::V,استحم,чордезе
1254,sich waschen::V,اغتسل,
1255,ausziehen::V,خلع,бахъизе
1256,anziehen::V,لبس,ретӏине
1257,sich anziehen::V,اكتسى,ретӏине
1258,kämmen::V,مشط,хазе
1259,schmücken::V,زين,чӏухӏизабизе
1260,sagen::V,قال,бицине
1261,sprechen::V,تكلم,бицине
1262,reden::V,تكلم,гаргадизе
1263,sich unterhalten::V,تحادث,гаргадизе
1264,fragen::V,سأل,цӏехезе
1265,fragen::V,سأل,гьикъизе
1266,bitten::V,رجا,гьаризе
1267,erzählen::V,حكي,бицине
1268,mitteilen::V,بلغ,лъазабизе
1269,nennen::V,سمى,цӏар лъезе
1270,rufen::V,نادى,ахӏизе
1271,prahlen::V,فشر,беццаризе
1272,prahlen::V,تفاخر,беццаризе
1273,übersetzen::V,ترجم,буссинабизе
1274,denken::V,فكر,ургъизе
1275,glauben::V,اعتقد,божизе
1276,bemerken::V,لاحظ,берречӏчӏизе
1277,erkennen::V,عرف,лъазе
1278,erkennen::V,عرف,батӏаго бахъизе
1279,begreifen::V,فهم,бичӏчӏизе
1280,begreifen::V,أدرك,бичӏчӏизе
1281,verstehen::V,فهم,
1282,lernen::V,درس,цӏализе
1283,wissen::V,علم,лъазе
1284,sich erinnern an::V,تذكر,ракӏалде щвезе
1285,vergessen::V,نسي,кӏочене
1286,messen::V,قاس,борцине
1287,zählen::V,عد,рикӏкӏине
1288,zählen::V,أحصى,рикӏкӏине
1289,rechnen::V,حسب,рикӏкӏине
1290,lesen::V,قرأ,цӏализе
1291,malen::V,صور,бахъизе
1292,zeichnen::V,رسم,бахъизе
1293,schreiben::V,كتب,хъвазе
1294,besitzen::V,حاز,щвезе
1295,besitzen::V,حاز,бу́кӏине
1296,besitzen::V,ملك,щвезе
1297,besitzen::V,ملك,бу́кӏине
1298,kaufen::V,اشترى,босизе
1299,verkaufen::V,باع,бичизе
1300,bezahlen::V,دفع,кьезе
1301,zahlen::V,سدد,кьезе
1302,beherrschen::V,حكم,
1303,ertragen::V,أطاق,баччизе
1304,ertragen::V,تحمل,баччизе
