,Concept_ID,da,hy
779,sieben::NUM,syv,յոթ
780,acht::NUM,otte,ութ
781,neun::NUM,ni,ինը
782,zehn::NUM,ti,տասը
783,elf::NUM,elleve,տասնմեկ
784,zwölf::NUM,tolv,տասներկու
785,zwanzig::NUM,tyve,քսան
786,dreißig::NUM,tredive,երեսուն
787,vierzig::NUM,fyrre,քառասուն
788,vierzig::NUM,fyrretyve,քառասուն
789,fünfzig::NUM,halvtreds,հիսուն
790,sechzig::NUM,tres,վաթսուն
791,siebzig::NUM,halvfjerds,յոթանասուն
792,achtzig::NUM,firs,ութսուն
793,neunzig::NUM,halvfems,իննսուն
794,hundert::NUM,hundrede,հարյուր
795,tausend::NUM,tusind,հազար
796,und::CNJ,og,ու
797,oder::CNJ,eller,կամ
798,stehen::V,stå,կանգնել
799,sitzen::V,sidde,նստել
800,liegen::V,ligge,ստել
801,hängen::V,hænge,կախվել
802,werden::V,blive,դառնալ
803,passieren::V,ske,պատահել
804,passieren::V,hænde,պատահել
805,beginnen::V,begynde,սկսվել
806,enden::V,ende,վերջանալ
807,wechseln::V,veksle,փոխվել
808,aufgehen[Sonne]::V,gå op,բարձրանալ
809,aufgehen[Sonne]::V,gå op,ելնել 
810,aufgehen[Sonne]::V,stå op,բարձրանալ
811,aufgehen[Sonne]::V,stå op,ելնել 
812,untergehen[Sonne]::V,gå ned,մտնել
813,scheinen[Sonne]::V,skinne,շողալ
814,scheinen[Sonne]::V,skinne,փայլել
815,donnern::V,tordne,որոտալ
816,wehen::V,blæse,փչել
817,strömen::V,strømme,հոսել
818,fließen::V,flyde,հոսել
819,sich drehen::V,dreje sig,պտտվել
820,schwanken::V,vakle,տատանվել
821,schwingen::V,svinge,ճոճվել
822,fallen::V,falde,ընկնել
823,brennen::V,brænde,այրվել
824,rauchen::V,ryge,ծխել
825,regnen::V,regne,անձրեւ գալ
826,gefrieren::V,fryse,սառչել
827,tauen::V,tø,լկիլ
828,schmelzen::V,smelte,հալիլ
829,trocknen::V,tørre,չորանալ
830,sieden::V,koge,եռալ
831,faulen::V,rådne,փտել
832,verfaulen::V,rådne,նեխել
833,reißen::V,briste,պատռվել
834,reißen::V,briste,ճղվել
835,versinken::V,synke,սուզվել
836,versinken::V,synke ned,սուզվել
837,vergehen::V,forløbe,անցնել 
838,erscheinen::V,vise sig,հայտնվել
839,erscheinen::V,vise sig,երեւալ
840,verschwinden::V,forsvinde,անհետանալ
841,sinken::V,synke,ընկնել
842,abnehmen::V,aftage,փոքրանալ
843,zunehmen::V,tiltage,մեծանալ
844,steigen::V,stige,բարձրանալ
845,wachsen::V,gro,աճել
846,wachsen::V,vokse,աճել
847,glänzen::V,glinse,նշուլել
848,glänzen::V,glinse,փայլիլ
849,funkeln::V,tindre,փայլատակել
850,lärmen::V,larme,աղմուկ հանել
851,läuten::V,ringe,զնգալ
852,klingeln::V,ringe,զնգալ
853,klirren::V,klirre,զնգզնգալ
854,brausen::V,bruse,մոլեգնել
855,rauschen::V,suse,սոսափել
856,klingen::V,lyde,հնչել
857,klingen::V,klinge,հնչել
858,bellen::V,gø,հաչել
859,heulen::V,hyle,ոռնալ 
860,blasen::V,blæse,փչել 
861,pfeifen::V,fløjte,սուլել
862,schreien::V,skrige,գոռալ 
863,stöhnen::V,stønne,տնքալ
864,zittern::V,dirre,դողալ
865,zittern::V,skælve,դողալ
866,leben::V,leve,ապրել
867,geboren werden::V,fødes,ծնվել
868,atmen::V,ånde,շնչել
869,trinken::V,drikke,խմել
870,essen::V,spise,ուտել
871,schlucken::V,synke,կլանել
872,schlucken::V,synke,կուլ տալ
873,müde werden::V,blive træt,հոգնել
874,einschlafen::V,falde i søvn,քուն մտնել
875,schlafen::V,sove,քնել
876,aufwachen::V,vågne,արթննալ
877,aufstehen::V,stå op,ելլել
878,sich erholen::V,komme sig,հանգստանալ
879,krank werden::V,blive syg,հիւանդանալ
880,krank sein::V,være syg,հիվանդ լինել
881,schmerzen::V,smerte,ցավել
882,husten::V,hoste,հազալ
883,genesen::V,komme sig,ապաքինվել
884,sterben::V,dø,մեռնել
885,sterben::V,dø,վախճանվել
886,umkommen::V,omkomme,կործանվել
887,sich bewegen::V,bevæge sig,ընթանալ
888,sich rühren::V,røre på sig,շարժվել
889,sich erheben::V,rejse sig,կանգնել
890,sich erheben::V,rejse sig,վեր կենալ
891,sich setzen::V,sætte sig,նստել
892,laufen::V,løbe,քայլել
893,schreiten::V,skride,ճեմել
894,spazierengehen::V,gå en tur,շրջագայել
895,eilen::V,ile,շտապել
896,sich beeilen::V,skynde sig,շտապել 
897,sausen::V,suse,սլանալ
898,rennen::V,løbe,վազել
899,rennen::V,rende,վազել
900,springen::V,hoppe,ցատկել
901,springen::V,springe,ցատկել
902,klettern::V,klatre,մագլցել
903,schaukeln::V,gynge,ճոճվել
904,schaukeln::V,gynge,օրորվել
905,kriechen::V,krybe,սողալ
906,schwimmen::V,svømme,լողալ
907,tauchen::V,dykke,սուզվել
908,rudern::V,ro,թիավարել
909,fahren::V,køre,ընթանալ
910,fliegen::V,flyve,թռչել
911,gehen::V,gå,գնալ
912,weggehen::V,gå bort,հեռանալ
913,abfahren::V,køre bort,ճանապարհվել
914,anhalten::V,standse,կանգնել
915,hineingehen::V,gå ind,մտնել
916,eintreten::V,træde ind,մտնել
917,kommen::V,komme,գալ
918,ankommen::V,ankomme,ժամանել
919,zurückkommen::V,komme tilbage,վերադառնալ
920,bleiben::V,blive,մնալ
921,bleiben::V,forblive,մնալ
922,warten::V,vente,սպասել
923,erwarten::V,vente,սպասել
924,erwarten::V,afvente,սպասել
925,suchen::V,søge,որոնել
926,finden::V,finde,գտնել
927,versuchen::V,forsøge,փորձել
928,vorbereiten::V,forberede,պատրաստել
929,lieben::V,elske,սիրել
930,mögen::V,holde af,հավանել
931,mögen::V,holde af,սիրել
932,mögen::V,kunne lide,հավանել
933,mögen::V,kunne lide,սիրել
934,lachen::V,le,ծիծաղել
935,rühren::V,røre,հուզել
936,weinen::V,græde,լալ
937,schimpfen::V,skænde,տրտնջալ
938,schimpfen::V,skænde,քրթմնջել
939,sich ärgern::V,ærgre sig,զայրանալ
940,sich fürchten::V,være bange,վախնալ
941,fürchten::V,være bange for,վախենալ
942,fliehen::V,flygte,փախչել
943,flüchten::V,flygte,փախչել
944,sehen::V,se,տեսնել
945,anschauen::V,se på,դիտել
946,anschauen::V,betragte,դիտել
947,ansehen::V,anse,նայել
948,hören::V,høre,լսել
949,zuhören::V,høre til,ունկնդրել
950,probieren::V,smage,համը տեսել
951,probieren::V,smage på,համը տեսել
952,riechen::V,lugte,հոտ առնել
953,fühlen::V,føle,զգալ
954,scheinen::V,synes,երեւալ
955,zu sehen sein::V,synes,երեւալ
956,vernehmen::V,erfare,իմանալ 
957,frieren::V,fryse,մրսել
958,tun::V,gøre,անել
959,können::V,kunne,կարողանալ
960,wollen::V,ville,ուզել
961,wollen::V,ville,ցանկանալ
962,anfangen::V,begynde,սկսել
963,beenden::V,afslutte,վերջացնել
964,aufhören::V,ophøre,դադարել
965,aufhören::V,holde op,դադարել
966,gelingen::V,lykkes,հաջողվել
967,gelingen::V,lykkes,գլուխ գալ
968,geraten::V,blive,ստացվել
969,öffnen::V,åbne,բաց անել
970,schließen::V,lukke,փակել 
971,stellen::V,stille,դնել
972,setzen::V,sætte,նստեցնել
973,legen::V,lægge,դնել
974,berühren::V,berøre,դիպչել
975,berühren::V,berøre,շոշափել
976,verbinden::V,forbinde,շաղկապել
977,bedecken::V,dække,ծածկել
978,bedecken::V,bedække,ծածկել
979,aufhängen::V,hænge,կախել
980,aufhängen::V,hænge op,կախել
981,anzünden::V,tænde,վառել
982,anzünden::V,antænde,վառել
983,aufheben::V,løfte,վերցնել
984,aufheben::V,tage op,վերցնել
985,zurücklassen::V,lade tilbage,թողնել
986,verlieren::V,miste,կորցնել
987,fallen lassen::V,tabe,գցել
988,fallen lassen::V,droppe,գցել
989,machen::V,gøre,անել
990,herstellen::V,fremstille,արտադրել
991,bauen::V,bygge,կառուցել
992,reparieren::V,reparere,նորոգել
993,verbessern::V,rette,բարելավել
994,verbessern::V,forbedre,բարելավել
995,ändern::V,ændre,փոխել
996,graben::V,grave,փորել
997,beugen::V,bøje,ծռել
998,biegen::V,bøje,թեքել
999,drehen::V,dreje,ոլորել
1000,wenden::V,vende,պտտել
1001,umdrehen::V,dreje om,շրջել
1002,heben::V,hæve,բարձրացնել
1003,hochheben::V,løfte,բարձրացնել
1004,ergreifen::V,gribe fat i,վարակվել
1005,halten::V,holde,բռնել
1006,drücken::V,trykke,ճնշել
1007,schieben::V,skyde,հրել
1008,schieben::V,skubbe,հրել
1009,kratzen::V,klø,քերել
1010,kratzen::V,kradse,քերել
1011,lecken::V,slikke,լիզել
1012,beißen::V,bide,կծել
1013,abreißen::V,rive af,պոկել
1014,abschneiden::V,skære af,կտրել 
1015,binden::V,binde,կապել
1016,stecken::V,stikke,խրել
1017,brechen::V,brække,կոտրել 
1018,klopfen::V,banke,թակել
1019,hauen::V,hugge,ծեծել
1020,kleben::V,klistre,կպցնել
1021,reiben::V,gnide,շփել
1022,streichen::V,smøre,վրան քսել
1023,schleifen::V,slibe,սրել 
1024,schneiden::V,skære,կտրել
1025,schneiden::V,klippe,կտրել
1026,rütteln::V,ruske,ցնցել
1027,schütteln::V,ryste,թափահարել
1028,schwenken::V,svinge,ճոճել
1029,schütten::V,hælde,լցնել
1030,füllen::V,fylde,լիքը լցնել
1031,einwickeln::V,pakke ind,փաթաթել
1032,tragen::V,bære,կրել
1033,tragen::V,bære,տանել
1034,schleppen::V,slæbe,քաշել
1035,ziehen::V,trække,ձգել
1036,ziehen::V,trække,քաշել
1037,aufbewahren::V,opbevare,պահել 
1038,werfen::V,kaste,նետել
1039,fangen::V,fange,
1040,packen::V,gribe,հափշտակել
1041,verstecken::V,gemme,ծածկել
1042,teilen::V,dele,բաժանել
1043,schicken::V,sende,ուղարկել
1044,bringen::V,bringe,բերել
1045,hinzufügen::V,tilføje,ավելացնել
1046,bekommen::V,få,հայթայթել
1047,erhalten::V,få,ստանալ
1048,nehmen::V,tage,վերցնել
1049,wählen::V,vælge,ընտրել
1050,auswählen::V,udvælge,գերադասել
1051,bewahren::V,bevare,պահպանել
1052,behindern::V,hindre,խոչընդոտել
1053,behindern::V,forhindre,խոչընդոտել
1054,verderben::V,ødelægge,փչացնել
1055,beschädigen::V,beskadige,վնասել
1056,zerbrechen::V,brække itu,ջարդել
1057,zerbrechen::V,brække itu,կոտրել
1058,zerreißen::V,rive itu,պատռել
1059,zerstören::V,ødelægge,քանդել
1060,verbrennen::V,brænde,այրել
1061,geben::V,give,տալ
1062,reichen::V,række,հանձնել
1063,schenken::V,forære,նվիրել
1064,versprechen::V,love,խոստանալ
1065,wünschen::V,ønske,մաղթել
1066,loben::V,rose,գովել
1067,küssen::V,kysse,համբուրել
1068,wiegen::V,vugge,օրորել
1069,zudecken::V,dække til,վրան գցել
1070,wecken::V,vække,զարթնեցնել
1071,zeigen::V,vise,ցույց տալ
1072,führen::V,føre,ուղեկցել
1073,lehren::V,lære,սովորեցնել
1074,unterrichten::V,undervise,ավանդել
1075,aufziehen::V,opdrage,դաստիարակել
1076,leiten::V,lede,ղեկավարել
1077,leiten::V,lede,կառավարել
1078,antreiben::V,skynde på,շտապեցնել
1079,lassen::V,få til at,ստիպել
1080,einladen::V,indbyde,հրավիրել
1081,einladen::V,invitere,հրավիրել
1082,vereinigen::V,forene,միացնել
1083,besuchen::V,besøge,այցելել
1084,treffen::V,møde,հանդիպել
1085,sich versammeln::V,forsamles,հավաքվել
1086,spielen::V,lege,խաղալ
1087,spielen::V,spille,խաղալ
1088,singen::V,synge,երգել
1089,tanzen::V,danse,պարել
1090,sich trennen::V,skilles,ցրվել
1091,verlassen::V,forlade,լքել
1092,retten::V,redde,փրկել
1093,bewachen::V,bevogte,պահել
1094,schützen::V,skærme,պաշտպանել
1095,schützen::V,beskytte,պաշտպանել
1096,verteidigen::V,forsvare,պաշտպանել
1097,sich schlagen::V,slås,կռվել
1098,schießen::V,skyde,կրակել
1099,siegen::V,sejre,հաղթել
1100,ärgern::V,ærgre,ձանձրացնել
1101,schlagen::V,slå,խփել
1102,treten::V,sparke,քացի տալ
1103,stechen::V,stikke,խայթել
1104,stoßen::V,støde,մղել
1105,stehlen::V,stjæle,գողանալ
1106,stören::V,forstyrre,խանգարել
1107,belästigen::V,genere,անհանգստացնել
1108,belästigen::V,ulejlige,անհանգստացնել
1109,verbergen::V,skjule,թաքցնել
1110,täuschen::V,villede,խաբել
1111,betrügen::V,bedrage,խաբել
1112,töten::V,dræbe,սպանել 
1113,wohnen::V,bo,բնակվել
1114,arbeiten::V,arbejde,աշխատել
1115,sammeln::V,samle,հավաքել
1116,pflücken::V,plukke,քաղել
1117,jagen::V,jage,որս անել
1118,fischen::V,fiske,ձուկ բռնել
1119,fassen::V,fange,բռնել
1120,hüten::V,vogte,արածեցնել
1121,treiben::V,drive,հովուել
1122,anbinden::V,binde fast,չուանել
1123,füttern::V,fodre,կերակրել
1124,melken::V,malke,կթել
1125,hacken::V,hakke,կոտորել
1126,gießen::V,hælde,ջրել
1127,reifen::V,modne,հասունանալ 
1128,zubereiten::V,tilberede,պատրաստել
1129,kochen::V,koge,եփել
1130,backen::V,bage,թխել
1131,braten::V,stege,տապակել
1132,umrühren::V,røre om,խառնել
1133,stricken::V,strikke,գործել
1134,nähen::V,sy,կարել
1135,färben::V,farve,ներկել
1136,reinigen::V,rense,մաքրել
1137,reinigen::V,gøre ren,մաքրել
1138,waschen::V,vaske,լվանալ
1139,abwischen::V,tørre af,սրբել
1140,spülen::V,skylle,ողողել
1141,spülen::V,skylle,պարզաջրել
1142,fegen::V,feje,ավլել
1143,kehren::V,feje,ավլել
1144,baden::V,bade,լողանալ
1145,sich waschen::V,vaske sig,լվացվել
1146,ausziehen::V,tage af,հանել
1147,anziehen::V,tage på,հագնել
1148,sich anziehen::V,klæde sig på,հագնվել
1149,kämmen::V,rede,սանրել
1150,kämmen::V,frisere,սանրել
1151,schmücken::V,pynte,զարդարել
1152,schmücken::V,smykke,զարդարել
1153,sagen::V,sige,ասել
1154,sprechen::V,snakke,խոսել
1155,reden::V,tale,զրուցել
1156,reden::V,snakke,զրուցել
1157,sich unterhalten::V,snakke sammen,խոսակցել
1158,fragen::V,spørge,հարցնել
1159,bitten::V,bede,խնդրել
1160,erzählen::V,berette,պատմել
1161,erzählen::V,fortælle,պատմել
1162,mitteilen::V,meddele,հաղորդել
1163,nennen::V,nævne,անվանել
1164,rufen::V,råbe,կանչել
1165,prahlen::V,prale,պարծենալ
1166,übersetzen::V,oversætte,թարգմանել
1167,denken::V,tænke,մտածել
1168,glauben::V,tro,հավատալ
1169,bemerken::V,bemærke,նկատել
1170,bemerken::V,lægge mærke til,նկատել
1171,erkennen::V,genkende,ճանաչել
1172,begreifen::V,begribe,հասկանալ
1173,verstehen::V,forstå,ըմբռնել
1174,lernen::V,lære,սովորել
1175,wissen::V,vide,իմանալ
1176,sich erinnern an::V,mindes,հիշել
1177,sich erinnern an::V,mindes,մտաբերել
1178,sich erinnern an::V,huske på,հիշել
1179,sich erinnern an::V,huske på,մտաբերել
1180,vergessen::V,glemme,մոռանալ
1181,messen::V,måle,չափել
1182,zählen::V,tælle,թվել
1183,zählen::V,tælle,հաշվել
1184,rechnen::V,regne,հաշվել
1185,rechnen::V,regne,հաշվարկել
1186,lesen::V,læse,կարդալ
1187,malen::V,male,նկարել
1188,zeichnen::V,tegne,գծել
1189,schreiben::V,skrive,գրել
1190,besitzen::V,eje,ունենալ
1191,besitzen::V,eje,տեր լինել
1192,besitzen::V,besidde,ունենալ
1193,besitzen::V,besidde,տեր լինել
1194,kaufen::V,købe,գնել
1195,verkaufen::V,sælge,վաճառել
1196,bezahlen::V,betale,վճարել
1197,zahlen::V,betale,վճարել
1198,beherrschen::V,beherske,ղեկավարել
1199,ertragen::V,tåle,դիմանալ
1200,ertragen::V,udholde,դիմանալ
1201,hinfallen::V,,ընկնել
