,Concept_ID,fr,hi
368,Tochter::N,fille,बेटी
369,Tochter::N,fille,पुत्री
370,Bruder::N,frère,भाई
371,Bruder::N,frère,भ्राता
372,Schwester::N,sœur,बहन
373,Schwester::N,sœur,भगिनी
374,Onkel::N,oncle,ताऊ
375,Onkel::N,oncle,काका
376,Tante::N,tante,बूआ
377,Tante::N,tante,फूफी
378,Tante::N,tante,ख़ाला
379,Ehemann::N,mari,पति
380,Ehemann::N,mari,शौहर
381,Ehemann::N,époux,पति
382,Ehemann::N,époux,शौहर
383,Ehefrau::N,femme,बीवी
384,Ehefrau::N,épouse,बीवी
385,Freude::N,joie,आनंद
386,Freude::N,joie,प्रसन्नता
387,Freude::N,plaisir,आनंद
388,Freude::N,plaisir,प्रसन्नता
389,Gelächter::N,rires,हँसी
390,Gelächter::N,rires,क़हक़हा
391,Glück::N,bonheur,आनंद
392,Glück::N,bonheur,ख़ुशी
393,Kummer::N,peine,शोक
394,Kummer::N,peine,दुःख
395,Kummer::N,chagrin,शोक
396,Kummer::N,chagrin,दुःख
397,Wunsch::N,désir,इच्छा
398,Wunsch::N,désir,अभिलाषा
399,Lust::N,envie,चाह
400,Lust::N,envie,कामना
401,Geist::N,esprit,जान
402,Geist::N,esprit,प्राण
403,Gedanke::N,idée,विचार
404,Gedanke::N,pensée,विचार
405,Gedächtnis::N,mémoire,याददाश्त
406,Gedächtnis::N,mémoire,स्मरण-शक्ति
407,Verstand::N,raison,समझ
408,Verstand::N,raison,अक़्ल
409,Verstand::N,raison,बुद्धि
410,Sinn::N,sens,अर्थ
411,Grund::N,cause,वजह
412,Grund::N,cause,कारण
413,Grund::N,raison,वजह
414,Grund::N,raison,कारण
415,Wahrheit::N,vérité,सत्य
416,Wahrheit::N,vérité,सच्चाई
417,Gespräch::N,conversation,चर्चा
418,Gespräch::N,conversation,वार्ता
419,Gespräch::N,conversation,बात-चीत
420,Märchen::N,conte,क़िस्सा
421,Märchen::N,conte de fées,क़िस्सा
422,Erzählung::N,conte,कथा
423,Erzählung::N,conte,कहानी
424,Erzählung::N,narration,कथा
425,Erzählung::N,narration,कहानी
426,Nachricht::N,message,सूचना
427,Nachricht::N,message,समाचार
428,Neuigkeit::N,nouvelle,ख़बर
429,Neuigkeit::N,nouvelle,समाचार
430,Name::N,nom,नाम
431,Rätsel::N,énigme,पहेली
432,Rätsel::N,devinette,पहेली
433,Rede::N,parole,वचन
434,Rede::N,parole,भाषण
435,Rede::N,discours,वचन
436,Rede::N,discours,भाषण
437,Sprache::N,langue,भाषा
438,Sprache::N,langue,ज़बान
439,Sprache::N,langage,भाषा
440,Sprache::N,langage,ज़बान
441,Stimme::N,voix,स्वर
442,Stimme::N,voix,आवाज़
443,Wort::N,mot,शब्द
444,Wort::N,mot,लफ़्ज़
445,Zeichen::N,signe,निशान
446,Ruf::N,cri,पुकार
447,Ruf::N,cri,आह्वान
448,Ruf::N,appel,पुकार
449,Ruf::N,appel,आह्वान
450,Lärm::N,bruit,शोर
451,Lärm::N,bruit,हुल्लड़
452,Laut::N,son,स्वर
453,Laut::N,son,ध्वनि
454,Ton::N,ton,सुर
455,Ton::N,ton,स्वर
456,Lied::N,chant,गीत
457,Lied::N,chanson,गीत
458,Ruhe::N,calme,आराम
459,Ruhe::N,calme,ख़ामोशी
460,Ruhe::N,tranquillité,आराम
461,Ruhe::N,tranquillité,ख़ामोशी
462,Leute::N,gens,लोग
463,Volk::N,peuple,क़ौम
464,Volk::N,peuple,प्रजा
465,Arbeit::N,travail,काम
466,Gast::N,hôte,अतिथि
467,Gast::N,hôte,मेहमान
468,Gast::N,invité,अतिथि
469,Gast::N,invité,मेहमान
470,Geschenk::N,cadeau,उपहार
471,Geschenk::N,cadeau,तोहफ़ा
472,Geschenk::N,présent,उपहार
473,Geschenk::N,présent,तोहफ़ा
474,Spiel::N,jeu,खेल
475,Spiel::N,jeu,क्रीड़ा
476,Gesellschaft::N,compagnie,साथ
477,Hilfe::N,aide,मदद
478,Hilfe::N,aide,सहायता
479,Hilfe::N,secours,मदद
480,Hilfe::N,secours,सहायता
481,Freund::N,ami,मित्र
482,Kamerad::N,copain,साथी
483,Kamerad::N,copain,कामरेड
484,Kamerad::N,camarade,साथी
485,Kamerad::N,camarade,कामरेड
486,Angelegenheit::N,affaire,बात
487,Angelegenheit::N,affaire,मामला
488,Anzahl::N,nombre,तादाद
489,Anzahl::N,nombre,संख्या
490,Art::N,sorte,तरह
491,Art::N,sorte,क़िस्म
492,Art::N,espèce,तरह
493,Art::N,espèce,क़िस्म
494,Stück::N,morceau,फाँक
495,Stück::N,morceau,टुकड़ा
496,Teil::N,part,भाग
497,Teil::N,part,हिस्सा
498,Teil::N,partie,भाग
499,Teil::N,partie,हिस्सा
500,Hälfte::N,moitié,अर्धभाग
501,Kreis::N,cercle,चक्कर
502,Kreuz::N,croix,सलीब
503,Kreuz::N,croix,क्रूस
504,Linie::N,ligne,लाइन
505,Strich::N,trait,लकीर
506,Abstand::N,écart,अंतर
507,Abstand::N,écart,फ़ासला
508,Entfernung::N,distance,दूरी
509,Entfernung::N,distance,फ़ासला
510,Gegend::N,région,इलाक़ा
511,Gegend::N,contrée,इलाक़ा
512,Platz::N,place,जगह
513,Platz::N,place,स्थान
514,Ort::N,lieu,स्थल
515,Ort::N,lieu,स्थान
516,Ort::N,endroit,स्थल
517,Ort::N,endroit,स्थान
518,Seite::N,côté,ओर
519,Seite::N,côté,तरफ़
520,Mitte::N,milieu,बीच
521,Mitte::N,milieu,मध्य
522,Gegenstand::N,objet,चीज़
523,Gegenstand::N,objet,पदार्थ
524,Sache::N,chose,चीज़
525,Sache::N,chose,वस्तु
526,Rand::N,bord,छोर
527,Rand::N,bord,उपांत
528,Kante::N,arête,कोर
529,Kante::N,arête,किनारा
530,Ecke::N,coin,कोना
531,Ecke::N,coin,नुक्कड़
532,Ecke::N,tournant,कोना
533,Ecke::N,tournant,नुक्कड़
534,Spitze::N,cime,नोक
535,Spitze::N,pointe,नोक
536,Ende::N,bout,छोर
537,Ende::N,bout,सिरा
538,Loch::N,trou,छेद
539,Loch::N,trou,सूराख़
540,Winkel::N,coin,कोण
541,Winkel::N,coin,कोना
542,Winkel::N,réduit,कोण
543,Winkel::N,réduit,कोना
544,Muster::N,dessin,नमूना
545,Muster::N,dessin,डिज़ाइन
546,Größe::N,grandeur,परिमाण
547,Größe::N,grandeur,विस्तार
548,Länge::N,longueur,लंबाई
549,Höhe::N,hauteur,ऊँचाई
550,Höhe::N,hauteur,उच्चता
551,Höhe::N,altitude,ऊँचाई
552,Höhe::N,altitude,उच्चता
553,Gewicht::N,poids,भार
554,Gewicht::N,poids,वज़न
555,Menge::N,quantité,मात्रा
556,Haufen::N,tas,ढेर
557,Haufen::N,tas,अंबार
558,Reihe::N,file,क़तार
559,Reihe::N,file,पंक्ति
560,Reihe::N,rangée,क़तार
561,Reihe::N,rangée,पंक्ति
562,Boot::N,canot,नाव
563,Boot::N,canot,नौका
564,Boot::N,bateau,नाव
565,Boot::N,bateau,नौका
566,Ruder::N,rame,चप्पू
567,Ruder::N,aviron,चप्पू
568,Schlitten::N,traîneau,बर्फ़-गाड़ी
569,Ski::N,ski,स्की
570,Lagerfeuer::N,feu de camp,अलाव
571,Lagerfeuer::N,feu de camp,कैंप-फ़ायर
572,Last::N,charge,भार
573,Last::N,fardeau,भार
574,Gang::N,tour,चाल
575,Gang::N,marche,चाल
576,Schritt::N,pas,डग
577,Schritt::N,pas,क़दम
578,Norden::N,nord,उत्तर
579,Süden::N,sud,दक्खिन
580,Westen::N,ouest,पश्चिम
581,Westen::N,occident,पश्चिम
582,Osten::N,est,पूरब
583,Osten::N,orient,पूरब
584,Holz::N,bois,काठ
585,Holz::N,bois,काष्ठ
586,Brett::N,planche,पटरा
587,Brett::N,planche,तख़्ता
588,Platte::N,plaque,फलक
589,Platte::N,plaque,तख़्ता
590,Stütze::N,appui,टेक
591,Stütze::N,appui,थूनी
592,Stütze::N,soutien,टेक
593,Stütze::N,soutien,थूनी
594,Stange::N,barre,छड़
595,Stange::N,barre,बाँस
596,Stange::N,perche,छड़
597,Stange::N,perche,बाँस
598,Stock::N,canne,लाठी
599,Stab::N,bâton,लग्गा
600,Rohr::N,tube,नल
601,Rohr::N,tuyau,नल
602,Haus::N,maison,घर
603,Haus::N,maison,मकान
604,Heim::N,maison,घर
605,Heim::N,maison,गृह
606,Ofen::N,poêle,चूल्हा
607,Fußboden::N,plancher,फ़र्श
608,Tisch::N,table,मेज़
609,Stuhl::N,chaise,कुरसी
610,Wiege::N,berceau,पालना
611,Wiege::N,berceau,हिंडोला
612,Bett::N,lit,खाट
613,Bett::N,lit,पलंग
614,Regal::N,étagère,शेल्फ़
615,Kiste::N,caisse,पेटी
616,Kiste::N,caisse,डिब्बा
617,Fenster::N,fenêtre,खिड़की
618,Tür::N,porte,द्वार
619,Tür::N,porte,दरवाज़ा
620,Tor::N,porte,फाटक
621,Tor::N,portail,फाटक
622,Zaun::N,clôture,बाड़ा
623,Dach::N,toit,छत
624,Dach::N,toit,छप्पर
625,Leiter::N,échelle,सीढ़ी
626,Besen::N,balai,झाड़ू
627,Besen::N,balai,बुहारी
628,Spaten::N,bêche,कुदाल
629,Schaufel::N,pelle,बेलचा
630,Schaufel::N,pelle,फावड़ा
631,Gabel::N,fourchette,काँटा
632,Löffel::N,cuiller,चम्मच
633,Messer::N,couteau,छुरा
634,Messer::N,couteau,चाक़ू
635,Nagel::N,clou,कील
636,Nagel::N,clou,मेख़
637,Netz::N,filet,जाल
638,Haken::N,croc,अंकुश
639,Haken::N,crochet,अंकुश
640,Griff::N,prise,मूठ
641,Griff::N,prise,हत्था
642,Griff::N,manche,मूठ
643,Griff::N,manche,हत्था
644,Schloss::N,serrure,ताला
645,Bild::N,image,चित्र
646,Bild::N,tableau,चित्र
647,Figur::N,figure,मूर्ति
648,Puppe::N,poupée,पुतली
649,Puppe::N,poupée,गुड़िया
650,Beutel::N,sac,झोला
651,Beutel::N,petit sac,झोला
652,Bündel::N,paquet,पुलिंदा
653,Bündel::N,faisceau,पुलिंदा
654,Tasche::N,sac,बेग
655,Tasche::N,sac,बस्ता
656,Eimer::N,seau,बाल्टी
657,Deckel::N,couvercle,ढक्कन
658,Geschirr::N,vaisselle,बरतन-भाँड़े
659,Sack::N,sac,बोरा
660,Tasse::N,tasse,प्याला
661,Topf::N,pot,देग़चा
662,Topf::N,marmite,देग़चा
663,Kessel::N,chaudron,देग़
664,Kessel::N,chaudron,बटलोई
665,Essen::N,repas,खाना
666,Essen::N,manger,खाना
667,Nahrung::N,nourriture,भोजन
668,Speise::N,plat,खाना
669,Speise::N,plat,व्यंजन
670,Fleisch::N,viande,मांस
671,Fleisch::N,viande,गोश्त
672,Getreide::N,blé,अनाज
673,Getreide::N,céréales,अनाज
674,Brei::N,purée,भरता
675,Brei::N,purée,दलिया
676,Brei::N,bouillie,भरता
677,Brei::N,bouillie,दलिया
678,Brot::N,pain,रोटी
679,Scheibe::N,tranche,कतला
680,Fett::N,graisse,वसा
681,Fett::N,graisse,चरबी
682,Butter::N,beurre,मक्खन
683,Öl::N,huile,तेल
684,Salz::N,sel,नमक
685,Suppe::N,soupe,सूप
686,Suppe::N,soupe,शोरबा
687,Suppe::N,potage,सूप
688,Suppe::N,potage,शोरबा
689,Honig::N,miel,शहद
690,Milch::N,lait,दूध
691,Tee::N,thé,चाय
692,Leder::N,cuir,चमड़ा
693,Wolle::N,laine,ऊन
694,Stoff::N,tissu,कपड़ा
695,Stoff::N,étoffe,कपड़ा
696,Nadel::N,aiguille,सूई
697,Faden::N,fil,डोरा
698,Knopf::N,bouton,बटन
699,Knopf::N,bouton,घुंडी
700,Knoten::N,nœud,गाँठ
701,Knoten::N,nœud,गुत्थी
702,Farbe::N,peinture,रंग
703,Farbe::N,peinture,वर्ण
704,Kleidung::N,vêtements,पहनावा
705,Kleidung::N,habillement,पहनावा
706,Hemd::N,chemise,कुरता
707,Hemd::N,chemise,क़मीज़
708,Kragen::N,col,गरदनी
709,Kragen::N,col,गरेबान
710,Ärmel::N,manche,आस्तीन
711,Hose::N,pantalon,पैंट
712,Hose::N,pantalon,पतलून
713,Gürtel::N,ceinture,पेटी
714,Gürtel::N,ceinture,मेखला
715,Mütze::N,bonnet,टोपी
716,Mütze::N,casquette,टोपी
717,Schuh::N,soulier,जूता
718,Schuh::N,chaussure,जूता
719,Stiefel::N,botte,बूट
720,Ring::N,bague,अँगूठी
721,Band::N,ruban,पट्टी
722,Kamm::N,peigne,कंघी
723,Spiegel::N,glace,आईना
724,Spiegel::N,glace,दर्पण
725,Spiegel::N,miroir,आईना
726,Spiegel::N,miroir,दर्पण
727,Riemen::N,lanière,तसमा
728,Riemen::N,lanière,पट्टा
729,Riemen::N,courroie,तसमा
730,Riemen::N,courroie,पट्टा
731,Schnur::N,corde,डोरी
732,Schnur::N,corde,सुतली
733,Schnur::N,ficelle,डोरी
734,Schnur::N,ficelle,सुतली
735,Leine::N,laisse,रस्सी
736,Decke::N,couverture,रज़ाई
737,Kissen::N,oreiller,तकिया
738,Kissen::N,oreiller,गाद्दा
739,Tuch::N,drap,रूमाल
740,Tuch::N,drap,वस्त्र
741,Tuch::N,fichu,रूमाल
742,Tuch::N,fichu,वस्त्र
743,Handtuch::N,serviette,अँगोछा
744,Handtuch::N,essuie-mains,अँगोछा
745,Kraft::N,force,ज़ोर
746,Kraft::N,force,शक्ति
747,Stärke::N,vigueur,बल
748,Stärke::N,vigueur,ताक़त
749,Gesundheit::N,santé,स्वास्थ्य
750,Gesundheit::N,santé,तंदुरुस्ती
751,Krankheit::N,maladie,रोग
752,Krankheit::N,maladie,बीमारी
753,Schmerz::N,douleur,दर्द
754,Schmerz::N,douleur,पीड़ा
755,Wunde::N,plaie,घाव
756,Wunde::N,plaie,ज़ख़्म
757,Wunde::N,blessure,घाव
758,Wunde::N,blessure,ज़ख़्म
759,Fieber::N,fièvre,ज्वर
760,Fieber::N,fièvre,बुख़ार
761,Arznei::N,remède,दवा
762,Arznei::N,remède,औषाधि
763,Arznei::N,médecine,दवा
764,Arznei::N,médecine,औषाधि
765,Brücke::N,pont,पुल
766,Brücke::N,pont,सेतु
767,Brunnen::N,puits,कुआँ
768,Weide::N,pâturage,चरागाह
769,Pfad::N,sentier,पथ
770,Pfad::N,sentier,पगडंडी
771,Weg::N,voie,मार्ग
772,Weg::N,chemin,मार्ग
773,Straße::N,route,राह
774,Straße::N,route,रास्ता
775,Dorf::N,village,गाँव
776,Dorf::N,village,ग्राम
777,Stadt::N,cité,शहर
778,Stadt::N,ville,शहर
779,Brief::N,lettre,ख़त
780,Brief::N,lettre,पत्र
781,Brief::N,lettre,चिट्ठी
