,Concept_ID,bg,ar
827,so::ADV,тъй,كذلك
828,so::ADV,така,كذا
829,so::ADV,така,كذلك
830,noch::ADV,още,ما زال
831,nur::ADV,само,فقط
832,schon::ADV,вече,قد
833,wieder::ADV,пак,من جديد
834,wieder::ADV,пак,مرة أخرى
835,wieder::ADV,отново,من جديد
836,wieder::ADV,отново,مرة أخرى
837,vergebens::ADV,напразно,عبثا
838,vor::PRP,пред,أمام
839,hinter::PRP,зад,خلف
840,hinter::PRP,зад,وراء
841,unter::PRP,под,تحت
842,durch::PRP,през,عبر
843,durch::PRP,през,خلال
844,neben::PRP,до,جنب
845,neben::PRP,до,بجانب
846,neben::PRP,при,جنب
847,neben::PRP,при,بجانب
848,zwischen::PRP,между,بين
849,zwischen::PRP,помежду,بين
850,wegen::PRP,заради,بسبب
851,dies::PRN,този,هذا
852,das::PRN,туй,ذلك
853,das::PRN,това,ذلك
854,alles::PRN,всичко,الكل
855,ich::PRN,аз,أنا
856,du::PRN,ти,أنت
857,er::PRN,той,هو
858,wir::PRN,ние,نحن
859,ihr::PRN,вие,أنتم
860,ihr::PRN,вие,أنتن
861,sie::PRN,те,هم
862,sie::PRN,те,هن
863,was::FPRN,що,ما
864,was::FPRN,какво,ما
865,wer::FPRN,кой,من
866,wo::FADV,къде,أين
867,wohin::FADV,накъде,إلى أين
868,wohin::FADV,накъдето,إلى أين
869,wie::FADV,как,كيف
870,warum::FADV,защо,لماذا
871,wieviel::FNUM,колко,كم
872,eins::NUM,един,واحد
873,zwei::NUM,два,اثنين
874,drei::NUM,три,ثلاثة
875,vier::NUM,четири,أربعة
876,fünf::NUM,пет,خمسة
877,sechs::NUM,шест,ستة
878,sieben::NUM,седем,سبعة
879,acht::NUM,осем,ثمانية
880,neun::NUM,девет,تسعة
881,zehn::NUM,десет,عشرة
882,elf::NUM,единайсет,أحد عشر
883,elf::NUM,единадесет,أحد عشر
884,zwölf::NUM,дванайсет,اثنا عشر
885,zwölf::NUM,дванадесет,اثنا عشر
886,zwanzig::NUM,двайсет,عشرون
887,zwanzig::NUM,двадесет,عشرون
888,dreißig::NUM,тридесет,ثلاثون
889,vierzig::NUM,четиридесет,أربعون
890,fünfzig::NUM,петдесет,خمسون
891,sechzig::NUM,шестдесет,ستون
892,siebzig::NUM,седемдесет,سبعون
893,achtzig::NUM,осемдесет,ثمانون
894,neunzig::NUM,деветдесет,تسعون
895,hundert::NUM,сто,مئة
896,tausend::NUM,хиляда,ألف
897,und::CNJ,а,و
898,und::CNJ,та,و
899,oder::CNJ,или,أو
900,stehen::V,стоя,وقف
901,sitzen::V,седя,جلس
902,liegen::V,лежа,رقد
903,hängen::V,вися,تعلق
904,werden::V,бъда,صار
905,werden::V,бъда,أصبح
906,werden::V,стана,صار
907,werden::V,стана,أصبح
908,passieren::V,случа се,حدث
909,beginnen::V,започна,ابتدأ
910,enden::V,свърша,انتهى
911,wechseln::V,променям,تغير
912,aufgehen[Sonne]::V,изгрея,شرق
913,untergehen[Sonne]::V,заляза,غرب
914,scheinen[Sonne]::V,грея,أضاء
915,scheinen[Sonne]::V,светя,أضاء
916,donnern::V,гърмя,رعد
917,wehen::V,вея,هب
918,wehen::V,духам,هب
919,strömen::V,тека,جرى
920,strömen::V,лея се,جرى
921,fließen::V,тека,سال
922,sich drehen::V,въртя се,دار
923,schwanken::V,клатя се,ترنح
924,schwingen::V,трептя,ترجح
925,fallen::V,падам,سقط
926,brennen::V,горя,احترق
927,rauchen::V,димя,دخن
928,regnen::V,вали дъжд,أمطر
929,gefrieren::V,замръзна,تجمد
930,tauen::V,топя се,ذاب
931,schmelzen::V,разтопя се,ذاب
932,trocknen::V,съхна,نشف
933,sieden::V,вря,غلى
934,sieden::V,кипя,غلى
935,faulen::V,гния,فسد
936,verfaulen::V,изгния,تعفن
937,reißen::V,напукам се,انقطع
938,versinken::V,потъна,غرق
939,vergehen::V,минавам,مضى
940,erscheinen::V,явя се,لاح
941,erscheinen::V,явя се,ظهر
942,verschwinden::V,изчезна,غاب
943,sinken::V,падна,هبط
944,abnehmen::V,отслабна,نقص
945,zunehmen::V,нарасна,ازداد
946,steigen::V,увелича се,صعد
947,steigen::V,увелича се,ارتفع
948,steigen::V,покачвам се,صعد
949,steigen::V,покачвам се,ارتفع
950,wachsen::V,раста,نما
951,wachsen::V,раста,نبت
952,glänzen::V,лъщя,لمع
953,glänzen::V,блестя,لمع
954,funkeln::V,искря,تلألأ
955,lärmen::V,шумя,ضج
956,lärmen::V,шумя,صخب
957,läuten::V,звъня,قرع
958,klingeln::V,звъня,دق
959,klirren::V,звънтя,قعقع
960,klirren::V,дрънкам,قعقع
961,brausen::V,буча,عج
962,rauschen::V,шумя,حف
963,klingen::V,звуча,رن
964,bellen::V,лая,نبح
965,heulen::V,вия,عوى
966,heulen::V,рева,عوى
967,blasen::V,духна,نفخ
968,pfeifen::V,свиря,صفر
969,schreien::V,крещя,صرخ
970,stöhnen::V,стена,أن
971,stöhnen::V,пъшкам,أن
972,zittern::V,треперя,ارتعش
973,leben::V,живея,عاش
974,geboren werden::V,родя се,ولد
975,atmen::V,дишам,تنفس
976,trinken::V,пия,شرب
977,essen::V,ям,أكل
978,schlucken::V,гълтам,جرع
979,müde werden::V,уморя се,تعب
980,einschlafen::V,заспя,نام
981,schlafen::V,спя,نام
982,aufwachen::V,събудя се,استيقظ
983,aufstehen::V,стана,قام
984,sich erholen::V,отдъхвам си,استجم
985,krank werden::V,заболея,مرض
986,krank sein::V,боледувам,مرض
987,schmerzen::V,боля,آلم
988,husten::V,кашлям,كح
989,husten::V,кашлям,سعل
990,genesen::V,оздравея,نقه
991,sterben::V,умра,مات
992,umkommen::V,загина,هلك
993,sich bewegen::V,движа се,تحرك
994,sich bewegen::V,мърдам се,تحرك
995,sich rühren::V,движа се,تحرك
996,sich erheben::V,стана,قام
997,sich setzen::V,седна,جلس
998,hinfallen::V,падна,وقع
999,laufen::V,ходя,مشى
1000,schreiten::V,крача,خطا
1001,spazierengehen::V,разхождам се,تنزه
1002,eilen::V,бързам,عجل
1003,sich beeilen::V,побързам,استعجل
1004,sausen::V,тичам,أسرع
1005,rennen::V,бягам,عدا
1006,rennen::V,бягам,ركض
1007,springen::V,скачам,قفز
1008,klettern::V,катеря се,تسلق
1009,schaukeln::V,люлея се,تأرجح
1010,kriechen::V,лазя,دب
1011,kriechen::V,лазя,زحف
1012,kriechen::V,пълзя,دب
1013,kriechen::V,пълзя,زحف
1014,schwimmen::V,плувам,سبح
1015,tauchen::V,гмуркам се,غطس
1016,rudern::V,греба,جذف
1017,fahren::V,пътувам,ركب
1018,fahren::V,пътувам,سافر
1019,fliegen::V,летя,طار
1020,fliegen::V,хвърча,طار
1021,gehen::V,ида,سار
1022,gehen::V,ида,ذهب
1023,gehen::V,вървя,سار
1024,gehen::V,вървя,ذهب
1025,weggehen::V,отида си,ذهب
1026,weggehen::V,отида си,انصرف
1027,abfahren::V,отпътувам,رحل
1028,anhalten::V,спра се,توقف
1029,hineingehen::V,влизам,دخل
1030,eintreten::V,вляза,دخل
1031,kommen::V,ида,أتى
1032,kommen::V,ида,جاء
1033,kommen::V,дойда,أتى
1034,kommen::V,дойда,جاء
1035,ankommen::V,пристигна,وصل
1036,zurückkommen::V,върна се,عاد
1037,zurückkommen::V,върна се,رجع
1038,bleiben::V,остана,مكث
1039,warten::V,чакам,انتظر
1040,erwarten::V,очаквам,ترقب
1041,erwarten::V,очаквам,انتظر
1042,suchen::V,търся,بحث
1043,finden::V,намеря,وجد
1044,versuchen::V,опитам,حاول
1045,vorbereiten::V,подготвя,أعد
1046,vorbereiten::V,подготвя,حضر
1047,lieben::V,любя,أحب
1048,mögen::V,обичам,أحب
1049,lachen::V,смея се,ضحك
1050,rühren::V,трогна,أثر
1051,weinen::V,плача,بكى
1052,schimpfen::V,ругая,سب
1053,schimpfen::V,ругая,شتم
1054,schimpfen::V,псувам,سب
1055,schimpfen::V,псувам,شتم
1056,sich ärgern::V,ядосам се,زعل
1057,sich fürchten::V,боя се,هاب
1058,sich fürchten::V,страхувам се,هاب
1059,fürchten::V,боя се от,خاف
1060,fürchten::V,боя се от,خشي
1061,fürchten::V,страхувам се от,خاف
1062,fürchten::V,страхувам се от,خشي
1063,fliehen::V,бягам,هرب
1064,flüchten::V,бягам,فر
1065,flüchten::V,избягам,فر
1066,sehen::V,видя,رأى
1067,anschauen::V,гледам,نظر
1068,ansehen::V,поглеждам,نظر
1069,hören::V,чувам,سمع
1070,zuhören::V,слушам,أصغى
1071,probieren::V,опитам,ذاق
1072,riechen::V,подуша,شم
1073,riechen::V,подуша,استنشق
1074,fühlen::V,усещам,شعر
1075,fühlen::V,чувствувам,شعر
1076,scheinen::V,изглеждам,ظهر
1077,zu sehen sein::V,виждам се,ظهر
1078,vernehmen::V,доловя,سمع
1079,frieren::V,мръзна,بردان
1080,tun::V,правя,فعل
1081,können::V,мога,قدر
1082,können::V,мога,استطاع
1083,wollen::V,ща,شاء
1084,wollen::V,ща,أراد
1085,wollen::V,искам,شاء
1086,wollen::V,искам,أراد
1087,anfangen::V,започна,بدأ
1088,beenden::V,свърша,أنهى
1089,beenden::V,завърша,أنهى
1090,aufhören::V,престана,توقف
1091,aufhören::V,престана,انقطع
1092,gelingen::V,успея,نجح
1093,gelingen::V,сполуча,نجح
1094,geraten::V,удам се,طلع
1095,öffnen::V,отворя,فتح
1096,schließen::V,затворя,أغلق
1097,stellen::V,поставя,وضع
1098,stellen::V,поставя,أقام
1099,setzen::V,туря,أجلس
1100,legen::V,сложа,وضع
1101,legen::V,слагам,وضع
1102,berühren::V,докосна,مس
1103,berühren::V,докосна,لمس
1104,verbinden::V,свържа,ربط
1105,verbinden::V,свържа,وصل
1106,bedecken::V,покрия,غطى
1107,aufhängen::V,закача,علق
1108,anzünden::V,запаля,أوقد
1109,aufheben::V,вдигна,لقط
1110,aufheben::V,повдигна,لقط
1111,zurücklassen::V,оставя,ترك
1112,verlieren::V,загубя,فقد
1113,fallen lassen::V,изпусна,أسقط
1114,machen::V,направя,فعل
1115,herstellen::V,произведа,صنع
1116,herstellen::V,произведа,أنتج
1117,bauen::V,строя,بنى
1118,bauen::V,строя,شيد
1119,reparieren::V,поправя,صلح
1120,verbessern::V,подобря,صحح
1121,ändern::V,променя,غير
1122,graben::V,копая,حفر
1123,beugen::V,прегъна,ثنى
1124,beugen::V,прегъна,أحنى
1125,biegen::V,прегъна,لوى
1126,drehen::V,въртя,أدار
1127,drehen::V,въртя,دور
1128,wenden::V,обърна,قلب
1129,umdrehen::V,обърна,قلب
1130,heben::V,вдигам,رفع
1131,hochheben::V,издигна,رفع
1132,ergreifen::V,хвана,مسك
1133,ergreifen::V,обхвана,مسك
1134,halten::V,държа,مسك
1135,drücken::V,натискам,ضغط
1136,drücken::V,притискам,ضغط
1137,schieben::V,тикам,حرك
1138,kratzen::V,одраскам,خدش
1139,lecken::V,лижа,لعق
1140,lecken::V,ближа,لعق
1141,beißen::V,хапя,عض
1142,beißen::V,ухапя,عض
1143,abreißen::V,откъсна,قلع
1144,abschneiden::V,отрежа,قطع
1145,binden::V,вържа,ربط
1146,stecken::V,пъхна,دس
1147,brechen::V,троша,كسر
1148,klopfen::V,чукам,طرق
1149,hauen::V,бия,ضرب
1150,kleben::V,лепя,ألصق
1151,kleben::V,залепя,ألصق
1152,reiben::V,трия,حك
1153,reiben::V,търкам,حك
1154,streichen::V,намажа,نشر
1155,schleifen::V,остря,سن
1156,schneiden::V,режа,قطع
1157,rütteln::V,разтърсвам,رج
1158,schütteln::V,клатя,هز
1159,schütteln::V,друсам,هز
1160,schwenken::V,размахам,لوح
1161,schütten::V,сипя,صب
1162,füllen::V,напълня,ملأ
1163,einwickeln::V,увия,لف
1164,einwickeln::V,завия,لف
1165,tragen::V,нося,حمل
1166,schleppen::V,влача,سحب
1167,ziehen::V,тегля,سحب
1168,ziehen::V,дръпна,سحب
1169,aufbewahren::V,съхраня,حفظ
1170,werfen::V,хвърля,رمى
1171,werfen::V,хвърля,ألقى
1172,fangen::V,ловя,التقط
1173,fangen::V,уловя,التقط
1174,packen::V,хвана,مسك
1175,verstecken::V,крия,خبأ
1176,verstecken::V,скрия,خبأ
1177,teilen::V,разделя,قسم
1178,schicken::V,изпращам,بعث
1179,schicken::V,изпращам,أرسل
1180,bringen::V,донеса,جلب
1181,hinzufügen::V,прибавя,أضاف
1182,bekommen::V,сдобия се,حصل
1183,erhalten::V,получа,استلم
1184,nehmen::V,взема,أخذ
1185,wählen::V,избирам,اختار
1186,auswählen::V,избера,انتقى
1187,bewahren::V,пазя,حافظ
1188,behindern::V,преча,عاق
1189,behindern::V,спъвам,عاق
1190,verderben::V,разваля,أفسد
1191,beschädigen::V,повредя,أضر
1192,zerbrechen::V,счупя,كسر
1193,zerreißen::V,скъсам,مزق
1194,zerstören::V,разруша,دمر
1195,verbrennen::V,изгоря,حرق
1196,geben::V,дам,أعطى
1197,reichen::V,подам,ناول
1198,schenken::V,подаря,وهب
1199,versprechen::V,обещая,وعد
1200,wünschen::V,желая,تمنى
1201,loben::V,хваля,مدح
1202,küssen::V,целувам,قبل
1203,wiegen::V,люлея,هدهد
1204,zudecken::V,покрия,غطى
1205,wecken::V,събудя,أيقظ
1206,zeigen::V,покажа,أرى
1207,führen::V,водя,دل
1208,führen::V,заведа,دل
1209,lehren::V,уча,علم
1210,unterrichten::V,преподавам,علم
1211,aufziehen::V,отгледам,ربى
1212,leiten::V,ръководя,دل
1213,leiten::V,ръководя,أدار
1214,leiten::V,управлявам,دل
1215,leiten::V,управлявам,أدار
1216,antreiben::V,подкарвам,حث
1217,lassen::V,накарам,حدا
1218,einladen::V,поканя,دعا
1219,vereinigen::V,съединя,وحد
1220,besuchen::V,посетя,زار
1221,treffen::V,срещна,قابل
1222,sich versammeln::V,събера се,اجتمع
1223,spielen::V,играя,لعب
1224,singen::V,пея,غنى
1225,tanzen::V,танцувам,رقص
1226,sich trennen::V,разделя се,افترق
1227,verlassen::V,напусна,ترك
1228,retten::V,спася,نجى
1229,retten::V,спася,أنقذ
1230,bewachen::V,охранявам,حرس
1231,schützen::V,запазя,حمى
1232,verteidigen::V,защитя,دافع
1233,sich schlagen::V,бия се,تضارب
1234,schießen::V,стрелям,أطلق
1235,siegen::V,победя,انتصر
1236,ärgern::V,ядосам,أزعل
1237,schlagen::V,бия,ضرب
1238,schlagen::V,ударя,ضرب
1239,treten::V,ритам,رفس
1240,stechen::V,бодна,شك
1241,stoßen::V,бутна,دفع
1242,stoßen::V,блъсна,دفع
1243,stören::V,смутя,ضايق
1244,belästigen::V,отегча,أزعج
1245,belästigen::V,безпокоя,أزعج
1246,verbergen::V,скрия,كتم
1247,täuschen::V,измамя,خدع
1248,betrügen::V,измамя,غش
1249,töten::V,убия,قتل
1250,töten::V,умъртвя,قتل
1251,wohnen::V,живея,سكن
1252,arbeiten::V,работя,عمل
1253,arbeiten::V,работя,اشتغل
1254,sammeln::V,събера,جمع
1255,pflücken::V,бера,جنى
1256,pflücken::V,бера,قطف
1257,pflücken::V,откъсна,جنى
1258,pflücken::V,откъсна,قطف
1259,jagen::V,ловувам,صاد
1260,fischen::V,ловя риба,اصطاد
1261,fassen::V,хвана,قبض
1262,hüten::V,пазя,رعى
1263,treiben::V,карам,ساق
1264,anbinden::V,завържа,ربط
1265,füttern::V,храня,علف
1266,melken::V,доя,حلب
1267,hacken::V,сека,فرم
1268,gießen::V,полея,سقى
1269,reifen::V,узрея,نضج
1270,zubereiten::V,приготвя,حضر
1271,kochen::V,варя,طبخ
1272,backen::V,пека,خبز
1273,braten::V,пържа,قلى
1274,braten::V,пържа,حمر
1275,umrühren::V,разбъркам,قلب
1276,stricken::V,плета,حاك
1277,nähen::V,шия,خاط
1278,färben::V,боядисам,صبغ
1279,färben::V,боядисам,لون
1280,reinigen::V,почистя,نظف
1281,waschen::V,мия,غسل
1282,waschen::V,пера,غسل
1283,abwischen::V,избърша,مسح
1284,spülen::V,плакна,شطف
1285,fegen::V,измета,كنس
1286,kehren::V,мета,كنس
1287,baden::V,къпя се,استحم
1288,sich waschen::V,мия се,اغتسل
1289,ausziehen::V,съблека,خلع
1290,anziehen::V,облека,لبس
1291,sich anziehen::V,облека се,اكتسى
1292,kämmen::V,реша,مشط
1293,kämmen::V,вчеша,مشط
1294,schmücken::V,накича,زين
1295,sagen::V,кажа,قال
1296,sprechen::V,говоря,تكلم
1297,reden::V,говоря,تكلم
1298,sich unterhalten::V,разговарям,تحادث
1299,fragen::V,запитам,سأل
1300,bitten::V,моля,رجا
1301,erzählen::V,разкажа,حكي
1302,mitteilen::V,съобщя,بلغ
1303,nennen::V,нарека,سمى
1304,rufen::V,викам,نادى
1305,rufen::V,повикам,نادى
1306,prahlen::V,хваля се,فشر
1307,prahlen::V,хваля се,تفاخر
1308,übersetzen::V,преведа,ترجم
1309,denken::V,мисля,فكر
1310,glauben::V,вярвам,اعتقد
1311,bemerken::V,забележа,لاحظ
1312,erkennen::V,позная,عرف
1313,begreifen::V,схвана,فهم
1314,begreifen::V,схвана,أدرك
1315,verstehen::V,разбера,فهم
1316,lernen::V,уча се,درس
1317,wissen::V,зная,علم
1318,sich erinnern an::V,спомня си за,تذكر
1319,vergessen::V,забравя,نسي
1320,messen::V,меря,قاس
1321,zählen::V,броя,عد
1322,zählen::V,броя,أحصى
1323,rechnen::V,сметна,حسب
1324,lesen::V,чета,قرأ
1325,malen::V,рисувам,صور
1326,zeichnen::V,рисувам,رسم
1327,schreiben::V,пиша,كتب
1328,besitzen::V,имам,حاز
1329,besitzen::V,имам,ملك
1330,besitzen::V,притежавам,حاز
1331,besitzen::V,притежавам,ملك
1332,kaufen::V,купя,اشترى
1333,kaufen::V,купувам,اشترى
1334,verkaufen::V,продам,باع
1335,bezahlen::V,заплатя,دفع
1336,zahlen::V,платя,سدد
1337,beherrschen::V,владея,حكم
1338,ertragen::V,понеса,أطاق
1339,ertragen::V,понеса,تحمل
1340,Platte::N,,صفيحة
1341,Stütze::N,,سند
1342,Stütze::N,,دعامة
1343,stehlen::V,,سرق
