,Concept_ID,se,ja
313,Herz::N,váimu,心臓
314,Herz::N,čââ´đ,心
315,Herz::N,čââ´đ,心臓
316,Herz::N,кӯттҌк,心
317,Herz::N,кӯттҌк,心臓
318,Magen::N,tjåejjie,胃
319,Magen::N,tjoajvve,胃
320,Magen::N,čoavji,胃
321,Magen::N,čuáv'ji,胃
322,Magen::N,čåu´jj,胃
323,Magen::N,чо̄ввьй,胃
324,Leber::N,mueksie,肝臓
325,Leber::N,librre,肝臓
326,Leber::N,vuoivvas,肝臓
327,Leber::N,vuoivâs,肝臓
328,Leber::N,vuõivâs,肝臓
329,Leber::N,вуйвас,肝臓
330,Atem::N,voejngehtasse,息
331,Atem::N,voejngehtasse,呼吸
332,Atem::N,båssånis,息
333,Atem::N,båssånis,呼吸
334,Atem::N,vuojŋadahka,息
335,Atem::N,vuojŋadahka,呼吸
336,Atem::N,vuoiŋŋahat,息
337,Atem::N,vuoiŋŋahat,呼吸
338,Atem::N,vuo'iŋâstim,息
339,Atem::N,vuo'iŋâstim,呼吸
340,Atem::N,jiõg'g,息
341,Atem::N,jiõg'g,呼吸
342,Atem::N,вӯйнас,息
343,Atem::N,вӯйнас,呼吸
344,Atem::N,вӯййнмушш,息
345,Atem::N,вӯййнмушш,呼吸
346,Hunger::N,nielkie,空腹
347,Hunger::N,nielgge,空腹
348,Hunger::N,nealgi,空腹
349,Hunger::N,nelgi,空腹
350,Hunger::N,neä´lǧǧ,空腹
351,Hunger::N,не̄лльк,空腹
352,Träne::N,gïknjele,涙
353,Träne::N,ganjál,涙
354,Träne::N,ganjal,涙
355,Träne::N,koonjâl,涙
356,Träne::N,kõõnjâl,涙
357,Träne::N,кэ̄нял,涙
358,Geschmack::N,aelmie,味
359,Geschmack::N,muosse,味
360,Geschmack::N,smáhkka,味
361,Geschmack::N,máhku,味
362,Geschmack::N,smáhkka,味
363,Geschmack::N,mááhu,味
364,Geschmack::N,smakkâ,味
365,Geschmack::N,njõõd,味
366,Geschmack::N,smääkk,味
367,Geschmack::N,ня̄лльк,味
368,Geruch::N,haaje,匂い
369,Geruch::N,habjja,匂い
370,Geruch::N,hádja,匂い
371,Geruch::N,opsâ,匂い
372,Geruch::N,haajâ,匂い
373,Geruch::N,õpss,匂い
374,Geruch::N,haajj,匂い
375,Geruch::N,апс,匂い
376,Geruch::N,лэ̄гк,匂い
377,Schlaf::N,nahkerh,睡眠
378,Schlaf::N,nager,睡眠
379,Schlaf::N,oados,睡眠
380,Schlaf::N,nagir,睡眠
381,Schlaf::N,naṿer,睡眠
382,Schlaf::N,nââ´er,睡眠
383,Schlaf::N,нагерь,睡眠
384,Traum::N,nahkere,夢
385,Traum::N,niehko,夢
386,Traum::N,niehku,夢
387,Traum::N,naṿer,夢
388,Traum::N,nââ´er,夢
389,Traum::N,нагерь,夢
390,Himmel::N,elmie,空
391,Himmel::N,almme,空
392,Himmel::N,albmi,空
393,Himmel::N,alme,空
394,Himmel::N,â´lmm,空
395,Himmel::N,алльм,空
396,Sonne::N,biejjie,太陽
397,Sonne::N,bæjvásj,太陽
398,Sonne::N,beaivváš,太陽
399,Sonne::N,peivi,太陽
400,Sonne::N,piäiváš,太陽
401,Sonne::N,pei´vv,太陽
402,Sonne::N,пе̄ййв,太陽
403,Mond::N,aske,月
404,Mond::N,mánno,月
405,Mond::N,mánnu,月
406,Mond::N,máánu,月
407,Mond::N,mään,月
408,Mond::N,ма̄нн,月
409,Stern::N,daasta,星
410,Stern::N,naestie,星
411,Stern::N,násste,星
412,Stern::N,násti,星
413,Stern::N,täsni,星
414,Stern::N,tä´snn,星
415,Stern::N,та̄ссьт,星
416,Luft::N,elmie,空気
417,Luft::N,ájmmo,空気
418,Luft::N,áibmu,空気
419,Luft::N,áimu,空気
420,Luft::N,šõŋŋ,空気
421,Luft::N,вӯйнас,空気
422,Wind::N,bïegke,風
423,Wind::N,biegga,風
424,Wind::N,biegga,風
425,Wind::N,pieg'gâ,風
426,Wind::N,piõg'g,風
427,Wind::N,пӣӈӈк,風
428,Welle::N,baaroe,波
429,Welle::N,bárro,波
430,Welle::N,bárru,波
431,Welle::N,pááṛu,波
432,Welle::N,päärr,波
433,Welle::N,нэ̄ммп,波
434,Wasser::N,tjaetsie,水
435,Wasser::N,tjáhtje,水
436,Wasser::N,čáhci,水
437,Wasser::N,čääci,水
438,Wasser::N,čää´cc,水
439,Wasser::N,ча̄дзь,水
440,Stein::N,gierkie,石
441,Stein::N,giergge,石
442,Stein::N,geađgi,石
443,Stein::N,keđgi,石
444,Stein::N,ǩeä´dǧǧ,石
445,Stein::N,ке̄ддҌк,石
446,Boden::N,betnie,土地
447,Boden::N,ednam,土地
448,Boden::N,bodni,土地
449,Boden::N,vuođđu,土地
450,Boden::N,ponne,土地
451,Boden::N,vuáđ̣u,土地
452,Boden::N,vuâđđ,土地
453,Boden::N,лаввьн,土地
454,Boden::N,е̄ммьне,土地
455,Erde::N,jåarta,土
456,Erde::N,mueltie,土
457,Erde::N,ednam,土
458,Erde::N,mållde,土
459,Erde::N,eana,土
460,Erde::N,eennâm,土
461,Erde::N,mädd,土
462,Erde::N,jânnam,土
463,Erde::N,е̄ммьне,土
464,Staub::N,heblie,埃
465,Staub::N,tsumhtsie,埃
466,Staub::N,dubme,埃
467,Staub::N,dopmu,埃
468,Staub::N,kovjâ,埃
469,Staub::N,põõ´l,埃
470,Staub::N,кэ̄ббьй,埃
471,Rauch::N,soeve,煙
472,Rauch::N,suovva,煙
473,Rauch::N,suovva,煙
474,Rauch::N,suoṿâ,煙
475,Rauch::N,suõvv,煙
476,Rauch::N,сӯвв,煙
477,Funke::N,naestie,火花
478,Funke::N,tjuonam,火花
479,Funke::N,čuotnan,火花
480,Funke::N,čuođâlm,火花
481,Funke::N,iiskâr,火花
482,Funke::N,čuõzzâm,火花
483,Funke::N,чӯссэм,火花
484,Feuer::N,dålle,火
485,Feuer::N,dållå,火
486,Feuer::N,dolla,火
487,Feuer::N,tullâ,火
488,Feuer::N,toll,火
489,Feuer::N,то̄лл,火
490,Licht::N,tjoevke,光
491,Licht::N,tjuovgga,光
492,Licht::N,čuovga,光
493,Licht::N,čuovggas,光
494,Licht::N,čuoṿâ,光
495,Licht::N,toll,光
496,Licht::N,čuõvv,光
497,Licht::N,то̄лл,光
498,Schatten::N,skugkie,陰
499,Schatten::N,soejvene,陰
500,Schatten::N,irkes,陰
501,Schatten::N,sieges,陰
502,Schatten::N,itku,陰
503,Schatten::N,suoivâ,陰
504,Schatten::N,õõtt,陰
505,Schatten::N,ǩeeu´niǩ,陰
506,Schatten::N,кывьнэхь,陰
507,Wetter::N,vïerhtse,天気
508,Wetter::N,dálkke,天気
509,Wetter::N,dálki,天気
510,Wetter::N,šoŋŋâ,天気
511,Wetter::N,šõŋŋ,天気
512,Wetter::N,шэ̄ӈӈ,天気
513,Nebel::N,såavla,霧
514,Nebel::N,mearhka,霧
515,Nebel::N,murkko,霧
516,Nebel::N,mierkká,霧
517,Nebel::N,mierká,霧
518,Nebel::N,miär'kká,霧
519,Nebel::N,oṃo,霧
520,Nebel::N,sue´lnn,霧
521,Nebel::N,цӣгк,霧
522,Nebel::N,сулльн,霧
523,Wolke::N,balve,雲
524,Wolke::N,balvva,雲
525,Wolke::N,balva,雲
526,Wolke::N,polvâ,雲
527,Wolke::N,põlvv,雲
528,Wolke::N,пэллв,雲
529,Regen::N,ebrie,雨
530,Regen::N,harvve,雨
531,Regen::N,arvi,雨
532,Regen::N,arve,雨
533,Regen::N,â´brr,雨
534,Regen::N,аббьр,雨
535,Schnee::N,lopme,雪
536,Schnee::N,moehtege,雪
537,Schnee::N,muohta,雪
538,Schnee::N,muohta,雪
539,Schnee::N,muotâ,雪
540,Schnee::N,muõtt,雪
541,Schnee::N,вэ̄дз,雪
542,Schnee::N,куэллт,雪
543,Eis::N,jïenge,氷
544,Eis::N,jiegŋa,氷
545,Eis::N,jiekŋa,氷
546,Eis::N,jieŋ̣â,氷
547,Eis::N,jiõŋŋ,氷
548,Eis::N,ӣӈӈ,氷
549,Frost::N,baajkoe,霜
550,Frost::N,tjoasskem,霜
551,Frost::N,buolaš,霜
552,Frost::N,puolâš,霜
553,Frost::N,puõlâš,霜
554,Frost::N,мӯнь,霜
555,Kälte::N,jueskie,寒さ
556,Kälte::N,tjåetskeme,寒さ
557,Kälte::N,tjoasskem,寒さ
558,Kälte::N,čoaskin,寒さ
559,Kälte::N,ko'lmâsvuotâ,寒さ
560,Kälte::N,ijss,寒さ
561,Kälte::N,čuä´cǩǩem,寒さ
562,Kälte::N,tuârggnjõs,寒さ
563,Kälte::N,кэ̄лмас,寒さ
564,Hitze::N,baahke,暑さ
565,Hitze::N,báhkka,暑さ
566,Hitze::N,báhkka,暑さ
567,Hitze::N,pakkâ,暑さ
568,Hitze::N,kuṃe,暑さ
569,Hitze::N,paašt,暑さ
570,Hitze::N,жоарр,暑さ
571,Raureif::N,jyjse,霧氷
572,Raureif::N,ridne,霧氷
573,Raureif::N,goarre,霧氷
574,Raureif::N,ritni,霧氷
575,Raureif::N,suhči,霧氷
576,Raureif::N,riṇe,霧氷
577,Raureif::N,ай,霧氷
578,Regenbogen::N,aatjan goengere,虹
579,Regenbogen::N,aatjan joekse,虹
580,Regenbogen::N,ádjájuoksa,虹
581,Regenbogen::N,arvedávgi,虹
582,Regenbogen::N,bajándávgi,虹
583,Regenbogen::N,äijihtävgi,虹
584,Regenbogen::N,teârmmazjohss,虹
585,Regenbogen::N,тӣрмесью̄ккс,虹
586,Donner::N,raejrie,雷
587,Donner::N,átjek,雷
588,Donner::N,átjárájdde,雷
589,Donner::N,áddjá,雷
590,Donner::N,baján,雷
591,Donner::N,juuṛâ,雷
592,Donner::N,tie´rmes,雷
593,Donner::N,тӣрмесь,雷
594,Donner::N,ча̄ркнэгк,雷
595,Strömung::N,njuvvie,流れ
596,Strömung::N,ájggedáhpe,流れ
597,Strömung::N,rávdnji,流れ
598,Strömung::N,virde,流れ
599,Strömung::N,ve´rdd,流れ
600,Strömung::N,выррьт,流れ
601,Tropfen::N,gåajhkohts,滴
602,Tropfen::N,gåjkudis,滴
603,Tropfen::N,goaikkanas,滴
604,Tropfen::N,čalme,滴
605,Tropfen::N,čâ´lmm,滴
606,Tropfen::N,ча̄лльм,滴
607,Schaum::N,sapte,泡
608,Schaum::N,såpptå,泡
609,Schaum::N,sokta,泡
610,Schaum::N,suptâ,泡
611,Schaum::N,soptt,泡
612,Schaum::N,со̄ппт,泡
613,Schmutz::N,haaskoe,汚れ
614,Schmutz::N,duolvva,汚れ
615,Schmutz::N,duolva,汚れ
616,Schmutz::N,durdi,汚れ
617,Schmutz::N,stänži,汚れ
618,Schmutz::N,sähss,汚れ
619,Schmutz::N,са̄ккьс,汚れ
620,Schmutz::N,не̄шшь,汚れ
621,See::N,jaevrie,湖
622,See::N,jávrre,湖
623,See::N,jávri,湖
624,See::N,jävri,湖
625,See::N,jâu´rr,湖
626,See::N,я̄ввьр,湖
627,Sumpf::N,pluevie,沼
628,Sumpf::N,áhpe,沼
629,Sumpf::N,sæmssa,沼
630,Sumpf::N,jeaggi,沼
631,Sumpf::N,jeggi,沼
632,Sumpf::N,jeä´ǧ'ǧ,沼
633,Sumpf::N,ла̄ммьп,沼
634,Moor::N,pluevie,湿原
635,Moor::N,jiegge,湿原
636,Moor::N,suotnju,湿原
637,Moor::N,karrii,湿原
638,Moor::N,kä´rev,湿原
639,Moor::N,veättaǩ,湿原
640,Moor::N,ла̄ммьп,湿原
641,Wiese::N,ïentje,草原
642,Wiese::N,giedde,草原
643,Wiese::N,gieddi,草原
644,Wiese::N,nijtto,草原
645,Wiese::N,пуэшенҍ,草原
646,Wald::N,skåake,森
647,Wald::N,skåajje,森
648,Wald::N,miehtsie,森
649,Wald::N,vuovdde,森
650,Wald::N,miehttse,森
651,Wald::N,vuovdi,森
652,Wald::N,meahcci,森
653,Wald::N,mecci,森
654,Wald::N,vyemi,森
655,Wald::N,vue´mm,森
656,Wald::N,meä´c'c,森
657,Wald::N,ля̄ммт,森
658,Hügel::N,deava,丘
659,Hügel::N,dievvá,丘
660,Hügel::N,dievvá,丘
661,Hügel::N,čummâ,丘
662,Hügel::N,pä´rcc,丘
663,Hügel::N,teä´rmm,丘
664,Hügel::N,ка̄ннҌт,丘
665,Anhöhe::N,deava,高み
666,Anhöhe::N,jalladahke,高み
667,Anhöhe::N,dievásj,高み
668,Anhöhe::N,aláš,高み
669,Anhöhe::N,luohkká,高み
670,Anhöhe::N,tiävá,高み
671,Anhöhe::N,poorááš,高み
672,Anhöhe::N,ču´lpp,高み
673,Anhöhe::N,škâu´ŋŋ,高み
674,Anhöhe::N,ка̄ннҌт,高み
675,Berg::N,bïerje,山
676,Berg::N,várre,山
677,Berg::N,várri,山
678,Berg::N,vääṛi,山
679,Berg::N,vää´rr,山
680,Berg::N,те̄ррьм,山
681,Gipfel::N,dalvese,頂上
682,Gipfel::N,tjåhkkå,頂上
683,Gipfel::N,čohkka,頂上
684,Gipfel::N,čokke,頂上
685,Gipfel::N,čå´ǩǩ,頂上
686,Gipfel::N,ла̄ддҍв,頂上
687,Höhle::N,beajoe,洞窟
688,Höhle::N,rájgge,洞窟
689,Höhle::N,sluoggo,洞窟
690,Höhle::N,biedju,洞窟
691,Höhle::N,kuovđâšm,洞窟
692,Höhle::N,skuõrr,洞窟
693,Höhle::N,вуэӈӈк,洞窟
694,Abhang::N,boelte,斜面
695,Abhang::N,brijrie,斜面
696,Abhang::N,bállte,斜面
697,Abhang::N,vielti,斜面
698,Abhang::N,luohkká,斜面
699,Abhang::N,viel'tti,斜面
700,Abhang::N,vie´ltt,斜面
701,Abhang::N,луэххк,斜面
702,Quelle::N,aajege,泉
703,Quelle::N,gaaltije,泉
704,Quelle::N,ája,泉
705,Quelle::N,ája,泉
706,Quelle::N,gáldu,泉
707,Quelle::N,aajâ,泉
708,Quelle::N,käldee,泉
709,Quelle::N,lädd,泉
710,Quelle::N,käivv,泉
711,Quelle::N,ка̄ййв,泉
712,Bach::N,johketje,小川
713,Bach::N,jåhkå,小川
714,Bach::N,jågåsj,小川
715,Bach::N,jogaš,小川
716,Bach::N,aajâ,小川
717,Bach::N,vuäjj,小川
718,Bach::N,вуэйй,小川
719,Fluss::N,johke,川
720,Fluss::N,ædno,川
721,Fluss::N,jåhkå,川
722,Fluss::N,johka,川
723,Fluss::N,juuhâ,川
724,Fluss::N,jokk,川
725,Fluss::N,jeänn,川
726,Fluss::N,ё̄гк,川
727,Ufer::N,beala,岸
728,Ufer::N,gádde,岸
729,Ufer::N,gáddi,岸
730,Ufer::N,riddo,岸
731,Ufer::N,redd,岸
732,Ufer::N,рыннт,岸
733,Küste::N,mïere,海岸
734,Küste::N,gaedtie,海岸
735,Küste::N,merragádde,海岸
736,Küste::N,merraguovllo,海岸
737,Küste::N,gáddi,海岸
738,Küste::N,riddo,海岸
739,Küste::N,miârr'redd,海岸
740,Küste::N,рыннт,海岸
741,Festland::N,gaedtie,陸
742,Festland::N,gádde,陸
743,Festland::N,nannán,陸
744,Festland::N,kušknjâs,陸
745,Festland::N,eennâm,陸
746,Festland::N,jânnam,陸
747,Festland::N,ма̄ннтэр,陸
748,Meer::N,mearoe,海
749,Meer::N,merra,海
750,Meer::N,nuorre,海
751,Meer::N,áhpi,海
752,Meer::N,mearra,海
753,Meer::N,meeṛâ,海
754,Meer::N,miârr,海
755,Meer::N,ме̄рр,海
756,Bucht::N,loekte,湾
757,Bucht::N,oagge,湾
758,Bucht::N,luokta,湾
759,Bucht::N,luokta,湾
760,Bucht::N,čuáj̣á,湾
761,Bucht::N,luhtt,湾
762,Bucht::N,вӯнн,湾
763,Bucht::N,лӯххт,湾
764,Insel::N,sååle,島
765,Insel::N,suoloj,島
766,Insel::N,suolu,島
767,Insel::N,suálui,島
768,Insel::N,suâl,島
769,Insel::N,суэл,島
770,Blume::N,rïesege,花
771,Blume::N,giedjek,花
772,Blume::N,rássi,花
773,Blume::N,kukká,花
774,Blume::N,heä´rvvrää´ss,花
775,Blume::N,ывьнэнч,花
776,Gras::N,kraesie,草
777,Gras::N,rásse,草
778,Gras::N,rássi,草
779,Gras::N,rääsi,草
780,Gras::N,rää´ss,草
