,Concept_ID,hu,ba
776,dort::ADV,ott,тегендә
777,dorthin::ADV,oda,шунда
778,dorthin::ADV,oda,тегеләй
779,geradeaus::ADV,egyenesen,тура
780,vorwärts::ADV,előre,алға
781,rückwärts::ADV,hátrafelé,кирегә
782,zurück::ADV,hátra,кирегә
783,zurück::ADV,vissza,кирегә
784,unten::ADV,alul,түбәндә
785,hinab::ADV,le,түбәнгә
786,hinab::ADV,lefelé,түбәнгә
787,oben::ADV,fenn,юғарыла
788,oben::ADV,felül,юғарыла
789,hinauf::ADV,fel,юғарыға
790,hinauf::ADV,felfelé,юғарыға
791,überall::ADV,mindenütt,бөтә урында
792,nicht::ADV,nem,тугел
793,ein wenig::ADV,egy kicsit,аҙ
794,kaum::ADV,alig,көскә
795,kaum::ADV,alig,саҡ-саҡ
796,sehr::ADV,nagyon,ифат
797,so::ADV,úgy,шулай
798,noch::ADV,még,йәнә
799,nur::ADV,csak,бары
800,nur::ADV,csupán,бары
801,schon::ADV,már,инде
802,wieder::ADV,ismét,тағы
803,wieder::ADV,megint,тағы
804,vergebens::ADV,hiába,бушҡа
805,vor::PRP,előtt,алдында
806,hinter::PRP,mögött,артында
807,unter::PRP,alatt,аҫтында
808,durch::PRP,át,үтә
809,durch::PRP,keresztül,үтә
810,neben::PRP,mellett,эргәһендә
811,zwischen::PRP,között,араһында
812,wegen::PRP,miatt,өсөн
813,wegen::PRP,miatt,сәбәпле
814,wegen::PRP,végett,өсөн
815,wegen::PRP,végett,сәбәпле
816,dies::PRN,ez,был
817,dies::PRN,ez,ошо
818,das::PRN,az,ул
819,alles::PRN,minden,бөтә
820,ich::PRN,én,мин
821,du::PRN,te,һин
822,er::PRN,ő,ул
823,wir::PRN,mi,беҙ
824,ihr::PRN,ti,һеҙ
825,sie::PRN,ők,улар
826,was::FPRN,mi,ә
827,was::FPRN,mi,ни
828,was::FPRN,mi,нәмә
829,wer::FPRN,ki,ҡем
830,wo::FADV,hol,ҡайҙа
831,wohin::FADV,hova,ҡайҙа
832,wie::FADV,hogy,инидәй
833,wie::FADV,hogyan,инидәй
834,warum::FADV,miért,ин өсөн
835,wieviel::FNUM,hány,күпме
836,wieviel::FNUM,mennyi,күпме
837,eins::NUM,egy,бер
838,zwei::NUM,kettő,ике
839,zwei::NUM,kettő,икәү
840,drei::NUM,három,өс
841,vier::NUM,négy,дүрт
842,fünf::NUM,öt,биш
843,sechs::NUM,hat,алты
844,sieben::NUM,hét,ете
845,acht::NUM,nyolc,һигеҙ
846,neun::NUM,kilenc,туғыҙ
847,zehn::NUM,tíz,ун
848,elf::NUM,tizenegy,ун бер
849,zwölf::NUM,tizenkettő,ун ике
850,zwanzig::NUM,húsz,егерме
851,dreißig::NUM,harminc,утыҙ
852,vierzig::NUM,negyven,ҡырҡ
853,fünfzig::NUM,ötven,илле
854,sechzig::NUM,hatvan,алтмыш
855,siebzig::NUM,hetven,етмеш
856,achtzig::NUM,nyolcvan,һикһән
857,neunzig::NUM,kilencven,туҡһан
858,hundert::NUM,száz,йөҙ
859,tausend::NUM,ezer,мең
860,und::CNJ,és,да
861,und::CNJ,meg,да
862,oder::CNJ,vagy,йәки
863,stehen::V,áll,тороу
864,sitzen::V,ül,ултырыу
865,liegen::V,fekszik,ятыу
866,hängen::V,függ,аҫылынып тороу
867,werden::V,lesz,булыу
868,passieren::V,történik,булыу
869,beginnen::V,kezdődik,башлау
870,enden::V,végződik,бөтөү
871,enden::V,végződik,тамамланыү
872,enden::V,befejeződik,бөтөү
873,enden::V,befejeződik,тамамланыү
874,wechseln::V,változik,үҙгәреү
875,aufgehen[Sonne]::V,kel,ҡалҡыу
876,untergehen[Sonne]::V,lemegy,байыу
877,scheinen[Sonne]::V,süt,яҡтыртып тороу
878,donnern::V,dörög,күкрәү
879,wehen::V,fúj,иҫеү
880,strömen::V,áramlik,ташыу
881,fließen::V,folyik,ағыу
882,sich drehen::V,forog,әйләнеү
883,schwanken::V,inog,тирбәлеү
884,schwanken::V,ingadozik,тирбәлеү
885,schwingen::V,leng,бәүетеү
886,fallen::V,esik,йығылыу
887,brennen::V,ég,яныу
888,rauchen::V,füstöl,төтәү
889,regnen::V,esik,ямғыр яуа
890,gefrieren::V,megfagy,туңыү
891,tauen::V,olvad,иреү
892,schmelzen::V,olvad,иреү
893,schmelzen::V,elolvad,иреү
894,trocknen::V,szárad,кибеү
895,sieden::V,forr,ҡайнау
896,faulen::V,rothad,сереу
897,verfaulen::V,elrothad,сереу
898,verfaulen::V,megrothad,сереу
899,reißen::V,szakad,өҙөү
900,reißen::V,szakad,йыртылыу
901,versinken::V,süllyed,батыу
902,versinken::V,elsüllyed,батыу
903,vergehen::V,múlik,үтеү
904,vergehen::V,elmúlik,үтеү
905,erscheinen::V,feltűnik,килеп сығыу
906,erscheinen::V,megjelenik,килеп сығыу
907,verschwinden::V,letűnik,юғалыу
908,sinken::V,süllyed,түбәнәйеү
909,abnehmen::V,apad,кәметеү
910,abnehmen::V,csökken,кәметеү
911,zunehmen::V,növekszik,артыу
912,zunehmen::V,gyarapszik,артыу
913,steigen::V,emelkedik,күтәрелеү
914,wachsen::V,nő,үҫеү
915,wachsen::V,terem,үҫеү
916,wachsen::V,növekszik,үҫеү
917,glänzen::V,ragyog,ялтырау
918,glänzen::V,fénylik,ялтырау
919,funkeln::V,csillog,баҙлау
920,funkeln::V,tündöklik,баҙлау
921,lärmen::V,lármázik,шаулау
922,läuten::V,cseng,ҡағыу
923,klingeln::V,csenget,ҡағыу
924,klingeln::V,csenget,шылтыратыу
925,klirren::V,csörömpöl,шылтыратыу
926,brausen::V,zúg,ҡотороноу
927,brausen::V,morajlik,ҡотороноу
928,rauschen::V,zúg,шыптырлау
929,klingen::V,hangzik,яңғырау
930,bellen::V,ugat,өрөү
931,heulen::V,bőg,олоу
932,heulen::V,üvölt,олоу
933,blasen::V,fúj,өрөү
934,pfeifen::V,fütyül,һызғырып ебәреү
935,schreien::V,kiált,ҡысҡырыу
936,schreien::V,kiabál,ҡысҡырыу
937,stöhnen::V,nyög,уңғырашыу
938,zittern::V,remeg,ҡалтырау
939,zittern::V,reszket,ҡалтырау
940,leben::V,él,йәшәү
941,geboren werden::V,születik,тыуыу
942,atmen::V,lélegzik,тын алыү
943,trinken::V,iszik,эсеү
944,essen::V,eszik,ашау
945,schlucken::V,nyel,йотоу
946,müde werden::V,elfárad,арыу
947,müde werden::V,kifárad,арыу
948,einschlafen::V,elalszik,йоҡлап китеү
949,schlafen::V,alszik,йоҡлау
950,aufwachen::V,felébred,уяныу
951,aufstehen::V,felkel,тороу
952,sich erholen::V,pihen,ял итеү
953,krank werden::V,megbetegedik,сирләү
954,krank werden::V,belebetegszik,сирләү
955,krank sein::V,betegeskedik,сирләү
956,schmerzen::V,fáj,ауыртыу
957,husten::V,köhög,йүтәлләү
958,genesen::V,meggyógyul,һауығыу
959,sterben::V,hal,үлеү
960,umkommen::V,elpusztul,һәләк булыу
961,sich bewegen::V,mozog,хәрәкәт итеү
962,sich rühren::V,mozdul,ҡуҙғалыу
963,sich erheben::V,feláll,тороу
964,sich erheben::V,felemelkedik,тороу
965,sich setzen::V,ül,ултырыу
966,sich setzen::V,leül,ултырыу
967,hinfallen::V,bukik,ҡолау
968,hinfallen::V,elesik,ҡолау
969,laufen::V,jár,йөрөү
970,schreiten::V,lép,атлау
971,spazierengehen::V,sétál,ял итеп йороү
972,eilen::V,siet,ашығыу
973,eilen::V,siet,ҡабаланыу
974,sich beeilen::V,siet,ашығыу
975,sich beeilen::V,siet,ҡабаланыу
976,sausen::V,robog,елеү
977,rennen::V,fut,йүгеп йөрөү
978,rennen::V,szalad,йүгеп йөрөү
979,springen::V,ugrik,һикереү
980,klettern::V,kúszik,үрмәләү
981,klettern::V,kúszik,үрмәләп менеү
982,schaukeln::V,hintázik,сайҡалыу
983,kriechen::V,kúszik,шыуышыу
984,schwimmen::V,úszik,йоҙөү
985,tauchen::V,merül,сумыу
986,rudern::V,evez,ишеү
987,fahren::V,jár,йөрөү
988,fahren::V,megy,йөрөү
989,fahren::V,utazik,йөрөү
990,fliegen::V,száll,осоу
991,gehen::V,megy,барыу
992,weggehen::V,elmegy,китеү
993,abfahren::V,indul,сығыу
994,anhalten::V,megáll,тукталыу
995,hineingehen::V,bemegy,инеү
996,eintreten::V,belép,инеү
997,kommen::V,jön,килеү
998,ankommen::V,érkezik,килеү
999,ankommen::V,megérkezik,килеү
1000,zurückkommen::V,visszajön,ҡайтыу
1001,bleiben::V,marad,ҡалыу
1002,bleiben::V,megmarad,ҡалыу
1003,warten::V,vár,көтөп тороу
1004,warten::V,várakozik,көтөп тороу
1005,erwarten::V,vár,көтөү
1006,erwarten::V,megvár,көтөү
1007,suchen::V,kutat,эҙләү
1008,finden::V,talál,табыу
1009,versuchen::V,megpróbál,тырышып ҡарау
1010,versuchen::V,megkísérel,тырышып ҡарау
1011,vorbereiten::V,előkészít,әҙерләү
1012,lieben::V,szeret,яратыу
1013,mögen::V,szeret,һөйөү
1014,mögen::V,szeret,яратыу
1015,lachen::V,nevet,көлөү
1016,rühren::V,mozdít,ҡағылыу
1017,weinen::V,sír,илау
1018,schimpfen::V,szid,һүгенеү
1019,schimpfen::V,szid,тиргәнеү
1020,schimpfen::V,szid,һуҡраныу
1021,schimpfen::V,szitkozódik,һүгенеү
1022,schimpfen::V,szitkozódik,тиргәнеү
1023,schimpfen::V,szitkozódik,һуҡраныу
1024,sich ärgern::V,mérgelődik,асыуланыу
1025,sich ärgern::V,bosszankodik,асыуланыу
1026,sich fürchten::V,fél,ҡурҡыу
1027,sich fürchten::V,retteg,ҡурҡыу
1028,fürchten::V,fél,ҡурҡыу
1029,fliehen::V,menekül,ҡасыу
1030,flüchten::V,elmenekül,ҡасыу
1031,sehen::V,néz,күреү
1032,anschauen::V,megnéz,ҡарау
1033,ansehen::V,néz,ҡарау
1034,ansehen::V,néz,тикшереү
1035,ansehen::V,ránéz,ҡарау
1036,ansehen::V,ránéz,тикшереү
1037,ansehen::V,megnéz,ҡарау
1038,ansehen::V,megnéz,тикшереү
1039,hören::V,hall,ишетеү
1040,zuhören::V,hallgat,тыңлау
1041,zuhören::V,meghallgat,тыңлау
1042,probieren::V,kóstol,татыу
1043,probieren::V,megkóstol,татыу
1044,riechen::V,szagol,еҫкәү
1045,fühlen::V,érez,тойоу
1046,scheinen::V,tűnik,кеүек күренеү
1047,scheinen::V,tűnik,тойолоу
1048,scheinen::V,látszik,кеүек күренеү
1049,scheinen::V,látszik,тойолоу
1050,zu sehen sein::V,mutatkozik,күренеү
1051,vernehmen::V,hall,ишетеү
1052,frieren::V,fázik,туңыү
1053,tun::V,csinál,яһау
1054,tun::V,csinál,әшләү
1055,tun::V,cselekszik,яһау
1056,tun::V,cselekszik,әшләү
1057,können::V,tud,алыу
1058,können::V,tud,мөмкин булыу
1059,wollen::V,akar,теләү
1060,anfangen::V,kezd,башлау
1061,beenden::V,befejez,бөтөрөү
1062,beenden::V,befejez,тамамлау
1063,aufhören::V,megszűnik,туктау
1064,gelingen::V,sikerül,уңышлы булыу
1065,geraten::V,kerül,булып сығыу
1066,geraten::V,jut,булып сығыу
1067,öffnen::V,nyit,асыу
1068,öffnen::V,kinyit,асыу
1069,schließen::V,csuk,йомоу
1070,schließen::V,becsuk,йомоу
1071,stellen::V,állít,ҡуйыу
1072,stellen::V,helyez,ҡуйыу
1073,setzen::V,ültet,урынлаштырыу
1074,setzen::V,helyez,урынлаштырыу
1075,legen::V,tesz,һалыу
1076,legen::V,fektet,һалыу
1077,berühren::V,érint,тейеү
1078,berühren::V,érint,ҡағылыу
1079,verbinden::V,beköt,ҡушыу
1080,verbinden::V,beköt,бәйләү
1081,verbinden::V,összeköt,ҡушыу
1082,verbinden::V,összeköt,бәйләү
1083,bedecken::V,betakar,ҡаплау
1084,bedecken::V,beborít,ҡаплау
1085,aufhängen::V,felakaszt,элеү
1086,anzünden::V,gyújt,тоҡандырыу
1087,anzünden::V,meggyújt,тоҡандырыу
1088,aufheben::V,felemel,мендереү
1089,zurücklassen::V,hátrahagy,ҡалдырыу
1090,verlieren::V,veszít,юғалтыу
1091,verlieren::V,elveszít,юғалтыу
1092,fallen lassen::V,elejt,төшөрөп ебәреү
1093,machen::V,tesz,яһау
1094,machen::V,tesz,эшләү
1095,machen::V,csinál,яһау
1096,machen::V,csinál,эшләү
1097,herstellen::V,gyárt,эшләп сығарыу
1098,herstellen::V,előállít,эшләп сығарыу
1099,bauen::V,épít,төҙөү
1100,reparieren::V,javít,төҙәтеү
1101,reparieren::V,kijavít,төҙәтеү
1102,reparieren::V,megjavít,төҙәтеү
1103,verbessern::V,megjavít,яҡшыртыу
1104,ändern::V,változtat,үҙгәртеү
1105,ändern::V,megváltoztat,үҙгәртеү
1106,graben::V,ás,ҡаҙыу
1107,beugen::V,meghajt,бөгөү
1108,biegen::V,hajlít,бөгөү
1109,drehen::V,forgat,өйрөлтөү
1110,drehen::V,forgat,әйләндереү
1111,wenden::V,fordít,әйләндереү
1112,wenden::V,megfordít,әйләндереү
1113,umdrehen::V,megfordít,түңкәреү
1114,umdrehen::V,megforgat,түңкәреү
1115,heben::V,emel,күтәреү
1116,heben::V,emel,мендереү
1117,hochheben::V,felemel,күтәреү
1118,ergreifen::V,megfog,тотоп алыу
1119,halten::V,tart,тотоу
1120,drücken::V,nyom,ҡыҫыу
1121,drücken::V,megnyom,ҡыҫыу
1122,schieben::V,tol,этеү
1123,schieben::V,tol,төртөү
1124,kratzen::V,vakar,ҡырыу
1125,lecken::V,nyal,ялау
1126,beißen::V,harap,тешләү
1127,abreißen::V,letép,өҙөү
1128,abschneiden::V,levág,ҡырҡыу
1129,binden::V,köt,бәйләү
1130,binden::V,kötöz,бәйләү
1131,stecken::V,dug,ҡаҙау
1132,brechen::V,tör,боҙоу
1133,brechen::V,eltör,боҙоу
1134,klopfen::V,kopogtat,шаҡылдау
1135,hauen::V,vág,туҡмау
1136,hauen::V,levág,туҡмау
1137,kleben::V,tapaszt,йәбештереү
1138,reiben::V,dörzsöl,ыуыу
1139,reiben::V,dörzsöl,ышҡыу
1140,reiben::V,súrol,ыуыу
1141,reiben::V,súrol,ышҡыу
1142,streichen::V,simít,яғыу
1143,schleifen::V,fen,үткерләү
1144,schleifen::V,csiszol,үткерләү
1145,schleifen::V,köszörül,үткерләү
1146,schneiden::V,vág,ҡырҡыу
1147,schneiden::V,szel,ҡырҡыу
1148,schneiden::V,metsz,ҡырҡыу
1149,rütteln::V,ráz,һелкетеү
1150,schütteln::V,ráz,һелкетеү
1151,schütteln::V,megráz,һелкетеү
1152,schwenken::V,lóbál,болғау
1153,schwenken::V,lobogtat,болғау
1154,schütten::V,önt,ҡойоу
1155,füllen::V,tölt,тултырыу
1156,füllen::V,megtölt,тултырыу
1157,einwickeln::V,becsavar,төрөү
1158,tragen::V,hord,алып барыу
1159,schleppen::V,vonszol,һөйрәү
1160,ziehen::V,húz,тартыу
1161,aufbewahren::V,megőriz,һаҡлау
1162,werfen::V,dob,ырғытыу
1163,werfen::V,hajít,ырғытыу
1164,fangen::V,fog,тотоу
1165,packen::V,megragad,етеү
1166,packen::V,megragad,тотоп алыу
1167,verstecken::V,eldug,йәшереү
1168,verstecken::V,elrejt,йәшереү
1169,teilen::V,oszt,бүлеү
1170,teilen::V,megoszt,бүлеү
1171,schicken::V,küld,ебәреү
1172,bringen::V,hoz,килтереү
1173,bringen::V,visz,килтереү
1174,hinzufügen::V,hozzáad,өтәү
1175,bekommen::V,kap,алыу
1176,bekommen::V,megkap,алыу
1177,erhalten::V,kap,алыу
1178,erhalten::V,megkap,алыу
1179,nehmen::V,vesz,алыу
1180,wählen::V,választ,һайлаү
1181,auswählen::V,kiválaszt,һайлап алыу
1182,bewahren::V,megtart,һаҡлау
1183,behindern::V,akadályoz,тотҡарлыҡ яһау
1184,behindern::V,gátol,тотҡарлыҡ яһау
1185,verderben::V,elront,боҙоу
1186,beschädigen::V,rongál,боҙоу
1187,zerbrechen::V,eltör,ҡыйратыу
1188,zerbrechen::V,széttör,ҡыйратыу
1189,zerbrechen::V,kettétör,ҡыйратыу
1190,zerreißen::V,eltép,йыртыу
1191,zerreißen::V,széttép,йыртыу
1192,zerstören::V,elpusztít,емереү
1193,verbrennen::V,éget,үртәү
1194,verbrennen::V,eléget,үртәү
1195,geben::V,ad,биреү
1196,reichen::V,nyújt,биреү
1197,schenken::V,ajándékoz,бүләк итеү
1198,versprechen::V,ígér,вәғәҙә биреү
1199,wünschen::V,kíván,теләу
1200,loben::V,dicsér,маҡтау
1201,küssen::V,csókol,үбеү
1202,wiegen::V,ringat,бәүетеү
1203,wiegen::V,ringat,тирбәтеү
1204,zudecken::V,betakar,ҡаплау
1205,wecken::V,kelt,уятыу
1206,wecken::V,ébreszt,уятыу
1207,zeigen::V,mutat,күрһәтеү
1208,führen::V,visz,етәкләү
1209,führen::V,vezet,етәкләү
1210,lehren::V,tanít,уҡытыу
1211,lehren::V,tanít,өйрәтеү
1212,unterrichten::V,tanít,уҡытыу
1213,aufziehen::V,felnevel,тәрбиәле
1214,leiten::V,vezet,етәкләү
1215,leiten::V,vezet,етәкселек итеү
1216,leiten::V,vezérel,етәкләү
1217,leiten::V,vezérel,етәкселек итеү
1218,antreiben::V,hajt,ашыҡтырыу
1219,lassen::V,-tat,мәжбүр итеү
1220,lassen::V,-at,мәжбүр итеү
1221,einladen::V,meghív,саҡырыу
1222,vereinigen::V,egyesít,берләштереү
1223,besuchen::V,látogat,килеп сығыу
1224,treffen::V,talál,тойоү
1225,treffen::V,talál,осратыу
1226,treffen::V,talál,ҡаршылау
1227,sich versammeln::V,gyülekezik,йыйылыу
1228,sich versammeln::V,összegyűlik,йыйылыу
1229,spielen::V,játszik,тартыу
1230,singen::V,énekel,йырлау
1231,tanzen::V,táncol,бейеү
1232,sich trennen::V,elválik,айырылышыу
1233,verlassen::V,elhagy,ташлау
1234,verlassen::V,elhagy,ташлап китеү
1235,retten::V,ment,ҡотҡарыу
1236,bewachen::V,őriz,һаҡлау
1237,schützen::V,óv,һаҡлау
1238,schützen::V,véd,һаҡлау
1239,verteidigen::V,véd,яҡлау
1240,sich schlagen::V,verekszik,һуғышыу
1241,schießen::V,lő,атыу
1242,siegen::V,győz,еңеү
1243,ärgern::V,bosszant,асыуландырыу
1244,schlagen::V,üt,бәреү
1245,schlagen::V,üt,туҡмау
1246,schlagen::V,ver,бәреү
1247,schlagen::V,ver,туҡмау
1248,treten::V,rúg,тибеү
1249,treten::V,rúg,типкеләү
1250,stechen::V,döf,сәнсеү
1251,stechen::V,szúr,сәнсеү
1252,stoßen::V,lök,этеү
1253,stoßen::V,lök,төртөү
1254,stehlen::V,lop,урлау
1255,stören::V,zavar,ҡамасаулау
1256,belästigen::V,zaklat,бимазалау
1257,belästigen::V,zaklat,ҡамасаулау
1258,verbergen::V,rejt,йәшереү
1259,verbergen::V,elrejt,йәшереү
1260,täuschen::V,megtéveszt,ултыртыу
1261,betrügen::V,csal,алдау
1262,töten::V,öl,үлтереү
1263,wohnen::V,lakik,йәшәү
1264,arbeiten::V,dolgozik,эшләү
1265,sammeln::V,szed,йыйыу
1266,sammeln::V,gyűjt,йыйыу
1267,pflücken::V,szed,өҙөү
1268,jagen::V,vadászik,аулау
1269,fischen::V,halászik,аулау
1270,fassen::V,fog,тотоу
1271,hüten::V,őriz,көтөү
1272,hüten::V,legeltet,көтөү
1273,treiben::V,hajt,ҡыуыу
1274,anbinden::V,köt,бәйләү
1275,füttern::V,etet,ашатыу
1276,melken::V,fej,һауыү
1277,hacken::V,vág,турау
1278,hacken::V,vág,тапау
1279,gießen::V,öntöz,ҡойоу
1280,reifen::V,érik,өлғөрөү
1281,zubereiten::V,elkészít,бешереү
1282,kochen::V,főz,бешереү
1283,backen::V,süt,бешереү
1284,braten::V,süt,ҡурыу
1285,umrühren::V,megkever,ҡатнаштырыу
1286,stricken::V,köt,бәйләү
1287,nähen::V,varr,тегеү
1288,färben::V,fest,буяу
1289,reinigen::V,tisztít,таҙартыу
1290,waschen::V,mos,йыуыу
1291,abwischen::V,letöröl,һөртөү
1292,spülen::V,mosogat,сайҡау
1293,fegen::V,söpör,һепереү
1294,kehren::V,söpör,һепереү
1295,baden::V,fürdik,һыу инеү
1296,sich waschen::V,mosdik,йыуыныу
1297,sich waschen::V,mosakszik,йыуыныу
1298,ausziehen::V,levesz,сисеү
1299,anziehen::V,felölt,кейеү
1300,anziehen::V,felvesz,кейеү
1301,sich anziehen::V,öltözik,кейенеү
1302,sich anziehen::V,felöltözik,кейенеү
1303,kämmen::V,fésül,тарау
1304,schmücken::V,díszít,биҙәү
1305,sagen::V,mond,әйтеү
1306,sprechen::V,beszél,әйтеү
1307,sprechen::V,beszél,һөйләшеү
1308,reden::V,beszél,һөйләшеү
1309,sich unterhalten::V,beszélget,әңгәмәләшеү
1310,fragen::V,kérdez,һорау
1311,bitten::V,kér,үтенеү
1312,erzählen::V,mesél,һөйләү
1313,erzählen::V,elbeszél,һөйләү
1314,mitteilen::V,közöl,әйтеү
1315,nennen::V,hív,атау
1316,nennen::V,hív,исемләү
1317,nennen::V,nevez,атау
1318,nennen::V,nevez,исемләү
1319,rufen::V,hív,саҡырыу
1320,prahlen::V,dicsekszik,маҡтаныу
1321,prahlen::V,dicsekszik,шапырыныу
1322,übersetzen::V,fordít,тәржемә итеү
1323,denken::V,gondol,уйлау
1324,glauben::V,hisz,ышаныу
1325,bemerken::V,észrevesz,күреү
1326,erkennen::V,ráismer,таныу
1327,erkennen::V,felismer,таныу
1328,begreifen::V,felfog,аңлау
1329,verstehen::V,ért,аңлау
1330,verstehen::V,megért,аңлау
1331,lernen::V,tanul,өйрәнеү
1332,lernen::V,megtanul,өйрәнеү
1333,wissen::V,tud,белеү
1334,sich erinnern an::V,emlékszik,хәтергә алыу
1335,vergessen::V,felejt,онотоу
1336,vergessen::V,elfelejt,онотоу
1337,messen::V,mér,үлсәү
1338,messen::V,megmér,үлсәү
1339,zählen::V,számol,һанау
1340,zählen::V,megszámol,һанау
1341,rechnen::V,számít,һанау
1342,lesen::V,olvas,уҡыу
1343,malen::V,fest,һүрәт яһау
1344,malen::V,fest,рәсем төшөрөү
1345,zeichnen::V,rajzol,һүрәт яһау
1346,zeichnen::V,rajzol,рәсем төшөрөү
1347,schreiben::V,ír,яҙыу
1348,besitzen::V,birtokol,биләү
1349,kaufen::V,vesz,һатып алыу
1350,kaufen::V,megvesz,һатып алыу
1351,verkaufen::V,elad,һатыу
1352,bezahlen::V,fizet,түләү
1353,bezahlen::V,kifizet,түләү
1354,zahlen::V,fizet,түләү
1355,zahlen::V,megfizet,түләү
1356,beherrschen::V,ural,биләү
1357,ertragen::V,elbír,түҙеү
1358,ertragen::V,elvisel,түҙеү
