,Concept_ID,zh,ca
869,vorbereiten::V,预备,preparar
870,lieben::V,爱,estimar
871,mögen::V,喜欢,agradar a
872,lachen::V,笑,riure
873,weinen::V,哭,plorar
874,schimpfen::V,骂,renyar
875,sich ärgern::V,生气,enfadar-se
876,sich fürchten::V,害怕,tenir por
877,fürchten::V,害怕,témer
878,fliehen::V,逃走,fugir
879,flüchten::V,逃跑,refugiar-se
880,sehen::V,看,veure
881,anschauen::V,注视,mirar
882,ansehen::V,注视,mirar
883,hören::V,听,oir
884,zuhören::V,倾听,escoltar
885,probieren::V,尝,provar
886,riechen::V,闻,olorar
887,fühlen::V,感到,sentīr
888,scheinen::V,照耀,semblar
889,zu sehen sein::V,可以看到,poder-se veure
890,vernehmen::V,审讯,percebre
891,frieren::V,觉得冷,tenir fred
892,tun::V,作,fer
893,können::V,能,poder
894,wollen::V,要,voler
895,anfangen::V,开始,iniciar
896,beenden::V,结束,acabar
897,aufhören::V,停止,deixar
898,gelingen::V,成功,sortir bé
899,geraten::V,陷于,sortir
900,öffnen::V,打开,obrir
901,schließen::V,关,tancar
902,stellen::V,放,posar
903,stellen::V,放,col·locar
904,setzen::V,放,assentar
905,legen::V,摆,posar
906,berühren::V,触,tocar
907,verbinden::V,联结,unir
908,verbinden::V,联结,connectar
909,bedecken::V,覆盖,tapar
910,bedecken::V,覆盖,cobrir
911,aufhängen::V,挂,penjar
912,anzünden::V,点,encendre
913,aufheben::V,拾起,aixecar
914,zurücklassen::V,遗留,deixar
915,verlieren::V,丧失,pērdre
916,fallen lassen::V,让掉下,deixar caure
917,machen::V,做,fer
918,herstellen::V,生产,producir
919,bauen::V,建造,construir
920,reparieren::V,修理,reparar
921,verbessern::V,改进,millorar
922,ändern::V,改变,canviar
923,graben::V,挖,cavar
924,beugen::V,弯下,doblegar
925,biegen::V,弯,corbar
926,biegen::V,弯,arquejar
927,drehen::V,转动,girar
928,wenden::V,转动,girar
929,umdrehen::V,转动,voltar
930,heben::V,举起,pujar
931,heben::V,举起,aixecar
932,hochheben::V,抬高,aixecar
933,ergreifen::V,抓住,agafar
934,halten::V,拿着,mantenir
935,drücken::V,压,prémer
936,drücken::V,压,estrènyer
937,schieben::V,推,empènyer
938,kratzen::V,搔,raspar
939,lecken::V,舔,llepar
940,beißen::V,咬,mossegar
941,abreißen::V,撕下,arrencar
942,abschneiden::V,切断,tallar
943,binden::V,捆,lligar
944,stecken::V,插,ficar
945,brechen::V,断裂,trencar
946,klopfen::V,敲,trucar
947,hauen::V,揍,picar
948,hauen::V,揍,colpejar
949,kleben::V,粘,enganxar
950,reiben::V,摩擦,fregar
951,streichen::V,涂,untar
952,schleifen::V,拖曳,afilar
953,schleifen::V,拖曳,esmolar
954,schneiden::V,切,tallar
955,rütteln::V,颠簸,sacsejar
956,schütteln::V,摇动,agitar
957,schütteln::V,摇动,sacsejar
958,schwenken::V,摇动,agitar
959,schütten::V,倒,abocar
960,füllen::V,填满,omplir
961,einwickeln::V,包,embolicar
962,tragen::V,提,dur
963,tragen::V,提,portar
964,schleppen::V,扛,arrossegar
965,ziehen::V,拉,tirar
966,ziehen::V,拉,estirar
967,aufbewahren::V,保存,conservar
968,werfen::V,扔,llançar
969,fangen::V,捕捉,agafar
970,fangen::V,捕捉,atrapar
971,packen::V,抓住,engrapar
972,verstecken::V,藏,amagar
973,teilen::V,分,dividir
974,schicken::V,派遣,enviar
975,bringen::V,带来,portar
976,hinzufügen::V,添加,afegir
977,bekommen::V,得到,obtenir
978,erhalten::V,接到,rebre
979,nehmen::V,拿,prendre
980,wählen::V,挑选,triar
981,wählen::V,挑选,elegir
982,auswählen::V,选择,escollir
983,auswählen::V,选择,seleccionar
984,bewahren::V,保持,conservar
985,behindern::V,防碍,impedir
986,behindern::V,防碍,obstaculitzar
987,verderben::V,败坏,espatllar
988,beschädigen::V,损坏,danyar
989,beschädigen::V,损坏,destrossar
990,zerbrechen::V,破碎,trencar
991,zerreißen::V,撕碎,estripar
992,zerstören::V,毁坏,destruir
993,verbrennen::V,燃烧,cremar
994,geben::V,给,donar
995,reichen::V,递给,passar
996,schenken::V,赠送,regalar
997,versprechen::V,许诺,prometre
998,wünschen::V,祝,desitjar
999,loben::V,表扬,elogiar
1000,küssen::V,亲,fer un petó a
1001,wiegen::V,轻摇,bressolar
1002,zudecken::V,盖上,tapar
1003,zudecken::V,盖上,cobrir
1004,wecken::V,唤起,despertar
1005,zeigen::V,指,mostrar
1006,zeigen::V,指,ensenyar
1007,führen::V,带领,guiar
1008,führen::V,带领,conduir
1009,lehren::V,教,ensenyar
1010,unterrichten::V,讲课,ensenyar
1011,aufziehen::V,抚养,criar
1012,leiten::V,领导,dirigir
1013,antreiben::V,催促,impel·lir
1014,lassen::V,让,fer
1015,einladen::V,邀请,invitar
1016,einladen::V,邀请,convidar
1017,vereinigen::V,统一,unir
1018,besuchen::V,参观,visitar
1019,besuchen::V,参观,anar a veure
1020,treffen::V,会面,trobar
1021,sich versammeln::V,聚集,reunir-se
1022,spielen::V,玩,jugar
1023,singen::V,唱歌,cantār
1024,tanzen::V,跳舞,ballar
1025,sich trennen::V,分别,separar-se
1026,verlassen::V,离开,deixar
1027,verlassen::V,离开,abandonar
1028,retten::V,救,salvar
1029,bewachen::V,守卫,vigilar
1030,schützen::V,保护,protegir
1031,verteidigen::V,保卫,defensar
1032,sich schlagen::V,打架,barallar-se
1033,schießen::V,射击,tirar
1034,schießen::V,射击,disparar
1035,siegen::V,获胜,vèncer
1036,ärgern::V,激怒,enfadar
1037,schlagen::V,打,pegar
1038,schlagen::V,打,colpejar
1039,treten::V,踢,donar un cop de peu a
1040,stechen::V,刺,punxar
1041,stechen::V,刺,apunyalar
1042,stoßen::V,撞,empènyer
1043,stehlen::V,盗窃,robar
1044,stören::V,干扰,molestar
1045,belästigen::V,打搅,importunar
1046,verbergen::V,隐藏,amagar
1047,verbergen::V,隐藏,ocultar
1048,täuschen::V,欺骗,enganyar
1049,betrügen::V,欺骗,estafar
1050,töten::V,杀,matar
1051,wohnen::V,居住,vīure
1052,wohnen::V,居住,habitar
1053,arbeiten::V,工作,treballar
1054,sammeln::V,收集,col·leccionar
1055,pflücken::V,采,collir
1056,jagen::V,打猎,caçar
1057,fischen::V,捕鱼,pescar
1058,fassen::V,捉住,atrapar
1059,hüten::V,守护,pasturar
1060,treiben::V,漂,arriar
1061,anbinden::V,拴,lligar
1062,füttern::V,喂,donar menjar a
1063,melken::V,挤奶,munyir
1064,hacken::V,剁细,picar
1065,hacken::V,剁细,tallar
1066,gießen::V,浇,regar
1067,reifen::V,成熟,madurar
1068,kochen::V,煮,coure
1069,backen::V,烤,coure al forn
1070,braten::V,煎,rostir
1071,umrühren::V,搅拌,remenar
1072,stricken::V,织,tricotar
1073,stricken::V,织,fer punt de mitja
1074,nähen::V,缝,cosir
1075,färben::V,染色,tenyir
1076,reinigen::V,清洁,netejar
1077,waschen::V,洗,rentār
1078,abwischen::V,擦掉,eixugar
1079,spülen::V,清洗,esbandir
1080,fegen::V,扫,escombrar
1081,kehren::V,打扫,escombrar
1082,baden::V,给...洗澡,banyar-se
1083,sich waschen::V,洗澡,rentār-se
1084,ausziehen::V,脱,treure's
1085,anziehen::V,穿,posar-se
1086,sich anziehen::V,穿衣,vestir-se
1087,kämmen::V,梳,pentinar
1088,schmücken::V,装饰,adornar
1089,sagen::V,说,dir
1090,sprechen::V,说,parlar
1091,reden::V,讲,parlar
1092,sich unterhalten::V,聊天,conversar
1093,fragen::V,问,preguntar
1094,bitten::V,请,demanar
1095,erzählen::V,叙述,contar
1096,erzählen::V,叙述,explicar
1097,mitteilen::V,通知,comunicar
1098,nennen::V,叫做,nomenar
1099,rufen::V,叫,cridar
1100,prahlen::V,吹牛,lloar-se
1101,prahlen::V,吹牛,jactar-se
1102,übersetzen::V,翻译,traduir
1103,denken::V,想,pensar
1104,glauben::V,以为,creure
1105,bemerken::V,发觉,notar
1106,erkennen::V,识别,reconèixer
1107,begreifen::V,理解,comprendre
1108,verstehen::V,明白,entendre
1109,lernen::V,学,aprendre
1110,wissen::V,知道,saber
1111,sich erinnern an::V,回忆,recordar
1112,vergessen::V,忘记,oblidar
1113,messen::V,测量,mesurar
1114,zählen::V,数,comptar
1115,rechnen::V,计算,calcular
1116,lesen::V,读,llegir
1117,malen::V,画,pintar
1118,zeichnen::V,绘制,dibuixar
1119,schreiben::V,写,escrīure
1120,besitzen::V,占有,posseir
1121,kaufen::V,买,comprar
1122,verkaufen::V,卖,vendre
1123,bezahlen::V,付钱,pagar
1124,zahlen::V,支付,pagar per
1125,beherrschen::V,统治,dominar
1126,ertragen::V,忍耐,aguantar
1127,vergebens::ADV,,en va
1128,klirren::V,,dringar
1129,rauschen::V,,murmurar
1130,rühren::V,,commoure
1131,rühren::V,,emocionar
1132,zubereiten::V,,preparar
