,Concept_ID,kv,sl
790,oder::CNJ,или,áli
791,stehen::V,сулавны,státi
792,sitzen::V,пукавны,sedéti
793,liegen::V,куйлыны,ležáti
794,hängen::V,ӧшавны,viséti
795,werden::V,лоны,postáti
796,passieren::V,аркмыны,zgodíti se
797,beginnen::V,петны,začéti se
798,enden::V,-сь,končáti se
799,enden::V,бырны,končáti se
800,wechseln::V,вежсьыны,ménjati se
801,aufgehen[Sonne]::V,петавны,vzíti
802,untergehen[Sonne]::V,пуксьыны,zaíti
803,scheinen[Sonne]::V,югьявны,sijáti
804,donnern::V,гымавны,grméti
805,wehen::V,пӧлявны,píhati
806,strömen::V,киссьыны,líti
807,fließen::V,визывтны,têči
808,sich drehen::V,бергавны,vrtéti se
809,schwanken::V,кӧвьясьны,kolébati
810,schwingen::V,дюттясьны,níhati
811,fallen::V,усьны,pádati
812,brennen::V,сотчыны,goréti
813,rauchen::V,тшынасьны,kadíti se
814,regnen::V,зэрны,deževáti
815,gefrieren::V,гегдыны,zmŕzniti
816,tauen::V,сывны,tájati
817,schmelzen::V,сывны,kopnéti
818,trocknen::V,косьмыны,sušíti se
819,sieden::V,пизьны,kipéti
820,faulen::V,нёльзьыны,gníti
821,verfaulen::V,тӧрмыны,zgníti
822,verfaulen::V,сiсьмыны,zgníti
823,reißen::V,косясьны,tŕgati se
824,versinken::V,вӧйны,pogrézniti se
825,vergehen::V,мунны,miníti
826,erscheinen::V,мыччисьны,pojáviti se
827,verschwinden::V,ӧшны,izgíniti
828,sinken::V,ямны,péšati
829,abnehmen::V,ямны,pojémati
830,zunehmen::V,паськавны,véčati se
831,zunehmen::V,паськавны,množíti se
832,steigen::V,лэбтiсьны,dvígati se
833,wachsen::V,быдмыны,rásti
834,glänzen::V,свиттявны,sijáti
835,funkeln::V,югйовтлыны,ískriti se
836,funkeln::V,югйӧв-керны,ískriti se
837,lärmen::V,чавзыны,ropotáti
838,lärmen::V,чавзыны,razgrájati
839,läuten::V,диньгыны,zvoníti
840,klingeln::V,силькӧтны,zvončkljáti
841,klirren::V,жольӧтны,žvenketáti
842,brausen::V,гуасьны,šuméti
843,rauschen::V,кышӧтны,šuštéti
844,rauschen::V,кышӧтны,šelestéti
845,klingen::V,горавны,zvenéti
846,bellen::V,увтны,lájati
847,bellen::V,вувтны,lájati
848,heulen::V,уннявны,zavíjati
849,blasen::V,пӧлявны,píhniti
850,pfeifen::V,пиксыны,pískati
851,pfeifen::V,пиксыны,žvížgati
852,schreien::V,айзыны,kričáti
853,stöhnen::V,ойзыны,stókati
854,stöhnen::V,ружтыны,stókati
855,zittern::V,легьявны,drgetáti
856,leben::V,овны,živéti
857,geboren werden::V,шогмыны,rodíti se
858,atmen::V,лолавны,díhati
859,trinken::V,юны,píti
860,essen::V,сёйны,jésti
861,schlucken::V,ньылавны,požírati
862,müde werden::V,мыдзны,péšati
863,müde werden::V,мыдзны,utrúditi se
864,einschlafen::V,ланьтны,zaspáti
865,schlafen::V,узьны,spáti
866,aufwachen::V,саймыны,zbudíti se
867,aufwachen::V,пальмыны,zbudíti se
868,aufstehen::V,сувтны,vstáti
869,sich erholen::V,шоччисьлыны,oddahníti se
870,krank werden::V,моржитны,oboléti
871,krank sein::V,шогавны,bíti bolán
872,krank sein::V,визьӧтны,bíti bolán
873,schmerzen::V,висьны,boléti
874,husten::V,кашляйтны,kášljati
875,genesen::V,бурдны,okrévati
876,sterben::V,кувны,umréti
877,umkommen::V,вийсьыны,pogíniti
878,sich bewegen::V,локны,zganíti se
879,sich bewegen::V,ветлӧтны,zganíti se
880,sich rühren::V,вӧрзьӧтчыны,premakníti se
881,sich erheben::V,сувтны,vstájati
882,sich erheben::V,сувтны,vzdígniti se
883,sich setzen::V,пуксьыны,sésti
884,hinfallen::V,пӧрласьны,pásti dôl
885,laufen::V,мунны,hodíti
886,schreiten::V,тальччавны,stópati
887,spazierengehen::V,котрасьны,na sprehòd íti
888,eilen::V,тэрмасьны,drvéti
889,sich beeilen::V,тэрмасьны,hitéti
890,sausen::V,вирдавны-котӧртны,dírkati
891,springen::V,чеччавны,skákati
892,klettern::V,кышасьны,plézati
893,schaukeln::V,чурликасьны,kolébati
894,kriechen::V,кыскасьны-мунны,pláziti se
895,schwimmen::V,вартчыны,plávati
896,tauchen::V,сунгисьны ваӧ,potápljati se
897,rudern::V,сынны,vesláti
898,fahren::V,мунны,vozíti se
899,fahren::V,мунны,peljáti se
900,fliegen::V,лэбавны,létati
901,gehen::V,мунны,íti
902,weggehen::V,мунны,odíti
903,abfahren::V,иньдӧтчыны,odpeljáti se
904,abfahren::V,мунны,odpeljáti se
905,anhalten::V,сувтны,ustáviti se
906,hineingehen::V,пырны,íti nóter
907,eintreten::V,пырны,vstopíti
908,kommen::V,локны,príti
909,ankommen::V,локны,prispéti
910,ankommen::V,локны,prihájati
911,zurückkommen::V,бертны,vrníti se
912,zurückkommen::V,панӧвтсьыны,vrníti se
913,bleiben::V,кольччыны,ostáti
914,warten::V,видзчисьны,čákati
915,erwarten::V,видзчисьны,pričakováti
916,suchen::V,кошшыны,iskáti
917,finden::V,адззыны,nájti
918,versuchen::V,пондыны,poskúšati
919,versuchen::V,пондӧтны,poskúšati
920,vorbereiten::V,лӧсьӧтны,pripráviti
921,lieben::V,милуйтны,ljubíti
922,mögen::V,радейтны,márati
923,lachen::V,серавны,smejáti se
924,rühren::V,сьӧлӧм вӧрзьӧтны,ganíti
925,weinen::V,горзыны,jókati
926,weinen::V,горзыны,plákati
927,schimpfen::V,видчыны,psováti
928,schimpfen::V,видчыны,zmérjati
929,sich ärgern::V,лёкавны,jezíti se
930,sich fürchten::V,повны,báti se
931,fürchten::V,повны,báti se
932,fliehen::V,пышшыны,bežáti
933,flüchten::V,пышшыны,pobégniti
934,sehen::V,адззыны,vídeti
935,anschauen::V,видзӧтны,oglédati
936,ansehen::V,видзӧтны,glédati
937,hören::V,кывны,slíšati
938,zuhören::V,кывзыны,poslúšati
939,probieren::V,пешлыны,poskúšati
940,riechen::V,дукавны,dúhati
941,fühlen::V,кывны,čutíti
942,scheinen::V,декуйтчыны,zdéti se
943,zu sehen sein::V,тыдавны,vídeti se
944,vernehmen::V,тӧдмавны,čúti
945,frieren::V,гегдыны,zébsti
946,tun::V,керны,délati
947,können::V,вермыны,môči
948,wollen::V,мӧдны,hotéti
949,anfangen::V,петны,začéti
950,beenden::V,ештӧтны,dokončáti
951,beenden::V,керыштны,dokončáti
952,aufhören::V,дугдыны,prenéhati
953,gelingen::V,шогмыны,uspéti
954,gelingen::V,шогмыны,posréčiti se
955,geraten::V,мыччисьны,obnêsti se
956,öffnen::V,осьтны,odpréti
957,schließen::V,пӧднавны,zapréti
958,stellen::V,сувтӧтны,postáviti
959,setzen::V,пуксьӧтны,posadíti
960,legen::V,пуктыны,položíti
961,berühren::V,вӧрзьӧтны,dotíkati se
962,verbinden::V,йитны,obvézati
963,bedecken::V,вевттьыны,pokríti
964,aufhängen::V,ӧшӧтны,obésiti
965,anzünden::V,ӧзтыны,zažgáti
966,aufheben::V,лэбтыны,vzdígniti
967,zurücklassen::V,кольны,zapustíti
968,verlieren::V,ӧштыны,izgubíti
969,fallen lassen::V,уськӧтны,navréči
970,machen::V,керны,naredíti
971,machen::V,керны,napráviti
972,herstellen::V,вӧчны,izdélati
973,bauen::V,строитны,gradíti
974,reparieren::V,вочны,popráviti
975,verbessern::V,бурсьӧтны,izbóljšati
976,ändern::V,вежны,spremeníti
977,graben::V,гарйыны,kopáti
978,graben::V,гарйыны,grêbsti
979,beugen::V,кусіньтны,upogníti
980,biegen::V,чукыльтыштны,zavíjati
981,drehen::V,бергӧтны,vrtéti
982,wenden::V,бергӧтны,obrníti
983,umdrehen::V,бергӧтны,zasúkati
984,heben::V,лэбтыны,dvígati
985,hochheben::V,лэбтыны,privzdígniti
986,ergreifen::V,кватитны,zgrábiti
987,halten::V,видзны,držáti
988,drücken::V,личкыны,tiščáti
989,schieben::V,тойлавны,ríniti
990,kratzen::V,шаркӧтны,práskati
991,lecken::V,нювны,lízati
992,beißen::V,йирны,grísti
993,abreißen::V,орӧтны,odtŕgati
994,abschneiden::V,шӧрыштны,odrézati
995,abschneiden::V,вундыштны,odrézati
996,binden::V,гӧрдззыны,vézati
997,stecken::V,мӧртны,vtakníti
998,brechen::V,жугдыны,lomíti
999,klopfen::V,зукӧтны,tólči
1000,hauen::V,желльыны,séči
1001,kleben::V,лякӧтны,lépiti
1002,reiben::V,зыртны,tréti
1003,reiben::V,зыртны,dŕgniti
1004,streichen::V,мавтны,namázati
1005,schleifen::V,кыскыны,brúsiti
1006,schneiden::V,вундавны,rézati
1007,rütteln::V,шатлавны,strésti
1008,schütteln::V,зыбӧтны,majáti
1009,schwenken::V,ӧвтны,obrníti
1010,schwenken::V,макайтны,obrníti
1011,schütten::V,кисьтны,sípati
1012,füllen::V,тыртны,napolníti
1013,füllen::V,тырсьӧтны,napolníti
1014,einwickeln::V,тубны,zavíti
1015,tragen::V,новйӧтны,nêsti
1016,schleppen::V,кыскыны,vláčiti
1017,ziehen::V,кыскыны,vléči
1018,aufbewahren::V,видзны,shranjeváti
1019,werfen::V,шентывлыны,lúčati
1020,fangen::V,кутны,ujéti
1021,packen::V,кутасьны,prijéti
1022,packen::V,кватитны,prijéti
1023,verstecken::V,дзебны,skríti
1024,teilen::V,торйӧтны,razdelíti
1025,schicken::V,иньдыны,pošíljati
1026,bringen::V,вайны,prinêsti
1027,hinzufügen::V,содтыны,pristáviti
1028,bekommen::V,получитны,dobíti
1029,erhalten::V,получитны,prejéti
1030,nehmen::V,босьтны,vzéti
1031,wählen::V,бӧрйыны,izbírati
1032,auswählen::V,бӧрйыны,izbráti
1033,bewahren::V,видзны,ohraníti
1034,behindern::V,падтыны,ovírati
1035,verderben::V,изводавны,pokváriti
1036,beschädigen::V,паздыны,poškodováti
1037,zerbrechen::V,паздыны,razlomíti
1038,zerreißen::V,косявны,raztŕgati
1039,zerstören::V,паздыны,razrúšiti
1040,verbrennen::V,сотны,sežgáti
1041,geben::V,сетны,dáti
1042,reichen::V,сетны,séči
1043,reichen::V,сетны,molíti
1044,schenken::V,козьнавны,podáriti
1045,versprechen::V,кӧсйыны,obljubíti
1046,wünschen::V,бурсьыны,vóščiti
1047,loben::V,ошкыны,hváliti
1048,küssen::V,окавны,poljubováti
1049,wiegen::V,тюттьӧтны,zíbati
1050,zudecken::V,вевттьыны,pokríti
1051,wecken::V,саймӧтны,zbudíti
1052,zeigen::V,мыччавны,pokázati
1053,führen::V,нуӧтны,vêsti
1054,lehren::V,велӧтны,učíti
1055,unterrichten::V,велӧтны,poučeváti
1056,aufziehen::V,быдтыны,vzgojíti
1057,leiten::V,юравны,uprávljati
1058,leiten::V,веськӧтлыны,uprávljati
1059,antreiben::V,тэрмӧтны,goníti
1060,lassen::V,-ӧтыны,povzročíti
1061,einladen::V,корны,povábiti
1062,vereinigen::V,ӧтувтны,zdrúžiti
1063,vereinigen::V,ӧтлаавны,zdrúžiti
1064,besuchen::V,пыравлыны,obiskáti
1065,treffen::V,пантавны,pogodíti
1066,sich versammeln::V,ӧксьыны,zbráti se
1067,spielen::V,орсны,igráti se
1068,singen::V,сьывны,péti
1069,tanzen::V,йӧктыны,plésati
1070,sich trennen::V,торьясьны,ločíti se
1071,verlassen::V,кольны,zapustíti
1072,retten::V,мынтны,réšiti
1073,bewachen::V,смекайтны,strážiti
1074,schützen::V,дорйыны,sčítiti
1075,verteidigen::V,дорйыны,braníti
1076,sich schlagen::V,тышкасьны,têpsti se
1077,schießen::V,лыйны,stréljati
1078,siegen::V,вермыны,zmágati
1079,ärgern::V,лӧгӧтны,jezíti
1080,ärgern::V,лӧгӧтны,razbúriti
1081,schlagen::V,базнитны,têpsti
1082,schlagen::V,базнитны,udáriti
1083,treten::V,чужьявны,teptáti
1084,stechen::V,бытшкыны,ubôsti
1085,stoßen::V,тапкыны,peháti
1086,stoßen::V,тапкыны,drégniti
1087,stoßen::V,тойыштны,peháti
1088,stoßen::V,тойыштны,drégniti
1089,stehlen::V,гусявны,ukrásti
1090,stehlen::V,гусявны,pokrásti
1091,stören::V,костіавны,motíti
1092,belästigen::V,назыляйтны,nadlegováti
1093,verbergen::V,дзебны,skríti
1094,täuschen::V,бӧбӧтны,slepíti
1095,täuschen::V,пӧрьявны,slepíti
1096,betrügen::V,муклачитны,várati
1097,betrügen::V,муклачитны,ogoljufáti
1098,töten::V,вийны,ubíti
1099,wohnen::V,овны,prebívati
1100,arbeiten::V,уджавны,délati
1101,sammeln::V,ӧктыны,zbráti
1102,pflücken::V,судзлавны,obráti
1103,jagen::V,вӧравны,lovíti
1104,fischen::V,чериавны,ribáriti
1105,fassen::V,кутны,zajéti
1106,hüten::V,вердны,pásti
1107,hüten::V,йирсьӧтны,pásti
1108,treiben::V,вашӧтны,pogánjati
1109,anbinden::V,кӧртавны,privézati
1110,füttern::V,вердны,kŕmiti
1111,melken::V,высьтыны,mólsti
1112,melken::V,чилькӧтны,mólsti
1113,hacken::V,керавны,sékati
1114,gießen::V,киськавны,ulíti
1115,reifen::V,кисьмыны,zoréti
1116,zubereiten::V,лӧсьӧтны,pripráviti
1117,kochen::V,пуны,kúhati
1118,backen::V,пӧжавны,cvréti
1119,braten::V,жаритны,pêči
1120,umrühren::V,соравны,preméšati
1121,stricken::V,домавны,plêsti
1122,nähen::V,вурны,šívati
1123,färben::V,краситны,bárvati
1124,reinigen::V,весӧтны,očístiti
1125,waschen::V,пеславны,opráti
1126,abwischen::V,чышкыны,obrísati
1127,spülen::V,гывьявны,splakováti
1128,fegen::V,чышкыны,pométati
1129,kehren::V,чышкыны,mésti
1130,baden::V,купайтчыны ,kópati se
1131,sich waschen::V,миссьыны,umíti se
1132,ausziehen::V,гыжтӧтны,izvléči
1133,ausziehen::V,пӧрччавны,izvléči
1134,anziehen::V,пасьтавны,obléči
1135,sich anziehen::V,пасьтасьны,obléči se
1136,kämmen::V,сынавны,česáti
1137,schmücken::V,баситны,okrasíti
1138,sagen::V,висьтавны,dejáti
1139,sprechen::V,шуны,govoríti
1140,reden::V,баитны,rêči
1141,sich unterhalten::V,сёрнитны,razgovárjati se
1142,fragen::V,юавны,vprášati
1143,bitten::V,корны,prosíti
1144,erzählen::V,висьтавны,práviti
1145,mitteilen::V,висьтавны,naznániti
1146,nennen::V,нимтны,imenováti
1147,rufen::V,китсавны,klícati
1148,rufen::V,корны,klícati
1149,rufen::V,чукӧстны,klícati
1150,prahlen::V,ошшасьны,baháti se
1151,übersetzen::V,вуджӧтны,prevêsti
1152,denken::V,чайтны,mísliti
1153,glauben::V,веритны,verjéti
1154,bemerken::V,казявны,opáziti
1155,erkennen::V,тӧдсавны,spoznáti
1156,begreifen::V,вежӧртны,pôjmiti
1157,verstehen::V,кывны,razuméti
1158,lernen::V,велӧтчыны,učíti se
1159,wissen::V,тӧдны,znáti
1160,wissen::V,тӧдны,védeti
1161,sich erinnern an::V,касьтывны,spómniti se
1162,vergessen::V,вунӧтны,pozábiti
1163,messen::V,меряйтны,mériti
1164,zählen::V,лыддьыны,štéti
1165,rechnen::V,лыддьыны,račúnati
1166,lesen::V,лыддьӧтны,bráti
1167,lesen::V,лыддьӧтны,čítati
1168,zeichnen::V,гижмавны,rísati
1169,schreiben::V,гижны,písati
1170,besitzen::V,лоны,iméti
1171,kaufen::V,небны,kupíti
1172,verkaufen::V,вузавны,prodáti
1173,bezahlen::V,вештыны,pláčati
1174,zahlen::V,вештыны,plačeváti
1175,ertragen::V,терпитны,prenêsti
1176,Insel::N,,ôtok
1177,Menge::N,,količína
1178,Gewalt::N,,nasílje
1179,Alter::N,,dôba
1180,richtig::A,,pravílen
1181,wahr::A,,resníčen
1182,berühmt::A,,sláven
1183,berühmt::A,,znamenít
1184,allein::ADV,,sám
1185,rennen::V,,dírjati
1186,malen::V,,slíkati
1187,beherrschen::V,,obvládati
