,Concept_ID,fi,br
807,sechs::NUM,kuusi,c'hwec'h
808,sieben::NUM,seitsemän,seizh
809,acht::NUM,kahdeksan,eizh
810,neun::NUM,yhdeksän,nav
811,zehn::NUM,kymmenen,dek
812,elf::NUM,yksitoista,unnek
813,zwölf::NUM,kaksitoista,daouzek
814,zwanzig::NUM,kaksikymmentä,ugent
815,dreißig::NUM,kolmekymmentä,tregont
816,vierzig::NUM,neljäkymmentä,daou-ugent
817,fünfzig::NUM,viisikymmentä,hanter-kant
818,sechzig::NUM,kuusikymmentä,tri-ugent
819,siebzig::NUM,seitsemänkymmentä,dek ha tri-ugent
820,achtzig::NUM,kahdeksankymmentä,pevar-ugent
821,neunzig::NUM,yhdeksänkymmentä,dek ha pevar-ugent
822,hundert::NUM,sata,kant
823,tausend::NUM,tuhat,mil
824,und::CNJ,ja,ha
825,oder::CNJ,tai,pe
826,stehen::V,seisoa,bezañ a-sav
827,sitzen::V,istua,azezañ
828,sitzen::V,istua,bezañ en e goazez
829,liegen::V,maata,bezañ en e c'hourvez
830,hängen::V,riippua,krougañ
831,werden::V,tulla,dazonet
832,werden::V,joutua,dazonet
833,passieren::V,sattua,c'hoarvezout
834,passieren::V,tapahtua,c'hoarvezout
835,beginnen::V,alkaa,stagañ
836,enden::V,loppua,achuiñ
837,enden::V,päättyä,achuiñ
838,wechseln::V,vaihtua,cheñch
839,wechseln::V,vaihdella,cheñch
840,aufgehen[Sonne]::V,nousta,dirouzañ
841,untergehen[Sonne]::V,laskea,
842,scheinen[Sonne]::V,paistaa,lugernañ
843,donnern::V,jyristä,taranal
844,wehen::V,tuulla,c'hwezhañ
845,wehen::V,puhaltaa,c'hwezhañ
846,strömen::V,virrata,deredek
847,fließen::V,valua,redek
848,fließen::V,juosta,redek
849,sich drehen::V,pyöriä,troiñ
850,schwanken::V,horjua,trantellat
851,schwingen::V,heilua,froumal
852,schwingen::V,värähdellä,froumal
853,fallen::V,pudota,kouezhañ
854,fallen::V,langeta,kouezhañ
855,brennen::V,palaa,deviñ
856,rauchen::V,savuta,divogedañ
857,regnen::V,sataa,glavañ
858,gefrieren::V,jäätyä,reviñ
859,tauen::V,sulaa,diskornañ
860,schmelzen::V,sulaa,teuziñ
861,trocknen::V,kuivua,sec'hañ
862,sieden::V,kiehua,berviñ
863,faulen::V,mädätä,breinañ
864,verfaulen::V,mädätä,breinañ
865,verfaulen::V,mädäntyä,breinañ
866,reißen::V,revetä,darnaouiñ
867,versinken::V,upota,sodellañ
868,versinken::V,vajota,sodellañ
869,vergehen::V,kulua,tremen
870,erscheinen::V,ilmestyä,donet war-wel
871,verschwinden::V,kadota,monet diwar wel
872,sinken::V,vajota,en em izelat
873,abnehmen::V,vähetä,nebeutaat
874,zunehmen::V,kasvaa,kreskiñ
875,zunehmen::V,lisääntyä,kreskiñ
876,steigen::V,nousta,sevel
877,wachsen::V,kasvaa,kreskiñ
878,glänzen::V,kiiltää,lugernañ
879,funkeln::V,kipinöidä,elieniñ
880,lärmen::V,meluta,rabotat
881,läuten::V,soida,
882,klingeln::V,soida,
883,klirren::V,kalista,diridignat
884,klirren::V,kalista,sterlinkañ
885,brausen::V,kohista,gwegal
886,rauschen::V,kohista,trouzal
887,klingen::V,soida,seniñ
888,bellen::V,haukkua,harzhal
889,heulen::V,ulvoa,yudal
890,blasen::V,puhaltaa,c'hwezhañ
891,pfeifen::V,viheltää,c'hwitellat
892,schreien::V,kirkua,huchal
893,stöhnen::V,voihkia,hirvoudiñ
894,zittern::V,vapista,krenañ
895,leben::V,elää,bevañ
896,geboren werden::V,syntyä,genel
897,atmen::V,hengittää,tennañ e anal
898,trinken::V,juoda,evañ
899,essen::V,syödä,debriñ
900,schlucken::V,niellä,lonkañ
901,müde werden::V,uupua,skuizhañ
902,einschlafen::V,uinahtaa,menel kousket
903,schlafen::V,maata,kousket
904,schlafen::V,nukkua,kousket
905,aufwachen::V,herätä,dihuniñ
906,aufstehen::V,nousta,sevel
907,aufstehen::V,nousta ylös,sevel
908,sich erholen::V,levätä,diskuizhañ
909,krank werden::V,sairastua,klañviñ
910,krank sein::V,potea,bezañ klañv
911,krank sein::V,sairastaa,bezañ klañv
912,schmerzen::V,särkeä,skourjezañ
913,schmerzen::V,kivistää,skourjezañ
914,husten::V,yskiä,pasaat
915,husten::V,yskiä,peudal
916,genesen::V,toipua,pareañ
917,sterben::V,kuolla,mervel
918,umkommen::V,saada surmansa,perisañ
919,umkommen::V,kuolla,perisañ
920,sich bewegen::V,liikkua,bouljal
921,sich rühren::V,liikahtaa,fiñval
922,sich erheben::V,nousta,sevel
923,sich setzen::V,istuutua,azezañ
924,sich setzen::V,istuutua,mont en e goazez
925,hinfallen::V,kaatua,kouezhañ
926,laufen::V,kävellä,redek
927,schreiten::V,astua,kerzhet
928,schreiten::V,astella,kerzhet
929,spazierengehen::V,kävellä,pourmen
930,eilen::V,kiirehtiä,hastañ
931,sich beeilen::V,kiirehtiä,hastañ
932,sich beeilen::V,olla kiireissään,hastañ
933,sausen::V,rynnätä,karzhañ
934,sausen::V,viilettää,karzhañ
935,rennen::V,juosta,redek
936,springen::V,hypätä,lammat
937,klettern::V,kiivetä,krimpat
938,schaukeln::V,kiikkua,brañsellat
939,kriechen::V,ryömiä,skrampañ
940,schwimmen::V,uida,neuial
941,tauchen::V,sukeltaa,splujañ
942,rudern::V,soutaa,roeñvat
943,fahren::V,ajaa,kas
944,fahren::V,ajaa,bleniañ
945,fahren::V,kulkea,kas
946,fahren::V,kulkea,bleniañ
947,fliegen::V,lentää,nijal
948,gehen::V,käydä,mont
949,weggehen::V,lähteä,mont kuit
950,weggehen::V,poistua,mont kuit
951,abfahren::V,lähteä,mont kuit
952,anhalten::V,pysähtyä,chom a-sav
953,anhalten::V,seisahtua,chom a-sav
954,hineingehen::V,mennä sisään,monet e-barzh
955,eintreten::V,astua sisään,monet e-barzh
956,kommen::V,tulla,dont
957,ankommen::V,saapua,erruout
958,zurückkommen::V,palata,addonet
959,bleiben::V,jäädä,chom
960,bleiben::V,viipyä,chom
961,warten::V,odottaa,gortoz
962,erwarten::V,odottaa,gortoz
963,suchen::V,etsiä,klask
964,finden::V,löytää,kavout
965,versuchen::V,yrittää,klask
966,vorbereiten::V,valmistaa,aozañ
967,lieben::V,pitää,karout
968,lieben::V,rakastaa,karout
969,mögen::V,pitää,karout
970,mögen::V,tykätä,karout
971,lachen::V,nauraa,c'hoarzin
972,rühren::V,liikuttaa,tenerañ
973,weinen::V,itkeä,gouelañ
974,schimpfen::V,haukkua,krozal
975,sich ärgern::V,suuttua,fachañ
976,sich ärgern::V,suuttua,en em fachañ
977,sich fürchten::V,pelätä,
978,fürchten::V,pelätä,
979,fliehen::V,paeta,tec'het
980,flüchten::V,paeta,tuzañ
981,sehen::V,nähdä,gwelet
982,anschauen::V,katsoa,sellout ouzh
983,ansehen::V,katsoa,sellout ouzh
984,hören::V,kuulla,klevet
985,zuhören::V,kuunnella,selaou
986,probieren::V,maistaa,blasa
987,riechen::V,haistaa,klevet
988,fühlen::V,tuntea,santout
989,scheinen::V,tuntua,diskouez bezañ
990,zu sehen sein::V,näkyä,bezañ gwelus
991,vernehmen::V,kuulla,merzhañ
992,frieren::V,palella,anoued
993,tun::V,tehdä,ober
994,können::V,osata,gouzout
995,wollen::V,tahtoa,fellout da
996,wollen::V,tahtoa,kaout c'hoant da
997,anfangen::V,ruveta,kregiñ
998,anfangen::V,aloittaa,kregiñ
999,beenden::V,lopettaa,achuiñ
1000,aufhören::V,loppua,paouez
1001,gelingen::V,onnistua,
1002,geraten::V,sujua,
1003,geraten::V,joutua,
1004,öffnen::V,avata,digeriñ
1005,öffnen::V,aukaista,digeriñ
1006,schließen::V,sulkea,serriñ
1007,stellen::V,panna,lakaat
1008,stellen::V,asettaa,lakaat
1009,setzen::V,panna,lakaat
1010,setzen::V,istuttaa,lakaat
1011,legen::V,panna,lakaat
1012,legen::V,asettaa,lakaat
1013,berühren::V,koskea,touch
1014,berühren::V,koskettaa,touch
1015,verbinden::V,liittää,eren
1016,verbinden::V,yhdistää,eren
1017,bedecken::V,kattaa,goloiñ
1018,bedecken::V,peittää,goloiñ
1019,aufhängen::V,ripustaa,istribilhañ
1020,anzünden::V,sytyttää,alumiñ
1021,anzünden::V,sytyttää,c'hwezzañ
1022,aufheben::V,ylös nostaa,dastum
1023,aufheben::V,nostaa,dastum
1024,zurücklassen::V,jättää,lezel
1025,verlieren::V,kadottaa,koll
1026,fallen lassen::V,pudottaa,laoskel
1027,fallen lassen::V,pudottaa,lezel da gouezhel
1028,machen::V,tehdä,ober
1029,herstellen::V,tuottaa,fardañ
1030,herstellen::V,valmistaa,fardañ
1031,bauen::V,rakentaa,sevel
1032,reparieren::V,korjata,adaozañ
1033,verbessern::V,parantaa,gwellaat
1034,ändern::V,muuttaa,cheñch
1035,graben::V,kaivaa,kleuzañ
1036,beugen::V,taivuttaa,plegañ
1037,biegen::V,taivuttaa,krommañ
1038,drehen::V,kääntää,treiñ
1039,wenden::V,kääntää,treiñ
1040,umdrehen::V,kääntää,treiñ
1041,heben::V,nostaa,sevel
1042,heben::V,kohottaa,sevel
1043,hochheben::V,nostaa,sevel
1044,ergreifen::V,tarttua,kemer
1045,halten::V,pitää,dalc'hen
1046,drücken::V,painaa,bountañ
1047,drücken::V,puristaa,bountañ
1048,schieben::V,työntää,poulzañ
1049,kratzen::V,raapia,skrabat
1050,lecken::V,nuolla,lipat
1051,beißen::V,purra,kregiñ
1052,abreißen::V,repiä,diframmañ
1053,abschneiden::V,leikata poikki,troc'hañ
1054,abschneiden::V,leikata,troc'hañ
1055,binden::V,sitoa,stagañ
1056,stecken::V,pistää,sankañ
1057,brechen::V,murtaa,darnaouiñ
1058,klopfen::V,koputtaa,skoiñ
1059,klopfen::V,kolkuttaa,skoiñ
1060,hauen::V,lyödä,dornañ
1061,kleben::V,liimata,pegañ
1062,reiben::V,hieroa,taravat
1063,reiben::V,hieroa,trekiñ
1064,reiben::V,hangata,taravat
1065,reiben::V,hangata,trekiñ
1066,streichen::V,sivellä,toazañ
1067,schleifen::V,hioa,lemmañ
1068,schneiden::V,leikata,troc'hañ
1069,rütteln::V,ravistaa,tordorosañ
1070,schütteln::V,pudistaa,hejañ
1071,schwenken::V,heiluttaa,
1072,schütten::V,kaataa,diskargañ
1073,füllen::V,täyttää,kargañ
1074,einwickeln::V,kääriä,gronnañ
1075,tragen::V,kantaa,dougen
1076,schleppen::V,raahata,stlejal
1077,ziehen::V,vetää,sachañ
1078,aufbewahren::V,säilyttää,miret
1079,werfen::V,viskata,teuler
1080,fangen::V,napata,tapañ
1081,fangen::V,ottaa kiinni,tapañ
1082,packen::V,tarttua,krapat
1083,verstecken::V,kätkeä,kuzhat
1084,verstecken::V,piilottaa,kuzhat
1085,teilen::V,jakaa,rannañ
1086,schicken::V,lähettää,kas
1087,bringen::V,viedä,degas
1088,hinzufügen::V,lisätä,lakat ouzhpenn
1089,bekommen::V,saada,kaout
1090,erhalten::V,saada,kaout
1091,nehmen::V,ottaa,kemer
1092,wählen::V,valita,choaz
1093,auswählen::V,valikoida,dibab
1094,bewahren::V,säilyttää,mirout
1095,behindern::V,estää,diaezañ
1096,verderben::V,pilata,lovrañ
1097,verderben::V,turmella,lovrañ
1098,beschädigen::V,vioittaa,gwallegañ
1099,beschädigen::V,vahingoittaa,gwallegañ
1100,zerbrechen::V,rikkoa,torriñ
1101,zerreißen::V,repiä rikki,diroegiñ
1102,zerreißen::V,repiä palasiksi,diroegiñ
1103,zerstören::V,hävittää,distrujañ
1104,verbrennen::V,polttaa,deviñ
1105,geben::V,antaa,reiñ
1106,reichen::V,ojentaa,
1107,schenken::V,lahjoittaa,donezonañ
1108,versprechen::V,luvata,prometiñ
1109,wünschen::V,toivottaa,hetiñ
1110,loben::V,ylistää,feurmiñ
1111,küssen::V,suudella,pokat
1112,wiegen::V,tuudittaa,pouezañ
1113,wiegen::V,keinuttaa,pouezañ
1114,zudecken::V,peittää,goloiñ
1115,wecken::V,herättää,dihuniñ
1116,zeigen::V,näyttää,diskouez
1117,zeigen::V,osoittaa,diskouez
1118,führen::V,johdattaa,kas
1119,lehren::V,opettaa,deskiñ
1120,unterrichten::V,opettaa,kelenn
1121,aufziehen::V,kasvattaa,
1122,leiten::V,johtaa,bleinañ
1123,antreiben::V,hoputtaa,poulzañ
1124,lassen::V,antaa,leuskel
1125,einladen::V,kutsua,pediñ
1126,vereinigen::V,yhdistää,unisañ
1127,besuchen::V,vierailla,gweladenniñ
1128,treffen::V,tavata,kejal
1129,treffen::V,tavata,ankontrañ
1130,sich versammeln::V,kokoontua,bodennañ
1131,spielen::V,pelata,c'hoari
1132,spielen::V,leikkiä,c'hoari
1133,singen::V,laulaa,kanañ
1134,tanzen::V,tanssia,dañsal
1135,sich trennen::V,erota,dispartiañ
1136,verlassen::V,jättää,lezel
1137,retten::V,pelastaa,saveteiñ
1138,bewachen::V,vartioida,mesa
1139,schützen::V,suojella,diwall
1140,verteidigen::V,puolustaa,difenn
1141,sich schlagen::V,tapella,lopañ
1142,schießen::V,ampua,
1143,siegen::V,voittaa,trec'hiñ
1144,ärgern::V,ärsyttää,hegasiñ
1145,schlagen::V,lyödä,skeiñ
1146,treten::V,potkaista,botaouiñ
1147,stechen::V,pistää,pikat
1148,stoßen::V,sysätä,stokañ
1149,stoßen::V,työntää,stokañ
1150,stehlen::V,varastaa,laerezh
1151,stören::V,häiritä,direnkañ
1152,belästigen::V,häiritä,dregasiñ
1153,verbergen::V,kätkeä,skoachañ
1154,täuschen::V,harhauttaa,tromplañ
1155,betrügen::V,pettää,lorbañ
1156,betrügen::V,petkuttaa,lorbañ
1157,töten::V,tappaa,lazhañ
1158,wohnen::V,asua,bezañ o chom
1159,arbeiten::V,tehdä työtä,labourat
1160,arbeiten::V,työskennellä,labourat
1161,sammeln::V,koota,dastum
1162,sammeln::V,kerätä,dastum
1163,pflücken::V,poimia,kuntuilhañ
1164,jagen::V,metsästää,chaseal
1165,fischen::V,kalastaa,pesketa
1166,fassen::V,pyydystää,pakañ
1167,fassen::V,saalistaa,pakañ
1168,hüten::V,paimentaa,geota
1169,treiben::V,ajaa,
1170,anbinden::V,kytkeä,stagañ
1171,füttern::V,ruokkia,boueta
1172,melken::V,lypsää,goro
1173,hacken::V,hakata,difrakal
1174,gießen::V,kastella,dourañ
1175,reifen::V,kypsyä,azviñ
1176,zubereiten::V,valmistaa,keginañ
1177,kochen::V,keittää,poazhañ
1178,backen::V,leipoa,fritañ
1179,braten::V,paistaa,rostañ
1180,umrühren::V,hämmentää,
1181,stricken::V,kutoa,stammañ
1182,stricken::V,neuloa,stammañ
1183,nähen::V,ommella,gwriat
1184,färben::V,värjätä,livañ
1185,färben::V,värittää,livañ
1186,reinigen::V,puhdistaa,naetañ
1187,waschen::V,pestä,gwalc'hiñ
1188,abwischen::V,pyyhkiä,torchañ
1189,spülen::V,huuhtoa,disgwalc'hiñ
1190,fegen::V,pyyhkäistä,skubañ
1191,kehren::V,lakaista,skubañ
1192,baden::V,kylpeä,kouronkañ
1193,sich waschen::V,peseytyä,en em walc'hiñ
1194,ausziehen::V,riisua,
1195,anziehen::V,pukea ylleen,
1196,sich anziehen::V,pukeutua,gwiskañ
1197,kämmen::V,kammata,kribat
1198,schmücken::V,koristaa,kinklañ
1199,schmücken::V,kaunistaa,kinklañ
1200,sagen::V,sanoa,larêt
1201,sagen::V,sanoa,lavaret
1202,sprechen::V,puhua,komz
1203,reden::V,keskustella,kaozeal
1204,sich unterhalten::V,jutella,balbotal
1205,fragen::V,kysyä,goulenn
1206,bitten::V,pyytää,goulenn
1207,erzählen::V,kertoa,kontañ
1208,mitteilen::V,ilmoittaa,kemenn
1209,nennen::V,kutsua,anviñ
1210,nennen::V,nimittää,anviñ
1211,rufen::V,kutsua,gelver
1212,prahlen::V,kerskailla,fougeal
1213,übersetzen::V,kääntää,treiñ
1214,denken::V,miettiä,soñjal
1215,denken::V,ajatella,soñjal
1216,glauben::V,uskoa,krediñ
1217,bemerken::V,huomata,apresevañ
1218,erkennen::V,tunnistaa,anavout
1219,begreifen::V,ymmärtää,meizañ
1220,verstehen::V,ymmärtää,kompren
1221,lernen::V,oppia,deskiñ
1222,wissen::V,tietää,gouzout
1223,sich erinnern an::V,muistaa,kaout soñj e
1224,vergessen::V,unohtaa,ankouaat
1225,messen::V,mitata,muzuliañ
1226,zählen::V,laskea,kontañ
1227,rechnen::V,laskea,jedañ
1228,lesen::V,lukea,lenn
1229,malen::V,maalata,livañ
1230,zeichnen::V,piirtää,tresañ
1231,zeichnen::V,piirustaa,tresañ
1232,schreiben::V,kirjoittaa,skrivañ
1233,besitzen::V,omistaa,kaout
1234,kaufen::V,ostaa,prenañ
1235,verkaufen::V,myydä,gwerzhañ
1236,bezahlen::V,maksaa,paeañ
1237,zahlen::V,maksaa,paeañ
1238,beherrschen::V,hallita,mestroniañ
1239,ertragen::V,kestää,anduriñ
