,Concept_ID,kn,ca
580,sauber::A,ಶುದ್ಧ,net
581,schmutzig::A,ಅಶುದ್ಧ,brut
582,roh::A,ಹಸಿ,cru
583,reif::A,ಹಣ್ಣಾದ,madur
584,lecker::A,ಗುಚಿಕರ,deliciós
585,süß::A,ಸಿಹಿ,dolç
586,bitter::A,ಕಹಿ,amarg
587,sauer::A,ಹುಳಿಯಾದ,agre
588,hell::A,ಹೊಳೆಯುವ,clar
589,dunkel::A,ಮಬ್ಬಾದ,fosc
590,schwarz::A,ಕಪ್ಪು,negre
591,weiß::A,ಬಿಳಿಯ,blanc
592,rot::A,ಕೆಂಪು,vermēll
593,gelb::A,ಹಳದಯ,groc
594,blau::A,ನೀಲ,blau
595,grün::A,ಕಾಯಾದ,verd
596,grau::A,ಬೂದುಬಣ್ಣದ,gris
597,bunt::A,ವರ್ಣರಂಜಿತ,multicolor
598,billig::A,ಅಗ್ಗ,barat
599,teuer::A,ದುಬಾರಿಯಾದ,car
600,wertvoll::A,ಅಮೂಲ್ಯ,preciós
601,blind::A,ಅಂಧ,cec
602,taub::A,ಕಿವುಡಾದ,sord
603,kräftig::A,ಪ್ರಬಲ,fort
604,kräftig::A,ಪ್ರಬಲ,vigorós
605,stark::A,ಶಕ್ತಿವಂತ,fort
606,schwach::A,ದುರ್ಬಲ,feble
607,fett::A,ಕೊಬ್ಬಿದ,gras
608,schlank::A,ತೆಳ್ಳಗಿನ,esvelt
609,hübsch::A,ಅಂದವಾದ,maco
610,böse::A,ಕೆಟ್ಟ,dolent
611,dumm::A,ಮಂದ,ximple
612,dumm::A,ಮಂದ,estúpid
613,faul::A,ಆಲಸ,gandūl
614,faul::A,ಆಲಸ,mandrós
615,fleißig::A,ಕಡಗುವ,diligēnt
616,geizig::A,ಜುಗ್ಗ,avar
617,klug::A,ಚತುರ,intel·ligent
618,geschickt::A,ದಕ್ಷ,hàbil
619,lieb::A,ಪ್ರಿಯ,amat
620,lieb::A,ಪ್ರಿಯ,estimat
621,lustig::A,ಖುಷಿಯಾದ,alegre
622,sanft::A,ಸೌಮ್ಯ,suau
623,hungrig::A,ಹಸಿದ,afamat
624,krank::A,ಅಸ್ವಸ್ಥ,malālt
625,nackt::A,ನಗ್ನ,nu
626,traurig::A,ದುಃಖಿತ,trist
627,lebendig::A,ಜೀವಂತ,viu
628,gut::A,ಒಳ್ಳೆಯ,bo
629,schlecht::A,ದುಷ್ಟ,dolēnt
630,richtig::A,ಸರಿ,just
631,richtig::A,ಸರಿ,correcte
632,schlimm::A,ಅಸಹ್ಯ,greu
633,wahr::A,ನಿಜ,vertader
634,wahr::A,ನಿಜ,veritable
635,alt::A,ಮುದಿ,vell
636,neu::A,ಹೊಸ,nou
637,ehemalig::A,ಮಾಜೀ,antic
638,alt[Lebewesen]::A,ವೃದ್ಧ,vell
639,jung::A,ಎಳ,jove
640,arm::A,ಬಡ,pobre
641,reich::A,ಶ್ರೀಮಂತ,ric
642,bekannt::A,ಅಪ್ತ,conegut
643,berühmt::A,ಪ್ರಸಿದ್ಧ,famós
644,fremd::A,ಪರಕೀಯ,estrany
645,verschieden::A,ಬೇರೆ,diferent
646,nah::A,ಹತ್ತಿರವಾದ,pròxim
647,fern::A,ದೂರದ,llunyà
648,fern::A,ದೂರದ,distant
649,linker::A,ಎಡ,esquerre
650,rechter::A,ಬಲ,dret
651,anderer::A,ಇತರ,altre
652,erster::A,ಪ್ರಥಮ,primer
653,zweiter::A,ದ್ವಿತೀಯ,segon
654,dritter::A,ಮೂರನೆಯಜಗತ್ತು,tercer
655,letzter::A,ಅಂತ್ಯ,últim
656,allein::ADV,ಒಬ್ಬನೇ,sol
657,auf einmal::ADV,ಒಡನೆ,d'una vegada
658,zusammen::ADV,ಒಟ್ಟಿಗೆ,junt
659,lange::ADV,ದೀರ್ಘ,molt de temps
660,plötzlich::ADV,ಅನಾಮತ್ತು,de cop
661,plötzlich::ADV,ಅನಾಮತ್ತು,de sobte
662,sofort::ADV,ಜಾಗ್ರತೆ,de seguida
663,später::ADV,ತರುವಾಯ,més tard
664,jetzt::ADV,ಈಗ,ara
665,heute::ADV,ಇಂದು,avūi
666,morgen::ADV,ನಾಳೆ,demà
667,bald::ADV,ಬೇಗ,aviāt
668,dann::ADV,ಆಗ,després
669,gestern::ADV,ನಿನ್ನೆ,ahir
670,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,anteriorment
671,damals::ADV,ಆಗ,llavōrs
672,damals::ADV,ಆಗ,aleshores
673,danach::ADV,ಆಮೇಲೆ,després
674,vorher::ADV,ಮುಂಚೆ,abāns
675,zuerst::ADV,ಮೊದಲಿಗೆ,primer
676,einmal::ADV,ಒಮ್ಮೆ,una vegada
677,manchmal::ADV,ಆಗಾಗ,de vegades
678,oft::ADV,ಅನೇಕಸಲ,sovint
679,immer::ADV,ಯಾವಾಗಲೂ,sempre
680,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,no ... mai
681,hier::ADV,ಇಲ್ಲಿ,aquí
682,hierhin::ADV,ಇತ್ತ,per aquí
683,von hier::ADV,ಇಲ್ಲಿಂದ,des d'aquí
684,dort::ADV,ಅಲ್ಲಿ,allí
685,dorthin::ADV,ಅಲ್ಲಿಗೆ,hi
686,geradeaus::ADV,ಸೀದಾ,tot dret
687,vorwärts::ADV,ಮುನ್ನೆಡೆವ,endavānt
688,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,endarrera
689,zurück::ADV,ಹಿಂದಕ್ಕೆ,darrere
690,unten::ADV,ಕೆಳಗೆ,a baix
691,hinab::ADV,ಕೆಳಕ್ಕೆ,cap avall
692,oben::ADV,ಮೇಲೆ,dalt
693,hinauf::ADV,ಮೇಲಕ್ಕೆ,cap amunt
694,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,pertot
695,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,per tot arreu
696,nicht::ADV,ಇಲ್ಲ,no
697,nicht::ADV,ಅಲ್ಲ,no
698,ein wenig::ADV,ತುಸು,una mica
699,kaum::ADV,ಕಠಿನವಾಗಿ,a penes
700,sehr::ADV,ಬಹು,molt
701,so::ADV,ಅಷ್ಟು,així
702,noch::ADV,ಇನ್ನು,encara
703,nur::ADV,ಕೇವಲ,només
704,schon::ADV,ಆಗಲೇ,ja
705,wieder::ADV,ಪುನಃ,de nou
706,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,en va
707,vor::PRP,ಮುಂದೆ,davānt
708,vor::PRP,ಮುಂದೆ,enfront de
709,hinter::PRP,ಹಿಂದ,darrera
710,unter::PRP,ಕೆಳ,sota
711,durch::PRP,ನೇರವಾಗಿ,per
712,neben::PRP,ಅಧರ ಬಲಿಕ,al costāt de
713,zwischen::PRP,ನಡುವೆ,entre
714,wegen::PRP,ಅಧಕ್ಕಗಿ,a causa de
715,dies::PRN,ಈ,aquest
716,das::PRN,ಅದು,això
717,alles::PRN,ಎಲ್ಲ,tot
718,ich::PRN,ನಾನು,jo
719,du::PRN,ನೀನು,tu
720,er::PRN,ಅವನು,ell
721,er::PRN,ಇವನು,ell
722,wir::PRN,ನಾವು,nosaltres
723,ihr::PRN,ನೀವು,vosaltres
724,sie::PRN,ಅವರು,ells
725,sie::PRN,ಅವರು,elles
726,was::FPRN,ಏನು,què
727,wer::FPRN,ಯಾರಿಗೆ,qui
728,wo::FADV,ಎಲ್ಲಿ,on
729,wohin::FADV,ಎಲ್ಲಿಗೆ,cap a on
730,wie::FADV,ಹೇಗೆ,com
731,warum::FADV,ಏಕೆ,per què
732,wieviel::FNUM,ಎಷ್ಟು,quant
733,eins::NUM,ಒಂದು,u
734,zwei::NUM,ಎರಡು,dos
735,drei::NUM,ಮೂರು,tres
736,vier::NUM,ನಾಲ್ಕು,quatre
737,fünf::NUM,ಅಯ್ದು,cinc
738,sechs::NUM,ಆರು,sis
739,sieben::NUM,ಏಳು,set
740,acht::NUM,ಎಂಟು,vuit
741,neun::NUM,ಒಂಭಬತ್ತು,nou
742,zehn::NUM,ಹತ್ತು,deu
743,elf::NUM,ಹನ್ನೊಂದು,onze
744,zwölf::NUM,ಹನ್ನೆರಡು,dotze
745,zwanzig::NUM,ಇಪ್ಪತ್ತು,vint
746,dreißig::NUM,ಮೂವತ್ತು,trenta
747,vierzig::NUM,ನಲವತ್ತು,quaranta
748,fünfzig::NUM,ಐವತ್ತು,cinquanta
749,sechzig::NUM,ಅರುವತ್ತು,seixanta
750,siebzig::NUM,ಎಪ್ಪತ್ತು,setanta
751,achtzig::NUM,ಎಂಬತ್ತು,vuitanta
752,neunzig::NUM,ತೊಂಬತ್ತು,noranta
753,hundert::NUM,ನೂರು,cent
754,tausend::NUM,ಸಾವಿರ,mil
755,und::CNJ,ಮತ್ತು,i
756,oder::CNJ,ಅಥವಾ,o
757,stehen::V,ನಿಲ್ಲು,estar de peu
758,sitzen::V,ಕುಳ್ಳಿರು,seure
759,liegen::V,ಮಲಗಿಕೊ,jeure
760,hängen::V,ಇಳಿಯಬಿಡು,penjar
761,werden::V,ಆಗು,fer-se
762,werden::V,ಆಗು,posar-se
763,passieren::V,ಆಗು,succeir
764,beginnen::V,ಆರಂಭಿಸು,iniciar-se
765,enden::V,ಕೊನೆಗಾಣು,acabar-se
766,enden::V,ಕೊನೆಗಾಣು,terminar-se
767,wechseln::V,ಮಾರ್ಪಡಿಸು,canviar
768,aufgehen[Sonne]::V,ಮೂಡು,sortir
769,untergehen[Sonne]::V,ಮುಳುಗು,posar-se
770,scheinen[Sonne]::V,ಹೊಳೆ,brillar
771,donnern::V,ಗುಡುಗಾಗು,tronar
772,wehen::V,ತೀಡು,bufar
773,strömen::V,ಹರಿ,afluir
774,fließen::V,ಹರಿ,fluir
775,sich drehen::V,ಸುತ್ತು,girar
776,schwanken::V,ಓಲಾಡು,vacil·lar
777,schwingen::V,ತೂಗು,oscil·lar
778,fallen::V,ಉದುರು,caure
779,fallen::V,ಉದುರು,tombar
780,brennen::V,ಉರಿ,cremar
781,rauchen::V,ಹೊಗೆಬಿಡು,fumejar
782,regnen::V,ಸುರಿ,ploure
783,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,gelar-se
784,tauen::V,ಬೆಚ್ಚಗಾಗು,fondre's
785,schmelzen::V,ಕರಗು,fondre's
786,trocknen::V,ಒಣಗು,assecar-se
787,sieden::V,ಕುದಿ,bullir
788,faulen::V,ಕೊಳೆ,podrir-se
789,verfaulen::V,ನಶಿಸು,podrir-se
790,reißen::V,ಒಡೆ,trencar-se
791,versinken::V,ಮುಳುಗು,enfonsar-se
792,vergehen::V,ಸಾಗು,passar
793,erscheinen::V,ತೋರು,aparèixer
794,verschwinden::V,ಮಾಯವಾಗು,desaparèixer
795,sinken::V,ಕುಸಿ,baixar
796,sinken::V,ಕುಸಿ,descendir
797,abnehmen::V,ತಗ್ಗು,decréixer
798,zunehmen::V,ಬೆಳೆ,augmentar
799,steigen::V,ಉಬ್ಬು,pujar
800,wachsen::V,ಬೆಳೆ,créixer
801,glänzen::V,ಮಿರುಗು,brillar
802,glänzen::V,ಮಿರುಗು,resplendir
803,funkeln::V,ಮಿನುಗು,espurnejar
804,lärmen::V,ಶಬ್ದ ಮಾಡಲು,fer soroll
805,läuten::V,ಬಾರಿಸು,sonar
806,klingeln::V,ಅನುರಣಿಸು,trucar
807,klirren::V,ಕಿಣಿಕಿಣಿಸು,dringar
808,brausen::V,ಅಬ್ಬರಿಸು,rugir
809,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,murmurar
810,klingen::V,ಉಸಿರು,sonar
811,bellen::V,ಬಗುಳು,lladrar
812,heulen::V,ಅರಚು,udolar
813,blasen::V,ಗಾಳಿ ಊದು,bufar
814,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,xiular
815,schreien::V,ಕರೆ,cridar
816,stöhnen::V,ನರಳು,gemegar
817,zittern::V,ನಡುಗು,tremolar
818,leben::V,ಇರು,vīure
819,geboren werden::V,ಉಂಟಾಗು,néixer
820,atmen::V,ಉಸಿರು,respirar
821,trinken::V,ಕುಡಿ,beure
822,essen::V,ತಿನ್ನು,menjar
823,schlucken::V,ನುಂಗು,empassar-se
824,müde werden::V,ಬಳಲು,cansar-se
825,einschlafen::V,ನಿದ್ಧೆಹೋಗು,adormir-se
826,schlafen::V,ನಿದ್ರಿಸು,dormir
827,aufwachen::V,ಏಳು,despertar-se
828,aufstehen::V,ಏಳು,llevar-se
829,sich erholen::V,ಸುಧಾರಿಸು,descansar
830,krank werden::V,ಬೇನೆಬೀಳು,posar-se malalt
831,krank sein::V,ಕೆಟ್ಟ ಎಂದು,estar malalt
832,schmerzen::V,ಕಚ್ಚು,doldre
833,husten::V,ಕೆಮ್ಮು,tossir
834,genesen::V,ಮತ್ತೆಹೊದಿಸು,recuperar-se
835,sterben::V,ಮೃತಪಡು,morir
836,umkommen::V,ಹಾಳಾಗು,perir
837,sich bewegen::V,ಚಲಿಸು,moure's
838,sich rühren::V,ಕದಲು,moure's
839,sich erheben::V,ಏಳು,aixecar-se
840,sich setzen::V,ಕೂರು,asseure's
841,hinfallen::V,ಬೀಳು,caure's
842,laufen::V,ನಡೆ,caminar
843,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,procedir
844,spazierengehen::V,ವಿಹರಿಸು,passejar
845,eilen::V,ಮುನ್ನುಗ್ಗು,anar corrent
846,sich beeilen::V,ಆತುರಪಡು,afanyar-se
847,sausen::V,ಒಗೆ,córrer
848,rennen::V,ಓಡು,córrer
849,springen::V,ಜಿಗಿ,saltar
850,klettern::V,ಏರು,escalar
851,schaukeln::V,ತೂಗು,gronxar-se
852,schaukeln::V,ತೂಗು,balancejar-se
853,kriechen::V,ತೆವಳು,reptar
854,kriechen::V,ತೆವಳು,arrossegar-se
855,schwimmen::V,ಈಜು,nadar
856,tauchen::V,ಕೆಳಗಿಳಿ,bussejar
857,tauchen::V,ಕೆಳಗಿಳಿ,submergir-se
858,rudern::V,ಸಾಗಿಸು,remar
859,fahren::V,ನಡೆಸು,anar
860,fliegen::V,ಹಾರು,volar
861,gehen::V,ಹೋಗು,caminar
862,weggehen::V,ಹೊರಡು,anar-se'n
863,abfahren::V,ತೆರಳು,partir
864,anhalten::V,ನಿಲ್ಲು,aturar-se
865,hineingehen::V,ಒಳಹೊಗು,entrar
866,eintreten::V,ಒಳಹೊಗು,entrar
867,kommen::V,ಬರು,venir
868,ankommen::V,ಬರು,arribar
869,zurückkommen::V,ಹಿಂದಿರುಗು,tornar
870,bleiben::V,ಇರು,quedar-se
871,warten::V,ಇರು,esperar
872,erwarten::V,ನಿರೀಕ್ಷಿಸು,esperar
873,suchen::V,ಹುಡುಕು,buscar
874,finden::V,ಕಂಡುಕೊ,trobar
875,versuchen::V,ಪ್ರಯತ್ನಿಸು,intentar
876,vorbereiten::V,ಸಿದ್ಧವಾಗು,preparar
877,lieben::V,ಪ್ರೀತಿಸು,estimar
878,mögen::V,ಇಷ್ಟಪಡು,agradar a
879,lachen::V,ನಗು,riure
880,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,commoure
881,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,emocionar
882,weinen::V,ಅಳು,plorar
883,schimpfen::V,ಗೊಣಗು,renyar
884,sich ärgern::V,ಗಣಗಾಡು,enfadar-se
885,sich fürchten::V,ನಡುಗು,tenir por
886,fürchten::V,ಹೆದರು,témer
887,fliehen::V,ಓಡಿಹೋಗು,fugir
888,flüchten::V,ಪಾರಾಗು,refugiar-se
889,sehen::V,ಕಾಣು,veure
890,anschauen::V,ನೋಡು,mirar
891,ansehen::V,ನಿರೀಕ್ಷಿಸು,mirar
892,hören::V,ಕೇಳು,oir
893,zuhören::V,ಆಲಿಸು,escoltar
894,probieren::V,ರುಚಿ ನೋಡು,provar
895,riechen::V,ಮೂಸು,olorar
896,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,sentīr
897,scheinen::V,ತೋರು,semblar
898,zu sehen sein::V,ಕಾಣಿಸು,poder-se veure
899,vernehmen::V,ಕೇಳು,percebre
900,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,tenir fred
901,tun::V,ಮಾಡು,fer
902,können::V,ಮಾಡಬಲ್ಲ,poder
903,wollen::V,ಬಯಸು,voler
904,anfangen::V,ಪ್ರಾರಂಭಿಸು,iniciar
905,beenden::V,ನಿಲ್ಲಿಸು,acabar
906,aufhören::V,ಮುಗಿಸು,deixar
907,gelingen::V,ಯಶಸ್ವಿಯಾಗು,sortir bé
908,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,sortir
909,öffnen::V,ತೆರೆ,obrir
910,schließen::V,ಮುಚ್ಚು,tancar
911,stellen::V,ಇಕ್ಕು,posar
912,stellen::V,ಇಕ್ಕು,col·locar
913,setzen::V,ಇಡು,assentar
914,legen::V,ಇಡು,posar
915,berühren::V,ತಾಕು,tocar
916,verbinden::V,ಕೂಡಿಸು,unir
917,verbinden::V,ಕೂಡಿಸು,connectar
918,bedecken::V,ಮುಚ್ಚು,tapar
919,bedecken::V,ಮುಚ್ಚು,cobrir
920,aufhängen::V,ತೂಗುಹಾಕು,penjar
921,anzünden::V,ಹತ್ತಿಸು,encendre
922,aufheben::V,ಆಯಿ,aixecar
923,zurücklassen::V,ಬಿಡು,deixar
924,verlieren::V,ಕಳೆ,pērdre
925,fallen lassen::V,ಬೀಳಿಸು,deixar caure
926,machen::V,ಮಾಡು,fer
927,herstellen::V,ತಯಾರಿಸು,producir
928,bauen::V,ಕಟ್ಟು,construir
929,reparieren::V,ಸರಿಪಡಿಸು,reparar
930,verbessern::V,ತಿದ್ದು,millorar
931,ändern::V,ಬದಲಾಯಿಸು,canviar
932,graben::V,ಅಗೆ,cavar
933,beugen::V,ಬಗ್ಗಿಸು,doblegar
934,biegen::V,ಬಗ್ಗಿಸು,corbar
935,biegen::V,ಬಗ್ಗಿಸು,arquejar
936,drehen::V,ತಿರುಗು,girar
937,wenden::V,ತಿರುಗು,girar
938,umdrehen::V,ತಿರುಗಿಸು,voltar
939,heben::V,ಎತ್ತು,pujar
940,heben::V,ಎತ್ತು,aixecar
941,hochheben::V,ಎತ್ತು,aixecar
942,ergreifen::V,ಆಕ್ರಮಿಸು,agafar
943,halten::V,ಹಿಡಿ,mantenir
944,drücken::V,ಒತ್ತು,prémer
945,drücken::V,ಒತ್ತು,estrènyer
946,schieben::V,ನೂಕು,empènyer
947,kratzen::V,ತರಚಿಕೊಳ್ಳು,raspar
948,lecken::V,ನೆಕ್ಕು,llepar
949,beißen::V,ಕಚ್ಚು,mossegar
950,abreißen::V,ಹರಿ,arrencar
951,abschneiden::V,ಕತ್ತರಿಸು,tallar
952,binden::V,ಕಟ್ಟು,lligar
953,stecken::V,ಸಿಕ್ಕಿಸು,ficar
954,brechen::V,ಮುರಿ,trencar
955,klopfen::V,ತಟ್ಟು,trucar
956,hauen::V,ಹೊಡೆ,picar
957,hauen::V,ಹೊಡೆ,colpejar
958,kleben::V,ಅಂಟಿಸು,enganxar
959,reiben::V,ಉಜ್ಜು,fregar
960,streichen::V,ಹರಡು,untar
961,schleifen::V,ಮಸೆ,afilar
962,schleifen::V,ಮಸೆ,esmolar
963,schneiden::V,ಕತ್ತರಿಸು,tallar
964,rütteln::V,ಕುಲುಕಿಸು,sacsejar
965,schütteln::V,ಅಲುಗಿಸು,agitar
966,schütteln::V,ಅಲುಗಿಸು,sacsejar
967,schwenken::V,ತೂಗಾಡು,agitar
968,schütten::V,ಎರೆ,abocar
969,füllen::V,ತುಂಬಿಸು,omplir
970,einwickeln::V,ಹೊದಿಸು,embolicar
971,tragen::V,ಹೊರು,dur
972,tragen::V,ಹೊರು,portar
973,schleppen::V,ಜಗ್ಗು,arrossegar
974,ziehen::V,ಎಳೆ,tirar
975,ziehen::V,ಎಳೆ,estirar
976,aufbewahren::V,ಇಟ್ಟುಕೊ,conservar
977,werfen::V,ಎಸೆ,llançar
978,fangen::V,ಹಿಡಿ,agafar
979,fangen::V,ಹಿಡಿ,atrapar
980,packen::V,ಸೆಳೆ,engrapar
981,verstecken::V,ಮುಚ್ಚಿಡು,amagar
982,teilen::V,ವಿಭಜಿಸು,dividir
983,schicken::V,ಕಳುಹಿಸು,enviar
984,bringen::V,ತರು,portar
985,hinzufügen::V,ಕೂಡಿಸು,afegir
986,bekommen::V,ಸಂಪಾದಿಸು,obtenir
987,erhalten::V,ಪಡೆ,rebre
988,nehmen::V,ಹಿಡಿ,prendre
989,wählen::V,ಆರಿಸು,triar
990,wählen::V,ಆರಿಸು,elegir
991,auswählen::V,ಆಯಿ,escollir
992,auswählen::V,ಆಯಿ,seleccionar
993,bewahren::V,ರಕ್ಷಿಸಿಡು,conservar
994,behindern::V,ಅಡ್ಡಿಮಾಡು,impedir
995,behindern::V,ಅಡ್ಡಿಮಾಡು,obstaculitzar
996,verderben::V,ಕೆಡಿಸು,espatllar
997,beschädigen::V,ಹಾಳುಮಾಡು,danyar
998,beschädigen::V,ಹಾಳುಮಾಡು,destrossar
999,zerbrechen::V,ಮುರಿ,trencar
1000,zerreißen::V,ಸೀಳು,estripar
1001,zerstören::V,ಅಳಿಸು,destruir
1002,verbrennen::V,ಸುಡು,cremar
1003,geben::V,ಕೊಡು,donar
1004,reichen::V,ಕೊಡು,passar
1005,schenken::V,ಅರ್ಪಿಸು,regalar
1006,versprechen::V,ವಾಗ್ದಾನಮಾಡು,prometre
1007,wünschen::V,ಬಯಸು,desitjar
1008,loben::V,ಹೊಗಳು,elogiar
1009,küssen::V,ಚುಂಬಿಸು,fer un petó a
1010,wiegen::V,ತೂಗು,bressolar
1011,zudecken::V,ಹಾಸು,tapar
1012,zudecken::V,ಹಾಸು,cobrir
1013,wecken::V,ಎಬ್ಬಿಸು,despertar
1014,zeigen::V,ತೋರಿಸು,mostrar
1015,zeigen::V,ತೋರಿಸು,ensenyar
1016,führen::V,ದಾರಿತೋರಿಸು,guiar
1017,führen::V,ದಾರಿತೋರಿಸು,conduir
1018,lehren::V,ಕಲಿಸು,ensenyar
1019,unterrichten::V,ಬೋಧಿಸು,ensenyar
1020,aufziehen::V,ಸಲಹು,criar
1021,leiten::V,ಮುಂದಾಳಾಗಿರು ,dirigir
1022,antreiben::V,ಓಡಿಸು,impel·lir
1023,lassen::V,ಮಾಡಲುಬಿಡು,fer
1024,einladen::V,ಆಹ್ವಾನಿಸು,invitar
1025,einladen::V,ಆಹ್ವಾನಿಸು,convidar
1026,vereinigen::V,ಒಂದಾಗು,unir
1027,besuchen::V,ಭೇಟಿಯಾಗು,visitar
1028,besuchen::V,ಭೇಟಿಯಾಗು,anar a veure
1029,treffen::V,ಸಂಧಿಸು,trobar
1030,sich versammeln::V,ನೆರೆ,reunir-se
1031,spielen::V,ಆಡು,jugar
1032,singen::V,ಹಾಡು,cantār
1033,tanzen::V,ಕುಣಿ,ballar
1034,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,separar-se
1035,verlassen::V,ಕಳೆ,deixar
1036,verlassen::V,ಕಳೆ,abandonar
1037,retten::V,ರಕ್ಷಿಸು,salvar
1038,bewachen::V,ಕಾಪಾಡು,vigilar
1039,schützen::V,ಸಂರಕ್ಷಿಸು,protegir
1040,verteidigen::V,ಕಾಪಿಡು,defensar
1041,sich schlagen::V,ಕಿತ್ತಾಟ,barallar-se
1042,schießen::V,ಎಸೆ,tirar
1043,schießen::V,ಎಸೆ,disparar
1044,siegen::V,ಗೆಲ್ಲು,vèncer
1045,ärgern::V,ರೇಗಿಸು,enfadar
1046,schlagen::V,ಹೊಡೆ,pegar
1047,schlagen::V,ಹೊಡೆ,colpejar
1048,treten::V,ಒದೆ,donar un cop de peu a
1049,stechen::V,ಚುಚ್ಚು,punxar
1050,stechen::V,ಚುಚ್ಚು,apunyalar
1051,stoßen::V,ತಳ್ಳು,empènyer
1052,stehlen::V,ಕದಿ,robar
1053,stören::V,ಕತಕು,molestar
1054,belästigen::V,ತೊಂದರೆ,importunar
1055,verbergen::V,ಮರೆಮಾಜು,amagar
1056,verbergen::V,ಮರೆಮಾಜು,ocultar
1057,täuschen::V,ಠಕ್ಕಿಸು,enganyar
1058,betrügen::V,ವಂಚಿಸು,estafar
1059,töten::V,ಕೊಲ್ಲು,matar
1060,wohnen::V,ವಾಸಿಸು,vīure
1061,wohnen::V,ವಾಸಿಸು,habitar
1062,arbeiten::V,ಕೆಲಸ ಮಾಡು,treballar
1063,sammeln::V,ಸಂಚಯಿಸು,col·leccionar
1064,pflücken::V,ಬಿಡಿಸು,collir
1065,jagen::V,ಬೇಟೆಯಾಡು,caçar
1066,fischen::V,ಮೀನು ಹಿಡಿ,pescar
1067,fassen::V,ಹಿಡಿ,atrapar
1068,hüten::V,ಗುಂಪುಸೇರಿಸು,pasturar
1069,treiben::V,ದಬ್ಬು,arriar
1070,anbinden::V,ಬಿಗಿ,lligar
1071,füttern::V,ಮೇಯಿಸು,donar menjar a
1072,melken::V,ಹಾಲು ಕರೆ,munyir
1073,hacken::V,ತುಂಡರಿಸು,picar
1074,hacken::V,ತುಂಡರಿಸು,tallar
1075,gießen::V,ನೀರುಹಾಕು,regar
1076,reifen::V,ಕಳಿ,madurar
1077,zubereiten::V,ಅಡಿಗೆಮಾಡು,preparar
1078,kochen::V,ಅಡು,coure
1079,backen::V,ಬೇಯಿಸು,coure al forn
1080,braten::V,ಕರಿ,rostir
1081,umrühren::V,ಕಲಕು,remenar
1082,stricken::V,ಹೆಣೆ,tricotar
1083,stricken::V,ಹೆಣೆ,fer punt de mitja
1084,nähen::V,ಹೊಲಿ,cosir
1085,färben::V,ಬಣ್ಣ ಹತ್ತು,tenyir
1086,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,netejar
1087,waschen::V,ತೊಳೆ,rentār
1088,abwischen::V,ಒರಸು,eixugar
1089,spülen::V,ಗಲಬರಿಸು,esbandir
1090,fegen::V,ಗುಡಿಸು,escombrar
1091,kehren::V,ಗುಡಿಸು,escombrar
1092,baden::V,ಸ್ನಾನಮಾಡು,banyar-se
1093,sich waschen::V,ತೊಳೆ,rentār-se
1094,ausziehen::V,ಬಿಚ್ಚು,treure's
1095,anziehen::V,ಹಾಕು,posar-se
1096,sich anziehen::V,ಹಾಕು,vestir-se
1097,kämmen::V,ಬಾಚು,pentinar
1098,schmücken::V,ಅಲಂಕರಿಸು,adornar
1099,sagen::V,ಹೇಳು,dir
1100,sprechen::V,ನುಡಿ,parlar
1101,reden::V,ನುಡಿ,parlar
1102,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,conversar
1103,fragen::V,ವಿಚಾರಿಸು,preguntar
1104,bitten::V,ಬೇಡು,demanar
1105,erzählen::V,ಹೇಳು,contar
1106,erzählen::V,ಹೇಳು,explicar
1107,mitteilen::V,ತಿಳಿಸು,comunicar
1108,nennen::V,ಹೆಸರಿಡು,nomenar
1109,rufen::V,ಕರೆ,cridar
1110,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,lloar-se
1111,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,jactar-se
1112,übersetzen::V,ಭಾಷಾಂತರಿಸು,traduir
1113,denken::V,ಯೋಚಿಸು,pensar
1114,glauben::V,ನಂಬು,creure
1115,bemerken::V,ಗಮನಿಸು,notar
1116,erkennen::V,ಗುರುತುಹಿಡಿ,reconèixer
1117,begreifen::V,ಗ್ರಹಿಸು,comprendre
1118,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,entendre
1119,lernen::V,ಕಲಿ,aprendre
1120,wissen::V,ಅರಿ,saber
1121,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,recordar
