,Concept_ID,la,ce
804,klingen::V,sonare,дека
805,bellen::V,latrare,лета
806,heulen::V,ululare,угӏа
807,blasen::V,flare,хӏуп баха
808,pfeifen::V,sibilare,шок етта
809,schreien::V,clamare,мохь бетта
810,stöhnen::V,gemere,узарш дан
811,zittern::V,tremere,дега
812,zittern::V,trepidare,дега
813,leben::V,vivere,даха
814,geboren werden::V,nasci,хила
815,atmen::V,spirare,садеӏа
816,trinken::V,bibere,мала
817,essen::V,edere,кхалла
818,schlucken::V,devorare,къурдбан
819,müde werden::V,fatigari,кӏаддала
820,einschlafen::V,obdormiscere,наб кхета
821,schlafen::V,dormire,вижа
822,schlafen::V,dormire,наб ян
823,schlafen::V,dormire,дижина хила
824,aufwachen::V,expergisci,самадала
825,aufstehen::V,exsurgere,гӏатта
826,sich erholen::V,se reficere,садаӏа
827,krank werden::V,aegrescere,цомгуш хила
828,krank sein::V,aegrotare,цомгуш хила
829,schmerzen::V,dolere,лаза
830,schmerzen::V,dolere,ӏийжа
831,husten::V,tussire,йовхарш етта
832,genesen::V,convalescere,тадала
833,sterben::V,mori,дала
834,umkommen::V,perire,хӏаллакхила
835,sich bewegen::V,se movere,лела
836,sich rühren::V,micare,меттахъхьен
837,sich erheben::V,surgere,хьалагlатта
838,sich setzen::V,considere,хаа
839,hinfallen::V,cadere,дожа
840,hinfallen::V,cadere,охьакхета
841,laufen::V,vadere,вада
842,laufen::V,vadere,хьада
843,schreiten::V,gradi,болар дан
844,schreiten::V,gradi,ког баккха
845,spazierengehen::V,ambulare,доладала
846,eilen::V,properare,сихдала
847,sich beeilen::V,festinare,сихдала
848,sausen::V,currere,
849,rennen::V,currere,дада
850,springen::V,salire,ирхкхийсадала
851,klettern::V,niti,тӏедийла
852,schaukeln::V,oscillare,техко
853,kriechen::V,repere,такха
854,kriechen::V,serpere,такха
855,schwimmen::V,nare,некадан
856,schwimmen::V,natare,некадан
857,tauchen::V,mergere,чулелха
858,rudern::V,remigare,дига лело
859,rudern::V,remigare,кема лело
860,fahren::V,vehi,хахка
861,fliegen::V,volare,тӏемадала
862,gehen::V,ire,лeла
863,gehen::V,vadere,лeла
864,weggehen::V,abire,дӏадаха
865,weggehen::V,discedere,дӏадаха
866,abfahren::V,proficisci,дӏадаха
867,anhalten::V,consistere,саца
868,hineingehen::V,inire,чудала
869,hineingehen::V,ingredi,чудала
870,eintreten::V,intrare,чудала
871,kommen::V,venire,кхача
872,kommen::V,venire,дӏакхача
873,kommen::V,venire,схьакхача
874,ankommen::V,advenire,кхача
875,ankommen::V,advenire,схьакхача
876,zurückkommen::V,revenire,юхада
877,bleiben::V,manere,диса
878,warten::V,opperiri,хьежа
879,warten::V,opperiri,cобар дан
880,erwarten::V,opperiri,хьоьжуш ӏан
881,erwarten::V,expectare,хьоьжуш ӏан
882,suchen::V,quaerere,леха
883,finden::V,reperire,каро
884,versuchen::V,conari,дан хьажа
885,versuchen::V,temptare,дан хьажа
886,vorbereiten::V,parare,кечъян
887,lieben::V,amare,деза
888,mögen::V,amare,безамхила
889,lachen::V,ridere,дела
890,rühren::V,commovere,хьедан
891,weinen::V,flere,делха
892,schimpfen::V,increpare,чехо
893,sich ärgern::V,indignari,оьгӏазъэха
894,sich fürchten::V,vereri,кхера
895,fürchten::V,timere,кхера
896,fliehen::V,fugere,дӏадада
897,flüchten::V,effugere,дӏадада
898,sehen::V,videre,ган
899,anschauen::V,aspectare,хьажа
900,anschauen::V,aspectare,хьежа
901,ansehen::V,spectare,хьовса
902,hören::V,audire,хаза
903,zuhören::V,auscultare,ладогӏа
904,probieren::V,gustare,хьажа
905,riechen::V,olfacere,хьожа яха
906,fühlen::V,sentire,хаадала
907,scheinen::V,videri,мотта
908,zu sehen sein::V,conspici,гуш хила
909,vernehmen::V,comperire,бартхатта
910,frieren::V,algere,гӏоро
911,tun::V,facere,дан
912,können::V,posse,дадала
913,wollen::V,velle,тӏергӏа
914,anfangen::V,incipere,доло
915,beenden::V,finire,довла
916,aufhören::V,desistere,саца
917,gelingen::V,contingere,кадала
918,geraten::V,evenire,хила
919,öffnen::V,aperire,дӏаделла
920,öffnen::V,aperire,схьаделла
921,schließen::V,claudere,къовла
922,schließen::V,claudere,дӏачӏагӏа
923,stellen::V,sistere,хlотто
924,setzen::V,ponere,дийгӏа
925,legen::V,ponere,охьадилла
926,berühren::V,tangere,хьедан
927,verbinden::V,iungere,вовшахтаса
928,bedecken::V,tegere,тилла
929,bedecken::V,tegere,тӏетаса
930,bedecken::V,operire,тилла
931,bedecken::V,operire,тӏетаса
932,aufhängen::V,suspendere,хьалаолла
933,anzünden::V,accendere,лато
934,anzünden::V,inflammare,лато
935,aufheben::V,tollere,айа
936,zurücklassen::V,relinquere,дита
937,verlieren::V,perdere,дайа
938,verlieren::V,amittere,дайа
939,fallen lassen::V,dimittere,охьадожо
940,machen::V,facere,дан
941,herstellen::V,fabricare,дан
942,bauen::V,construere,гӏишлоян
943,reparieren::V,reparare,тадан
944,verbessern::V,emendare,нисдан
945,ändern::V,mutare,хийца
946,graben::V,fodere,ахка
947,beugen::V,flectere,сатто
948,biegen::V,curvare,сатто
949,drehen::V,torquere,хьовзо
950,wenden::V,vertere,
951,umdrehen::V,convertere,хьовзo
952,heben::V,tollere,айа
953,heben::V,tollere,хьалаайа
954,hochheben::V,levare,хьалаайа
955,ergreifen::V,capessere,дӏалаца
956,halten::V,tenere,латто
957,drücken::V,premere,тӏетаӏо
958,schieben::V,promovere,татта
959,kratzen::V,radere,мӏараш тийса
960,lecken::V,lambere,мотт хьекха
961,beißen::V,mordere,катoха
962,abreißen::V,avellere,схьадаккха
963,abschneiden::V,desecare,кхада
964,binden::V,ligare,дӏадехка
965,binden::V,ligare,вовшахтаса
966,stecken::V,inserere,чудахийта
967,brechen::V,rumpere,кагдан
968,klopfen::V,pultare,детта
969,hauen::V,ferire,етта
970,kleben::V,agglutinare,тӏелато
971,reiben::V,terere,хьекхо
972,streichen::V,oblinere,тlехьакха
973,schleifen::V,acuere,ирдан
974,schneiden::V,secare,ларга
975,rütteln::V,quassare,лесто
976,schütteln::V,quatere,лесто
977,schwenken::V,ventilare,лесто
978,schütten::V,fundere,дотта
979,füllen::V,complere,дуза
980,einwickeln::V,involvere,хьарчо
981,tragen::V,ferre,дахьа
982,tragen::V,portare,дахьа
983,schleppen::V,pertrahere,ийзо
984,ziehen::V,trahere,озо
985,aufbewahren::V,asservare,ӏалашдан
986,werfen::V,iacere,кхосса
987,fangen::V,capere,леца
988,packen::V,capessere,леца
989,verstecken::V,abdere,къайладаккха
990,teilen::V,partiri,декъа
991,teilen::V,dividere,декъа
992,schicken::V,mittere,дӏадахьийта
993,bringen::V,apportare,дан
994,hinzufügen::V,addere,тӏетоха
995,bekommen::V,adipisci,даккха
996,erhalten::V,accipere,даккха
997,nehmen::V,sumere,схьаэца
998,wählen::V,eligere,харжа
999,auswählen::V,deligere,харжа
1000,bewahren::V,conservare,lалашдан
1001,behindern::V,impedire,новкъарло ян
1002,verderben::V,corrumpere,талхо
1003,beschädigen::V,laedere,дохо
1004,zerbrechen::V,rumpere,дохо
1005,zerbrechen::V,rumpere,кагдан
1006,zerbrechen::V,frangere,дохо
1007,zerbrechen::V,frangere,кагдан
1008,zerreißen::V,discindere,хадо
1009,zerstören::V,delere,дохо
1010,zerstören::V,delere,кагдан
1011,verbrennen::V,urere,даго
1012,verbrennen::V,cremare,даго
1013,geben::V,dare,яла
1014,reichen::V,praebere,дӏадала
1015,reichen::V,praebere,дӏакховдо
1016,schenken::V,donare,совгӏат дан
1017,schenken::V,largiri,совгӏат дан
1018,versprechen::V,polliceri,ваӏда дан
1019,versprechen::V,promittere,ваӏда дан
1020,loben::V,laudare,хасто
1021,küssen::V,osculari,оба яккха
1022,zudecken::V,tegere,тӏетаса
1023,wecken::V,excitare,самадаккха
1024,zeigen::V,monstrare,гайта
1025,führen::V,ducere,дига
1026,lehren::V,docere,ӏамо
1027,unterrichten::V,instituere,хьеха
1028,aufziehen::V,nutrire,кхио
1029,leiten::V,ducere,урхалла дан
1030,antreiben::V,incitare,сихдан
1031,lassen::V,iubere,-йта
1032,einladen::V,invitare,кхайкха
1033,vereinigen::V,coniungere,цхьаьнатоха
1034,besuchen::V,visere,хьажахIотта
1035,treffen::V,convenire,дуьхьалкхета
1036,sich versammeln::V,convenire,гулдан
1037,spielen::V,ludere,ловза
1038,singen::V,cantare,лакха
1039,tanzen::V,saltare,хелхадала
1040,sich trennen::V,digredi,къаста
1041,sich trennen::V,discedere,къаста
1042,verlassen::V,deserere,дита
1043,verlassen::V,relinquere,дита
1044,retten::V,servare,кӏелхьардаккха
1045,bewachen::V,custodire,ха дан
1046,schützen::V,tueri,лардан
1047,schützen::V,tutari,лардан
1048,verteidigen::V,defendere,лардан
1049,sich schlagen::V,luctari,етта
1050,schießen::V,iaculari,детта
1051,siegen::V,vincere,тола
1052,ärgern::V,irritare,оьгӏаздахийта
1053,schlagen::V,ferire,тоха
1054,treten::V,calcare,мийра тоха
1055,stechen::V,pungere,ӏотта
1056,stechen::V,pungere,къовзо
1057,stoßen::V,tundere,татта
1058,stehlen::V,furari,лачкъо
1059,stören::V,turbare,новкъарло ян
1060,belästigen::V,obtundere,сагатдан
1061,verbergen::V,celare,къайладаккха
1062,verbergen::V,occultare,къайладаккха
1063,täuschen::V,fallere,ӏexo
1064,betrügen::V,fraudare,ледан
1065,töten::V,necare,ден
1066,töten::V,caedere,ден
1067,wohnen::V,habitare,даха
1068,arbeiten::V,laborare,къахьега
1069,sammeln::V,colligere,гулдан
1070,pflücken::V,carpere,даха
1071,jagen::V,venari,талла
1072,fischen::V,piscari,чӏерий леца
1073,fassen::V,capere,лаца
1074,fassen::V,capere,схьалаца
1075,hüten::V,custodire,лардан
1076,treiben::V,agere,лахка
1077,anbinden::V,alligare,дӏадехка
1078,füttern::V,nutrire,хӏума яла
1079,melken::V,mulgere,оза
1080,hacken::V,findere,
1081,gießen::V,rigare,хи тоха
1082,reifen::V,maturescere,хьекъа
1083,zubereiten::V,apparare,кечъян
1084,zubereiten::V,apparare,кхача бан
1085,kochen::V,coquere,кхача бан
1086,backen::V,coquere,датта
1087,braten::V,torrere,кхарза
1088,umrühren::V,commovere,кего
1089,stricken::V,texere,
1090,nähen::V,suere,тега
1091,färben::V,tingere,басардан
1092,reinigen::V,purgare,цӏандан
1093,waschen::V,lavare,йила
1094,waschen::V,lavare,йитта
1095,waschen::V,lavare,дӏадайа
1096,abwischen::V,abstergere,дӏадайа
1097,spülen::V,perluere,хи кхарза
1098,fegen::V,verrere,нуй хьакха
1099,kehren::V,purgare,нуй хьакха
1100,baden::V,lavari,лийча
1101,sich waschen::V,lavari,юьхь йила
1102,ausziehen::V,exuere,духар дӏадаккха
1103,anziehen::V,induere,
1104,sich anziehen::V,vestiri,духа
1105,kämmen::V,pectere,ехк хьакха
1106,schmücken::V,ornare,хаздан
1107,schmücken::V,decorare,хаздан
1108,sagen::V,dicere,ала
1109,sprechen::V,fari,баха
1110,sprechen::V,fari,мотт бийца
1111,reden::V,loqui,къамел дан
1112,sich unterhalten::V,colloqui,къамел дан
1113,sich unterhalten::V,disputare,къамел дан
1114,fragen::V,rogare,хатта
1115,fragen::V,quaerere,хатта
1116,bitten::V,orare,деха
1117,bitten::V,rogare,деха
1118,erzählen::V,narrare,дийца
1119,mitteilen::V,communicare,хаам бан
1120,nennen::V,appellare,цӏе яккха
1121,rufen::V,vocare,кхайкха
1122,prahlen::V,gloriari,куралла ян
1123,prahlen::V,gloriari,дозалла дан
1124,übersetzen::V,vertere,гоч дан
1125,denken::V,cogitare,ойла ян
1126,glauben::V,credere,теша
1127,bemerken::V,animadvertere,ган
1128,erkennen::V,cognoscere,довза
1129,begreifen::V,comprehendere,кхета
1130,verstehen::V,intellegere,кхета
1131,lernen::V,discere,деша
1132,wissen::V,scire,хаа
1133,sich erinnern an::V,meminisse,дагадан
1134,vergessen::V,oblivisci,дицдала
1135,messen::V,metiri,дуста
1136,zählen::V,numerare,дагардан
1137,rechnen::V,reri,лара
1138,rechnen::V,calculare,лара
1139,lesen::V,legere,еша
1140,malen::V,pingere,сурт дилла
1141,zeichnen::V,scribere,сурт дилла
1142,schreiben::V,scribere,яздан
1143,besitzen::V,possidere,доладан
1144,kaufen::V,emere,эца
1145,verkaufen::V,vendere,дохка
1146,bezahlen::V,pendere,мах бала
1147,zahlen::V,solvere,мах бала
1148,beherrschen::V,regere,собаре хила
1149,beherrschen::V,imperare,собаре хила
1150,ertragen::V,tolerare,лан
1151,ertragen::V,tolerare,сатоха
1152,ertragen::V,tolerare,садетта
1153,ertragen::V,sustinere,лан
1154,ertragen::V,sustinere,сатоха
1155,ertragen::V,sustinere,садетта
1156,wünschen::V,,лаа
1157,wiegen::V,,тахка
