,Concept_ID,mhr,be
741,von hier::ADV,тыше́ч,адсюль
742,von hier::ADV,тыше́ч,адгэтуль
743,von hier::ADV,тыве́ч,адсюль
744,von hier::ADV,тыве́ч,адгэтуль
745,dort::ADV,ту́што,там
746,dorthin::ADV,туш,туды
747,dorthin::ADV,ту́шко,туды
748,geradeaus::ADV,вик,прама
749,vorwärts::ADV,о́нчыко,наперад
750,rückwärts::ADV,шеҥге́к,назад
751,zurück::ADV,мӧҥге́ш,назад
752,unten::ADV,ӱ́лнӧ,унізе
753,unten::ADV,йыма́лне,унізе
754,hinab::ADV,йыма́к,уніз
755,oben::ADV,кӱ́шнӧ,угары
756,oben::ADV,кӱ́шнӧ,наверсе
757,oben::ADV,ӱмба́лне,угары
758,oben::ADV,ӱмба́лне,наверсе
759,hinauf::ADV,кӱ́ш,угару
760,hinauf::ADV,кӱ́шкӧ,угару
761,überall::ADV,чыла́ вере́,усюды
762,nicht::ADV,ок,не
763,nicht::ADV,о́геш,не
764,ein wenig::ADV,изи́ш,трошкі
765,kaum::ADV,пыкше́,ледзьве
766,sehr::ADV,чот,вельмі
767,so::ADV,тыге́,так
768,noch::ADV,а́ле,яшчэ
769,nur::ADV,гына́,толькі
770,schon::ADV,ы́нде,ужо
771,wieder::ADV,ада́к,зноў
772,vergebens::ADV,ара́м,дарма
773,vergebens::ADV,ара́м,дарэмна
774,vor::PRP,о́нчыч,перад
775,hinter::PRP,шеҥге́лне,за
776,hinter::PRP,шеҥге́лне,ззаду
777,unter::PRP,йыма́лне,пад
778,durch::PRP,вошт,праз
779,neben::PRP,вокте́н,каля
780,zwischen::PRP,кокла́ште,між
781,zwischen::PRP,кокла́ште,паміж
782,wegen::PRP,верч,з-за
783,dies::PRN,ти́де,гэта
784,das::PRN,са́де,тое
785,alles::PRN,чыла́,усё
786,ich::PRN,мый,я
787,du::PRN,тый,ты
788,er::PRN,ту́до,ён
789,wir::PRN,ме,мы
790,ihr::PRN,те,вы
791,sie::PRN,ну́но,яны
792,was::FPRN,мо,што
793,wer::FPRN,кӧ,хто
794,wo::FADV,куша́н,дзе
795,wohin::FADV,куш,куды
796,wohin::FADV,ку́шко,куды
797,wie::FADV,кузе́,як
798,warum::FADV,мо,чаму
799,warum::FADV,мола́н,чаму
800,wieviel::FNUM,куна́р,колькі
801,eins::NUM,ик,адзін
802,zwei::NUM,ко́кыт,два
803,drei::NUM,кум,тры
804,vier::NUM,ныл,чатыры
805,fünf::NUM,вич,пяць
806,sechs::NUM,куд,шесць
807,sieben::NUM,шым,сем
808,acht::NUM,канда́ш,восем
809,neun::NUM,инде́ш,дзевяць
810,zehn::NUM,лу,дзесяць
811,elf::NUM,лати́к,адзінаццаць
812,zwölf::NUM,латко́к,дванаццаць
813,zwanzig::NUM,ко́ло,дваццаць
814,dreißig::NUM,ку́мло,трыццаць
815,vierzig::NUM,ны́лле,сорак
816,fünfzig::NUM,ви́тле,пядзесят
817,sechzig::NUM,ку́дло,шесдзесят
818,siebzig::NUM,шы́мле,семдзесят
819,achtzig::NUM,канда́шле,восемдзесят
820,neunzig::NUM,инде́шле,дзевяноста
821,hundert::NUM,шӱ́дӧ,сто
822,tausend::NUM,тӱже́м,тысяча
823,und::CNJ,да,і
824,und::CNJ,да,ды
825,und::CNJ,ден,і
826,und::CNJ,ден,ды
827,oder::CNJ,я,або
828,oder::CNJ,а́ле,або
829,stehen::V,шога́ш,стаяць
830,sitzen::V,шинча́ш,сядзець
831,liegen::V,кия́ш,ляжаць
832,hängen::V,кеча́ш,вісець
833,werden::V,лия́ш,стаць
834,werden::V,лия́ш,зрабіцца
835,passieren::V,лия́ш,трапіцца
836,beginnen::V,тӱҥгала́ш,пачацца
837,enden::V,пыта́ш,кончыцца
838,wechseln::V,вашталта́ш,мяняцца
839,aufgehen[Sonne]::V,лекта́ш,узысці
840,untergehen[Sonne]::V,шинча́ш,зайсці
841,scheinen[Sonne]::V,волгалта́ш,свяціць
842,donnern::V,кӱдырта́ш,грымець
843,donnern::V,сургалта́ш,грымець
844,wehen::V,пуа́ш,дзьмуць
845,strömen::V,шийалтара́ш,ліцца
846,fließen::V,йога́ш,цячы
847,sich drehen::V,пӧрда́ш,круціцца
848,sich drehen::V,пӧрда́ш,варочацца
849,schwanken::V,лӱҥга́ш,хістацца
850,schwanken::V,тайныла́ш,хістацца
851,schwingen::V,рӱпшалта́ш,гайдацца
852,schwingen::V,рӱпшалта́ш,калыхацца
853,fallen::V,воза́ш,падаць
854,fallen::V,йӧрла́ш,падаць
855,brennen::V,йӱла́ш,гарэць
856,rauchen::V,шикша́ш,дымець
857,regnen::V,йӱра́ш,дажджыць
858,gefrieren::V,кылма́ш,замерзнуць
859,gefrieren::V,ияҥа́ш,замерзнуць
860,tauen::V,шула́ш,раставаць
861,schmelzen::V,лева́ш,плавіцца
862,trocknen::V,кошка́ш,сохнуць
863,sieden::V,шола́ш,кіпець
864,faulen::V,шӱя́ш,гнісці
865,verfaulen::V,шӱйы́н шуа́ш,згнісці
866,reißen::V,кӱрла́ш,ірвацца
867,versinken::V,пуре́н кая́ш,тануць
868,vergehen::V,эрте́н кая́ш,праходзіць
869,erscheinen::V,толы́н лекта́ш,зʼявіцца
870,verschwinden::V,йома́ш,знікнуць
871,sinken::V,пуча́ш,спадаць
872,abnehmen::V,пуча́ш,паменшыцца
873,zunehmen::V,шукема́ш,павялічвацца
874,steigen::V,нӧлталта́ш,паднімацца
875,wachsen::V,кушка́ш,расці
876,glänzen::V,йылгыжа́ш,блішчаць
877,funkeln::V,чолга́ш,бліскаць
878,lärmen::V,рӱшка́ш,шумець
879,läuten::V,мура́ш,званіць
880,klingeln::V,йыҥгырта́ш,званіць
881,klirren::V,чылдыртата́ш,бразгаць
882,brausen::V,лӱшка́ш,бушаваць
883,rauschen::V,лыжга́ш,шастаць
884,klingen::V,йоҥга́ш,гучаць
885,bellen::V,опта́ш,брахаць
886,heulen::V,урмыжа́ш,выць
887,blasen::V,пуала́ш,дзьмухнуць
888,pfeifen::V,шӱ́шкаш,свістаць
889,schreien::V,кычкыра́ш,крычаць
890,stöhnen::V,йыҥыса́ш,стагнаць
891,zittern::V,чытыра́ш,дрыжаць
892,leben::V,ила́ш,жыць
893,geboren werden::V,шоча́ш,нарадзіцца
894,atmen::V,шӱла́ш,дыхаць
895,trinken::V,йӱа́ш,піць
896,essen::V,кочка́ш,есці
897,schlucken::V,нела́ш,глытаць
898,müde werden::V,ноя́ш,стаміцца
899,einschlafen::V,мале́н колта́ш,заснуць
900,schlafen::V,мала́ш,спаць
901,aufwachen::V,помыжалта́ш,рассыпацца
902,aufstehen::V,кынела́ш,устаць
903,sich erholen::V,кана́ш,адпачываць
904,krank werden::V,черлане́н воза́ш,захварэць
905,krank sein::V,черлане́н кия́ш,хварэць
906,schmerzen::V,коршта́ш,балець
907,husten::V,кокыра́ш,кашляць
908,genesen::V,тӱрла́ш,паправіцца
909,genesen::V,тӱрла́ш,паздаравець
910,genesen::V,тазаҥа́ш,паправіцца
911,genesen::V,тазаҥа́ш,паздаравець
912,sterben::V,кола́ш,памерці
913,umkommen::V,вуй йома́ш,загінуць
914,sich bewegen::V,кошта́ш,рухацца
915,sich rühren::V,тарвана́ш,варушыцца
916,sich erheben::V,кынела́ш,устаць
917,sich setzen::V,шинча́ш,сесці
918,hinfallen::V,йӧрла́ш,упасці
919,laufen::V,кошта́ш,хадзіць
920,schreiten::V,ошкыла́ш,шагаць
921,schreiten::V,ошкыла́ш,крочыць
922,spazierengehen::V,гуля́яш,гуляць
923,eilen::V,вашка́ш,спяшацца
924,sich beeilen::V,вашкешта́ш,спяшацца
925,sausen::V,юлтка́ш,імчацца
926,rennen::V,куржтала́ш,бегаць
927,springen::V,тӧршта́ш,скакаць
928,klettern::V,кӱза́ш,лазіць
929,schaukeln::V,лӱҥгалта́ш,гайдацца
930,kriechen::V,нушка́ш,поўзаць
931,schwimmen::V,ия́ш,плаваць
932,tauchen::V,шуҥгалта́ш,ныраць
933,rudern::V,удыра́ш,веславаць
934,fahren::V,кудала́ш,ехаць
935,fliegen::V,чоҥешта́ш,лятаць
936,gehen::V,кая́ш,ісці
937,weggehen::V,кораҥа́ш,пайсці
938,abfahren::V,лекта́ш,адʼяжджаць
939,anhalten::V,чарна́ш,спыніцца
940,anhalten::V,чарна́ш,затрымацца
941,hineingehen::V,пура́ш,уваходзіць
942,eintreten::V,пура́ш,увайсці
943,kommen::V,тола́ш,прыйсці
944,ankommen::V,шуа́ш,прыбыць
945,zurückkommen::V,пӧртыла́ш,вярнуцца
946,bleiben::V,кода́ш,застацца
947,warten::V,вуча́ш,чакаць
948,erwarten::V,вуча́ш,чакаць
949,suchen::V,кычала́ш,шукаць
950,finden::V,муа́ш,знайсці
951,versuchen::V,толаша́ш,прабаваць
952,vorbereiten::V,ямдыла́ш,падрыхтаваць
953,lieben::V,йӧрата́ш,кахаць
954,mögen::V,йӧрата́ш,любіць
955,lachen::V,воштыла́ш,смяяцца
956,rühren::V,ку́мыл тарвата́ш,расчуліць
957,weinen::V,шорта́ш,плакаць
958,schimpfen::V,каргаша́ш,лаяцца
959,sich ärgern::V,сыра́ш,сердаваць
960,sich fürchten::V,лӱда́ш,баяцца
961,fürchten::V,лӱда́ш,баяцца
962,fliehen::V,куржа́ш,уцякаць
963,flüchten::V,куржа́ш,уцячы
964,sehen::V,ужа́ш,бачыць
965,anschauen::V,онча́ш,паглядзець
966,ansehen::V,эскера́ш,глядзець
967,hören::V,кола́ш,чуць
968,zuhören::V,колышта́ш,слухаць
969,probieren::V,тамла́ш,каштаваць
970,riechen::V,ӱпшынча́ш,нюхаць
971,fühlen::V,шижа́ш,адчуваць
972,scheinen::V,чуча́ш,здавацца
973,zu sehen sein::V,коя́ш,віднецца
974,vernehmen::V,кола́ш,пачуць
975,frieren::V,кылма́ш,мёрзнуць
976,tun::V,ышта́ш,рабіць
977,können::V,мошта́ш,умець
978,wollen::V,тӱна́ш,хацець
979,anfangen::V,тӱҥала́ш,пачаць
980,beenden::V,пытара́ш,закончыць
981,aufhören::V,чарна́ш,перастаць
982,gelingen::V,сай лекта́ш,удацца
983,geraten::V,лекта́ш,аказацца
984,öffnen::V,поча́ш,адчыніць
985,schließen::V,петыра́ш,зачыніць
986,stellen::V,шында́ш,паставіць
987,setzen::V,шында́ш,пасадзіць
988,legen::V,опта́ш,класці
989,legen::V,пышта́ш,класці
990,berühren::V,тӱка́ш,чапаць
991,verbinden::V,пида́ш,звязаць
992,bedecken::V,леведа́ш,накрыць
993,aufhängen::V,сака́ш,павесіць
994,anzünden::V,чӱкта́ш,запаліць
995,aufheben::V,нӧлтала́ш,падняць
996,zurücklassen::V,кода́ш,пакінуць
997,verlieren::V,йомдара́ш,згубіць
998,fallen lassen::V,воза́ш,упусціць
999,machen::V,ышта́ш,зрабіць
1000,herstellen::V,ямдыла́ш,вырабіць
1001,bauen::V,чоҥа́ш,будаваць
1002,reparieren::V,ачала́ш,правіць
1003,verbessern::V,саемда́ш,палепшыць
1004,ändern::V,весемда́ш,змяніць
1005,graben::V,кӱнча́ш,капаць
1006,beugen::V,пӱгырта́ш,сагнуць
1007,biegen::V,лывырта́ш,пагнуць
1008,drehen::V,пӱтыра́ш,вярцець
1009,wenden::V,ирала́ш,павярнуць
1010,umdrehen::V,савырала́ш,перавярнуць
1011,heben::V,нӧлта́ш,падымаць
1012,hochheben::V,нӧлта́ш,падняць
1013,ergreifen::V,руалта́ш,схапіць
1014,ergreifen::V,руалта́ш,схваціць
1015,halten::V,куча́ш,трымаць
1016,drücken::V,иша́ш,націскаць
1017,drücken::V,темда́ш,націскаць
1018,schieben::V,шӱкала́ш,пхаць
1019,schieben::V,шӱкала́ш,штурхаць
1020,kratzen::V,удыра́ш,скрэбці
1021,lecken::V,нула́ш,лізаць
1022,beißen::V,пура́ш,кусаць
1023,abreißen::V,кӱрла́ш,адарваць
1024,abschneiden::V,пӱчка́ш,адрэзаць
1025,binden::V,кылда́ш,вязаць
1026,stecken::V,шуралта́ш,уваткнуць
1027,brechen::V,тодышта́ш,зламаць
1028,klopfen::V,кыра́ш,стукаць
1029,hauen::V,тӱя́ш,біць
1030,kleben::V,клеитла́ш,клеіць
1031,reiben::V,йыга́ш,церці
1032,reiben::V,туржала́ш,церці
1033,streichen::V,шӱра́ш,намазаць
1034,schleifen::V,шума́ш,тачыць
1035,schleifen::V,яна́ш,тачыць
1036,schneiden::V,пӱчка́ш,рэзаць
1037,rütteln::V,рӱза́ш,хістаць
1038,schütteln::V,почка́ш,трэсці
1039,schwenken::V,рӱза́ш,махаць
1040,schütten::V,опта́ш,наліць
1041,füllen::V,тема́ш,напоўніць
1042,einwickeln::V,вӱдыла́ш,загарнуць
1043,tragen::V,нумала́ш,несці
1044,schleppen::V,шӱдыра́ш,цягнуць
1045,ziehen::V,шупша́ш,цягнуць
1046,aufbewahren::V,арала́ш,захоўваць
1047,werfen::V,шуа́ш,кідаць
1048,werfen::V,кышка́ш,кідаць
1049,fangen::V,куча́ш,лавіць
1050,packen::V,руалта́ш,схапіць
1051,packen::V,руалта́ш,схваціць
1052,verstecken::V,тоя́ш,схаваць
1053,teilen::V,пӧла́ш,раздзяліць
1054,schicken::V,колта́ш,пасылаць
1055,bringen::V,конда́ш,прынесці
1056,hinzufügen::V,ешара́ш,дабавіць
1057,bekommen::V,нала́ш,дастаць
1058,erhalten::V,нала́ш,атрымаць
1059,nehmen::V,нала́ш,ўзяць
1060,wählen::V,сайла́ш,выбраць
1061,auswählen::V,таҥгла́ш,адабраць
1062,bewahren::V,сакла́ш,захаваць
1063,behindern::V,чаракла́ш,перашкаджаць
1064,verderben::V,пужа́ш,сапсаваць
1065,beschädigen::V,пужа́ш,пашкодзіць
1066,zerbrechen::V,пудырта́ш,разбіць
1067,zerreißen::V,кӱрла́ш,разадраць
1068,zerstören::V,шалата́ш,разбурыць
1069,verbrennen::V,йӱлата́ш,спаліць
1070,geben::V,пуа́ш,даць
1071,reichen::V,пуа́ш,перадаць
1072,schenken::V,пӧлекла́ш,дарыць
1073,versprechen::V,сӧра́ш,абяцаць
1074,wünschen::V,тылана́ш,жадаць
1075,loben::V,мокта́ш,хваліць
1076,küssen::V,шупшала́ш,цалаваць
1077,wiegen::V,рӱпша́ш,гушкаць
1078,wiegen::V,рӱпша́ш,калыхаць
1079,zudecken::V,леведа́ш,накрыць
1080,wecken::V,помыжалтара́ш,пабудзіць
1081,zeigen::V,ончыкта́ш,паказаць
1082,führen::V,вӱда́ш,весці
1083,lehren::V,туныкта́ш,вучыць
1084,unterrichten::V,туныкта́ш,выкладаць
1085,aufziehen::V,орышта́ш,выхаваць
1086,leiten::V,вӱда́ш,кіраваць
1087,leiten::V,вуйлата́ш,кіраваць
1088,antreiben::V,поктыла́ш,падганяць
1089,lassen::V,-та́ш,прымусіць
1090,einladen::V,ӱжа́ш,запрасіць
1091,vereinigen::V,иктешла́ш,абʼяднаць
1092,besuchen::V,то́лын кая́ш,наведаць
1093,treffen::V,вашлия́ш,сустрэць
1094,sich versammeln::V,погына́ш,сабрацца
1095,sich versammeln::V,чумырга́ш,сабрацца
1096,spielen::V,мода́ш,гуляць
1097,singen::V,мура́ш,пець
1098,singen::V,мура́ш,спяваць
1099,tanzen::V,кушта́ш,танцаваць
1100,sich trennen::V,ойырла́ш,расстацца
1101,verlassen::V,кудалта́ш,пакінуць
1102,retten::V,утара́ш,выратаваць
1103,bewachen::V,орола́ш,ахоўваць
1104,schützen::V,арала́ш,уберагаць
1105,verteidigen::V,арала́ш,абараніць
1106,sich schlagen::V,кредала́ш,біцца
1107,sich schlagen::V,кредала́ш,драцца
1108,schießen::V,лӱя́ш,страляць
1109,siegen::V,сеҥа́ш,перамагчы
1110,ärgern::V,сырыкта́ш,злаваць
1111,schlagen::V,пера́ш,ударыць
1112,treten::V,тошка́ш,штурхаць
1113,stechen::V,кера́ш,укалоць
1114,stoßen::V,шӱкала́ш,папхнуць
1115,stehlen::V,шолышта́ш,украсці
1116,stören::V,мешая́ш,перашкодзіць
1117,belästigen::V,толаштара́ш,дакучаць
1118,verbergen::V,шылта́ш,скрыць
1119,verbergen::V,шылта́ш,схаваць
1120,täuschen::V,ондала́ш,падмануць
1121,betrügen::V,ондала́ш,змахляваць
1122,töten::V,пушта́ш,забіць
1123,wohnen::V,ила́ш,жыць
1124,arbeiten::V,пашалана́ш,працаваць
1125,arbeiten::V,паша́м ышта́ш,працаваць
1126,sammeln::V,пога́ш,сабраць
1127,pflücken::V,кӱра́ш,зрываць
1128,jagen::V,сонарла́ш,паляваць
1129,fischen::V,кол куча́ш,рыбачыць
1130,fassen::V,куча́ш,злавіць
1131,hüten::V,кӱта́ш,пасвіць
1132,treiben::V,покта́ш,гнаць
1133,anbinden::V,йолышта́ш,прывязаць
1134,füttern::V,пукша́ш,карміць
1135,melken::V,лӱшта́ш,даіць
1136,hacken::V,руа́ш,сячы
1137,gießen::V,шава́ш,паліць
1138,reifen::V,кӱа́ш,паспець
1139,zubereiten::V,ямдыла́ш,зварыць
1140,zubereiten::V,ямдыла́ш,згатаваць
1141,kochen::V,шолта́ш,варыць
1142,backen::V,кӱкташ,пячы
1143,braten::V,пуштыла́ш,смажыць
1144,braten::V,жаритла́ш,смажыць
1145,umrühren::V,луга́ш,перамяшаць
1146,stricken::V,пида́ш,вязаць
1147,nähen::V,урга́ш,шыць
1148,färben::V,чиялта́ш,пафарбаваць
1149,reinigen::V,эрыкта́ш,ачысціць
1150,waschen::V,мушка́ш,мыць
1151,abwischen::V,ӱшта́ш,выцерці
1152,spülen::V,шӱалта́ш,паласкаць
1153,fegen::V,ӱшта́ш,падмятаць
1154,kehren::V,ӱшта́ш,месці
1155,baden::V,йӱштыла́ш,купацца
1156,sich waschen::V,мушкылта́ш,мыцца
1157,ausziehen::V,кудаша́ш,зняць
1158,anziehen::V,чия́ш,надзець
1159,sich anziehen::V,чия́ш,адзецца
1160,kämmen::V,шера́ш,прычасаць
1161,schmücken::V,тӱзата́ш,аздобіць
1162,schmücken::V,чеверта́ш,аздобіць
1163,sagen::V,ойла́ш,сказаць
1164,sagen::V,каласа́ш,сказаць
1165,sprechen::V,кутыра́ш,гаварыць
1166,reden::V,мутлана́ш,размаўляць
1167,sich unterhalten::V,кутыра́ш,гутарыць
1168,fragen::V,йода́ш,спытаць
1169,bitten::V,йода́ш,прасіць
1170,erzählen::V,ойла́ш,расказаць
1171,mitteilen::V,увертара́ш,паведаміць
1172,nennen::V,лӱмда́ш,назваць
1173,rufen::V,ӱжа́ш,зваць
1174,prahlen::V,моктана́ш,хваліцца
1175,übersetzen::V,кусара́ш,перакласці
1176,denken::V,шона́ш,думаць
1177,glauben::V,ӱшана́ш,верыць
1178,bemerken::V,шижа́ш,заўважыць
1179,erkennen::V,пала́ш,пазнаць
1180,begreifen::V,ыҥла́ш,спасцігнуць
1181,verstehen::V,умыла́ш,пачуць
1182,lernen::V,тунема́ш,вучыцца
1183,wissen::V,шинча́ш,знаць
1184,sich erinnern an::V,шарна́ш,памятаць
1185,vergessen::V,монда́ш,забыць
1186,messen::V,виса́ш,мераць
1187,zählen::V,шотла́ш,лічыць
1188,rechnen::V,шотла́ш,лічыць
1189,lesen::V,луда́ш,чытаць
1190,malen::V,сӱретла́ш,маляваць
1191,zeichnen::V,сӱретла́ш,рысаваць
1192,schreiben::V,воза́ш,пісаць
1193,besitzen::V,лия́ш,мець
1194,kaufen::V,нала́ш,купіць
1195,verkaufen::V,ужала́ш,прадаць
1196,bezahlen::V,тӱла́ш,заплаціць
1197,zahlen::V,тӱла́ш,плаціць
1198,beherrschen::V,куча́ш,уладаць
1199,beherrschen::V,куча́ш,валодаць
1200,ertragen::V,турка́ш,выцерпець
