,Concept_ID,sah,sq
271,Freude::N,үөрүү,gaz
272,Freude::N,үөрүү,gëzim
273,Gelächter::N,күлүү,qeshje
274,Glück::N,дьол,lumturi
275,Glück::N,соргу,lumturi
276,Kummer::N,кутурҕан,brengë
277,Kummer::N,кутурҕан,pikëllim
278,Wunsch::N,баҕарыы,dëshirë
279,Lust::N,баҕа,epsh
280,Lust::N,баҕа,dashuri
281,Geist::N,тыын,frymë
282,Geist::N,тыын,shpirt
283,Gedanke::N,санаа,ide
284,Gedanke::N,санаа,mendim
285,Gedächtnis::N,өй,kujtesë
286,Verstand::N,өй,mend
287,Sinn::N,суолта,kuptim
288,Grund::N,төрүөт,arsye
289,Wahrheit::N,кырдьык,vërtetë
290,Gespräch::N,бэсиэдэ,bisedim
291,Gespräch::N,кэпсэтии,bisedim
292,Märchen::N,остуоруйа,përrallë
293,Erzählung::N,кэпсээн,tregim
294,Nachricht::N,биллэриллии,lajm
295,Neuigkeit::N,сонун,risi
296,Name::N,аат,emër
297,Rätsel::N,таабырын,gjëzë
298,Rätsel::N,таабырын,gjëegjëzë
299,Rede::N,этии,fjalim
300,Sprache::N,тыл,gjuhë
301,Stimme::N,куолас,zë
302,Wort::N,тыл,fjalë
303,Zeichen::N,бэлиэ,shenjë
304,Ruf::N,ыҥырыы,thirrmë
305,Lärm::N,айдаан,zhurmë
306,Laut::N,тыас,tingull
307,Ton::N,дорҕоон,ton
308,Lied::N,ырыа,këngë
309,Ruhe::N,уу чуумпу,qetësi
310,Leute::N,дьон,botë
311,Leute::N,дьон,njerëz
312,Volk::N,дьон,popull
313,Volk::N,норуот,popull
314,Arbeit::N,үлэ,punë
315,Gast::N,ыалдьыт,mik
316,Gast::N,ыалдьыт,mysafir
317,Geschenk::N,бэлэх,dhuratë
318,Geschenk::N,бэлэх,peshqesh
319,Spiel::N,оонньуу,lojë
320,Gesellschaft::N,общество,shoqëri
321,Hilfe::N,көмө,ndihmë
322,Freund::N,доҕор,mik
323,Kamerad::N,атас,shok
324,Angelegenheit::N,дьыала,punë
325,Anzahl::N,ахсаан,sasi
326,Art::N,биис,lloj
327,Stück::N,кырбас,copë
328,Teil::N,ирээт,pjesë
329,Hälfte::N,аҥар,gjysmë
330,Kreis::N,төгүрүк,qark
331,Kreis::N,төгүрүк,rreth
332,Kreis::N,төгүрүмтэ,qark
333,Kreis::N,төгүрүмтэ,rreth
334,Kreuz::N,кириэс,kryq
335,Linie::N,сурааһын,vijë
336,Strich::N,сурааһын,vizë
337,Abstand::N,арыт,distancë
338,Entfernung::N,ыраах,largim
339,Gegend::N,сир,vise
340,Gegend::N,сир,krahinë
341,Platz::N,арыт,shesh
342,Ort::N,сир,vend
343,Seite::N,өрүт,anë
344,Seite::N,сирэй,anë
345,Mitte::N,орто,mes
346,Gegenstand::N,предмет,send
347,Sache::N,мал,gjë
348,Sache::N,мал,send
349,Rand::N,кытыы,qoshe
350,Rand::N,ойоҕос,qoshe
351,Kante::N,кырыы,teh
352,Ecke::N,муннук,qoshe
353,Spitze::N,чыпчаал,majë
354,Ende::N,төбө,skaj
355,Ende::N,төбө,bisht
356,Loch::N,тэһэҕэс,vrimë
357,Loch::N,дьөлөҕөс,vrimë
358,Winkel::N,муннук,kënd
359,Muster::N,оһуор,mostër
360,Größe::N,кээмэй,madhësi
361,Länge::N,уста,gjatësi
362,Höhe::N,үрдүк,lartësi
363,Gewicht::N,ыйааһын,peshë
364,Menge::N,ахсаан,sasi
365,Haufen::N,чөмчөх,grumbull
366,Reihe::N,кэккэ,radhë
367,Reihe::N,кэккэ,rresht
368,Boot::N,оҥочо,barkë
369,Boot::N,оҥочо,lundër
370,Ruder::N,эрдии,rrem
371,Schlitten::N,сыарҕа,sajë
372,Ski::N,хайыһар,ski
373,Lagerfeuer::N,кутаа,flakadan
374,Lagerfeuer::N,кутаа,zjarr i madh
375,Last::N,ыарахан,barrë
376,Gang::N,хаамыы,ecje
377,Schritt::N,хардыы,hap
378,Norden::N,хоту,veri
379,Süden::N,соҕуруу,jug
380,Westen::N,арҕаа,perëndim
381,Osten::N,илин,lindje
382,Holz::N,мас,dru
383,Brett::N,дуоска,dërrasë
384,Brett::N,хаптаһын,dërrasë
385,Platte::N,билиитэ,pllakë
386,Stütze::N,тулааһын,shtyllë
387,Stütze::N,тулааһын,mbështetesë
388,Stange::N,ураҕас,shufër
389,Stock::N,мас,dajak
390,Stock::N,баалкы,dajak
391,Stab::N,ураҕас,shkop
392,Rohr::N,турба,tub
393,Haus::N,дьиэ,shtëpi
394,Heim::N,дьиэ,konak
395,Heim::N,дьиэ,shtëpi
396,Ofen::N,оһох,sobë
397,Ofen::N,оһох,stufë
398,Fußboden::N,муоста,dysheme
399,Tisch::N,остуол,tryezë
400,Stuhl::N,устуул,karrige
401,Wiege::N,биһик,djep
402,Bett::N,кырабаат,shtrat
403,Regal::N,долбуур,raft
404,Kiste::N,дьааһык,kuti
405,Fenster::N,түннүк,dritare
406,Tür::N,аан,derë
407,Tor::N,аан,portë
408,Zaun::N,соппулуот,gardh
409,Dach::N,кырыыса,çati
410,Leiter::N,кирилиэс,shkallë
411,Besen::N,миинньик,fshesë
412,Spaten::N,күрдьэх,lopatë
413,Schaufel::N,күрдьэх,qyrek
414,Gabel::N,биилкэ,pirun
415,Löffel::N,луоска,lugë
416,Messer::N,быһах,thikë
417,Nagel::N,тоһоҕо,gozhdë
418,Netz::N,илим,rrjetë
419,Haken::N,көхө,grep
420,Haken::N,көхө,grremç
421,Griff::N,ук,dorak
422,Griff::N,ук,dorezë
423,Griff::N,тутаах,dorak
424,Griff::N,тутаах,dorezë
425,Schloss::N,күлүүс,bravë
426,Bild::N,хартыына,tablo
427,Bild::N,хартыына,pikturë
428,Figur::N,фигура,figurë
429,Puppe::N,куукула,kukull
430,Beutel::N,мөһөөччук,qese
431,Beutel::N,мөһөөччук,trastë
432,Bündel::N,баайыы,deng
433,Tasche::N,суумка,çantë
434,Eimer::N,биэдэрэ,kovë
435,Deckel::N,хаппах,kapak
436,Deckel::N,хаппах,mbulesë
437,Geschirr::N,иһит,enë
438,Sack::N,куул,thes
439,Sack::N,куул,torbë
440,Tasse::N,сэлиэнэй,filxhan
441,Topf::N,көстүрүүҥкэ,kusi
442,Topf::N,көстүрүүҥкэ,tenxhere
443,Kessel::N,хочуол,kazan
444,Essen::N,аһылык,ngrënie
445,Nahrung::N,ас,ushqim
446,Speise::N,аһылык,gatesë
447,Fleisch::N,эт,mish
448,Getreide::N,злактар,drithë
449,Brei::N,хааһы,qull
450,Brot::N,килиэп,bukë
451,Scheibe::N,куһуок,fetë
452,Fett::N,сыа,lyrë
453,Fett::N,сыа,yndyrë
454,Butter::N,арыы,gjalpë
455,Öl::N,арыы,vaj
456,Salz::N,туус,kripë
457,Suppe::N,мин,supë
458,Suppe::N,мин,çorbë
459,Honig::N,мүөт,mjaltë
460,Milch::N,үүт,qumësht
461,Tee::N,чэй,çaj
462,Leder::N,тирии,lëkurë
463,Wolle::N,түү,lesh
464,Stoff::N,таҥас,pëlhurë
465,Nadel::N,иннэ,gjilpërë
466,Faden::N,сап,pe
467,Faden::N,сап,fije
468,Knopf::N,тимэх,kopsë
469,Knoten::N,түмүк,komb
470,Farbe::N,кырааска,bojë
471,Kleidung::N,таҥас,veshje
472,Hemd::N,ырбаахы,këmishë
473,Kragen::N,саҕа,jakë
474,Ärmel::N,сиэх,mëngë
475,Hose::N,ыстаан,brekë
476,Hose::N,бүрүүкэ,brekë
477,Gürtel::N,кур,rrip
478,Mütze::N,бэргэһэ,kësulë
479,Schuh::N,бачыыҥка,këpucë
480,Stiefel::N,саппыкы,çizme
481,Ring::N,биһилэх,unazë
482,Band::N,лиэнтэ,shirit
483,Kamm::N,тараах,krehër
484,Spiegel::N,сиэркилэ,pasqyrë
485,Riemen::N,кур,rrip
486,Schnur::N,быа,litar
487,Schnur::N,быа,cikomë
488,Leine::N,тэһиин,rrip
489,Decke::N,суорҕан,batanije
490,Kissen::N,сыттык,jastëk
491,Tuch::N,былаат,shami
492,Handtuch::N,соттор,peshqir
493,Kraft::N,сыра,forcë
494,Stärke::N,күүс,koll
495,Gesundheit::N,доруобуйа,shëndet
496,Krankheit::N,ыарыы,sëmundje
497,Schmerz::N,ыарыы,dhimbje
498,Wunde::N,баас,plagë
499,Fieber::N,түрүлгэн,ethe
500,Fieber::N,лихорадка,ethe
501,Fieber::N,температура,ethe
502,Arznei::N,эмп,ilaç
503,Brücke::N,күргэ,urë
504,Brunnen::N,холуодьас,pus
505,Weide::N,мэччирэҥ,kullotë
506,Pfad::N,ыллык,ravë
507,Pfad::N,ыллык,shteg
508,Weg::N,суол,udhë
509,Weg::N,суол,shteg
510,Straße::N,суол,rrugë
511,Dorf::N,дэриэбинэ,fshat
512,Dorf::N,дэриэбинэ,katund
513,Stadt::N,куорат,qytet
514,Brief::N,сурук,letër
515,Buch::N,кинигэ,libër
516,Buchstabe::N,буква,shkronjë
517,Zeitung::N,хаһыат,gazetë
518,Leben::N,тыын,jetë
519,Tod::N,өлүү,mortje
520,Grab::N,иин,varr
521,Kirche::N,таҥара дьиэтэ,kishë
522,Sünde::N,айыы,mëkat
523,Sünde::N,айыы,gjynah
524,Gott::N,тангара,hy
525,Gott::N,тангара,zot
526,Arbeiter::N,үлэһит,punëtor
527,Chef::N,баһылык,shef
528,Chef::N,баһылык,drejtues
529,Chef::N,начальник,shef
530,Chef::N,начальник,drejtues
531,Meister::N,уус,mjeshtër
532,Meister::N,маастар,mjeshtër
533,Arzt::N,врач,mjek
534,Arzt::N,врач,doktor
535,Lehrer::N,учуутал,mësues
536,Lehrer::N,учуутал,arsimtar
537,Geld::N,харчы,para
538,Geld::N,харчы,holla
539,Geschäft::N,идэ,ujdi
540,Geschäft::N,идэ,biznes
541,Laden::N,маҕаһыын,dyqan
542,Preis::N,сыана,çmim
543,Ware::N,табаар,mall
544,Nutzen::N,туһа,dobi
545,Nutzen::N,туһа,leverdi
546,Reichtum::N,баай,kamje
547,Reichtum::N,баай,pasuri
548,Welt::N,аан дойду,botë
549,Land::N,дойду,vend
550,Staat::N,государство,shtet
551,König::N,король,mbret
552,Macht::N,былаас,fuqi
553,Macht::N,былаас,pushtet
554,Grenze::N,кыраныысса,kufi
555,Krieg::N,сэрии,luftë
556,Feind::N,өстөөх,armik
557,Gewalt::N,күүһүлээһин,dhunë
558,Kampf::N,охсуһуу,luftim
559,Bogen[Waffe]::N,ох,hark
560,Pfeil::N,ох,shigjetë
561,Gewehr::N,саа,pushkë
562,Fehler::N,сыыһа,gafë
563,Fehler::N,сыыһа,gabim
564,Lüge::N,сымыйа,gënjeshtër
565,Schaden::N,хоромньу,dëm
566,Schaden::N,хоромньу,zarar
567,Unglück::N,алдьархай,fatkeqësi
568,Schuld::N,буруй,faj
569,Alter::N,саас,moshë
570,Schluss::N,тиһэх,fund
571,Zeit::N,бириэмэ,kohë
572,Tag::N,күн,ditë
573,Morgen::N,сарсыарда,mëngjes
574,Mittag::N,күн ортото,mesditë
575,Abend::N,киэһэ,mbrëmje
576,Nacht::N,түүн,natë
577,Woche::N,нэдиэлэ,javë
578,Monat::N,ый,muaj
579,Jahr::N,сыл,vit
580,Jahr::N,дьыл,vit
581,Frühling::N,саас,pranverë
582,Sommer::N,сайын,verë
583,Herbst::N,күһүн,vjeshtë
584,Winter::N,кыһын,dimër
585,Januar::N,тохсунньу,janar
586,Februar::N,олунньу,shkurt
587,März::N,кулун тутар,mars
588,April::N,муус устар ый,prill
589,Mai::N,ыам ыйа,maj
590,Juni::N,бэс ыйа,qershor
591,Juli::N,от ыйа,korrik
592,August::N,атырдьах ыйа,gusht
593,September::N,балаҕан ыйа,shtator
594,Oktober::N,алтынньы,tetor
595,November::N,сэтинньи,nëntor
596,Dezember::N,ахсынньы,dhjetor
597,Montag::N,бэнидиэнньик,hënë
598,Dienstag::N,оптуорунньук,martë
599,Mittwoch::N,сэрэдэ,mërkurë
600,Donnerstag::N,чэппиэр,enjte
601,Freitag::N,бээтинсэ,premte
602,Samstag::N,субуота,shtunë
603,Sonntag::N,баскыһыанньа,diel
604,groß::A,бөдөҥ,madh
605,groß::A,улахан,madh
606,klein::A,кыр,vogël
607,lang::A,уһун,gjatë
608,kurz::A,кылгас,shkurtër
609,breit::A,кэтит,gjerë
610,schmal::A,кыараҕас,ngushtë
611,dicht::A,хойуу,dendur
612,dick[Gegenstand]::A,суон,trashë
613,dick[Gegenstand]::A,хойуу,trashë
614,dünn::A,чараас,hollë
615,fein::A,бытархай,imët
616,fein::A,синньигес,imët
617,fest::A,бөҕө,fortë
618,fest::A,кытаанах,fortë
619,flach::A,хаптаҕай,sheshtë
620,glatt::A,кылааккай,rrafshët
621,hart::A,хатан,fortë
622,hart::A,кытаанах,fortë
623,weich::A,сымнаҕас,butë
624,rund::A,төгүрүк,rrumbullakët
625,spitz::A,сытыы,majëmprehtë
626,spitz::A,уһуктаах,majëmprehtë
627,scharf::A,сытыы,mprehtë
628,stumpf::A,сыппах,topitur
629,schwer::A,ыарахан,rëndë
630,schön::A,кыраһыабай,bukur
631,heiß::A,итии,nxehtë
632,warm::A,ичигэс,ngrohtë
633,kalt::A,тымныы,ftohtë
634,kühl::A,сөрүүн,freskët
635,frisch::A,ыраас,pastër
636,frisch::A,сөрүүн,pastër
637,frisch::A,тымныы,pastër
638,feucht::A,сииктээх,lagësht
639,nass::A,инчэҕэй,lagur
640,trocken::A,кураан,thatë
641,voll::A,толору,plotë
642,leer::A,иччитэх,bosh
643,leer::A,иччитэх,zbrazët
644,offen::A,аһаҕас,hapur
645,geschlossen::A,бүтэй,mbyllur
646,sauber::A,сэбэр,dëlirë
647,schmutzig::A,кирдээх,ndyrë
648,roh::A,сиикэй,gjallë
649,reif::A,буспут,arrirë
650,reif::A,сиппит-хоппут,arrirë
651,lecker::A,минньигэс,shijshëm
652,süß::A,минньигэс,ëmbël
653,bitter::A,аһыы,hidhur
654,sauer::A,аһыы,thartë
655,hell::A,сырдык,me dritë
656,dunkel::A,хараҥа,errët
657,schwarz::A,хара,i zi
658,weiß::A,үрүҥ,bardhë
659,weiß::A,маҥан,bardhë
660,rot::A,кыһыл,kuq
661,gelb::A,саһархай,verdhë
662,blau::A,күөх,blu
663,blau::A,күөх,kaltër
664,grün::A,күөх,blertë
665,grün::A,күөх,gjelbër
666,grün::A,от күөҕэ,blertë
667,grün::A,от күөҕэ,gjelbër
668,grau::A,сиэрэй,hirtë
669,grau::A,сиэрэй,bojë hiri
670,bunt::A,эриэн,shumëngjyrëshëm
671,billig::A,чэпчэки,lirë
672,teuer::A,сыаналаах,shtrenjtë
673,wertvoll::A,сыаналаах,çmuar
674,wertvoll::A,сыаналаах,vlershëm
675,blind::A,хараҕа суох,qorr
676,blind::A,хараҕа суох,verbër
677,taub::A,дьүлэй,shurdhër
678,kräftig::A,модун,fuqishëm
679,stark::A,күүстээх,fortë
680,schwach::A,мөлтөх,dobët
681,fett::A,эмис,dhjamur
682,schlank::A,дьылҕан,hollë
683,schlank::A,дьыпсаҕай,hollë
684,hübsch::A,олус кэрэ,bukur
685,hübsch::A,олус кэрэ,hijshëm
686,hübsch::A,көрүөхтэн үчүгэй,bukur
687,hübsch::A,көрүөхтэн үчүгэй,hijshëm
688,böse::A,өһүөннээх,keq
689,dumm::A,акаары,teveqel
690,faul::A,нэс,dembel
691,fleißig::A,кыһамньылаах,zellshëm
692,geizig::A,иҥсэлээх,kurnac
693,geizig::A,иҥсэлээх,dorështrënguar
694,klug::A,өйдөөх,mençur
695,geschickt::A,наһаа дьоҕурдаах,aftë
696,lieb::A,тапталлаах,dashur
697,lustig::A,көрдөөх,gëzuar
698,sanft::A,намчы,butë
699,sanft::A,сымнаҕас,butë
700,hungrig::A,аччык,uritur
701,krank::A,ыалдьар,sëmurë
702,nackt::A,сыгынньах,lakuriq
703,nackt::A,сыгынньах,zhveshur
704,traurig::A,санаарҕабыллаах,trishtuar
705,lebendig::A,тыыннаах,gjallë
706,gut::A,үтүө,mirë
707,gut::A,үчүгэй,mirë
708,schlecht::A,куһаҕан,keq
709,richtig::A,сөп,drejtë
710,schlimm::A,сидьиҥ,keq
711,schlimm::A,быдьар,keq
712,wahr::A,кырдьык,vërtetë
713,alt::A,былыргы,vjetër
714,neu::A,саҥа,i ri
715,ehemalig::A,урукку,dikurshëm
716,alt[Lebewesen]::A,кырдьаҕас,plak
717,jung::A,эдэр,i ri
718,arm::A,дьадаҥы,varfër
719,arm::A,дьадаҥы,vobektë
720,reich::A,баай,pasur
721,bekannt::A,билэр,njohur
722,berühmt::A,аатырбыт,famshëm
723,fremd::A,атын,huaj
724,verschieden::A,араас,ndryshëm
725,nah::A,чугас,afërt
726,fern::A,ыраах,largët
727,linker::A,хаҥас,majtë
728,rechter::A,уҥа,djathtë
729,anderer::A,атын,tjetër
730,erster::A,маҥнайгы,parë
731,zweiter::A,иккис,dytë
732,dritter::A,үһүс,i tretë
733,letzter::A,тиһэх,fundit
734,allein::ADV,соҕотох,vetëm
735,auf einmal::ADV,биирдэ,njëkohësisht
736,zusammen::ADV,холбуу,bashkë
737,zusammen::ADV,холбуу,së bashku
738,lange::ADV,уһуннук,për një kohë të gjatë
739,plötzlich::ADV,эмискэ,befas
740,sofort::ADV,тута,menjëherë
741,sofort::ADV,тута,aty për aty
742,später::ADV,хойут,më vonë
743,jetzt::ADV,билигин,tash
744,heute::ADV,бүгүн,sot
745,morgen::ADV,сарсын,nesër
746,bald::ADV,өтөр,shpejt
747,bald::ADV,өтөр,së shpejti
748,dann::ADV,кэнна,pastaj
749,gestern::ADV,бэҕэһээ,dje
750,einst::ADV,биир төгүл,dikur
751,einst::ADV,арай биирдэ,dikur
752,damals::ADV,оччоҕо,atëherë
753,danach::ADV,аары,mandej
754,danach::ADV,ол кэнниттэн,mandej
755,vorher::ADV,урут,më parë
756,zuerst::ADV,маҥнай,së pari
757,einmal::ADV,биирдэ,njëherë
