,Concept_ID,ko,ml
648,kaum::ADV,가의,കഷ്ടിച്ച്
649,sehr::ADV,자주,വളരെ
650,so::ADV,그와같이,അങ്ങനെ
651,noch::ADV,아직,ഇപ്പോഴും
652,nur::ADV,다만,മാത്രം
653,schon::ADV,이미,നേരത്തേ തന്നെ
654,wieder::ADV,다시,വീണ്ടും
655,vergebens::ADV,헛되이,വിഫല
656,vor::PRP,앞에,മുമ്പിൽ
657,hinter::PRP,뒤에,പുറകിൽ
658,unter::PRP,잍에,കീഴിൽ
659,durch::PRP,통고하여,ഉള്ളിലൂടെ
660,neben::PRP,와나란히,അടുത്ത്
661,zwischen::PRP,의사이로,ഇടയ്ക്ക്
662,wegen::PRP,때문에,നിമിത്തം
663,dies::PRN,이,ഇത്
664,das::PRN,저,അത്
665,alles::PRN,모든것,എല്ലാം
666,ich::PRN,나,ഞാൻ
667,du::PRN,너,നിങ്ങൾ
668,er::PRN,그,അദ്ദേഹം
669,er::PRN,그,അയാൾ
670,er::PRN,그,അവൻ
671,er::PRN,그,അവർ
672,er::PRN,그,അവൾ
673,wir::PRN,우리,നമ്മൾ
674,ihr::PRN,너희들,നിങ്ങൾ
675,sie::PRN,그들,അവർ
676,was::FPRN,뭣,എന്ത്
677,wer::FPRN,누구,ആര്
678,wo::FADV,어디,എവിടെ
679,wohin::FADV,어디로,എവിടേക്ക്
680,wie::FADV,어떻게,എങ്ങനെ
681,warum::FADV,왜,എന്തുകൊണ്ട്
682,wieviel::FNUM,얼마만큰,എത്ര
683,eins::NUM,하나,ഒന്ന്
684,zwei::NUM,둘,രണ്ട്
685,drei::NUM,셋,മൂന്ന്
686,vier::NUM,넷,നാല്
687,fünf::NUM,다섯,അഞ്ച്
688,sechs::NUM,여섯,ആറ്
689,sieben::NUM,일곱,ഏഴ്
690,acht::NUM,여덟,എട്ട്
691,neun::NUM,아홉,ഒമ്പത്
692,zehn::NUM,열,പത്ത്
693,elf::NUM,열하나,പതിനൊന്ന്
694,zwölf::NUM,열둘,പന്ത്രണ്ട്
695,zwanzig::NUM,스물,ഇരുപത്
696,dreißig::NUM,서름,മുപ്പത്
697,vierzig::NUM,마흔,നാൽപ്പത്
698,fünfzig::NUM,숸,അൻപത്
699,sechzig::NUM,에순,അറുപത്
700,siebzig::NUM,일흔,എഴുപത്
701,achtzig::NUM,여든,എൺപത്
702,neunzig::NUM,아흔,തൊണ്ണൂറ്
703,hundert::NUM,백,നൂറ്
704,tausend::NUM,천,ആയിരം
705,und::CNJ,와,ഉം
706,oder::CNJ,아니면,അഥവാ
707,stehen::V,서다,നിൽക്കുക
708,sitzen::V,앉다,ഇരിക്കുക
709,liegen::V,눕다,കിടക്കുക
710,hängen::V,달다,തൂങ്ങുക
711,werden::V,되다,ആയിത്തീരുക
712,passieren::V,지장옶다,സംഭവിക്കുക
713,beginnen::V,시작되다,ആരംഭിക്കുക
714,enden::V,큳내다,അവസാനിപ്പിക്കുക
715,wechseln::V,병경하다,മാറ്റുക
716,aufgehen[Sonne]::V,뜨다,ഉയരുക
717,untergehen[Sonne]::V,지다,അടുക്കി_വയ്ക്കുക
718,scheinen[Sonne]::V,빛나다,പ്രകാശിക്കുക
719,donnern::V,천둥치다,ഇടിവെട്ടുക
720,wehen::V,풀다,വീശുക
721,strömen::V,흐르다,ഒഴുകുക
722,fließen::V,흐르다,ഒഴുകുക
723,sich drehen::V,돌다,ചുറ്റുക
724,sich drehen::V,돌다,കറക്കുക
725,schwanken::V,동요하다,ഇരുവശത്തേയ്ക്കും_ആടുക
726,schwingen::V,흔들다,ആടുക
727,fallen::V,떨어지다,വീഴുക
728,brennen::V,타다,കത്തുക
729,rauchen::V,김이나다,പുകയുക
730,regnen::V,비가오다,മഴ_പെയ്യുക
731,gefrieren::V,얼다,തണത്ത്_മരവിക്കുക
732,tauen::V,녹다,അലിയുക
733,schmelzen::V,녹다,ഉരുകുക
734,trocknen::V,홈치다,വരളുക
735,sieden::V,끓다,തിളപ്പിക്കുക
736,faulen::V,부패하다,ചീയുക
737,verfaulen::V,썩다,അഴുകുക
738,reißen::V,지바찢다,ശബ്ദത്തോടെ_മുറിയുക
739,versinken::V,가라앉다,മുക്കുക
740,vergehen::V,지나가다,കടന്നുപോകുക
741,erscheinen::V,나타나다,പ്രത്യക്ഷപ്പെടുക
742,verschwinden::V,사라지다,അദൃശ്യമാകുക
743,sinken::V,가라앉다,താഴുക
744,abnehmen::V,떼어내다,കുറിയുക
745,zunehmen::V,증가하다,വർദ്ധിക്കുക
746,steigen::V,상승하다,ഉയരുക
747,wachsen::V,생기하다,വളരുക
748,glänzen::V,뛰오나다,മിന്നുക
749,funkeln::V,불티가잍어나다,തിളങ്ങുക
750,lärmen::V,떠들다,ശബ്ദമുണ്ടാക്കുക
751,läuten::V,울시다,മണിമുഴങ്ങുക
752,klingeln::V,초닌총을울리다,ചിലമ്പുക
753,klirren::V,탁탁울리다,കിലുക്കുക
754,brausen::V,쏴쏴소리내다,മുഴങ്ങുക
755,rauschen::V,솨솨,അനങ്ങുക
756,klingen::V,반향하다,മുഴക്കുക
757,bellen::V,짖다,കുരയ്ക്കുക
758,heulen::V,포효하다,ഓരിയിടുക
759,blasen::V,불다,ഊതുക
760,pfeifen::V,피리를불다,വിസിലടിക്കുക
761,schreien::V,절규하다,ആക്രോശിക്കുക
762,stöhnen::V,신음하다,അരക്കം
763,stöhnen::V,신음하다,ആർത്തനാദം
764,zittern::V,저뉼하다,വിറയ്ക്കുക
765,leben::V,살다,താമസിക്കുക
766,geboren werden::V,태어난,ജനിക്കുക
767,atmen::V,숨쉬다,ശ്വസിക്കുക
768,trinken::V,마시다,കുടിക്കുക
769,essen::V,먹다,കഴിക്കുക
770,schlucken::V,들이켜다,വിഴുങ്ങുക
771,einschlafen::V,잠들다,നിദ്രിക്കുക
772,schlafen::V,자다,ഉറങ്ങുക
773,aufwachen::V,눈트다,ഉണരുക
774,aufstehen::V,서다,എഴുന്നേൽക്കുക
775,sich erholen::V,회복하다,വിശ്രമിക്കുക
776,schmerzen::V,아프다,വേദനിക്കുക
777,husten::V,잔기침하다,ചുമയ്ക്കുക
778,genesen::V,낫다,സുഖപ്പെടുക
779,sterben::V,죽다,മരിക്കുക
780,umkommen::V,못쓰게되다,മരിക്കുക
781,sich bewegen::V,움직이다,സ്ഥലം_മാറുക
782,sich rühren::V,움직이다,ചലിക്കുക
783,sich erheben::V,이러서다,നിൽക്കുക
784,sich setzen::V,앉히다,ഇരിക്കുക
785,hinfallen::V,넘어지다,വീഴുക
786,laufen::V,걷다,നടക്കുക
787,schreiten::V,보행하다,നടക്കുക
788,spazierengehen::V,산보하다,ഉലാത്തുക
789,eilen::V,서둘다,പാഞ്ഞെത്തുക
790,sich beeilen::V,서둘게하다,തിരിക്കുകൂട്ടുക
791,sich beeilen::V,서둘게하다,തിടുക്കം_കാട്ടുക
792,sausen::V,서들러 떠나다,കുതിക്കുക
793,rennen::V,달리다,ഓടുക
794,springen::V,도약하다,ചാടുക
795,klettern::V,갑겨오르다,കയറുക
796,schaukeln::V,흔들리게하다,ഇളകുക
797,kriechen::V,기다,പതുങ്ങികയറുക
798,schwimmen::V,헤엄치다,നീന്തുക
799,tauchen::V,잠기다,വെള്ളത്തിലേക്ക് ചാടുക
800,rudern::V,물을헤치다,തുഴയുക
801,fahren::V,가다,വാഹനം ഓടിക്കുക
802,fahren::V,나르다,വാഹനം ഓടിക്കുക
803,fliegen::V,날다,പറക്കുക
804,gehen::V,가다,പോകുക
805,weggehen::V,팔리다,വിടുക
806,abfahren::V,출발하다,പുറപ്പെടുക
807,anhalten::V,멈추다,നിർത്തുക
808,hineingehen::V,(그리로)가다,പ്രവേശിക്കുക
809,eintreten::V,들러가다,പ്രവേശിക്കുക
810,kommen::V,오다,വരുക
811,ankommen::V,고챀하다,എത്തിച്ചേരുക
812,zurückkommen::V,보기,തിരിച്ചു വരുക
813,bleiben::V,체류,തുടരുക
814,warten::V,기다리다,കാത്തിരിക്കുക
815,erwarten::V,기대하다,പ്രതീക്ഷിക്കുക
816,suchen::V,찾다,തിരയുക
817,suchen::V,구하다,തിരയുക
818,finden::V,찾아내다,കണ്ടെത്തുക
819,versuchen::V,시험하다,ശ്രമിക്കുക
820,vorbereiten::V,재비하다,തയ്യാറെടുക്കുക
821,lieben::V,사랑하다,സ്നേഹിക്കുക
822,mögen::V,줗아하다,ഇഷ്ടപ്പെടുക
823,lachen::V,웃다,ചിരിക്കുക
824,rühren::V,건드리다,ഹൃദയം സ്പർശിക്കുക
825,weinen::V,울다,തേങ്ങുക
826,schimpfen::V,꾸짖다,പിറുപിറുക്കുക
827,sich ärgern::V,화를내게 하다,കോപിക്കുക
828,sich fürchten::V,두려원하다,പേടിക്കുക
829,fürchten::V,두려원하다,പേടിക്കുക
830,fliehen::V,도망치다,രക്ഷപ്പെടുക
831,flüchten::V,도주하다,രക്ഷപ്പെടുക
832,sehen::V,보다,കാണുക
833,anschauen::V,바라보다,നോക്കുക
834,ansehen::V,바라보다,നോക്കുക
835,hören::V,듣다,കേൾക്കുക
836,zuhören::V,듣다,ശ്രദ്ധിക്കുക
837,probieren::V,시식하다,രുചിയുള്ളതായി_തോന്നുക
838,riechen::V,내새를맡다,മണത്തു_നോക്കുക
839,fühlen::V,느끼다,സ്പർശിച്ചറിയുക
840,scheinen::V,...것같다,കാണപ്പെടുക
841,zu sehen sein::V,보이는,വെളിച്ചപ്പെടുക
842,vernehmen::V,듣다,കേൾക്കുക
843,vernehmen::V,들어서일다,കേൾക്കുക
844,frieren::V,춥다,വിറയ്ക്കുക
845,tun::V,하다,ചെയ്യുക
846,können::V,할주릴다,കഴിയുക
847,wollen::V,바라다,വേണുക
848,anfangen::V,시작하다,തുടങ്ങുക
849,beenden::V,다하다,പൂർത്തിയാക്കുക
850,aufhören::V,그만두다,നിർത്തുക
851,gelingen::V,성국하다,വിജയിക്കുക
852,geraten::V,잘되어가다,പരിണമിക്കുക
853,öffnen::V,열다,തുറക്കുക
854,schließen::V,추측하다,അടയ്ക്കുക
855,stellen::V,세우다,വയ്ക്കുക
856,setzen::V,놓다,വയ്ക്കുക
857,legen::V,눕히다,ഇടുക
858,berühren::V,대다,തൊടുക
859,verbinden::V,옝열하다,ഘടിപ്പിക്കുക
860,bedecken::V,덮다,മുടുക
861,aufhängen::V,매달다,കെട്ടിതൂക്കുക
862,anzünden::V,점화하다,കത്തിക്കുക
863,aufheben::V,위로올리다,പെറുക്കിയെടുക്കുക
864,zurücklassen::V,튀에남기다,വച്ചുപോരുക
865,verlieren::V,잃다,നഷ്ടപ്പെടുക
866,fallen lassen::V,떨어뜨리다,വീഴ്ത്തുക
867,machen::V,하다,ഉണ്ടാക്കുക
868,herstellen::V,제조하다,ഉൽപാദിപ്പിക്കുക
869,bauen::V,짓다,നിർമ്മിക്കുക
870,reparieren::V,수셩자다,നന്നാക്കുക
871,verbessern::V,정정하다,മെച്ചപ്പെടുക
872,ändern::V,바꾸다,മാറ്റംവരുത്തുക
873,graben::V,파다,കുഴിക്കുക
874,beugen::V,구부리다,വണങ്ങുക
875,biegen::V,굽히다,കുനിയുക
876,drehen::V,회전,തിരിക്കുക
877,wenden::V,회전시키다,തിരിയുക
878,umdrehen::V,회전시키다,തിരിയുക
879,heben::V,일으아키다,ഉയർത്തുക
880,hochheben::V,틀어올리다,ഉയർത്തുക
881,ergreifen::V,잡다,ബലമായി_പിടിക്കുക
882,halten::V,잡다,പിടിക്കുക
883,drücken::V,누르다,അമർത്തുക
884,schieben::V,밀다,തള്ളുക
885,kratzen::V,긁다,ചുരണ്ടുക
886,lecken::V,핥다,നക്കുക
887,beißen::V,물다,കടിക്കുക
888,abschneiden::V,귾어내다,മുറിച്ചുമാറ്റുക
889,binden::V,매다,കെട്ടുക
890,stecken::V,찌르다,തുളയ്ക്കുക
891,brechen::V,금,ഉടയുക
892,klopfen::V,치다,തട്ടുക
893,hauen::V,때리다,അടിക്കുക
894,kleben::V,들러붙다,ഒട്ടിക്കുക
895,reiben::V,문지르다,തിരുമ്മിത്തുടയ്ക്കുക
896,streichen::V,쓰다듬다,പടർത്തുക
897,schleifen::V,갈다,പൊടിക്കുക
898,schneiden::V,베다,മുറിക്കുക
899,rütteln::V,흔들다,മുട്ടുക
900,schütteln::V,흔들다,കുലുക്കുക
901,schwenken::V,흔들다,ആടുക
902,schütten::V,따르다,ഒഴിക്കുക
903,füllen::V,담다,നിറയ്ക്കുക
904,einwickeln::V,싸다,പൊതിയുക
905,tragen::V,지우다,വഹിക്കുക
906,schleppen::V,끌다,വലിച്ചിഴയ്ക്കുക
907,ziehen::V,당기다,വലിക്കുക
908,aufbewahren::V,간직하다,വയ്ക്കുക
909,werfen::V,던지다,എറിയുക
910,fangen::V,밥다,പിടിക്കുക
911,packen::V,쥐다,തട്ടിപ്പറിക്കുക
912,verstecken::V,숨기다,മറയ്ക്കുക
913,teilen::V,나누다,വിഭജിക്കുക
914,schicken::V,보내다,അയയ്ക്കുക
915,bringen::V,가겨,കൊണ്ടുവരുക
916,hinzufügen::V,부가하다,കൂട്ടുക
917,bekommen::V,얻다,കിട്ടുക
918,erhalten::V,지니다,സ്വീകരിക്കുക
919,nehmen::V,잡다,എടുക്കുക
920,wählen::V,선거하다,തിരഞ്ഞെടുക്കുക
921,auswählen::V,선출하다,തിരഞ്ഞെടുക്കുക
922,bewahren::V,저장보종,പുലർത്തുക
923,behindern::V,훼방하다,തടയിടുക
924,verderben::V,못쓰게 되다,നശിപ്പിക്കുക
925,beschädigen::V,상하게하다,ക്ഷതമേൽപ്പിക്കുക
926,zerbrechen::V,깨뜨리다,ഉടയുക
927,zerreißen::V,잡아쫓다,കീറുക
928,zerstören::V,파괴하다,നശിപ്പിക്കുക
929,verbrennen::V,소실하다,കത്തിനശിക്കുക
930,verbrennen::V,소실하다,കത്തിച്ചുകളയുക
931,geben::V,주다,കൊടുക്കുക
932,geben::V,주다,തരുക
933,reichen::V,내일다,കൈമാറുക
934,schenken::V,주다,സമ്മാനം കൊടുക്കുക
935,versprechen::V,약속하다,വാഗ്ദാനം_നൽകുക
936,wünschen::V,바라다,ആഗ്രഹിക്കുക
937,loben::V,칭찬하다,പുകഴ്ത്തുക
938,küssen::V,키스하다,ഉമ്മവയ്ക്കുക
939,wiegen::V,어르다,ഇളകുക
940,zudecken::V,뚜꺼을하다,മുടുക
941,wecken::V,깨우다,ഉണർത്തുക
942,zeigen::V,보이다,കാണിക്കുക
943,führen::V,가게하다,നടത്തുക
944,lehren::V,가르치다,പഠിപ്പിക്കുക
945,unterrichten::V,가르지다,പരിശീലിപ്പിക്കുക
946,aufziehen::V,사육하다,വളർത്തിക്കൊണ്ടുവരുക
947,leiten::V,이끌다,നയിക്കുക
948,antreiben::V,몰다,പ്രേരിപ്പിക്കുക
949,lassen::V,내버려두다,അനുവദിക്കുക
950,einladen::V,초청하다,ക്ഷണിക്കുക
951,vereinigen::V,하나로하다,കൂടിച്ചേരുക
952,besuchen::V,방문하다,സന്ദർശിക്കുക
953,treffen::V,만나다,തമ്മിൽ കാണുക
954,sich versammeln::V,조립하다,സംയോജിപ്പിക്കുക
955,spielen::V,눌다,കളിക്കുക
956,singen::V,노래하다,പാടുക
957,tanzen::V,춤추하다,നൃത്തം ചെയ്യുക
958,sich trennen::V,가르다,നേർപെടുത്തുക
959,verlassen::V,버림받은,പിൻവാങ്ങുക
960,retten::V,구조하다,രക്ഷിക്കുക
961,bewachen::V,치키다,കാവൽനിൽക്കുക
962,schützen::V,보호하다,പരിരക്ഷിക്കുക
963,verteidigen::V,막다,പ്രതിരോധിക്കുക
964,sich schlagen::V,치다,കലഹിക്കുക
965,schießen::V,쏘다,വെടിവെക്കുക
966,siegen::V,이기다,വിജയിക്കുക
967,ärgern::V,성을내게하다,വിഷമിപ്പിക്കുക
968,schlagen::V,치다,അടിക്കുക
969,treten::V,디디다,തൊഴിക്കുക
970,stechen::V,찌르다,കുത്തുക
971,stoßen::V,찌르다,തള്ളുക
972,stehlen::V,훔치다,മോഷ്ടിക്കുക
973,stören::V,움직이다,ശല്യപ്പെടുത്തുക
974,belästigen::V,괴롭히다,മെനക്കെടുക
975,verbergen::V,숨기다,മറയ്ക്കുക
976,verbergen::V,숨기다,ഒളിക്കുക
977,täuschen::V,속이다,കബളിപ്പിക്കുക
978,betrügen::V,속이다,ചതിക്കുക
979,töten::V,죽이다,കൊല്ലുക
980,wohnen::V,실다,താമസിക്കുക
981,arbeiten::V,일하다,ജോലിചെയ്യുക
982,sammeln::V,모으다,സഞ്ചയിക്കുക
983,pflücken::V,꿔다,പറിച്ചെടുക്കുക
984,jagen::V,사냥하다,വേട്ടയാടുക
985,fischen::V,고기를잡다,മീൻ പിടിക്കുക
986,fassen::V,움켜쥐다,പിടിക്കുക
987,hüten::V,망보다,ചേർക്കുക
988,treiben::V,몰아세우다,വാഹനം_ഓടിക്കുക
989,anbinden::V,묶다,കെട്ടിയിടുക
990,füttern::V,사료를주다,തീറ്റുക
991,melken::V,젖을짜다,പാലുകറക്കുക
992,hacken::V,자르다,വെട്ടിമുറിക്കുക
993,gießen::V,물을대다,നനയ്ക്കുക
994,reifen::V,성숙하다,പാകമാകുക
995,zubereiten::V,조제하다,പാചകം_ചെയ്യുക
996,kochen::V,요리하다,വേവിക്കുക
997,backen::V,쿱다,ബേക്ക് ചെയ്യുക
998,braten::V,굽다,പോരിക്കുക
999,umrühren::V,교반하다,ഇളക്കുക
1000,stricken::V,뜨개질하다,മെടയുക
1001,nähen::V,꿰매다,തുന്നുക
1002,färben::V,채색하다,ചായം പൂശുക
1003,reinigen::V,청소하다,വൃത്തിയാക്കുക
1004,waschen::V,씻다,കഴുകുക
1005,abwischen::V,닦다,തുടയ്ക്കുക
1006,spülen::V,씻다,കഴുകുക
1007,fegen::V,소체하다,അടിച്ചുവാരുക
1008,kehren::V,청소하다,അടിച്ചുവാരുക
1009,baden::V,감다,നീന്തിത്തുടിക്കുക
1010,sich waschen::V,모믈 씻다,കഴുകുക
1011,ausziehen::V,벗다,ഇഴുക്കുക
1012,anziehen::V,끌어움직이다,ഉടുക്കുക
1013,kämmen::V,빗다,മുടിചീകുക
1014,schmücken::V,치레하다,അലങ്കരിക്കുക
1015,sagen::V,말하다,പറയുക
1016,sprechen::V,말하다,സംസാരിക്കുക
1017,reden::V,이야기하다,സംസാരിക്കുക
1018,fragen::V,질문하다,ചോദിക്കുക
1019,bitten::V,원하다,അപേക്ഷിക്കുക
1020,erzählen::V,이야기하다,പറയുക
1021,mitteilen::V,이야기하다,അറിയിക്കുക
1022,nennen::V,부르다,പേരിടുക
1023,rufen::V,불러내다,വിളിക്കുക
1024,prahlen::V,자랑하다,പൊങ്ങച്ചം പറയുക
1025,übersetzen::V,번역하다,പരിഭാഷപ്പെടുത്തുക
1026,denken::V,생각하다,ചിന്തിക്കുക
1027,glauben::V,믿다,വിശ്വസിക്കുക
1028,bemerken::V,인자하다,ശ്രദ്ധിക്കുക
1029,erkennen::V,인식하다,തിരിചറിയുക
1030,begreifen::V,파악하다,കൈപ്പിടിയിലാക്കുക
1031,verstehen::V,이해하다,മനസ്സിലാക്കുക
1032,lernen::V,배우다,പഠിക്കുക
1033,wissen::V,알다,അറിയുക
1034,sich erinnern an::V,상기하다,ഓർമിക്കുക
1035,vergessen::V,잊다,മറക്കുക
1036,messen::V,측정하다,അളക്കുക
1037,zählen::V,세다,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1038,rechnen::V,게산하다,ഗണിക്കുക
1039,lesen::V,읽다,വായിക്കുക
1040,malen::V,그리다,ചിത്രം വരയ്ക്കുക
1041,zeichnen::V,소묘하다,വരയ്ക്കുക
1042,schreiben::V,쓰다,എഴുതുക
1043,besitzen::V,소유하다,സ്വന്തമാക്കുക
1044,kaufen::V,사다,വാങ്ങുക
1045,verkaufen::V,팔다,വിൽക്കുക
1046,bezahlen::V,지불하다,പരിഹാരം ചെയ്യുക
1047,zahlen::V,치르다,പണം അടയ്ക്കുക
1048,beherrschen::V,지배하다,ഭരിക്കുക
1049,ertragen::V,참다,താങ്ങുക
1050,Raureif::N,,കോടമഞ്ഞ്
1051,Grube::N,,കുഴി
1052,Lust::N,,ആഗ്രഹം
1053,Nachricht::N,,സന്ദേശം
1054,klug::A,,ബുദ്ധിസാമർഥ്യമുള്ള
1055,von hier::ADV,,ഇവിടെനിന്ന്
1056,müde werden::V,,ക്ഷീണിക്കുക
1057,krank werden::V,,ദീനംപിടിക്കുക
1058,krank sein::V,,രോഗികളാകുക
1059,abreißen::V,,കീറിക്കളയുക
1060,sich anziehen::V,,ധരിച്ച നേടുകയുക
1061,sich unterhalten::V,,നർമ്മസല്ലാപം നടത്തുക
