,Concept_ID,br,uz
776,schmerzen::V,skourjezañ,og'rimoq
777,husten::V,pasaat,yo'talmoq
778,husten::V,peudal,yo'talmoq
779,genesen::V,pareañ,tuzalmoq
780,sterben::V,mervel,o'lmoq
781,umkommen::V,perisañ,halok bo'lmoq
782,sich bewegen::V,bouljal,harakat qilmoq
783,sich rühren::V,fiñval,qimirlamoq
784,sich erheben::V,sevel,qo'pmoq
785,sich setzen::V,azezañ,o'tirmoq
786,sich setzen::V,mont en e goazez,o'tirmoq
787,hinfallen::V,kouezhañ,yiqilmoq
788,laufen::V,redek,yurmoq
789,schreiten::V,kerzhet,yurmoq
790,spazierengehen::V,pourmen,sayr ätmoq
791,eilen::V,hastañ,tezlamoq
792,sich beeilen::V,hastañ,shoshmoq
793,sausen::V,karzhañ,chopqillamoq
794,rennen::V,redek,yugurmoq
795,springen::V,lammat,sakramoq
796,klettern::V,krimpat,yuqorilamoq
797,schaukeln::V,brañsellat,irg'amoq
798,kriechen::V,skrampañ,ämaklamoq
799,schwimmen::V,neuial,suzmoq
800,tauchen::V,splujañ,chu'mmoq
801,rudern::V,roeñvat,eshkak eshmoq
802,fahren::V,kas,haydamoq
803,fahren::V,bleniañ,haydamoq
804,fliegen::V,nijal,uchmoq
805,gehen::V,mont,bormoq
806,weggehen::V,mont kuit,ketoq
807,abfahren::V,mont kuit,jo'namoq
808,anhalten::V,chom a-sav,to'xtamoq
809,hineingehen::V,monet e-barzh,kirmoq
810,eintreten::V,monet e-barzh,kirmoq
811,kommen::V,dont,kelmoq
812,ankommen::V,erruout,etib kelmoq
813,zurückkommen::V,addonet,qaytib kelmoq
814,bleiben::V,chom,qolmoq
815,warten::V,gortoz,poylamoq
816,erwarten::V,gortoz,kutmoq
817,suchen::V,klask,izlamoq
818,finden::V,kavout,topmoq
819,versuchen::V,klask,chalishmoq
820,vorbereiten::V,aozañ,hozirlamoq
821,lieben::V,karout,sevmoq
822,mögen::V,karout,ardoqlamoq
823,lachen::V,c'hoarzin,kulmoq
824,rühren::V,tenerañ,ta'sirlantirmoq
825,weinen::V,gouelañ,yig'lamoq
826,schimpfen::V,krozal,koyinmoq
827,sich ärgern::V,fachañ,g'azab qilmoq
828,sich ärgern::V,en em fachañ,g'azab qilmoq
829,fliehen::V,tec'het,qochmoq
830,flüchten::V,tuzañ,qochmoq
831,sehen::V,gwelet,ko'rmoq
832,anschauen::V,sellout ouzh,razm solmoq
833,ansehen::V,sellout ouzh,razm qilmoq
834,hören::V,klevet,äshitmoq
835,zuhören::V,selaou,tinglamoq
836,probieren::V,blasa,tatib ko'rmoq
837,riechen::V,klevet,iskamoq
838,fühlen::V,santout,sezmoq
839,scheinen::V,diskouez bezañ,tuyilmoq
840,zu sehen sein::V,bezañ gwelus,ko'rinmoq
841,vernehmen::V,merzhañ,äshitmoq
842,frieren::V,anoued,sovuq qotmoq
843,tun::V,ober,ätmoq
844,können::V,gouzout,-a olmoq
845,können::V,gouzout,-y olmoq
846,wollen::V,fellout da,istamoq
847,wollen::V,kaout c'hoant da,istamoq
848,anfangen::V,kregiñ,boshlamoq
849,beenden::V,achuiñ,bitirmoq
850,aufhören::V,paouez,tinmoq
851,öffnen::V,digeriñ,ochmoq
852,schließen::V,serriñ,yopmoq
853,stellen::V,lakaat,qo'ymoq
854,setzen::V,lakaat,o'tqazmoq
855,legen::V,lakaat,yotqizmoq
856,berühren::V,touch,tegmoq
857,verbinden::V,eren,ulamoq
858,bedecken::V,goloiñ,bekitmoq
859,aufhängen::V,istribilhañ,ildirmoq
860,anzünden::V,alumiñ,yondirmoq
861,anzünden::V,c'hwezzañ,yondirmoq
862,aufheben::V,dastum,ko'tarmoq
863,zurücklassen::V,lezel,ayrilmoq
864,verlieren::V,koll,yo'qotmoq
865,fallen lassen::V,laoskel,tushirmoq
866,fallen lassen::V,lezel da gouezhel,tushirmoq
867,machen::V,ober,qilmoq
868,herstellen::V,fardañ,chiqarmoq
869,bauen::V,sevel,solmoq
870,reparieren::V,adaozañ,tuzatmoq
871,verbessern::V,gwellaat,isloh qilmoq
872,ändern::V,cheñch,o'zgartirmoq
873,graben::V,kleuzañ,qazimoq
874,beugen::V,plegañ,bukmoq
875,biegen::V,krommañ,bukmoq
876,drehen::V,treiñ,aylantirmoq
877,wenden::V,treiñ,burmoq
878,umdrehen::V,treiñ,ag'darmoq
879,heben::V,sevel,yuksaltirmoq
880,hochheben::V,sevel,ko'tarmoq
881,ergreifen::V,kemer,tutamlamoq
882,halten::V,dalc'hen,tutmoq
883,drücken::V,bountañ,bosmoq
884,schieben::V,poulzañ,surmoq
885,kratzen::V,skrabat,qashimoq
886,lecken::V,lipat,mijimoq
887,beißen::V,kregiñ,tishlamoq
888,abreißen::V,diframmañ,emirmoq
889,abschneiden::V,troc'hañ,cho'rt kesmoq
890,binden::V,stagañ,bog'lamoq
891,stecken::V,sankañ,suqmoq
892,brechen::V,darnaouiñ,sindirmoq
893,klopfen::V,skoiñ,dukurlamoq
894,hauen::V,dornañ,urmoq
895,kleben::V,pegañ,yopishtirmoq
896,reiben::V,taravat,surkamoq
897,reiben::V,trekiñ,surkamoq
898,streichen::V,toazañ,surkamoq
899,schleifen::V,lemmañ,qayramoq
900,schneiden::V,troc'hañ,kesmoq
901,rütteln::V,tordorosañ,chayqamoq
902,schütteln::V,hejañ,chayqamoq
903,schütten::V,diskargañ,quymoq
904,füllen::V,kargañ,to'ldirmoq
905,einwickeln::V,gronnañ,chulg'amoq
906,tragen::V,dougen,tashimoq
907,schleppen::V,stlejal,sudramoq
908,ziehen::V,sachañ,tortmoq
909,aufbewahren::V,miret,tutmoq
910,werfen::V,teuler,tashlamoq
911,fangen::V,tapañ,tutmoq
912,packen::V,krapat,opqochmoq
913,verstecken::V,kuzhat,yashirmoq
914,teilen::V,rannañ,bo'lmoq
915,schicken::V,kas,yubormoq
916,bringen::V,degas,keltirmoq
917,hinzufügen::V,lakat ouzhpenn,tirkamoq
918,bekommen::V,kaout,olmoq
919,erhalten::V,kaout,olmoq
920,nehmen::V,kemer,olmoq
921,wählen::V,choaz,saylamoq
922,auswählen::V,dibab,saylamoq
923,bewahren::V,mirout,saqlamoq
924,behindern::V,diaezañ,xalal bermoq
925,verderben::V,lovrañ,xazon qilmoq
926,beschädigen::V,gwallegañ,buzmoq
927,zerbrechen::V,torriñ,sindirmoq
928,zerreißen::V,diroegiñ,yirtmoq
929,zerstören::V,distrujañ,vayron qilmoq
930,verbrennen::V,deviñ,kuydirmoq
931,geben::V,reiñ,bermoq
932,schenken::V,donezonañ,sovg'a qilmoq
933,versprechen::V,prometiñ,va'da bermoq
934,wünschen::V,hetiñ,orziqmoq
935,loben::V,feurmiñ,maqtamoq
936,küssen::V,pokat,o'pmoq
937,wiegen::V,pouezañ,tebratmoq
938,zudecken::V,goloiñ,yopmoq
939,wecken::V,dihuniñ,uyg'otmoq
940,zeigen::V,diskouez,ko'rsatmoq
941,führen::V,kas,boshlik bo'lmoq
942,lehren::V,deskiñ,o'rgatmoq
943,unterrichten::V,kelenn,dars bermoq
944,leiten::V,bleinañ,boshqarmoq
945,antreiben::V,poulzañ,shoshiltirmoq
946,lassen::V,leuskel,ruxsat bermoq
947,einladen::V,pediñ,taklif kilmoq
948,vereinigen::V,unisañ,qo'shmoq
949,besuchen::V,gweladenniñ,mehmonga bormoq
950,treffen::V,kejal,duchor bo'lmoq
951,treffen::V,ankontrañ,duchor bo'lmoq
952,sich versammeln::V,bodennañ,to'planmoq
953,spielen::V,c'hoari,o'ynamoq
954,singen::V,kanañ,yalla qilmoq
955,tanzen::V,dañsal,raqs qilmoq
956,sich trennen::V,dispartiañ,yakkalanmoq
957,verlassen::V,lezel,qoldirmoq
958,retten::V,saveteiñ,qutqazmoq
959,bewachen::V,mesa,qo'rimoq
960,schützen::V,diwall,yoniga olmoq
961,verteidigen::V,difenn,yoqlamoq
962,sich schlagen::V,lopañ,yoqalashmoq
963,siegen::V,trec'hiñ,engmoq
964,ärgern::V,hegasiñ,jahl chiqarmoq
965,schlagen::V,skeiñ,urmoq
966,treten::V,botaouiñ,tepmoq
967,stechen::V,pikat,qadamoq
968,stoßen::V,stokañ,turtmoq
969,stehlen::V,laerezh,o'g'rilamoq
970,stören::V,direnkañ,tebratmoq
971,belästigen::V,dregasiñ,g'ashini keltirmoq
972,verbergen::V,skoachañ,berkitmoq
973,täuschen::V,tromplañ,aldamoq
974,betrügen::V,lorbañ,tirriq qilmoq
975,töten::V,lazhañ,o'ldirmoq
976,wohnen::V,bezañ o chom,istiqomat qilmoq
977,arbeiten::V,labourat,ishlamoq
978,sammeln::V,dastum,yig'moq
979,pflücken::V,kuntuilhañ,termoq
980,jagen::V,chaseal,ov qilmoq
981,fischen::V,pesketa,baliq ovlamoq
982,fassen::V,pakañ,ilinmoq
983,hüten::V,geota,boqtirmoq
984,anbinden::V,stagañ,bog'lamoq
985,füttern::V,boueta,edirmoq
986,melken::V,goro,sog'moq
987,hacken::V,difrakal,chopmoq
988,gießen::V,dourañ,oqizmoq
989,reifen::V,azviñ,qizarmoq
990,zubereiten::V,keginañ,pishirmoq
991,kochen::V,poazhañ,qaynatmoq
992,backen::V,fritañ,yopmoq
993,braten::V,rostañ,qovurmoq
994,stricken::V,stammañ,to'qimoq
995,nähen::V,gwriat,tikmoq
996,färben::V,livañ,bo'yoqlamoq
997,reinigen::V,naetañ,tozalamoq
998,waschen::V,gwalc'hiñ,yuvmoq
999,abwischen::V,torchañ,surkamoq
1000,spülen::V,disgwalc'hiñ,chaymoq
1001,fegen::V,skubañ,cho'tkalamoq
1002,kehren::V,skubañ,supurmoq
1003,baden::V,kouronkañ,cho'milmoq
1004,sich waschen::V,en em walc'hiñ,yuvinmoq
1005,sich anziehen::V,gwiskañ,kiyinmoq
1006,kämmen::V,kribat,taramoq
1007,schmücken::V,kinklañ,yasatmoq
1008,sagen::V,larêt,aytmoq
1009,sagen::V,lavaret,aytmoq
1010,sprechen::V,komz,so'zlamoq
1011,reden::V,kaozeal,gapirmoq
1012,sich unterhalten::V,balbotal,suhbatlashmoq
1013,fragen::V,goulenn,so'ramoq
1014,bitten::V,goulenn,iltimos qilmoq
1015,erzählen::V,kontañ,aytib bermoq
1016,mitteilen::V,kemenn,bildirmoq
1017,nennen::V,anviñ,atamoq
1018,rufen::V,gelver,chaqirmoq
1019,prahlen::V,fougeal,gerdaymoq
1020,übersetzen::V,treiñ,tarjima qilmoq
1021,denken::V,soñjal,o'ylamoq
1022,glauben::V,krediñ,ishonmoq
1023,bemerken::V,apresevañ,payqamoq
1024,erkennen::V,anavout,tanimoq
1025,begreifen::V,meizañ,tushunmoq
1026,verstehen::V,kompren,anglamoq
1027,lernen::V,deskiñ,o'qimoq
1028,wissen::V,gouzout,bilmoq
1029,sich erinnern an::V,kaout soñj e,äsni tanimoq
1030,vergessen::V,ankouaat,unutmoq
1031,messen::V,muzuliañ,o'lchamoq
1032,zählen::V,kontañ,raqamlamoq
1033,rechnen::V,jedañ,cho'tlamoq
1034,lesen::V,lenn,o'qimoq
1035,malen::V,livañ,rasm solmoq
1036,zeichnen::V,tresañ,chizmoq
1037,schreiben::V,skrivañ,yozmoq
1038,besitzen::V,kaout,ägalamoq
1039,kaufen::V,prenañ,olmoq
1040,verkaufen::V,gwerzhañ,sotmoq
1041,bezahlen::V,paeañ,to'lamoq
1042,zahlen::V,paeañ,to'lamoq
1043,beherrschen::V,mestroniañ,ägalamoq
1044,ertragen::V,anduriñ,chidamoq
1045,Grube::N,,co'ra
1046,Spur::N,,iz
1047,Lehm::N,,loy
1048,Laut::N,,tovush
1049,Winkel::N,,go'sha
1050,Lagerfeuer::N,,gulxan
1051,vergebens::ADV,,bekorga
1052,untergehen[Sonne]::V,,botmoq
1053,läuten::V,,jiringlamoq
1054,klingeln::V,,jiringlamoq
1055,sich fürchten::V,,hurkmoq
1056,fürchten::V,,qo'rqmoq
1057,gelingen::V,,muvaffaqiyat qozonmoq
1058,geraten::V,,bo'lmoq
1059,schwenken::V,,chayqatmoq
1060,reichen::V,,bermoq
1061,aufziehen::V,,o'stirmoq
1062,schießen::V,,otmoq
1063,treiben::V,,haydamoq
1064,umrühren::V,,atalamoq
1065,ausziehen::V,,echintirmoq
1066,anziehen::V,,kiymoq
