neighbors	cosine_dists
huh	0.1591836777829878
schatje	0.16261698840515293
lieverd	0.17483081901782427
liefje	0.17829357002912627
hé	0.18057492249715856
hè	0.18178643116147591
makker	0.1878267892283092
meneertje	0.19491375595457128
mam	0.20227130269427074
oké	0.2028349237298176
nietwaar	0.20764065081828065
knul	0.20846566383358583
schatjes	0.20902239679714618
pap	0.21126219003529417
snoes	0.2113262843521138
eh	0.21342317372409886
stoere_kerel	0.21357653564765988
kerel	0.21710262547069237
wijfie	0.2184230060262573
papa	0.21881730216799905
