,Concept_ID,nl,sk
194,Wurm::N,worm,červ
195,Spinne::N,spin,pavúk
196,Ameise::N,mier,mravec
197,Laus::N,luis,voš
198,Mücke::N,mug,komár
199,Fliege::N,vlieg,mucha
200,Schmetterling::N,vlinder,motýľ
201,Beere::N,bes,bobuľa
202,Apfel::N,appel,jablko
203,Pilz::N,paddestoel,hríb
204,Zwiebel::N,ui,cibuľa
205,Saat::N,zaad,osivo
206,Korn::N,graan,zrno
207,Korn::N,korrel,zrno
208,Heu::N,hooi,seno
209,Schale::N,schil,šupa
210,Schale::N,schil,škrupina
211,Grube::N,kuil,jama
212,Falle::N,val,pasca
213,Falle::N,val,klepec
214,Schlinge::N,strop,slučka
215,Spur::N,spoor,stopa
216,Asche::N,as,popol
217,Dreck::N,drek,kal
218,Dreck::N,drek,blato
219,Eisen::N,ijzer,železo
220,Gold::N,goud,zlato
221,Silber::N,zilver,striebro
222,Kohle::N,kool,uhlie
223,Glas::N,glas,sklo
224,Lehm::N,klei,íl
225,Lehm::N,klei,hlina
226,Sand::N,zand,piesok
227,Mensch::N,mens,človek
228,Mann::N,man,muž
229,Mann::N,man,chlap
230,Frau::N,vrouw,žena
231,Kind::N,kind,dieťa
232,Junge::N,jongen,chlapec
233,Mädchen::N,meisje,dievka
234,Familie::N,gezin,rodina
235,Familie::N,familie,rodina
236,Großvater::N,grootvader,dedo
237,Großvater::N,grootvader,starý otec
238,Großmutter::N,grootmoeder,babička
239,Großmutter::N,grootmoeder,stará mať
240,Eltern::N,ouders,rodičia
241,Vater::N,vader,otec
242,Mutter::N,moeder,mať
243,Mutter::N,moeder,matka
244,Sohn::N,zoon,syn
245,Tochter::N,dochter,dcéra
246,Bruder::N,broer,brat
247,Bruder::N,broeder,brat
248,Schwester::N,zus,sestra
249,Schwester::N,zuster,sestra
250,Onkel::N,oom,ujo
251,Onkel::N,oom,strýko
252,Tante::N,tante,teta
253,Tante::N,tante,tetka
254,Ehemann::N,echtgenoot,muž
255,Ehemann::N,echtgenoot,manžel
256,Ehefrau::N,echtgenote,žena
257,Ehefrau::N,echtgenote,manželka
258,Freude::N,vreugde,radosť
259,Gelächter::N,gelach,smiech
260,Glück::N,geluk,šťastie
261,Kummer::N,verdriet,žiaľ
262,Kummer::N,verdriet,zármutok
263,Wunsch::N,wens,prianie
264,Wunsch::N,verlangen,prianie
265,Lust::N,zin,chuť
266,Lust::N,lust,chuť
267,Geist::N,geest,duch
268,Gedanke::N,gedachte,myšlienka
269,Gedächtnis::N,geheugen,pamäť
270,Verstand::N,verstand,rozum
271,Sinn::N,betekenis,zmysel
272,Grund::N,reden,dôvod
273,Grund::N,reden,príčina
274,Wahrheit::N,waarheid,pravda
275,Gespräch::N,gesprek,reč
276,Gespräch::N,gesprek,rozhovor
277,Märchen::N,sprookje,rozprávka
278,Erzählung::N,verhaal,poviedka
279,Nachricht::N,tijding,správa
280,Neuigkeit::N,nieuws,novinka
281,Neuigkeit::N,nieuwtje,novinka
282,Name::N,naam,meno
283,Rätsel::N,raadsel,záhada
284,Rätsel::N,raadsel,hádanka
285,Rede::N,rede,reč
286,Sprache::N,taal,reč
287,Sprache::N,taal,jazyk
288,Stimme::N,stem,hlas
289,Wort::N,woord,slovo
290,Zeichen::N,teken,znak
291,Ruf::N,roep,volanie
292,Ruf::N,roep,zavolanie
293,Lärm::N,lawaai,hluk
294,Lärm::N,lawaai,hurhaj
295,Laut::N,klank,zvuk
296,Laut::N,geluid,zvuk
297,Ton::N,toon,tón
298,Ton::N,toon,zvuk
299,Ton::N,klank,tón
300,Ton::N,klank,zvuk
301,Lied::N,lied,pieseň
302,Ruhe::N,rust,pokoj
303,Ruhe::N,stilte,pokoj
304,Leute::N,lui,ľudia
305,Leute::N,mensen,ľudia
306,Volk::N,volk,ľud
307,Volk::N,volk,národ
308,Arbeit::N,werk,práca
309,Arbeit::N,werk,robota
310,Arbeit::N,arbeid,práca
311,Arbeit::N,arbeid,robota
312,Gast::N,gast,hosť
313,Geschenk::N,cadeau,dar
314,Geschenk::N,geschenk,dar
315,Spiel::N,spel,hra
316,Gesellschaft::N,gezelschap,spoločnosť
317,Hilfe::N,hulp,pomoc
318,Freund::N,vriend,priateľ
319,Kamerad::N,maat,kamarát
320,Kamerad::N,metgezel,kamarát
321,Angelegenheit::N,zaak,vec
322,Angelegenheit::N,zaak,záležitosť
323,Angelegenheit::N,aangelegenheid,vec
324,Angelegenheit::N,aangelegenheid,záležitosť
325,Anzahl::N,tal,počet
326,Anzahl::N,tal,množstvo
327,Anzahl::N,aantal,počet
328,Anzahl::N,aantal,množstvo
329,Art::N,slag,druh
330,Art::N,soort,druh
331,Stück::N,stuk,kus
332,Stück::N,stuk,kúsok
333,Teil::N,deel,časť
334,Hälfte::N,helft,polka
335,Hälfte::N,helft,polovica
336,Kreis::N,kring,kruh
337,Kreis::N,cirkel,kruh
338,Kreuz::N,kruis,kríž
339,Linie::N,lijn,línia
340,Strich::N,haal,čiara
341,Strich::N,streep,čiara
342,Abstand::N,afstand,vzdialenosť
343,Entfernung::N,afstand,vzdialenosť
344,Gegend::N,streek,kraj
345,Gegend::N,streek,krajina
346,Platz::N,ruimte,miesto
347,Ort::N,oord,miesto
348,Ort::N,plaats,miesto
349,Seite::N,zij,bok
350,Seite::N,zij,strana
351,Seite::N,kant,bok
352,Seite::N,kant,strana
353,Seite::N,zijde,bok
354,Seite::N,zijde,strana
355,Mitte::N,midden,stred
356,Gegenstand::N,voorwerp,predmet
357,Sache::N,zaak,vec
358,Rand::N,rand,kraj
359,Rand::N,rand,okraj
360,Rand::N,boord,kraj
361,Rand::N,boord,okraj
362,Kante::N,kant,hrana
363,Ecke::N,hoek,roh
364,Spitze::N,punt,hrot
365,Spitze::N,punt,špička
366,Spitze::N,spits,hrot
367,Spitze::N,spits,špička
368,Ende::N,einde,koniec
369,Ende::N,uiteinde,koniec
370,Loch::N,gat,diera
371,Winkel::N,hoek,kút
372,Muster::N,dessin,vzor
373,Muster::N,dessin,vzorka
374,Muster::N,patroon,vzor
375,Muster::N,patroon,vzorka
376,Größe::N,grootte,veľkosť
377,Länge::N,lengte,dĺžka
378,Höhe::N,hoogte,výška
379,Gewicht::N,gewicht,váha
380,Menge::N,hoeveelheid,množstvo
381,Haufen::N,hoop,hŕba
382,Reihe::N,rij,rad
383,Reihe::N,reeks,rad
384,Boot::N,boot,čln
385,Ruder::N,roeiriem,veslo
386,Schlitten::N,slee,sane
387,Schlitten::N,slede,sane
388,Ski::N,ski,lyža
389,Lagerfeuer::N,kampvuur,táborák
390,Last::N,last,ťarcha
391,Last::N,last,bremeno
392,Last::N,vracht,ťarcha
393,Last::N,vracht,bremeno
394,Gang::N,wandeling,chôdza
395,Schritt::N,stap,krok
396,Schritt::N,schrede,krok
397,Norden::N,noorden,sever
398,Süden::N,zuiden,juh
399,Westen::N,westen,západ
400,Osten::N,oosten,východ
401,Holz::N,hout,drevo
402,Brett::N,plank,doska
403,Platte::N,plaat,doska
404,Platte::N,plaat,platňa
405,Stütze::N,stut,opora
406,Stütze::N,steun,opora
407,Stange::N,stang,tyč
408,Stock::N,stok,palica
409,Stab::N,staf,palica
410,Rohr::N,pijp,rúra
411,Haus::N,huis,dom
412,Heim::N,tehuis,domov
413,Ofen::N,kachel,pec
414,Ofen::N,kachel,kachle
415,Fußboden::N,vloer,dlážka
416,Fußboden::N,vloer,podlaha
417,Tisch::N,tafel,stôl
418,Stuhl::N,stoel,stolička
419,Wiege::N,wieg,kolíska
420,Bett::N,bed,lôžko
421,Bett::N,bed,posteľ
422,Regal::N,rek,regál
423,Regal::N,rek,polica
424,Kiste::N,kist,debna
425,Fenster::N,raam,okno
426,Fenster::N,raam,oblok
427,Fenster::N,venster,okno
428,Fenster::N,venster,oblok
429,Tür::N,deur,dvere
430,Tor::N,poort,vráta
431,Zaun::N,omheining,plot
432,Zaun::N,omheining,ohrada
433,Dach::N,dak,krov
434,Dach::N,dak,strecha
435,Leiter::N,ladder,rebrík
436,Leiter::N,ladder,rebrina
437,Besen::N,bezem,metla
438,Spaten::N,schop,rýľ
439,Schaufel::N,schep,lopata
440,Gabel::N,vork,vidlička
441,Löffel::N,lepel,lyžica
442,Messer::N,mes,nôž
443,Nagel::N,spijker,klinec
444,Netz::N,net,sieť
445,Haken::N,haak,hák
446,Haken::N,haak,háčik
447,Griff::N,handvat,rukoväť
448,Schloss::N,slot,zámka
449,Bild::N,beeld,obraz
450,Figur::N,figuur,figúra
451,Puppe::N,pop,bábka
452,Puppe::N,pop,bábika
453,Beutel::N,zak,vrece
454,Beutel::N,zak,vrecko
455,Beutel::N,buidel,vrece
456,Beutel::N,buidel,vrecko
457,Bündel::N,pak,uzlík
458,Bündel::N,pak,zväzok
459,Bündel::N,bundel,uzlík
460,Bündel::N,bundel,zväzok
461,Tasche::N,tas,taška
462,Tasche::N,tas,kabelka
463,Eimer::N,emmer,vedro
464,Deckel::N,deksel,vrchnák
465,Deckel::N,deksel,pokrývka
466,Geschirr::N,vaatwerk,nádoba
467,Sack::N,zak,mech
468,Sack::N,zak,vrece
469,Tasse::N,kop,šálka
470,Topf::N,pan,hrniec
471,Kessel::N,ketel,kotol
472,Essen::N,eten,jedlo
473,Nahrung::N,voedsel,strava
474,Nahrung::N,voedsel,potrava
475,Speise::N,spijs,jedlo
476,Fleisch::N,vlees,mäso
477,Getreide::N,graan,obilie
478,Brei::N,pap,kaša
479,Brei::N,brij,kaša
480,Brot::N,brood,chlieb
481,Scheibe::N,plak,kotúč
482,Scheibe::N,plak,krajec
483,Scheibe::N,snede,kotúč
484,Scheibe::N,snede,krajec
485,Fett::N,vet,tuk
486,Fett::N,vet,masť
487,Butter::N,boter,maslo
488,Öl::N,olie,olej
489,Salz::N,zout,soľ
490,Suppe::N,soep,polievka
491,Honig::N,honing,med
492,Milch::N,melk,mlieko
493,Tee::N,thee,čaj
494,Leder::N,leer,koža
495,Leder::N,leder,koža
496,Wolle::N,wol,vlna
497,Stoff::N,stof,súkno
498,Nadel::N,naald,ihla
499,Faden::N,draad,niť
500,Faden::N,draad,vlákno
501,Knopf::N,knoop,gombík
502,Knoten::N,knoop,uzol
503,Farbe::N,verf,farba
504,Kleidung::N,kledij,šaty
505,Kleidung::N,kledij,šatstvo
506,Kleidung::N,kleding,šaty
507,Kleidung::N,kleding,šatstvo
508,Hemd::N,hemd,košeľa
509,Kragen::N,kraag,golier
510,Ärmel::N,mouw,rukáv
511,Hose::N,broek,nohavice
512,Hose::N,pantalon,nohavice
513,Gürtel::N,riem,pás
514,Gürtel::N,riem,opasok
515,Gürtel::N,gordel,pás
516,Gürtel::N,gordel,opasok
517,Mütze::N,muts,čiapka
518,Schuh::N,schoen,obuv
519,Schuh::N,schoen,topánka
520,Stiefel::N,laars,čižma
521,Ring::N,ring,prsteň
522,Band::N,lint,stuha
523,Kamm::N,kam,hrebeň
524,Spiegel::N,spiegel,zrkadlo
525,Riemen::N,riem,remeň
526,Schnur::N,koord,šnúra
527,Leine::N,lijn,vodidlo
528,Decke::N,deken,deka
529,Decke::N,deken,prikrývka
530,Kissen::N,kussen,poduška
531,Tuch::N,doek,šatka
532,Handtuch::N,handdoek,uterák
533,Kraft::N,kracht,moc
534,Stärke::N,sterkte,sila
535,Gesundheit::N,gezondheid,zdravie
536,Krankheit::N,ziekte,nemoc
537,Krankheit::N,ziekte,choroba
538,Schmerz::N,pijn,bolesť
539,Wunde::N,wond,rana
540,Fieber::N,koorts,horúčka
541,Arznei::N,medicament,liek
542,Arznei::N,geneesmiddel,liek
543,Brücke::N,brug,most
544,Brunnen::N,put,studňa
545,Brunnen::N,bron,studňa
546,Weide::N,wei,pastva
547,Weide::N,weide,pastva
548,Pfad::N,pad,chodník
549,Weg::N,weg,cesta
550,Straße::N,baan,hradská
551,Straße::N,straat,hradská
552,Dorf::N,dorp,dedina
553,Stadt::N,stad,mesto
554,Brief::N,brief,list
555,Buch::N,boek,kniha
556,Buchstabe::N,letter,litera
557,Buchstabe::N,letter,písmeno
558,Zeitung::N,krant,noviny
559,Zeitung::N,dagblad,noviny
560,Leben::N,leven,život
561,Tod::N,dood,smrť
562,Grab::N,graf,hrob
563,Kirche::N,kerk,kostol
564,Sünde::N,zonde,hriech
565,Gott::N,god,boh
566,Arbeiter::N,arbeider,robotník
567,Arbeiter::N,arbeider,pracnovík
568,Chef::N,chef,šéf
569,Chef::N,chef,riaditeľ
570,Meister::N,meester,majster
571,Arzt::N,arts,lekár
572,Arzt::N,dokter,lekár
573,Lehrer::N,leraar,učiteľ
574,Lehrer::N,onderwijzer,učiteľ
575,Geld::N,geld,peniaze
576,Geschäft::N,zaak,obchod
577,Laden::N,winkel,obchod
578,Preis::N,prijs,cena
579,Ware::N,waar,tovar
580,Nutzen::N,nut,osoh
581,Nutzen::N,nut,úžitok
582,Nutzen::N,voordeel,osoh
583,Nutzen::N,voordeel,úžitok
584,Reichtum::N,rijkdom,bohatstvo
585,Welt::N,wereld,svet
586,Land::N,land,územie
587,Land::N,land,krajina
588,Staat::N,staat,štát
589,König::N,koning,kráľ
590,Macht::N,macht,moc
591,Macht::N,macht,mocnosť
592,Grenze::N,grens,hranica
593,Krieg::N,oorlog,vojna
594,Feind::N,vijand,nepriateľ
595,Gewalt::N,geweld,násilie
596,Kampf::N,strijd,boj
597,Kampf::N,gevecht,boj
598,Bogen[Waffe]::N,boog,luk
599,Pfeil::N,pijl,šíp
600,Pfeil::N,pijl,strela
601,Gewehr::N,geweer,puška
602,Fehler::N,fout,omyl
603,Fehler::N,fout,chyba
604,Lüge::N,leugen,lož
605,Schaden::N,schade,ujma
606,Schaden::N,schade,škoda
607,Unglück::N,tegenspoed,nešťastie
608,Schuld::N,schuld,vina
609,Schuld::N,schuld,previnenie
610,Alter::N,leeftijd,vek
611,Schluss::N,slot,záver
612,Schluss::N,slot,koniec
613,Zeit::N,tijd,čas
614,Tag::N,dag,deň
615,Morgen::N,morgen,ráno
616,Morgen::N,ochtend,ráno
617,Mittag::N,middag,poludnie
618,Abend::N,avond,večer
619,Nacht::N,nacht,noc
620,Woche::N,week,týždeň
621,Monat::N,maand,mesiac
622,Jahr::N,jaar,rok
623,Frühling::N,lente,jar
624,Frühling::N,voorjaar,jar
625,Sommer::N,zomer,leto
626,Herbst::N,herfst,jeseň
627,Winter::N,winter,zima
628,Januar::N,januari,január
629,Februar::N,februari,február
630,März::N,maart,marec
631,April::N,april,apríl
632,Mai::N,mei,máj
633,Juni::N,juni,jún
634,Juli::N,juli,júl
635,August::N,augustus,august
636,September::N,september,september
637,Oktober::N,oktober,október
638,November::N,november,november
639,Dezember::N,december,december
640,Montag::N,maandag,pondelok
641,Dienstag::N,dinsdag,utorok
642,Mittwoch::N,woensdag,streda
643,Donnerstag::N,donderdag,štvrtok
644,Freitag::N,vrijdag,piatok
645,Samstag::N,zaterdag,sobota
646,Sonntag::N,zondag,nedeľa
647,groß::A,groot,veľký
648,klein::A,klein,malý
649,lang::A,lang,dlhý
650,kurz::A,kort,krátky
651,breit::A,breed,široký
652,schmal::A,smal,úzky
653,dicht::A,dicht,hustý
654,dick[Gegenstand]::A,dik,tlstý
655,dünn::A,dun,tenký
656,fein::A,fijn,jemný
657,fest::A,vast,pevný
658,flach::A,plat,rovný
659,flach::A,plat,plochý
660,glatt::A,glad,hladký
661,hart::A,hard,tvrdý
662,weich::A,week,mäkký
663,rund::A,rond,guľatý
664,rund::A,rond,okrúhly
665,spitz::A,spits,končitý
666,spitz::A,puntig,končitý
667,scharf::A,scherp,ostrý
668,stumpf::A,stomp,tupý
669,schwer::A,zwaar,ťažký
670,schön::A,mooi,pekný
671,schön::A,mooi,krásny
672,schön::A,fraai,pekný
673,schön::A,fraai,krásny
674,heiß::A,heet,horúci
675,warm::A,warm,teplý
676,kalt::A,koud,studený
677,kühl::A,koel,chladný
678,frisch::A,fris,svieži
679,feucht::A,vochtig,vlhký
680,feucht::A,vochtig,zvlhnutý
681,nass::A,nat,mokrý
682,trocken::A,droog,suchý
683,voll::A,vol,plný
684,leer::A,leeg,prázdny
685,offen::A,open,otvorený
686,geschlossen::A,gesloten,zavretý
687,sauber::A,net,čistý
688,sauber::A,schoon,čistý
689,schmutzig::A,vuil,špinavý
690,roh::A,rauw,surový
691,reif::A,rijp,zrelý
692,lecker::A,lekker,chutný
693,süß::A,zoet,sladký
694,bitter::A,bitter,horký
695,sauer::A,zuur,kyslý
696,hell::A,licht,jasný
697,hell::A,licht,svetlý
698,hell::A,helder,jasný
699,hell::A,helder,svetlý
700,dunkel::A,donker,temný
701,schwarz::A,zwart,čierny
702,weiß::A,wit,biely
703,rot::A,rood,červený
704,gelb::A,geel,žltý
705,blau::A,blauw,modrý
706,blau::A,blauw,belasý
707,grün::A,groen,zelený
708,grau::A,grijs,šedý
709,bunt::A,bont,pestrý
710,billig::A,goedkoop,lacný
711,teuer::A,duur,drahý
712,wertvoll::A,kostbaar,cenný
713,wertvoll::A,waardevol,cenný
714,blind::A,blind,slepý
715,taub::A,doof,hluchý
716,kräftig::A,krachtig,silný
717,stark::A,sterk,silný
718,schwach::A,zwak,slabý
719,schwach::A,zwak,bezvládny
720,fett::A,vet,tučný
721,schlank::A,slank,štíhly
722,hübsch::A,leuk,šumný
723,hübsch::A,leuk,švárny
724,böse::A,kwaad,zlý
725,dumm::A,dom,hlúpy
726,faul::A,lui,lenivý
727,fleißig::A,vlijtig,snaživý
728,fleißig::A,vlijtig,usilovný
729,geizig::A,gierig,skupý
730,geizig::A,gierig,lakomý
731,klug::A,slim,múdry
732,klug::A,slim,bystrý
733,klug::A,schrander,múdry
734,klug::A,schrander,bystrý
735,klug::A,verstandig,múdry
736,klug::A,verstandig,bystrý
737,geschickt::A,handig,zručný
738,geschickt::A,handig,šikovný
739,geschickt::A,vaardig,zručný
740,geschickt::A,vaardig,šikovný
741,lieb::A,lief,milý
742,lustig::A,vrolijk,veselý
743,sanft::A,zacht,nežný
744,hungrig::A,hongerig,lačný
745,hungrig::A,hongerig,hladný
746,krank::A,ziek,chorý
747,krank::A,ziek,nemocný
748,nackt::A,naakt,nahý
749,traurig::A,treurig,smutný
750,traurig::A,bedroefd,smutný
751,lebendig::A,levend,živý
752,gut::A,goed,dobrý
753,schlecht::A,slecht,zlý
754,richtig::A,juist,správny
755,schlimm::A,erg,zlý
756,schlimm::A,erg,nepríjemný
757,schlimm::A,kwaad,zlý
758,schlimm::A,kwaad,nepríjemný
759,wahr::A,waar,pravý
760,wahr::A,waar,pravdivý
761,alt::A,oud,starý
762,neu::A,nieuw,nový
763,ehemalig::A,voormalig,bývalý
764,alt[Lebewesen]::A,oud,starý
765,jung::A,jong,mladý
766,arm::A,arm,chudobný
767,reich::A,rijk,bohatý
768,bekannt::A,bekend,známy
769,berühmt::A,beroemd,slávny
770,berühmt::A,beroemd,povestný
771,fremd::A,vreemd,cudzí
772,verschieden::A,verscheiden,rôzny
773,verschieden::A,verscheiden,rozličný
774,verschieden::A,verschillend,rôzny
775,verschieden::A,verschillend,rozličný
776,nah::A,nabij,blízky
777,nah::A,nabijgelegen,blízky
778,fern::A,ver,ďaleký
779,linker::A,linker,ľavý
780,rechter::A,rechter,pravý
781,anderer::A,andere,iný
782,anderer::A,andere,druhý
783,erster::A,eerste,prvý
784,zweiter::A,tweede,druhý
785,dritter::A,derde,tretí
786,letzter::A,laatste,ostatný
787,letzter::A,laatste,posledný
788,allein::ADV,alleen,sám
789,auf einmal::ADV,ineens,zároveň
790,auf einmal::ADV,tegelijk,zároveň
791,zusammen::ADV,samen,spolu
792,zusammen::ADV,samen,spoločne
793,zusammen::ADV,bijeen,spolu
794,zusammen::ADV,bijeen,spoločne
795,lange::ADV,lang,dlho
796,plötzlich::ADV,eensklaps,náhle
797,plötzlich::ADV,plotsklaps,náhle
798,sofort::ADV,terstond,hneď
799,sofort::ADV,terstond,ihneď
800,sofort::ADV,aanstonds,hneď
801,sofort::ADV,aanstonds,ihneď
802,sofort::ADV,onmiddelijk,hneď
803,sofort::ADV,onmiddelijk,ihneď
804,später::ADV,later,neskoršie
805,jetzt::ADV,nu,teraz
806,jetzt::ADV,nou,teraz
807,jetzt::ADV,thans,teraz
808,heute::ADV,heden,dnes
809,heute::ADV,vandaag,dnes
810,morgen::ADV,morgen,zajtra
811,bald::ADV,gauw,skoro
812,bald::ADV,weldra,skoro
813,dann::ADV,dan,nato
814,dann::ADV,dan,potom
815,dann::ADV,toen,nato
816,dann::ADV,toen,potom
817,gestern::ADV,gisteren,včera
818,einst::ADV,eens,kedysi
819,einst::ADV,eens,niekedy
820,damals::ADV,toen,vtedy
821,damals::ADV,destijds,vtedy
822,danach::ADV,daarna,potom
823,danach::ADV,daarna,podľa toho
824,vorher::ADV,vooraf,napred
825,vorher::ADV,vooraf,predtým
826,vorher::ADV,van tevoren,napred
827,vorher::ADV,van tevoren,predtým
828,zuerst::ADV,eerst,najprv
829,zuerst::ADV,het eerst,najprv
830,einmal::ADV,eens,raz
831,einmal::ADV,eens,jedenkrát
832,einmal::ADV,eenmaal,raz
833,einmal::ADV,eenmaal,jedenkrát
834,manchmal::ADV,soms,občas
835,manchmal::ADV,soms,niekedy
836,oft::ADV,vaak,často
837,oft::ADV,dikwijls,často
838,immer::ADV,altijd,vždy
839,immer::ADV,altijd,ustavične
840,niemals::ADV,nooit,nikdy
841,hier::ADV,hier,tu
