,Concept_ID,os,kl
700,fest::A,фидар,tangeqarpoq
701,fest::A,хъӕддых,tangeqarpoq
702,flach::A,тъӕпӕн,nalimmappoq
703,glatt::A,лӕгъз,quasak
704,hart::A,хъӕбӕр,mattusooq
705,hart::A,хъӕбӕр,manngerpoq
706,hart::A,хъӕбӕр,titeqquluppoq
707,weich::A,фӕлмӕн,nerumaarpoq
708,rund::A,тымбыл,ammallorippoq
709,spitz::A,цыргъбырынкъ,qummukujooq
710,spitz::A,цыргъфындз,qummukujooq
711,scharf::A,цыргъ,ipippoq
712,stumpf::A,къуымых,anngerpoq
713,schwer::A,уӕззау,oqimaappoq
714,schön::A,аив,kusanarpoq
715,schön::A,рӕсугъд,kusanarpoq
716,heiß::A,тӕвд,kiappoq
717,warm::A,хъарм,oqorpoq
718,kalt::A,уазал,issippoq
719,kühl::A,сатæг,pueqqortippoq
720,kühl::A,уазалгомау,pueqqortippoq
721,frisch::A,сатæг,
722,feucht::A,уымӕл,isugutavoq
723,feucht::A,уымӕл,qaasernarpoq
724,nass::A,хуылыдз,imerorpoq
725,trocken::A,хус,panerpoq
726,voll::A,дзаг,ulikkaarpoq
727,voll::A,йедзаг ,ulikkaarpoq
728,leer::A,афтид,imaattuarpoq
729,offen::A,гом,ammavoq
730,geschlossen::A,æхгæд,matuvoq
731,sauber::A,сыгъдæг,eqqippoq
732,sauber::A,сыгъдæг,sukuluippoq
733,sauber::A,сыгъдæг,ipeqanngilaq
734,schmutzig::A,чъиллон,tapappoq
735,schmutzig::A,чъиллон,minguppoq
736,roh::A,хом,aapavoq
737,reif::A,рӕгъӕд,qaarulerpoq
738,lecker::A,хӕрзад,
739,süß::A,адджын,tungusunnippoq
740,bitter::A,судзаг,qasilippoq
741,sauer::A,туаг,
742,hell::A,рухс,qaamavoq
743,dunkel::A,талынг,qernerpoq
744,schwarz::A,сау,qernerpoq
745,weiß::A,урс,qaqorpoq
746,rot::A,сырх,aappaluppoq
747,gelb::A,бур,sungaarpoq
748,blau::A,цъӕх,tungujorpoq
749,grün::A,цъӕх,qorsooqqippoq
750,grün::A,кӕрдӕгхуыз,qorsooqqippoq
751,grau::A,цъӕх,qaserpoq
752,grau::A,фӕныкхуыз,qaserpoq
753,bunt::A,хъулон,
754,bunt::A,гæрæм,
755,billig::A,аслам,akikippoq
756,teuer::A,зынаргъ,
757,wertvoll::A,зынаргъ,erlinnarpoq
758,blind::A,куырм,tappiippoq
759,blind::A,куырм,isigisaqanngilaq
760,taub::A,къуырма,tusilarpoq
761,kräftig::A,домбай,pissaq
762,kräftig::A,домбай,pissarsuaq
763,kräftig::A,тыхджын,pissaq
764,kräftig::A,тыхджын,pissarsuaq
765,stark::A,тыхджын,sanngivoq
766,schwach::A,ӕнӕбон,nakuippoq
767,fett::A,нард,pualavoq
768,schlank::A,гуырвидыц,tuappoq
769,schlank::A,хæрзконд,tuappoq
770,schlank::A,рæхснæг,tuappoq
771,schlank::A,сагамад,tuappoq
772,hübsch::A,аив,aatsialaq
773,hübsch::A,рӕсугъд,aatsialaq
774,böse::A,фыдзӕрдӕ,ajorpoq
775,dumm::A,ӕдылы,taqajak
776,dumm::A,ӕдылы,sikkilluppoq
777,dumm::A,ӕдылы,qaatusimasaqanngilaq
778,faul::A,зивӕг,eqiasuppoq
779,faul::A,зивӕг,eqiattortuvoq
780,faul::A,зивӕггӕнаг,eqiasuppoq
781,faul::A,зивӕггӕнаг,eqiattortuvoq
782,fleißig::A,æнæзивæг,eqiasuippoq
783,fleißig::A,æнувыд,eqiasuippoq
784,geizig::A,чъынды,iasilaarpoq
785,geizig::A,чъынды,tukkuippoq
786,geizig::A,æлгъин,iasilaarpoq
787,geizig::A,æлгъин,tukkuippoq
788,geizig::A,мæрддзæст,iasilaarpoq
789,geizig::A,мæрддзæст,tukkuippoq
790,klug::A,зондджын,mallak
791,klug::A,зондджын,ittanneq
792,klug::A,зондджын,kutaappoq
793,klug::A,зондджын,kuttaappoq
794,klug::A,зондджын,qarasagippoq
795,geschickt::A,хӕрзарӕхст,
796,lieb::A,уарзон,akisooq
797,lustig::A,хъӕлдзӕг,piikulavoq
798,sanft::A,мынчын,isumagippoq
799,hungrig::A,ӕххормаг,kaappoq
800,hungrig::A,ӕххормаг,perlilerpoq
801,krank::A,нӕфӕразгӕ,napparsimavoq
802,nackt::A,бӕгънӕг,
803,traurig::A,ӕрхӕндӕг,aliasuppoq
804,lebendig::A,цардӕгас,uumavoq
805,gut::A,хорз,ajunngilaq
806,schlecht::A,цауд,sualuppoq
807,richtig::A,раст,iluarpoq
808,schlimm::A,ӕвзӕр,amiilaarnarpoq
809,wahr::A,ӕцӕг,ilumoorpoq
810,alt::A,зӕронд,pisoqaq
811,neu::A,ног,nutaavoq
812,ehemalig::A,раздӕры,
813,alt[Lebewesen]::A,ацӕргӕ,utoqqaq
814,jung::A,ӕрыгон,inuusuppoq
815,jung::A,ӕрыгон,kingulliarsuk
816,arm::A,мӕгуыр,piillasoq
817,arm::A,мӕгуыр,piitsuuvoq
818,reich::A,хъӕздыг,pisuuvoq
819,bekannt::A,зонгӕ,
820,berühmt::A,номдзыд,tusaamasaq
821,fremd::A,æцæгæлон,ajasoornarpoq
822,verschieden::A,æндæр æмæ æндæр,allatut
823,verschieden::A,æндæр æмæ æндæр,tamalaat
824,verschieden::A,алы,allatut
825,verschieden::A,алы,tamalaat
826,verschieden::A,алыхуызон,allatut
827,verschieden::A,алыхуызон,tamalaat
828,nah::A,хӕстӕг,qanippoq
829,fern::A,дард,ungasippoq
830,fern::A,дӕрддаг,ungasippoq
831,linker::A,галиу,saamerleq
832,rechter::A,рахиз,innarluissut
833,anderer::A,иннӕ,
834,anderer::A,ӕндӕр,
835,erster::A,фыццаг,siulleq
836,erster::A,фыццӕгӕм,siulleq
837,zweiter::A,дыккаг,qataatsup tullia
838,zweiter::A,дыккæгæм,qataatsup tullia
839,dritter::A,æртыккаг,pingajorarterut
840,dritter::A,æртыккæгæм,pingajorarterut
841,letzter::A,фӕстаг,kingulleq
842,allein::ADV,иунæг,kisimiippoq
843,auf einmal::ADV,уайтагъд,tassanngaannaq
844,auf einmal::ADV,æвиппайды,tassanngaannaq
845,auf einmal::ADV,æваст,tassanngaannaq
846,zusammen::ADV,иумӕ,attaasa
847,zusammen::ADV,иумӕ,attarmik
848,lange::ADV,бирæ рæстæг,akuni
849,plötzlich::ADV,æвиппайды,tassanngaannaq
850,plötzlich::ADV,æваст,tassanngaannaq
851,sofort::ADV,уыцы сахат,erniinnaq
852,sofort::ADV,уайтагъд,erniinnaq
853,später::ADV,фæстæдæр,kingorna
854,jetzt::ADV,ныр,maanna
855,jetzt::ADV,ныр,massakkut
856,heute::ADV,абон,ullumi
857,morgen::ADV,райсом,aqagu
858,bald::ADV,тагъд,erniinnaq
859,bald::ADV,рæхджы,erniinnaq
860,dann::ADV,стæй,taava
861,gestern::ADV,знон,ippassaq
862,einst::ADV,кӕддӕр,ataatsimik
863,einst::ADV,кӕддӕр,ilaanni
864,damals::ADV,уæд,taamani
865,damals::ADV,уæд,taamanikkut
866,damals::ADV,уæд,taassumuunakkut
867,danach::ADV,стæй,taava
868,danach::ADV,уый фæстæ,taava
869,vorher::ADV,раздæр,siornagut
870,zuerst::ADV,фыццаг,
871,einmal::ADV,иу хатт,ilaanni
872,einmal::ADV,иу хатт,ataatsimik
873,manchmal::ADV,хатт,qaqutigu
874,manchmal::ADV,хатт,qaqutigut
875,oft::ADV,арæх,akulikitsumik
876,immer::ADV,ӕдзух,tamatigut
877,niemals::ADV,никуы,
878,niemals::ADV,никæд,
879,hier::ADV,ам,maani
880,hierhin::ADV,ардӕм,maani
881,von hier::ADV,ардыгæй,
882,dort::ADV,уым,
883,dorthin::ADV,уырдӕм,ikuuna
884,geradeaus::ADV,æргом,narlumut
885,vorwärts::ADV,размӕ,pilangavoc
886,rückwärts::ADV,фӕстӕмӕ,kingumut
887,rückwärts::ADV,фӕстӕмӕ,tunumut or tunummut
888,zurück::ADV,фӕстӕмӕ,kingumut
889,zurück::ADV,фӕстӕмӕ,tunumut or tunummut
890,unten::ADV,дæлæ,kana
891,unten::ADV,дæлейы,kana
892,unten::ADV,бынæй,kana
893,hinab::ADV,дӕлӕмӕ,qiviu
894,hinab::ADV,уырдыгмӕ,qiviu
895,oben::ADV,уӕле,
896,hinauf::ADV,уӕлӕмӕ,
897,überall::ADV,алыран,tamaginni
898,überall::ADV,алыран,tamani tamaani
899,überall::ADV,алкæм,tamaginni
900,überall::ADV,алкæм,tamani tamaani
901,überall::ADV,кæмдæриддæр,tamaginni
902,überall::ADV,кæмдæриддæр,tamani tamaani
903,nicht::ADV,нӕ,
904,ein wenig::ADV,чысыл,
905,kaum::ADV,цъус,qaqutigorsuaq
906,sehr::ADV,тынг,assut
907,sehr::ADV,иттӕг,assut
908,so::ADV,афтӕ,
909,noch::ADV,ма,qeratavoq
910,nur::ADV,канд,
911,nur::ADV,ӕрмӕст,
912,schon::ADV,нырид,taava-una
913,wieder::ADV,ногӕй,kingumut
914,vergebens::ADV,дзæгъæлы,angiluk
915,vergebens::ADV,уæгъды,angiluk
916,vergebens::ADV,æнæхъуаджы,angiluk
917,vor::PRP,разы,
918,hinter::PRP,фӕстӕ,
919,unter::PRP,бын,
920,durch::PRP,æхсæнты,
921,neben::PRP,цур,
922,zwischen::PRP,астӕу,
923,wegen::PRP,тыххай,
924,dies::PRN,ай,manna
925,dies::PRN,ай,matuma
926,das::PRN,уый,ua
927,alles::PRN,алцы,
928,alles::PRN,æппæтдæр,
929,alles::PRN,иууылдӕр,
930,ich::PRN,æз,uanga
931,du::PRN,ды,illit
932,er::PRN,уый,una
933,wir::PRN,мах,uagut
934,ihr::PRN,сымах,ilissi
935,sie::PRN,уыдон,uku
936,was::FPRN,цы,aat?
937,wer::FPRN,чи,kikkut
938,wo::FADV,кӕм,sumi
939,wohin::FADV,кӕдӕм,sumut
940,wie::FADV,куыд,qanoq
941,warum::FADV,цӕмӕн,sooq
942,wieviel::FNUM,цал,qassit
943,wieviel::FNUM,цал,qanoq atsigisumik?
944,eins::NUM,иу,ataaseq
945,zwei::NUM,дыууӕ,marluk
946,drei::NUM,ӕртӕ,pingasut
947,vier::NUM,цыппар,sisamat
948,vier::NUM,цыппар,qajuusat
949,fünf::NUM,фондз,tallimat
950,sechs::NUM,ӕхсӕз,arfineq
951,sechs::NUM,ӕхсӕз,arfinillit
952,sieben::NUM,авд,arfineq-marluk
953,acht::NUM,аст,arfineq pingasut
954,neun::NUM,фараст,qulingiluat
955,neun::NUM,фараст,arfineq sisamat
956,zehn::NUM,дӕс,qulit
957,elf::NUM,иуæндæс,aqqaneq
958,zwölf::NUM,дыууадæс,aqqaneq-marluk
959,zwanzig::NUM,дыууын,tyve
960,dreißig::NUM,æртын,tredive
961,dreißig::NUM,æртын,pingasunik qulillit
962,dreißig::NUM,дæсæмæссæдз,tredive
963,dreißig::NUM,дæсæмæссæдз,pingasunik qulillit
964,vierzig::NUM,цыппор,fyrre
965,vierzig::NUM,цыппур,fyrre
966,vierzig::NUM,дыууиссæдзы,fyrre
967,fünfzig::NUM,фӕндзай,halvtreds
968,fünfzig::NUM,фӕндзай,tallimanik qulillit
969,sechzig::NUM,æхсай,tres
970,sechzig::NUM,æртиссæдзы,tres
971,siebzig::NUM,æвдай,halvfjerds
972,siebzig::NUM,дæс æмæ æртиссæдзы,halvfjerds
973,achtzig::NUM,цыппарыссæдзы,firs
974,achtzig::NUM,æстай,firs
975,neunzig::NUM,нæуæдз,halvfems
976,neunzig::NUM,дæс æмæ цыппарыссæдзы,halvfems
977,hundert::NUM,сӕдӕ,et hundrede
978,tausend::NUM,мин,et tusinde
979,und::CNJ,ӕмӕ,aamma
980,oder::CNJ,кӕнӕ,imalluunnit
981,stehen::V,лӕууын,sikingavoq
982,sitzen::V,бадын,ingippoq
983,liegen::V,хуыссын,nalavoq
984,liegen::V,хуыссын,aqupivoq
985,hängen::V,ауыгъд уын,nivinngarpaa
986,werden::V,суӕвын,pinngorpoq
987,passieren::V,æрцæуын,pivoq
988,beginnen::V,райдайын,aallarnerpaa
989,enden::V,фæуын,naggaserpaa
990,wechseln::V,ивын,immikkut ilivoq
991,aufgehen[Sonne]::V,скæсын,
992,untergehen[Sonne]::V, аныгуылын,ilioqqaasoq
993,scheinen[Sonne]::V,рухс кӕнын,qinnorpoq
994,scheinen[Sonne]::V,рухс кӕнын,qinngorpoq
995,donnern::V,нæрын,kalleq
996,wehen::V,дымын,timmivoq
997,strömen::V,кӕлын,
998,fließen::V,цæуын,
999,fließen::V,уайын,
1000,fließen::V,кæлын,
1001,sich drehen::V,зилын,ipippaa
1002,schwanken::V,æнкъуысын,aalavoq
1003,schwingen::V,æнкъуысын,issakajaat or issakatsiaarut
1004,schwingen::V,змæлын,issakajaat or issakatsiaarut
1005,fallen::V,хауын,quasivaa
1006,brennen::V,судзын,seerpoq
1007,brennen::V,судзын,uuppaa
1008,rauchen::V,фæздæг кæнын,pujoorpoq
1009,regnen::V,уарын,siallerpoq
1010,gefrieren::V,сӕлын,qiulerpoq
1011,tauen::V,стайын,aappoq
1012,schmelzen::V,тайын,aappoq
1013,schmelzen::V,тайын,aatsippaa
1014,trocknen::V,хус кæнын,panerserpaa
1015,sieden::V,фыцын,qalappoq
1016,faulen::V,ӕмбийын,
1017,verfaulen::V,бамбийын,
1018,reißen::V,скъуийын,qulli
1019,reißen::V,скъуийын,alittorpaa
1020,reißen::V,скъуийын,kimillanneq
1021,versinken::V,дӕлдон_кӕнын,kivivaa
1022,versinken::V,дӕлдон_кӕнын,apparpoq
1023,vergehen::V,аивгъуийын,qaangerpaa
1024,vergehen::V,аивгъуийын,sarsuppoq
1025,erscheinen::V,разынын,takutippoq
1026,verschwinden::V,фæтары уын,
1027,verschwinden::V,фæдæлдзæх уын,
1028,verschwinden::V,фесæфын,
1029,verschwinden::V,æрбайсæфын,
1030,sinken::V,дæлæмæ æрхауын,kivivaa
1031,sinken::V,дæлæмæ æрхауын,apparpoq
1032,abnehmen::V,фæкъаддæр уын,ikillipput
1033,abnehmen::V,фæцух уын,ikillipput
1034,zunehmen::V,фæфылдæр уын,allisippaa
1035,zunehmen::V,сбирæ уын,allisippaa
1036,zunehmen::V,сахадын,allisippaa
1037,steigen::V,сыстын,allisippaa
1038,wachsen::V,рӕзын,allivoq
1039,glänzen::V,ӕрттивын,qinngorpoq
1040,glänzen::V,ӕрттивын,qinnorpoq
1041,funkeln::V,тыбар-тыбур_кӕнын,uisorilavoq
1042,lärmen::V,хъæлæба кæнын,
1043,läuten::V,цæгъдын,avilualaarpoq
1044,klingeln::V,цæгъдын,aviluarpoq
1045,klingeln::V,цæгъдын,aviluarpaluppoq
1046,klirren::V,дзыгъал-мыгъул кæнын,
1047,klirren::V,дзæгъ-дзæгъ кæнын,
1048,brausen::V,абухын,ittuk
1049,brausen::V,абухын,ittuppoq
1050,brausen::V,абухын,ittuppaluppoq
1051,klingen::V,зæлын,
1052,klingen::V,азæлын,
1053,klingen::V,хъуысын,
1054,bellen::V,рæйын,qiluppoq
1055,heulen::V,ниуын,maarpoq
1056,heulen::V,ниуын,maalavoq
1057,heulen::V,ниуын,miaggoorpoq
1058,blasen::V,фу кӕнын,aporneq
1059,pfeifen::V,æхситт кæнын,siggartartitsivoq
1060,pfeifen::V,æхситт кæнын,siorsulavoq
1061,pfeifen::V,къуыззитт кæнын,siggartartitsivoq
1062,pfeifen::V,къуыззитт кæнын,siorsulavoq
1063,schreien::V,хъӕр кӕнын,suaarpoq
1064,stöhnen::V,хъæрзын,nipiliorpoq
1065,stöhnen::V,хъæрзын,nipilliorpoq
1066,stöhnen::V,дзыназын,nipiliorpoq
1067,stöhnen::V,дзыназын,nipilliorpoq
1068,zittern::V,ризын,qarsulivik
1069,leben::V,цӕрын,inuuvoq
1070,geboren werden::V,райгуырын,inuuvoq
1071,geboren werden::V,райгуырын,inunngorpoq
1072,atmen::V,улӕфын,anersaarpoq
1073,trinken::V,нуазын,imerpoq
1074,essen::V,хӕрын,tamorpoq
1075,schlucken::V,ныхъуырын,tuluarnaq
1076,müde werden::V,бафæллайын,
1077,müde werden::V,бафæлмæцын,
1078,müde werden::V,сфæлмæцын,
1079,einschlafen::V,бафынæй уын,sinippoq
1080,schlafen::V,хуыссын,sinik
1081,schlafen::V,фынӕй кӕнын,sinik
1082,aufwachen::V,райхъал уын,iterpoq
1083,aufwachen::V,райхъал уын,eqqumavoq
1084,aufstehen::V,стын,makippoq
1085,sich erholen::V,фæллад уадзын,qasuerserpoq
1086,sich erholen::V,улæфын,qasuerserpoq
1087,krank werden::V,фӕрынчын уын,
1088,krank sein::V,сӕйын,
1089,schmerzen::V,риссын,anneraa
1090,schmerzen::V,риссын,annernarpoq
1091,husten::V,хуыфын,quersorpoq
1092,genesen::V,сдзæбæх уын,ajunngissivoq
1093,genesen::V,сдзæбæх уын,ilisimmarpoq
1094,genesen::V,сдзæбæх уын,ilorrippoq
1095,genesen::V,рандидзын,ajunngissivoq
1096,genesen::V,рандидзын,ilisimmarpoq
1097,genesen::V,рандидзын,ilorrippoq
1098,genesen::V,сæндидзын,ajunngissivoq
1099,genesen::V,сæндидзын,ilisimmarpoq
1100,genesen::V,сæндидзын,ilorrippoq
1101,sterben::V,мӕлын,toquvoq
1102,umkommen::V,фесæфын,
1103,umkommen::V,байсæфын,
1104,umkommen::V,бабын уын,
1105,umkommen::V,мард фæуын,
1106,sich bewegen::V,тæлфын,ingerlavoq
1107,sich bewegen::V,цæуын,ingerlavoq
1108,sich rühren::V,змӕлын,
1109,sich erheben::V,стын,
1110,sich setzen::V,сбадын,ingippoq
1111,hinfallen::V,ӕрхауын,
1112,laufen::V,цӕуын,arpappoq
1113,laufen::V,рацу-бацу_кӕнын,arpappoq
1114,schreiten::V,къахдзæф кæнын,ingerlavoq
1115,schreiten::V,санчъех кæнын,ingerlavoq
1116,schreiten::V,цæуын,ingerlavoq
1117,spazierengehen::V,озер кæнын,utertakajaarpoq
1118,spazierengehen::V,озер кæнын,utertakattajaarpoq
1119,spazierengehen::V,тезгъо кæнын,utertakajaarpoq
1120,spazierengehen::V,тезгъо кæнын,utertakattajaarpoq
1121,eilen::V,тагъд кæнын,qaa qaa
1122,eilen::V,тагъд кæнын,qiilasaarpoq
1123,eilen::V,тагъд кæнын,ingerlasaarpaa
1124,eilen::V,тындзын,qaa qaa
1125,eilen::V,тындзын,qiilasaarpoq
1126,eilen::V,тындзын,ingerlasaarpaa
1127,sich beeilen::V,тагъд кæнын,tuaviorpoq
1128,sich beeilen::V,тындзын,tuaviorpoq
1129,sausen::V,уайын,uiguut
1130,sausen::V,тæхын,uiguut
1131,rennen::V,згъорын,igivoq
1132,springen::V,гæпп кæнын,upernassaq
1133,springen::V,сæррæтт кæнын,upernassaq
1134,springen::V,лиуырын,upernassaq
1135,klettern::V,хилын,pilaakkeerpoq
1136,schaukeln::V,хецъро кæнын,aalavoq
1137,schaukeln::V,херыйыл бадын,aalavoq
1138,kriechen::V,бырын,
1139,schwimmen::V,ленк кӕнын,naluppoq
1140,tauchen::V,ныгъуылын,allorpoq
1141,rudern::V,бæлæгъ тæрын,ipuppaa
1142,rudern::V,чема тæрын,ipuppaa
1143,fahren::V,цӕуын,qimusserpoq
1144,fliegen::V,тӕхын,timmivoq
1145,gehen::V,цӕуын,
1146,weggehen::V,ацӕуын,piiarpoq
1147,abfahren::V,араст уын,
1148,anhalten::V,æрлæууын,unitsippaa
1149,hineingehen::V,мидæмæ цæуын,timaappaa
1150,eintreten::V,бацӕуын,allattorpaa
1151,kommen::V,æрцæуын,qaa-
1152,kommen::V,æрцæуын,pivaa
1153,ankommen::V,æрцæуын,tikippoq
1154,zurückkommen::V,раздæхын,angerlarpoq
1155,zurückkommen::V,фæстæмæ_раздæхын,angerlarpoq
1156,zurückkommen::V,æрбаздæхын,angerlarpoq
1157,zurückkommen::V,аздæхын,angerlarpoq
1158,bleiben::V,лӕууын,uninngavoq
1159,warten::V,ӕнхъӕлмӕ кӕсын,paavoq
1160,warten::V,ӕнхъӕлмӕ кӕсын,utaqqivoq
1161,erwarten::V,ӕнхъӕлмӕ кӕсын,
1162,suchen::V,агурын,nivivaa
1163,finden::V,ссарын,nanivaa
1164,versuchen::V,фӕлварын,uuppaa
1165,versuchen::V,фӕлварын,ussersarpaa
1166,vorbereiten::V,бацаттæ кæнын,piareersarpaa
1167,vorbereiten::V,æрæввонг кæнын,piareersarpaa
1168,lieben::V,уарзын,asavaa
1169,mögen::V,зæрдæмæ цæуын,akaaraa
1170,lachen::V,худын,
1171,rühren::V,зæрдæ суынгæг кæнын,qeerlerpaa
1172,weinen::V,кӕуын,qiavoq
1173,schimpfen::V,æлгъитын,qatimaarpoq
1174,sich ärgern::V,мæсты кæнын,ugguutigaa
1175,sich fürchten::V,тæрсын,eqqanaarpoq
1176,fürchten::V,тæрсын,ersigaa
1177,fliehen::V,лидзын,qimaavoq
1178,flüchten::V,алидзын,allikarfigaa
1179,sehen::V,уынын,isigaa
1180,anschauen::V,акӕсын,
1181,ansehen::V,кӕсын,alaatsinaappaa
1182,hören::V,хъусын,tusarpaa
1183,zuhören::V,хъусын,naalappoq
1184,probieren::V,уынын,
1185,probieren::V,аходын,
1186,riechen::V,смудын,tipippoq
1187,fühlen::V,ӕнкъарын,misigaa
1188,scheinen::V,зынын,takutippoq
1189,zu sehen sein::V,зынын,
1190,vernehmen::V,фехъусын,
1191,frieren::V,сийын,qiiavoq
1192,tun::V,кӕнын,iliorpoq
1193,können::V,фӕразын,
1194,wollen::V,фӕндын,piumavaa
1195,anfangen::V,райдайын,pilerpoq
1196,beenden::V,фӕуын,naggaserpaa
1197,aufhören::V,банцайын,naammatsippaa
1198,aufhören::V,фенцайын,naammatsippaa
1199,gelingen::V,бантысын,
1200,geraten::V,разынын,
1201,öffnen::V,гом кӕнын,ammarpaa
1202,schließen::V,ӕхгӕнын,matuaa
1203,stellen::V,ӕвӕрын,ilivaa
1204,stellen::V,ӕвӕрын,iliorarpai
1205,stellen::V,ӕвӕрын,ilioqqarpai
1206,setzen::V,сбадын кӕнын,iliorarpai
1207,setzen::V,сбадын кӕнын,ilioqqarpai
1208,legen::V,ӕрӕвӕрын,ilivaa
1209,berühren::V,агайын,attorpaa
1210,verbinden::V,бӕттын,taperserpaa
1211,bedecken::V,ӕмбӕрзын,iikkerpaa
1212,bedecken::V,ӕмбӕрзын,iikkersorpaa
1213,aufhängen::V,ауындзын,inivaa
1214,aufhängen::V,ауындзын,iniorarpai
1215,anzünden::V,ссудзын,saggaavoq
1216,aufheben::V,сисын,allisippaa
1217,zurücklassen::V,ныууадзын,aallarpoq
1218,verlieren::V,фесафын,annaavaa
1219,fallen lassen::V,ӕрӕппарын,nakkaavaa
1220,fallen lassen::V,къухтӕй феуӕгъд кӕнын,nakkaavaa
1221,machen::V,саразын,iliorpoq
1222,herstellen::V,сцæттæ кæнын,anillatsippaa
1223,herstellen::V,саразын,anillatsippaa
1224,bauen::V,амайын,marrarterpaa
1225,reparieren::V,æмпъузын,iluarsaappaa
1226,reparieren::V,цалцæг кæнын,iluarsaappaa
1227,verbessern::V,фæхуыздæр кæнын,naqqippaa
1228,ändern::V,аивын,
1229,graben::V,къахын,assappaa
1230,beugen::V,æркъæдз кæнын,qappappoq
1231,beugen::V,æртасын кæнын,qappappoq
1232,biegen::V,тасын кӕнын,qappappoq
1233,drehen::V,здухын,
1234,wenden::V,афæлдахын,assappaa
1235,wenden::V,афæлдахын,assakarpoq
1236,wenden::V,рафæлдахын,assappaa
1237,wenden::V,рафæлдахын,assakarpoq
1238,umdrehen::V,афæлдахын,assakartippaa
1239,heben::V,сдарын,kivippaa
1240,heben::V,схæцын,kivippaa
1241,hochheben::V,уæлæмæ хæцын,kissumiarpaa
1242,ergreifen::V,фӕлӕбурын,isaappaa
1243,ergreifen::V,фӕлӕбурын,isaguppaa
1244,halten::V,дарын,minarpaa
1245,drücken::V,æлхъивын,naqittaat
1246,drücken::V,хæцын,naqittaat
1247,schieben::V,схойын,
1248,kratzen::V,хафын,qitsuppaa
1249,lecken::V,сдæрын,aluppaa
1250,beißen::V,хæцын,kiivaa
1251,abreißen::V,ратонын,aqqarpaa
1252,abreißen::V,ратонын,isaterpaa
1253,abschneiden::V,ралыг кӕнын,kipivaa
1254,binden::V,бабӕттын,kakkersarpaa
1255,stecken::V,ныссадзын,kussunneq
1256,brechen::V,асæттын,nallorpaa
1257,brechen::V,басæттын,nallorpaa
1258,brechen::V,ныссæттын,nallorpaa
1259,klopfen::V,хойын,pattappaa
1260,klopfen::V,гуыпп-гуыпп кæнын,pattappaa
1261,klopfen::V,къуырцц-къуырцц кæнын,pattappaa
1262,hauen::V,цӕвын,aqivaa
1263,hauen::V,нӕмын,aqivaa
1264,kleben::V,ныхасын,qaappoq
1265,kleben::V,æндадзын,qaappoq
1266,reiben::V,сӕрфын,tagiarpaa
1267,reiben::V,сӕрфын,tangiarpaa
1268,reiben::V,хафын,tagiarpaa
1269,reiben::V,хафын,tangiarpaa
1270,streichen::V,байсæрдын,erlerpoq
1271,streichen::V,сахорын,erlerpoq
1272,schleifen::V,ссын,sequppaa
1273,schleifen::V,цыргъ кӕнын,sequppaa
1274,schneiden::V,кӕрдын,uullivoq
1275,rütteln::V,æнкъусын,
1276,schütteln::V,уигъын,aalavoq
1277,schwenken::V,тилын,issarpoq
1278,schwenken::V,уигъын,issarpoq
1279,schütten::V,ныккӕнын,
1280,füllen::V,байдзаг кæнын,immerpaa
1281,einwickeln::V,батухын,immoqquserpaa
1282,tragen::V,хӕссын,maqippaa
1283,tragen::V,хӕссын,assartorpoq
1284,schleppen::V,ласын,assartorpoq
1285,ziehen::V,ласын,kalippaa
1286,ziehen::V,ласын,kalissarpoq
1287,aufbewahren::V,æвæрын,toqqorpaa
1288,werfen::V,зыввытт кӕнын,kuivaa
1289,fangen::V,ӕрцахсын,anguaa
1290,packen::V,рацахсын,
1291,verstecken::V,æмбæхсын,anngigaa
1292,verstecken::V,нымæхсын,anngigaa
1293,teilen::V,уарын,agguut
1294,teilen::V,уарын,agguusersorpaa
1295,schicken::V,ӕрвитын,nassiuppaa
1296,bringen::V,æрхæссын,aggiuppaa
1297,bringen::V,æрхæссын,nassataraa
1298,bringen::V,æрбахæссын,aggiuppaa
1299,bringen::V,æрбахæссын,nassataraa
1300,hinzufügen::V,ӕфтауын,
1301,bekommen::V,ссарын,tiguaa
1302,bekommen::V,сфæрæз кæнын,tiguaa
1303,bekommen::V,самал кæнын,tiguaa
1304,erhalten::V,райсын,tiguaa
1305,nehmen::V,райсын,pivoq
1306,nehmen::V,райсын,tiguaa
1307,wählen::V,равзарын,
1308,auswählen::V,авзарын,
1309,bewahren::V,бавæрын,sukkunik simerserpaa
1310,bewahren::V,нывæрын,sukkunik simerserpaa
1311,behindern::V,цæлхдур æвæрын,
1312,behindern::V,ныхдур æвæрын,
1313,behindern::V,къуылымпы кæнын,
1314,behindern::V,хъыг дарын,
1315,verderben::V,фесафын,asiutippaa
1316,verderben::V,фесафын,piuneerunnerit
1317,beschädigen::V,халын,
1318,zerbrechen::V,асӕттын,ukuvoq
1319,zerreißen::V,аскъуынын,tisavaa
1320,zerreißen::V,аскъуынын,alittorpaa
1321,zerstören::V,фехалын,aserorpaa
1322,verbrennen::V,басудзын,seerpoq
1323,geben::V,дӕттын,pivoq
1324,reichen::V,адæттын,
1325,schenken::V,лæвар кæнын,
1326,versprechen::V,дзырд раттын,neriorsorpaa
1327,versprechen::V,зӕрдӕ бавӕрын,neriorsorpaa
1328,wünschen::V,зæрдæ зæгъы,kissaat
1329,loben::V,раппӕлын,nersorpaa
1330,loben::V,раппӕлын,nersornaat
