,Concept_ID,zh,udm
823,klingen::V,听起来,кылӥськыны
824,bellen::V,吠,утыны
825,heulen::V,嗥,вузыны
826,blasen::V,吹,пельтыны
827,pfeifen::V,吹口哨,шуланы
828,schreien::V,叫喊,черекъяны
829,schreien::V,叫喊,кесяськыны
830,stöhnen::V,呻吟,ӝуштыны
831,zittern::V,颤抖,дырекъяны
832,zittern::V,颤抖,куалекъяны
833,leben::V,生存,улыны
834,geboren werden::V,出生,вордӥськыны
835,atmen::V,呼吸,шоканы
836,trinken::V,喝,юыны
837,essen::V,吃,сиыны
838,schlucken::V,咽,ньылыны
839,müde werden::V,疲倦,жадьыны
840,einschlafen::V,入睡,умме усьыны
841,schlafen::V,睡觉,кӧлыны
842,aufwachen::V,睡醒,сайканы
843,aufstehen::V,起床,султыны
844,sich erholen::V,休养,шутэтскыны
845,krank werden::V,生病,висьыны
846,krank sein::V,生病,висьыны
847,schmerzen::V,疼痛,висьыны
848,husten::V,咳,кызыны
849,genesen::V,痊愈,юнматскыны
850,genesen::V,痊愈,бурмытскылыны
851,sterben::V,死,кулыны
852,umkommen::V,丧命,бырыны
853,sich bewegen::V,移动,вырыны
854,sich rühren::V,动弹,вырӟыны
855,sich rühren::V,动弹,вырӟылыны
856,sich erheben::V,站起,султыны
857,sich setzen::V,坐,пуксьыны
858,hinfallen::V,跌倒,усьыны
859,laufen::V,步行,мыныны
860,schreiten::V,迈步,вамышъяны
861,spazierengehen::V,散步,мыныны
862,spazierengehen::V,散步,ветлыны
863,eilen::V,急忙,дыртыны
864,sich beeilen::V,赶快,дыртыны
865,sausen::V,疾驰,туж ӝог мыныны
866,rennen::V,奔跑,бызьылыны
867,springen::V,跳,тэтчаны
868,klettern::V,攀缘,тубаны
869,schaukeln::V,荡秋千,лэйканы
870,schaukeln::V,荡秋千,шонаськыны
871,kriechen::V,爬行,нюж ветлыны
872,schwimmen::V,游泳,уяны
873,tauchen::V,潜水,зумылыны
874,rudern::V,划船,полсаны
875,fahren::V,行驶,ветлыны
876,fliegen::V,飞,лобаны
877,gehen::V,走,мыныны
878,weggehen::V,离去,кошкыны
879,abfahren::V,出发,кошкыны
880,anhalten::V,停住,дугдыны
881,hineingehen::V,进去,пырыны
882,eintreten::V,进入,пырыны
883,kommen::V,来,вуыны
884,kommen::V,来,лыктыны
885,ankommen::V,到达,вуыны
886,zurückkommen::V,回来,берытскыны
887,bleiben::V,停留,кыльыны
888,warten::V,等,витьыны
889,erwarten::V,等候,витьыны
890,erwarten::V,等候,возьманы
891,suchen::V,找,утчаны
892,finden::V,找到,шедьтыны
893,versuchen::V,尝试,турттыны
894,vorbereiten::V,预备,дасяны
895,lieben::V,爱,гажаны
896,mögen::V,喜欢,яратыны
897,lachen::V,笑,серекъяны
898,weinen::V,哭,бӧрдыны
899,schimpfen::V,骂,даллашыны
900,sich ärgern::V,生气,лекъяськыны
901,sich fürchten::V,害怕,кышканы
902,sich fürchten::V,害怕,курданы
903,fürchten::V,害怕,курданы
904,fürchten::V,害怕,кышканы
905,fliehen::V,逃走,пегӟыны
906,flüchten::V,逃跑,пегӟыны
907,sehen::V,看,адӟыны
908,anschauen::V,注视,учкыны
909,ansehen::V,注视,учкыны
910,hören::V,听,кылыны
911,zuhören::V,倾听,кылзыны
912,probieren::V,尝,веръяны
913,riechen::V,闻,зынъяны
914,fühlen::V,感到,шӧдыны
915,scheinen::V,照耀,адскыны
916,zu sehen sein::V,可以看到,адӟиськыны
917,vernehmen::V,审讯,кылыны
918,frieren::V,觉得冷,кынмыны
919,tun::V,作,карыны
920,können::V,能,быгатыны
921,wollen::V,要,потыны
922,anfangen::V,开始,кутскыны
923,beenden::V,结束,быдтыны
924,beenden::V,结束,быдэстыны
925,aufhören::V,停止,дугдыны
926,gelingen::V,成功,быгатыны
927,gelingen::V,成功,луыны
928,geraten::V,陷于,лэсяны
929,öffnen::V,打开,усьтыны
930,schließen::V,关,пытсаны
931,stellen::V,放,пуктыны
932,setzen::V,放,пуктыны
933,legen::V,摆,поныны
934,berühren::V,触,исаны
935,verbinden::V,联结,герӟаны
936,bedecken::V,覆盖,пытсаны
937,aufhängen::V,挂,ошыны
938,anzünden::V,点,ӝуатыны
939,aufheben::V,拾起,ӝутыны
940,zurücklassen::V,遗留,кельтыны
941,verlieren::V,丧失,ыштыны
942,fallen lassen::V,让掉下,уськытыны
943,machen::V,做,лэсьтыны
944,herstellen::V,生产,лэсьтыны
945,bauen::V,建造,пуктыны
946,reparieren::V,修理,тупатыны
947,verbessern::V,改进,умоятыны
948,ändern::V,改变,воштыны
949,graben::V,挖,копаны
950,beugen::V,弯下,губыртыны
951,biegen::V,弯,куасаны
952,drehen::V,转动,бергатыны
953,wenden::V,转动,берыктыны
954,umdrehen::V,转动,берыктыны
955,heben::V,举起,ӝутыны
956,hochheben::V,抬高,ӝутъяны
957,ergreifen::V,抓住,кутыны
958,ergreifen::V,抓住,кырмыны
959,halten::V,拿着,возьыны
960,drücken::V,压,зӥбыны
961,drücken::V,压,пачкатыны
962,schieben::V,推,донганы
963,kratzen::V,搔,вуштыны
964,lecken::V,舔,нюлыны
965,beißen::V,咬,куртчыны
966,abreißen::V,撕下,ишкалтыны
967,abschneiden::V,切断,шорыны
968,abschneiden::V,切断,вандыны
969,binden::V,捆,керттыны
970,stecken::V,插,мертчытыны
971,brechen::V,断裂,тӥяны
972,klopfen::V,敲,йыганы
973,klopfen::V,敲,шарккетыны
974,hauen::V,揍,жугыны
975,hauen::V,揍,тышканы
976,kleben::V,粘,лякыны
977,reiben::V,摩擦,зыраны
978,reiben::V,摩擦,вуштыны
979,streichen::V,涂,зыраны
980,schleifen::V,拖曳,шерыны
981,schneiden::V,切,вандыны
982,rütteln::V,颠簸,зуркатыны
983,schütteln::V,摇动,куалекъятыны
984,schwenken::V,摇动,шонаны
985,schütten::V,倒,лэзьыны
986,füllen::V,填满,тырмытыны
987,einwickeln::V,包,биньыны
988,tragen::V,提,нуыны
989,schleppen::V,扛,кыскыны
990,ziehen::V,拉,кыскыны
991,aufbewahren::V,保存,возьыны
992,werfen::V,扔,куяны
993,werfen::V,扔,лэзяны
994,fangen::V,捕捉,кутыны
995,packen::V,抓住,кутыны
996,packen::V,抓住,кырмыны
997,verstecken::V,藏,ватыны
998,teilen::V,分,люкыны
999,schicken::V,派遣,ыстыны
1000,bringen::V,带来,вайыны
1001,hinzufügen::V,添加,ватсаны
1002,bekommen::V,得到,басьтыны
1003,erhalten::V,接到,басьтыны
1004,nehmen::V,拿,кутыны
1005,nehmen::V,拿,басьтыны
1006,wählen::V,挑选,бырйыны
1007,auswählen::V,选择,бырйыны
1008,bewahren::V,保持,возьыны
1009,behindern::V,防碍,могӟытыны
1010,verderben::V,败坏,сӧрыны
1011,beschädigen::V,损坏,урод лэсьтыны
1012,zerbrechen::V,破碎,сӧрыны
1013,zerreißen::V,撕碎,кесяны
1014,zerstören::V,毁坏,куашкатыны
1015,verbrennen::V,燃烧,сутыны
1016,geben::V,给,сётыны
1017,reichen::V,递给,сётыны
1018,schenken::V,赠送,кузьманы
1019,versprechen::V,许诺,кыл сётыны
1020,wünschen::V,祝,сӥзьыны
1021,loben::V,表扬,ушъяны
1022,küssen::V,亲,чупаны
1023,wiegen::V,轻摇,веттаны
1024,wiegen::V,轻摇,лэйкатыны
1025,zudecken::V,盖上,шобыртыны
1026,wecken::V,唤起,сайкатыны
1027,zeigen::V,指,возьматыны
1028,führen::V,带领,нуыны
1029,lehren::V,教,дышетыны
1030,unterrichten::V,讲课,дышетыны
1031,aufziehen::V,抚养,будэтыны
1032,leiten::V,领导,кивалтыны
1033,antreiben::V,催促,дыртытыны
1034,lassen::V,让,-ытыны
1035,einladen::V,邀请,ӧтьыны
1036,vereinigen::V,统一,огазеяны
1037,besuchen::V,参观,адӟыськыны
1038,treffen::V,会面,пумитаны
1039,sich versammeln::V,聚集,люкаськыны
1040,spielen::V,玩,шудыны
1041,singen::V,唱歌,кырӟаны
1042,tanzen::V,跳舞,эктыны
1043,sich trennen::V,分别,люкиськыны
1044,verlassen::V,离开,куштыны
1045,retten::V,救,утьыны
1046,bewachen::V,守卫,возьманы
1047,schützen::V,保护,утялтыны
1048,verteidigen::V,保卫,возьманы
1049,sich schlagen::V,打架,жугиськыны
1050,schießen::V,射击,ыбылӥськны
1051,siegen::V,获胜,вормыны
1052,ärgern::V,激怒,вожпоттыны
1053,schlagen::V,打,жуккыны
1054,treten::V,踢,лёганы
1055,stechen::V,刺,бышкалтыны
1056,stoßen::V,撞,донгыны
1057,stehlen::V,盗窃,вораны
1058,stehlen::V,盗窃,лушканы
1059,stören::V,干扰,люкетыны
1060,belästigen::V,打搅,акыльтыны
1061,belästigen::V,打搅,вукылмыны
1062,verbergen::V,隐藏,ватыны
1063,täuschen::V,欺骗,алданы
1064,betrügen::V,欺骗,пӧяны
1065,töten::V,杀,виыны
1066,wohnen::V,居住,улыны
1067,arbeiten::V,工作,ужаны
1068,sammeln::V,收集,бичаны
1069,pflücken::V,采,ишкыны
1070,jagen::V,打猎,пӧйшураны
1071,fischen::V,捕鱼,чорыганы
1072,fassen::V,捉住,кутыны
1073,hüten::V,守护,возьманы
1074,treiben::V,漂,улляны
1075,anbinden::V,拴,думыны
1076,füttern::V,喂,сюдыны
1077,melken::V,挤奶,кыскыны
1078,hacken::V,剁细,кораны
1079,gießen::V,浇,киськаны
1080,reifen::V,成熟,вуыны
1081,reifen::V,成熟,кисьманы
1082,kochen::V,煮,пӧзьтыны
1083,backen::V,烤,пыжыны
1084,braten::V,煎,пыжыны
1085,umrühren::V,搅拌,сураны
1086,stricken::V,织,керттыны
1087,nähen::V,缝,вурыны
1088,färben::V,染色,буяны
1089,reinigen::V,清洁,сузяны
1090,waschen::V,洗,мисьтаськыны
1091,abwischen::V,擦掉,ӵушылыны
1092,spülen::V,清洗,гылъяны
1093,fegen::V,扫,ӵужыны
1094,kehren::V,打扫,ӵужыны
1095,baden::V,给...洗澡,пыласькыны
1096,sich waschen::V,洗澡,пыласькыны
1097,ausziehen::V,脱,кыльыны
1098,anziehen::V,穿,дӥсяны
1099,sich anziehen::V,穿衣,дӥсьяськыны
1100,kämmen::V,梳,сынаны
1101,schmücken::V,装饰,чеберъяны
1102,sagen::V,说,шуыны
1103,sagen::V,说,вераны
1104,sprechen::V,说,вераськыны
1105,reden::V,讲,вераськыны
1106,sich unterhalten::V,聊天,вераськыны
1107,fragen::V,问,юаны
1108,bitten::V,请,курыны
1109,erzählen::V,叙述,вераны
1110,erzählen::V,叙述,мадьыны
1111,mitteilen::V,通知,ивортыны
1112,nennen::V,叫做,шуыны
1113,rufen::V,叫,ӧтьыны
1114,prahlen::V,吹牛,ушъяськыны
1115,übersetzen::V,翻译,берыктыны
1116,denken::V,想,малпаны
1117,glauben::V,以为,оскыны
1118,bemerken::V,发觉,адӟыны
1119,erkennen::V,识别,тодыны
1120,begreifen::V,理解,валаны
1121,verstehen::V,明白,валаны
1122,lernen::V,学,дышетскыны
1123,wissen::V,知道,тодыны
1124,sich erinnern an::V,回忆,тодэ вайыны
1125,vergessen::V,忘记,вунэтыны
1126,messen::V,测量,мертаны
1127,zählen::V,数,лыдъяны
1128,rechnen::V,计算,лыдъяны
1129,lesen::V,读,лыдӟыны
1130,malen::V,画,суреданы
1131,zeichnen::V,绘制,суреданы
1132,schreiben::V,写,гожъяны
1133,besitzen::V,占有,луыны
1134,kaufen::V,买,басьтыны
1135,verkaufen::V,卖,вузаны
1136,bezahlen::V,付钱,тырыны
1137,zahlen::V,支付,тырыны
1138,beherrschen::V,统治,кузёяськыны
1139,ertragen::V,忍耐,чиданы
1140,vergebens::ADV,,юнме
1141,klirren::V,,жильккетыны
1142,rauschen::V,,ӵашетыны
1143,rühren::V,,сюлме йӧтыны
1144,zubereiten::V,,лесьтыны
