,Concept_ID,ba,mrj
712,erster::A,тәүге,икӹмшӹ
713,zweiter::A,икенсе,кокшы
714,dritter::A,өсөнсө,кымшы
715,letzter::A,һуңғы,остатка
716,allein::ADV,бер үҙе,иктӹ
717,allein::ADV,бер үҙе,иктӹт
718,allein::ADV,яңғыҙ,иктӹ
719,allein::ADV,яңғыҙ,иктӹт
720,auf einmal::ADV,бер юлы,тöрöк
721,zusammen::ADV,бергә,икараш
722,zusammen::ADV,бергә,цымырын
723,lange::ADV,оҙаҡ,кужын
724,plötzlich::ADV,ҡапыл,трӱк
725,sofort::ADV,шунда уҡ,полт
726,sofort::ADV,шунда уҡ,тöрöк
727,sofort::ADV,шунда уҡ,тӹшӓкок
728,später::ADV,һуңыраҡ,вара
729,jetzt::ADV,хәҙер,
730,heute::ADV,бөгөн,тагачы
731,morgen::ADV,иртәгә,иргод
732,morgen::ADV,иртәгә,иргодым
733,bald::ADV,тиҙҙән,чӹнь
734,bald::ADV,тиҙҙән,вӓшке
735,bald::ADV,тиҙҙән,выртышты
736,dann::ADV,һуңынан,пакыла
737,gestern::ADV,кисә,тенгечӹ
738,einst::ADV,ҡасандыр,икӓнӓ
739,einst::ADV,бер баҡыт,икӓнӓ
740,damals::ADV,ул саҡта,тӹнӓм
741,danach::ADV,һуңынан,пакыла
742,vorher::ADV,элек,перви
743,zuerst::ADV,башта,андак
744,einmal::ADV,бер,гӓнӓк
745,einmal::ADV,бер,гӓнӓ
746,manchmal::ADV,ҡайһы берҙә,кынамжы
747,oft::ADV,йыш,чӹчкӹдӹн
748,immer::ADV,һәр ҡасан,со
749,immer::ADV,һәр ҡасан,соок
750,niemals::ADV,бер ҡасан да,нинам
751,niemals::ADV,бер ҡасан да,нигынам
752,niemals::ADV,бер ҡасан да,нигынамат
753,niemals::ADV,бер ваҡытта ла,нинам
754,niemals::ADV,бер ваҡытта ла,нигынам
755,niemals::ADV,бер ваҡытта ла,нигынамат
756,hier::ADV,бында,тиштӹ
757,hierhin::ADV,бында,тишкӹ
758,von hier::ADV,бынан,тишец
759,von hier::ADV,бынан,тишецӹн
760,von hier::ADV,ошонан,тишец
761,von hier::ADV,ошонан,тишецӹн
762,dort::ADV,шунда,тӹштӹ
763,dort::ADV,тегендә,тӹштӹ
764,dorthin::ADV,шунда,тӹшкӹ
765,dorthin::ADV,шунда,тӹшкӹлӓ
766,dorthin::ADV,тегеләй,тӹшкӹ
767,dorthin::ADV,тегеләй,тӹшкӹлӓ
768,geradeaus::ADV,тура,вик
769,geradeaus::ADV,тура,тура
770,vorwärts::ADV,алға,анзыкы
771,rückwärts::ADV,кирегә,мӹнгеш
772,zurück::ADV,кирегә,мӹнгеш
773,unten::ADV,түбәндә,ӱлнӹ
774,unten::ADV,түбәндә,лӹвӓлнӹ
775,hinab::ADV,түбәнгә,ӱлӹкӹ
776,hinab::ADV,түбәнгә,лӹвӓкӹ
777,oben::ADV,юғарыла,вӹлнӹ
778,hinauf::ADV,юғарыға,кӱшкӹлӓ
779,hinauf::ADV,юғарыға,кӱш
780,überall::ADV,бөтә урында,йӹлт
781,überall::ADV,бөтә урында,цилӓ вӓре
782,nicht::ADV,тугел,уке
783,ein wenig::ADV,аҙ,изиш
784,ein wenig::ADV,аҙ,иклаштык
785,kaum::ADV,көскә,цылик
786,kaum::ADV,көскә,чучок-чучок
787,kaum::ADV,саҡ-саҡ,цылик
788,kaum::ADV,саҡ-саҡ,чучок-чучок
789,sehr::ADV,ифат,чоте
790,so::ADV,шулай,тенге
791,so::ADV,шулай,тенгелӓ
792,noch::ADV,йәнә,мол
793,noch::ADV,йәнә,моло
794,nur::ADV,бары,веле
795,schon::ADV,инде,уже
796,schon::ADV,инде,ӹнде
797,wieder::ADV,тағы,уэш
798,vergebens::ADV,бушҡа,зря
799,vergebens::ADV,бушҡа,ӹзрӓ
800,vergebens::ADV,бушҡа,ӹзӹрӓ
801,vor::PRP,алдында,анзыц
802,vor::PRP,алдында,анзыцын
803,hinter::PRP,артында,шайылан
804,hinter::PRP,артында,шайылный
805,unter::PRP,аҫтында,лӹвӓкӹ
806,durch::PRP,үтә,вашт
807,neben::PRP,эргәһендә,сага
808,zwischen::PRP,араһында,лош
809,zwischen::PRP,араһында,лошкы
810,wegen::PRP,өсөн,мычыц
811,wegen::PRP,сәбәпле,мычыц
812,dies::PRN,был,тидӹ
813,dies::PRN,был,ти
814,dies::PRN,ошо,тидӹ
815,dies::PRN,ошо,ти
816,das::PRN,ул,тидӹ
817,das::PRN,ул,ти
818,alles::PRN,бөтә,цилӓ
819,ich::PRN,мин,мый
820,du::PRN,һин,тӹнь
821,er::PRN,ул,тӹдӹ
822,wir::PRN,беҙ,мӓ
823,ihr::PRN,һеҙ,вӓ
824,sie::PRN,улар,нӹнӹ
825,was::FPRN,ә,ма
826,was::FPRN,ни,ма
827,was::FPRN,нәмә,ма
828,wer::FPRN,ҡем,кӱ
829,wo::FADV,ҡайҙа,кышан
830,wo::FADV,ҡайҙа,кыштакен
831,wohin::FADV,ҡайҙа,кышкы
832,wie::FADV,инидәй,кыце
833,warum::FADV,ин өсөн,малын
834,wieviel::FNUM,күпме,кынар
835,wieviel::FNUM,күпме,кынары
836,wieviel::FNUM,күпме,кынаркы
837,eins::NUM,бер,иктӹ
838,eins::NUM,бер,иктӹт
839,zwei::NUM,ике,кок
840,zwei::NUM,ике,кокты
841,zwei::NUM,икәү,кок
842,zwei::NUM,икәү,кокты
843,drei::NUM,өс,кым
844,drei::NUM,өс,кымыт
845,vier::NUM,дүрт,нӹл
846,fünf::NUM,биш,вӹц
847,sechs::NUM,алты,куд
848,sechs::NUM,алты,кудытмозн
849,sieben::NUM,ете,шӹм
850,sieben::NUM,ете,шӹмӹт
851,acht::NUM,һигеҙ,кӓндӓкш
852,acht::NUM,һигеҙ,кӓндӓкшӹ
853,neun::NUM,туғыҙ,ӹндекшшӱдӹ
854,zehn::NUM,ун,лу
855,elf::NUM,ун бер,луатик
856,elf::NUM,ун бер,луатиктӹ
857,zwölf::NUM,ун ике,луаткок
858,zwölf::NUM,ун ике,луаткокты
859,zwanzig::NUM,егерме,коклы
860,dreißig::NUM,утыҙ,кымлы
861,vierzig::NUM,ҡырҡ,нӹллӹ
862,fünfzig::NUM,илле,вӹцлӹ
863,sechzig::NUM,алтмыш,кудлу
864,siebzig::NUM,етмеш,шӹмлу
865,achtzig::NUM,һикһән,кӓндӓкшлу
866,neunzig::NUM,туҡһан,ӹндекшлу
867,hundert::NUM,йөҙ,шӱдӹ
868,tausend::NUM,мең,тӹжем
869,und::CNJ,да,дöн
870,oder::CNJ,йәки,льывы
871,stehen::V,тороу,шалшаг
872,sitzen::V,ултырыу,шӹнзӓш
873,liegen::V,ятыу,киӓш
874,hängen::V,аҫылынып тороу,кечӓш
875,werden::V,булыу,шагалаш
876,passieren::V,булыу,ӹштӓ́лтӓш
877,beginnen::V,башлау,тӹнгӓлӓлтӓш
878,enden::V,бөтөү,пӹтӓш
879,enden::V,тамамланыү,пӹтӓш
880,wechseln::V,үҙгәреү,весемӓш
881,wechseln::V,үҙгәреү,весемӓлтӓш
882,aufgehen[Sonne]::V,ҡалҡыу,авараш
883,untergehen[Sonne]::V,байыу,шӹ́нзӓш
884,scheinen[Sonne]::V,яҡтыртып тороу,сотемдӓрӓш
885,donnern::V,күкрәү,хӹдӹртӓш
886,wehen::V,иҫеү,ӹфӹлӓш
887,strömen::V,ташыу,йогащ
888,fließen::V,ағыу,йогащ
889,sich drehen::V,әйләнеү,пöрдӓш
890,schwanken::V,тирбәлеү,лыпшалташ
891,schwingen::V,бәүетеү,кӓчӓйӓш
892,fallen::V,йығылыу,кенвазаш
893,fallen::V,йығылыу,шынгалташ
894,brennen::V,яныу,йылаш
895,rauchen::V,төтәү,шыпшаш
896,regnen::V,ямғыр яуа,юраш
897,gefrieren::V,туңыү,гӓш
898,gefrieren::V,туңыү,кӹлмаш
899,tauen::V,иреү,шылаш
900,schmelzen::V,иреү,шӹрӓнӓш
901,trocknen::V,кибеү,кошкаш
902,sieden::V,ҡайнау,шолаш
903,faulen::V,сереу,шӱӓш
904,verfaulen::V,сереу,йӓнгӓрӓлтӓш
905,reißen::V,өҙөү,кышкедӓлтӓш
906,reißen::V,йыртылыу,кышкедӓлтӓш
907,versinken::V,батыу,ва́лаш
908,vergehen::V,үтеү,эртӓш
909,erscheinen::V,килеп сығыу,каяш
910,verschwinden::V,юғалыу,ямаш
911,sinken::V,түбәнәйеү,пычаш
912,abnehmen::V,кәметеү,чӹдемӓш
913,abnehmen::V,кәметеү,кöтӹргӓш
914,zunehmen::V,артыу,когоэмӓш
915,steigen::V,күтәрелеү,лӱлта́лташ
916,wachsen::V,үҫеү,кушкаш
917,glänzen::V,ялтырау,йӹлгӹжӓш
918,funkeln::V,баҙлау,валгалташ
919,lärmen::V,шаулау,юкланаш
920,läuten::V,ҡағыу,цоргаш
921,klingeln::V,ҡағыу,цоргаш
922,klingeln::V,шылтыратыу,цоргаш
923,klirren::V,шылтыратыу,цонгырталгаш
924,brausen::V,ҡотороноу,ышдымыла́наш
925,rauschen::V,шыптырлау,шу́жгаш
926,klingen::V,яңғырау,йо́нгаш
927,bellen::V,өрөү,опташ
928,heulen::V,олоу,урмыжаш
929,blasen::V,өрөү,ӹфӹлӓш
930,pfeifen::V,һызғырып ебәреү,ши́шкаш
931,schreien::V,ҡысҡырыу,уташ
932,schreien::V,ҡысҡырыу,саслаш
933,schreien::V,ҡысҡырыу,варгынзаш
934,stöhnen::V,уңғырашыу,ӹнгӹрӓш
935,zittern::V,ҡалтырау,цӹтӹрӓш
936,leben::V,йәшәү,ӹлӓш
937,geboren werden::V,тыуыу,шачаш
938,atmen::V,тын алыү,шӱлӓш
939,trinken::V,эсеү,йӱӓш
940,essen::V,ашау,качкаш
941,schlucken::V,йотоу,нелӓш
942,müde werden::V,арыу,янгылаш
943,einschlafen::V,йоҡлап китеү,амален кеӓш
944,schlafen::V,йоҡлау,амалаш
945,aufwachen::V,уяныу,понгыжалташ
946,aufstehen::V,тороу,кӹньӹл шагалаш
947,sich erholen::V,ял итеү,кӓнаш
948,krank werden::V,сирләү,церлӓнен вазаш
949,krank sein::V,сирләү,церлӓнӓш
950,krank sein::V,сирләү,ясланаш
951,krank sein::V,сирләү,ясыланаш
952,schmerzen::V,ауыртыу,каршташ
953,husten::V,йүтәлләү,кахыраш
954,genesen::V,һауығыу,паремӓш
955,genesen::V,һауығыу,тöрлӓнӓш
956,sterben::V,үлеү,вазын колаш
957,umkommen::V,һәләк булыу,пӹтӓш
958,sich bewegen::V,хәрәкәт итеү,кашташ
959,sich rühren::V,ҡуҙғалыу,тӓрвӓнӓш
960,sich erheben::V,тороу,кӹньӹлӓш
961,sich setzen::V,ултырыу,шӹнзӓш
962,hinfallen::V,ҡолау,кенвазаш
963,hinfallen::V,ҡолау,шынгалташ
964,laufen::V,йөрөү,кашташ
965,schreiten::V,атлау,ашкедӓш
966,spazierengehen::V,ял итеп йороү,мадын кашташ
967,eilen::V,ашығыу,вӓшкӓш
968,eilen::V,ҡабаланыу,вӓшкӓш
969,sich beeilen::V,ашығыу,вӓшкӓш
970,sich beeilen::V,ашығыу,талашаш
971,sich beeilen::V,ҡабаланыу,вӓшкӓш
972,sich beeilen::V,ҡабаланыу,талашаш
973,sausen::V,елеү,хойхаланаш
974,sausen::V,елеү,хояш
975,rennen::V,йүгеп йөрөү,кыргыжаш
976,springen::V,һикереү,тӹршештӓш
977,klettern::V,үрмәләү,ку́заш
978,klettern::V,үрмәләп менеү,ку́заш
979,schaukeln::V,сайҡалыу,лыпшалташ
980,kriechen::V,шыуышыу,авалянаш
981,kriechen::V,шыуышыу,ньыжиклӓш
982,schwimmen::V,йоҙөү,илӓш
983,tauchen::V,сумыу,цымаш
984,rudern::V,ишеү,шуалташ
985,fahren::V,йөрөү,кеӓш
986,fliegen::V,осоу,чонгештӓш
987,gehen::V,барыу,кеӓш
988,weggehen::V,китеү,кеӓш
989,abfahren::V,сығыу,кеӓш
990,anhalten::V,тукталыу,цӓрнӓш
991,hineingehen::V,инеү,пыраш
992,eintreten::V,инеү,пыраш
993,kommen::V,килеү,толаш
994,ankommen::V,килеү,шоаш
995,zurückkommen::V,ҡайтыу,пöртӹлӓш
996,bleiben::V,ҡалыу,кодаш
997,warten::V,көтөп тороу,вычаш
998,erwarten::V,көтөү,вычаш
999,suchen::V,эҙләү,кӹчӓлӓш
1000,finden::V,табыу,моаш
1001,versuchen::V,тырышып ҡарау,путаяш
1002,versuchen::V,тырышып ҡарау,цацаш
1003,vorbereiten::V,әҙерләү,поспейӹктӓш
1004,lieben::V,яратыу,яраташ
1005,mögen::V,һөйөү,яраташ
1006,mögen::V,яратыу,яраташ
1007,lachen::V,көлөү,ваштылаш
1008,rühren::V,ҡағылыу,тӓрвӓтӓш
1009,weinen::V,илау,мӓгӹрӓш
1010,schimpfen::V,һүгенеү,свырседӓлӓш
1011,schimpfen::V,тиргәнеү,свырседӓлӓш
1012,schimpfen::V,һуҡраныу,свырседӓлӓш
1013,sich ärgern::V,асыуланыу,шӹдешкӓш
1014,sich fürchten::V,ҡурҡыу,лӱдӓш
1015,fürchten::V,ҡурҡыу,лӱдӓш
1016,fliehen::V,ҡасыу,кыргыжаш
1017,flüchten::V,ҡасыу,кыргыж шӹлӓш
1018,sehen::V,күреү,ужаш
1019,anschauen::V,ҡарау,анжалаш
1020,ansehen::V,ҡарау,анжаш
1021,ansehen::V,тикшереү,анжаш
1022,hören::V,ишетеү,колаш
1023,zuhören::V,тыңлау,колышташ
1024,probieren::V,татыу,тотештӓш
1025,probieren::V,татыу,подыл анжаш
1026,riechen::V,еҫкәү,ӱпшӹнзӓш
1027,fühlen::V,тойоу,шижӓш
1028,scheinen::V,кеүек күренеү,каяш
1029,scheinen::V,тойолоу,каяш
1030,zu sehen sein::V,күренеү,каяш
1031,vernehmen::V,ишетеү,колын колташ
1032,frieren::V,туңыү,кӹлмаш
1033,frieren::V,туңыү,тӹнгӹргӓш
1034,tun::V,яһау,ӹштӓш
1035,tun::V,әшләү,ӹштӓш
1036,können::V,алыу,кердӓш
1037,können::V,мөмкин булыу,кердӓш
1038,wollen::V,теләү,жалаяш
1039,anfangen::V,башлау,тӹнгӓлӓш
1040,beenden::V,бөтөрөү,пӹтӓрӓш
1041,beenden::V,тамамлау,пӹтӓрӓш
1042,aufhören::V,туктау,цӓрнӓш
1043,gelingen::V,уңышлы булыу,цӓш лиӓш
1044,geraten::V,булып сығыу,лиӓш
1045,öffnen::V,асыу,пачаш
1046,schließen::V,йомоу,чӱчӓш
1047,stellen::V,ҡуйыу,шӹндӓш
1048,setzen::V,урынлаштырыу,шӹндӓш
1049,legen::V,һалыу,опташ
1050,legen::V,һалыу,пиштӓш
1051,berühren::V,тейеү,тӹкӓлӓш
1052,berühren::V,ҡағылыу,тӹкӓлӓш
1053,verbinden::V,ҡушыу,пидӓш
1054,verbinden::V,бәйләү,пидӓш
1055,bedecken::V,ҡаплау,леведӓш
1056,aufhängen::V,элеү,сӓкӓш
1057,anzünden::V,тоҡандырыу,чӱктӓш
1058,aufheben::V,мендереү,кузыкташ
1059,zurücklassen::V,ҡалдырыу,кодаш
1060,verlieren::V,юғалтыу,ямдаш
1061,fallen lassen::V,төшөрөп ебәреү,кенвацтараш
1062,machen::V,яһау,ӹштӓш
1063,machen::V,эшләү,ӹштӓш
1064,herstellen::V,эшләп сығарыу,йӓмдӹлӓш
1065,bauen::V,төҙөү,ӹштӓш
1066,reparieren::V,төҙәтеү,чиняш
1067,reparieren::V,төҙәтеү,алалаш
1068,verbessern::V,яҡшыртыу,яжоэмден шӹндӓш
1069,ändern::V,үҙгәртеү,вашталташ
1070,graben::V,ҡаҙыу,капаяш
1071,beugen::V,бөгөү,лывырташ
1072,beugen::V,бөгөү,каклярташ
1073,biegen::V,бөгөү,лывырташ
1074,drehen::V,өйрөлтөү,сӓрӓш
1075,drehen::V,өйрөлтөү,сӓрӹкӓлӓш
1076,drehen::V,әйләндереү,сӓрӓш
1077,drehen::V,әйләндереү,сӓрӹкӓлӓш
1078,wenden::V,әйләндереү,сӓрӓлӓш
1079,umdrehen::V,түңкәреү,сӓрӓлӓш
1080,heben::V,күтәреү,лӱктӓш
1081,heben::V,мендереү,лӱктӓш
1082,hochheben::V,күтәреү,кузыкташ
1083,ergreifen::V,тотоп алыу,хватяш
1084,halten::V,тотоу,кычаш
1085,drücken::V,ҡыҫыу,темдӓш
1086,schieben::V,этеү,шӹкӓш
1087,schieben::V,төртөү,шӹкӓш
1088,kratzen::V,ҡырыу,нӹжӓш
1089,lecken::V,ялау,нылаш
1090,beißen::V,тешләү,пыралаш
1091,abreißen::V,өҙөү,кӹрӓш
1092,abreißen::V,өҙөү,кышкед нӓлӓш
1093,abschneiden::V,ҡырҡыу,шулаш
1094,abschneiden::V,ҡырҡыу,лаштыклаш
1095,binden::V,бәйләү,пидӓш
1096,stecken::V,ҡаҙау,шыралаш
1097,brechen::V,боҙоу,тодылаш
1098,brechen::V,боҙоу,пыдырташ
1099,klopfen::V,шаҡылдау,рушткаш
1100,hauen::V,туҡмау,шелӹштӓш
1101,kleben::V,йәбештереү,клейӓш
1102,reiben::V,ыуыу,нӹжӓш
1103,reiben::V,ышҡыу,нӹжӓш
1104,streichen::V,яғыу,шӹрӓш
1105,schleifen::V,үткерләү,шымаш
1106,schneiden::V,ҡырҡыу,пӹчкӓш
1107,rütteln::V,һелкетеү,мыльгыкташ
1108,schütteln::V,һелкетеү,цӹтӹртӓш
1109,schütteln::V,һелкетеү,мыльгыкташ
1110,schwenken::V,болғау,машыяш
1111,schütten::V,ҡойоу,опталаш
1112,füllen::V,тултырыу,темӓш
1113,einwickeln::V,төрөү,пӹтӹрӓ́лӓш
1114,tragen::V,алып барыу,намалаш
1115,schleppen::V,һөйрәү,шӹдӹрӓш
1116,ziehen::V,тартыу,шыпшаш
1117,aufbewahren::V,һаҡлау,перегӓш
1118,werfen::V,ырғытыу,кӹшкӓш
1119,fangen::V,тотоу,кычаш
1120,packen::V,етеү,хватяш
1121,packen::V,тотоп алыу,хватяш
1122,verstecken::V,йәшереү,шӹлтӓш
1123,teilen::V,бүлеү,пайылаш
1124,schicken::V,ебәреү,колташ
1125,bringen::V,килтереү,кандаш
1126,hinzufügen::V,өтәү,
1127,bekommen::V,алыу,лыкташ
1128,erhalten::V,алыу,получаяш
1129,nehmen::V,алыу,налаш
1130,wählen::V,һайлаү,айыраш
1131,auswählen::V,һайлап алыу,айыраш
1132,bewahren::V,һаҡлау,перегӓш
1133,behindern::V,тотҡарлыҡ яһау,мешӓйӓш
1134,verderben::V,боҙоу,портяш
1135,beschädigen::V,боҙоу,шушырташ
1136,zerbrechen::V,ҡыйратыу,пыдырташ
1137,zerreißen::V,йыртыу,кӹрӓш
1138,zerstören::V,емереү,шӓлӓтӓш
1139,verbrennen::V,үртәү,йылаташ
1140,verbrennen::V,үртәү,йылалташ
1141,geben::V,биреү,пуаш
1142,reichen::V,биреү,пуаш
1143,schenken::V,бүләк итеү,подараш
1144,versprechen::V,вәғәҙә биреү,сöрӓш
1145,wünschen::V,теләу,жалаяш
1146,loben::V,маҡтау,хваляш
1147,küssen::V,үбеү,шышшалаш
1148,wiegen::V,бәүетеү,лӱнгӓлтӓш
1149,wiegen::V,тирбәтеү,лӱнгӓлтӓш
1150,zudecken::V,ҡаплау,пиштӓш
1151,wecken::V,уятыу,понгыжалтараш
1152,zeigen::V,күрһәтеү,анжыкташ
1153,führen::V,етәкләү,видӓш
1154,lehren::V,уҡытыу,тымдаш
1155,lehren::V,өйрәтеү,тымдаш
1156,unterrichten::V,уҡытыу,тымдаш
1157,aufziehen::V,тәрбиәле,кушташ
1158,leiten::V,етәкләү,видӓш
1159,leiten::V,етәкләү,вуйлаташ
1160,leiten::V,етәкләү,вуйлалташ
1161,leiten::V,етәкселек итеү,видӓш
1162,leiten::V,етәкселек итеү,вуйлаташ
1163,leiten::V,етәкселек итеү,вуйлалташ
1164,antreiben::V,ашыҡтырыу,талаштараш
1165,lassen::V,мәжбүр итеү,-ыкт
1166,einladen::V,саҡырыу,ӱжӓш
1167,vereinigen::V,берләштереү,иктештӓш
1168,besuchen::V,килеп сығыу,толаш
1169,treffen::V,тойоү,вӓшлиӓш
1170,treffen::V,тойоү,вӓшлиӓлтӓш
1171,treffen::V,осратыу,вӓшлиӓш
1172,treffen::V,осратыу,вӓшлиӓлтӓш
1173,treffen::V,ҡаршылау,вӓшлиӓш
1174,treffen::V,ҡаршылау,вӓшлиӓлтӓш
1175,sich versammeln::V,йыйылыу,цымыргаш
1176,spielen::V,тартыу,мадаш
1177,singen::V,йырлау,мыраш
1178,tanzen::V,бейеү,кушташ
1179,sich trennen::V,айырылышыу,айырлаш
1180,verlassen::V,ташлау,шуаш
1181,verlassen::V,ташлап китеү,шуаш
1182,retten::V,ҡотҡарыу,ытараш
1183,bewachen::V,һаҡлау,оролаш
1184,schützen::V,һаҡлау,перегӓш
1185,verteidigen::V,яҡлау,перегӓш
1186,sich schlagen::V,һуғышыу,шидӓлӓш
1187,sich schlagen::V,һуғышыу,шиэдӓлӓш
1188,schießen::V,атыу,лӱӓш
1189,siegen::V,еңеү,сӹнгӓш
1190,ärgern::V,асыуландырыу,шӹдештӓрӓш
1191,schlagen::V,бәреү,пӓрен колташ
1192,schlagen::V,бәреү,хӹрӹктен колташ
1193,schlagen::V,туҡмау,пӓрен колташ
1194,schlagen::V,туҡмау,хӹрӹктен колташ
1195,treten::V,тибеү,чымаш
1196,treten::V,типкеләү,чымаш
1197,stechen::V,сәнсеү,пышкылаш
1198,stoßen::V,этеү,шыркедӓш
1199,stoßen::V,төртөү,шыркедӓш
1200,stehlen::V,урлау,шолышт толаш
1201,stören::V,ҡамасаулау,ӓрештӹлӓш
1202,belästigen::V,бимазалау,кӓньӹсӹрлӓндӓрӓш
1203,belästigen::V,бимазалау,шытырланыкташ
1204,belästigen::V,ҡамасаулау,кӓньӹсӹрлӓндӓрӓш
1205,belästigen::V,ҡамасаулау,шытырланыкташ
1206,verbergen::V,йәшереү,шӹлтӓш
1207,täuschen::V,ултыртыу,алталаш
1208,täuschen::V,ултыртыу,аталаш
1209,betrügen::V,алдау,мошеньӹчӓйӓш
1210,töten::V,үлтереү,пуштын шуаш
1211,wohnen::V,йәшәү,ӹлӓш
1212,arbeiten::V,эшләү,пӓшӓлӓш
1213,arbeiten::V,эшләү,ровотаяш
1214,sammeln::V,йыйыу,погаш
1215,pflücken::V,өҙөү,кӹрӓш
1216,jagen::V,аулау,охотничӓйӓш
1217,fischen::V,аулау,кол кычаш
1218,fassen::V,тотоу,кычаш
1219,hüten::V,көтөү,кӹтӓш
1220,treiben::V,ҡыуыу,шуруяш
1221,anbinden::V,бәйләү,ялшташ
1222,anbinden::V,бәйләү,ялышташ
1223,füttern::V,ашатыу,пукшаш
1224,melken::V,һауыү,шыпшылаш
1225,hacken::V,турау,роаш
1226,hacken::V,тапау,роаш
1227,gießen::V,ҡойоу,шӓвӓш
1228,reifen::V,өлғөрөү,кӱӓш
1229,reifen::V,өлғөрөү,поспейӓш
1230,zubereiten::V,бешереү,йӓмдӹлӓш
1231,kochen::V,бешереү,шолташ
1232,backen::V,бешереү,кӱктӓш
1233,braten::V,ҡурыу,жӓрӓш
1234,umrühren::V,ҡатнаштырыу,намалаш
1235,stricken::V,бәйләү,пидӓш
1236,nähen::V,тегеү,ыргаш
1237,färben::V,буяу,пидӓш
1238,reinigen::V,таҙартыу,чиӓлтӓш
1239,waschen::V,йыуыу,мышкаш
1240,abwischen::V,һөртөү,ӹштӓш
1241,spülen::V,сайҡау,шӱӓлтӓш
1242,fegen::V,һепереү,ӹштӓш
1243,kehren::V,һепереү,ӹштӓш
1244,baden::V,һыу инеү,нӱштӹлӓш
1245,sich waschen::V,йыуыныу,мышкылташ
1246,ausziehen::V,сисеү,кыдашаш
1247,anziehen::V,кейеү,чиӓш
1248,sich anziehen::V,кейенеү,чиӓш
1249,kämmen::V,тарау,шерӓш
1250,schmücken::V,биҙәү,цеверемдӓш
1251,sagen::V,әйтеү,манаш
1252,sagen::V,әйтеү,келесӓш
1253,sprechen::V,әйтеү,манаш
1254,sprechen::V,һөйләшеү,манаш
1255,reden::V,һөйләшеү,шайышташ
1256,sich unterhalten::V,әңгәмәләшеү,хытыраш
1257,sich unterhalten::V,әңгәмәләшеү,хытыргаш
1258,fragen::V,һорау,ядаш
1259,bitten::V,үтенеү,ядаш
1260,erzählen::V,һөйләү,келесӓш
1261,mitteilen::V,әйтеү,попаш
1262,mitteilen::V,әйтеү,увертӓш
1263,mitteilen::V,әйтеү,увертӓрӓш
1264,nennen::V,атау,лӹмдӓш
1265,nennen::V,исемләү,лӹмдӓш
1266,rufen::V,саҡырыу,ӱжӓш
1267,prahlen::V,маҡтаныу,хайзаш
1268,prahlen::V,маҡтаныу,шаргаланаш
1269,prahlen::V,шапырыныу,хайзаш
1270,prahlen::V,шапырыныу,шаргаланаш
1271,übersetzen::V,тәржемә итеү,вашташ
1272,denken::V,уйлау,машанаш
1273,glauben::V,ышаныу,ӹнянӓш
1274,bemerken::V,күреү,цаклаш
1275,erkennen::V,таныу,пӓлӓш
1276,begreifen::V,аңлау,ынгылаш
1277,verstehen::V,аңлау,ынгылаш
1278,lernen::V,өйрәнеү,тыменяш
1279,wissen::V,белеү,пӓлӓш
1280,sich erinnern an::V,хәтергә алыу,ышештӓрӓш
1281,vergessen::V,онотоу,монден кодаш
1282,messen::V,үлсәү,висӓш
1283,zählen::V,һанау,шотаяш
1284,rechnen::V,һанау,шотаяш
1285,lesen::V,уҡыу,лыдаш
1286,malen::V,һүрәт яһау,рисуяш
1287,malen::V,рәсем төшөрөү,рисуяш
1288,zeichnen::V,һүрәт яһау,ыдырка́лаш
1289,zeichnen::V,рәсем төшөрөү,ыдырка́лаш
1290,schreiben::V,яҙыу,вазаш
1291,besitzen::V,биләү,кы́чаш
1292,kaufen::V,һатып алыу,нӓлӓш
1293,verkaufen::V,һатыу,выжалаш
1294,bezahlen::V,түләү,тӱлӓш
1295,zahlen::V,түләү,тӱлӓш
1296,beherrschen::V,биләү,кы́чаш
1297,ertragen::V,түҙеү,цӹтӓш
