,Concept_ID,ko,et
842,einschlafen::V,잠들다,uinuma
843,schlafen::V,자다,magama
844,aufwachen::V,눈트다,ärkama
845,aufstehen::V,서다,ärkama
846,aufstehen::V,서다,üles tõusma
847,sich erholen::V,회복하다,puhkama
848,schmerzen::V,아프다,valutama
849,husten::V,잔기침하다,köhima
850,genesen::V,낫다,toibuma
851,sterben::V,죽다,surema
852,umkommen::V,못쓰게되다,surma saama
853,sich bewegen::V,움직이다,liikuma
854,sich rühren::V,움직이다,liikuma
855,sich erheben::V,이러서다,kerkima
856,sich setzen::V,앉히다,istet võtma
857,hinfallen::V,넘어지다,kukkuma
858,hinfallen::V,넘어지다,maha kukkuma
859,laufen::V,걷다,kõndima
860,schreiten::V,보행하다,astuma
861,spazierengehen::V,산보하다,jalutama
862,eilen::V,서둘다,ruttama
863,eilen::V,서둘다,kiirustama
864,sich beeilen::V,서둘게하다,ruttama
865,sich beeilen::V,서둘게하다,kiirustama
866,sausen::V,서들러 떠나다,kihutama
867,sausen::V,서들러 떠나다,tormama
868,rennen::V,달리다,jooksma
869,rennen::V,달리다,kihutama
870,springen::V,도약하다,hüppama
871,klettern::V,갑겨오르다,ronima
872,schaukeln::V,흔들리게하다,kiikuma
873,kriechen::V,기다,roomama
874,schwimmen::V,헤엄치다,ujuma
875,tauchen::V,잠기다,sukelduma
876,rudern::V,물을헤치다,sõudma
877,fahren::V,가다,sõitma
878,fahren::V,나르다,sõitma
879,fliegen::V,날다,lendama
880,gehen::V,가다,käima
881,gehen::V,가다,minema
882,weggehen::V,팔리다,ära minema
883,weggehen::V,팔리다,välja minema
884,abfahren::V,출발하다,väljuma
885,abfahren::V,출발하다,ära sõitma
886,anhalten::V,멈추다,peatuma
887,hineingehen::V,(그리로)가다,sisenema
888,hineingehen::V,(그리로)가다,sisse minema
889,eintreten::V,들러가다,sisenema
890,eintreten::V,들러가다,sisse astuma
891,kommen::V,오다,tulema
892,ankommen::V,고챀하다,saabuma
893,zurückkommen::V,보기,tagasi tulema
894,bleiben::V,체류,jääma
895,warten::V,기다리다,ootama
896,erwarten::V,기대하다,ootama
897,erwarten::V,기대하다,lootma
898,suchen::V,찾다,otsima
899,suchen::V,구하다,otsima
900,finden::V,찾아내다,leidma
901,versuchen::V,시험하다,püüdma
902,versuchen::V,시험하다,üritama
903,versuchen::V,시험하다,katsetama
904,vorbereiten::V,재비하다,valmistama
905,lieben::V,사랑하다,armastama
906,mögen::V,줗아하다,sallima
907,mögen::V,줗아하다,meeldima
908,lachen::V,웃다,naerma
909,rühren::V,건드리다,liigutama
910,rühren::V,건드리다,heldima panema
911,weinen::V,울다,nutma
912,schimpfen::V,꾸짖다,sõimama
913,sich ärgern::V,화를내게 하다,ärrituma
914,sich ärgern::V,화를내게 하다,vihastuma
915,sich fürchten::V,두려원하다,kartma
916,sich fürchten::V,두려원하다,hirmu tundma
917,fürchten::V,두려원하다,kartma
918,fliehen::V,도망치다,põgenema
919,flüchten::V,도주하다,põgenema
920,sehen::V,보다,nägema
921,anschauen::V,바라보다,vaatama
922,ansehen::V,바라보다,vaatama
923,hören::V,듣다,kuulma
924,zuhören::V,듣다,kuulama
925,probieren::V,시식하다,proovima
926,riechen::V,내새를맡다,nuusutama
927,fühlen::V,느끼다,tundma
928,scheinen::V,...것같다,näida
929,scheinen::V,...것같다,ilmuda
930,zu sehen sein::V,보이는,ilmuma
931,vernehmen::V,듣다,üle kuulama
932,vernehmen::V,들어서일다,üle kuulama
933,frieren::V,춥다,külmetada
934,tun::V,하다,tegema
935,können::V,할주릴다,võima
936,können::V,할주릴다,oskama
937,wollen::V,바라다,tahtma
938,anfangen::V,시작하다,hakkama
939,anfangen::V,시작하다,alustama
940,beenden::V,다하다,lõpetama
941,aufhören::V,그만두다,lakkama
942,gelingen::V,성국하다,õnnestuma
943,geraten::V,잘되어가다,jõudma
944,öffnen::V,열다,avama
945,schließen::V,추측하다,sulgema
946,stellen::V,세우다,panema
947,stellen::V,세우다,asetama
948,setzen::V,놓다,panema
949,legen::V,눕히다,panema
950,legen::V,눕히다,asetama
951,berühren::V,대다,riivama
952,berühren::V,대다,puudutama
953,verbinden::V,옝열하다,ühendama
954,bedecken::V,덮다,katma
955,aufhängen::V,매달다,riputama
956,anzünden::V,점화하다,süütama
957,aufheben::V,위로올리다,üles tõstma
958,zurücklassen::V,튀에남기다,jätma
959,verlieren::V,잃다,kaotama
960,fallen lassen::V,떨어뜨리다,maha pillama
961,fallen lassen::V,떨어뜨리다,kukkuda laskma
962,machen::V,하다,tegema
963,herstellen::V,제조하다,valmistama
964,bauen::V,짓다,ehitama
965,reparieren::V,수셩자다,parandama
966,verbessern::V,정정하다,parandama
967,ändern::V,바꾸다,muutma
968,ändern::V,바꾸다,ümber tegema
969,graben::V,파다,kaevama
970,beugen::V,구부리다,painutama
971,biegen::V,굽히다,painutama
972,drehen::V,회전,keerama
973,wenden::V,회전시키다,ümber pöörama
974,umdrehen::V,회전시키다,ümber keerama
975,heben::V,일으아키다,tõstma
976,hochheben::V,틀어올리다,üles tõstma
977,hochheben::V,틀어올리다,kõrgele tõstma
978,ergreifen::V,잡다,haarama
979,halten::V,잡다,hoidma
980,drücken::V,누르다,pigistama
981,schieben::V,밀다,lükkama
982,kratzen::V,긁다,kraapima
983,lecken::V,핥다,lakkuma
984,beißen::V,물다,purema
985,beißen::V,물다,hammustama
986,abschneiden::V,귾어내다,ära lõikama
987,binden::V,매다,siduma
988,stecken::V,찌르다,pistma
989,brechen::V,금,murdma
990,klopfen::V,치다,koputama
991,hauen::V,때리다,lööma
992,kleben::V,들러붙다,kleepima
993,reiben::V,문지르다,hõõruma
994,streichen::V,쓰다듬다,silitama
995,schleifen::V,갈다,lihvima
996,schleifen::V,갈다,teritama
997,schneiden::V,베다,lõikama
998,rütteln::V,흔들다,raputama
999,schütteln::V,흔들다,raputama
1000,schütteln::V,흔들다,loksutama
1001,schwenken::V,흔들다,vehkima
1002,schwenken::V,흔들다,lehvitama
1003,schütten::V,따르다,kallama
1004,füllen::V,담다,täitma
1005,einwickeln::V,싸다,sisse mähkima
1006,tragen::V,지우다,kandma
1007,schleppen::V,끌다,tassima
1008,schleppen::V,끌다,lohistama
1009,ziehen::V,당기다,vedama
1010,ziehen::V,당기다,tõmbama
1011,aufbewahren::V,간직하다,säilitama
1012,aufbewahren::V,간직하다,alal hoidma
1013,werfen::V,던지다,viskama
1014,fangen::V,밥다,püüdma
1015,packen::V,쥐다,kinni haarama
1016,packen::V,쥐다,kinni võtma
1017,verstecken::V,숨기다,peitma
1018,teilen::V,나누다,jagama
1019,teilen::V,나누다,jaotama
1020,schicken::V,보내다,saatma
1021,bringen::V,가겨,viima
1022,hinzufügen::V,부가하다,lisama
1023,bekommen::V,얻다,saama
1024,erhalten::V,지니다,saama
1025,nehmen::V,잡다,võtma
1026,wählen::V,선거하다,valima
1027,auswählen::V,선출하다,valima
1028,bewahren::V,저장보종,hoidma
1029,behindern::V,훼방하다,takistama
1030,verderben::V,못쓰게 되다,rikkuma
1031,beschädigen::V,상하게하다,rikkuma
1032,zerbrechen::V,깨뜨리다,katki tegema
1033,zerreißen::V,잡아쫓다,katki rebima
1034,zerstören::V,파괴하다,purustama
1035,verbrennen::V,소실하다,põletama
1036,geben::V,주다,andma
1037,reichen::V,내일다,andma
1038,reichen::V,내일다,ulatama
1039,schenken::V,주다,kinkima
1040,versprechen::V,약속하다,lubama
1041,versprechen::V,약속하다,tõotama
1042,wünschen::V,바라다,soovima
1043,loben::V,칭찬하다,kiitma
1044,küssen::V,키스하다,suudlema
1045,wiegen::V,어르다,hällitama
1046,zudecken::V,뚜꺼을하다,kaanetama
1047,zudecken::V,뚜꺼을하다,kinni katma
1048,wecken::V,깨우다,äratama
1049,zeigen::V,보이다,näitama
1050,führen::V,가게하다,juhatama
1051,lehren::V,가르치다,õpetama
1052,unterrichten::V,가르지다,õpetama
1053,aufziehen::V,사육하다,üles kasvatama
1054,leiten::V,이끌다,juhtima
1055,antreiben::V,몰다,ergutama
1056,lassen::V,내버려두다,laskma
1057,einladen::V,초청하다,kutsuma
1058,vereinigen::V,하나로하다,ühendama
1059,besuchen::V,방문하다,külastama
1060,treffen::V,만나다,kohtama
1061,sich versammeln::V,조립하다,kogunema
1062,spielen::V,눌다,mängima
1063,singen::V,노래하다,laulma
1064,tanzen::V,춤추하다,tantsima
1065,sich trennen::V,가르다,lahku minema
1066,verlassen::V,버림받은,maha jätma
1067,retten::V,구조하다,päästma
1068,bewachen::V,치키다,valvama
1069,schützen::V,보호하다,kaitsma
1070,verteidigen::V,막다,kaitsma
1071,sich schlagen::V,치다,kaklema
1072,schießen::V,쏘다,tulistama
1073,siegen::V,이기다,võitma
1074,ärgern::V,성을내게하다,ärritama
1075,ärgern::V,성을내게하다,vihastama
1076,schlagen::V,치다,lööma
1077,treten::V,디디다,sõtkuma
1078,stechen::V,찌르다,pistma
1079,stechen::V,찌르다,torkama
1080,stoßen::V,찌르다,tõukama
1081,stehlen::V,훔치다,varastama
1082,stören::V,움직이다,segama
1083,stören::V,움직이다,häirima
1084,belästigen::V,괴롭히다,ahistama
1085,verbergen::V,숨기다,peitma
1086,verbergen::V,숨기다,varjama
1087,täuschen::V,속이다,petma
1088,täuschen::V,속이다,tüssama
1089,betrügen::V,속이다,petma
1090,betrügen::V,속이다,tüssama
1091,betrügen::V,속이다,truudust murtma
1092,töten::V,죽이다,tapma
1093,töten::V,죽이다,surmama
1094,wohnen::V,실다,elama
1095,arbeiten::V,일하다,töötama
1096,sammeln::V,모으다,koguma
1097,sammeln::V,모으다,korjama
1098,pflücken::V,꿔다,noppima
1099,jagen::V,사냥하다,jahtima
1100,fischen::V,고기를잡다,kalastama
1101,fischen::V,고기를잡다,kala püüdma
1102,fassen::V,움켜쥐다,püüdma
1103,hüten::V,망보다,karjatama
1104,treiben::V,몰아세우다,ajama
1105,anbinden::V,묶다,kinni siduma
1106,füttern::V,사료를주다,söötma
1107,melken::V,젖을짜다,lüpsma
1108,hacken::V,자르다,raiuma
1109,hacken::V,자르다,lõhkuma
1110,gießen::V,물을대다,kastma
1111,reifen::V,성숙하다,valmima
1112,zubereiten::V,조제하다,valmistama
1113,kochen::V,요리하다,keetma
1114,backen::V,쿱다,küpsetama
1115,braten::V,굽다,praadima
1116,umrühren::V,교반하다,segama
1117,stricken::V,뜨개질하다,kuduma
1118,nähen::V,꿰매다,õmblema
1119,färben::V,채색하다,värvima
1120,reinigen::V,청소하다,puhastama
1121,waschen::V,씻다,pesema
1122,abwischen::V,닦다,puhtaks pühkima
1123,spülen::V,씻다,uhtma
1124,fegen::V,소체하다,pühkima
1125,kehren::V,청소하다,pühkima
1126,baden::V,감다,suplema
1127,baden::V,감다,kümblema
1128,sich waschen::V,모믈 씻다,end pesema
1129,ausziehen::V,벗다,käest võtma
1130,ausziehen::V,벗다,jalast võtma
1131,ausziehen::V,벗다,seljast võtma
1132,anziehen::V,끌어움직이다,jalga panema
1133,kämmen::V,빗다,kammima
1134,schmücken::V,치레하다,kaunistama
1135,sagen::V,말하다,ütlema
1136,sprechen::V,말하다,rääkima
1137,sprechen::V,말하다,kõnelema
1138,reden::V,이야기하다,kõnelema
1139,fragen::V,질문하다,küsima
1140,bitten::V,원하다,paluma
1141,erzählen::V,이야기하다,jutustama
1142,mitteilen::V,이야기하다,teatama
1143,mitteilen::V,이야기하다,teada andma
1144,nennen::V,부르다,nimetama
1145,rufen::V,불러내다,kutsuma
1146,prahlen::V,자랑하다,hooplema
1147,übersetzen::V,번역하다,tõlkima
1148,denken::V,생각하다,mõtlema
1149,glauben::V,믿다,uskuma
1150,bemerken::V,인자하다,märkama
1151,erkennen::V,인식하다,ära tundma
1152,begreifen::V,파악하다,aru saama
1153,verstehen::V,이해하다,mõistma
1154,lernen::V,배우다,õppima
1155,wissen::V,알다,teadma
1156,sich erinnern an::V,상기하다,mäletama
1157,vergessen::V,잊다,unustama
1158,messen::V,측정하다,mõõtma
1159,zählen::V,세다,loendama
1160,rechnen::V,게산하다,arvutama
1161,lesen::V,읽다,lugema
1162,malen::V,그리다,maalima
1163,zeichnen::V,소묘하다,joonistama
1164,schreiben::V,쓰다,kirjutama
1165,besitzen::V,소유하다,omama
1166,kaufen::V,사다,ostma
1167,verkaufen::V,팔다,müüma
1168,bezahlen::V,지불하다,tasuma
1169,zahlen::V,치르다,maksma
1170,beherrschen::V,지배하다,valitsema
1171,ertragen::V,참다,taluma
1172,Raureif::N,,härmatis
1173,Grube::N,,kaevand
1174,Lust::N,,himu
1175,Nachricht::N,,teade
1176,klug::A,,tark
1177,klug::A,,arukas
1178,klug::A,,mõistlik
1179,von hier::ADV,,siit
1180,müde werden::V,,väsima
1181,krank werden::V,,haigestuma
1182,krank werden::V,,haigeks jääma
1183,krank sein::V,,haige olema
1184,abreißen::V,,rebima
1185,abreißen::V,,ära rebima
1186,sich anziehen::V,,riietuma
1187,sich unterhalten::V,,vestlema
