,Concept_ID,hi,ro
84,Sehne::N,स्नायु,tendon
85,Knochen::N,अस्थि,os
86,Gehirn::N,दिमाग़,creier
87,Gehirn::N,मस्तिष्क,creier
88,Herz::N,दिल,inimă
89,Herz::N,हृदय,inimă
90,Magen::N,मेदा,stomac
91,Magen::N,अमाशय,stomac
92,Leber::N,जिगर,ficat
93,Leber::N,यकृत्,ficat
94,Atem::N,दम,răsuflare
95,Atem::N,दम,respirație
96,Atem::N,साँस,răsuflare
97,Atem::N,साँस,respirație
98,Atem::N,श्वास,răsuflare
99,Atem::N,श्वास,respirație
100,Hunger::N,भूख,foame
101,Hunger::N,क्षुधा,foame
102,Träne::N,आँसू,lacrimă
103,Träne::N,अश्रु,lacrimă
104,Geschmack::N,स्वाद,gust
105,Geschmack::N,ज़ायक़ा,gust
106,Geruch::N,बू,miros
107,Geruch::N,गंध,miros
108,Schlaf::N,नींद,somn
109,Schlaf::N,निद्रा,somn
110,Traum::N,सपना,vis
111,Traum::N,स्वप्न,vis
112,Himmel::N,आकाश,cer
113,Himmel::N,आसमान,cer
114,Sonne::N,रवि,soare
115,Sonne::N,सूरज,soare
116,Sonne::N,सूर्य,soare
117,Mond::N,चाँद,lună
118,Mond::N,चंद्र,lună
119,Stern::N,तारा,stea
120,Stern::N,सितारा,stea
121,Luft::N,हवा,aer
122,Luft::N,वायु,aer
123,Wind::N,पाद,vânt
124,Welle::N,लहर,val
125,Welle::N,लहर,undă
126,Welle::N,तरंग,val
127,Welle::N,तरंग,undă
128,Wasser::N,जल,apă
129,Wasser::N,पानी,apă
130,Stein::N,पत्थर,piatră
131,Boden::N,मिट्टी,sol
132,Boden::N,मिट्टी,pământ
133,Erde::N,भूमि,pământ
134,Erde::N,ज़मीन,pământ
135,Staub::N,धूल,praf
136,Rauch::N,धूआँ,fum
137,Rauch::N,धुम्र,fum
138,Funke::N,चिनगारी,scânteie
139,Funke::N,स्फुलिंग,scânteie
140,Feuer::N,आग,foc
141,Feuer::N,आतिश,foc
142,Feuer::N,अग्नि,foc
143,Licht::N,रोशनी,lumină
144,Licht::N,प्रकाश,lumină
145,Schatten::N,छाया,umbră
146,Schatten::N,परछाई,umbră
147,Wetter::N,ऋतु,timp
148,Wetter::N,ऋतु,vreme
149,Wetter::N,मौसम,timp
150,Wetter::N,मौसम,vreme
151,Nebel::N,धुँध,ceață
152,Nebel::N,धुँध,negură
153,Nebel::N,कुहरा,ceață
154,Nebel::N,कुहरा,negură
155,Wolke::N,मेघ,nor
156,Wolke::N,अभ्र,nor
157,Regen::N,मेंह,ploaie
158,Regen::N,बारिश,ploaie
159,Schnee::N,हिम,zăpadă
160,Schnee::N,बर्फ़,zăpadă
161,Eis::N,हिम,gheață
162,Eis::N,बर्फ़,gheață
163,Frost::N,ठंड,ger
164,Kälte::N,सर्दी,frig
165,Kälte::N,शीतलता,frig
166,Hitze::N,ताप,arșiță
167,Hitze::N,ताप,căldură
168,Hitze::N,गरमी,arșiță
169,Hitze::N,गरमी,căldură
170,Raureif::N,पाला,chiciură
171,Regenbogen::N,इंद्र-धनुष,curcubeu
172,Donner::N,गरज,tunet
173,Donner::N,मेघ-गर्जन,tunet
174,Strömung::N,बहाव,curent
175,Strömung::N,प्रवाह,curent
176,Tropfen::N,बूँद,picătură
177,Schaum::N,झाग,spumă
178,Schmutz::N,गंद,murdărie
179,Schmutz::N,कीचड़,murdărie
180,See::N,झील,lac
181,See::N,सरोवर,lac
182,Sumpf::N,दलदल,mlaștină
183,Sumpf::N,धँसान,mlaștină
184,Moor::N,झाबर,bărăgan
185,Moor::N,धँसान,bărăgan
186,Wiese::N,घास-स्थल,fânaț
187,Wiese::N,घास-स्थल,livadă
188,Wald::N,जंगल,codru
189,Wald::N,जंगल,pădure
190,Hügel::N,टीला,deal
191,Hügel::N,टीला,movilă
192,Hügel::N,पहाड़,deal
193,Hügel::N,पहाड़,movilă
194,Anhöhe::N,टीला,deal
195,Anhöhe::N,टीला,ridicătură
196,Anhöhe::N,पहाड़ी,deal
197,Anhöhe::N,पहाड़ी,ridicătură
198,Berg::N,पहाड़,munte
199,Gipfel::N,शिखर,pisc
200,Höhle::N,गुहा,peșteră
201,Höhle::N,गुफ़ा,peșteră
202,Abhang::N,ढाल,pantă
203,Abhang::N,ढाल,versant
204,Abhang::N,ढलान,pantă
205,Abhang::N,ढलान,versant
206,Quelle::N,चश्मा,izvor
207,Bach::N,सोता,gârlă
208,Bach::N,नदिका,gârlă
209,Fluss::N,नदी,râu
210,Fluss::N,नदी,fluviu
211,Fluss::N,सरिता,râu
212,Fluss::N,सरिता,fluviu
213,Ufer::N,तट,mal
214,Ufer::N,तट,țărm
215,Ufer::N,किनारा,mal
216,Ufer::N,किनारा,țărm
217,Küste::N,समुद्र-तट,coastă
218,Festland::N,महाद्वीप,uscat
219,Meer::N,सागर,mare
220,Meer::N,समुद्र,mare
221,Bucht::N,खाड़ी,golf
222,Insel::N,टापू,insulă
223,Insel::N,द्वीप,insulă
224,Blume::N,फूल,floare
225,Blume::N,पुष्प,floare
226,Gras::N,घास,iarbă
227,Wurzel::N,मूल,rădăcină
228,Baum::N,पेड़,copac
229,Baum::N,पेड़,arbore
230,Baum::N,वृक्ष,copac
231,Baum::N,वृक्ष,arbore
232,Stamm::N,धड़,tulpină
233,Rinde::N,छाल,scoarță
234,Rinde::N,वल्कल,scoarță
235,Ast::N,डाल,cracă
236,Ast::N,डाल,creangă
237,Ast::N,शाखा,cracă
238,Ast::N,शाखा,creangă
239,Zweig::N,टहनी,ramură
240,Zweig::N,टहनी,creangă
241,Blatt::N,पत्र,frunză
242,Blatt::N,पत्ता,frunză
243,Birke::N,भूर्ज,mesteacăn
244,Kiefer[Baum]::N,पाइन-वृक्ष,pin
245,Weide[Baum]::N,बेंत,salcie
246,Weide[Baum]::N,बेंत,răchită
247,Tanne::N,फ़र,brad
248,Horn::N,सींग,corn
249,Horn::N,विषाण,corn
250,Feder::N,पर,pană
251,Feder::N,पंख,pană
252,Fell::N,खाल,piele
253,Fell::N,पशु-चर्म,piele
254,Flügel::N,पंख,aripă
255,Flügel::N,डैना,aripă
256,Klaue::N,पंजा,gheară
257,Kralle::N,पंजा,labă
258,Kralle::N,पंजा,gheară
259,Kralle::N,नाख़ून,labă
260,Kralle::N,नाख़ून,gheară
261,Schwanz::N,पूँछ,coadă
262,Ei::N,अंडा,ou
263,Nest::N,नीड़,cuib
264,Nest::N,घोंसला,cuib
265,Bau::N,बिल,bârlog
266,Bau::N,बिल,vizuină
267,Bau::N,माँद,bârlog
268,Bau::N,माँद,vizuină
269,Tier::N,पशु,animal
270,Tier::N,जानवर,animal
271,Herde::N,गल्ला,turmă
272,Herde::N,गल्ला,cireadă
273,Kuh::N,गौ,vacă
274,Kuh::N,गाय,vacă
275,Bulle::N,साँड़,taur
276,Pferd::N,अश्व,cal
277,Pferd::N,घोड़ा,cal
278,Schaf::N,भेड़,oaie
279,Schwein::N,शूकर,porc
280,Hund::N,श्वान,câine
281,Hund::N,कुत्ता,câine
282,Katze::N,बिल्ली,pisică
283,Bär::N,रीछ,urs
284,Bär::N,भालू,urs
285,Eichhörnchen::N,गिलहरी,veveriță
286,Elch::N,एल्क,elan
287,Fuchs::N,लोमड़ी,vulpe
288,Hase::N,खरहा,iepure
289,Hase::N,ख़रगोश,iepure
290,Maus::N,मूष,șoarece
291,Maus::N,चूहा,șoarece
292,Wolf::N,वृक,lup
293,Wolf::N,भेड़िया,lup
294,Vogel::N,पक्षी,pasăre
295,Vogel::N,चिड़िया,pasăre
296,Schwarm::N,झुंड,cârd
297,Huhn::N,मुर्ग़ी,găină
298,Hahn::N,मुर्ग़ा,cocoș
299,Gans::N,हंस,gâscă
300,Gans::N,हंसिनी,gâscă
301,Adler::N,उक़ाब,vultur
302,Ente::N,बतख़,rață
303,Ente::N,बत्तक,rață
304,Eule::N,उल्लू,bufniță
305,Kranich::N,सारस,cocor
306,Kranich::N,क्रौंंच,cocor
307,Krähe::N,काक,cioară
308,Kuckuck::N,कोयल,cuc
309,Kuckuck::N,कोकिल,cuc
310,Schwan::N,हंस,lebădă
311,Schwan::N,मराल,lebădă
312,Fisch::N,मछली,pește
313,Fisch::N,मत्स्य,pește
314,Barsch::N,पर्च,biban
315,Hecht::N,पाइक,știucă
316,Schlange[Tier]::N,सर्प,șarpe
317,Wurm::N,कृमि,vierme
318,Wurm::N,कीड़ा,vierme
319,Spinne::N,लूता,păianjen
320,Spinne::N,मकड़ी,păianjen
321,Ameise::N,चींटी,furnică
322,Laus::N,जूँ,păduche
323,Mücke::N,डाँस,țânțar
324,Fliege::N,मक्खी,muscă
325,Fliege::N,मक्षिका,muscă
326,Schmetterling::N,तितली,fluture
327,Beere::N,बेरी,boabă
328,Apfel::N,सेब,măr
329,Pilz::N,खुंबी,burete
330,Pilz::N,खुंबी,ciupercă
331,Zwiebel::N,प्याज़,ceapă
332,Saat::N,बीज,semănătură
333,Korn::N,दाना,grâu
334,Heu::N,मूखी घास,fân
335,Schale::N,बकला,coajă
336,Schale::N,छिलका,coajă
337,Grube::N,गड्ढा,groapă
338,Falle::N,जाल,cursă
339,Falle::N,जाल,capcană
340,Falle::N,फँदा,cursă
341,Falle::N,फँदा,capcană
342,Schlinge::N,फँदा,laț
343,Spur::N,सुराग़,dâră
344,Spur::N,पद-चिह्न,dâră
345,Asche::N,राख,cenușă
346,Dreck::N,मैल,noroi
347,Dreck::N,मैल,murdărie
348,Dreck::N,गंदगी,noroi
349,Dreck::N,गंदगी,murdărie
350,Eisen::N,लोहा,fier
351,Gold::N,सोना,aur
352,Gold::N,स्वर्ण,aur
353,Silber::N,रजत,argint
354,Silber::N,चाँदी,argint
355,Kohle::N,कोयला,cărbune
356,Glas::N,काँच,sticlă
357,Lehm::N,चिकनी मिट्टी,lut
358,Lehm::N,चिकनी मिट्टी,humă
359,Sand::N,रेत,nisip
360,Sand::N,बालू,nisip
361,Mensch::N,मानव,om
362,Mensch::N,मानव,persoană
363,Mensch::N,इनसान,om
364,Mensch::N,इनसान,persoană
365,Mensch::N,मनुष्य,om
366,Mensch::N,मनुष्य,persoană
367,Mann::N,आदमी,om
368,Mann::N,आदमी,bărbat
369,Mann::N,पुरुष,om
370,Mann::N,पुरुष,bărbat
371,Frau::N,औरत,femeie
372,Frau::N,महिला,femeie
373,Frau::N,स्त्री,femeie
374,Kind::N,बाल,copil
375,Kind::N,बच्चा,copil
376,Junge::N,लड़का,băiat
377,Junge::N,लड़का,flăcău
378,Mädchen::N,लड़की,fată
379,Mädchen::N,कुमारी,fată
380,Familie::N,परिवार,familie
381,Großvater::N,दादा,bunic
382,Großvater::N,दादा,tată mare
383,Großmutter::N,नानी,bunică
384,Großmutter::N,नानी,mamă mare
385,Eltern::N,माँ-बाप,părinți
386,Eltern::N,माता-पिता,părinți
387,Vater::N,बाप,tată
388,Vater::N,बाप,părinte
389,Vater::N,पिता,tată
390,Vater::N,पिता,părinte
391,Mutter::N,माँ,mamă
392,Mutter::N,माता,mamă
393,Sohn::N,बेटा,fiu
394,Sohn::N,बेटा,fecior
395,Sohn::N,पुत्र,fiu
396,Sohn::N,पुत्र,fecior
397,Tochter::N,बेटी,fiică
398,Tochter::N,पुत्री,fiică
399,Bruder::N,भाई,frate
400,Bruder::N,भ्राता,frate
401,Schwester::N,बहन,soră
402,Schwester::N,भगिनी,soră
403,Onkel::N,ताऊ,unchi
404,Onkel::N,काका,unchi
405,Tante::N,बूआ,mătușă
406,Tante::N,फूफी,mătușă
407,Tante::N,ख़ाला,mătușă
408,Ehemann::N,पति,soț
409,Ehemann::N,पति,bărbat
410,Ehemann::N,शौहर,soț
411,Ehemann::N,शौहर,bărbat
412,Ehefrau::N,बीवी,soție
413,Freude::N,आनंद,bucurie
414,Freude::N,प्रसन्नता,bucurie
415,Gelächter::N,हँसी,râset
416,Gelächter::N,क़हक़हा,râset
417,Glück::N,आनंद,fericire
418,Glück::N,ख़ुशी,fericire
419,Kummer::N,शोक,mâhnire
420,Kummer::N,दुःख,mâhnire
421,Wunsch::N,इच्छा,dorință
422,Wunsch::N,इच्छा,deziderat
423,Wunsch::N,अभिलाषा,dorință
424,Wunsch::N,अभिलाषा,deziderat
425,Lust::N,चाह,poftă
426,Lust::N,चाह,înclinare
427,Lust::N,कामना,poftă
428,Lust::N,कामना,înclinare
429,Geist::N,जान,duh
430,Geist::N,जान,minte
431,Geist::N,जान,suflet
432,Geist::N,प्राण,duh
433,Geist::N,प्राण,minte
434,Geist::N,प्राण,suflet
435,Gedanke::N,विचार,gând
436,Gedanke::N,विचार,cuget
437,Gedächtnis::N,याददाश्त,memorie
438,Gedächtnis::N,स्मरण-शक्ति,memorie
439,Verstand::N,समझ,minte
440,Verstand::N,समझ,intelect
441,Verstand::N,अक़्ल,minte
442,Verstand::N,अक़्ल,intelect
443,Verstand::N,बुद्धि,minte
444,Verstand::N,बुद्धि,intelect
445,Sinn::N,अर्थ,sens
446,Sinn::N,अर्थ,înțeles
447,Grund::N,वजह,cauză
448,Grund::N,वजह,pricină
449,Grund::N,कारण,cauză
450,Grund::N,कारण,pricină
451,Wahrheit::N,सत्य,adevăr
452,Wahrheit::N,सच्चाई,adevăr
453,Gespräch::N,चर्चा,convorbire
454,Gespräch::N,चर्चा,conversație
455,Gespräch::N,वार्ता,convorbire
456,Gespräch::N,वार्ता,conversație
457,Gespräch::N,बात-चीत,convorbire
458,Gespräch::N,बात-चीत,conversație
459,Märchen::N,क़िस्सा,basm
460,Märchen::N,क़िस्सा,poveste
461,Erzählung::N,कथा,poveste
462,Erzählung::N,कहानी,poveste
463,Nachricht::N,सूचना,veste
464,Nachricht::N,समाचार,veste
465,Neuigkeit::N,ख़बर,noutate
466,Neuigkeit::N,ख़बर,actualitate
467,Neuigkeit::N,समाचार,noutate
468,Neuigkeit::N,समाचार,actualitate
469,Name::N,नाम,nume
470,Rätsel::N,पहेली,ghicitoare
471,Rede::N,वचन,discurs
472,Rede::N,भाषण,discurs
473,Sprache::N,भाषा,limbă
474,Sprache::N,भाषा,limbaj
475,Sprache::N,ज़बान,limbă
476,Sprache::N,ज़बान,limbaj
477,Stimme::N,स्वर,glas
478,Stimme::N,आवाज़,glas
479,Wort::N,शब्द,cuvânt
480,Wort::N,लफ़्ज़,cuvânt
481,Zeichen::N,निशान,semn
482,Zeichen::N,निशान,semnal
483,Ruf::N,पुकार,chemare
484,Ruf::N,आह्वान,chemare
485,Lärm::N,शोर,zgomot
486,Lärm::N,शोर,tărăboi
487,Lärm::N,हुल्लड़,zgomot
488,Lärm::N,हुल्लड़,tărăboi
489,Laut::N,स्वर,sunet
490,Laut::N,ध्वनि,sunet
491,Ton::N,सुर,ton
492,Ton::N,स्वर,ton
493,Lied::N,गीत,cântec
494,Ruhe::N,आराम,odihnă
495,Ruhe::N,आराम,liniște
496,Ruhe::N,ख़ामोशी,odihnă
497,Ruhe::N,ख़ामोशी,liniște
498,Leute::N,लोग,lume
499,Leute::N,लोग,oameni
500,Volk::N,क़ौम,popor
501,Volk::N,क़ौम,națiune
502,Volk::N,प्रजा,popor
503,Volk::N,प्रजा,națiune
504,Arbeit::N,काम,lucru
505,Gast::N,अतिथि,musafir
506,Gast::N,मेहमान,musafir
507,Geschenk::N,उपहार,dar
508,Geschenk::N,उपहार,cadou
509,Geschenk::N,तोहफ़ा,dar
510,Geschenk::N,तोहफ़ा,cadou
511,Spiel::N,खेल,joc
512,Spiel::N,क्रीड़ा,joc
513,Gesellschaft::N,साथ,societate
514,Hilfe::N,मदद,ajutor
515,Hilfe::N,सहायता,ajutor
516,Freund::N,मित्र,amic
517,Freund::N,मित्र,prieten
518,Kamerad::N,साथी,tovarăș
519,Kamerad::N,कामरेड,tovarăș
520,Angelegenheit::N,बात,afacere
521,Angelegenheit::N,मामला,afacere
522,Anzahl::N,तादाद,număr
523,Anzahl::N,तादाद,cantitate
524,Anzahl::N,संख्या,număr
525,Anzahl::N,संख्या,cantitate
526,Art::N,तरह,fel
527,Art::N,तरह,specie
528,Art::N,क़िस्म,fel
529,Art::N,क़िस्म,specie
530,Stück::N,फाँक,bucată
531,Stück::N,टुकड़ा,bucată
532,Teil::N,भाग,parte
533,Teil::N,भाग,porție
534,Teil::N,हिस्सा,parte
535,Teil::N,हिस्सा,porție
536,Hälfte::N,अर्धभाग,jumătate
537,Kreis::N,चक्कर,cerc
538,Kreuz::N,सलीब,cruce
539,Kreuz::N,क्रूस,cruce
540,Linie::N,लाइन,linie
541,Strich::N,लकीर,linie
542,Strich::N,लकीर,trăsătură
543,Abstand::N,अंतर,distanță
544,Abstand::N,अंतर,depărtare
545,Abstand::N,फ़ासला,distanță
546,Abstand::N,फ़ासला,depărtare
547,Entfernung::N,दूरी,distanță
548,Entfernung::N,दूरी,depărtare
549,Entfernung::N,फ़ासला,distanță
550,Entfernung::N,फ़ासला,depărtare
551,Gegend::N,इलाक़ा,regiune
552,Platz::N,जगह,loc
553,Platz::N,स्थान,loc
554,Ort::N,स्थल,loc
555,Ort::N,स्थान,loc
556,Seite::N,ओर,latură
557,Seite::N,तरफ़,latură
558,Mitte::N,बीच,centru
559,Mitte::N,मध्य,centru
560,Gegenstand::N,चीज़,obiect
561,Gegenstand::N,पदार्थ,obiect
562,Sache::N,चीज़,lucru
563,Sache::N,चीज़,chestie
564,Sache::N,वस्तु,lucru
565,Sache::N,वस्तु,chestie
566,Rand::N,छोर,bordură
567,Rand::N,उपांत,bordură
568,Kante::N,कोर,muchie
569,Kante::N,कोर,bordură
570,Kante::N,किनारा,muchie
571,Kante::N,किनारा,bordură
572,Ecke::N,कोना,colț
573,Ecke::N,नुक्कड़,colț
574,Spitze::N,नोक,vârf
575,Spitze::N,नोक,creștet
576,Ende::N,छोर,capăt
577,Ende::N,सिरा,capăt
578,Loch::N,छेद,gaură
579,Loch::N,सूराख़,gaură
580,Winkel::N,कोण,colț
581,Winkel::N,कोना,colț
582,Muster::N,नमूना,desen
583,Muster::N,डिज़ाइन,desen
584,Größe::N,परिमाण,mărime
585,Größe::N,विस्तार,mărime
586,Länge::N,लंबाई,lungime
587,Höhe::N,ऊँचाई,înălțime
588,Höhe::N,उच्चता,înălțime
589,Gewicht::N,भार,greutate
590,Gewicht::N,वज़न,greutate
591,Menge::N,मात्रा,cantitate
592,Haufen::N,ढेर,grămadă
593,Haufen::N,अंबार,grămadă
594,Reihe::N,क़तार,șir
595,Reihe::N,क़तार,rând
596,Reihe::N,पंक्ति,șir
597,Reihe::N,पंक्ति,rând
598,Boot::N,नाव,barcă
599,Boot::N,नाव,luntre
600,Boot::N,नौका,barcă
601,Boot::N,नौका,luntre
602,Ruder::N,चप्पू,vâslă
603,Ruder::N,चप्पू,lopată
604,Schlitten::N,बर्फ़-गाड़ी,sanie
605,Ski::N,स्की,schi
606,Lagerfeuer::N,अलाव,foc de tabără
607,Lagerfeuer::N,कैंप-फ़ायर,foc de tabără
608,Last::N,भार,povară
609,Last::N,भार,sarcină
610,Gang::N,चाल,mers
611,Gang::N,चाल,umblet
612,Schritt::N,डग,pas
613,Schritt::N,क़दम,pas
614,Norden::N,उत्तर,nord
615,Norden::N,उत्तर,miazănoapte
616,Süden::N,दक्खिन,sud
617,Süden::N,दक्खिन,miazăzi
618,Westen::N,पश्चिम,apus
619,Osten::N,पूरब,est
620,Osten::N,पूरब,răsărit
621,Holz::N,काठ,lemn
622,Holz::N,काष्ठ,lemn
623,Brett::N,पटरा,scândură
624,Brett::N,तख़्ता,scândură
625,Platte::N,फलक,placă
626,Platte::N,तख़्ता,placă
627,Stütze::N,टेक,proptea
628,Stütze::N,थूनी,proptea
629,Stange::N,छड़,bară
630,Stange::N,छड़,prăjină
631,Stange::N,बाँस,bară
632,Stange::N,बाँस,prăjină
633,Stock::N,लाठी,băț
634,Stock::N,लाठी,baston
635,Stab::N,लग्गा,baston
636,Stab::N,लग्गा,prăjină
637,Rohr::N,नल,tub
638,Rohr::N,नल,țeavă
639,Haus::N,घर,casă
640,Haus::N,मकान,casă
641,Heim::N,घर,casă
642,Heim::N,घर,cămin
643,Heim::N,गृह,casă
644,Heim::N,गृह,cămin
645,Ofen::N,चूल्हा,sobă
646,Fußboden::N,फ़र्श,podea
647,Fußboden::N,फ़र्श,dușumea
648,Tisch::N,मेज़,masă
649,Stuhl::N,कुरसी,scaun
650,Wiege::N,पालना,leagăn
651,Wiege::N,हिंडोला,leagăn
652,Bett::N,खाट,pat
653,Bett::N,पलंग,pat
654,Regal::N,शेल्फ़,rafturi
655,Kiste::N,पेटी,ladă
656,Kiste::N,पेटी,cutie
657,Kiste::N,डिब्बा,ladă
658,Kiste::N,डिब्बा,cutie
659,Fenster::N,खिड़की,fereastră
660,Tür::N,द्वार,ușă
661,Tür::N,दरवाज़ा,ușă
662,Tor::N,फाटक,poartă
663,Zaun::N,बाड़ा,gard
664,Dach::N,छत,acoperiș
665,Dach::N,छप्पर,acoperiș
666,Leiter::N,सीढ़ी,scară
667,Besen::N,झाड़ू,mătură
668,Besen::N,बुहारी,mătură
669,Spaten::N,कुदाल,cazma
670,Spaten::N,कुदाल,hârleț
671,Schaufel::N,बेलचा,lopată
672,Schaufel::N,फावड़ा,lopată
673,Gabel::N,काँटा,furculiță
674,Löffel::N,चम्मच,lingură
675,Messer::N,छुरा,cuțit
676,Messer::N,चाक़ू,cuțit
677,Nagel::N,कील,cui
678,Nagel::N,मेख़,cui
679,Netz::N,जाल,plasă
680,Haken::N,अंकुश,cârlig
681,Griff::N,मूठ,mâner
682,Griff::N,हत्था,mâner
683,Schloss::N,ताला,lacăt
684,Bild::N,चित्र,tablou
685,Bild::N,चित्र,imagine
686,Figur::N,मूर्ति,chip
687,Figur::N,मूर्ति,figură
688,Puppe::N,पुतली,păpușă
689,Puppe::N,गुड़िया,păpușă
690,Beutel::N,झोला,pungă
691,Beutel::N,झोला,săculeț
692,Bündel::N,पुलिंदा,mănunchi
693,Tasche::N,बेग,geantă
694,Tasche::N,बस्ता,geantă
695,Eimer::N,बाल्टी,găleată
696,Deckel::N,ढक्कन,capac
697,Geschirr::N,बरतन-भाँड़े,vase
698,Geschirr::N,बरतन-भाँड़े,tacâmuri
699,Sack::N,बोरा,sac
700,Tasse::N,प्याला,ceașcă
701,Topf::N,देग़चा,oală
702,Kessel::N,देग़,cazan
703,Kessel::N,देग़,căldare
704,Kessel::N,बटलोई,cazan
705,Kessel::N,बटलोई,căldare
706,Essen::N,खाना,mâncare
707,Nahrung::N,भोजन,hrană
708,Nahrung::N,भोजन,aliment
709,Speise::N,खाना,bucate
710,Speise::N,खाना,fel de bucate
711,Speise::N,व्यंजन,bucate
712,Speise::N,व्यंजन,fel de bucate
713,Fleisch::N,मांस,carne
714,Fleisch::N,गोश्त,carne
715,Getreide::N,अनाज,cereale
716,Brei::N,भरता,pireu
717,Brei::N,दलिया,pireu
718,Brot::N,रोटी,pâine
719,Scheibe::N,कतला,felie
720,Scheibe::N,कतला,bucată
721,Fett::N,वसा,untură
722,Fett::N,वसा,grăsime
723,Fett::N,चरबी,untură
724,Fett::N,चरबी,grăsime
725,Butter::N,मक्खन,unt
726,Öl::N,तेल,ulei
727,Salz::N,नमक,sare
728,Suppe::N,सूप,supă
729,Suppe::N,सूप,ciorbă
730,Suppe::N,शोरबा,supă
731,Suppe::N,शोरबा,ciorbă
732,Honig::N,शहद,miere
733,Milch::N,दूध,lapte
734,Tee::N,चाय,ceai
735,Leder::N,चमड़ा,piele
736,Wolle::N,ऊन,lână
737,Stoff::N,कपड़ा,stofă
738,Nadel::N,सूई,ac
739,Faden::N,डोरा,ață
740,Knopf::N,बटन,buton
741,Knopf::N,घुंडी,buton
742,Knoten::N,गाँठ,nod
743,Knoten::N,गुत्थी,nod
744,Farbe::N,रंग,vopsea
745,Farbe::N,वर्ण,vopsea
746,Kleidung::N,पहनावा,haine
747,Kleidung::N,पहनावा,îmbrăcăminte
748,Hemd::N,कुरता,cămașă
749,Hemd::N,क़मीज़,cămașă
750,Kragen::N,गरदनी,guler
751,Kragen::N,गरेबान,guler
752,Ärmel::N,आस्तीन,mânecă
753,Hose::N,पैंट,pantaloni
754,Hose::N,पतलून,pantaloni
755,Gürtel::N,पेटी,cordon
756,Gürtel::N,मेखला,cordon
757,Mütze::N,टोपी,șapcă
758,Schuh::N,जूता,gheată
759,Stiefel::N,बूट,cizmă
760,Ring::N,अँगूठी,inel
761,Ring::N,अँगूठी,verigă
762,Band::N,पट्टी,panglică
763,Band::N,पट्टी,șiret
764,Kamm::N,कंघी,pieptene
765,Spiegel::N,आईना,oglindă
766,Spiegel::N,दर्पण,oglindă
767,Riemen::N,तसमा,curea
768,Riemen::N,पट्टा,curea
769,Schnur::N,डोरी,funie
770,Schnur::N,डोरी,sfoară
771,Schnur::N,सुतली,funie
