,Concept_ID,ady,sk
685,nah::A,благъэ́,blízky
686,fern::A,чыжьэ,ďaleký
687,linker::A,сэмэ́гу,ľavý
688,rechter::A,джабгъу,pravý
689,anderer::A,нэмы́кӏ,iný
690,anderer::A,нэмы́кӏ,druhý
691,erster::A,апэр,prvý
692,zweiter::A,я́тӏонэр,druhý
693,dritter::A,ящэнэр,tretí
694,letzter::A,аужыр,ostatný
695,letzter::A,аужыр,posledný
696,allein::ADV,зы,sám
697,auf einmal::ADV,ардэдэм,zároveň
698,auf einmal::ADV,асыхьатым,zároveň
699,zusammen::ADV,зэгъусэхэ́у,spolu
700,zusammen::ADV,зэгъусэхэ́у,spoločne
701,lange::ADV,бэрэ́,dlho
702,plötzlich::ADV,зэкӏэм,náhle
703,sofort::ADV,ардэдэм,hneď
704,sofort::ADV,ардэдэм,ihneď
705,sofort::ADV,асыхьатым,hneď
706,sofort::ADV,асыхьатым,ihneď
707,später::ADV,нэужым,neskoršie
708,jetzt::ADV,джы,teraz
709,heute::ADV,непэ́,dnes
710,morgen::ADV,неу́щы,zajtra
711,bald::ADV,псынкӏэу,skoro
712,dann::ADV,нэужым,nato
713,dann::ADV,нэужым,potom
714,gestern::ADV,тыгъуа́с,včera
715,einst::ADV,зэгорэ́м,kedysi
716,einst::ADV,зэгорэ́м,niekedy
717,damals::ADV,армэ,vtedy
718,damals::ADV,ащыгъум,vtedy
719,danach::ADV,нэужым,potom
720,danach::ADV,нэужым,podľa toho
721,vorher::ADV,нахьыпэм,napred
722,vorher::ADV,нахьыпэм,predtým
723,einmal::ADV,зэ,raz
724,einmal::ADV,зэ,jedenkrát
725,oft::ADV,бэрэ,často
726,immer::ADV,ренэ́у,vždy
727,immer::ADV,ренэ́у,ustavične
728,dort::ADV,модэ,tam
729,dorthin::ADV,модэ́,ta
730,dorthin::ADV,модэ́,tam
731,geradeaus::ADV,занкӏэу,rovno
732,geradeaus::ADV,занкӏэу,priamo
733,vorwärts::ADV,ыпэкӏэ,napred
734,rückwärts::ADV,ыужыкӏэ́,nazad
735,zurück::ADV,ыужыкӏэ́,späť
736,zurück::ADV,ыужыкӏэ́,naspäť
737,unten::ADV,ычӏэкӏэ́,dolu
738,unten::ADV,ычӏэкӏэ́,naspodku
739,hinab::ADV,ычӏэгъы́,dolu
740,hinab::ADV,ычӏэкӏэ́,dolu
741,oben::ADV,ышъхьагъы,hore
742,oben::ADV,ышъхьагъы,navrchu
743,hinauf::ADV,ышъхьагъыкӏэ,hore
744,hinauf::ADV,ышъхьагъыкӏэ,navrch
745,überall::ADV,тыди́,všade
746,überall::ADV,тыдэкӏи́,všade
747,nicht::ADV,-п,nie
748,nicht::ADV,мы-,nie
749,ein wenig::ADV,тӏэкӏу,trocha
750,kaum::ADV,къоды́й,ledva
751,sehr::ADV,дэд,veľmi
752,so::ADV,ащ фэд,tak
753,so::ADV,ащ фэд,takto
754,so::ADV,мыщ фэд,tak
755,so::ADV,мыщ фэд,takto
756,so::ADV,джащ фэд,tak
757,so::ADV,джащ фэд,takto
758,noch::ADV,джыри,ešte
759,nur::ADV,ныӏэ́п,len
760,wieder::ADV,джыри,zasa
761,vergebens::ADV,пкӏэнчъэ́у,márne
762,vergebens::ADV,пкӏэнчъэ́у,nadarmo
763,vor::PRP,пашъхьэ́,pred
764,hinter::PRP,кӏы́б,za
765,unter::PRP,чӏэ-,pod
766,durch::PRP,пхыры-,cez
767,neben::PRP,дэжь,pri
768,neben::PRP,дэжь,vedľa
769,zwischen::PRP,азыфа́гу,medzi
770,wegen::PRP,къы-,pre
771,wegen::PRP,къы-,kvôli
772,dies::PRN,ар,to
773,dies::PRN,ар,táto
774,das::PRN,а,to
775,das::PRN,мо,to
776,alles::PRN,зэкӏэ́,všetko
777,ich::PRN,сэ,ja
778,du::PRN,о,ty
779,er::PRN,ар,on
780,wir::PRN,тэ,my
781,ihr::PRN,шъо,vy
782,sie::PRN,ахэр,oni
783,was::FPRN,сыд,čo
784,wer::FPRN,хэт,kto
785,wo::FADV,тыдэ́,kde
786,wohin::FADV,тыдэ́,kam
787,wie::FADV,сыдэущтэ́у,ako
788,warum::FADV,сыд пае́,prečo
789,wieviel::FNUM,тхьапш,koľko
790,wieviel::FNUM,сыд фэди́з,koľko
791,eins::NUM,зы,jeden
792,zwei::NUM,тӏу,dva
793,drei::NUM,щы,tri
794,vier::NUM,плӏы,štyri
795,fünf::NUM,тфы,päť
796,sechs::NUM,хы,šesť
797,sieben::NUM,блы,sedem
798,acht::NUM,и,osem
799,neun::NUM,бгъу,deväť
800,zehn::NUM,пшӏы,desať
801,elf::NUM,пшӏыкӏузы́,jedenásť
802,zwölf::NUM,пшӏыкӏутӏу,dvanásť
803,zwanzig::NUM,тӏокӏы́,dvadsať
804,dreißig::NUM,щэкӏы,tridsať
805,vierzig::NUM,тӏокӏи́тӏу,štyridsať
806,fünfzig::NUM,шъэны́ыкъу,päťdesiat
807,sechzig::NUM,тӏокӏи́щ,šesťdesiat
808,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,sedemdesiat
809,achtzig::NUM,тӏокӏи́пӏ,osemdesiat
810,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,deväťdesiat
811,hundert::NUM,шъэ,sto
812,tausend::NUM,мин,tisíc
813,und::CNJ,ыкӏи,i
814,oder::CNJ,е,alebo
815,stehen::V,ущытын,stáť
816,stehen::V,умыхъыен,stáť
817,sitzen::V,уисын,sedieť
818,sitzen::V,утесын,sedieť
819,liegen::V,телъы́н,ležať
820,hängen::V,къыщылэлын,visieť
821,hängen::V,къыщылэлын щыгъын быхъур,visieť
822,werden::V,хъун,stať sa
823,passieren::V,къэхъун,stať sa
824,beginnen::V,къежьэн,začať sa
825,beginnen::V,къыублэн,začať sa
826,enden::V,ухы́н,končiť sa
827,wechseln::V,зэхъожьы́н,meniť sa
828,aufgehen[Sonne]::V,къыкъокӏы́н,vychádzať
829,untergehen[Sonne]::V,къохьан,zapadnúť
830,scheinen[Sonne]::V,къепсыи,svietiť
831,donnern::V,гъогъон,hrmieť
832,wehen::V,епщэ́н,viať
833,strömen::V,чъэн,prúdiť
834,fließen::V,чъэн,tiecť
835,sich drehen::V,зыгъэчэрэгъу́н,točiť sa
836,sich drehen::V,зыгъэчэрэгъу́н,krútiť sa
837,schwanken::V,хъые́н,kolísať
838,schwanken::V,хъые́н,klátiť sa
839,schwingen::V,зыгъэхъые́н,kývať sa
840,schwingen::V,зыгъэхъые́н,chvieť sa
841,fallen::V,къефэхы́н,padať
842,brennen::V,стын,páliť
843,brennen::V,стын,horieť
844,rauchen::V,ӏугъо къикӏын,dymiť sa
845,regnen::V,къещхы́н,pršať
846,gefrieren::V,дыкъын,zamrznút
847,tauen::V,жъун,taviť sa
848,schmelzen::V,ткӏун,taviť sa
849,trocknen::V,гъушъы́н,schnúť
850,trocknen::V,чъэпхъу́н,schnúť
851,sieden::V,жъон,vrieť
852,faulen::V,шъун,hniť
853,verfaulen::V,шъун,zhniť
854,reißen::V,зэӏэтхъы́н,pretrhnúť sa
855,versinken::V,чӏихьан,zapadnúť
856,versinken::V,чӏихьан,potopiť sa
857,vergehen::V,блэкӏы́н,plynúť
858,erscheinen::V,къэлъэгъон,objaviť sa
859,verschwinden::V,кӏодыжьы́н,zmiznúť
860,abnehmen::V,къыкӏичын,ubúdať
861,zunehmen::V,хэхъо́н,pribúdať
862,steigen::V,къежьэн,stúpať
863,wachsen::V,хэхъо́н,rásť
864,wachsen::V,къэкӏы́н,rásť
865,glänzen::V,цӏыу́н,jagať sa
866,glänzen::V,цӏыу́н,lesknúť sa
867,funkeln::V,жъыу́н,iskriť sa
868,lärmen::V,бырсыры́н,lomoziť
869,läuten::V,теон,cengať
870,klingeln::V,теон,zvoniť
871,brausen::V,шъуин,hučať
872,rauschen::V,макъэ гъэӏун,šumieť
873,klingen::V,къыхэӏукӏын,znieť
874,klingen::V,къыхэӏукӏын,zvoniť
875,bellen::V,хьакъу́н,štekať
876,bellen::V,хьакъу́н,brechať
877,heulen::V,быун,vyť
878,blasen::V,епщэ́н,duť
879,blasen::V,епщэ́н,fúkať
880,pfeifen::V,шъуин,pískať
881,pfeifen::V,шъуин,hvízdať
882,schreien::V,куо́н,kričať
883,schreien::V,кӏыи́н,kričať
884,stöhnen::V,щэӏун,stenať
885,zittern::V,кӏэзэзын,triasť sa
886,leben::V,псэу́н,žiť
887,geboren werden::V,къэхъун,narodiť sa
888,atmen::V,жьы къэщэ́н,dýchať
889,trinken::V,ешъо́н,piť
890,essen::V,шхын,jesť
891,schlucken::V,бдырыин,zhltnuť
892,müde werden::V,пшъын,unaviť sa
893,einschlafen::V,хэчъыен,usnúť
894,einschlafen::V,хэчъыен,zaspať
895,schlafen::V,чъые́н,spať
896,aufwachen::V,къэущы́н,zobudiť sa
897,aufstehen::V,уцу́н,vstať
898,sich erholen::V,зыгъэпсэфын,zotavovať sa
899,sich erholen::V,зыгъэпсэфын,oddýchovať si
900,krank werden::V,сымаджэ́ хъун,ochorieť
901,krank sein::V,сымэджэ́н,chorieť
902,krank sein::V,сымэджэ́н,byť chorý
903,schmerzen::V,сымэджэ́н,bolieť
904,husten::V,пскэ́н,kašľať
905,genesen::V,хъужьын,uzdraviť sa
906,sterben::V,лӏэн,umrieť
907,sterben::V,лӏэн,zomrieť
908,umkommen::V,хэкӏодэн,zahynúť
909,sich bewegen::V,хъые́н,pohybovať sa
910,sich rühren::V,хъые́н,hnúť sa
911,sich erheben::V,къэтэджын,zdvihnúť sa
912,sich setzen::V,тӏысы́н,sadnúť si
913,hinfallen::V,ебэджы́н,spadnúť
914,laufen::V,кӏон,bežať
915,schreiten::V,кӏон,kráčať
916,spazierengehen::V,къэкӏухьэн,prechádzať sa
917,eilen::V,гузэжъон,súriť
918,sich beeilen::V,гуӏэ́н,ponáhľať sa
919,sausen::V,псынкӏэ́у чъэн,hučať
920,rennen::V,чъэн,bežať
921,springen::V,пкӏэн,skákať
922,klettern::V,дэцохъоен,liezť
923,schaukeln::V,уешӏэн,húpať
924,schaukeln::V,уешӏэн,hojdať
925,kriechen::V,цохъо́н,liezť
926,kriechen::V,цохъо́н,plaziť sa
927,schwimmen::V,есы́н,plávať
928,tauchen::V,зычӏэгъэо́н,ponoriť sa
929,rudern::V,къошъо бэщкӏэ фын,veslovať
930,fahren::V,кӏон,ísť
931,fahren::V,кӏон,jazdiť
932,fliegen::V,быбы́н,letieť
933,gehen::V,кӏон,ísť
934,weggehen::V,ӏукӏын,odísť
935,weggehen::V,ӏукӏын,odchádzať
936,abfahren::V,ежьэн,odcestovať
937,anhalten::V,къэуцу́н,zadržať sa
938,anhalten::V,къэуцу́н,zastaviť sa
939,hineingehen::V,ихьан,vchádzať
940,eintreten::V,чӏэхьан,vojsť
941,eintreten::V,чӏэхьан,vstúpiť
942,kommen::V,къэкӏо́н,prísť
943,ankommen::V,къэсы́н,prísť
944,ankommen::V,къэсы́н,doraziť
945,zurückkommen::V,гъэзэжьын,vrátiť sa
946,bleiben::V,къэнэ́н,ostať
947,bleiben::V,къэнэ́н,zostať
948,warten::V,пэплъэ́н,čakať
949,erwarten::V,ежэн,očakávať
950,suchen::V,лъыхъу́н,hľadať
951,finden::V,къэгъоты́н,nájsť
952,finden::V,къыхэгъэщы́н,nájsť
953,versuchen::V,пылъы́н,skúsiť
954,versuchen::V,пылъы́н,pokúsiť sa
955,vorbereiten::V,гъэхьазыры́н,pripraviť
956,lieben::V,шӏу плъэгъу́н,ľúbiť
957,lieben::V,шӏу плъэгъу́н,milovať
958,mögen::V,шӏу плъэгъу́н,mať rád
959,lachen::V,щхын,smiať sa
960,rühren::V,гур гъэузын,dojať
961,weinen::V,гъын,plakať
962,schimpfen::V,хъонэн,nadávať
963,sich ärgern::V,губжы́н,hnevať sa
964,sich ärgern::V,губжы́н,zlostiť sa
965,sich fürchten::V,щынэ́н,báť sa
966,fürchten::V,щынэ́н,báť sa
967,sehen::V,льэгъу́н,vidieť
968,anschauen::V,плъэн,pozrieť sa na
969,anschauen::V,еплъы́н,pozrieť sa na
970,ansehen::V,плъэн,pozrieť
971,hören::V,зэхэхын,počúvať
972,zuhören::V,дэӏо́н,počúvať
973,probieren::V,хэӏэн,ochutnať
974,riechen::V,пэмэ́н,ňuchať
975,fühlen::V,зэхэпшӏэн,cítiť
976,fühlen::V,зэхэпшӏэн,pociťovať
977,scheinen::V,уащыхъу́н,zdať sa
978,scheinen::V,уашӏошӏы́н,zdať sa
979,zu sehen sein::V,зэрэлъэгъу́н,byť vidieť
980,vernehmen::V,зэхэхын,počuť
981,frieren::V,дыкъын,mrznúť
982,frieren::V,дыкъын,oziabať
983,frieren::V,пӏыкӏэн,mrznúť
984,frieren::V,пӏыкӏэн,oziabať
985,frieren::V,чъыӏэ́ лӏэн,mrznúť
986,frieren::V,чъыӏэ́ лӏэн,oziabať
987,tun::V,шӏын,robiť
988,können::V,лъэкӏы́н,môcť
989,wollen::V,фэе́н,chcieť
990,anfangen::V,ублэн,začať
991,beenden::V,ухы́н,skončiť
992,aufhören::V,щыгъэтын,prestať
993,gelingen::V,хъун,podariť sa
994,öffnen::V,ӏухы́н,otvoriť
995,schließen::V,игъэсэн,zavrieť
996,stellen::V,бгъэуцун,postaviť
997,setzen::V,гъэтӏысы́н,posadiť
998,legen::V,хэлъхьа́н,klásť
999,legen::V,хэлъхьа́н,položiť
1000,berühren::V,эӏэн,dotykať sa
1001,berühren::V,нэсын,dotykať sa
1002,verbinden::V,зэхэпхэ́н,spojiť
1003,verbinden::V,пхын,spojiť
1004,bedecken::V,техъо́н,pokryť
1005,aufhängen::V,пылъэ́н,zavesiť
1006,anzünden::V,хэгъэнэ́н,zapáliť
1007,zurücklassen::V,къэгъэнэ́н,zanechať
1008,verlieren::V,чӏэ́нэн,stratiť
1009,verlieren::V,шӏокӏоды́н,stratiť
1010,fallen lassen::V,чӏэунэн,pustiť
1011,fallen lassen::V,пӏэпызын,pustiť
1012,machen::V,шӏын,robiť
1013,herstellen::V,шӏы́н,vyrobiť
1014,bauen::V,шӏы́н,stavať
1015,bauen::V,шӏы́н,budovať
1016,reparieren::V,дыжьы́н,opraviť
1017,verbessern::V,нахьышӏу пшӏын,zlepšiť
1018,verbessern::V,нахь дэгъу пшӏын,zlepšiť
1019,ändern::V,зэблэхъу́н,zmeniť
1020,ändern::V,зэблэхъу́н,preinačiť
1021,graben::V,тӏын,ryť
1022,graben::V,тӏын,kopať
1023,biegen::V,уфэн,ohnúť
1024,drehen::V,гъэчэрегъу́,točiť
1025,drehen::V,гъэчэрегъу́,krútiť
1026,wenden::V,пӏонтӏэн,obrátiť
1027,wenden::V,пӏонтӏэн,prevrátiť
1028,wenden::V,бгъэзэн,obrátiť
1029,wenden::V,бгъэзэн,prevrátiť
1030,wenden::V,уӏубын,obrátiť
1031,wenden::V,уӏубын,prevrátiť
1032,heben::V,ӏэты́н,dvíhať
1033,heben::V,ӏэты́н,povzniesť
1034,hochheben::V,ӏэты́н,zdvihnúť
1035,ergreifen::V,къэубыты́н,uchopiť sa
1036,halten::V,ӏыгъы́н,držať
1037,drücken::V,тэӏункӏэн,tisnúť
1038,schieben::V,уеӏункӏын,posunovať
1039,schieben::V,уетӏыргун,posunovať
1040,kratzen::V,цӏэнтхъун,škrabať
1041,lecken::V,бзэи́н,lízať
1042,beißen::V,ецэкъэ́н,kúsať
1043,abreißen::V,къичын,odtrhnúť
1044,abreißen::V,пытхъын,odtrhnúť
1045,abschneiden::V,пыупкӏын,odrezať
1046,abschneiden::V,пыупкӏын,odkrojiť
1047,abschneiden::V,гобзыкӏын,odrezať
1048,abschneiden::V,гобзыкӏын,odkrojiť
1049,binden::V,епхын,zaviazať
1050,binden::V,епхын,priviazať
1051,stecken::V,хэсэн,strčiť
1052,brechen::V,зэпыпкӏын,zlomiť
1053,klopfen::V,теон,tĺcť
1054,klopfen::V,теон,klopať
1055,hauen::V,теон,nabiť
1056,kleben::V,щхэн,lepiť
1057,kleben::V,щхэн,nalepiť
1058,reiben::V,пӏотын,trieť
1059,streichen::V,щыфэн,namazať
1060,schleifen::V,гъэчаны́н,ostríť
1061,schleifen::V,кӏэлыкӏы́н,ostríť
1062,schneiden::V,бзын,rezať
1063,schneiden::V,бзын,strihať
1064,rütteln::V,гъэсысын,triasť
1065,rütteln::V,гъэсысын,lomcovať
1066,schütteln::V,гъэсысын,triasť
1067,schütteln::V,гъэсысын,potriasť
1068,schwenken::V,ӏэ шӏын,mávať
1069,schütten::V,икӏэ́н,sypať
1070,füllen::V,из шӏын,plniť
1071,einwickeln::V,кӏоцӏыщыхьа́н,zabaliť
1072,tragen::V,хьын,niesť
1073,schleppen::V,пхьын,vliecť
1074,schleppen::V,плъэшъун,vliecť
1075,ziehen::V,пкъудыин,ťahať
1076,ziehen::V,пщэн,ťahať
1077,ziehen::V,плъэшъун,ťahať
1078,aufbewahren::V,пӏыгъын,uložiť
1079,aufbewahren::V,пӏыгъын,uschovať
1080,aufbewahren::V,уухъумэн,uložiť
1081,aufbewahren::V,уухъумэн,uschovať
1082,werfen::V,дзын,hodiť
1083,werfen::V,дзын,vrhnúť
1084,fangen::V,къэубыты́н,chytať
1085,packen::V,къэубыты́н,baliť
1086,packen::V,къэубыты́н,chytiť
1087,verstecken::V,бгъэбылъын,skryť
1088,verstecken::V,бгъэбылъын,schovať
1089,teilen::V,гощы́н,podeliť
1090,teilen::V,гощы́н,rozdeliť
1091,schicken::V,гъахьы́н,posielať
1092,bringen::V,къэхьы́н,priniesť
1093,hinzufügen::V,хэгъэхъо́н,pripojiť
1094,nehmen::V,къытехы́н,vziať
1095,wählen::V,къыхэхы́н,voliť
1096,auswählen::V,къыхэхы́н,vybrať
1097,auswählen::V,къыхэхы́н,vyvoliť
1098,bewahren::V,къэухъумэн,zachovať
1099,behindern::V,пэрыохъу хъун,zavadzať
1100,behindern::V,пэрыохъу хъун,byť v ceste
1101,verderben::V,къутэн,skaziť
1102,beschädigen::V,къутэн,ublížiť
1103,beschädigen::V,къутэн,poškodiť
1104,zerbrechen::V,къутэн,rozbiť
1105,zerbrechen::V,къутэн,prelomiť
1106,zerreißen::V,зэӏэтхъы́н,pretrhnúť
1107,zerstören::V,къутэ́н,zničiť
1108,verbrennen::V,гъэсты́н,spáliť
1109,geben::V,еты́н,dať
1110,reichen::V,еты́н,podať
1111,schenken::V,еты́н,darovať
1112,versprechen::V,гъэгугъэ́н,sľúbiť
1113,wünschen::V,шӏоигъо́н,želať
1114,loben::V,щытхъун,chváliť
1115,küssen::V,ебэу́н,bozkať
1116,wiegen::V,гъэхъыен,kolísať
1117,zudecken::V,техъо́н,prikryť
1118,wecken::V,къэгъэущы́н,zobudiť
1119,zeigen::V,гъэлъэгъо́н,ukázať
1120,führen::V,щэн,viesť
1121,lehren::V,егъэджэ́н,učiť
1122,lehren::V,егъэшӏэн,učiť
1123,unterrichten::V,егъэджэ́н,vyučovať
1124,aufziehen::V,пӏун,vychovať
1125,leiten::V,гъэзекӏон,viesť
1126,antreiben::V,къепфылӏэн,popudiť
1127,lassen::V,еты́н,dať
1128,einladen::V,къегъэблэгъэн,pozvať
1129,einladen::V,къегъэблэгъэн,povolať
1130,vereinigen::V,зэгогъэхьан,spojiť
1131,vereinigen::V,зэгогъэхьан,zjednotiť
1132,besuchen::V,щыӏэ́н,navštíviť
1133,treffen::V,ӏукӏэ́н,stretnúť
1134,treffen::V,пэгъокӏы́н,stretnúť
1135,sich versammeln::V,зэхэхьан,zhromaždiť sa
1136,spielen::V,джэгу́н,hrať
1137,singen::V,орэ́д къэӏо́н,spievať
1138,tanzen::V,къэшъо́н,tancovať
1139,sich trennen::V,зэгокӏыжьы́ных,rozísť sa
1140,verlassen::V,бгынэн,opustiť
1141,verlassen::V,хэкӏыжьын,opustiť
1142,retten::V,къыхэпхыжьын,zachrániť
1143,retten::V,къэбгъэнэжьын,zachrániť
1144,bewachen::V,къэгъэгъунэн,strážiť
1145,schützen::V,ухъумэ́н,chrániť
1146,verteidigen::V,къэухъумэн,brániť
1147,sich schlagen::V,эзэон,biť sa
1148,schießen::V,он,streliť
1149,schießen::V,он,strieľať
1150,siegen::V,текӏо́н,zvíťaziť
1151,ärgern::V,бгъэгубжын,hnevať
1152,ärgern::V,бгъэгубжын,zlostiť
1153,schlagen::V,ео́н,biť
1154,schlagen::V,ео́н,udrieť
1155,stechen::V,хэӏун,bodnúť
1156,stechen::V,хэӏун,pichnúť
1157,stoßen::V,тӏыро́н,udrieť
1158,stoßen::V,уеӏункӏын,udrieť
1159,stehlen::V,тыгъу́н,kradnúť
1160,stören::V,бгъэгумэкӏын,vyrušiť
1161,belästigen::V,бгъэгумэкӏын,obťažovať
1162,verbergen::V,ушъэфын,skryť
1163,täuschen::V,гъэпцӏэ́н,sklamať
1164,betrügen::V,гъэпцӏэ́н,klamať
1165,betrügen::V,гъэпцӏэ́н,podvádzať
1166,töten::V,уикӏын,zabiť
1167,töten::V,уикӏын,usmrtiť
1168,wohnen::V,дэсын,bývať
1169,arbeiten::V,лэжьэ́н,pracovať
1170,sammeln::V,угъои́н,zbierať
1171,pflücken::V,къыпычы́н,trhať
1172,pflücken::V,къыпычы́н,oberať
1173,jagen::V,шэкӏон,poľovať
1174,jagen::V,ешэкӏон,poľovať
1175,fischen::V,пцэжъые уешэн,loviť ryby
1176,fischen::V,пцэжъые уешэн,chytať ryby
1177,fassen::V,къэубыты́н,uloviť
1178,hüten::V,хэхъо́н,pásť
1179,treiben::V,пфын,hnať
1180,anbinden::V,епхын,priviazať
1181,füttern::V,гъэшхэ́н,kŕmiť
1182,melken::V,щын,dojiť
1183,hacken::V,упкӏэтэн,seknúť
1184,gießen::V,тепкӏэн,polievať
1185,reifen::V,игъо хъун,dozrieť
1186,zubereiten::V,бгъэхьазырын,pripraviť
1187,kochen::V,шӏы́н,variť
1188,backen::V,гъэжъэ́н,piecť
1189,backen::V,гъэжъэ́н,smažiť
1190,braten::V,гъэжъэ́н,piecť
1191,braten::V,гъэжъэ́н,pražiť
1192,umrühren::V,зэхэгъэкӏухьан,pomiešať
1193,stricken::V,хъын,pliesť
1194,nähen::V,дэн,šiť
1195,färben::V,бгъэлэн,zafarbiť
1196,reinigen::V,укъэбзы́н,čistiť
1197,waschen::V,бгыкӏын,myť
1198,abwischen::V,лъэкӏы́н,utrieť
1199,spülen::V,дэгъэчъыхьан,vyplachovať
1200,fegen::V,пхъэнкӏы́н,zametať
1201,kehren::V,пхъэнкӏы́н,zametať
1202,baden::V,зыгъэпскӏын,kúpať sa
1203,sich waschen::V,зытхьакӏы́н,umývať sa
1204,ausziehen::V,къытехы́н,zobliecť
1205,anziehen::V,щылъэ́н,obliecť
1206,sich anziehen::V,зыфэпэн,obliecť sa
1207,kämmen::V,жьын,česať
1208,schmücken::V,гъэдэхэ́н,ozdobiť
1209,sagen::V,къэӏон,povedať
1210,sprechen::V,псэлъэ́н,hovoriť
1211,reden::V,гущыӏэ́н,rozprávať
1212,sich unterhalten::V,зэдэгущыӏэн,rozprávať sa
1213,fragen::V,упчӏэ́н,spýtať sa
1214,bitten::V,лъэӏо́н,prosiť
1215,erzählen::V,къэпӏотэ́н,rozprávať
1216,mitteilen::V,макъэ егъэӏун,oznámiť
1217,nennen::V,цӏэ фэусы́н,nazvať
1218,nennen::V,цӏэ фэусы́н,menovať
1219,rufen::V,джэн,volať
1220,rufen::V,джэн,zavolať
1221,prahlen::V,узыщытхъужьы́н,vystatovať sa
1222,übersetzen::V,бгъэкӏотэн,preložiť
1223,denken::V,егупшысэ́н,myslieť
1224,glauben::V,уивыхъэ́ телъы́н,veriť
1225,bemerken::V,гу лъыптэ́н,podotknuť
1226,bemerken::V,гу лъыптэ́н,spozorovať
1227,erkennen::V,зэхэпхын,poznať
1228,erkennen::V,зэбгъэшӏэн,poznať
1229,begreifen::V,гурыӏо́н,pochopiť
1230,begreifen::V,гурыӏо́н,porozumieť
1231,verstehen::V,зэхэхын,rozumieť
1232,lernen::V,еджэ́н,učiť sa
1233,wissen::V,шӏэн,vedieť
1234,sich erinnern an::V,къэшӏэжьын,pamätať si na
1235,vergessen::V,пщыгъупшэжьы́н,zabudnuť
1236,messen::V,шын,merať
1237,zählen::V,плъытэ́н,počítať
1238,rechnen::V,плъытэ́н,rátať
1239,rechnen::V,плъытэ́н,počítať
1240,rechnen::V,угугъэ́н,rátať
1241,rechnen::V,угугъэ́н,počítať
1242,lesen::V,еджэ́н,čítať
1243,malen::V,шӏын,maľovať
1244,zeichnen::V,шӏын,kresliť
1245,schreiben::V,тхын,písať
1246,besitzen::V,иӏэн,mať
1247,besitzen::V,иӏэн,vlastniť
1248,kaufen::V,щэфы́н,kúpiť
1249,verkaufen::V,щэн,predať
1250,bezahlen::V,птын,zaplatiť
1251,bezahlen::V,лъыптын,zaplatiť
1252,bezahlen::V,птыжьы́н,zaplatiť
1253,zahlen::V,птын,platiť
1254,zahlen::V,лъыптын,platiť
1255,beherrschen::V,иунаеу иӏэн,ovládať
1256,ertragen::V,щэчы́н,znášať
1257,ertragen::V,щэчы́н,vydržať
1258,Schnurrbart::N,,fúzy
1259,Nabel::N,,pupok
1260,Wetter::N,,počasie
1261,Frost::N,,mráz
1262,Raureif::N,,srieň
1263,Raureif::N,,inovať
1264,Adler::N,,orol
1265,Schwan::N,,labuť
1266,Ton::N,,tón
1267,Ton::N,,zvuk
1268,Sache::N,,vec
1269,Schlitten::N,,sane
1270,Last::N,,ťarcha
1271,Last::N,,bremeno
1272,Figur::N,,figúra
1273,Bündel::N,,uzlík
1274,Bündel::N,,zväzok
1275,Schuh::N,,obuv
1276,Schuh::N,,topánka
1277,Arzt::N,,lekár
1278,lebendig::A,,živý
1279,zuerst::ADV,,najprv
1280,manchmal::ADV,,občas
1281,manchmal::ADV,,niekedy
1282,niemals::ADV,,nikdy
1283,hier::ADV,,tu
1284,hierhin::ADV,,sem
1285,hierhin::ADV,,tade
1286,von hier::ADV,,odtiaľto
1287,schon::ADV,,už
1288,sinken::V,,klesať
1289,klirren::V,,rinčať
1290,fliehen::V,,utekať
1291,flüchten::V,,utiecť
1292,geraten::V,,dariť sa
1293,aufheben::V,,zdvihnúť
1294,beugen::V,,ohnúť
1295,umdrehen::V,,otočiť
1296,umdrehen::V,,obrátiť
1297,bekommen::V,,dostať
1298,erhalten::V,,prijať
1299,treten::V,,kopnúť
