,Concept_ID,mn,it
430,Reihe::N,эгнээ,fila
431,Boot::N,завь,barca
432,Boot::N,завь,battello
433,Ruder::N,сэлүүр,remo
434,Schlitten::N,чарга,slitta
435,Ski::N,цана,sci
436,Lagerfeuer::N,түүдэг,falò
437,Lagerfeuer::N,түүдэг,fuoco di bivacco
438,Last::N,ачаа,càrico
439,Gang::N,явдал,andata
440,Schritt::N,алхам,passo
441,Norden::N,умар,nord
442,Norden::N,умар,settentrione
443,Süden::N,урд,sud
444,Süden::N,урд,meridione
445,Süden::N,өмнө,sud
446,Süden::N,өмнө,meridione
447,Westen::N,өрнө,òvest
448,Westen::N,өрнө,occidente
449,Westen::N,баруун,òvest
450,Westen::N,баруун,occidente
451,Osten::N,зүүн,est
452,Osten::N,зүүн,oriente
453,Osten::N,дорно,est
454,Osten::N,дорно,oriente
455,Holz::N,мод,legno
456,Brett::N,банз,asse
457,Brett::N,банз,tàvola
458,Platte::N,хавтан,lastra
459,Platte::N,хавтан,piastra
460,Stütze::N,тулгуур,supporto
461,Stütze::N,тулга,supporto
462,Stange::N,сургааг,sbarra
463,Stange::N,сургааг,pèrtica
464,Stock::N,саваа,verga
465,Stock::N,саваа,bastone
466,Stock::N,саваа,bacchetta
467,Stab::N,таяг,asta
468,Rohr::N,хоолой,tubo
469,Haus::N,гэр,casa
470,Haus::N,байшин,casa
471,Heim::N,гэр,casa
472,Ofen::N,зуух,stufa
473,Ofen::N,пийшин,stufa
474,Fußboden::N,шал,pavimento
475,Tisch::N,ширээ,tàvolo
476,Stuhl::N,сандал,sedia
477,Wiege::N,өлгий,culla
478,Bett::N,ор,letto
479,Regal::N,тавиур,scaffale
480,Kiste::N,авдар,cassa
481,Kiste::N,хайрцаг,cassa
482,Fenster::N,гэгээвч,finestra
483,Tür::N,үүд,porta
484,Tür::N,хаалга,porta
485,Tor::N,хаалга,portone
486,Zaun::N,хашаа,recinto
487,Dach::N,дээвэр,tetto
488,Leiter::N,шат,scala
489,Leiter::N,шат,scala a pioli
490,Besen::N,хамуур,scopa
491,Besen::N,туужуу,scopa
492,Spaten::N,хүрз,vanga
493,Schaufel::N,хүрз,pala
494,Gabel::N,сэрээ,forchetta
495,Löffel::N,халбага,cucchiaio
496,Messer::N,хутга,coltello
497,Nagel::N,хадаас,chiodo
498,Netz::N,өөш,rete
499,Netz::N,тор,rete
500,Haken::N,гох,uncino
501,Griff::N,иш,mànico
502,Griff::N,иш,maniglia
503,Griff::N,сэнж,mànico
504,Griff::N,сэнж,maniglia
505,Schloss::N,цуурга,serratura
506,Schloss::N,цоож,serratura
507,Bild::N,зураг,quadro
508,Bild::N,зураг,immàgine
509,Figur::N,баримал,figura
510,Puppe::N,хүүхэлдэй,bàmbola
511,Beutel::N,агсаа,borsa
512,Beutel::N,агсаа,sacchetto
513,Beutel::N,уут,borsa
514,Beutel::N,уут,sacchetto
515,Bündel::N,боодол,fascio
516,Bündel::N,боодол,fagotto
517,Tasche::N,цүнх,borsa
518,Eimer::N,хөнөг,secchio
519,Eimer::N,хувин,secchio
520,Deckel::N,таг,coperchio
521,Deckel::N,хавхаг,coperchio
522,Geschirr::N,сав суулга,stoviglie
523,Sack::N,шуудай,sacco
524,Tasse::N,аяга,tazza
525,Topf::N,тогоо,pèntola
526,Kessel::N,тогоо,paiolo
527,Kessel::N,тогоо,calderone
528,Essen::N,идээ,pasto
529,Essen::N,идээ,mangiare
530,Nahrung::N,хүнс,cibo
531,Nahrung::N,хүнс,alimento
532,Speise::N,идээ,piatto
533,Fleisch::N,мах,carne
534,Getreide::N,будаа,cereali
535,Brei::N,богшмол,purè
536,Brei::N,богшмол,pappa
537,Brei::N,будаа,purè
538,Brei::N,будаа,pappa
539,Brot::N,талх,pane
540,Scheibe::N,зүсэм,fetta
541,Scheibe::N,зүсэм,trancia
542,Scheibe::N,хэрчим,fetta
543,Scheibe::N,хэрчим,trancia
544,Fett::N,өөх,grasso
545,Butter::N,тос,burro
546,Öl::N,тос,olio
547,Salz::N,давс,sale
548,Suppe::N,шөл,zuppa
549,Suppe::N,шөл,minestra
550,Honig::N,бал,miele
551,Milch::N,сүү,latte
552,Tee::N,цай,tè
553,Leder::N,арьс,pelle
554,Leder::N,савхи,pelle
555,Wolle::N,ноос,lana
556,Wolle::N,унгас,lana
557,Stoff::N,бөс,panno
558,Stoff::N,бөс,tessuto
559,Nadel::N,зүү,ago
560,Faden::N,боолт,filo
561,Faden::N,утас,filo
562,Knopf::N,товч,bottone
563,Knoten::N,зангилаа,nodo
564,Farbe::N,будаг,pittura
565,Kleidung::N,хувцас,vestiti
566,Kleidung::N,хувцас,vestiario
567,Hemd::N,цамц,camicia
568,Kragen::N,зах заам,bàvero
569,Kragen::N,зах заам,colletto
570,Ärmel::N,ханцуй,mànica
571,Hose::N,өмд,calzoni
572,Gürtel::N,бүс,cintura
573,Mütze::N,малгай,berretto
574,Mütze::N,бүрх,berretto
575,Schuh::N,туфли,scarpa
576,Stiefel::N,гутал,stivale
577,Ring::N,бөгж,anello
578,Band::N,тууз,nastro
579,Band::N,тууз,fettuccia
580,Kamm::N,сам,pèttine
581,Spiegel::N,толь,specchio
582,Riemen::N,тасам,cinghia
583,Riemen::N,сур,cinghia
584,Schnur::N,татлага,corda
585,Leine::N,оосор,guinzaglio
586,Decke::N,хөнжил,coperta
587,Decke::N,хучлага,coperta
588,Kissen::N,дэр,cuscino
589,Kissen::N,дэр,guanciale
590,Tuch::N,алчуур,fazzoletto
591,Tuch::N,даавуу,fazzoletto
592,Handtuch::N,алчуур,asciugamano
593,Kraft::N,чадал,forza
594,Kraft::N,хүч,forza
595,Stärke::N,эрч,forza
596,Stärke::N,эрч,vigore
597,Stärke::N,эрч,fortezza
598,Stärke::N,тэнхээ,forza
599,Stärke::N,тэнхээ,vigore
600,Stärke::N,тэнхээ,fortezza
601,Gesundheit::N,бие,salute
602,Gesundheit::N,эрүүл мэнд,salute
603,Krankheit::N,эмгэг,malattìa
604,Schmerz::N,өвчин,dolore
605,Wunde::N,шарх,piaga
606,Wunde::N,шарх,ferita
607,Fieber::N,халуун,febbre
608,Arznei::N,эм,fàrmaco
609,Arznei::N,эм,medicina
610,Brücke::N,гүүр,ponte
611,Brunnen::N,худаг,pozzo
612,Weide::N,бэлчээр,pàscolo
613,Pfad::N,жим,sentiero
614,Pfad::N,зөрөг,sentiero
615,Weg::N,зам,via
616,Weg::N,зам,cammino
617,Weg::N,харгуй,via
618,Weg::N,харгуй,cammino
619,Straße::N,зам,strada
620,Straße::N,харгуй,strada
621,Dorf::N,тосгон,paese
622,Dorf::N,тосгон,villaggio
623,Dorf::N,гацаа,paese
624,Dorf::N,гацаа,villaggio
625,Stadt::N,хот,città
626,Brief::N,захидал,lèttera
627,Brief::N,захиа,lèttera
628,Buch::N,ном,libro
629,Buch::N,бичиг,libro
630,Buchstabe::N,үсэг,lèttera
631,Zeitung::N,сонин,giornale
632,Leben::N,амь,vita
633,Leben::N,амьдрал,vita
634,Tod::N,үхэл,morte
635,Grab::N,булш,tomba
636,Grab::N,булш,sepolcro
637,Kirche::N,сүм,chiesa
638,Sünde::N,нүгэл,peccato
639,Sünde::N,хилэнц,peccato
640,Gott::N,бурхан,dio
641,Arbeiter::N,ажилчин,operaio
642,Arbeiter::N,ажилчин,lavoratore
643,Arbeiter::N,хөдөлмөрчин,operaio
644,Arbeiter::N,хөдөлмөрчин,lavoratore
645,Chef::N,дарга,capo
646,Chef::N,дарга,padrone
647,Meister::N,дархан,mastro
648,Meister::N,дархан,maestro
649,Arzt::N,эмч,mèdico
650,Arzt::N,эмч,dottore
651,Lehrer::N,багш,professore
652,Geld::N,цаас,soldi
653,Geld::N,цаас,denaro
654,Geld::N,мөнгө,soldi
655,Geld::N,мөнгө,denaro
656,Geschäft::N,наймаа,affare
657,Geschäft::N,наймаа,negozio
658,Laden::N,дэлгүүр,negozio
659,Preis::N,үнэ,prezzo
660,Ware::N,таваар,merce
661,Ware::N,бараа,merce
662,Nutzen::N,ашиг,ùtile
663,Nutzen::N,ашиг,profitto
664,Reichtum::N,баялаг,ricchezza
665,Welt::N,дэлхий,mondo
666,Welt::N,орчлон,mondo
667,Land::N,улс,paese
668,Land::N,орон,paese
669,Staat::N,төр,Stato
670,Staat::N,гүрэн,Stato
671,König::N,ван,re
672,Macht::N,засаг,potere
673,Grenze::N,хил,confine
674,Grenze::N,хил,frontiera
675,Krieg::N,дайн,guerra
676,Feind::N,дайсан,nemico
677,Gewalt::N,хүчирхэх,violenza
678,Kampf::N,тэмцэл,lotta
679,Kampf::N,байлдаан,lotta
680,Bogen[Waffe]::N,нум,arco
681,Pfeil::N,годил,freccia
682,Pfeil::N,сум,freccia
683,Gewehr::N,буу,fucile
684,Fehler::N,эндэл,errore
685,Fehler::N,эндэл,sbaglio
686,Fehler::N,алдаа,errore
687,Fehler::N,алдаа,sbaglio
688,Lüge::N,худал,bugìa
689,Lüge::N,худал,menzogna
690,Schaden::N,хор,danno
691,Schaden::N,хөнөөл,danno
692,Unglück::N,гай,sfortuna
693,Unglück::N,гамшиг,sfortuna
694,Schuld::N,гэм,colpa
695,Schuld::N,буруу,colpa
696,Alter::N,нас,età
697,Schluss::N,эцэс,fine
698,Schluss::N,төгсгөл,fine
699,Zeit::N,цаг,tempo
700,Tag::N,өдөр,giorno
701,Tag::N,өдөр,giornata
702,Morgen::N,өглөө,mattina
703,Mittag::N,үд,mezzogiorno
704,Abend::N,үдэш,sera
705,Abend::N,үдэш,serata
706,Nacht::N,шөнө,notte
707,Woche::N,долоо хоног,settimana
708,Monat::N,сар,mese
709,Jahr::N,жил,anno
710,Frühling::N,хавар,primavera
711,Sommer::N,зун,estate
712,Herbst::N,намар,autunno
713,Winter::N,өвөл,inverno
714,Januar::N,нэгдүгээр сар,gennaio
715,Februar::N,хоёрдугаар сар,febbraio
716,März::N,гуравдугаар сар,marzo
717,April::N,дөрөвдүгээр сар,aprile
718,Mai::N,тавдугаар сар,maggio
719,Juni::N,зургаадугаар сар,giugno
720,Juli::N,долдугаар сар,luglio
721,August::N,наймдугаар сар,agosto
722,September::N,есдүгээр сар,settembre
723,Oktober::N,аравдугаар сар,ottobre
724,November::N,арван нэгдүгээр сар,novembre
725,Dezember::N,арван хоёрдугаар сар,dicembre
726,Montag::N,даваа,lunedì
727,Dienstag::N,мягмар,martedì
728,Mittwoch::N,лхагва,mercoledì
729,Donnerstag::N,пүрэв,giovedì
730,Freitag::N,баасан,venerdì
731,Samstag::N,бямба,sàbato
732,Sonntag::N,ням,domenica
733,groß::A,их,grande
734,groß::A,том,grande
735,klein::A,бага,pìccolo
736,klein::A,жаахан,pìccolo
737,lang::A,урт,lungo
738,kurz::A,охор,corto
739,kurz::A,богино,corto
740,breit::A,өргөн,largo
741,schmal::A,уйтан,stretto
742,schmal::A,нарийн,stretto
743,dicht::A,нягт,denso
744,dicht::A,чигжүү,denso
745,dick[Gegenstand]::A,зузаан,spesso
746,dünn::A,нимгэн,sottile
747,fein::A,нарийн,fine
748,fein::A,нарийн,delicato
749,fest::A,бөх,sodo
750,fest::A,бөх,fisso
751,fest::A,хатуу,sodo
752,fest::A,хатуу,fisso
753,flach::A,хавтгай,piano
754,flach::A,хавтгай,piatto
755,glatt::A,цагаан,liscio
756,hart::A,хатуу,duro
757,weich::A,зөөлөн,molle
758,rund::A,дугуй,rotondo
759,rund::A,дугариг,rotondo
760,spitz::A,шовх,aguzzo
761,spitz::A,шовх,appuntito
762,spitz::A,шовгор,aguzzo
763,spitz::A,шовгор,appuntito
764,scharf::A,хурц,affilato
765,scharf::A,хурц,tagliente
766,scharf::A,иртэй,affilato
767,scharf::A,иртэй,tagliente
768,stumpf::A,мохоо,smussato
769,schwer::A,хүнд,pesante
770,schön::A,гуа,bello
771,schön::A,сайхан,bello
772,heiß::A,халуун,caldo
773,heiß::A,халуун,bollente
774,warm::A,дулаан,caldo
775,kalt::A,хүйтэн,freddo
776,kühl::A,сэрүүн,fresco
777,frisch::A,эрүүл,fresco
778,frisch::A,жихүүн,fresco
779,feucht::A,чийгтэй,ùmido
780,nass::A,нойтон,bagnato
781,trocken::A,хатсан,secco
782,voll::A,дүүрэн,pieno
783,leer::A,хоосон,vuoto
784,offen::A,онгорхой,aperto
785,geschlossen::A,битүү,chiuso
786,geschlossen::A,хаалтай,chiuso
787,sauber::A,цэвэр,netto
788,sauber::A,цэвэр,pulito
789,sauber::A,хиргүй,netto
790,sauber::A,хиргүй,pulito
791,schmutzig::A,бохир,sporco
792,schmutzig::A,бохир,sùdicio
793,schmutzig::A,хиртэй,sporco
794,schmutzig::A,хиртэй,sùdicio
795,roh::A,түүхий,crudo
796,reif::A,болсон,maturo
797,lecker::A,амттай,ghiotto
798,lecker::A,амттай,squisito
799,süß::A,амттай,dolce
800,süß::A,чихэрлэг,dolce
801,bitter::A,гашуун,amaro
