,Concept_ID,,sv
116,Bach::N,,bäck
117,Fluss::N,,älv
118,Fluss::N,,flod
119,Ufer::N,,strand
120,Küste::N,,kust
121,Festland::N,,fastland
122,Meer::N,,hav
123,Bucht::N,,vik
124,Bucht::N,,bukt
125,Insel::N,,ö
126,Blume::N,,blomma
127,Blume::N,,blomster
128,Gras::N,,gräs
129,Wurzel::N,,rot
130,Baum::N,,träd
131,Stamm::N,,stam
132,Rinde::N,,bark
133,Ast::N,,gren
134,Zweig::N,,kvist
135,Blatt::N,,löv
136,Blatt::N,,blad
137,Birke::N,,björk
138,Kiefer[Baum]::N,,tall
139,Weide[Baum]::N,,pil
140,Weide[Baum]::N,,vide
141,Tanne::N,,gran
142,Horn::N,,horn
143,Feder::N,,fjäder
144,Fell::N,,fäll
145,Fell::N,,skinn
146,Flügel::N,,vinge
147,Klaue::N,,klöv
148,Kralle::N,,klo
149,Schwanz::N,,svans
150,Schwanz::N,,stjärt
151,Ei::N,,ägg
152,Nest::N,,rede
153,Nest::N,,näste
154,Bau::N,,bo
155,Tier::N,,djur
156,Herde::N,,flock
157,Kuh::N,,ko
158,Bulle::N,,tjur
159,Pferd::N,,häst
160,Schaf::N,,får
161,Schwein::N,,svin
162,Hund::N,,hund
163,Katze::N,,katt
164,Bär::N,,björn
165,Eichhörnchen::N,,ekorre
166,Elch::N,,älg
167,Fuchs::N,,räv
168,Hase::N,,hare
169,Maus::N,,mus
170,Wolf::N,,varg
171,Vogel::N,,fågel
172,Schwarm::N,,svärm
173,Huhn::N,,höns
174,Hahn::N,,tupp
175,Gans::N,,gås
176,Adler::N,,örn
177,Ente::N,,anka
178,Eule::N,,uggla
179,Kranich::N,,trana
180,Krähe::N,,kråka
181,Kuckuck::N,,gök
182,Schwan::N,,svan
183,Fisch::N,,fisk
184,Barsch::N,,abborre
185,Hecht::N,,gädda
186,Schlange[Tier]::N,,orm
187,Wurm::N,,mask
188,Spinne::N,,spindel
189,Ameise::N,,myra
190,Laus::N,,lus
191,Mücke::N,,mygga
192,Fliege::N,,fluga
193,Schmetterling::N,,fjäril
194,Beere::N,,bär
195,Apfel::N,,äpple
196,Pilz::N,,svamp
197,Zwiebel::N,,lök
198,Saat::N,,sådd
199,Korn::N,,korn
200,Heu::N,,hö
201,Schale::N,,skal
202,Grube::N,,grop
203,Falle::N,,fälla
204,Schlinge::N,,snara
205,Spur::N,,spår
206,Asche::N,,aska
207,Dreck::N,,lort
208,Eisen::N,,järn
209,Gold::N,,guld
210,Silber::N,,silver
211,Kohle::N,,kol
212,Glas::N,,glas
213,Lehm::N,,lera
214,Sand::N,,sand
215,Mensch::N,,människa
216,Mann::N,,man
217,Frau::N,,kvinna
218,Kind::N,,barn
219,Junge::N,,pojke
220,Mädchen::N,,flicka
221,Familie::N,,familj
222,Großvater::N,,morfar
223,Großmutter::N,,farmor
224,Eltern::N,,föräldrar
225,Vater::N,,far
226,Mutter::N,,mor
227,Sohn::N,,son
228,Tochter::N,,dotter
229,Bruder::N,,bror
230,Schwester::N,,syster
231,Onkel::N,,morbror
232,Tante::N,,tant
233,Ehemann::N,,äkta man
234,Ehefrau::N,,hustru
235,Freude::N,,fröjd
236,Freude::N,,glädje
237,Gelächter::N,,åtlöje
238,Glück::N,,lycka
239,Kummer::N,,sorg
240,Wunsch::N,,önskan
241,Lust::N,,lust
242,Geist::N,,ande
243,Gedanke::N,,tanke
244,Gedächtnis::N,,minne
245,Verstand::N,,förstånd
246,Sinn::N,,mening
247,Sinn::N,,betydelse
248,Grund::N,,skäl
249,Grund::N,,grund
250,Wahrheit::N,,sanning
251,Gespräch::N,,samtal
252,Märchen::N,,saga
253,Erzählung::N,,berättelse
254,Nachricht::N,,meddelande
255,Neuigkeit::N,,nyhet
256,Name::N,,namn
257,Rätsel::N,,gåta
258,Rede::N,,tal
259,Sprache::N,,språk
260,Stimme::N,,stämma
261,Wort::N,,ord
262,Zeichen::N,,tecken
263,Ruf::N,,rop
264,Lärm::N,,bråk
265,Lärm::N,,oväsen
266,Laut::N,,ljud
267,Ton::N,,ton
268,Lied::N,,sång
269,Ruhe::N,,ro
270,Ruhe::N,,lugn
271,Leute::N,,folk
272,Volk::N,,folk
273,Arbeit::N,,arbete
274,Gast::N,,gäst
275,Geschenk::N,,gåva
276,Geschenk::N,,present
277,Spiel::N,,lek
278,Spiel::N,,spel
279,Gesellschaft::N,,sällskap
280,Hilfe::N,,hjälp
281,Freund::N,,vän
282,Kamerad::N,,kamrat
283,Angelegenheit::N,,ärende
284,Angelegenheit::N,,angelägenhet
285,Anzahl::N,,antal
286,Art::N,,art
287,Art::N,,slag
288,Stück::N,,stycke
289,Teil::N,,del
290,Hälfte::N,,halva
291,Kreis::N,,krets
292,Kreis::N,,cirkel
293,Kreuz::N,,kors
294,Kreuz::N,,kryss
295,Linie::N,,linje
296,Strich::N,,streck
297,Abstand::N,,avstånd
298,Entfernung::N,,avstånd
299,Gegend::N,,trakt
300,Platz::N,,plats
301,Ort::N,,plats
302,Ort::N,,ställe
303,Seite::N,,sida
304,Mitte::N,,mitt
305,Gegenstand::N,,föremål
306,Sache::N,,sak
307,Rand::N,,rand
308,Kante::N,,kant
309,Ecke::N,,vrå
310,Ecke::N,,hörn
311,Spitze::N,,spets
312,Ende::N,,ända
313,Loch::N,,hål
314,Winkel::N,,vinkel
315,Muster::N,,mönster
316,Größe::N,,storlek
317,Länge::N,,längd
318,Höhe::N,,höjd
319,Gewicht::N,,tyngd
320,Menge::N,,mängd
321,Haufen::N,,hög
322,Reihe::N,,rad
323,Boot::N,,båt
324,Ruder::N,,åra
325,Schlitten::N,,släde
326,Ski::N,,skida
327,Lagerfeuer::N,,lägereld
328,Last::N,,last
329,Last::N,,börda
330,Gang::N,,gång
331,Schritt::N,,steg
332,Norden::N,,norr
333,Süden::N,,söder
334,Westen::N,,väster
335,Osten::N,,öster
336,Holz::N,,trä
337,Brett::N,,bräda
338,Platte::N,,platta
339,Stütze::N,,stöd
340,Stütze::N,,stötta
341,Stange::N,,stång
342,Stock::N,,käpp
343,Stock::N,,pinne
344,Stab::N,,stav
345,Rohr::N,,rör
346,Haus::N,,hus
347,Heim::N,,hem
348,Ofen::N,,ugn
349,Fußboden::N,,golv
350,Tisch::N,,bord
351,Stuhl::N,,stol
352,Wiege::N,,vagga
353,Bett::N,,säng
354,Regal::N,,hylla
355,Kiste::N,,låda
356,Fenster::N,,fönster
357,Tür::N,,dörr
358,Tor::N,,port
359,Zaun::N,,staket
360,Zaun::N,,stängsel
361,Dach::N,,tak
362,Leiter::N,,stege
363,Besen::N,,kvast
364,Spaten::N,,spade
365,Schaufel::N,,skovel
366,Schaufel::N,,skyffel
367,Gabel::N,,gaffel
368,Löffel::N,,sked
369,Messer::N,,kniv
370,Nagel::N,,spik
371,Netz::N,,nät
372,Haken::N,,krok
373,Griff::N,,tag
374,Griff::N,,handtag
375,Schloss::N,,las
376,Bild::N,,bild
377,Figur::N,,figur
378,Puppe::N,,docka
379,Beutel::N,,påse
380,Bündel::N,,bunt
381,Bündel::N,,knippa
382,Tasche::N,,väska
383,Eimer::N,,hink
384,Eimer::N,,ämbar
385,Deckel::N,,lock
386,Geschirr::N,,servis
387,Geschirr::N,,porslin
388,Sack::N,,säck
389,Tasse::N,,kopp
390,Topf::N,,gryta
391,Topf::N,,kastrull
392,Kessel::N,,kittel
393,Essen::N,,mål
394,Nahrung::N,,näring
395,Speise::N,,maträtt
396,Fleisch::N,,kött
397,Getreide::N,,säd
398,Getreide::N,,spannmål
399,Brei::N,,gröt
400,Brot::N,,bröd
401,Scheibe::N,,skiva
402,Fett::N,,fett
403,Butter::N,,smör
404,Öl::N,,olja
405,Salz::N,,salt
406,Suppe::N,,soppa
407,Honig::N,,honung
408,Milch::N,,mjölk
409,Tee::N,,te
410,Leder::N,,läder
411,Wolle::N,,ull
412,Wolle::N,,ylle
413,Stoff::N,,tyg
414,Stoff::N,,stoff
415,Nadel::N,,nål
416,Faden::N,,tråd
417,Knopf::N,,knapp
418,Knoten::N,,knut
419,Farbe::N,,färg
420,Kleidung::N,,klädsel
421,Hemd::N,,skjorta
422,Kragen::N,,krage
423,Ärmel::N,,ärm
424,Hose::N,,byxor
425,Gürtel::N,,bälte
426,Mütze::N,,mössa
427,Schuh::N,,sko
428,Stiefel::N,,stövel
429,Ring::N,,ring
430,Band::N,,band
431,Kamm::N,,kam
432,Spiegel::N,,spegel
433,Riemen::N,,rem
434,Schnur::N,,snöre
435,Leine::N,,lina
436,Decke::N,,täcke
437,Kissen::N,,dyna
438,Kissen::N,,kudde
439,Tuch::N,,sjal
440,Handtuch::N,,handduk
441,Kraft::N,,kraft
442,Stärke::N,,styrka
443,Gesundheit::N,,hälsa
444,Krankheit::N,,sjukdom
445,Schmerz::N,,smärta
446,Wunde::N,,sår
447,Fieber::N,,feber
448,Arznei::N,,medicin
449,Arznei::N,,läkemedel
450,Brücke::N,,bro
451,Brunnen::N,,brunn
452,Weide::N,,bete
453,Pfad::N,,stig
454,Weg::N,,väg
455,Straße::N,,gata
456,Dorf::N,,by
457,Stadt::N,,stad
458,Brief::N,,brev
459,Buch::N,,bok
460,Buchstabe::N,,bokstav
461,Zeitung::N,,tidning
462,Leben::N,,liv
463,Tod::N,,död
464,Grab::N,,grav
465,Kirche::N,,kyrka
466,Sünde::N,,synd
467,Gott::N,,gud
468,Arbeiter::N,,arbetare
469,Chef::N,,chef
470,Meister::N,,mästare
471,Arzt::N,,läkare
472,Lehrer::N,,lärare
473,Geld::N,,pengar
474,Geschäft::N,,rörelse
475,Laden::N,,affär
476,Preis::N,,pris
477,Ware::N,,vara
478,Nutzen::N,,gagn
479,Nutzen::N,,nytta
480,Reichtum::N,,rikedom
481,Welt::N,,värld
482,Land::N,,land
483,Staat::N,,stat
484,König::N,,kung
485,König::N,,konung
486,Macht::N,,makt
487,Grenze::N,,gräns
488,Krieg::N,,krig
489,Feind::N,,fiende
490,Gewalt::N,,våld
491,Kampf::N,,kamp
492,Kampf::N,,strid
493,Bogen[Waffe]::N,,båge
494,Pfeil::N,,pil
495,Gewehr::N,,gevär
496,Fehler::N,,fel
497,Lüge::N,,lögn
498,Schaden::N,,skada
499,Unglück::N,,otur
500,Unglück::N,,olycka
501,Schuld::N,,skuld
502,Alter::N,,ålder
503,Schluss::N,,slut
504,Zeit::N,,tid
505,Tag::N,,dag
506,Morgen::N,,morgon
507,Mittag::N,,middag
508,Abend::N,,kväll
509,Nacht::N,,natt
510,Woche::N,,vecka
511,Monat::N,,månad
512,Jahr::N,,år
513,Frühling::N,,vår
514,Sommer::N,,sommar
515,Herbst::N,,höst
516,Winter::N,,vinter
517,Januar::N,,januari
518,Februar::N,,februari
519,März::N,,mars
520,April::N,,april
521,Mai::N,,maj
522,Juni::N,,juni
523,Juli::N,,juli
524,August::N,,augusti
525,September::N,,september
526,Oktober::N,,oktober
527,November::N,,november
528,Dezember::N,,december
529,Montag::N,,måndag
530,Dienstag::N,,tisdag
531,Mittwoch::N,,onsdag
532,Donnerstag::N,,torsdag
533,Freitag::N,,fredag
534,Samstag::N,,lördag
535,Sonntag::N,,söndag
536,groß::A,,stor
537,klein::A,,liten
538,lang::A,,lång
539,kurz::A,,kort
540,breit::A,,bred
541,schmal::A,,smal
542,dicht::A,,tät
543,dick[Gegenstand]::A,,tjock
544,dünn::A,,tunn
545,fein::A,,fin
546,fest::A,,fast
547,flach::A,,platt
548,glatt::A,,glatt
549,hart::A,,hård
550,weich::A,,mjuk
551,rund::A,,rund
552,spitz::A,,toppig
553,spitz::A,,spetsig
554,scharf::A,,vass
555,scharf::A,,skarp
556,stumpf::A,,slö
557,schwer::A,,tung
558,schön::A,,skön
559,schön::A,,vacker
560,heiß::A,,het
561,warm::A,,varm
562,kalt::A,,kall
563,kühl::A,,sval
564,kühl::A,,kylig
565,frisch::A,,färsk
566,feucht::A,,fuktig
567,nass::A,,våt
568,trocken::A,,torr
569,voll::A,,full
570,leer::A,,tom
571,offen::A,,öppen
572,geschlossen::A,,stängd
573,sauber::A,,ren
574,schmutzig::A,,snuskig
575,roh::A,,rå
576,reif::A,,mogen
577,lecker::A,,läcker
578,süß::A,,söt
579,bitter::A,,besk
580,bitter::A,,bitter
581,sauer::A,,sur
582,hell::A,,ljus
583,dunkel::A,,mörk
584,schwarz::A,,svart
585,weiß::A,,vit
586,rot::A,,röd
587,gelb::A,,gul
588,blau::A,,blå
589,grün::A,,grön
590,grau::A,,grå
591,bunt::A,,brokig
592,billig::A,,billig
593,teuer::A,,dyr
594,wertvoll::A,,värdefull
595,blind::A,,blind
596,taub::A,,döv
597,kräftig::A,,kraftig
598,stark::A,,stark
599,schwach::A,,svag
600,fett::A,,fet
601,schlank::A,,slank
602,hübsch::A,,snygg
603,hübsch::A,,vacker
604,böse::A,,ond
605,böse::A,,elak
606,dumm::A,,dum
607,faul::A,,lat
608,fleißig::A,,flitig
609,geizig::A,,snål
610,geizig::A,,girig
611,klug::A,,klok
612,geschickt::A,,händig
613,geschickt::A,,skicklig
614,lieb::A,,kär
615,lieb::A,,snäll
616,lustig::A,,rolig
617,lustig::A,,lustig
618,sanft::A,,mild
619,hungrig::A,,hungrig
620,krank::A,,sjuk
621,nackt::A,,naken
622,traurig::A,,ledsen
623,traurig::A,,sorgsen
624,lebendig::A,,levande
625,gut::A,,bra
626,schlecht::A,,dålig
627,richtig::A,,riktig
628,schlimm::A,,illa
629,wahr::A,,sann
630,alt::A,,gammal
631,neu::A,,ny
632,ehemalig::A,,forn
633,ehemalig::A,,tidigare
634,alt[Lebewesen]::A,,gammal
635,jung::A,,ung
636,arm::A,,fattig
637,reich::A,,rik
638,bekannt::A,,känd
639,berühmt::A,,berömd
640,fremd::A,,främmande
641,verschieden::A,,åtskillig
642,nah::A,,nära
643,fern::A,,fjärran
644,linker::A,,vänster
645,rechter::A,,höger
646,anderer::A,,annan
647,erster::A,,första
648,zweiter::A,,andra
649,dritter::A,,tredje
650,letzter::A,,sist
651,allein::ADV,,allena
652,auf einmal::ADV,,på en gång
653,zusammen::ADV,,tillsammans
654,lange::ADV,,länge
655,plötzlich::ADV,,plötsligt
656,sofort::ADV,,strax
657,sofort::ADV,,genast
658,später::ADV,,senare
659,jetzt::ADV,,nu
660,heute::ADV,,i dag
661,morgen::ADV,,i morgon
662,bald::ADV,,snart
663,dann::ADV,,då
664,gestern::ADV,,i går
665,einst::ADV,,en gång
666,damals::ADV,,då
667,damals::ADV,,den gången
668,danach::ADV,,därefter
669,vorher::ADV,,före
670,vorher::ADV,,förut
671,zuerst::ADV,,först
672,einmal::ADV,,en gång
673,manchmal::ADV,,ibland
674,oft::ADV,,ofta
675,immer::ADV,,alltid
676,niemals::ADV,,aldrig
677,hier::ADV,,här
678,hierhin::ADV,,hit
679,von hier::ADV,,härifrån
680,dort::ADV,,där
681,dorthin::ADV,,dit
682,geradeaus::ADV,,rätt fram
683,vorwärts::ADV,,fram
684,vorwärts::ADV,,framåt
685,rückwärts::ADV,,baklänges
686,zurück::ADV,,tillbaka
687,unten::ADV,,nere
688,unten::ADV,,nedanför
689,hinab::ADV,,ned
690,hinab::ADV,,nedåt
691,oben::ADV,,ovan
692,oben::ADV,,ovanpå
693,hinauf::ADV,,upp
694,hinauf::ADV,,uppåt
695,überall::ADV,,överallt
696,nicht::ADV,,ej
697,nicht::ADV,,inte
698,ein wenig::ADV,,litet
699,kaum::ADV,,knappt
700,kaum::ADV,,knappast
701,sehr::ADV,,mycket
702,so::ADV,,så
703,noch::ADV,,än
704,noch::ADV,,ännu
705,nur::ADV,,bara
706,nur::ADV,,endast
707,schon::ADV,,redan
708,wieder::ADV,,åter
709,vergebens::ADV,,förgäves
710,vor::PRP,,utanför
711,hinter::PRP,,bakom
712,unter::PRP,,under
713,durch::PRP,,genom
714,durch::PRP,,igenom
715,neben::PRP,,bredvid
716,neben::PRP,,vid sidan av
717,zwischen::PRP,,mellan
718,wegen::PRP,,på grund av
719,dies::PRN,,detta
720,das::PRN,,det
721,alles::PRN,,allt
722,ich::PRN,,jag
723,du::PRN,,du
724,er::PRN,,han
725,wir::PRN,,vi
726,ihr::PRN,,ni
727,sie::PRN,,de
728,was::FPRN,,vad
729,wer::FPRN,,vem
730,wo::FADV,,var
731,wohin::FADV,,vart
732,wie::FADV,,hur
733,warum::FADV,,varför
734,wieviel::FNUM,,hur mycket
735,eins::NUM,,en
736,eins::NUM,,ett
737,zwei::NUM,,två
738,drei::NUM,,tre
739,vier::NUM,,fyra
740,fünf::NUM,,fem
741,sechs::NUM,,sex
742,sieben::NUM,,sju
743,acht::NUM,,åtta
744,neun::NUM,,nio
745,zehn::NUM,,tio
746,elf::NUM,,elva
747,zwölf::NUM,,tolv
748,zwanzig::NUM,,tjugo
749,dreißig::NUM,,trettio
750,vierzig::NUM,,fyrtio
751,fünfzig::NUM,,femtio
752,sechzig::NUM,,sextio
753,siebzig::NUM,,sjuttio
754,achtzig::NUM,,åttio
755,neunzig::NUM,,nittio
756,hundert::NUM,,hundra
757,tausend::NUM,,tusen
758,und::CNJ,,och
759,oder::CNJ,,eller
760,stehen::V,,stå
761,sitzen::V,,sitta
762,liegen::V,,ligga
763,hängen::V,,hänga
764,werden::V,,bli
765,passieren::V,,ske
766,passieren::V,,hända
767,beginnen::V,,börja
768,enden::V,,ända
769,wechseln::V,,växla
770,aufgehen[Sonne]::V,,gå upp
771,untergehen[Sonne]::V,,gå ned
772,scheinen[Sonne]::V,,skina
773,donnern::V,,dundra
774,wehen::V,,blåsa
775,strömen::V,,forsa
776,strömen::V,,strömma
777,fließen::V,,flyta
778,sich drehen::V,,snurra
779,schwanken::V,,vackla
780,schwingen::V,,svinga
781,fallen::V,,falla
782,brennen::V,,brinna
783,rauchen::V,,ryka
784,regnen::V,,regna
785,gefrieren::V,,frysa
786,tauen::V,,töa
787,schmelzen::V,,smälta
788,trocknen::V,,torka
789,sieden::V,,koka
790,sieden::V,,sjuda
791,faulen::V,,ruttna
792,verfaulen::V,,ruttna
793,reißen::V,,brista
794,versinken::V,,sjunka
795,vergehen::V,,förgå
796,erscheinen::V,,synas
797,erscheinen::V,,visa sig
798,verschwinden::V,,försvinna
799,sinken::V,,sjunka
800,abnehmen::V,,avta
801,abnehmen::V,,minskas
802,zunehmen::V,,tilltaga
803,steigen::V,,stiga
804,wachsen::V,,växa
805,glänzen::V,,glimma
806,funkeln::V,,tindra
807,funkeln::V,,gnistra
808,lärmen::V,,bråka
809,lärmen::V,,väsnas
810,läuten::V,,ringa
811,klingeln::V,,ringa
812,klirren::V,,klirra
813,brausen::V,,brusa
814,rauschen::V,,susa
815,klingen::V,,låta
816,klingen::V,,klinga
817,bellen::V,,skälla
818,heulen::V,,yla
819,heulen::V,,tjuta
820,blasen::V,,blåsa
821,pfeifen::V,,vissla
822,schreien::V,,skrika
823,stöhnen::V,,stöna
824,zittern::V,,darra
825,zittern::V,,skälva
826,leben::V,,leva
827,geboren werden::V,,födas
828,atmen::V,,andas
829,trinken::V,,dricka
830,essen::V,,äta
831,schlucken::V,,svälja
832,müde werden::V,,tröttna
833,einschlafen::V,,somna
834,schlafen::V,,sova
835,aufwachen::V,,vakna
836,aufstehen::V,,stiga upp
837,sich erholen::V,,repa sig
838,sich erholen::V,,hämta sig
839,krank werden::V,,insjukna
840,krank sein::V,,vara sjuk
841,schmerzen::V,,smärta
842,schmerzen::V,,göra ont
843,husten::V,,hosta
844,genesen::V,,tillfriskna
845,sterben::V,,dö
846,umkommen::V,,omkomma
847,sich bewegen::V,,röra sig
848,sich rühren::V,,röra på sig
849,sich erheben::V,,resa sig
850,sich setzen::V,,sätta sig
851,hinfallen::V,,falla omkull
852,laufen::V,,löpa
853,schreiten::V,,skrida
854,spazierengehen::V,,promenera
855,eilen::V,,ila
856,sich beeilen::V,,skynda sig
857,sausen::V,,susa
858,rennen::V,,löpa
859,rennen::V,,springa
860,springen::V,,hoppa
861,klettern::V,,klättra
862,schaukeln::V,,gunga
863,kriechen::V,,kräla
864,schwimmen::V,,simma
865,tauchen::V,,dyka
866,rudern::V,,ro
867,fahren::V,,köra
868,fliegen::V,,flyga
869,gehen::V,,gå
870,weggehen::V,,gå bort
871,abfahren::V,,resa
872,abfahren::V,,avresa
873,anhalten::V,,stanna
874,hineingehen::V,,gå in
875,eintreten::V,,träda in
876,kommen::V,,komma
877,ankommen::V,,ankomma
878,zurückkommen::V,,återkomma
879,bleiben::V,,bli
880,bleiben::V,,förbli
881,warten::V,,vänta
882,erwarten::V,,vänta
883,suchen::V,,leta
884,finden::V,,finna
885,versuchen::V,,försöka
886,vorbereiten::V,,förbereda
887,lieben::V,,älska
888,mögen::V,,tycka om
889,lachen::V,,skratta
890,rühren::V,,röra
891,weinen::V,,gråta
892,schimpfen::V,,skälla
893,sich ärgern::V,,förargas
894,sich fürchten::V,,vara rädd
895,fürchten::V,,frukta
896,fliehen::V,,fly
897,fliehen::V,,rymma
898,flüchten::V,,fly
899,sehen::V,,se
900,anschauen::V,,se på
901,anschauen::V,,betrakta
902,ansehen::V,,åse
903,hören::V,,höra
904,zuhören::V,,höra på
905,zuhören::V,,lyssna till
906,probieren::V,,smaka
907,probieren::V,,smaka på
908,riechen::V,,lukta
909,fühlen::V,,känna
910,scheinen::V,,verka
911,scheinen::V,,tyckas
912,zu sehen sein::V,,synas
913,zu sehen sein::V,,kunna ses
914,vernehmen::V,,få veta
915,vernehmen::V,,förnimma
916,frieren::V,,frysa
917,tun::V,,göra
918,können::V,,kunna
919,wollen::V,,vilja
920,anfangen::V,,börja
921,beenden::V,,avsluta
922,aufhören::V,,sluta
923,aufhören::V,,upphöra
924,gelingen::V,,lyckas
925,geraten::V,,bli
926,öffnen::V,,öppna
927,schließen::V,,låsa
928,schließen::V,,stänga
929,stellen::V,,ställa
930,setzen::V,,sätta
931,legen::V,,lägga
932,berühren::V,,beröra
933,verbinden::V,,förbinda
934,bedecken::V,,täcka
935,bedecken::V,,betäcka
936,aufhängen::V,,hänga
937,aufhängen::V,,hänga upp
938,anzünden::V,,tända
939,anzünden::V,,antända
940,anzünden::V,,tända på
941,aufheben::V,,lyfta
942,zurücklassen::V,,lämna
943,zurücklassen::V,,efterlämna
944,verlieren::V,,mista
945,verlieren::V,,förlora
946,fallen lassen::V,,tappa
947,fallen lassen::V,,släppa
948,machen::V,,göra
949,herstellen::V,,tillverka
950,herstellen::V,,framställa
951,bauen::V,,bygga
952,reparieren::V,,reparera
953,verbessern::V,,rätta
954,verbessern::V,,förbättra
955,ändern::V,,ändra
956,ändern::V,,förändra
957,graben::V,,gräva
958,beugen::V,,böja
959,biegen::V,,böja
960,biegen::V,,kröka
961,drehen::V,,vrida
962,wenden::V,,vända
963,umdrehen::V,,vrida om
964,heben::V,,häva
965,hochheben::V,,lyfta
966,ergreifen::V,,gripa
967,halten::V,,hålla
968,drücken::V,,trycka
969,schieben::V,,skjuta
970,kratzen::V,,riva
971,kratzen::V,,skrapa
972,lecken::V,,slicka
973,beißen::V,,bita
974,abreißen::V,,slita_av
975,abreißen::V,,riva_av
976,abschneiden::V,,skära av
977,binden::V,,binda
978,stecken::V,,sticka
979,brechen::V,,bryta
980,brechen::V,,brista
981,klopfen::V,,banka
982,klopfen::V,,klappa
983,hauen::V,,hugga
984,kleben::V,,klistra
985,reiben::V,,gnida
986,streichen::V,,smörja
987,schleifen::V,,slipa
988,schneiden::V,,skära
989,schneiden::V,,klippa
990,rütteln::V,,skaka
991,schütteln::V,,rista
992,schwenken::V,,svänga
993,schütten::V,,hälla
994,füllen::V,,fylla
995,einwickeln::V,,slå in
996,einwickeln::V,,veckla in
997,tragen::V,,bära
998,schleppen::V,,släpa
999,ziehen::V,,dra
1000,aufbewahren::V,,förvara
1001,aufbewahren::V,,ta vara på
1002,werfen::V,,kasta
1003,fangen::V,,fånga
1004,packen::V,,gripa
1005,packen::V,,gripa tag
1006,verstecken::V,,gömma
1007,teilen::V,,dela
1008,schicken::V,,skicka
1009,bringen::V,,bringa
1010,hinzufügen::V,,tillägga
1011,bekommen::V,,få
1012,bekommen::V,,erhålla
1013,erhalten::V,,få
1014,erhalten::V,,erhålla
1015,nehmen::V,,ta
1016,nehmen::V,,taga
1017,wählen::V,,välja
1018,auswählen::V,,utvälja
1019,bewahren::V,,bevara
1020,behindern::V,,hindra
1021,behindern::V,,förhindra
1022,verderben::V,,förstöra
1023,beschädigen::V,,skada
1024,zerbrechen::V,,bryta isär
1025,zerbrechen::V,,bryta sönder
1026,zerreißen::V,,riva sönder
1027,zerreißen::V,,slita sönder
1028,zerstören::V,,förstöra
1029,verbrennen::V,,bränna
