,Concept_ID,la,is
313,Anzahl::N,numerus,tala
314,Anzahl::N,numerus,fjöldi
315,Art::N,genus,tegund
316,Stück::N,frustum,biti
317,Stück::N,frustum,stykki
318,Stück::N,fragmentum,biti
319,Stück::N,fragmentum,stykki
320,Teil::N,pars,hluti
321,Teil::N,pars,partur
322,Hälfte::N,dimidium,helmingur
323,Kreis::N,orbis,hringur
324,Kreis::N,circus,hringur
325,Kreuz::N,crux,kross
326,Kreuz::N,crux,krossmark
327,Linie::N,linea,lína
328,Strich::N,lineamentum,strik
329,Abstand::N,intervallum,millibil
330,Entfernung::N,spatium,fjarlægð
331,Gegend::N,loca,hérað
332,Gegend::N,regio,hérað
333,Platz::N,locus,pláss
334,Ort::N,locus,staður
335,Seite::N,latus,hlið
336,Mitte::N,medium,miðja
337,Gegenstand::N,res,hlutur
338,Sache::N,res,mál
339,Rand::N,margo,brún
340,Kante::N,angulus,rönd
341,Ecke::N,angulus,horn
342,Spitze::N,cacumen,oddur
343,Ende::N,caput,endi
344,Loch::N,foramen,gat
345,Loch::N,foramen,hola
346,Winkel::N,angulus,skot
347,Winkel::N,angulus,krókur
348,Muster::N,exemplum,munstur
349,Größe::N,magnitudo,stærð
350,Länge::N,longitudo,lengd
351,Höhe::N,altitudo,hæð
352,Gewicht::N,pondus,vigt
353,Gewicht::N,pondus,þyngd
354,Menge::N,copia,magn
355,Haufen::N,acervus,hrúga
356,Haufen::N,acervus,haugur
357,Reihe::N,ordo,röð
358,Boot::N,navicula,bátur
359,Ruder::N,remus,ár
360,Schlitten::N,sclodia,sleði
361,Ski::N,narta,skíði
362,Lagerfeuer::N,ignis,varðeldur
363,Last::N,onus,byrði
364,Last::N,onus,farmur
365,Gang::N,cursus,ganga
366,Schritt::N,gradus,skref
367,Norden::N,septentriones,norður
368,Süden::N,meridies,suður
369,Westen::N,occidens,vestur
370,Osten::N,oriens,austur
371,Holz::N,lignum,viður
372,Brett::N,tabula,fjöl
373,Platte::N,lamina,flötur
374,Stütze::N,adminiculum,stoð
375,Stange::N,pertica,stöng
376,Stock::N,baculum,prik
377,Stock::N,baculum,stafur
378,Stab::N,scipio,prik
379,Stab::N,scipio,stafur
380,Rohr::N,tubus,rör
381,Rohr::N,tubus,pípa
382,Haus::N,aedes,hús
383,Heim::N,domicilium,heimili
384,Ofen::N,fornax,ofn
385,Fußboden::N,solum,gólf
386,Tisch::N,mensa,borð
387,Stuhl::N,sella,stóll
388,Wiege::N,cunae,vagga
389,Bett::N,lectus,rúm
390,Bett::N,lectus,hvíla
391,Regal::N,foruli,hilla
392,Kiste::N,cista,kassi
393,Fenster::N,fenestra,gluggi
394,Tür::N,ianua,dyr
395,Tür::N,ianua,hurð
396,Tor::N,porta,hlið
397,Zaun::N,saepes,girðing
398,Zaun::N,saepes,limgarður
399,Dach::N,tectum,þak
400,Leiter::N,scalae,stigi
401,Besen::N,scopae,sópur
402,Spaten::N,pala,spaði
403,Schaufel::N,pala,skófla
404,Gabel::N,fuscinula,gaffall
405,Löffel::N,coclear,skeið
406,Messer::N,culter,hnífur
407,Nagel::N,clavus,nögl
408,Netz::N,rete,net
409,Haken::N,hamus,krókur
410,Griff::N,manubrium,tak
411,Schloss::N,claustra,lás
412,Bild::N,tabula,mynd
413,Bild::N,pictura,mynd
414,Figur::N,statunculum,stytta
415,Puppe::N,pupa,brúða
416,Beutel::N,sacculus,poki
417,Beutel::N,sacculus,baggi
418,Bündel::N,fascis,böggull
419,Tasche::N,sacculus,veski
420,Eimer::N,situla,fata
421,Deckel::N,operculum,lok
422,Geschirr::N,vasa,leirtau
423,Sack::N,saccus,sekkur
424,Tasse::N,pocillum,bolli
425,Topf::N,olla,pottur
426,Kessel::N,aenum,ketill
427,Essen::N,cena,matur
428,Nahrung::N,cibus,fæða
429,Nahrung::N,alimenta,fæða
430,Speise::N,cibus,réttur
431,Speise::N,cibus,matarréttur
432,Fleisch::N,caro,kjöt
433,Getreide::N,frumentum,korn
434,Brei::N,puls,grautur
435,Brot::N,panis,brauð
436,Scheibe::N,frustum,sneið
437,Fett::N,pingue,fita
438,Butter::N,butȳrum,smjör
439,Öl::N,oleum,olía
440,Salz::N,sal,salt
441,Suppe::N,ius,súpa
442,Honig::N,mel,hunang
443,Milch::N,lac,mjólk
444,Tee::N,thea,te
445,Leder::N,corium,skinn
446,Wolle::N,lana,ull
447,Stoff::N,textum,dúkur
448,Nadel::N,acus,nál
449,Faden::N,filum,þráður
450,Knopf::N,bulla,tala
451,Knopf::N,bulla,hnappur
452,Knoten::N,nodus,hnútur
453,Farbe::N,pigmentum,málning
454,Kleidung::N,vestimenta,búningur
455,Kleidung::N,vestimenta,klæðnaður
456,Hemd::N,tunica,skyrta
457,Kragen::N,collare,kragi
458,Kragen::N,collare,flibbi
459,Ärmel::N,manica,ermi
460,Hose::N,bracae,buxur
461,Gürtel::N,cingulum,belti
462,Mütze::N,pilleus,húfa
463,Schuh::N,calceus,skór
464,Stiefel::N,pero,stígvél
465,Stiefel::N,caliga,stígvél
466,Ring::N,anulus,hringur
467,Band::N,redimiculum,band
468,Kamm::N,pecten,greiða
469,Spiegel::N,speculum,spegill
470,Riemen::N,lorum,ól
471,Riemen::N,lorum,reim
472,Schnur::N,linum,snúra
473,Leine::N,retinaculum,band
474,Decke::N,lodix,teppi
475,Kissen::N,pulvinus,koddi
476,Tuch::N,velum,klútur
477,Handtuch::N,mantele,þurrka
478,Handtuch::N,mantele,handklæði
479,Kraft::N,vis,afl
480,Kraft::N,vis,kraftur
481,Stärke::N,robur,styrkur
482,Gesundheit::N,valetudo,heilsa
483,Gesundheit::N,valetudo,heilbrigði
484,Krankheit::N,morbus,sjúkdómur
485,Schmerz::N,dolor,sársauki
486,Wunde::N,vulnus,sár
487,Fieber::N,febris,hitasótt
488,Arznei::N,remedium,lyf
489,Brücke::N,pons,brú
490,Brunnen::N,puteus,brunnur
491,Weide::N,pascua,hagi
492,Pfad::N,semita,stígur
493,Weg::N,iter,vegur
494,Straße::N,via,gata
495,Straße::N,via,stræti
496,Dorf::N,vicus,þorp
497,Stadt::N,urbs,borg
498,Stadt::N,oppidum,borg
499,Brief::N,epistula,bréf
500,Buch::N,liber,bók
501,Buchstabe::N,littera,bókstafur
502,Zeitung::N,diurnum,dagblað
503,Leben::N,vita,líf
504,Tod::N,mors,dauði
505,Grab::N,sepulcrum,gröf
506,Kirche::N,ecclesia,kirkja
507,Sünde::N,peccatum,synd
508,Gott::N,deus,guð
509,Arbeiter::N,operarius,verkamaður
510,Chef::N,praefectus,yfirmaður
511,Meister::N,magister,meistari
512,Arzt::N,medicus,læknir
513,Lehrer::N,magister,kennari
514,Geld::N,aes,peningar
515,Geld::N,pecunia,peningar
516,Geschäft::N,negotium,viðskipti
517,Laden::N,taberna,búð
518,Laden::N,taberna,verslun
519,Preis::N,pretium,verð
520,Ware::N,merx,vara
521,Nutzen::N,utilitas,gagn
522,Reichtum::N,opes,auður
523,Reichtum::N,divitiae,auður
524,Welt::N,mundus,veröld
525,Land::N,terra,land
526,Staat::N,res publica,ríki
527,König::N,rex,konungur
528,Macht::N,potestas,vald
529,Grenze::N,limes,landamæri
530,Krieg::N,bellum,stríð
531,Feind::N,inimicus,fjandmaður
532,Gewalt::N,vis,ofbeldi
533,Kampf::N,pugna,bardagi
534,Bogen[Waffe]::N,arcus,bogi
535,Pfeil::N,sagitta,ör
536,Gewehr::N,sclopetum,byssa
537,Fehler::N,error,villa
538,Lüge::N,mendacium,lygi
539,Schaden::N,damnum,skemmd
540,Schaden::N,detrimentum,skemmd
541,Unglück::N,miseria,óhamingja
542,Unglück::N,calamitas,óhamingja
543,Schuld::N,culpa,sök
544,Alter::N,aetas,aldur
545,Schluss::N,finis,lok
546,Schluss::N,finis,endir
547,Zeit::N,tempus,tími
548,Tag::N,dies,dagur
549,Morgen::N,mane,morgunn
550,Mittag::N,meridies,hádegi
551,Abend::N,vesper,kvöld
552,Nacht::N,nox,nótt
553,Woche::N,septimana,vika
554,Monat::N,mensis,mánuður
555,Jahr::N,annus,ár
556,Frühling::N,ver,vor
557,Sommer::N,aestas,sumar
558,Herbst::N,autumnus,haust
559,Winter::N,hiems,vetur
560,Januar::N,Ianuarius,janúar
561,Februar::N,Februarius,február
562,März::N,Martius,mars
563,April::N,Aprilis,apríl
564,Mai::N,Maius,maí
565,Juni::N,Iunius,júní
566,Juli::N,Iulius,júlí
567,August::N,Augustus,ágúst
568,September::N,September,september
569,Oktober::N,Octobris,október
570,November::N,Novembris,nóvember
571,Dezember::N,December,desember
572,Montag::N,dies lunae,mánudagur
573,Dienstag::N,dies Martis ,þriðjudagur
574,Mittwoch::N,dies Mercurii,miðvikudagur
575,Donnerstag::N,dies Iovis,fimmtudagur
576,Freitag::N,dies Veneris,föstudagur
577,Samstag::N,dies Saturni,laugardagur
578,Sonntag::N,dominicus,sunnudagur
579,Sonntag::N,dies solis,sunnudagur
580,groß::A,magnus,stór
581,klein::A,parvus,lítill
582,lang::A,longus,langur
583,kurz::A,brevis,stuttur
584,breit::A,latus,breiður
585,schmal::A,angustus,mjór
586,dicht::A,densus,þéttur
587,dick[Gegenstand]::A,crassus,þykkur
588,dünn::A,tenuis,þunnur
589,fein::A,subtilis,fíngerður
590,fest::A,solidus,fastur
591,fest::A,stabilis,fastur
592,flach::A,planus,flatur
593,glatt::A,levis,háll
594,glatt::A,levis,sléttur
595,hart::A,durus,harður
596,weich::A,mollis,mjúkur
597,rund::A,rotundus,kringlóttur
598,spitz::A,acutus,oddhvass
599,scharf::A,acer,beittur
600,stumpf::A,hebes,bitlaus
601,schwer::A,gravis,þungur
602,schön::A,pulcher,fagur
603,schön::A,pulcher,fallegur
604,schön::A,formosus,fagur
605,schön::A,formosus,fallegur
606,heiß::A,fervidus,heitur
607,warm::A,calidus,hlýr
608,warm::A,calidus,heitur
609,kalt::A,frigidus,kaldur
610,kühl::A,frigidus,svalur
611,frisch::A,recens,frískur
612,feucht::A,umidus,rakur
613,feucht::A,umidus,þvalur
614,nass::A,madidus,votur
615,nass::A,madidus,blautur
616,trocken::A,aridus,þurr
617,voll::A,plenus,fullur
618,leer::A,vacuus,tómur
619,offen::A,apertus,opinn
620,geschlossen::A,clausus,lokaður
621,sauber::A,lautus,þrifinn
622,schmutzig::A,sordidus,óhreinn
623,schmutzig::A,sordidus,sóðalegur
624,roh::A,crudus,hrár
625,reif::A,maturus,þroskaður
626,lecker::A,delicatus,ljúffengur
627,süß::A,dulcis,sætur
628,bitter::A,amarus,beiskur
629,bitter::A,acerbus,beiskur
630,sauer::A,acidus,súr
631,hell::A,clarus,bjartur
632,dunkel::A,obscurus,dimmur
633,schwarz::A,niger,svartur
634,weiß::A,albus,hvítur
635,rot::A,ruber,rauður
636,gelb::A,flavus,gulur
637,blau::A,caeruleus,blár
638,grün::A,viridis,grænn
639,grau::A,canus,grár
640,bunt::A,varius,marglitur
641,billig::A,vilis,ódýr
642,teuer::A,carus,dýr
643,wertvoll::A,pretiosus,verðmætur
644,blind::A,caecus,blindur
645,taub::A,surdus,heyrnarlaus
646,kräftig::A,robustus,öflugur
647,stark::A,firmus,sterkur
648,stark::A,validus,sterkur
649,schwach::A,debilis,veill
650,schwach::A,infirmus,veill
651,fett::A,crassus,feitur
652,schlank::A,procerus,grannur
653,schlank::A,procerus,spengilegur
654,hübsch::A,pulcher,snotur
655,hübsch::A,pulcher,laglegur
656,böse::A,improbus,illur
657,böse::A,improbus,vondur
658,dumm::A,stultus,heimskur
659,dumm::A,stupidus,heimskur
660,faul::A,piger,latur
661,fleißig::A,sedulus,iðinn
662,geizig::A,avarus,nískur
663,klug::A,prudens,hygginn
664,geschickt::A,sollers,fimur
665,geschickt::A,sollers,laginn
666,lieb::A,carus,kær
667,lieb::A,carus,ljúfur
668,lustig::A,iocosus,kátur
669,sanft::A,clemens,blíður
670,hungrig::A,impastus,soltinn
671,hungrig::A,impastus,hungraður
672,krank::A,aeger,sjúkur
673,nackt::A,nudus,nakinn
674,traurig::A,maestus,dapur
675,traurig::A,maestus,hryggur
676,lebendig::A,vivus,lifandi
677,gut::A,bonus,góður
678,schlecht::A,malus,slæmur
679,schlecht::A,malus,lélegur
680,richtig::A,rectus,réttur
681,schlimm::A,malus,slæmur
682,wahr::A,verus,sannur
683,alt::A,antiquus,gamall
684,neu::A,novus,nýr
685,ehemalig::A,pristinus,fyrrverandi
686,alt[Lebewesen]::A,vetus,gamall
687,jung::A,iuvenis,ungur
688,arm::A,pauper,vesall
689,arm::A,pauper,fátækur
690,reich::A,dives,ríkur
691,reich::A,dives,auðugur
692,bekannt::A,notus,kunnugur
693,berühmt::A,celeber,frægur
694,berühmt::A,illustris,frægur
695,fremd::A,peregrinus,framandi
696,fremd::A,peregrinus,ókunnugur
697,verschieden::A,varius,ýmis
698,nah::A,propinquus,nálægur
699,fern::A,longinquus,fjarri
700,fern::A,longinquus,fjarlægur
701,linker::A,sinister,vinstri
702,rechter::A,dexter,hægri
703,anderer::A,alius,annar
704,erster::A,primus,fyrsti
705,zweiter::A,secundus,annar
706,dritter::A,tertius,þriðji
707,letzter::A,ultimus,síðasti
708,allein::ADV,solum,einn
709,allein::ADV,solum,aleinn
710,auf einmal::ADV,simul,allt í einu
711,zusammen::ADV,una,saman
712,lange::ADV,diu,lengi
713,plötzlich::ADV,subito,skyndilega
714,plötzlich::ADV,repente,skyndilega
715,sofort::ADV,statim,strax
716,sofort::ADV,statim,þegar í stað
717,später::ADV,postea,seinna
718,jetzt::ADV,nunc,nú
719,jetzt::ADV,nunc,núna
720,heute::ADV,hodie,í dag
721,morgen::ADV,cras,á morgun
722,bald::ADV,mox,brátt
723,bald::ADV,mox,bráðum
724,dann::ADV,deinde,svo
725,dann::ADV,deinde,síðan
726,gestern::ADV,heri,í gær
727,einst::ADV,olim,forðum
728,damals::ADV,tum,þá
729,damals::ADV,tum,á þeim tímum
730,danach::ADV,postea,á eftir því
731,vorher::ADV,antea,áður
732,zuerst::ADV,primo,fyrst
733,einmal::ADV,semel,einu sinni
734,manchmal::ADV,interdum,stundum
735,oft::ADV,saepe,oft
736,immer::ADV,semper,alltaf
737,immer::ADV,semper,sífellt
738,niemals::ADV,numquam,aldrei
739,hier::ADV,hic,hér
740,hierhin::ADV,huc,hingað
741,von hier::ADV,hinc,héðan
742,dort::ADV,ibi,þar
743,dort::ADV,ibi,þarna
744,dorthin::ADV,eo,þangað
745,geradeaus::ADV,recte,beint áfram
746,vorwärts::ADV,porro,áfram
747,rückwärts::ADV,retro,aftur á bak
748,zurück::ADV,retro,aftur
749,zurück::ADV,retro,til baka
750,unten::ADV,infra,niðri
751,unten::ADV,infra,fyrir neðan
752,hinab::ADV,pessum,niður
753,hinab::ADV,pessum,niður eftir
754,oben::ADV,supra,uppi
755,hinauf::ADV,sursum,upp
756,hinauf::ADV,sursum,upp eftir
757,überall::ADV,ubique,alls staðar
758,nicht::ADV,non,ekki
759,ein wenig::ADV,paulum,dálítið
760,kaum::ADV,vix,varla
761,kaum::ADV,vix,tæplega
762,kaum::ADV,aegre,varla
763,kaum::ADV,aegre,tæplega
764,sehr::ADV,valde,mjög
765,sehr::ADV,magnopere,mjög
766,so::ADV,ita,svo
767,so::ADV,ita,þannig
768,noch::ADV,etiam,enn
769,noch::ADV,etiam,ennþá
770,nur::ADV,solum,bara
771,nur::ADV,solum,aðeins
772,nur::ADV,tantum,bara
773,nur::ADV,tantum,aðeins
774,schon::ADV,iam,nú þegar
775,wieder::ADV,rursus,aftur
776,wieder::ADV,rursus,að nýju
777,vergebens::ADV,frustra,árangurslaust
778,vor::PRP,ante,fyrir
779,hinter::PRP,post,bak við
780,hinter::PRP,post,aftur fyrir
781,unter::PRP,sub,undir
782,durch::PRP,per,gegnum
783,neben::PRP,iuxta,hjá
784,neben::PRP,iuxta,við hliðina á
785,zwischen::PRP,inter,milli
786,zwischen::PRP,inter,á milli
787,wegen::PRP,propter,vegna
788,dies::PRN,hoc,þetta
789,das::PRN,id,það
790,alles::PRN,omnia,allt
791,ich::PRN,ego,ég
792,du::PRN,tu,þú
793,er::PRN,is,hann
794,er::PRN,ille,hann
795,wir::PRN,nos,við
796,ihr::PRN,vos,þið
797,sie::PRN,ii,þær
798,sie::PRN,ii,þeir
799,sie::PRN,illi,þær
800,sie::PRN,illi,þeir
801,was::FPRN,quid,hvað
802,wer::FPRN,quis,hver
803,wo::FADV,ubi,hvar
804,wohin::FADV,quo,hvert
805,wie::FADV,quomodo,hvernig
806,warum::FADV,cur,hvers vegna
807,wieviel::FNUM,quantum,hve mikill
808,eins::NUM,unus,einn
809,zwei::NUM,duo,tveir
810,drei::NUM,tres,þrír
811,vier::NUM,quattuor,fjórir
812,fünf::NUM,quinque,fimm
813,sechs::NUM,sex,sex
814,sieben::NUM,septem,sjö
815,acht::NUM,octo,átta
816,neun::NUM,novem,níu
817,zehn::NUM,decem,tíu
818,elf::NUM,undecim,ellefu
819,zwölf::NUM,duodecim,tólf
820,zwanzig::NUM,viginti,tuttugu
821,dreißig::NUM,triginta,þrjátíu
822,vierzig::NUM,quadraginta,fjörutíu
823,fünfzig::NUM,quinquaginta,fimmtíu
824,sechzig::NUM,sexaginta,sextíu
825,siebzig::NUM,septuaginta,sjötíu
826,achtzig::NUM,octoginta,áttatíu
827,neunzig::NUM,nonaginta,níutíu
