,Concept_ID,cs,ca
244,Großmutter::N,babička,àvia
245,Eltern::N,rodiče,pares
246,Vater::N,otec,pare
247,Mutter::N,matka,mare
248,Sohn::N,syn,fill
249,Tochter::N,dcera,filla
250,Bruder::N,bratr,germà
251,Schwester::N,sestra,germana
252,Onkel::N,strýc,oncle
253,Tante::N,teta,tia
254,Ehemann::N,choť,espòs
255,Ehemann::N,manžel,espòs
256,Ehefrau::N,choť,muller
257,Ehefrau::N,manželka,muller
258,Freude::N,radost,goig
259,Freude::N,radost,alegria
260,Gelächter::N,smích,riallada
261,Glück::N,štěstí,felicitat
262,Kummer::N,žal,pena
263,Kummer::N,trápení,pena
264,Wunsch::N,přání,desig
265,Lust::N,chuť,ganes
266,Geist::N,duch,ment
267,Geist::N,duch,esperit
268,Gedanke::N,myšlenka,pensament
269,Gedächtnis::N,paměť,memòria
270,Verstand::N,rozum,raó
271,Verstand::N,rozum,seny
272,Sinn::N,smysl,solta
273,Sinn::N,smysl,sentit
274,Grund::N,důvod,raó
275,Grund::N,důvod,causa
276,Wahrheit::N,pravda,veritāt
277,Gespräch::N,rozhovor,conversa
278,Märchen::N,pohádka,conte
279,Erzählung::N,povídka,narració
280,Nachricht::N,zpráva,missatge
281,Neuigkeit::N,novina,novetat
282,Neuigkeit::N,novinka,novetat
283,Name::N,jméno,nom
284,Rätsel::N,hádanka,endevinalla
285,Rede::N,řeč,discurs
286,Rede::N,proslov,discurs
287,Sprache::N,řeč,llēngua
288,Sprache::N,jazyk,llēngua
289,Stimme::N,hlas,veu
290,Wort::N,slovo,mot
291,Wort::N,slovo,paraula
292,Zeichen::N,znamení,signe
293,Zeichen::N,znamení,senyal
294,Ruf::N,zavolání,crida
295,Lärm::N,hluk,sorōll
296,Laut::N,zvuk,so
297,Ton::N,tón,to
298,Lied::N,píseň,cançó
299,Ruhe::N,klid,calma
300,Ruhe::N,klid,silenci
301,Ruhe::N,pokoj,calma
302,Ruhe::N,pokoj,silenci
303,Leute::N,lidé,gent
304,Volk::N,národ,poble
305,Arbeit::N,práce,labor
306,Arbeit::N,práce,treball
307,Gast::N,host,hoste
308,Geschenk::N,dar,regal
309,Geschenk::N,dar,obsequi
310,Spiel::N,hra,joc
311,Gesellschaft::N,společnost,companyia
312,Hilfe::N,pomoc,ajut
313,Freund::N,přítel,amīc
314,Kamerad::N,kamarád,company
315,Kamerad::N,kamarád,camarada
316,Angelegenheit::N,záležitost,afer
317,Angelegenheit::N,záležitost,assumpte
318,Anzahl::N,počet,nombre
319,Anzahl::N,počet,quantitat
320,Art::N,druh,tipus
321,Art::N,druh,classe
322,Stück::N,kus,peça
323,Stück::N,kousek,peça
324,Teil::N,díl,part
325,Teil::N,část,part
326,Hälfte::N,půl,meitat
327,Kreis::N,kruh,cercle
328,Kreuz::N,kříž,creu
329,Linie::N,linka,línia
330,Strich::N,čára,traç
331,Strich::N,čára,ratlla
332,Strich::N,čárka,traç
333,Strich::N,čárka,ratlla
334,Abstand::N,vzdálenost,distància
335,Entfernung::N,vzdálenost,distància
336,Gegend::N,krajina,regió
337,Gegend::N,krajina,contrada
338,Platz::N,prostor,cabuda
339,Ort::N,místo,lloc
340,Seite::N,strana,banda
341,Seite::N,strana,costāt
342,Mitte::N,střed,mig
343,Mitte::N,střed,centre
344,Mitte::N,prostředek,mig
345,Mitte::N,prostředek,centre
346,Gegenstand::N,předmět,objecte
347,Sache::N,věc,cosa
348,Rand::N,kraj,vora
349,Rand::N,kraj,marge
350,Rand::N,okraj,vora
351,Rand::N,okraj,marge
352,Kante::N,hrana,caire
353,Kante::N,hrana,cantell
354,Ecke::N,roh,cantonada
355,Spitze::N,hrot,punta
356,Spitze::N,špička,punta
357,Ende::N,konec,cap
358,Loch::N,díra,forāt
359,Winkel::N,kout,racó
360,Muster::N,vzor,dibuix
361,Muster::N,vzor,disseny
362,Größe::N,velikost,grandària
363,Länge::N,délka,longitud
364,Höhe::N,výška,altura
365,Höhe::N,výška,altitud
366,Gewicht::N,váha,pes
367,Menge::N,množství,quantitat
368,Haufen::N,kupa,pila
369,Haufen::N,hromada,pila
370,Reihe::N,řada,fila
371,Reihe::N,řádek,fila
372,Boot::N,člun,bot
373,Boot::N,člun,barca
374,Ruder::N,veslo,rem
375,Schlitten::N,sáně,trineu
376,Ski::N,lyže,esquí
377,Lagerfeuer::N,táborák,foc de campament
378,Last::N,náklad,càrrega
379,Last::N,břemeno,càrrega
380,Gang::N,chůze,marxa
381,Gang::N,chodba,marxa
382,Schritt::N,krok,pas
383,Norden::N,sever,nord
384,Süden::N,jih,sud
385,Westen::N,západ,oest
386,Westen::N,západ,occident
387,Osten::N,východ,est
388,Osten::N,východ,orient
389,Holz::N,dřevo,fusta
390,Brett::N,prkno,taula
391,Platte::N,deska,placa
392,Stütze::N,opěra,suport
393,Stange::N,tyč,vara
394,Stange::N,tyčka,vara
395,Stock::N,hůlka,pal
396,Stab::N,hůl,bastó
397,Rohr::N,trubka,tub
398,Haus::N,dům,casa
399,Heim::N,domov,llar
400,Ofen::N,kamna,estufa
401,Fußboden::N,podlaha,terra
402,Tisch::N,stůl,taula
403,Stuhl::N,židle,cadira
404,Wiege::N,kolébka,bressol
405,Bett::N,postel,llit
406,Regal::N,regál,prestatgeria
407,Regal::N,police,prestatgeria
408,Kiste::N,bedna,caixa
409,Fenster::N,okno,finestra
410,Tür::N,dveře,porta
411,Tor::N,vrata,portal
412,Zaun::N,plot,tanca
413,Dach::N,střecha,teulada
414,Leiter::N,žebřík,escala
415,Leiter::N,žebřík,escala de mà
416,Besen::N,koště,escombra
417,Besen::N,smeták,escombra
418,Spaten::N,rýč,pala
419,Schaufel::N,lopata,pala
420,Gabel::N,vidlička,forquilla
421,Löffel::N,lžíce,cullera
422,Messer::N,nůž,coltell
423,Nagel::N,hřebík,clau
424,Netz::N,síť,filat
425,Haken::N,hák,ganxo
426,Griff::N,držadlo,puny
427,Griff::N,držadlo,mànec
428,Schloss::N,zámek,pany
429,Bild::N,obraz,imatge
430,Figur::N,figura,figura
431,Puppe::N,panenka,nina
432,Beutel::N,pytlík,bossa
433,Bündel::N,svazek,feix
434,Bündel::N,svazek,paquet
435,Tasche::N,taška,bossa
436,Tasche::N,brašna,bossa
437,Eimer::N,kýbl,galleda
438,Eimer::N,vědro,galleda
439,Deckel::N,víko,tapa
440,Deckel::N,víko,tapadora
441,Deckel::N,příklop,tapa
442,Deckel::N,příklop,tapadora
443,Geschirr::N,nádobí,vaixella
444,Sack::N,pytel,sac
445,Sack::N,pytel,saca
446,Tasse::N,šálek,tassa
447,Topf::N,hrnec,pot
448,Topf::N,hrnec,olla
449,Kessel::N,kotel,caldera
450,Essen::N,jídlo,àpat
451,Essen::N,jídlo,menjada
452,Nahrung::N,strava,aliment
453,Nahrung::N,potrava,aliment
454,Speise::N,jídlo,plat
455,Fleisch::N,maso,carn
456,Getreide::N,obilí,cereals
457,Brei::N,kaše,puré
458,Brot::N,chléb,pa
459,Scheibe::N,krajíc,tall
460,Scheibe::N,krajíc,llesca
461,Fett::N,tuk,greix
462,Fett::N,omastek,greix
463,Butter::N,máslo,mantega
464,Öl::N,olej,oli
465,Salz::N,sůl,sal
466,Suppe::N,polévka,sopa
467,Honig::N,med,mel
468,Milch::N,mléko,llet
469,Tee::N,čaj,te
470,Leder::N,kůže,cuir
471,Wolle::N,vlna,llana
472,Stoff::N,látka,tela
473,Nadel::N,jehla,agulla
474,Faden::N,nit,fil
475,Knopf::N,knoflík,botó
476,Knoten::N,uzel,nus
477,Farbe::N,barva,pintura
478,Kleidung::N,šaty,roba
479,Kleidung::N,šaty,vestits
480,Kleidung::N,šatstvo,roba
481,Kleidung::N,šatstvo,vestits
482,Hemd::N,košile,camisa
483,Kragen::N,límec,coll
484,Ärmel::N,rukáv,màniga
485,Hose::N,kalhoty,pantalōns
486,Gürtel::N,pás,cinturó
487,Gürtel::N,opasek,cinturó
488,Mütze::N,čepice,gorra
489,Schuh::N,bota,sabata
490,Stiefel::N,holínka,bota
491,Ring::N,prsten,anell
492,Band::N,pásek,veta
493,Band::N,pásek,cinta
494,Kamm::N,hřeben,pinta
495,Spiegel::N,zrcadlo,mirāll
496,Riemen::N,řemen,corretja
497,Schnur::N,šňůra,corda
498,Leine::N,vodítko,corretja
499,Decke::N,pokrývka,manta
500,Decke::N,pokrývka,flassada
501,Decke::N,přikrývka,manta
502,Decke::N,přikrývka,flassada
503,Kissen::N,polštář,coixí
504,Tuch::N,šátek,mocador
505,Handtuch::N,ručník,tovallola
506,Kraft::N,síla,força
507,Stärke::N,síla,vigor
508,Gesundheit::N,zdraví,salut
509,Krankheit::N,nemoc,malaltia
510,Krankheit::N,choroba,malaltia
511,Schmerz::N,bolest,dolor
512,Wunde::N,rána,ferida
513,Fieber::N,horečka,febre
514,Arznei::N,lék,medicament
515,Brücke::N,most,pont
516,Brunnen::N,studna,pou
517,Weide::N,pastva,pastura
518,Weide::N,pastvina,pastura
519,Pfad::N,pěšina,senda
520,Pfad::N,pěšina,sender
521,Weg::N,cesta,camí
522,Straße::N,silnice,carretera
523,Dorf::N,vesnice,poble
524,Stadt::N,město,ciutāt
525,Brief::N,dopis,carta
526,Buch::N,kniha,llibre
527,Buchstabe::N,písmeno,lletra
528,Zeitung::N,noviny,diāri
529,Leben::N,život,vida
530,Tod::N,smrt,mort
531,Grab::N,hrob,tomba
532,Kirche::N,kostel,església
533,Sünde::N,hřích,pecat
534,Gott::N,bůh,déu
535,Arbeiter::N,dělník,obrer
536,Arbeiter::N,pracovník,obrer
537,Chef::N,šéf,cap
538,Chef::N,vedoucí,cap
539,Meister::N,mistr,mestre
540,Arzt::N,lékař,metge
541,Lehrer::N,učitel,mestre
542,Geld::N,peníze,dinērs
543,Geschäft::N,obchod,negoci
544,Laden::N,krám,tenda
545,Laden::N,krám,botiga
546,Preis::N,cena,preu
547,Ware::N,zboží,mercaderia
548,Nutzen::N,užitek,profit
549,Reichtum::N,bohatství,riquesa
550,Welt::N,svět,món
551,Land::N,země,país
552,Staat::N,stát,estat
553,König::N,král,rei
554,Macht::N,moc,poder
555,Macht::N,moc,potència
556,Macht::N,mocnost,poder
557,Macht::N,mocnost,potència
558,Grenze::N,hranice,frontera
559,Krieg::N,válka,guerra
560,Feind::N,nepřítel,enemic
561,Gewalt::N,násilí,violència
562,Kampf::N,boj,lluita
563,Bogen[Waffe]::N,luk,arc
564,Pfeil::N,šíp,fletxa
565,Gewehr::N,puška,fusell
566,Gewehr::N,puška,escopeta
567,Gewehr::N,ručnice,fusell
568,Gewehr::N,ručnice,escopeta
569,Fehler::N,chyba,falta
570,Lüge::N,lež,mentida
571,Schaden::N,škoda,dany
572,Unglück::N,neštěstí,desgràcia
573,Schuld::N,vina,culpa
574,Alter::N,věk,edat
575,Schluss::N,konec,fi
576,Schluss::N,konec,final
577,Zeit::N,čas,temps
578,Tag::N,den,dia
579,Morgen::N,ráno,matí
580,Morgen::N,jitro,matí
581,Mittag::N,poledne,migdia
582,Abend::N,večer,vespre
583,Nacht::N,noc,nit
584,Woche::N,týden,setmana
585,Monat::N,měsíc,mes
586,Jahr::N,rok,any
587,Frühling::N,jaro,primavera
588,Sommer::N,léto,estīu
589,Herbst::N,podzim,tardor
590,Winter::N,zima,hivērn
591,Januar::N,leden,gener
592,Februar::N,únor,febrer
593,März::N,březen,març
594,April::N,duben,abril
595,Mai::N,květen,maig
596,Juni::N,červen,juny
597,Juli::N,červenec,juliol
598,August::N,srpen,agost
599,September::N,září,setembre
600,Oktober::N,říjen,octubre
601,November::N,listopad,novembre
602,Dezember::N,prosinec,desembre
603,Montag::N,pondělí,dilluns
604,Montag::N,pondělek,dilluns
605,Dienstag::N,úterý,dimarts
606,Mittwoch::N,středa,dimecres
607,Donnerstag::N,čtvrtek,dijous
608,Freitag::N,pátek,divendres
609,Samstag::N,sobota,dissabte
610,Sonntag::N,neděle,diumenge
611,groß::A,velký,gros
612,klein::A,malý,petīt
613,lang::A,dlouhý,llarg
614,kurz::A,krátký,curt
615,breit::A,široký,ample
616,schmal::A,úzký,estret
617,dicht::A,hustý,dens
618,dick[Gegenstand]::A,tlustý,gruixūt
619,dünn::A,tenký,prim
620,fein::A,jemný,fi
621,fest::A,pevný,ferm
622,fest::A,pevný,sòlid
623,flach::A,plochý,pla
624,flach::A,placatý,pla
625,glatt::A,hladký,llis
626,hart::A,tvrdý,dur
627,weich::A,měkký,tou
628,rund::A,kulatý,rodó
629,rund::A,okrouhlý,rodó
630,spitz::A,špičatý,punxegut
631,scharf::A,ostrý,agut
632,stumpf::A,tupý,rom
633,stumpf::A,tupý,esmussat
634,schwer::A,těžký,pesāt
635,schön::A,pěkný,bonīc
636,schön::A,krásný,bonīc
637,heiß::A,horký,calēnt
638,warm::A,teplý,càlid
639,kalt::A,studený,fred
640,kühl::A,chladný,fresc
641,frisch::A,svěží,fresc
642,feucht::A,vlhký,humit
643,nass::A,mokrý,mullat
644,trocken::A,suchý,sec
645,voll::A,plný,ple
646,leer::A,prázdný,buit
647,offen::A,otevřený,obert
648,geschlossen::A,zavřený,tancat
649,sauber::A,čistý,net
650,schmutzig::A,špinavý,brut
651,roh::A,syrový,cru
652,reif::A,zralý,madur
653,lecker::A,chutný,deliciós
654,süß::A,sladký,dolç
655,bitter::A,hořký,amarg
656,sauer::A,kyselý,agre
657,hell::A,světlý,clar
658,dunkel::A,temný,fosc
659,schwarz::A,černý,negre
660,weiß::A,bílý,blanc
661,rot::A,rudý,vermēll
662,rot::A,červený,vermēll
663,gelb::A,žlutý,groc
664,blau::A,modrý,blau
665,grün::A,zelený,verd
666,grau::A,šedý,gris
667,grau::A,šedivý,gris
668,bunt::A,pestrý,multicolor
669,billig::A,levný,barat
670,billig::A,laciný,barat
671,teuer::A,drahý,car
672,wertvoll::A,cenný,preciós
673,blind::A,slepý,cec
674,taub::A,hluchý,sord
675,kräftig::A,silný,fort
676,kräftig::A,silný,vigorós
677,stark::A,silný,fort
678,schwach::A,slabý,feble
679,fett::A,tučný,gras
680,fett::A,tlustý,gras
681,schlank::A,štíhlý,esvelt
682,hübsch::A,hezký,maco
683,böse::A,zlý,dolent
684,dumm::A,hloupý,ximple
685,dumm::A,hloupý,estúpid
686,faul::A,líný,gandūl
687,faul::A,líný,mandrós
688,fleißig::A,pilný,diligēnt
689,geizig::A,lakomý,avar
690,klug::A,chytrý,intel·ligent
691,geschickt::A,šikovný,hàbil
692,lieb::A,milý,amat
693,lieb::A,milý,estimat
694,lustig::A,veselý,alegre
695,sanft::A,mírný,suau
696,hungrig::A,hladový,afamat
697,krank::A,nemocný,malālt
698,nackt::A,nahý,nu
699,traurig::A,smutný,trist
700,traurig::A,truchlivý,trist
701,lebendig::A,živý,viu
702,gut::A,dobrý,bo
703,schlecht::A,špatný,dolēnt
704,richtig::A,pravý,just
705,richtig::A,pravý,correcte
706,richtig::A,správný,just
707,richtig::A,správný,correcte
708,schlimm::A,zlý,greu
709,wahr::A,pravdivý,vertader
710,wahr::A,pravdivý,veritable
711,alt::A,starý,vell
712,neu::A,nový,nou
713,ehemalig::A,bývalý,antic
714,alt[Lebewesen]::A,starý,vell
715,jung::A,mladý,jove
716,arm::A,chudý,pobre
717,reich::A,bohatý,ric
718,bekannt::A,známý,conegut
719,berühmt::A,slavný,famós
720,fremd::A,cizí,estrany
721,verschieden::A,různý,diferent
722,verschieden::A,rozličný,diferent
723,nah::A,blízký,pròxim
724,fern::A,daleký,llunyà
725,fern::A,daleký,distant
726,linker::A,levý,esquerre
727,rechter::A,pravý,dret
728,anderer::A,jiný,altre
729,erster::A,první,primer
730,zweiter::A,druhý,segon
731,dritter::A,třetí,tercer
732,letzter::A,poslední,últim
733,allein::ADV,sám,sol
734,auf einmal::ADV,najednou,d'una vegada
735,zusammen::ADV,spolu,junt
736,zusammen::ADV,dohromady,junt
737,lange::ADV,dlouho,molt de temps
738,plötzlich::ADV,vtom,de cop
739,plötzlich::ADV,vtom,de sobte
740,plötzlich::ADV,náhle,de cop
741,plötzlich::ADV,náhle,de sobte
742,sofort::ADV,hned,de seguida
743,sofort::ADV,ihned,de seguida
744,später::ADV,později,més tard
745,jetzt::ADV,teď,ara
746,jetzt::ADV,nyní,ara
747,heute::ADV,dnes,avūi
748,heute::ADV,dneska,avūi
749,morgen::ADV,zítra,demà
750,bald::ADV,brzo,aviāt
751,dann::ADV,pak,després
752,dann::ADV,potom,després
753,gestern::ADV,včera,ahir
754,einst::ADV,kdysi,anteriorment
755,damals::ADV,tehdy,llavōrs
756,damals::ADV,tehdy,aleshores
757,damals::ADV,tenkrát,llavōrs
758,damals::ADV,tenkrát,aleshores
759,danach::ADV,podle toho,després
760,vorher::ADV,dříve,abāns
761,vorher::ADV,napřed,abāns
762,zuerst::ADV,nejprve,primer
763,zuerst::ADV,nejdříve,primer
764,einmal::ADV,jednou,una vegada
765,manchmal::ADV,někdy,de vegades
766,oft::ADV,často,sovint
767,immer::ADV,vždy,sempre
768,immer::ADV,stále,sempre
769,niemals::ADV,nikdy,no ... mai
770,hier::ADV,zde,aquí
771,hier::ADV,tady,aquí
772,hierhin::ADV,sem,per aquí
773,von hier::ADV,odtud,des d'aquí
774,dort::ADV,tam,allí
775,dorthin::ADV,tam,hi
776,geradeaus::ADV,rovně,tot dret
777,vorwärts::ADV,kupředu,endavānt
778,rückwärts::ADV,zpět,endarrera
779,zurück::ADV,zpět,darrere
780,zurück::ADV,nazpět,darrere
781,unten::ADV,dole,a baix
782,hinab::ADV,dolů,cap avall
783,oben::ADV,nahoře,dalt
784,oben::ADV,navrchu,dalt
785,hinauf::ADV,nahoru,cap amunt
786,überall::ADV,všude,pertot
787,überall::ADV,všude,per tot arreu
788,nicht::ADV,ne,no
789,ein wenig::ADV,trochu,una mica
790,kaum::ADV,sotva,a penes
791,sehr::ADV,velmi,molt
792,sehr::ADV,velice,molt
793,so::ADV,tak,així
794,so::ADV,takto,així
795,noch::ADV,ještě,encara
796,nur::ADV,jen,només
797,nur::ADV,jenom,només
798,schon::ADV,už,ja
799,schon::ADV,již,ja
800,wieder::ADV,zase,de nou
801,vergebens::ADV,marně,en va
802,vor::PRP,před,davānt
803,vor::PRP,před,enfront de
804,hinter::PRP,za,darrera
805,unter::PRP,pod,sota
806,durch::PRP,skrz,per
807,neben::PRP,vedle,al costāt de
808,zwischen::PRP,mezi,entre
809,wegen::PRP,pro,a causa de
810,dies::PRN,toto,aquest
811,dies::PRN,tohle,aquest
812,das::PRN,to,això
813,alles::PRN,všechno,tot
814,ich::PRN,já,jo
815,du::PRN,ty,tu
816,er::PRN,on,ell
817,wir::PRN,my,nosaltres
818,ihr::PRN,vy,vosaltres
819,sie::PRN,oni,ells
820,sie::PRN,oni,elles
821,was::FPRN,co,què
822,wer::FPRN,kdo,qui
823,wo::FADV,kde,on
824,wohin::FADV,kam,cap a on
825,wie::FADV,jak,com
826,warum::FADV,proč,per què
827,wieviel::FNUM,kolik,quant
828,eins::NUM,jeden,u
829,zwei::NUM,dva,dos
830,drei::NUM,tři,tres
831,vier::NUM,čtyři,quatre
832,fünf::NUM,pět,cinc
833,sechs::NUM,šest,sis
834,sieben::NUM,sedm,set
835,acht::NUM,osm,vuit
836,neun::NUM,devět,nou
837,zehn::NUM,deset,deu
838,elf::NUM,jedenáct,onze
839,zwölf::NUM,dvanáct,dotze
840,zwanzig::NUM,dvacet,vint
841,dreißig::NUM,třicet,trenta
842,vierzig::NUM,čtyřicet,quaranta
843,fünfzig::NUM,padesát,cinquanta
844,sechzig::NUM,šedesát,seixanta
845,siebzig::NUM,sedmdesát,setanta
846,achtzig::NUM,osmdesát,vuitanta
847,neunzig::NUM,devadesát,noranta
848,hundert::NUM,sto,cent
849,tausend::NUM,tisíc,mil
850,und::CNJ,a,i
851,oder::CNJ,nebo,o
852,stehen::V,stát,estar de peu
