,Concept_ID,ko,pl
276,Gast::N,손님,gość
277,Geschenk::N,행하,prezent
278,Geschenk::N,행하,podarunek
279,Spiel::N,무리,gra
280,Spiel::N,무리,zabawa
281,Gesellschaft::N,교제,towarzystwo
282,Hilfe::N,거들음,pomoc
283,Hilfe::N,보좌,pomoc
284,Freund::N,친구,przyjaciel
285,Kamerad::N,동실자,kolega
286,Angelegenheit::N,용무,sprawa
287,Anzahl::N,어떤,ilość
288,Anzahl::N,수,ilość
289,Art::N,정류,rodzaj
290,Stück::N,일부분,kawałek
291,Teil::N,몱,część
292,Teil::N,구훠,część
293,Hälfte::N,2분의,połowa
294,Kreis::N,고리,krąg
295,Kreuz::N,열십자,krzyż
296,Linie::N,선,linia
297,Strich::N,스침,kreska
298,Abstand::N,거리,odstęp
299,Entfernung::N,거리,odległość
300,Gegend::N,곳,okolica
301,Gegend::N,부금,okolica
302,Platz::N,장소,miejsce
303,Ort::N,장소,miejsce
304,Seite::N,옆면,bok
305,Seite::N,옆면,strona
306,Mitte::N,궁간,środek
307,Gegenstand::N,항목,przedmiot
308,Sache::N,뭉에,rzecz
309,Rand::N,가,skraj
310,Rand::N,가,krawędź
311,Kante::N,귀퉁,kant
312,Kante::N,귀퉁,krawędź
313,Ecke::N,구석,róg
314,Spitze::N,끝,ostrze
315,Spitze::N,참단,ostrze
316,Ende::N,말당,koniec
317,Loch::N,빙옷,dziura
318,Winkel::N,각도,kąt
319,Winkel::N,각도,kącik
320,Muster::N,본,wzór
321,Muster::N,견복,wzór
322,Größe::N,신장,rozmiar
323,Größe::N,신장,wielkość
324,Länge::N,길이긺,długość
325,Höhe::N,높이,wysokość
326,Gewicht::N,추,ciężar
327,Menge::N,수양,ilość
328,Haufen::N,퇴적,kupa
329,Reihe::N,열,rząd
330,Reihe::N,열,szereg
331,Boot::N,보트,łódź
332,Boot::N,보트,łódka
333,Ruder::N,노,wiosło
334,Schlitten::N,썰매,sanki
335,Ski::N,스키,narta
336,Lagerfeuer::N,캠프의 모닥불,ognisko
337,Last::N,무거운짐,ciężar
338,Last::N,무거운짐,brzemię
339,Gang::N,걸음,chód
340,Schritt::N,보조,krok
341,Norden::N,북쪽 ,północ
342,Süden::N,남쪽,południe
343,Westen::N,서쪽,zachód
344,Osten::N,동쪽,wschód
345,Holz::N,목재,drzewo
346,Brett::N,마루널,deska
347,Platte::N,탤,płyta
348,Platte::N,금속판,płyta
349,Stütze::N,버팀목,podpora
350,Stange::N,장대,drąg
351,Stange::N,장대,żerdź
352,Stock::N,막대기,kij
353,Stock::N,막대기,laska
354,Stab::N,작대기,pręt
355,Rohr::N,갈대,rura
356,Haus::N,집,dom
357,Heim::N,집,dom
358,Ofen::N,아궁이,piec
359,Fußboden::N,마루,podłoga
360,Tisch::N,탁자,stół
361,Stuhl::N,의자,krzesło
362,Wiege::N,발상지,kołyska
363,Bett::N,침대,łóżko
364,Bett::N,침대,pościel
365,Regal::N,서가,regał
366,Kiste::N,짐궤,skrzynia
367,Fenster::N,눔,okno
368,Tür::N,문,drzwi
369,Tor::N,대문,brama
370,Zaun::N,담장,płot
371,Zaun::N,담장,parkan
372,Dach::N,지붕,dach
373,Leiter::N,사닥다리,drabina
374,Besen::N,비,miotła
375,Spaten::N,가래,rydel
376,Schaufel::N,삽,łopata
377,Gabel::N,갈래,widelec
378,Löffel::N,숟가락,łyżka
379,Messer::N,나이프,nóż
380,Nagel::N,발툽,gwóźdź
381,Netz::N,그물,sieć
382,Haken::N,갈고리,hak
383,Griff::N,움켜쥠,chwyt
384,Schloss::N,자물쇠,zamek
385,Bild::N,그림,obraz
386,Figur::N,몸메,figura
387,Puppe::N,인형,lalka
388,Beutel::N,클,torba
389,Bündel::N,자근다발,wiązka
390,Tasche::N,가방,torba
391,Eimer::N,동이,kubeł
392,Eimer::N,동이,wiadro
393,Deckel::N,뚜껑,przykrywka
394,Geschirr::N,식시,statki
395,Geschirr::N,식시,naczynia
396,Sack::N,조갑,worek
397,Tasse::N,차잔,filiżanka
398,Topf::N,단지,garnek
399,Kessel::N,주전자,kocioł
400,Essen::N,먹기,jedzenie
401,Nahrung::N,식료,pokarm
402,Nahrung::N,식료,pożywienie
403,Speise::N,음식물,potrawa
404,Speise::N,음식물,jedzenie
405,Fleisch::N,고기,mięso
406,Getreide::N,곡물,zboże
407,Brei::N,젤리,kasza
408,Brot::N,빵,chleb
409,Scheibe::N,원반,kromka
410,Fett::N,기름,tłuszcz
411,Butter::N,버터,masło
412,Öl::N,올리브유,olej
413,Salz::N,소금,sól
414,Suppe::N,국,zupa
415,Suppe::N,수프,zupa
416,Honig::N,감미,miód
417,Milch::N,유즙,mleko
418,Tee::N,차,herbata
419,Leder::N,가죽,skóra
420,Wolle::N,양털,wełna
421,Stoff::N,패료,tkanina
422,Stoff::N,패료,materiał
423,Nadel::N,바늘,igła
424,Faden::N,콘실,nić
425,Faden::N,콘실,nitka
426,Knopf::N,단추,guzik
427,Knoten::N,곁절,węzeł
428,Farbe::N,색,farba
429,Kleidung::N,옷입기,odzież
430,Hemd::N,속옷,koszula
431,Kragen::N,깃,kołnierz
432,Ärmel::N,소매,rękaw
433,Hose::N,바지,spodnie
434,Gürtel::N,밴드,pasek
435,Mütze::N,모자,czapka
436,Schuh::N,구두,but
437,Schuh::N,구두,bucik
438,Stiefel::N,장화,but
439,Stiefel::N,장화,kozak
440,Ring::N,고리,pierścień
441,Band::N,리본,wstęga
442,Kamm::N,빗,grzebień
443,Spiegel::N,거울,lustro
444,Riemen::N,가죽끈,rzemień
445,Schnur::N,밧줄,sznur
446,Leine::N,고삐줄,smycz
447,Decke::N,이부자리,kołdra
448,Kissen::N,깔개,poduszka
449,Tuch::N,천,chustka
450,Handtuch::N,수건,ręcznik
451,Kraft::N,세력,moc
452,Kraft::N,세력,siła
453,Stärke::N,힘,moc
454,Stärke::N,힘,siła
455,Gesundheit::N,위생,zdrowie
456,Krankheit::N,병,choroba
457,Schmerz::N,아픔고통,ból
458,Wunde::N,상처,rana
459,Fieber::N,열별,gorączka
460,Arznei::N,약,lekarstwo
461,Brücke::N,교량,most
462,Brunnen::N,원천,studnia
463,Weide::N,목장,pastwisko
464,Pfad::N,좁은길,ścieżka
465,Weg::N,길,droga
466,Straße::N,길,ulica
467,Dorf::N,촌,wieś
468,Dorf::N,촌락,wieś
469,Stadt::N,도시,miasto
470,Brief::N,서한,list
471,Buch::N,책,książka
472,Buchstabe::N,문자,litera
473,Zeitung::N,신문,gazeta
474,Zeitung::N,신문,dziennik
475,Leben::N,삶,życie
476,Tod::N,죽음,śmierć
477,Grab::N,무덤,grób
478,Kirche::N,교회,kościół
479,Sünde::N,부정,grzech
480,Gott::N,하느님,bóg
481,Arbeiter::N,일하는사람,robotnik
482,Chef::N,사장,szef
483,Meister::N,명인,mistrz
484,Meister::N,명인,majster
485,Meister::N,대가,mistrz
486,Meister::N,대가,majster
487,Arzt::N,의사,lekarz
488,Lehrer::N,교사,nauczyciel
489,Geld::N,돈,pieniądze
490,Geschäft::N,일,sprawa
491,Geschäft::N,일,interes
492,Laden::N,가게,sklep
493,Preis::N,가격,cena
494,Ware::N,상품,towar
495,Nutzen::N,이익,pożytek
496,Reichtum::N,많음,bogactwo
497,Welt::N,세상,świat
498,Land::N,지방,kraj
499,Staat::N,국가,państwo
500,König::N,국왕,król
501,Macht::N,힘,władza
502,Grenze::N,국경,granica
503,Krieg::N,전쟁,wojna
504,Feind::N,적,wróg
505,Gewalt::N,권력,władza
506,Kampf::N,전투,bój
507,Kampf::N,전투,walka
508,Bogen[Waffe]::N,활,łuk
509,Pfeil::N,화살,strzała
510,Gewehr::N,무기,karabin
511,Fehler::N,오류,błąd
512,Lüge::N,거짓말,kłamstwo
513,Schaden::N,손상,szkoda
514,Unglück::N,불행,nieszczęście
515,Schuld::N,부채,wina
516,Alter::N,연령,wiek
517,Schluss::N,마감,koniec
518,Schluss::N,마감,zakończenie
519,Zeit::N,때,czas
520,Zeit::N,시간,czas
521,Tag::N,하루,dzień
522,Morgen::N,이침,ranek
523,Morgen::N,이침,poranek
524,Mittag::N,대낮,południe
525,Abend::N,저녁,wieczór
526,Nacht::N,밤,noc
527,Woche::N,근무일,tydzień
528,Monat::N,달,miesiąc
529,Jahr::N,해,rok
530,Frühling::N,봄,wiosna
531,Sommer::N,여름,lato
532,Herbst::N,가을,jesień
533,Winter::N,겨울,zima
534,Januar::N,일월,styczeń
535,Februar::N,이월,luty
536,März::N,삼월,marzec
537,April::N,사월,kwiecień
538,Mai::N,오월,maj
539,Juni::N,유월,czerwiec
540,Juli::N,칠월,lipiec
541,August::N,팔월,sierpień
542,September::N,구월,wrzesień
543,Oktober::N,시월,październik
544,November::N,십일월,listopad
545,Dezember::N,십이월,grudzień
546,Montag::N,월요일,poniedziałek
547,Dienstag::N,화요일,wtorek
548,Mittwoch::N,수요일,środa
549,Donnerstag::N,모교일,czwartek
550,Freitag::N,그묘일,piątek
551,Samstag::N,토요일,sobota
552,Sonntag::N,일요일,niedziela
553,groß::A,큰,duży
554,groß::A,큰,wielki
555,klein::A,자근,mały
556,lang::A,긴,długi
557,kurz::A,짧은,krótki
558,breit::A,넓은,szeroki
559,schmal::A,좁은,wąski
560,dicht::A,농밀한,gęsty
561,dick[Gegenstand]::A,두꺼운,gruby
562,dünn::A,얇은,cienki
563,fein::A,미세한,drobny
564,fest::A,굳은,mocny
565,fest::A,굳은,twardy
566,flach::A,얕은,płaski
567,glatt::A,반들반들한,gładki
568,hart::A,굳은,twardy
569,weich::A,연한,miękki
570,rund::A,둥근,okrągły
571,spitz::A,뾰족한,spiczasty
572,scharf::A,날카로운,ostry
573,stumpf::A,무딘,tępy
574,schwer::A,무거운,ciężki
575,schön::A,멋진,ładny
576,schön::A,멋진,piękny
577,heiß::A,뜨거운,gorący
578,warm::A,따뜻한,ciepły
579,kalt::A,찬,zimny
580,kühl::A,서늘한,chłodny
581,frisch::A,신선한,świeży
582,feucht::A,축축한,wilgotny
583,nass::A,젖은,mokry
584,trocken::A,마른,suchy
585,voll::A,완전한,pełny
586,leer::A,빈,pusty
587,leer::A,빈,próżny
588,offen::A,열린,otwarty
589,geschlossen::A,닫힌,zamknięty
590,sauber::A,깨끗한,czysty
591,schmutzig::A,더러운,brudny
592,roh::A,날게잇의,surowy
593,reif::A,이근,dojrzały
594,lecker::A,맛있는,smaczny
595,süß::A,단,słodki
596,bitter::A,찌르는듯한,gorzki
597,sauer::A,산성의,kwaśny
598,hell::A,밝은,jasny
599,dunkel::A,어두운,ciemny
600,schwarz::A,검은,czarny
601,weiß::A,하얀,biały
602,rot::A,붉은,czerwony
603,gelb::A,황색,żółty
604,blau::A,푸른,błękitny
605,blau::A,푸른,niebieski
606,grün::A,녹색의,zielony
607,grau::A,회색의,szary
608,bunt::A,알록달록한,barwny
609,billig::A,싼,tani
610,teuer::A,값비산,drogi
611,wertvoll::A,가치가많은,cenny
612,blind::A,눈먼,ślepy
613,taub::A,무감간한,głuchy
614,kräftig::A,강장한,mocny
615,stark::A,강한,silny
616,schwach::A,약한,słaby
617,fett::A,실찐,tłusty
618,schlank::A,호리호리한,smukły
619,hübsch::A,예쁜,ładny
620,böse::A,나쁜,zły
621,dumm::A,어리석은,głupi
622,faul::A,너덜너덜한,leniwy
623,fleißig::A,근면한,pilny
624,geizig::A,인색한,skąpy
625,geschickt::A,교묘한,zręczny
626,lieb::A,친애하는,miły
627,lustig::A,유쾌한,wesoły
628,sanft::A,온화한,łagodny
629,hungrig::A,배고픈,głodny
630,krank::A,병든,chory
631,nackt::A,벌거벗은,nagi
632,traurig::A,슬픈,smutny
633,lebendig::A,살아있는,żywy
634,gut::A,좋은,dobry
635,schlecht::A,나쁜,zły
636,richtig::A,바른,słuszny
637,richtig::A,바른,właściwy
638,schlimm::A,못된,zły
639,wahr::A,참된,prawdziwy
640,alt::A,늙은,stary
641,neu::A,새,nowy
642,ehemalig::A,전의,były
643,alt[Lebewesen]::A,낡은,stary
644,jung::A,젊은,młody
645,arm::A,가난한,ubogi
646,arm::A,가난한,biedny
647,reich::A,풍부한,bogaty
648,bekannt::A,저명한,znany
649,berühmt::A,유명한,słynny
650,fremd::A,타처이,obcy
651,fremd::A,타처이,cudzy
652,verschieden::A,따른,różny
653,nah::A,가까운,bliski
654,fern::A,먼,daleki
655,linker::A,왼쭉의,lewy
656,rechter::A,오른쪽의,prawy
657,anderer::A,다른,inny
658,erster::A,첫째,pierwszy
659,zweiter::A,둘째,drugi
660,dritter::A,셋째,trzeci
661,letzter::A,의후자의,ostatni
662,allein::ADV,훌로,sam
663,auf einmal::ADV,갑자기,naraz
664,zusammen::ADV,모아서,razem
665,lange::ADV,오래,długo
666,plötzlich::ADV,둘연한,nagle
667,sofort::ADV,즉시,natychmiast
668,später::ADV,보다늦은,później
669,jetzt::ADV,목하,teraz
670,jetzt::ADV,목하,obecnie
671,heute::ADV,오늘,dziś
672,heute::ADV,오늘,dzisiaj
673,morgen::ADV,내일,jutro
674,bald::ADV,곱,wkrótce
675,dann::ADV,그경우에,potem
676,gestern::ADV,어제,wczoraj
677,einst::ADV,옛날에,kiedyś
678,einst::ADV,옛날에,niegdyś
679,damals::ADV,그때에,wtedy
680,damals::ADV,그때에,wówczas
681,danach::ADV,그 뒤에,następnie
682,vorher::ADV,미리,przedtem
683,zuerst::ADV,최초로,naprzód
684,zuerst::ADV,최초로,najpierw
685,einmal::ADV,한번,raz
686,manchmal::ADV,땓대로,czasem
687,oft::ADV,땓대로,często
688,immer::ADV,늘,zawsze
689,niemals::ADV,결코...(하지)않다,nigdy
690,hier::ADV,여기,tu
691,hier::ADV,여기,tutaj
692,hierhin::ADV,여기로,tu
693,dort::ADV,거기,tam
694,dorthin::ADV,저기예,tam
695,geradeaus::ADV,곧장,prosto
696,vorwärts::ADV,앞으로,naprzód
697,rückwärts::ADV,뒤로,wstecz
698,zurück::ADV,제자리로,z powrotem
699,unten::ADV,아래에,u dołu
700,unten::ADV,아래에,na dole
701,hinab::ADV,아래쪽으로,na_dół
702,hinab::ADV,아래쪽으로,w_dół
703,oben::ADV,위에,w górze
704,oben::ADV,위에,na górze
705,hinauf::ADV,위쪽으로,w górę
706,hinauf::ADV,위쪽으로,na górę
707,überall::ADV,도처에,wszędzie
708,nicht::ADV,안,nie
709,ein wenig::ADV,적음,trochę
710,kaum::ADV,가의,ledwie
711,kaum::ADV,가의,prawie nie
712,sehr::ADV,자주,bardzo
713,so::ADV,그와같이,tak
714,noch::ADV,아직,jeszcze
715,nur::ADV,다만,tylko
716,schon::ADV,이미,już
717,wieder::ADV,다시,znów
718,wieder::ADV,다시,znowu
719,vergebens::ADV,헛되이,na próżno
720,vor::PRP,앞에,przed
721,hinter::PRP,뒤에,za
722,unter::PRP,잍에,pod
723,durch::PRP,통고하여,przez
724,neben::PRP,와나란히,obok
725,zwischen::PRP,의사이로,między
726,wegen::PRP,때문에,z powodu
727,dies::PRN,이,to
728,das::PRN,저,to
729,alles::PRN,모든것,wszystko
730,ich::PRN,나,ja
731,du::PRN,너,ty
732,er::PRN,그,on
733,wir::PRN,우리,my
734,ihr::PRN,너희들,wy
735,sie::PRN,그들,oni
736,was::FPRN,뭣,co
737,wer::FPRN,누구,kto
738,wo::FADV,어디,gdzie
739,wohin::FADV,어디로,dokąd
740,wie::FADV,어떻게,jak
741,warum::FADV,왜,dlaczego
742,wieviel::FNUM,얼마만큰,ile
743,eins::NUM,하나,jeden
744,zwei::NUM,둘,dwa
745,drei::NUM,셋,trzy
746,vier::NUM,넷,cztery
747,fünf::NUM,다섯,pięć
748,sechs::NUM,여섯,sześć
749,sieben::NUM,일곱,siedem
750,acht::NUM,여덟,osiem
751,neun::NUM,아홉,dziewięć
752,zehn::NUM,열,dziesięć
753,elf::NUM,열하나,jedenaście
754,zwölf::NUM,열둘,dwanaście
755,zwanzig::NUM,스물,dwadzieścia
756,dreißig::NUM,서름,trzydzieści
757,vierzig::NUM,마흔,czterdzieści
758,fünfzig::NUM,숸,pięćdziesiąt
759,sechzig::NUM,에순,sześćdziesiąt
760,siebzig::NUM,일흔,siedemdziesiąt
761,achtzig::NUM,여든,osiemdziesiąt
762,neunzig::NUM,아흔,dziewięćdziesiąt
763,hundert::NUM,백,sto
764,tausend::NUM,천,tysiąc
765,und::CNJ,와,i
766,oder::CNJ,아니면,lub
767,oder::CNJ,아니면,albo
768,stehen::V,서다,stać
769,sitzen::V,앉다,siedzieć
770,liegen::V,눕다,leżeć
771,hängen::V,달다,wisieć
772,werden::V,되다,zostać
773,werden::V,되다,stać się
774,passieren::V,지장옶다,dziać się
775,passieren::V,지장옶다,zdarzyć się
776,beginnen::V,시작되다,zacząć się
777,enden::V,큳내다,kończyć się
778,wechseln::V,병경하다,zmienić się
779,aufgehen[Sonne]::V,뜨다,wzejść
780,untergehen[Sonne]::V,지다,zajść
781,scheinen[Sonne]::V,빛나다,świecić
782,donnern::V,천둥치다,grzmieć
783,wehen::V,풀다,wiać
784,strömen::V,흐르다,płynąć
785,strömen::V,흐르다,lać się
786,fließen::V,흐르다,ciec
787,fließen::V,흐르다,płynąć
788,sich drehen::V,돌다,obracać się
789,schwanken::V,동요하다,chwiać się
790,schwingen::V,흔들다,wahać się
791,fallen::V,떨어지다,padać
792,brennen::V,타다,palić się
793,rauchen::V,김이나다,dymić
794,rauchen::V,김이나다,dymić się
795,regnen::V,비가오다,padać
796,gefrieren::V,얼다,zamarznąć
797,tauen::V,녹다,tajać
798,schmelzen::V,녹다,topnieć
799,trocknen::V,홈치다,schnąć
800,sieden::V,끓다,wrzeć
801,sieden::V,끓다,kipieć
802,faulen::V,부패하다,gnić
803,verfaulen::V,썩다,zgnić
804,reißen::V,지바찢다,urywać się
805,versinken::V,가라앉다,tonąć
806,vergehen::V,지나가다,przechodzić
807,erscheinen::V,나타나다,zjawiać się
808,verschwinden::V,사라지다,zniknąć
809,sinken::V,가라앉다,spadać
810,abnehmen::V,떼어내다,spadać
811,zunehmen::V,증가하다,wzrosnąć
812,steigen::V,상승하다,wzrastać
813,wachsen::V,생기하다,rosnąć
814,glänzen::V,뛰오나다,błyszczeć
815,funkeln::V,불티가잍어나다,zabłyszczeć
816,lärmen::V,떠들다,hałasować
817,läuten::V,울시다,dzwonić
818,klingeln::V,초닌총을울리다,dzwonić
819,klirren::V,탁탁울리다,brzęczeć
820,brausen::V,쏴쏴소리내다,huczeć
821,rauschen::V,솨솨,szumieć
822,rauschen::V,솨솨,szeleścić
823,klingen::V,반향하다,brzmieć
824,klingen::V,반향하다,dźwięczeć
825,bellen::V,짖다,szczekać
