,Concept_ID,mn,pl
241,Kohle::N,нүүрс,węgiel
242,Glas::N,шил,szkło
243,Lehm::N,шавар,glina
244,Sand::N,элс,piasek
245,Mensch::N,хүн,człowiek
246,Mann::N,эр,mężczyzna
247,Mann::N,эрэгтэй,mężczyzna
248,Frau::N,эмэгтэй,kobieta
249,Frau::N,хатагтай,kobieta
250,Kind::N,хүүхэд,dziecko
251,Junge::N,хүү,chłopak
252,Junge::N,хүү,chłopiec
253,Mädchen::N,охин,dziewczynka
254,Mädchen::N,бүсгүй,dziewczynka
255,Familie::N,айл,rodzina
256,Großvater::N,өвгөн аав,dziadek
257,Großmutter::N,эмэг эх,babka
258,Großmutter::N,эмгээ,babka
259,Eltern::N,эцэг эх,rodzice
260,Vater::N,аав,ojciec
261,Vater::N,эцэг,ojciec
262,Mutter::N,эх,matka
263,Mutter::N,ээж,matka
264,Sohn::N,хүү,syn
265,Tochter::N,охин,córka
266,Bruder::N,ах,brat
267,Bruder::N,дүү,brat
268,Schwester::N,эгч,siostra
269,Schwester::N,охин дүү,siostra
270,Onkel::N,авга ах,wuj
271,Onkel::N,авга ах,stryj
272,Onkel::N,нагац ах,wuj
273,Onkel::N,нагац ах,stryj
274,Tante::N,авга эгч,ciotka
275,Tante::N,нагац эгч,ciotka
276,Ehemann::N,нөхөр,mąż
277,Ehefrau::N,эхнэр,żona
278,Ehefrau::N,гэргий,żona
279,Freude::N,баяр,radość
280,Freude::N,баясгалан,radość
281,Gelächter::N,инээдэм,śmiech
282,Glück::N,жаргалан,szczęście
283,Kummer::N,гаслан,zmartwienie
284,Wunsch::N,ерөөл,życzenie
285,Lust::N,дур,chęć
286,Lust::N,дур,ochota
287,Lust::N,хүсэл,chęć
288,Lust::N,хүсэл,ochota
289,Geist::N,оюун,duch
290,Gedanke::N,сэтгэл,myśl
291,Gedächtnis::N,ой,pamięć
292,Gedächtnis::N,цээж,pamięć
293,Verstand::N,ухаан,rozum
294,Sinn::N,утга,zmysł
295,Grund::N,учир,powód
296,Wahrheit::N,үнэн,prawda
297,Gespräch::N,яриа,rozmowa
298,Märchen::N,явган үлгэр,bajka
299,Erzählung::N,тууж,opowiadanie
300,Nachricht::N,мэдээ,wiadomość
301,Neuigkeit::N,сонин,nowina
302,Name::N,нэр,imię
303,Rätsel::N,оньсого,zagadka
304,Rede::N,хэлсэн үг,mowa
305,Sprache::N,хэл,język
306,Stimme::N,дуу,głos
307,Wort::N,үг,słowo
308,Zeichen::N,тамга,znak
309,Zeichen::N,тэмдэг,znak
310,Ruf::N,дуудлага,wołanie
311,Lärm::N,шуугиан,hałas
312,Lärm::N,шуугиан,zgiełk
313,Lärm::N,чимээ,hałas
314,Lärm::N,чимээ,zgiełk
315,Laut::N,анир,dźwięk
316,Laut::N,дуу,dźwięk
317,Ton::N,авиа,ton
318,Ton::N,авиа,dźwięk
319,Ton::N,аялгуу,ton
320,Ton::N,аялгуу,dźwięk
321,Lied::N,дуу,pieśń
322,Lied::N,дуу,piosenka
323,Ruhe::N,энх,spokój
324,Ruhe::N,тайван,spokój
325,Leute::N,хүмүүс,ludzie
326,Volk::N,улс,naród
327,Arbeit::N,ажил,praca
328,Arbeit::N,ажил,robota
329,Arbeit::N,хөдөлмөр,praca
330,Arbeit::N,хөдөлмөр,robota
331,Gast::N,зочин,gość
332,Gast::N,айлчин,gość
333,Geschenk::N,бэлэг,prezent
334,Geschenk::N,бэлэг,podarunek
335,Spiel::N,наадам,gra
336,Spiel::N,наадам,zabawa
337,Spiel::N,тоглоом,gra
338,Spiel::N,тоглоом,zabawa
339,Gesellschaft::N,хамт байх,towarzystwo
340,Hilfe::N,тусламж,pomoc
341,Freund::N,найз,przyjaciel
342,Freund::N,нөхөр,przyjaciel
343,Kamerad::N,хань,kolega
344,Kamerad::N,нөхөр,kolega
345,Angelegenheit::N,хэрэг,sprawa
346,Anzahl::N,тоо,ilość
347,Art::N,төрөл,rodzaj
348,Art::N,янз,rodzaj
349,Stück::N,хэсэг,kawałek
350,Teil::N,хувь,część
351,Teil::N,хэсэг,część
352,Hälfte::N,хагас,połowa
353,Kreis::N,тойрог,krąg
354,Kreis::N,хүрээ,krąg
355,Kreuz::N,загалмай,krzyż
356,Linie::N,шугам,linia
357,Strich::N,зураас,kreska
358,Abstand::N,зай,odstęp
359,Entfernung::N,зай,odległość
360,Entfernung::N,хол ойр,odległość
361,Gegend::N,хавь,okolica
362,Gegend::N,газар,okolica
363,Platz::N,зай,miejsce
364,Platz::N,завсар,miejsce
365,Ort::N,газар,miejsce
366,Ort::N,байр,miejsce
367,Seite::N,тал,bok
368,Seite::N,тал,strona
369,Seite::N,этгээд,bok
370,Seite::N,этгээд,strona
371,Mitte::N,төв,środek
372,Mitte::N,дунд,środek
373,Gegenstand::N,юм,przedmiot
374,Sache::N,үйл,rzecz
375,Sache::N,хэрэг,rzecz
376,Rand::N,зах,skraj
377,Rand::N,зах,krawędź
378,Rand::N,хөвөө,skraj
379,Rand::N,хөвөө,krawędź
380,Kante::N,ирмэг,kant
381,Kante::N,ирмэг,krawędź
382,Ecke::N,өнцөг,róg
383,Spitze::N,үзүүр,ostrze
384,Ende::N,зах,koniec
385,Ende::N,үзүүр,koniec
386,Loch::N,цоорхой,dziura
387,Loch::N,онгорхой,dziura
388,Winkel::N,өнцөг,kąt
389,Winkel::N,өнцөг,kącik
390,Muster::N,хээ,wzór
391,Muster::N,угалз,wzór
392,Größe::N,хэмжээ,rozmiar
393,Größe::N,хэмжээ,wielkość
394,Länge::N,урт,długość
395,Höhe::N,өндөр,wysokość
396,Gewicht::N,жин,ciężar
397,Menge::N,тоо,ilość
398,Haufen::N,бөөн,kupa
399,Reihe::N,эгнээ,rząd
400,Reihe::N,эгнээ,szereg
401,Boot::N,завь,łódź
402,Boot::N,завь,łódka
403,Ruder::N,сэлүүр,wiosło
404,Schlitten::N,чарга,sanki
405,Ski::N,цана,narta
406,Lagerfeuer::N,түүдэг,ognisko
407,Last::N,ачаа,ciężar
408,Last::N,ачаа,brzemię
409,Gang::N,явдал,chód
410,Schritt::N,алхам,krok
411,Norden::N,умар,północ
412,Süden::N,урд,południe
413,Süden::N,өмнө,południe
414,Westen::N,өрнө,zachód
415,Westen::N,баруун,zachód
416,Osten::N,зүүн,wschód
417,Osten::N,дорно,wschód
418,Holz::N,мод,drzewo
419,Brett::N,банз,deska
420,Platte::N,хавтан,płyta
421,Stütze::N,тулгуур,podpora
422,Stütze::N,тулга,podpora
423,Stange::N,сургааг,drąg
424,Stange::N,сургааг,żerdź
425,Stock::N,саваа,kij
426,Stock::N,саваа,laska
427,Stab::N,таяг,pręt
428,Rohr::N,хоолой,rura
429,Haus::N,гэр,dom
430,Haus::N,байшин,dom
431,Heim::N,гэр,dom
432,Ofen::N,зуух,piec
433,Ofen::N,пийшин,piec
434,Fußboden::N,шал,podłoga
435,Tisch::N,ширээ,stół
436,Stuhl::N,сандал,krzesło
437,Wiege::N,өлгий,kołyska
438,Bett::N,ор,łóżko
439,Bett::N,ор,pościel
440,Regal::N,тавиур,regał
441,Kiste::N,авдар,skrzynia
442,Kiste::N,хайрцаг,skrzynia
443,Fenster::N,гэгээвч,okno
444,Tür::N,үүд,drzwi
445,Tür::N,хаалга,drzwi
446,Tor::N,хаалга,brama
447,Zaun::N,хашаа,płot
448,Zaun::N,хашаа,parkan
449,Dach::N,дээвэр,dach
450,Leiter::N,шат,drabina
451,Besen::N,хамуур,miotła
452,Besen::N,туужуу,miotła
453,Spaten::N,хүрз,rydel
454,Schaufel::N,хүрз,łopata
455,Gabel::N,сэрээ,widelec
456,Löffel::N,халбага,łyżka
457,Messer::N,хутга,nóż
458,Nagel::N,хадаас,gwóźdź
459,Netz::N,өөш,sieć
460,Netz::N,тор,sieć
461,Haken::N,гох,hak
462,Griff::N,иш,chwyt
463,Griff::N,сэнж,chwyt
464,Schloss::N,цуурга,zamek
465,Schloss::N,цоож,zamek
466,Bild::N,зураг,obraz
467,Figur::N,баримал,figura
468,Puppe::N,хүүхэлдэй,lalka
469,Beutel::N,агсаа,torba
470,Beutel::N,уут,torba
471,Bündel::N,боодол,wiązka
472,Tasche::N,цүнх,torba
473,Eimer::N,хөнөг,kubeł
474,Eimer::N,хөнөг,wiadro
475,Eimer::N,хувин,kubeł
476,Eimer::N,хувин,wiadro
477,Deckel::N,таг,przykrywka
478,Deckel::N,хавхаг,przykrywka
479,Geschirr::N,сав суулга,statki
480,Geschirr::N,сав суулга,naczynia
481,Sack::N,шуудай,worek
482,Tasse::N,аяга,filiżanka
483,Topf::N,тогоо,garnek
484,Kessel::N,тогоо,kocioł
485,Essen::N,идээ,jedzenie
486,Nahrung::N,хүнс,pokarm
487,Nahrung::N,хүнс,pożywienie
488,Speise::N,идээ,potrawa
489,Speise::N,идээ,jedzenie
490,Fleisch::N,мах,mięso
491,Getreide::N,будаа,zboże
492,Brei::N,богшмол,kasza
493,Brei::N,будаа,kasza
494,Brot::N,талх,chleb
495,Scheibe::N,зүсэм,kromka
496,Scheibe::N,хэрчим,kromka
497,Fett::N,өөх,tłuszcz
498,Butter::N,тос,masło
499,Öl::N,тос,olej
500,Salz::N,давс,sól
501,Suppe::N,шөл,zupa
502,Honig::N,бал,miód
503,Milch::N,сүү,mleko
504,Tee::N,цай,herbata
505,Leder::N,арьс,skóra
506,Leder::N,савхи,skóra
507,Wolle::N,ноос,wełna
508,Wolle::N,унгас,wełna
509,Stoff::N,бөс,tkanina
510,Stoff::N,бөс,materiał
511,Nadel::N,зүү,igła
512,Faden::N,боолт,nić
513,Faden::N,боолт,nitka
514,Faden::N,утас,nić
515,Faden::N,утас,nitka
516,Knopf::N,товч,guzik
517,Knoten::N,зангилаа,węzeł
518,Farbe::N,будаг,farba
519,Kleidung::N,хувцас,odzież
520,Hemd::N,цамц,koszula
521,Kragen::N,зах заам,kołnierz
522,Ärmel::N,ханцуй,rękaw
523,Hose::N,өмд,spodnie
524,Gürtel::N,бүс,pasek
525,Mütze::N,малгай,czapka
526,Mütze::N,бүрх,czapka
527,Schuh::N,туфли,but
528,Schuh::N,туфли,bucik
529,Stiefel::N,гутал,but
530,Stiefel::N,гутал,kozak
531,Ring::N,бөгж,pierścień
532,Band::N,тууз,wstęga
533,Kamm::N,сам,grzebień
534,Spiegel::N,толь,lustro
535,Riemen::N,тасам,rzemień
536,Riemen::N,сур,rzemień
537,Schnur::N,татлага,sznur
538,Leine::N,оосор,smycz
539,Decke::N,хөнжил,kołdra
540,Decke::N,хучлага,kołdra
541,Kissen::N,дэр,poduszka
542,Tuch::N,алчуур,chustka
543,Tuch::N,даавуу,chustka
544,Handtuch::N,алчуур,ręcznik
545,Kraft::N,чадал,moc
546,Kraft::N,чадал,siła
547,Kraft::N,хүч,moc
548,Kraft::N,хүч,siła
549,Stärke::N,эрч,moc
550,Stärke::N,эрч,siła
551,Stärke::N,тэнхээ,moc
552,Stärke::N,тэнхээ,siła
553,Gesundheit::N,бие,zdrowie
554,Gesundheit::N,эрүүл мэнд,zdrowie
555,Krankheit::N,эмгэг,choroba
556,Schmerz::N,өвчин,ból
557,Wunde::N,шарх,rana
558,Fieber::N,халуун,gorączka
559,Arznei::N,эм,lekarstwo
560,Brücke::N,гүүр,most
561,Brunnen::N,худаг,studnia
562,Weide::N,бэлчээр,pastwisko
563,Pfad::N,жим,ścieżka
564,Pfad::N,зөрөг,ścieżka
565,Weg::N,зам,droga
566,Weg::N,харгуй,droga
567,Straße::N,зам,ulica
568,Straße::N,харгуй,ulica
569,Dorf::N,тосгон,wieś
570,Dorf::N,гацаа,wieś
571,Stadt::N,хот,miasto
572,Brief::N,захидал,list
573,Brief::N,захиа,list
574,Buch::N,ном,książka
575,Buch::N,бичиг,książka
576,Buchstabe::N,үсэг,litera
577,Zeitung::N,сонин,gazeta
578,Zeitung::N,сонин,dziennik
579,Leben::N,амь,życie
580,Leben::N,амьдрал,życie
581,Tod::N,үхэл,śmierć
582,Grab::N,булш,grób
583,Kirche::N,сүм,kościół
584,Sünde::N,нүгэл,grzech
585,Sünde::N,хилэнц,grzech
586,Gott::N,бурхан,bóg
587,Arbeiter::N,ажилчин,robotnik
588,Arbeiter::N,хөдөлмөрчин,robotnik
589,Chef::N,дарга,szef
590,Meister::N,дархан,mistrz
591,Meister::N,дархан,majster
592,Arzt::N,эмч,lekarz
593,Lehrer::N,багш,nauczyciel
594,Geld::N,цаас,pieniądze
595,Geld::N,мөнгө,pieniądze
596,Geschäft::N,наймаа,sprawa
597,Geschäft::N,наймаа,interes
598,Laden::N,дэлгүүр,sklep
599,Preis::N,үнэ,cena
600,Ware::N,таваар,towar
601,Ware::N,бараа,towar
602,Nutzen::N,ашиг,pożytek
603,Reichtum::N,баялаг,bogactwo
604,Welt::N,дэлхий,świat
605,Welt::N,орчлон,świat
606,Land::N,улс,kraj
607,Land::N,орон,kraj
608,Staat::N,төр,państwo
609,Staat::N,гүрэн,państwo
610,König::N,ван,król
611,Macht::N,засаг,władza
612,Grenze::N,хил,granica
613,Krieg::N,дайн,wojna
614,Feind::N,дайсан,wróg
615,Gewalt::N,хүчирхэх,władza
616,Kampf::N,тэмцэл,bój
617,Kampf::N,тэмцэл,walka
618,Kampf::N,байлдаан,bój
619,Kampf::N,байлдаан,walka
620,Bogen[Waffe]::N,нум,łuk
621,Pfeil::N,годил,strzała
622,Pfeil::N,сум,strzała
623,Gewehr::N,буу,karabin
624,Fehler::N,эндэл,błąd
625,Fehler::N,алдаа,błąd
626,Lüge::N,худал,kłamstwo
627,Schaden::N,хор,szkoda
628,Schaden::N,хөнөөл,szkoda
629,Unglück::N,гай,nieszczęście
630,Unglück::N,гамшиг,nieszczęście
631,Schuld::N,гэм,wina
632,Schuld::N,буруу,wina
633,Alter::N,нас,wiek
634,Schluss::N,эцэс,koniec
635,Schluss::N,эцэс,zakończenie
636,Schluss::N,төгсгөл,koniec
637,Schluss::N,төгсгөл,zakończenie
638,Zeit::N,цаг,czas
639,Tag::N,өдөр,dzień
640,Morgen::N,өглөө,ranek
641,Morgen::N,өглөө,poranek
642,Mittag::N,үд,południe
643,Abend::N,үдэш,wieczór
644,Nacht::N,шөнө,noc
645,Woche::N,долоо хоног,tydzień
646,Monat::N,сар,miesiąc
647,Jahr::N,жил,rok
648,Frühling::N,хавар,wiosna
649,Sommer::N,зун,lato
650,Herbst::N,намар,jesień
651,Winter::N,өвөл,zima
652,Januar::N,нэгдүгээр сар,styczeń
653,Februar::N,хоёрдугаар сар,luty
654,März::N,гуравдугаар сар,marzec
655,April::N,дөрөвдүгээр сар,kwiecień
656,Mai::N,тавдугаар сар,maj
657,Juni::N,зургаадугаар сар,czerwiec
658,Juli::N,долдугаар сар,lipiec
659,August::N,наймдугаар сар,sierpień
660,September::N,есдүгээр сар,wrzesień
661,Oktober::N,аравдугаар сар,październik
662,November::N,арван нэгдүгээр сар,listopad
663,Dezember::N,арван хоёрдугаар сар,grudzień
664,Montag::N,даваа,poniedziałek
665,Dienstag::N,мягмар,wtorek
666,Mittwoch::N,лхагва,środa
667,Donnerstag::N,пүрэв,czwartek
668,Freitag::N,баасан,piątek
669,Samstag::N,бямба,sobota
670,Sonntag::N,ням,niedziela
671,groß::A,их,duży
672,groß::A,их,wielki
673,groß::A,том,duży
674,groß::A,том,wielki
675,klein::A,бага,mały
676,klein::A,жаахан,mały
677,lang::A,урт,długi
678,kurz::A,охор,krótki
679,kurz::A,богино,krótki
680,breit::A,өргөн,szeroki
681,schmal::A,уйтан,wąski
682,schmal::A,нарийн,wąski
683,dicht::A,нягт,gęsty
684,dicht::A,чигжүү,gęsty
685,dick[Gegenstand]::A,зузаан,gruby
686,dünn::A,нимгэн,cienki
687,fein::A,нарийн,drobny
688,fest::A,бөх,mocny
689,fest::A,бөх,twardy
690,fest::A,хатуу,mocny
691,fest::A,хатуу,twardy
692,flach::A,хавтгай,płaski
693,glatt::A,цагаан,gładki
694,hart::A,хатуу,twardy
695,weich::A,зөөлөн,miękki
696,rund::A,дугуй,okrągły
697,rund::A,дугариг,okrągły
698,spitz::A,шовх,spiczasty
699,spitz::A,шовгор,spiczasty
700,scharf::A,хурц,ostry
701,scharf::A,иртэй,ostry
702,stumpf::A,мохоо,tępy
703,schwer::A,хүнд,ciężki
704,schön::A,гуа,ładny
705,schön::A,гуа,piękny
706,schön::A,сайхан,ładny
707,schön::A,сайхан,piękny
708,heiß::A,халуун,gorący
709,warm::A,дулаан,ciepły
710,kalt::A,хүйтэн,zimny
711,kühl::A,сэрүүн,chłodny
712,frisch::A,эрүүл,świeży
713,frisch::A,жихүүн,świeży
714,feucht::A,чийгтэй,wilgotny
715,nass::A,нойтон,mokry
716,trocken::A,хатсан,suchy
717,voll::A,дүүрэн,pełny
718,leer::A,хоосон,pusty
719,leer::A,хоосон,próżny
720,offen::A,онгорхой,otwarty
721,geschlossen::A,битүү,zamknięty
722,geschlossen::A,хаалтай,zamknięty
723,sauber::A,цэвэр,czysty
724,sauber::A,хиргүй,czysty
725,schmutzig::A,бохир,brudny
726,schmutzig::A,хиртэй,brudny
727,roh::A,түүхий,surowy
728,reif::A,болсон,dojrzały
729,lecker::A,амттай,smaczny
730,süß::A,амттай,słodki
731,süß::A,чихэрлэг,słodki
732,bitter::A,гашуун,gorzki
733,sauer::A,эсгэлэн,kwaśny
734,hell::A,гэгээн,jasny
735,hell::A,гэрэлтэй,jasny
736,dunkel::A,бараан,ciemny
737,dunkel::A,харанхуй,ciemny
738,schwarz::A,хар,czarny
739,weiß::A,цагаан,biały
740,rot::A,улаан,czerwony
741,gelb::A,шар,żółty
742,blau::A,хөх,błękitny
743,blau::A,хөх,niebieski
744,blau::A,цэнхэр,błękitny
745,blau::A,цэнхэр,niebieski
746,grün::A,ногоон,zielony
747,grau::A,орог,szary
748,grau::A,саарал,szary
749,bunt::A,эрээн,barwny
750,billig::A,хямд,tani
751,teuer::A,үнэтэй,drogi
752,wertvoll::A,үнэт,cenny
753,blind::A,сохор,ślepy
754,taub::A,чих хатуу,głuchy
755,kräftig::A,чийрэг,mocny
756,stark::A,хүчтэй,silny
757,stark::A,чадалтай,silny
758,schwach::A,сул,słaby
759,fett::A,тарган,tłusty
760,fett::A,голигор,tłusty
761,schlank::A,голшиг,smukły
762,hübsch::A,сайхан,ładny
763,hübsch::A,хөөрхөн,ładny
764,böse::A,муу,zły
765,böse::A,хортой,zły
766,dumm::A,тэнэг,głupi
767,faul::A,залхуу,leniwy
768,fleißig::A,чармайлтгай,pilny
769,geizig::A,харамч,skąpy
770,klug::A,цэцэн,mądry
771,geschickt::A,дүйтэй,zręczny
772,lieb::A,хайрт,miły
773,lustig::A,цэнгэлтэй,wesoły
774,sanft::A,наалинхай,łagodny
775,hungrig::A,өлөн,głodny
776,hungrig::A,өлссөн,głodny
777,krank::A,өвчтэй,chory
778,nackt::A,нүцгэн,nagi
779,traurig::A,гунигт,smutny
780,lebendig::A,амьд,żywy
781,lebendig::A,амьтай,żywy
782,gut::A,сайн,dobry
783,schlecht::A,муу,zły
784,schlecht::A,өөдгүй,zły
785,richtig::A,зөв,słuszny
786,richtig::A,зөв,właściwy
787,richtig::A,зүйтэй,słuszny
788,richtig::A,зүйтэй,właściwy
789,schlimm::A,муухай,zły
790,wahr::A,үнэн,prawdziwy
791,wahr::A,жинхэнэ,prawdziwy
792,alt::A,хуучин,stary
793,neu::A,шинэ,nowy
