,Concept_ID,uk,ru
846,fliegen::V,літати,летать
847,gehen::V,іти,идти
848,weggehen::V,піти,уйти
849,abfahren::V,від’їхати,отправиться
850,abfahren::V,відправитися,отправиться
851,anhalten::V,зупинитися,остановиться
852,hineingehen::V,входити,входить
853,eintreten::V,увійти,войти
854,kommen::V,прийти,прийти
855,ankommen::V,прибути,прибыть
856,zurückkommen::V,повернутися,возвратиться
857,bleiben::V,залишитися,остаться
858,warten::V,чекати,ждать
859,erwarten::V,чекати,ожидать
860,suchen::V,шукати,искать
861,finden::V,знайти,найти
862,versuchen::V,випробовувати,пытаться
863,vorbereiten::V,підготувати,подготовить
864,lieben::V,любити,любить
865,mögen::V,любити,любить
866,mögen::V,подобатися,любить
867,lachen::V,сміятися,смеяться
868,rühren::V,розчулити,растрогать
869,weinen::V,плакати,плакать
870,schimpfen::V,лаятися,ругаться
871,sich ärgern::V,сердитися,сердиться
872,sich fürchten::V,боятися,бояться
873,fürchten::V,боятися,бояться
874,fliehen::V,тікати,убегать
875,flüchten::V,утекти,убежать
876,sehen::V,бачити,видеть
877,anschauen::V,поглянути,посмотреть
878,ansehen::V,дивитися на,смотреть
879,hören::V,чути,слышать
880,zuhören::V,слухати,слушать
881,probieren::V,покуштувати,пробовать
882,riechen::V,нюхати,нюхать
883,fühlen::V,відчувати,чувствовать
884,scheinen::V,здаватися,казаться
885,zu sehen sein::V,виднітися,виднеться
886,vernehmen::V,почути,услышать
887,frieren::V,мерзнути,мерзнуть
888,tun::V,робити,делать
889,können::V,могти,мочь
890,können::V,могти,уметь
891,wollen::V,хотіти,хотеть
892,anfangen::V,почати,начать
893,beenden::V,закінчити,закончить
894,aufhören::V,перестати,перестать
895,gelingen::V,вдатися,удаться
896,geraten::V,опинитися,оказаться
897,öffnen::V,відкрити,открыть
898,schließen::V,закрити,закрыть
899,stellen::V,поставити,поставить
900,setzen::V,посадити,посадить
901,legen::V,класти,класть
902,berühren::V,чіпати,трогать
903,verbinden::V,зв’язати,связать
904,bedecken::V,покрити,покрыть
905,aufhängen::V,повісити,повесить
906,anzünden::V,запалити,зажечь
907,aufheben::V,підняти,поднять
908,zurücklassen::V,залишити,оставить
909,verlieren::V,загубити,потерять
910,fallen lassen::V,упустити,уронить
911,machen::V,зробити,сделать
912,herstellen::V,виготовити,изготовить
913,bauen::V,будувати,строить
914,reparieren::V,лагодити,чинить
915,verbessern::V,поліпшити,улучшить
916,ändern::V,змінити,изменить
917,graben::V,копати,копать
918,beugen::V,зігнути,согнуть
919,biegen::V,погнути,погнуть
920,drehen::V,вертіти,вертеть
921,wenden::V,повернути,повернуть
922,umdrehen::V,перевернути,перевернуть
923,heben::V,піднімати,поднимать
924,hochheben::V,підняти,поднять
925,ergreifen::V,схопити,схватить
926,halten::V,тримати,держать
927,drücken::V,натискати,нажимать
928,schieben::V,пхати,толкать
929,schieben::V,штовхати,толкать
930,kratzen::V,шкребти,скрести
931,lecken::V,лизати,лизать
932,beißen::V,кусати,кусать
933,abreißen::V,відірвати,оторвать
934,abschneiden::V,відрізати,отрезать
935,binden::V,в’язати,вязать
936,stecken::V,увіткнути,воткнуть
937,brechen::V,зламати,сломать
938,klopfen::V,стукати,стучать
939,hauen::V,бити,бить
940,kleben::V,клеїти,клеить
941,reiben::V,терти,тереть
942,streichen::V,намазати,намазать
943,schleifen::V,точити,точить
944,schneiden::V,різати,резать
945,rütteln::V,хитати,шатать
946,schütteln::V,трясти,трясти
947,schwenken::V,махати,махать
948,schütten::V,налити,налить
949,füllen::V,наповнити,наполнить
950,einwickeln::V,загорнути,завернуть
951,tragen::V,нести,нести
952,schleppen::V,тягти,тащить
953,ziehen::V,тягнути,тянуть
954,aufbewahren::V,зберігати,хранить
955,werfen::V,кидати,бросать
956,fangen::V,ловити,ловить
957,packen::V,схопити,схватить
958,verstecken::V,сховати,спрятать
959,teilen::V,розділити,разделить
960,schicken::V,посилати,посылать
961,bringen::V,принести,принести
962,hinzufügen::V,додати,добавить
963,bekommen::V,дістати,достать
964,erhalten::V,одержати,получить
965,nehmen::V,взяти,взять
966,wählen::V,вибрати,выбрать
967,auswählen::V,відібрати,отобрать
968,bewahren::V,зберегти,сохранить
969,behindern::V,перешкоджати,препятствовать
970,verderben::V,зіпсувати,испортить
971,beschädigen::V,зашкодити,повредить
972,zerbrechen::V,розбити,разбить
973,zerreißen::V,розірвати,разорвать
974,zerstören::V,зруйнувати,разрушить
975,verbrennen::V,спалити,сжечь
976,geben::V,дати,дать
977,reichen::V,передати,передать
978,schenken::V,дарувати,дарить
979,versprechen::V,обіцяти,обещать
980,wünschen::V,бажати,желать
981,loben::V,хвалити,хвалить
982,küssen::V,цілувати,целовать
983,wiegen::V,качати,качать
984,zudecken::V,накрити,накрыть
985,wecken::V,розбудити,разбудить
986,zeigen::V,показати,показать
987,führen::V,вести,вести
988,lehren::V,вчити,учить
989,unterrichten::V,викладати,преподавать
990,aufziehen::V,виховати,воспитать
991,leiten::V,керувати,руководить
992,antreiben::V,підганяти,подгонять
993,lassen::V,змусити,заставить
994,einladen::V,запросити,пригласить
995,vereinigen::V,об’єднати,объединить
996,besuchen::V,завітати,посетить
997,besuchen::V,відвідати,посетить
998,treffen::V,зустріти,встретить
999,sich versammeln::V,зібратися,собраться
1000,spielen::V,грати,играть
1001,singen::V,співати,петь
1002,tanzen::V,танцювати,плясать
1003,tanzen::V,танцювати,танцевать
1004,sich trennen::V,розлучитися,расстаться
1005,verlassen::V,покинути,покинуть
1006,retten::V,врятувати,спасти
1007,bewachen::V,охороняти,охранять
1008,schützen::V,уберігати,уберегать
1009,verteidigen::V,захистити,защитить
1010,sich schlagen::V,битися,драться
1011,sich schlagen::V,дратися,драться
1012,schießen::V,стріляти,стрелять
1013,siegen::V,перемогти,победить
1014,ärgern::V,сердити,сердить
1015,schlagen::V,ударити,ударить
1016,treten::V,штовхати,пинать
1017,stechen::V,вколоти,уколоть
1018,stoßen::V,штовхнути,толкнуть
1019,stehlen::V,украсти,украсть
1020,stören::V,перешкодити,помешать
1021,belästigen::V,докучати,надоедать
1022,verbergen::V,сховати,скрыть
1023,täuschen::V,обдурити,обмануть
1024,betrügen::V,зшахраювати,смошенничать
1025,töten::V,убити,убить
1026,wohnen::V,жити,проживать
1027,wohnen::V,мешкати,проживать
1028,arbeiten::V,працювати,работать
1029,sammeln::V,зібрати,собрать
1030,pflücken::V,зривати,рвать
1031,pflücken::V,зривати,срывать
1032,jagen::V,полювати,охотиться
1033,fischen::V,рибалити,рыбачить
1034,fassen::V,піймати,поймать
1035,hüten::V,пасти,пасти
1036,treiben::V,гнати,гнать
1037,anbinden::V,прив’язати,привязать
1038,füttern::V,годувати,кормить
1039,füttern::V,харчувати,кормить
1040,melken::V,доїти,доить
1041,hacken::V,рубати,рубить
1042,gießen::V,полити,полить
1043,reifen::V,дозріти,созреть
1044,zubereiten::V,зготовити,приготовить
1045,zubereiten::V,приготувати,приготовить
1046,kochen::V,варити,варить
1047,kochen::V,готувати,варить
1048,backen::V,пекти,печь
1049,braten::V,смажити,жарить
1050,umrühren::V,переміщати,перемешать
1051,stricken::V,в’язати,вязать
1052,nähen::V,шити,шить
1053,färben::V,пофарбувати,покрасить
1054,reinigen::V,очистити,очистить
1055,waschen::V,мити,стирать
1056,abwischen::V,витерти,вытереть
1057,spülen::V,полоскати,полоскать
1058,fegen::V,підмітати,подметать
1059,kehren::V,мести,мести
1060,baden::V,купатися,купаться
1061,sich waschen::V,митися,мыться
1062,ausziehen::V,зняти,снять
1063,anziehen::V,надіти,надеть
1064,sich anziehen::V,одягтися,одеться
1065,sich anziehen::V,одягнутися,одеться
1066,kämmen::V,зачесати,причесать
1067,schmücken::V,оздобити,украсить
1068,sagen::V,сказати,сказать
1069,sprechen::V,говорити,говорить
1070,reden::V,розмовляти,разговаривать
1071,sich unterhalten::V,бесідувати,беседовать
1072,fragen::V,запитати,спросить
1073,bitten::V,просити,просить
1074,erzählen::V,розповісти,рассказать
1075,mitteilen::V,повідомити,сообщить
1076,nennen::V,назвати,назвать
1077,rufen::V,кликати,звать
1078,prahlen::V,хвалитися,хвастаться
1079,übersetzen::V,перекласти,перевести
1080,denken::V,думати,думать
1081,denken::V,мислити,думать
1082,glauben::V,вірити,верить
1083,bemerken::V,помітити,заметить
1084,erkennen::V,пізнати,узнать
1085,begreifen::V,осягнути,понять
1086,begreifen::V,осягнути,постичь
1087,verstehen::V,почути,услышать
1088,lernen::V,навчатися,учиться
1089,wissen::V,знати,знать
1090,sich erinnern an::V,пам’ятати,вспомнить
1091,vergessen::V,забути,забыть
1092,messen::V,міряти,мерить
1093,zählen::V,лічити,считать
1094,rechnen::V,рахувати,считать
1095,lesen::V,читати,читать
1096,malen::V,малювати,рисовать
1097,zeichnen::V,рисувати,рисовать
1098,schreiben::V,писати,писать
1099,besitzen::V,мати,иметь
1100,kaufen::V,купити,купить
1101,verkaufen::V,продати,продать
1102,bezahlen::V,заплатити,заплатить
1103,zahlen::V,платити,платить
1104,beherrschen::V,володіти,владеть
1105,ertragen::V,витерпіти,вытерпеть
