,Concept_ID,te,ady
200,Mensch::N,నరుడు,цӏыфы́
201,Mann::N,పురుమడు,хъулъфы́гъ
202,Frau::N,ఆడుది,бӏылъфыгъэ́
203,Kind::N,బిడ్డ,кӏэлэцӏы́кӏу
204,Junge::N,బాలుడు,кӏэлэцӏы́кӏу
205,Mädchen::N,బాలిక,пшъэшъэжъый
206,Familie::N,కుటుంబము,быны́
207,Familie::N,కుటుంబము,уна́гъу
208,Großvater::N,తాత,тэтэ́жъ
209,Großmutter::N,అయ్యమ్మ,нэнэ́жъ
210,Eltern::N,తల్లితండ్రులు,ны-тыхэ́р
211,Vater::N,తండ్రి,ты
212,Mutter::N,తల్లి,ны
213,Sohn::N,కొడుకు,къо
214,Tochter::N,కూతురు,пхъу
215,Bruder::N,పోదరుడు,шы
216,Schwester::N,సోదరి,шы́пхъу
217,Onkel::N,మేనమామ,янэ́ш
218,Tante::N,మేనత్త,атэшыпхъу
219,Tante::N,పినతల్లి,атэшыпхъу
220,Ehemann::N,భర్త,лӏы
221,Ehefrau::N,భార్య,шъу́з
222,Freude::N,సంతోషము,гушӏуа́гъу
223,Gelächter::N,నవ్వు,щхыныр
224,Glück::N,సంతోషము,насы́п
225,Kummer::N,దుఃఖము,тхьамыкӏагъу
226,Wunsch::N,కోరిక,шӏонгъоны́гъ
227,Lust::N,కోరిక,шӏонгъоны́гъ
228,Geist::N,ఆత్మ,гу
229,Gedanke::N,ఆలోచన,гупшыс
230,Gedächtnis::N,జ్ఞాపకము,память
231,Verstand::N,మనస్సు,акъы́л
232,Sinn::N,అర్థము,мэхьанэ
233,Grund::N,కారణము,ушъхьагъу
234,Wahrheit::N,సత్యము,шъыпкъэ́
235,Gespräch::N,పంభాషణ,гущыӏ
236,Märchen::N,అద్భుతకథ,пшысэ
237,Erzählung::N,కథ,къэба́р
238,Nachricht::N,వార్త,къэба́р
239,Neuigkeit::N,వార్త,къэбарыкӏ
240,Name::N,పేరు,цӏэ
241,Rätsel::N,చిక్కు,коджэхь-къоджэшх
242,Rede::N,ఉపన్యాసము,гущыӏ
243,Sprache::N,భాష,бзэ
244,Stimme::N,కంరథ్సని,макъэ́
245,Wort::N,మాట,гущыӏ
246,Zeichen::N,గుర్తు,тамы́гъ
247,Ruf::N,పిలువు,джэ макъ
248,Lärm::N,సందడి,макъэ
249,Laut::N,ధ్వని,макъэ
250,Ton::N,స్వరము,
251,Lied::N,పాట,орэ́д
252,Ruhe::N,గాలిలేమి,самбырыныгъ
253,Leute::N,జనులు,цӏыфхэ́р
254,Volk::N,జాతి,цӏыф лъэпкъ
255,Arbeit::N,పని,ӏофшӏакӏэ́н
256,Gast::N,అతిధి,хьакӏэ́
257,Geschenk::N,దానము,шӏухьафтын
258,Spiel::N,ఆట,еоны́р
259,Spiel::N,ఆట,джэгуны́р
260,Spiel::N,ఆట,къегъэӏоны́р
261,Gesellschaft::N,జట్టు,обществ
262,Hilfe::N,సాహాయ్యము,ӏэпыӏэгъу
263,Freund::N,స్నేహితుడు,ныбджэгъу
264,Kamerad::N,చెలికాడు,ныбджэгъу
265,Angelegenheit::N,విషయము,ӏофы́
266,Anzahl::N,లెక్క,пчъагъэ́
267,Art::N,జాతి,изэрэщы́т
268,Art::N,జాతి,лъэпкъ
269,Stück::N,తునుక,такъы́р
270,Teil::N,భాగము,щыщ
271,Teil::N,భాగము,ӏахь
272,Hälfte::N,సగము,ныкъо́
273,Kreis::N,వృత్తము,хъура́й
274,Kreuz::N,సిలువ,къащ
275,Linie::N,గీత,хъахъ
276,Linie::N,గీత,итхъа́гъ
277,Strich::N,గీత,хъахъ
278,Strich::N,గీత,итхъагъ
279,Abstand::N,సందు,азыфагу
280,Entfernung::N,దూరము,чӏыгууанэ
281,Gegend::N,విస్తీర్ణము,чӏыпӏэ́
282,Platz::N,ఎడము,азыфагу
283,Ort::N,స్థలము,чӏыпӏэ́
284,Seite::N,ప్రక్క,лъэны́къу
285,Mitte::N,నడిమి,гузэ́гу
286,Gegenstand::N,పద్దు,пкъыгъо
287,Sache::N,వస్తువు,
288,Rand::N,అంచు,цакӏэ́
289,Kante::N,అంచు,цэгэналъ
290,Ecke::N,మూల,къогъу
291,Spitze::N,మొన,пакӏэ
292,Ende::N,కొన,кӏэ
293,Loch::N,రంధ్రము,гъуа́н
294,Winkel::N,కోణము,къогъу
295,Muster::N,మాదిరి,тхыпхъэ
296,Größe::N,పరిమాణము,иина́гъ
297,Länge::N,పొడుగు,икӏыхьа́гъ
298,Höhe::N,పొడుగు,лъэгагъ
299,Gewicht::N,భారము,онтэгъугъэ́
300,Menge::N,మొత్తము,пчъагъэ́
301,Haufen::N,రాశి,ӏат
302,Reihe::N,వరుస,саты́р
303,Boot::N,పడవ,къуашъо́
304,Ruder::N,అడక,къошъобэ́щ
305,Schlitten::N,సరవండ్లు,
306,Ski::N,స్కీ,лыжэхэр
307,Lagerfeuer::N,నెగడు,пхъэмашӏу
308,Last::N,బరువు,
309,Gang::N,నడక,кӏоныр
310,Schritt::N,అడుగు,лъэубэ́къу
311,Norden::N,ఉత్తరదిక్కు,темы́р
312,Süden::N,దక్షిణము,къыблэ́
313,Westen::N,పడమర,тыгъэкъохьа́пӏ
314,Osten::N,తూర్పు,тыгьэкъокӏы́пӏ
315,Holz::N,కొయ్య,чъыгы́
316,Brett::N,పలక,пхъэ́мбгъу
317,Platte::N,పలక,упсыхьагъ
318,Stütze::N,వాల్సేడ్లు,кӏэгъэкъон
319,Stange::N,స్తంభము,къорэ́гъ
320,Stock::N,కఱ్ఱ,бэщ
321,Stab::N,కఱ్ఱ,бэщ кӏы́хь
322,Rohr::N,గొట్టము,онджэкъ
323,Haus::N,ఇల్లు,унэ́
324,Heim::N,స్వగృహము,унэ́
325,Ofen::N,పొయ్యి,гъэжъэн
326,Fußboden::N,నేల,джэхашъу
327,Tisch::N,మేజా,стол
328,Stuhl::N,కుర్చీ,пхъэнтӏэ́кӏу
329,Wiege::N,ఉయ్యాల,кушъэ́
330,Bett::N,పడక,пӏэкӏо́р
331,Bett::N,మంచం,пӏэкӏо́р
332,Regal::N,అటక,мэкӏай
333,Kiste::N,వెట్టె,ящык
334,Fenster::N,కిటికి,шъхьаныгъу́пчъ
335,Tür::N,ద్వారము,пчъэ
336,Tor::N,ద్వారము,къэла́пчъ
337,Zaun::N,కంచె,шӏыхьагъэ́
338,Dach::N,ఇంటివైకప్పు,шъхьэ́
339,Leiter::N,నిచ్చెన,лъэо́й
340,Leiter::N,నిచ్చెన,дэкӏояпӏэ́
341,Besen::N,చీపురుకట్ట,пхъэнкӏы́пхъ
342,Spaten::N,పాఱ,къазгъы́р
343,Schaufel::N,పాఱ,хэӏалъ
344,Gabel::N,ముండ్లగరిటె,цацэ
345,Löffel::N,గరిటె,джэмы́шх
346,Messer::N,కత్తి,шъэжъы́й
347,Nagel::N,మేకు,гъучӏыӏу́н
348,Netz::N,వల,хъытыу
349,Haken::N,కొక్కెము,хьажтӏаркъу
350,Griff::N,పిడి,къопс
351,Schloss::N,తాళము,ӏункӏы́бз
352,Bild::N,చిత్రము,сурэ́т
353,Figur::N,రూపము,
354,Puppe::N,బొమ్మ,нысхъа́п
355,Beutel::N,సంచి,дзыо́
356,Bündel::N,మూట,
357,Tasche::N,సంచి,ӏэлъмэ́къ
358,Eimer::N,చేద,щалъ
359,Deckel::N,మూత,шъхьэ
360,Geschirr::N,వంటకాలు,хьакъу-шыкъу
361,Sack::N,గోనెసంచి,дзыо́
362,Tasse::N,గిన్నె,чашк
363,Topf::N,కుండ,кастрюль
364,Kessel::N,నీరుకాచుపాత్ర,шыуа́н
365,Essen::N,ఆహారము,шхэн
366,Nahrung::N,ఆహారము,шхэн
367,Speise::N,ఆహారము,шхыныгъу
368,Fleisch::N,మాంసము,лы
369,Getreide::N,ధాన్యము,лэжьыгъацэ́
370,Brei::N,గుజ్జు,пӏастэ́
371,Brot::N,రొట్టె,хьалыгъу
372,Scheibe::N,బద్ద,такъы́р
373,Fett::N,క్రొవ్వు,дагъэ́
374,Butter::N,వెన్న,тхъу
375,Öl::N,నూనె,тхъу
376,Salz::N,ఉప్పు,щыгъу
377,Suppe::N,చారు,хьантхъупс
378,Honig::N,తెనె,шъоу́
379,Milch::N,పాలు,щэ
380,Tee::N,తేనీరు,щай
381,Leder::N,బాగుచేసివతోలు,кӏы́шъу
382,Wolle::N,ఉన్ని,цы
383,Stoff::N,బట్ట,шэкӏы
384,Nadel::N,సూది,бгъэ́хаӏу
385,Faden::N,దారము,ӏуда́н
386,Knopf::N,బొత్తాము,занкӏэу
387,Knoten::N,ముడి,зэкъодзапӏэ
388,Farbe::N,రంగు,краск
389,Kleidung::N,బట్టలు,щыгъы́ны
390,Hemd::N,చొక్కాయ,джан
391,Kragen::N,మాల,пшъапӏ
392,Ärmel::N,చొక్కాయచెయ్యి,гъуап
393,Hose::N,ఇజారు,гъончэ́дж
394,Gürtel::N,పటకా,бгыры́пх
395,Mütze::N,టోపి,паӏо́
396,Schuh::N,పాదరక్ష,
397,Stiefel::N,బూటు,щазым
398,Ring::N,ఉంగరము,ӏэлъы́н
399,Band::N,నాడా,лент
400,Kamm::N,దువ్వెన,мажь
401,Spiegel::N,అద్దము,гъундж
402,Riemen::N,వాడా,бгыры́пх
403,Schnur::N,దారము,кӏапсэ́
404,Leine::N,వారు,шъокӏапс
405,Decke::N,కంబళి,чыхӏэн
406,Kissen::N,తలగడ,шъхьант
407,Tuch::N,బట్ట,шъхьэтехъу
408,Handtuch::N,తువాలు,ӏаплъэкӏ
409,Kraft::N,బలము,къары́у
410,Kraft::N,బలము,кӏуачӏэ́
411,Stärke::N,శక్తి,кӏуачӏэ́
412,Gesundheit::N,ఆరోగ్యము,псауныгъ
413,Krankheit::N,రోగము,узы
414,Schmerz::N,నొప్పి,узы
415,Wunde::N,గాయము,уӏагъэ́
416,Fieber::N,జ్వరము,техьа́гъу
417,Fieber::N,జ్వరము,жъоку
418,Arznei::N,మందు,ӏэзэ́гъу
419,Brücke::N,వంతెన,лъэмы́д ж
420,Brunnen::N,బావి,псынэ́
421,Brunnen::N,కూపము,псынэ́
422,Brunnen::N,నుయ్యి,псынэ́
423,Weide::N,పచ్చికబయలు,хъупӏэ́
424,Pfad::N,కాలిత్రోవ,лъагъу
425,Weg::N,మార్గము,гъо́гу
426,Straße::N,బాట,гъо́гу
427,Dorf::N,గ్రామము,къуа́дж
428,Stadt::N,పట్టణము,къалэ́
429,Brief::N,జాబు,тхэн
430,Brief::N,జాబు,письмэ
431,Buch::N,పుస్తకము,тхы́лъ
432,Buchstabe::N,అక్షరము,хьары́ф
433,Zeitung::N,వార్తాపత్రిక,газет
434,Leben::N,ప్రాణము,гъашӏэ́
435,Tod::N,మరణము,аджал
436,Grab::N,సమాధి,бэны́
437,Kirche::N,క్రెస్తవులగుడి,чылы́с
438,Sünde::N,పాపము,гунахь
439,Gott::N,దేవుడు,тхьэ
440,Arbeiter::N,పనిపాటుచేశేవాడు,рабоч
441,Chef::N,యజమానుడు,гъэр
442,Meister::N,కళాకారుడు,ӏэпыӏа́с
443,Arzt::N,వైద్యుడు,
444,Lehrer::N,ఉపాధ్యాయుడు,кӏэлэегъа́дж
445,Geld::N,ద్రవ్యము,ахъщ
446,Geschäft::N,వ్యాపారము,ӏофшӏэн
447,Laden::N,అంగడి,туча́н
448,Preis::N,వెల,уасэ́
449,Ware::N,సరకులు,хьап-щып
450,Nutzen::N,ప్రయోజనము,чар
451,Nutzen::N,ప్రయోజనము,федэ́
452,Reichtum::N,ధనము,байныгъ
453,Welt::N,ప్రపంచము,дуна́й
454,Land::N,దేశము,хэгъэ́́гу
455,Staat::N,రాజ్యము,къэралыгъу
456,König::N,రాజు,пачъы́хь
457,Macht::N,అధికారము,шынэгъакзэ́
458,Grenze::N,సరిహద్దు,гъуна́пкъ
459,Krieg::N,యుద్ధము,зао́
460,Feind::N,శత్రువు,пы́и
461,Gewalt::N,దౌర్జన్యము,егъэзыгъэныгъ
462,Kampf::N,పోట్లాట,бэнэныгъ
463,Bogen[Waffe]::N,విల్లు,щабз
464,Pfeil::N,బాణము,щэбза́щ
465,Gewehr::N,తుపాకి,шхонч
466,Fehler::N,తప్ప,хэукъоныгъ
467,Lüge::N,అసత్యము,пцӏы
468,Schaden::N,నష్టము,зэра́р
469,Unglück::N,దురదృష్టము,тхьамыкӏагъу
470,Schuld::N,తప్పు,мысагъэ́
471,Alter::N,వయస్సు,ныбжь
472,Schluss::N,ముగింపు,кӏэ
473,Zeit::N,కాలము,уахътэ́
474,Tag::N,దినము,мафэ́
475,Morgen::N,ఉదయము,пчэды́жь
476,Mittag::N,మధ్యాహ్నము,щэджагьу́
477,Abend::N,సాయంకాలము,пчыхьэ́
478,Nacht::N,రత్రి,чэщы́
479,Woche::N,వారము,тхьамафэ́
480,Monat::N,నెల,мазэ́
481,Jahr::N,సంవత్సరము,илъэ́с
482,Frühling::N,వసంతకాలము,гъатхэ́
483,Sommer::N,వేసవికాము,гъэмафэ́
484,Herbst::N,ఆకురాలుకాలము,бжыхьэ́
485,Winter::N,శీతకాలము,кӏыма́ф
486,Januar::N,జనవరి,январь
487,Februar::N,ఫిబ్రవరి,февраль
488,März::N,మార్చి,март
489,April::N,ఏప్రిలు,апрель
490,Mai::N,మే,май
491,Juni::N,జూన్,июнь
492,Juli::N,జూలై,июль
493,August::N,ఆగస్టు,август
494,September::N,సెప్ఠెంబరు,сентябрь
495,Oktober::N,అక్టోబరు,октябрь
496,November::N,నవంబరు,ноябрь
497,Dezember::N,డిసెంబర్,декабрь
498,Montag::N,సోమవారము,блыпэ́
499,Dienstag::N,మంగళవారము,гъубдж
500,Mittwoch::N,బుధవారము,бэрэскэжъый
501,Donnerstag::N,గురువారము,мэфэ́ку
502,Freitag::N,శుక్రవారము,бэрэскэшху
503,Samstag::N,శనివారము,шэмбэ́т
504,Sonntag::N,ఆదివారము,тхьаума́ф
505,groß::A,గొప్పైన,ины́
506,klein::A,చిన్న,цӏы́кӏу
507,lang::A,పొడుగాటి,кӏыхьэ́
508,kurz::A,పొట్టి,кӏэкӏы́
509,breit::A,వెడల్పైన,шъуамбгъо́
510,schmal::A,ఇఱుకైన,бгъузэ́
511,dicht::A,దట్టమైన,ӏужъу́
512,dick[Gegenstand]::A,దట్టమైన,ӏужъу́
513,dünn::A,పలుచని,пӏуакӏэ́
514,fein::A,నాజాకైన,пӏуакӏэ́
515,fest::A,దృడమైవ,пытэ́
516,flach::A,చదువైన,тешъо́
517,glatt::A,నున్నని,зэны́бжь
518,hart::A,కఠినమైన,пытэ́
519,weich::A,మృదువైన,шъабэ́
520,rund::A,గుండ్రని,хъура́й
521,spitz::A,మొనగల,папцӏэ́
522,scharf::A,పదనైన,чан
523,stumpf::A,వాడిలేని,цако́
524,schwer::A,బరువ్తెన,онтэ́гъу
525,schön::A,సుందరమైన,дахэ́
526,heiß::A,వేడియైన,жъо́ркъ
527,warm::A,వెచ్చని,фабэ́у
528,kalt::A,చల్లని,чъыӏэ́
529,kühl::A,చల్లని,чъыӏэтагъ
530,frisch::A,తాజాయైన,чъыӏэтагъ
531,feucht::A,చెమ్మగానున్న,шынагъэ зиӏэ
532,feucht::A,చెమ్మగానున్న,шынэгъакӏэ зиӏэ
533,nass::A,తడిగామన్న,цӏынэ́
534,trocken::A,ఎండిన,гъушъ
535,trocken::A,ఎండిన,чъэпхъыгъ
536,voll::A,నిండు,из
537,voll::A,నిండు,изыбз
538,leer::A,శూన్యమైన,нэкӏы́
539,offen::A,తెఱచియున్న,зэдэхыгъэ
540,geschlossen::A,మూసిన,зэфэшӏыгъ
541,sauber::A,పరిశుద్ధమైన,къабзэ́
542,schmutzig::A,ముఱికియైన,шӏо́и
543,roh::A,పచ్చి,мыжъо́
544,reif::A,పండివ,чъэпхъыгъ
545,lecker::A,రుచి గల,го́хьы
546,süß::A,తియ్యని,ӏэшӏу
547,bitter::A,చేదైన,дыджы́
548,sauer::A,పుల్లని,хафэ́
549,hell::A,కాంతిగల,нэфын
550,dunkel::A,చీకటియైన,мэзэхэ
551,schwarz::A,నల్లని,шӏуцӏэ
552,weiß::A,తెలుపు,фыжьы́
553,rot::A,ఎఱ్ఱని,плъыжьы́
554,gelb::A,పసుపు పచ్చ,гъожьы́
555,blau::A,నీలవర్ణము,шхъуантӏэ
556,grün::A,ఆకుపచ్చని,шхъуантӏэ
557,grau::A,నెరిసిన,шхъо
558,bunt::A,రంగేలీ,къолэны
559,billig::A,చౌకయైన,пыут
560,teuer::A,వెలపొడుగైన,сикӏа́с
561,teuer::A,వెలపొడుగైన,силъа́пӏ
562,wertvoll::A,విలుప్తెన,пкӏэ зиӏ
563,wertvoll::A,విలుప్తెన,уасэ́ зыфа́шӏ
564,blind::A,గ్రుడ్డి,нэшъу́
565,taub::A,చెవిటి,дэгу
566,kräftig::A,శక్తి గల,лъэ́ш
567,stark::A,బలమైన,лъэ́ш
568,schwach::A,బలహీనమైన,хъыбэй
569,fett::A,క్రొవ్విన,пщэры́
570,schlank::A,సన్నని,ищыгъэ
571,hübsch::A,సాగప్తెన,дахэ́
572,böse::A,చెడ్డ,ябгэ
573,dumm::A,తెలివిలేని,делэ
574,faul::A,సోమరియైన,шъхьахы́нэ
575,fleißig::A,శ్రద్దగల,егугъурэ
576,geizig::A,పిసినారియైన,тхьацэ
577,klug::A,తెలివిగల,акъылышӏу́
578,geschickt::A,నిపుణతగల,ӏэпэӏэсэ́
579,geschickt::A,నిపుణతగల,шо́у шӏыгъэ́
580,lieb::A,ప్రియమైన,псэм фэд
581,lustig::A,ఉల్లాసము గల,чэф
582,sanft::A,సాధువైన,ӏушъа́б
583,hungrig::A,ఆకలిగొనిన,гъаблэ́
584,krank::A,వ్యాధిగల,сыма́дж
585,nackt::A,దిగంబరమైన,пцӏанэ́
586,traurig::A,విచారముగల,нэшхъэй
587,lebendig::A,ప్రాణముతో నున్న,
588,gut::A,మంచి,дэгъу́
589,schlecht::A,చెడ్డ,дэи
590,richtig::A,సరియైన,тэрэз
591,schlimm::A,అసహ్యమైన,щынэгъо
592,wahr::A,నిజమైన,шъыпкъэ́
593,alt::A,ముసలి,жъы
594,neu::A,క్రొత్త,кӏэ
595,ehemalig::A,పూర్వపు,-щтыгъэ
596,ehemalig::A,పూర్వపు,-гъэ
597,alt[Lebewesen]::A,ముసలి,жъы
598,jung::A,పసి,ныбжьыкӏэ́
599,arm::A,బీద,тхьамы́кӏ
600,reich::A,ధనవంతుడైన,бай
601,bekannt::A,తెలిసిన,нэӏуа́с
602,berühmt::A,ప్రపిద్దికెక్కివ,цӏэры́ӏу
