,Concept_ID,az,mdf
214,Silber::N,gümüş,сия́
215,Kohle::N,kömür,седь
216,Kohle::N,kömür,седьвальмя
217,Glas::N,şüşə,кля́нцек
218,Lehm::N,gil,сёвонь
219,Lehm::N,palçıq,сёвонь
220,Sand::N,qum,шува́р
221,Mensch::N,adam,ломань
222,Mensch::N,insan,ломань
223,Mann::N,kişi,аля
224,Mann::N,kişi,цёраломань
225,Frau::N,qadın,ава
226,Kind::N,uşaq,идь
227,Kind::N,uşaq,шаба
228,Junge::N,oğlan,цёраня
229,Mädchen::N,qız,стирня́
230,Familie::N,ailə,тнал
231,Familie::N,ailə,семья
232,Großvater::N,baba,атя
233,Großvater::N,baba,щя́тя
234,Großmutter::N,nənə,баба
235,Eltern::N,valideyn,тя́дят-а́лят
236,Vater::N,ata,аля
237,Mutter::N,ana,ава
238,Mutter::N,ana,тядя
239,Sohn::N,oğul,цёра
240,Tochter::N,qız,стирь
241,Bruder::N,qardaş,дуган
242,Bruder::N,qardaş,пяльне
243,Schwester::N,bacı,ака
244,Schwester::N,bacı,сазор
245,Onkel::N,əmi,оця
246,Onkel::N,əmi,патя
247,Onkel::N,əmi,щеня́
248,Onkel::N,dayı,оця
249,Onkel::N,dayı,патя
250,Onkel::N,dayı,щеня́
251,Tante::N,bibi,ака
252,Tante::N,bibi,щака
253,Ehemann::N,ər,мирде
254,Ehefrau::N,arvad,ърьвя́
255,Freude::N,nəşə,ке́нярдема
256,Freude::N,sevinc,ке́нярдема
257,Gelächter::N,gülüş,рахсема
258,Gelächter::N,qəhqəhə,рахсема
259,Glück::N,səadət,паваз
260,Glück::N,xoşbəxtlik,паваз
261,Kummer::N,qəm,ризф
262,Kummer::N,qəm,пичефкс
263,Kummer::N,kədər,ризф
264,Kummer::N,kədər,пичефкс
265,Wunsch::N,arzu,мяль
266,Wunsch::N,arzu,таколдома
267,Lust::N,həvəs,таколдома
268,Geist::N,ruh,вайме
269,Gedanke::N,fikir,мяль
270,Gedanke::N,düşüncə,мяль
271,Gedächtnis::N,xatir,прявий
272,Gedächtnis::N,hafizə,прявий
273,Verstand::N,ağıl,прявий
274,Sinn::N,məna,ён
275,Grund::N,səbəb,туфта́л
276,Wahrheit::N,haqq,ви́де
277,Wahrheit::N,haqq,видеши́
278,Wahrheit::N,doğruluq,ви́де
279,Wahrheit::N,doğruluq,видеши́
280,Gespräch::N,söhbət,корхтама
281,Gespräch::N,qonuşma,корхтама
282,Märchen::N,nağıl,ёфкс
283,Erzählung::N,hekayə,азкс
284,Nachricht::N,xəbər,куля́
285,Neuigkeit::N,xəbər,куля́
286,Neuigkeit::N,yenilik,куля́
287,Name::N,ad,лем
288,Rätsel::N,tapmaca,со́дама ёфкс
289,Rede::N,nitq,вал
290,Rede::N,nitq,корхтама
291,Sprache::N,dil,кяль
292,Stimme::N,səs,вайгяль
293,Wort::N,söz,вал
294,Wort::N,kəlmə,вал
295,Zeichen::N,nişan,тя́ште
296,Zeichen::N,nişan,тя́штькс
297,Ruf::N,çığırtı,тердема
298,Lärm::N,gurultu,гайф
299,Lärm::N,gurultu,жалакодома
300,Laut::N,səs,вайгяль
301,Ton::N,ton,вайгяль
302,Lied::N,mahnı,мора
303,Ruhe::N,sakitlik,сетьме
304,Leute::N,xalq,ломатть
305,Volk::N,millət,наро́д
306,Arbeit::N,iş,тев
307,Arbeit::N,əmək,тев
308,Gast::N,qonaq,и́нжи
309,Gast::N,qonaq,ко́нак
310,Gast::N,müsafir,и́нжи
311,Gast::N,müsafir,ко́нак
312,Geschenk::N,hədiyyə,казне
313,Spiel::N,oyun,налхкома
314,Spiel::N,oyun,налхксема
315,Spiel::N,tamaşa,налхкома
316,Spiel::N,tamaşa,налхксема
317,Gesellschaft::N,cəmiyyet,кружок
318,Hilfe::N,kömək,лездома
319,Hilfe::N,yardım,лездома
320,Freund::N,dost,я́лга
321,Kamerad::N,yoldaş,я́лга
322,Angelegenheit::N,iş,тев
323,Anzahl::N,say,лувкс
324,Art::N,çeşid,вид
325,Stück::N,dənə,пакш
326,Stück::N,parça,пакш
327,Teil::N,qisim,часть
328,Teil::N,qisim,пялькс
329,Hälfte::N,yarım,пяле
330,Kreis::N,dairə,шаркс
331,Kreuz::N,xaç,крёз
332,Linie::N,xətt,межа
333,Linie::N,xətt,китькс
334,Strich::N,cızıq,межа
335,Abstand::N,məsafə,ётка
336,Entfernung::N,məsafə,ётка
337,Entfernung::N,uzaqlıq,ётка
338,Gegend::N,bölgə,ва́ста
339,Gegend::N,bölgə,перьфпя́ль
340,Platz::N,yer,ва́ста
341,Ort::N,yer,ва́ста
342,Seite::N,yan,пяле
343,Seite::N,tərəf,пяле
344,Mitte::N,orta,кучка́
345,Gegenstand::N,şey,веща
346,Sache::N,şey,тев
347,Sache::N,şey,веща
348,Rand::N,kənar,пе
349,Kante::N,tiyə,и́рдез
350,Kante::N,kənar,и́рдез
351,Ecke::N,bucaq,ужа
352,Spitze::N,uc,пря
353,Ende::N,son,пе
354,Ende::N,axır,пе
355,Loch::N,deşik,варя
356,Winkel::N,guşə,ужа
357,Muster::N,ülgü,сёрма
358,Größe::N,böyüklük,серь
359,Länge::N,uzunluq,кува́лма
360,Höhe::N,yüksəklik,серь
361,Gewicht::N,çəki,сталма
362,Gewicht::N,ağırlıq,сталма
363,Menge::N,miqdar,лувкс
364,Haufen::N,yığın,мар
365,Reihe::N,səf,ряд
366,Reihe::N,sıra,ряд
367,Boot::N,qayıq,венеж
368,Ruder::N,kürək,миле
369,Schlitten::N,kirşə,ну́рда
370,Ski::N,xizək,сокс
371,Lagerfeuer::N,düşərgə tonqalı,то́лмар
372,Last::N,yük,канкс
373,Last::N,yük,сталма
374,Gang::N,yeriş,молема
375,Schritt::N,addım,аськолкс
376,Norden::N,şimal,якшама шире
377,Süden::N,cənub,ля́мбе ши́ре
378,Westen::N,qərb,ши валгома шире
379,Osten::N,şərq,шинь стяма шире
380,Holz::N,ağac,вирь
381,Holz::N,ağac,шуфта
382,Holz::N,taxta,вирь
383,Holz::N,taxta,шуфта
384,Brett::N,taxta,лавця
385,Platte::N,lövhə,плита́
386,Stütze::N,dayaq,неже
387,Stütze::N,dəstək,неже
388,Stange::N,şüvül,олга
389,Stock::N,dəyənək,байдек
390,Stab::N,əsa,олгоня
391,Stab::N,şüvül,олгоня
392,Rohr::N,boru,турама
393,Rohr::N,truba,турама
394,Haus::N,ev,куд
395,Heim::N,ev,куд
396,Ofen::N,peç,пянакуд
397,Ofen::N,soba,пянакуд
398,Fußboden::N,döşəmə,кия́кс
399,Tisch::N,masa,шра
400,Tisch::N,masa,моркш
401,Stuhl::N,stul,стул
402,Wiege::N,beşik,нюря́м
403,Bett::N,yataq,ацам
404,Regal::N,rəf,лавцяланга
405,Kiste::N,yeşik,парга
406,Kiste::N,sandıq,парга
407,Fenster::N,pəncərə,валмья
408,Tür::N,qapı,кенкш
409,Tor::N,darvaza,ортат
410,Zaun::N,çəpər,перяфкс
411,Dach::N,dam,кудпря
412,Leiter::N,nərdivan,куцема
413,Besen::N,süpürgə,тяльме
414,Spaten::N,kürək,ка́йме
415,Schaufel::N,kürək,ко́поня
416,Schaufel::N,kürək,ця́рдом
417,Gabel::N,çəngəl,ця́нгоня
418,Löffel::N,qaşıq,куцю
419,Messer::N,bıçaq,пеель
420,Nagel::N,mıx,эска
421,Netz::N,tor,
422,Haken::N,çəngəl,кя́чказ
423,Griff::N,qulp,недь
424,Griff::N,qulp,кунда́мка
425,Griff::N,tutacaq,недь
426,Griff::N,tutacaq,кунда́мка
427,Schloss::N,qıfıl,замо́к
428,Bild::N,rəsm,карти́на
429,Figur::N,şəkil,ронга-понда
430,Figur::N,heykəl,ронга-понда
431,Puppe::N,kukla,ня́ка
432,Puppe::N,gəlincik,ня́ка
433,Beutel::N,kisə,кяскав
434,Beutel::N,torba,кяскав
435,Bündel::N,bağlama,кярьме
436,Tasche::N,çanta,кошяльня
437,Eimer::N,vedrə,ве́дарка
438,Eimer::N,çəllək,ве́дарка
439,Deckel::N,qapaq,тавадкс
440,Deckel::N,qapaq,вельхкс
441,Geschirr::N,qab-qazan,кядьге
442,Sack::N,çuval,кяскав
443,Tasse::N,fincan,ша́ваня
444,Topf::N,qazan,кавозь
445,Kessel::N,qazan,сргавозь
446,Essen::N,yemək,ярхцама
447,Nahrung::N,qida,ярхцампяль
448,Speise::N,xörək,ярхцама
449,Fleisch::N,ət,пал
450,Fleisch::N,ət,сиволь
451,Getreide::N,taxıl,сёра
452,Brei::N,aş,ям
453,Brei::N,sıyıq,ям
454,Brot::N,çörək,кши
455,Scheibe::N,dilim,кочам
456,Fett::N,yağ,куя́
457,Butter::N,kərə yağı,вай
458,Öl::N,yağ,вай
459,Salz::N,duz,сал
460,Suppe::N,şorba,шонгарям
461,Suppe::N,şorba,коршампяль
462,Honig::N,bal,медь
463,Milch::N,süd,лофца
464,Tee::N,çay,чай
465,Leder::N,dəri,кедь
466,Wolle::N,yun,пона
467,Stoff::N,qumaş,котф
468,Nadel::N,iynə,салмокс
469,Faden::N,sap,сюре
470,Knopf::N,düymə,пуня
471,Knoten::N,düyün,сюлма
472,Farbe::N,boya,архтомбяль
473,Kleidung::N,geyim,щам
474,Hemd::N,köynək,па́нар
475,Kragen::N,yaxa,сиве
476,Ärmel::N,qol,ожа
477,Hose::N,şalvar,понкст
478,Gürtel::N,kəmər,каркс
479,Mütze::N,şapka,вазь
480,Schuh::N,tufli,башма́к
481,Schuh::N,ayaqqabı,башма́к
482,Stiefel::N,çəkmə,кя́ме
483,Ring::N,üzük,суркс
484,Band::N,lent,керькс
485,Band::N,lent,лента
486,Kamm::N,daraq,сюрьхцем
487,Spiegel::N,güzgü,ванома
488,Riemen::N,qayış,шнань каркс
489,Schnur::N,ip,пикс
490,Schnur::N,ip,карькскя
491,Leine::N,kəmsik,вядьме
492,Decke::N,ədyal,вельхкс
493,Decke::N,yorğan,вельхкс
494,Kissen::N,yastıq,тоду
495,Tuch::N,şarf,руця́
496,Tuch::N,kaşne,руця́
497,Handtuch::N,dəsmal,на́рдама
498,Kraft::N,güc,вий
499,Stärke::N,qüvvət,вииши
500,Gesundheit::N,sağlamlıq,шумбраши́
501,Krankheit::N,xəstəlik,урма́
502,Krankheit::N,xəstəlik,сярядема
503,Schmerz::N,ağrı,маряма
504,Schmerz::N,sancı,маряма
505,Wunde::N,yara,керф
506,Fieber::N,isitmə,маштыкс
507,Fieber::N,qızdırma,маштыкс
508,Arznei::N,ilaç,надо́бья
509,Arznei::N,ilaç,пъчка́фтома
510,Arznei::N,dərman,надо́бья
511,Arznei::N,dərman,пъчка́фтома
512,Brücke::N,körpü,седь
513,Brunnen::N,quyu,эши
514,Weide::N,otlaq,ванома васта
515,Pfad::N,cığır,ян
516,Pfad::N,cığır,киня́
517,Weg::N,yol,ки
518,Straße::N,küçə,ки
519,Dorf::N,kənd,веле
520,Stadt::N,şəhər,ош
521,Brief::N,məktub,сёрма
522,Buch::N,kitab,книга
523,Buchstabe::N,hərf,бу́ква
524,Zeitung::N,qəzet,газе́та
525,Leben::N,həyat,эряф
526,Leben::N,həyat,эряма
527,Tod::N,ölüm,кулома́
528,Grab::N,qəbir,калма
529,Kirche::N,kilsə,це́рькав
530,Sünde::N,günah,пежеть
531,Sünde::N,günah,муворкс
532,Gott::N,tanrı,шкай
533,Arbeiter::N,işçi,трудендай
534,Arbeiter::N,işçi,работник
535,Chef::N,şef,азор
536,Chef::N,şef,оцюня
537,Chef::N,rəis,азор
538,Chef::N,rəis,оцюня
539,Meister::N,usta,мастяр
540,Arzt::N,həkim,врач
541,Arzt::N,həkim,доктор
542,Arzt::N,doktor,врач
543,Arzt::N,doktor,доктор
544,Lehrer::N,müəllim,учи́тель
545,Geld::N,pul,ярмакт
546,Geschäft::N,ticarət,ладяфкс
547,Geschäft::N,ticarət,ладяф тев
548,Laden::N,dükan,ла́вка
549,Preis::N,qiymət,питне
550,Ware::N,mal,миф
551,Ware::N,mal,ра́маф
552,Nutzen::N,fayda,пара
553,Nutzen::N,fayda,лезкс
554,Reichtum::N,zənginlik,ко́зяши
555,Welt::N,aləm,свет
556,Welt::N,dünya,свет
557,Land::N,ölkə,мастор
558,Staat::N,dövlət,государства
559,König::N,kral,король
560,König::N,məlik,король
561,Macht::N,qüdrət,азорондама
562,Macht::N,qüdrət,азорксши
563,Grenze::N,hüdud,ёткаян
564,Grenze::N,sərhət,ёткаян
565,Krieg::N,hərb,война́
566,Krieg::N,müharibə,война́
567,Feind::N,düşmən,душман
568,Feind::N,düşmən,каршек тюри
569,Gewalt::N,cəbr,наругама
570,Kampf::N,savaş,тюрема́
571,Bogen[Waffe]::N,yay,нал
572,Pfeil::N,ox,нал
573,Gewehr::N,tüfəng,винто́вка
574,Fehler::N,xəta,эльбядькс
575,Lüge::N,yalan,васькафнема
576,Schaden::N,ziyan,зия́н
577,Unglück::N,bəla,зия́н
578,Schuld::N,təqsir,муворши
579,Alter::N,yaş,эряф кизот
580,Alter::N,yaş,эряфонь пинге
581,Schluss::N,son,пе
582,Zeit::N,vaxt,пинге
583,Zeit::N,zaman,пинге
584,Tag::N,gün,ши
585,Morgen::N,sabah,шобдава
586,Mittag::N,günorta,шикучка
587,Abend::N,axşam,иля́дь
588,Nacht::N,gecə,ве
589,Woche::N,həftə,недя́ля
590,Monat::N,ay,ков
591,Jahr::N,il,киза
592,Frühling::N,yaz,тунда́
593,Frühling::N,bahar,тунда́
594,Sommer::N,yay,киза
595,Herbst::N,payız,сёксе
596,Winter::N,qış,тяла
597,Januar::N,Janvar,кельмеков
598,Februar::N,Fevral,уфайков
599,März::N,Mart,марайков
600,April::N,Aprel,шудиков
601,Mai::N,May,панжиков
602,Juni::N,İyun,лямбеков
603,Juli::N,İyul,псиков
604,August::N,Avqust,сёроньков
605,September::N,Sentyabr,тюжягов
606,Oktober::N,Oktyabr,кельмазаков
607,November::N,Noyabr,эйндамков
608,Dezember::N,Dekabr,кучкаков
609,Montag::N,bazar ertəsi,одговши
610,Dienstag::N,çərşənbə axşamı,ша́вши
611,Mittwoch::N,çərşənbə,вержи
612,Donnerstag::N,cüme axşamı,шува́ланя
613,Freitag::N,cüme,пя́денця
614,Samstag::N,şənbə,ёткши
615,Sonntag::N,bazar,таргоши
616,groß::A,böyük,оцю
617,klein::A,kiçik,ёмла
618,lang::A,uzun,кува́ка
619,kurz::A,qısa,нюрьхкя́ня
620,breit::A,enli,кели
621,breit::A,geniş,кели
622,schmal::A,dar,тяйня
623,dicht::A,sıx,сиде
624,dicht::A,sıx,туста
625,dick[Gegenstand]::A,qalın,эчке
626,dünn::A,nazik,шува́ня
627,fein::A,incə,шува́ня
628,fest::A,bərk,кеме
629,fest::A,möhkəm,кеме
630,flach::A,düz,лапш
631,glatt::A,hamar,вадяв
632,glatt::A,hamar,такор
633,hart::A,sərt,калгода
634,weich::A,yumşaq,ляпе
635,rund::A,yuvarlaq,кру́глай
636,spitz::A,uclu,ботаз
637,spitz::A,uclu,оржа
638,spitz::A,sivri,ботаз
639,spitz::A,sivri,оржа
640,scharf::A,kəskin,оржа
641,stumpf::A,küt,ношка
642,schwer::A,ağır,стака
643,schön::A,gözəl,мазы
644,schön::A,gəşəng,мазы
645,heiß::A,isti,пси
646,warm::A,ilıq,лямбе
647,kalt::A,soyuq,кельме
648,kühl::A,sərin,эше
649,frisch::A,təzə,свежай
650,feucht::A,nəm,летьке
651,nass::A,yaş,начка
652,trocken::A,quru,коське
653,voll::A,dolu,пяшксе
654,leer::A,boş,шава
655,offen::A,açıq,панжада
656,offen::A,açıq,виде
657,geschlossen::A,qapalı,пякстаф
658,geschlossen::A,qapalı,сёлгф
659,sauber::A,təmiz,ару
660,schmutzig::A,kirli,рда́зу
661,schmutzig::A,kirli,пя́ндра
662,roh::A,çiy,верок
663,reif::A,yetişmiş,ке́нерьф
664,lecker::A,dadlı,танцти
665,lecker::A,ləzzətli,танцти
666,süß::A,şirin,ламбама
667,bitter::A,acı,сяпи
668,sauer::A,turş,шапама
669,hell::A,aydın,валда
670,dunkel::A,qaranlıq,шобда
671,schwarz::A,qara,равжа
672,weiß::A,ağ,акша
673,rot::A,qırmızı,якстерь
674,gelb::A,sarı,тюжя́
675,blau::A,göy,сенем
676,blau::A,mavi,сенем
677,grün::A,yaşıl,пиже
678,grün::A,yaşıl,сянгяря
679,grau::A,boz,уле
680,bunt::A,əlvan,сёрмав
681,bunt::A,rəngli,сёрмав
682,billig::A,ucuz,у́цез
683,billig::A,ucuz,аф пи́тни
684,teuer::A,bahalı,пи́тни
685,wertvoll::A,qiymətli,питни
686,blind::A,kor,сокор
687,taub::A,kar,пярав
688,kräftig::A,güclü,пяк вии
689,stark::A,qüvvətli,вии
690,schwach::A,zəif,лафча
691,schwach::A,gücsüz,лафча
692,fett::A,şişman,куя́
693,schlank::A,zərif,виде ронга
694,hübsch::A,göyçək,мазы
695,böse::A,fəna,кяжи
696,dumm::A,axmaq,аф ёню
697,dumm::A,axmaq,шава пря
698,faul::A,tənbəl,нола
699,fleißig::A,çalışqan,ку́лхцонды
700,geizig::A,xəsis,кирьжя
701,geizig::A,xəsis,жаднай
702,klug::A,ağıllı,ёню
703,klug::A,ağıllı,пря́ви
704,geschickt::A,bacarıqlı,маштозь тиф
705,lieb::A,əziz,цебярь
706,lieb::A,sevimli,цебярь
707,lustig::A,məzəli,ра́хси
708,lustig::A,gülməli,ра́хси
709,sanft::A,mülayim,сетьме
710,hungrig::A,ac,вача
711,hungrig::A,ac,вачеда
712,krank::A,xəstə,сяряди
713,nackt::A,çılpaq,штада
714,nackt::A,çılpaq,кърхтапа
715,traurig::A,qəmgin,ла́жнай
716,traurig::A,kədərli,ла́жнай
717,lebendig::A,canlı,эряй
718,gut::A,yaxşı,пара
719,gut::A,yaxşı,цебярь
720,schlecht::A,pis,кальдяв
721,richtig::A,doğru,виде
722,schlimm::A,fəna,кальдяв
723,wahr::A,gərçək,афкуксонь
724,alt::A,əski,ташта
725,alt::A,köhnə,ташта
726,neu::A,yeni,од
727,ehemalig::A,əvvəlki,и́нгольдень
728,alt[Lebewesen]::A,qoca,сире
729,jung::A,gənc,од
730,arm::A,kasıb,а́шу
731,arm::A,yoxsul,а́шу
732,reich::A,zəngin,козя
733,bekannt::A,tanış,содаф
734,berühmt::A,məşhur,содавикс
735,fremd::A,yad,лия
736,fremd::A,yad,аф содаф
737,verschieden::A,dürlü,аф фкя ла́цонь
738,nah::A,yaxın,мала
739,nah::A,yaxın,аф ичкоздень
740,fern::A,uzaq,и́чкоздень
741,fern::A,uzaq,куна́рдонь
742,linker::A,sol,кержи
743,rechter::A,sağ,види
744,anderer::A,başqa,лия
745,erster::A,birinci,васенце
746,zweiter::A,ikinci,омбоце
747,dritter::A,üçüncü,колмоце
748,letzter::A,sonuncu,ме́кольце
749,letzter::A,axırıncı,ме́кольце
750,allein::ADV,tək,ськамонза
751,allein::ADV,yalqız,ськамонза
752,auf einmal::ADV,birdən,вихцок
753,zusammen::ADV,birlikdə,марс
754,zusammen::ADV,birlikdə,ма́рса
755,lange::ADV,uzun,кува́тьс
756,plötzlich::ADV,qəfildən,а́пак учт
757,sofort::ADV,həmən,тяникиге
758,sofort::ADV,dərhal,тяникиге
759,später::ADV,sonra,ме́ле
760,jetzt::ADV,indi,тяни
761,heute::ADV,bugün,тячи
762,morgen::ADV,sabah,ва́нды
763,bald::ADV,yaxında,курок
764,bald::ADV,tezliklə,курок
765,dann::ADV,onda,меле
766,dann::ADV,onda,сяда меле
767,gestern::ADV,dünən,ися́к
768,einst::ADV,əvvəllər,весть
769,einst::ADV,əvvəllər,мзя́рда-бди
770,damals::ADV,o vaxt,эста
771,danach::ADV,sonra,меле
772,vorher::ADV,qabaqcadan,инголи
773,zuerst::ADV,əvvəl,ва́сенда
774,einmal::ADV,bir dəfə,весть
775,manchmal::ADV,hərdənbir,лия́ста
776,manchmal::ADV,hərdənbir,ко́ста-ко́ста
777,oft::ADV,tez-tez,си́деста
778,oft::ADV,çox vaxt,си́деста
779,immer::ADV,daimi,фалу
780,immer::ADV,daimi,най
781,immer::ADV,həmişə,фалу
782,immer::ADV,həmişə,най
783,niemals::ADV,əsla,аф мзя́рдонга
784,niemals::ADV,heç bir zaman,аф мзя́рдонга
