,Concept_ID,el,lt
64,Träne::N,δάκρυ,ašara
65,Geschmack::N,γεύση,skonis
66,Geruch::N,οσμή,kvapas
67,Geruch::N,μυρωδία,kvapas
68,Schlaf::N,ύπνος,miegas
69,Traum::N,όνειρο,sapnas
70,Himmel::N,ουρανός,dangus
71,Sonne::N,ήλιος,saulė
72,Mond::N,σελήνη,mėnulis
73,Mond::N,φεγγάρι,mėnulis
74,Stern::N,άστρο,žvaigždė
75,Stern::N,αστέρι,žvaigždė
76,Luft::N,αέρας,oras
77,Wind::N,αέρας,vėjas
78,Wind::N,άνεμος,vėjas
79,Welle::N,κύμα,banga
80,Welle::N,κύμα,vilnis
81,Wasser::N,νερό,vanduo
82,Stein::N,πέτρα,akmuo
83,Boden::N,χώμα,žemė
84,Boden::N,χώμα,dugnas
85,Erde::N,γη,žemė
86,Staub::N,σκόνη,dulkės
87,Rauch::N,καπνός,dūmai
88,Funke::N,σπίθα,kibirkštis
89,Funke::N,σπινθήρας,kibirkštis
90,Feuer::N,φωτιά,ugnis
91,Licht::N,φως,šviesa
92,Schatten::N,σκιά,paūksmė
93,Schatten::N,ίσκιος,paūksmė
94,Wetter::N,καιρός,oras
95,Nebel::N,ομίχλη,migla
96,Nebel::N,ομίχλη,rūkas
97,Wolke::N,σύννεφο,debesis
98,Regen::N,βροχή,lietus
99,Schnee::N,χιόνι,sniegas
100,Eis::N,πάγος,ledas
101,Frost::N,παγωνία,šalna
102,Kälte::N,κρύο,šaltis
103,Kälte::N,ψύχος,šaltis
104,Hitze::N,ζέστη,karštis
105,Raureif::N,πάχνη,šerkšnas
106,Regenbogen::N,ουράνιο τόξο,vaivorykštė
107,Donner::N,βροντή,perkūnas
108,Donner::N,βροντή,griaustinis
109,Strömung::N,ρεύμα,tėkmė
110,Tropfen::N,στάλα,lašas
111,Schaum::N,αφρός,putos
112,Schmutz::N,βρωμιά,purvas
113,See::N,λίμνη,ežeras
114,Sumpf::N,βάλτος,klampynė
115,Sumpf::N,βάλτος,liūnas
116,Moor::N,έλος,pelkė
117,Wiese::N,λιβάδι,pieva
118,Wald::N,δάσος,miškas
119,Hügel::N,λόφος,kalva
120,Anhöhe::N,ύψωμα,kauburys
121,Berg::N,όρος,kalnas
122,Berg::N,βουνό,kalnas
123,Gipfel::N,κορυφή,viršūnė
124,Höhle::N,σπηλιά,ola
125,Abhang::N,πλαγιά,šlaitas
126,Abhang::N,πλαγιά,nuokalnė
127,Quelle::N,πηγή,versmė
128,Quelle::N,πηγή,šaltinis
129,Quelle::N,βρύση,versmė
130,Quelle::N,βρύση,šaltinis
131,Bach::N,ρυάκι,upelis
132,Fluss::N,ποτάμι,upė
133,Fluss::N,ποταμός,upė
134,Ufer::N,όχθη,krantas
135,Küste::N,ακτή,pajūris
136,Küste::N,ακρογιαλιά,pajūris
137,Festland::N,στεριά,sausuma
138,Meer::N,θάλασσα,jūra
139,Bucht::N,κόλπος,įlanka
140,Bucht::N,κόλπος,užutekis
141,Insel::N,νησί,sala
142,Insel::N,νήσος,sala
143,Blume::N,άνθος,gėlė
144,Blume::N,λουλούδι,gėlė
145,Gras::N,χόρτο,žolė
146,Gras::N,χορτάρι,žolė
147,Wurzel::N,ρίζα,šaknis
148,Baum::N,δέντρο,medis
149,Stamm::N,κορμός,kamienas
150,Rinde::N,φλούδα,žievė
151,Ast::N,κλαδί,šaka
152,Zweig::N,κλαδί,šakelė
153,Zweig::N,κλάδος,šakelė
154,Blatt::N,φύλλο,lapas
155,Birke::N,σημύδα,beržas
156,Kiefer[Baum]::N,πεύκο,pušis
157,Weide[Baum]::N,ιτιά,karklas
158,Tanne::N,έλατο,eglė
159,Tanne::N,έλατο,kėnis
160,Horn::N,κέρας,ragas
161,Horn::N,κέρατο,ragas
162,Feder::N,φτερό,plunksna
163,Fell::N,δέρμα,kailis
164,Fell::N,τομάρι,kailis
165,Flügel::N,πτερύγιο,sparnas
166,Klaue::N,κουλό,kanopa
167,Kralle::N,νύχι,nagas
168,Schwanz::N,ουρά,uodega
169,Ei::N,αβγό,kiaušinis
170,Nest::N,φωλιά,gūžta
171,Nest::N,φωλιά,lizdas
172,Bau::N,φωλιά,ola
173,Tier::N,ζώο,gyvūnas
174,Herde::N,κοπάδι,banda
175,Herde::N,κοπάδι,kaimenė
176,Kuh::N,αγελάδα,karvė
177,Bulle::N,ταύρος,bulius
178,Pferd::N,άλογο,arklys
179,Schaf::N,πρόβατο,avis
180,Schwein::N,γουρούνι,kiaulė
181,Hund::N,σκυλί,šuo
182,Hund::N,σκύλος,šuo
183,Katze::N,γάτα,katė
184,Bär::N,άρκτος,lokys
185,Bär::N,αρκούδα,lokys
186,Eichhörnchen::N,βερβερίτσα,voveraitė
187,Elch::N,άλκη,briedis
188,Fuchs::N,αλεπού,lapė
189,Hase::N,λαγός,kiškas
190,Maus::N,ποντικός,pelė
191,Wolf::N,λύκος,vilkas
192,Vogel::N,πουλί,paukštis
193,Schwarm::N,σμήνος,spiečius
194,Huhn::N,κότα,višta
195,Huhn::N,όρνιθα,višta
196,Hahn::N,πετεινός,gaidys
197,Gans::N,χήνα,žąsis
198,Adler::N,αετός,erelis
199,Ente::N,πάπια,antis
200,Eule::N,κουκουβάγια,pelėda
201,Kranich::N,γερανός,gervė
202,Krähe::N,καρακάξα,varna
203,Kuckuck::N,κούκος,gegužė
204,Schwan::N,κύκνος,gulbė
205,Fisch::N,ψάρι,žuvis
206,Barsch::N,πέρκα,ešerys
207,Hecht::N,λούτσος,lydeka
208,Schlange[Tier]::N,φίδι,gyvatė
209,Wurm::N,σκουλήκι,kirmėlė
210,Spinne::N,αράχνη,voras
211,Ameise::N,μυρμήγκι,skruzdė
212,Laus::N,ψείρα,utėlė
213,Mücke::N,κουνούπι,uodas
214,Fliege::N,μύγα,musė
215,Schmetterling::N,πεταλούδα,drugys
216,Schmetterling::N,πεταλούδα,peteliškė
217,Beere::N,ρόγα,uoga
218,Apfel::N,μήλο,obuolys
219,Pilz::N,μανιτάρι,grybas
220,Zwiebel::N,κρεμμύδι,svogūnas
221,Saat::N,σπόρος,sėkla
222,Korn::N,σπυρί,grūdai
223,Heu::N,σανός,šienas
224,Schale::N,τσόφλι,žievelė
225,Grube::N,λάκκος,duobė
226,Falle::N,παγίδα,pinklės
227,Falle::N,παγίδα,žabangai
228,Schlinge::N,θηλειά,kilpa
229,Spur::N,ίχνος,vėžė
230,Spur::N,ίχνος,pėdos
231,Spur::N,ίχνος,pėdsakas
232,Asche::N,στάχτη,pelenai
233,Dreck::N,βρωμιά,purvas
234,Eisen::N,σίδερο,geležis
235,Gold::N,μάλαμα,auksas
236,Gold::N,χρυσάφι,auksas
237,Silber::N,ασήμι,sidabras
238,Silber::N,άργυρος,sidabras
239,Kohle::N,κάρβουνο,anglis
240,Glas::N,γυαλί,stiklas
241,Lehm::N,πηλός,molis
242,Sand::N,άμμος,smėlis
243,Mensch::N,άνθρωπος,žmogus
244,Mann::N,άνδρας,vyras
245,Mann::N,άνδρας,vyriškis
246,Frau::N,γυναίκα,moteris
247,Kind::N,παιδί,vaikas
248,Junge::N,αγόρι,vaikinas
249,Junge::N,αγόρι,berniukas
250,Mädchen::N,κοπέλα,mergytė
251,Mädchen::N,κοπέλα,mergaitė
252,Mädchen::N,κορίτσι,mergytė
253,Mädchen::N,κορίτσι,mergaitė
254,Familie::N,οικογένεια,šeima
255,Großvater::N,παππούς,senelis
256,Großmutter::N,γιαγιά,senelė
257,Eltern::N,γονείς,tėvai
258,Vater::N,πατέρας,tėvas
259,Mutter::N,μητέρα,motina
260,Sohn::N,γιος,sūnus
261,Tochter::N,κόρη,duktė
262,Bruder::N,αδελφός,brolis
263,Schwester::N,αδελφή,sesuo
264,Onkel::N,θείος,dėdė
265,Tante::N,θεία,teta
266,Ehemann::N,σύζυγος,vyras
267,Ehefrau::N,σύζυγος,žmona
268,Freude::N,χαρά,džiaugsmas
269,Gelächter::N,γέλια,juokas
270,Glück::N,ευτυχία,laimė
271,Kummer::N,έγνοια,vargas
272,Kummer::N,έγνοια,rūpestis
273,Wunsch::N,επιθυμία,troškimas
274,Wunsch::N,επιθυμία,pageidavimas
275,Lust::N,όρεξη,noras
276,Lust::N,όρεξη,geidulys
277,Geist::N,πνέυμα,dvasia
278,Gedanke::N,σκέψη,mintis
279,Gedächtnis::N,μνήμη,atmintis
280,Verstand::N,νους,protas
281,Sinn::N,νόημα,prasmė
282,Grund::N,λόγος,priežastis
283,Wahrheit::N,αλήθεια,tiesa
284,Wahrheit::N,αλήθεια,teisybė
285,Gespräch::N,συνομιλία,pokalbis
286,Märchen::N,παραμύθι,pasaka
287,Erzählung::N,διήγημα,apsakymas
288,Erzählung::N,διήγημα,pasakojimas
289,Nachricht::N,είδηση,žinia
290,Neuigkeit::N,νέο,naujiena
291,Name::N,όνομα,vardas
292,Rätsel::N,αίνιγμα,mįslė
293,Rede::N,λόγος,kalba
294,Rede::N,ομιλία,kalba
295,Sprache::N,γλώσσα,kalba
296,Stimme::N,φωνή,balsas
297,Wort::N,λέξη,žodis
298,Zeichen::N,σημείο,žymė
299,Zeichen::N,σημείο,ženklas
300,Ruf::N,κραυγή,šauksmas
301,Lärm::N,θόρυβος,triukšmas
302,Laut::N,ήχος,garsas
303,Ton::N,ήχος,tonas
304,Ton::N,ήχος,garsas
305,Ton::N,τόνος,tonas
306,Ton::N,τόνος,garsas
307,Lied::N,τραγούδι,daina
308,Lied::N,τραγούδι,giesmė
309,Ruhe::N,ησυχία,ramybė
310,Ruhe::N,ησυχία,ramumas
311,Leute::N,κόσμος,žmonės
312,Leute::N,άνθρωποι,žmonės
313,Volk::N,λαός,tauta
314,Arbeit::N,εργασία,darbas
315,Arbeit::N,εργασία,triūsas
316,Gast::N,επισκέπτης,svečias
317,Geschenk::N,δώρο,dovana
318,Spiel::N,παιχνίδι,žaismas
319,Spiel::N,παιχνίδι,žaidimas
320,Gesellschaft::N,κοινωνία,draugija
321,Gesellschaft::N,κοινωνία,kompanija
322,Hilfe::N,βοήθεια,pagalba
323,Freund::N,φίλος,draugas
324,Freund::N,φίλος,bičiulis
325,Kamerad::N,σύντροφος,draugas
326,Angelegenheit::N,υπόθεση,dalykas
327,Angelegenheit::N,υπόθεση,reikalas
328,Anzahl::N,αριθμός,kiekis
329,Anzahl::N,αριθμός,skaičius
330,Art::N,είδος,rūšis
331,Stück::N,κομμάτι,gabalas
332,Teil::N,μέρος,dalis
333,Hälfte::N,μισό,pusė
334,Kreis::N,κύκλος,ratas
335,Kreis::N,κύκλος,apskritis
336,Kreis::N,κύκλος,apskritimas
337,Kreuz::N,σταυρός,kryžius
338,Linie::N,γραμμή,linija
339,Strich::N,γραμμή,brėžis
340,Strich::N,γραμμή,brūkšnys
341,Abstand::N,απόσταση,atstumas
342,Entfernung::N,απόσταση,atstumas
343,Gegend::N,περιοχή,vietovė
344,Gegend::N,τοποθεσία,vietovė
345,Platz::N,χώρος,vieta
346,Ort::N,τόπος,vieta
347,Ort::N,τόπος,vietovė
348,Seite::N,πλευρά,pusė
349,Seite::N,πλευρά,šonas
350,Mitte::N,μέση,vidurys
351,Gegenstand::N,αντικείμενο,dalykas
352,Sache::N,πράγμα,daiktas
353,Rand::N,άκρη,kraštas
354,Rand::N,άκρη,pakraštys
355,Rand::N,χείλος,kraštas
356,Rand::N,χείλος,pakraštys
357,Kante::N,άκρη,kraštas
358,Ecke::N,γωνιά,kertė
359,Ecke::N,γωνιά,kampas
360,Spitze::N,μύτη,priekis
361,Spitze::N,μύτη,priešakys
362,Ende::N,άκρη,galas
363,Loch::N,τρύπα,skylė
364,Winkel::N,γωνία,kampas
365,Winkel::N,γωνία,kampelis
366,Muster::N,σχέδιο,raštas
367,Größe::N,μέγεθος,dydis
368,Größe::N,μέγεθος,didumas
369,Länge::N,μήκος,ilgis
370,Länge::N,μήκος,ilgumas
371,Höhe::N,ύψος,aukštis
372,Höhe::N,ύψος,aukštuma
373,Gewicht::N,βάρος,svoris
374,Gewicht::N,βάρος,svarstis
375,Menge::N,ποσότητα,kiekis
376,Menge::N,ποσότητα,daugybė
377,Haufen::N,σωρός,krūva
378,Haufen::N,σωρός,šūsnis
379,Reihe::N,αράδα,greta
380,Boot::N,βάρκα,valtis
381,Boot::N,βάρκα,laivelis
382,Ruder::N,κουπί,irklas
383,Schlitten::N,έλκηθρο,rogės
384,Schlitten::N,έλκηθρο,rogutės
385,Ski::N,σκι,slidė
386,Lagerfeuer::N,φωτιά,laužas
387,Last::N,φορτίο,našta
388,Last::N,φορτίο,nešulys
389,Gang::N,δρόμος,eisena
390,Schritt::N,βήμα,žingsnis
391,Norden::N,βορράς,šiaurė
392,Norden::N,βορράς,žiemiai
393,Süden::N,νότος,pietūs
394,Westen::N,δύση,vakarai
395,Osten::N,ανατολή,rytai
396,Holz::N,ξύλο,mediena
397,Brett::N,σανίδι,lenta
398,Platte::N,πλάκα,plokštė
399,Stütze::N,στήριγμα,atrama
400,Stütze::N,στήριγμα,atspara
401,Stange::N,ραβδί,lazda
402,Stange::N,ραβδί,kartis
403,Stange::N,κοντός,lazda
404,Stange::N,κοντός,kartis
405,Stock::N,ξύλο,lazda
406,Stock::N,μπαστούνι,lazda
407,Stab::N,ραβδί,kartis
408,Rohr::N,σωλήνας,vamzdis
409,Haus::N,σπίτι,namas
410,Heim::N,σπίτι,namai
411,Ofen::N,σόμπα,krosnis
412,Ofen::N,θερμάστρα,krosnis
413,Fußboden::N,πάτωμα,grindys
414,Tisch::N,τραπέζι,stalas
415,Stuhl::N,καρέκλα,kėdė
416,Wiege::N,κούνια,lopšys
417,Bett::N,κρεβάτι,lova
418,Bett::N,κρεβάτι,patalai
419,Regal::N,ράφι,lentyna
420,Kiste::N,κιβώτιο,dėžė
421,Fenster::N,παράθυρο,langas
422,Tür::N,πόρτα,durys
423,Tor::N,πύλη,vartai
424,Zaun::N,φράχτης,tvora
425,Dach::N,στέγη,stogas
426,Leiter::N,σκάλα,kopėčios
427,Leiter::N,κλίμακα,kopėčios
428,Besen::N,σκούπα,šluota
429,Spaten::N,φτυάρι,lopeta
430,Spaten::N,φτυάρι,kastuvas
431,Schaufel::N,φτυάρι,semtuvas
432,Gabel::N,πιρούνι,šakutė
433,Löffel::N,κουτάλι,šaukštas
434,Messer::N,μαχαίρι,peilis
435,Nagel::N,καρφί,vinis
436,Netz::N,δίχτυ,tinklas
437,Haken::N,γάντζος,vagis
438,Haken::N,γάντζος,kablys
439,Haken::N,αγκίστρι,vagis
440,Haken::N,αγκίστρι,kablys
441,Griff::N,λαβή,kotas
442,Griff::N,λαβή,rankena
443,Schloss::N,κλειδαριά,spyna
444,Schloss::N,κλειδαριά,užraktas
445,Bild::N,εικόνα,paveikslas
446,Figur::N,ανάστημα,figūra
447,Puppe::N,κούκλα,lėlė
448,Beutel::N,πουγγί,krepšys
449,Beutel::N,πουγγί,maišelis
450,Bündel::N,δεμάτι,ryšulys
451,Tasche::N,τσάντα,krepšelis
452,Eimer::N,κουβάς,kibiras
453,Deckel::N,καπάκι,dangtis
454,Geschirr::N,σκεύη,indai
455,Sack::N,σάκος,maišas
456,Tasse::N,φλιτζάνι,puodukas
457,Topf::N,χύτρα,puodas
458,Kessel::N,καζάνι,katilas
459,Essen::N,φαγητό,valgis
460,Nahrung::N,τροφή,penas
461,Nahrung::N,τροφή,maistas
462,Speise::N,φαγητό,patiekalas
463,Fleisch::N,κρέας,mėsa
464,Getreide::N,σιτάρι,javai
465,Brei::N,χυλός,košė
466,Brot::N,ψωμί,duona
467,Brot::N,άρτος,duona
468,Scheibe::N,φέτα,riekė
469,Fett::N,πάχος,taukai
470,Fett::N,πάχος,riebalai
471,Butter::N,βούτυρο,sviestas
472,Öl::N,λάδι,aliejus
473,Salz::N,αλάτι,druska
474,Suppe::N,σούπα,sriuba
475,Honig::N,μέλι,medus
476,Milch::N,γάλα,pienas
477,Tee::N,τσάι,arbata
478,Leder::N,πετσί,oda
479,Wolle::N,μαλλί,vilna
480,Stoff::N,ύφασμα,audeklas
481,Nadel::N,βελόνα,adata
482,Faden::N,κλωστή,gija
483,Faden::N,κλωστή,siūlas
484,Knopf::N,κουμπί,saga
485,Knoten::N,κόμπος,mazgas
486,Farbe::N,μπογιά,dažai
487,Kleidung::N,ρούχα,rūbai
488,Kleidung::N,ρούχα,drabužiai
489,Kleidung::N,ενδυμασία,rūbai
490,Kleidung::N,ενδυμασία,drabužiai
491,Hemd::N,πουκάμισο,marškiniai
492,Kragen::N,κολάρο,apykaklė
493,Ärmel::N,μανίκι,rankovė
494,Hose::N,πανταλόνι,kelnės
495,Gürtel::N,ζώνη,juosta
496,Gürtel::N,ζώνη,diržas
497,Mütze::N,σκούφος,kepurė
498,Schuh::N,παπούτσι,batas
499,Stiefel::N,μπότα,auliniai batai
500,Ring::N,δαχτυλίδι,žiedas
501,Band::N,κορδέλα,kaspinas
502,Kamm::N,χτένα,šukos
503,Spiegel::N,καθρέφτης,veidrodis
504,Riemen::N,λουρί,diržas
505,Schnur::N,κορδόνι,virvė
506,Leine::N,σχοινί,pavadėlis
507,Decke::N,κουβέρτα,antklodė
508,Kissen::N,μαξιλάρι,pagalvė
509,Kissen::N,μαξιλάρι,priegalvis
510,Tuch::N,πανί,skarelė
511,Tuch::N,μαντήλι,skarelė
512,Handtuch::N,πετσέτα,rankšluostis
513,Kraft::N,δύναμη,jėga
514,Stärke::N,ισχύς,stiprumas
515,Stärke::N,δύναμη,stiprumas
516,Gesundheit::N,υγεία,sveikata
517,Krankheit::N,αρρώστια,liga
518,Schmerz::N,πόνος,skausmas
519,Wunde::N,πληγή,žaizda
520,Fieber::N,πυρετός,karštis
521,Arznei::N,φάρμακο,vaistas
522,Brücke::N,γέφυρα,tiltas
523,Brunnen::N,πηγάδι,šulinys
524,Weide::N,βοσκή,ganykla
525,Weide::N,βοσκή,gluosnis
526,Pfad::N,μονοπάτι,takas
527,Weg::N,δρόμος,kelias
528,Straße::N,οδός,gatvė
529,Straße::N,δρόμος,gatvė
530,Dorf::N,χωριό,kaimas
531,Dorf::N,χωριό,sodžius
532,Stadt::N,πόλη,miestas
533,Brief::N,γράμμα,laiškas
534,Brief::N,επιστολή,laiškas
535,Buch::N,βιβλίο,knyga
536,Buchstabe::N,γράμμα,raidė
537,Zeitung::N,εφημερίδα,laikraštis
538,Leben::N,ζωή,gyvybė
539,Leben::N,ζωή,gyvenimas
540,Leben::N,βίος,gyvybė
541,Leben::N,βίος,gyvenimas
542,Tod::N,θάνατος,mirtis
543,Grab::N,τάφος,kapas
544,Kirche::N,εκκλησία,bažnyčia
545,Sünde::N,αμαρτία,nuodėmė
546,Sünde::N,αμαρτία,nusidėjimas
547,Gott::N,θεός,dievas
548,Arbeiter::N,εργάτης,darbininkas
549,Chef::N,προϊστάμενος,šefas
550,Chef::N,προϊστάμενος,vadovas
551,Chef::N,προϊστάμενος,viršininkas
552,Meister::N,μάστορας,meistras
553,Meister::N,αρχιτεχνίτης,meistras
554,Arzt::N,γιατρός,gydytojas
555,Lehrer::N,δάσκαλος,mokytojas
556,Geld::N,λεφτά,pinigai
557,Geld::N,χρήματα,pinigai
558,Geschäft::N,συναλλαγή,biznis
559,Laden::N,μαγαζί,krautuvė
560,Laden::N,μαγαζί,parduotuvė
561,Laden::N,κατάστημα,krautuvė
562,Laden::N,κατάστημα,parduotuvė
563,Preis::N,τιμή,kaina
564,Ware::N,εμπόρευμα,prekė
565,Nutzen::N,όφελος,nauda
566,Nutzen::N,όφελος,pelnas
567,Reichtum::N,πλούτος,turtas
568,Welt::N,κόσμος,pasaulis
569,Land::N,χώρα,žemė
570,Land::N,χώρα,šalis
571,Staat::N,κράτος,valstija
572,Staat::N,πολιτεία,valstija
573,König::N,βασιλιάς,karalius
574,Macht::N,εξουσία,galia
575,Macht::N,εξουσία,valdžia
576,Grenze::N,σύνορα,riba
577,Grenze::N,σύνορα,siena
578,Krieg::N,πόλεμος,karas
579,Feind::N,εχθρός,priešas
580,Gewalt::N,βία,jėga
581,Gewalt::N,βία,smurtas
582,Gewalt::N,βία,prievarta
583,Kampf::N,αγώνας,kova
584,Bogen[Waffe]::N,τόξο,lankas
585,Pfeil::N,σαΐτα,strėlė
586,Gewehr::N,τουφέκι,šautuvas
587,Fehler::N,λάθος,klaida
588,Fehler::N,σφάλμα,klaida
589,Lüge::N,ψέμα,melas
590,Lüge::N,ψεύδος,melas
591,Schaden::N,ζημία,nuostolis
592,Schaden::N,ζημία,apgadinimas
593,Unglück::N,δυστυχία,nelaimė
594,Schuld::N,ενοχή,kaltė
595,Schuld::N,φταίξιμο,kaltė
596,Alter::N,ηλικία,amžius
597,Schluss::N,τέλος,pabaiga
598,Zeit::N,χρόνος,laikas
599,Tag::N,μέρα,diena
600,Tag::N,ημέρα,diena
601,Morgen::N,πρωί,rytas
602,Mittag::N,μεσημέρι,vidurdienis
603,Abend::N,βράδυ,vakaras
604,Nacht::N,νύχτα,naktis
605,Woche::N,εβδομάδα,savaitė
606,Monat::N,μήνας,mėnuo
607,Jahr::N,έτος,metai
608,Jahr::N,χρόνος,metai
609,Frühling::N,άνοιξη,pavasaris
610,Sommer::N,καλοκαίρι,vasara
611,Herbst::N,φθινόπωρο,ruduo
612,Winter::N,χειμώνας,žiema
613,Januar::N,Ιανουάριος,sausis
614,Februar::N,Φεβρουάριος,vasaris
615,März::N,Μάρτιος,kovas
616,April::N,Απρίλιος,balandis
617,Mai::N,Μάιος,gegužė
618,Juni::N,Ιούνιος,birželis
619,Juli::N,Ιούλιος,liepa
620,August::N,Αύγουστος,rugpjūtis
621,September::N,Σεπτέμβριος,rugsėjis
622,Oktober::N,Οκτώβριος,spalis
623,November::N,Νοέμβριος,lapkritis
624,Dezember::N,Δεκέμβριος,gruodis
625,Montag::N,Δευτέρα,pirmadienis
626,Dienstag::N,Τρίτη,antradienis
627,Mittwoch::N,Τετάρτη,trečiadienis
628,Donnerstag::N,Πέμπτη,ketvirtadienis
629,Freitag::N,Παρασκευή,penktadienis
630,Samstag::N,Σάββατο,šeštadienis
631,Sonntag::N,Κυριακή,sekmadienis
632,groß::A,μεγάλος,didis
633,groß::A,μεγάλος,didelis
634,klein::A,μικρός,mažas
635,lang::A,μακρύς,ilgas
636,kurz::A,κοντός,trumpas
637,breit::A,φαρδύς,platus
638,schmal::A,στενός,smulkus
639,dicht::A,πυκνός,tankus
640,dick[Gegenstand]::A,παχύς,storas
641,dick[Gegenstand]::A,χοντρός,storas
642,dünn::A,ψιλός,plonas
643,dünn::A,λεπτός,plonas
644,fein::A,ψιλός,smulkus
645,fest::A,στερεός,kietas
646,fest::A,στερεός,tvirtas
647,flach::A,επίπεδος,lėkštas
648,flach::A,επίπεδος,plokščias
649,glatt::A,λείος,slidus
650,glatt::A,ομαλός,slidus
651,hart::A,σκληρός,kietas
652,weich::A,μαλακός,minkštas
653,rund::A,στρογγυλός,apvalus
654,rund::A,στρογγυλός,apskritas
655,spitz::A,μυτερός,aštrus
656,spitz::A,μυτερός,smailus
657,scharf::A,κοφτερός,aštrus
658,stumpf::A,αμβλύς,bukas
659,stumpf::A,αμβλύς,atšipęs
660,schwer::A,βαρύς,sunkus
661,schön::A,ωραίος,gražus
662,schön::A,όμορφος,gražus
663,heiß::A,ζεστός,karštas
664,warm::A,θερμός,šiltas
665,kalt::A,κρύος,šaltas
666,kalt::A,ψυχρός,šaltas
667,kühl::A,δροσερός,vėsus
668,kühl::A,δροσερός,bejausmis
669,frisch::A,νωπός,šviežias
670,frisch::A,φρέσκος,šviežias
671,feucht::A,υγρός,drėgnas
672,nass::A,βρεγμένος,šlapias
673,trocken::A,ξηρός,sausas
674,trocken::A,στεγνός,sausas
675,voll::A,γεμάτος,pilnas
676,leer::A,άδειος,tuščias
677,offen::A,ανοιχτός,atviras
678,geschlossen::A,κλειστός,uždaras
679,geschlossen::A,κλειστός,uždarytas
680,sauber::A,καθαρός,švarus
681,schmutzig::A,βρώμικος,nešvarus
682,schmutzig::A,βρώμικος,purvinas
683,schmutzig::A,λερωμένος,nešvarus
684,schmutzig::A,λερωμένος,purvinas
685,roh::A,ωμός,žalias
686,reif::A,ώριμος,prinokęs
687,reif::A,ώριμος,pribrendęs
688,lecker::A,νόστιμος,gardus
689,süß::A,γλυκός,saldus
690,bitter::A,πικρός,kartus
691,sauer::A,ξινός,gižus
692,sauer::A,ξινός,rūgštus
693,hell::A,φωτεινός,šviesus
694,hell::A,φωτεινός,skaistus
695,dunkel::A,σκοτεινός,tamsus
696,schwarz::A,μαύρος,juodas
697,schwarz::A,μελανός,juodas
698,weiß::A,άσπρος,baltas
699,rot::A,κόκκινος,raudonas
700,gelb::A,κίτρινος,geltonas
701,blau::A,μπλε,mėlynas
702,blau::A,γαλανός,mėlynas
703,grün::A,πράσινος,žalias
704,grau::A,γκρίζος,pilkas
705,bunt::A,ποικιλόχρωπος,margas
706,bunt::A,ποικιλόχρωπος,spalvotas
707,billig::A,φτηνός,pigus
708,teuer::A,ακριβός,brangus
709,wertvoll::A,πολύτιμος,vertingas
710,blind::A,τυφλός,aklas
711,taub::A,κουφός,kurčias
712,kräftig::A,δυνατός,stiprus
713,stark::A,γερός,stiprus
714,schwach::A,αδύνατος,silpnas
