,Concept_ID,hy,da
779,acht::NUM,ութ,otte
780,neun::NUM,ինը,ni
781,zehn::NUM,տասը,ti
782,elf::NUM,տասնմեկ,elleve
783,zwölf::NUM,տասներկու,tolv
784,zwanzig::NUM,քսան,tyve
785,dreißig::NUM,երեսուն,tredive
786,vierzig::NUM,քառասուն,fyrre
787,vierzig::NUM,քառասուն,fyrretyve
788,fünfzig::NUM,հիսուն,halvtreds
789,sechzig::NUM,վաթսուն,tres
790,siebzig::NUM,յոթանասուն,halvfjerds
791,achtzig::NUM,ութսուն,firs
792,neunzig::NUM,իննսուն,halvfems
793,hundert::NUM,հարյուր,hundrede
794,tausend::NUM,հազար,tusind
795,und::CNJ,ու,og
796,oder::CNJ,կամ,eller
797,stehen::V,կանգնել,stå
798,sitzen::V,նստել,sidde
799,liegen::V,ստել,ligge
800,hängen::V,կախվել,hænge
801,werden::V,դառնալ,blive
802,passieren::V,պատահել,ske
803,passieren::V,պատահել,hænde
804,beginnen::V,սկսվել,begynde
805,enden::V,վերջանալ,ende
806,wechseln::V,փոխվել,veksle
807,aufgehen[Sonne]::V,բարձրանալ,gå op
808,aufgehen[Sonne]::V,բարձրանալ,stå op
809,aufgehen[Sonne]::V,ելնել ,gå op
810,aufgehen[Sonne]::V,ելնել ,stå op
811,untergehen[Sonne]::V,մտնել,gå ned
812,scheinen[Sonne]::V,շողալ,skinne
813,scheinen[Sonne]::V,փայլել,skinne
814,donnern::V,որոտալ,tordne
815,wehen::V,փչել,blæse
816,strömen::V,հոսել,strømme
817,fließen::V,հոսել,flyde
818,sich drehen::V,պտտվել,dreje sig
819,schwanken::V,տատանվել,vakle
820,schwingen::V,ճոճվել,svinge
821,fallen::V,ընկնել,falde
822,brennen::V,այրվել,brænde
823,rauchen::V,ծխել,ryge
824,regnen::V,անձրեւ գալ,regne
825,gefrieren::V,սառչել,fryse
826,tauen::V,լկիլ,tø
827,schmelzen::V,հալիլ,smelte
828,trocknen::V,չորանալ,tørre
829,sieden::V,եռալ,koge
830,faulen::V,փտել,rådne
831,verfaulen::V,նեխել,rådne
832,reißen::V,պատռվել,briste
833,reißen::V,ճղվել,briste
834,versinken::V,սուզվել,synke
835,versinken::V,սուզվել,synke ned
836,vergehen::V,անցնել ,forløbe
837,erscheinen::V,հայտնվել,vise sig
838,erscheinen::V,երեւալ,vise sig
839,verschwinden::V,անհետանալ,forsvinde
840,sinken::V,ընկնել,synke
841,abnehmen::V,փոքրանալ,aftage
842,zunehmen::V,մեծանալ,tiltage
843,steigen::V,բարձրանալ,stige
844,wachsen::V,աճել,gro
845,wachsen::V,աճել,vokse
846,glänzen::V,նշուլել,glinse
847,glänzen::V,փայլիլ,glinse
848,funkeln::V,փայլատակել,tindre
849,lärmen::V,աղմուկ հանել,larme
850,läuten::V,զնգալ,ringe
851,klingeln::V,զնգալ,ringe
852,klirren::V,զնգզնգալ,klirre
853,brausen::V,մոլեգնել,bruse
854,rauschen::V,սոսափել,suse
855,klingen::V,հնչել,lyde
856,klingen::V,հնչել,klinge
857,bellen::V,հաչել,gø
858,heulen::V,ոռնալ ,hyle
859,blasen::V,փչել ,blæse
860,pfeifen::V,սուլել,fløjte
861,schreien::V,գոռալ ,skrige
862,stöhnen::V,տնքալ,stønne
863,zittern::V,դողալ,dirre
864,zittern::V,դողալ,skælve
865,leben::V,ապրել,leve
866,geboren werden::V,ծնվել,fødes
867,atmen::V,շնչել,ånde
868,trinken::V,խմել,drikke
869,essen::V,ուտել,spise
870,schlucken::V,կլանել,synke
871,schlucken::V,կուլ տալ,synke
872,müde werden::V,հոգնել,blive træt
873,einschlafen::V,քուն մտնել,falde i søvn
874,schlafen::V,քնել,sove
875,aufwachen::V,արթննալ,vågne
876,aufstehen::V,ելլել,stå op
877,sich erholen::V,հանգստանալ,komme sig
878,krank werden::V,հիւանդանալ,blive syg
879,krank sein::V,հիվանդ լինել,være syg
880,schmerzen::V,ցավել,smerte
881,husten::V,հազալ,hoste
882,genesen::V,ապաքինվել,komme sig
883,sterben::V,մեռնել,dø
884,sterben::V,վախճանվել,dø
885,umkommen::V,կործանվել,omkomme
886,sich bewegen::V,ընթանալ,bevæge sig
887,sich rühren::V,շարժվել,røre på sig
888,sich erheben::V,կանգնել,rejse sig
889,sich erheben::V,վեր կենալ,rejse sig
890,sich setzen::V,նստել,sætte sig
891,hinfallen::V,ընկնել,
892,laufen::V,քայլել,løbe
893,schreiten::V,ճեմել,skride
894,spazierengehen::V,շրջագայել,gå en tur
895,eilen::V,շտապել,ile
896,sich beeilen::V,շտապել ,skynde sig
897,sausen::V,սլանալ,suse
898,rennen::V,վազել,løbe
899,rennen::V,վազել,rende
900,springen::V,ցատկել,hoppe
901,springen::V,ցատկել,springe
902,klettern::V,մագլցել,klatre
903,schaukeln::V,ճոճվել,gynge
904,schaukeln::V,օրորվել,gynge
905,kriechen::V,սողալ,krybe
906,schwimmen::V,լողալ,svømme
907,tauchen::V,սուզվել,dykke
908,rudern::V,թիավարել,ro
909,fahren::V,ընթանալ,køre
910,fliegen::V,թռչել,flyve
911,gehen::V,գնալ,gå
912,weggehen::V,հեռանալ,gå bort
913,abfahren::V,ճանապարհվել,køre bort
914,anhalten::V,կանգնել,standse
915,hineingehen::V,մտնել,gå ind
916,eintreten::V,մտնել,træde ind
917,kommen::V,գալ,komme
918,ankommen::V,ժամանել,ankomme
919,zurückkommen::V,վերադառնալ,komme tilbage
920,bleiben::V,մնալ,blive
921,bleiben::V,մնալ,forblive
922,warten::V,սպասել,vente
923,erwarten::V,սպասել,vente
924,erwarten::V,սպասել,afvente
925,suchen::V,որոնել,søge
926,finden::V,գտնել,finde
927,versuchen::V,փորձել,forsøge
928,vorbereiten::V,պատրաստել,forberede
929,lieben::V,սիրել,elske
930,mögen::V,հավանել,holde af
931,mögen::V,հավանել,kunne lide
932,mögen::V,սիրել,holde af
933,mögen::V,սիրել,kunne lide
934,lachen::V,ծիծաղել,le
935,rühren::V,հուզել,røre
936,weinen::V,լալ,græde
937,schimpfen::V,տրտնջալ,skænde
938,schimpfen::V,քրթմնջել,skænde
939,sich ärgern::V,զայրանալ,ærgre sig
940,sich fürchten::V,վախնալ,være bange
941,fürchten::V,վախենալ,være bange for
942,fliehen::V,փախչել,flygte
943,flüchten::V,փախչել,flygte
944,sehen::V,տեսնել,se
945,anschauen::V,դիտել,se på
946,anschauen::V,դիտել,betragte
947,ansehen::V,նայել,anse
948,hören::V,լսել,høre
949,zuhören::V,ունկնդրել,høre til
950,probieren::V,համը տեսել,smage
951,probieren::V,համը տեսել,smage på
952,riechen::V,հոտ առնել,lugte
953,fühlen::V,զգալ,føle
954,scheinen::V,երեւալ,synes
955,zu sehen sein::V,երեւալ,synes
956,vernehmen::V,իմանալ ,erfare
957,frieren::V,մրսել,fryse
958,tun::V,անել,gøre
959,können::V,կարողանալ,kunne
960,wollen::V,ուզել,ville
961,wollen::V,ցանկանալ,ville
962,anfangen::V,սկսել,begynde
963,beenden::V,վերջացնել,afslutte
964,aufhören::V,դադարել,ophøre
965,aufhören::V,դադարել,holde op
966,gelingen::V,հաջողվել,lykkes
967,gelingen::V,գլուխ գալ,lykkes
968,geraten::V,ստացվել,blive
969,öffnen::V,բաց անել,åbne
970,schließen::V,փակել ,lukke
971,stellen::V,դնել,stille
972,setzen::V,նստեցնել,sætte
973,legen::V,դնել,lægge
974,berühren::V,դիպչել,berøre
975,berühren::V,շոշափել,berøre
976,verbinden::V,շաղկապել,forbinde
977,bedecken::V,ծածկել,dække
978,bedecken::V,ծածկել,bedække
979,aufhängen::V,կախել,hænge
980,aufhängen::V,կախել,hænge op
981,anzünden::V,վառել,tænde
982,anzünden::V,վառել,antænde
983,aufheben::V,վերցնել,løfte
984,aufheben::V,վերցնել,tage op
985,zurücklassen::V,թողնել,lade tilbage
986,verlieren::V,կորցնել,miste
987,fallen lassen::V,գցել,tabe
988,fallen lassen::V,գցել,droppe
989,machen::V,անել,gøre
990,herstellen::V,արտադրել,fremstille
991,bauen::V,կառուցել,bygge
992,reparieren::V,նորոգել,reparere
993,verbessern::V,բարելավել,rette
994,verbessern::V,բարելավել,forbedre
995,ändern::V,փոխել,ændre
996,graben::V,փորել,grave
997,beugen::V,ծռել,bøje
998,biegen::V,թեքել,bøje
999,drehen::V,ոլորել,dreje
1000,wenden::V,պտտել,vende
1001,umdrehen::V,շրջել,dreje om
1002,heben::V,բարձրացնել,hæve
1003,hochheben::V,բարձրացնել,løfte
1004,ergreifen::V,վարակվել,gribe fat i
1005,halten::V,բռնել,holde
1006,drücken::V,ճնշել,trykke
1007,schieben::V,հրել,skyde
1008,schieben::V,հրել,skubbe
1009,kratzen::V,քերել,klø
1010,kratzen::V,քերել,kradse
1011,lecken::V,լիզել,slikke
1012,beißen::V,կծել,bide
1013,abreißen::V,պոկել,rive af
1014,abschneiden::V,կտրել ,skære af
1015,binden::V,կապել,binde
1016,stecken::V,խրել,stikke
1017,brechen::V,կոտրել ,brække
1018,klopfen::V,թակել,banke
1019,hauen::V,ծեծել,hugge
1020,kleben::V,կպցնել,klistre
1021,reiben::V,շփել,gnide
1022,streichen::V,վրան քսել,smøre
1023,schleifen::V,սրել ,slibe
1024,schneiden::V,կտրել,skære
1025,schneiden::V,կտրել,klippe
1026,rütteln::V,ցնցել,ruske
1027,schütteln::V,թափահարել,ryste
1028,schwenken::V,ճոճել,svinge
1029,schütten::V,լցնել,hælde
1030,füllen::V,լիքը լցնել,fylde
1031,einwickeln::V,փաթաթել,pakke ind
1032,tragen::V,կրել,bære
1033,tragen::V,տանել,bære
1034,schleppen::V,քաշել,slæbe
1035,ziehen::V,ձգել,trække
1036,ziehen::V,քաշել,trække
1037,aufbewahren::V,պահել ,opbevare
1038,werfen::V,նետել,kaste
1039,packen::V,հափշտակել,gribe
1040,verstecken::V,ծածկել,gemme
1041,teilen::V,բաժանել,dele
1042,schicken::V,ուղարկել,sende
1043,bringen::V,բերել,bringe
1044,hinzufügen::V,ավելացնել,tilføje
1045,bekommen::V,հայթայթել,få
1046,erhalten::V,ստանալ,få
1047,nehmen::V,վերցնել,tage
1048,wählen::V,ընտրել,vælge
1049,auswählen::V,գերադասել,udvælge
1050,bewahren::V,պահպանել,bevare
1051,behindern::V,խոչընդոտել,hindre
1052,behindern::V,խոչընդոտել,forhindre
1053,verderben::V,փչացնել,ødelægge
1054,beschädigen::V,վնասել,beskadige
1055,zerbrechen::V,ջարդել,brække itu
1056,zerbrechen::V,կոտրել,brække itu
1057,zerreißen::V,պատռել,rive itu
1058,zerstören::V,քանդել,ødelægge
1059,verbrennen::V,այրել,brænde
1060,geben::V,տալ,give
1061,reichen::V,հանձնել,række
1062,schenken::V,նվիրել,forære
1063,versprechen::V,խոստանալ,love
1064,wünschen::V,մաղթել,ønske
1065,loben::V,գովել,rose
1066,küssen::V,համբուրել,kysse
1067,wiegen::V,օրորել,vugge
1068,zudecken::V,վրան գցել,dække til
1069,wecken::V,զարթնեցնել,vække
1070,zeigen::V,ցույց տալ,vise
1071,führen::V,ուղեկցել,føre
1072,lehren::V,սովորեցնել,lære
1073,unterrichten::V,ավանդել,undervise
1074,aufziehen::V,դաստիարակել,opdrage
1075,leiten::V,ղեկավարել,lede
1076,leiten::V,կառավարել,lede
1077,antreiben::V,շտապեցնել,skynde på
1078,lassen::V,ստիպել,få til at
1079,einladen::V,հրավիրել,indbyde
1080,einladen::V,հրավիրել,invitere
1081,vereinigen::V,միացնել,forene
1082,besuchen::V,այցելել,besøge
1083,treffen::V,հանդիպել,møde
1084,sich versammeln::V,հավաքվել,forsamles
1085,spielen::V,խաղալ,lege
1086,spielen::V,խաղալ,spille
1087,singen::V,երգել,synge
1088,tanzen::V,պարել,danse
1089,sich trennen::V,ցրվել,skilles
1090,verlassen::V,լքել,forlade
1091,retten::V,փրկել,redde
1092,bewachen::V,պահել,bevogte
1093,schützen::V,պաշտպանել,skærme
1094,schützen::V,պաշտպանել,beskytte
1095,verteidigen::V,պաշտպանել,forsvare
1096,sich schlagen::V,կռվել,slås
1097,schießen::V,կրակել,skyde
1098,siegen::V,հաղթել,sejre
1099,ärgern::V,ձանձրացնել,ærgre
1100,schlagen::V,խփել,slå
1101,treten::V,քացի տալ,sparke
1102,stechen::V,խայթել,stikke
1103,stoßen::V,մղել,støde
1104,stehlen::V,գողանալ,stjæle
1105,stören::V,խանգարել,forstyrre
1106,belästigen::V,անհանգստացնել,genere
1107,belästigen::V,անհանգստացնել,ulejlige
1108,verbergen::V,թաքցնել,skjule
1109,täuschen::V,խաբել,villede
1110,betrügen::V,խաբել,bedrage
1111,töten::V,սպանել ,dræbe
1112,wohnen::V,բնակվել,bo
1113,arbeiten::V,աշխատել,arbejde
1114,sammeln::V,հավաքել,samle
1115,pflücken::V,քաղել,plukke
1116,jagen::V,որս անել,jage
1117,fischen::V,ձուկ բռնել,fiske
1118,fassen::V,բռնել,fange
1119,hüten::V,արածեցնել,vogte
1120,treiben::V,հովուել,drive
1121,anbinden::V,չուանել,binde fast
1122,füttern::V,կերակրել,fodre
1123,melken::V,կթել,malke
1124,hacken::V,կոտորել,hakke
1125,gießen::V,ջրել,hælde
1126,reifen::V,հասունանալ ,modne
1127,zubereiten::V,պատրաստել,tilberede
1128,kochen::V,եփել,koge
1129,backen::V,թխել,bage
1130,braten::V,տապակել,stege
1131,umrühren::V,խառնել,røre om
1132,stricken::V,գործել,strikke
1133,nähen::V,կարել,sy
1134,färben::V,ներկել,farve
1135,reinigen::V,մաքրել,rense
1136,reinigen::V,մաքրել,gøre ren
1137,waschen::V,լվանալ,vaske
1138,abwischen::V,սրբել,tørre af
1139,spülen::V,ողողել,skylle
1140,spülen::V,պարզաջրել,skylle
1141,fegen::V,ավլել,feje
1142,kehren::V,ավլել,feje
1143,baden::V,լողանալ,bade
1144,sich waschen::V,լվացվել,vaske sig
1145,ausziehen::V,հանել,tage af
1146,anziehen::V,հագնել,tage på
1147,sich anziehen::V,հագնվել,klæde sig på
1148,kämmen::V,սանրել,rede
1149,kämmen::V,սանրել,frisere
1150,schmücken::V,զարդարել,pynte
1151,schmücken::V,զարդարել,smykke
1152,sagen::V,ասել,sige
1153,sprechen::V,խոսել,snakke
1154,reden::V,զրուցել,tale
1155,reden::V,զրուցել,snakke
1156,sich unterhalten::V,խոսակցել,snakke sammen
1157,fragen::V,հարցնել,spørge
1158,bitten::V,խնդրել,bede
1159,erzählen::V,պատմել,berette
1160,erzählen::V,պատմել,fortælle
1161,mitteilen::V,հաղորդել,meddele
1162,nennen::V,անվանել,nævne
1163,rufen::V,կանչել,råbe
1164,prahlen::V,պարծենալ,prale
1165,übersetzen::V,թարգմանել,oversætte
1166,denken::V,մտածել,tænke
1167,glauben::V,հավատալ,tro
1168,bemerken::V,նկատել,bemærke
1169,bemerken::V,նկատել,lægge mærke til
1170,erkennen::V,ճանաչել,genkende
1171,begreifen::V,հասկանալ,begribe
1172,verstehen::V,ըմբռնել,forstå
1173,lernen::V,սովորել,lære
1174,wissen::V,իմանալ,vide
1175,sich erinnern an::V,հիշել,mindes
1176,sich erinnern an::V,հիշել,huske på
1177,sich erinnern an::V,մտաբերել,mindes
1178,sich erinnern an::V,մտաբերել,huske på
1179,vergessen::V,մոռանալ,glemme
1180,messen::V,չափել,måle
1181,zählen::V,թվել,tælle
1182,zählen::V,հաշվել,tælle
1183,rechnen::V,հաշվել,regne
1184,rechnen::V,հաշվարկել,regne
1185,lesen::V,կարդալ,læse
1186,malen::V,նկարել,male
1187,zeichnen::V,գծել,tegne
1188,schreiben::V,գրել,skrive
1189,besitzen::V,ունենալ,eje
1190,besitzen::V,ունենալ,besidde
1191,besitzen::V,տեր լինել,eje
1192,besitzen::V,տեր լինել,besidde
1193,kaufen::V,գնել,købe
1194,verkaufen::V,վաճառել,sælge
1195,bezahlen::V,վճարել,betale
1196,zahlen::V,վճարել,betale
1197,beherrschen::V,ղեկավարել,beherske
1198,ertragen::V,դիմանալ,tåle
1199,ertragen::V,դիմանալ,udholde
1200,Horn::N,,horn
1201,fangen::V,,fange
