,Concept_ID,es,ps
173,Bär::N,oso,خرس
174,Eichhörnchen::N,ardilla,خړ لمی
175,Elch::N,alce,ګوزن
176,Fuchs::N,zorro,سپلم
177,Hase::N,liebre,سوی
178,Maus::N,ratón,مږک
179,Wolf::N,lobo,لېوه
180,Vogel::N,ave,مرغه
181,Vogel::N,pájaro,مرغه
182,Schwarm::N,bandada,سېل
183,Huhn::N,gallina,چرګه
184,Hahn::N,gallo,چرګ
185,Gans::N,oca,بته
186,Gans::N,ganso,بته
187,Adler::N,águila,عقاب
188,Ente::N,pato,ایلۍ
189,Eule::N,lechuza,ګونګی
190,Kranich::N,grulla,کلنګ
191,Krähe::N,corneja,کارغه
192,Kuckuck::N,cuco,فاخته
193,Schwan::N,cisne,قو
194,Fisch::N,pez,کب
195,Fisch::N,pez,ماهی
196,Barsch::N,perca,
197,Hecht::N,lucio,
198,Schlange[Tier]::N,serpiente,مار
199,Wurm::N,gusano,چینجی
200,Spinne::N,araña,غڼه
201,Spinne::N,araña,تارکښ
202,Ameise::N,hormiga,مېږی
203,Laus::N,piojo,سپږه
204,Mücke::N,mosquito,ماشی
205,Fliege::N,mosca,مچ
206,Schmetterling::N,mariposa,پتنګ
207,Beere::N,baya,مېوۍ
208,Apfel::N,manzana,مڼه
209,Pilz::N,seta,خرېړی
210,Pilz::N,hongo,خرېړی
211,Zwiebel::N,cebolla,پیاز
212,Saat::N,siembra,تخم
213,Korn::N,grano,تخم
214,Korn::N,grano,دانه
215,Heu::N,heno,بوس
216,Heu::N,heno,پروړه
217,Schale::N,cáscara,پوستکی
218,Grube::N,foso,کنده
219,Falle::N,trampa,دام
220,Falle::N,trampa,لومه
221,Schlinge::N,lazo,کړۍ
222,Spur::N,huella,نښه
223,Asche::N,ceniza,آس
224,Asche::N,ceniza,ایره
225,Dreck::N,suciedad,ناپاکي
226,Eisen::N,hierro,اوسپنه
227,Gold::N,oro,سره زر
228,Silber::N,plata,نقره
229,Silber::N,plata,سپین زر
230,Kohle::N,carbón,سکور
231,Kohle::N,carbón,سکاره
232,Glas::N,vidrio,ښيښه
233,Glas::N,cristal,ښيښه
234,Lehm::N,barro,خټه
235,Sand::N,arena,شګه
236,Mensch::N,hombre,انسان
237,Mensch::N,ser humano,انسان
238,Mann::N,hombre,سړی
239,Mann::N,hombre,نارینه
240,Frau::N,mujer,ښځه
241,Kind::N,niño,بچی
242,Kind::N,niño,ماشوم
243,Junge::N,chico,هلک
244,Junge::N,muchacho,هلک
245,Mädchen::N,chica,نجلۍ
246,Mädchen::N,muchacha,نجلۍ
247,Familie::N,familia,کورنۍ
248,Großvater::N,abuelo,بابا
249,Großmutter::N,abuela,انا
250,Eltern::N,padres,مور او پلار
251,Vater::N,padre,پلار
252,Mutter::N,madre,مور
253,Sohn::N,hijo,زوی
254,Tochter::N,hija,لور
255,Bruder::N,hermano,ورور
256,Schwester::N,hermana,خور
257,Onkel::N,tío,تره
258,Onkel::N,tío,ماما
259,Tante::N,tía,خاله
260,Ehemann::N,esposo,مېړه
261,Ehefrau::N,esposa,مېرمن
262,Freude::N,placer,خوشحالي
263,Freude::N,alegría,خوشحالي
264,Gelächter::N,risa,خندا
265,Gelächter::N,carcajada,خندا
266,Glück::N,felicidad,بخت
267,Kummer::N,pena,غم
268,Wunsch::N,deseo,هيله
269,Wunsch::N,deseo,غوښتنه
270,Lust::N,ganas,شوق
271,Lust::N,ganas,مینه
272,Geist::N,mente,روح
273,Geist::N,espíritu,روح
274,Gedanke::N,idea,فکر
275,Gedanke::N,pensamiento,فکر
276,Gedächtnis::N,memoria,یاد
277,Gedächtnis::N,memoria,حافظه
278,Verstand::N,razón,عقل
279,Verstand::N,razón,شعور
280,Verstand::N,entendimiento,عقل
281,Verstand::N,entendimiento,شعور
282,Sinn::N,sentido,معنی
283,Sinn::N,significado,معنی
284,Grund::N,causa,علت
285,Grund::N,causa,اساس
286,Wahrheit::N,verdad,حقیقت
287,Gespräch::N,conversación,مرکه
288,Gespräch::N,conversación,خبرې اترې
289,Märchen::N,cuento,افسانه
290,Erzählung::N,cuento,قصه
291,Erzählung::N,cuento,کیسه
292,Erzählung::N,narración,قصه
293,Erzählung::N,narración,کیسه
294,Nachricht::N,mensaje,خبر
295,Neuigkeit::N,noticia,نوی خبر
296,Name::N,nombre,نوم
297,Rätsel::N,acertijo,کیسۍ
298,Rätsel::N,acertijo,چیستان
299,Rätsel::N,adivinanza,کیسۍ
300,Rätsel::N,adivinanza,چیستان
301,Rede::N,discurso,وینا
302,Sprache::N,lengua,ژبه
303,Stimme::N,voz,غږ
304,Stimme::N,voz,اواز
305,Wort::N,palabra,لغت
306,Wort::N,palabra,کلمه
307,Zeichen::N,señal,نښه
308,Zeichen::N,señal,اشاره
309,Ruf::N,llamada,ږغ
310,Ruf::N,llamada,بلنه
311,Lärm::N,ruido,غالمغال
312,Lärm::N,barullo,غالمغال
313,Laut::N,sonido,ږغ
314,Ton::N,tono,اواز
315,Lied::N,canción,غزله
316,Lied::N,canción,سندره
317,Ruhe::N,calma,ارامي
318,Ruhe::N,silencio,ارامي
319,Leute::N,gente,خلک
320,Volk::N,pueblo,ولس
321,Arbeit::N,trabajo,کار
322,Gast::N,huésped,مېلمه
323,Gast::N,invitado,مېلمه
324,Geschenk::N,regalo,تحفه
325,Geschenk::N,regalo,سوغات
326,Spiel::N,juego,لوبه
327,Gesellschaft::N,compañía,ډله
328,Hilfe::N,ayuda,کومک
329,Hilfe::N,ayuda,مرسته
330,Hilfe::N,socorro,کومک
331,Hilfe::N,socorro,مرسته
332,Freund::N,amigo,ملګری
333,Kamerad::N,camarada,انډيوال
334,Kamerad::N,compañero,انډيوال
335,Angelegenheit::N,asunto,موضوع
336,Anzahl::N,cantidad,شمېر
337,Anzahl::N,cantidad,تعداد
338,Art::N,tipo,ډول
339,Art::N,clase,ډول
340,Stück::N,pieza,ټوټه
341,Teil::N,parte,برخه
342,Hälfte::N,mitad,نیم
343,Kreis::N,círculo,دایره
344,Kreuz::N,cruz,صلیب
345,Linie::N,línea,خط
346,Linie::N,línea,لیکه
347,Strich::N,raya,کرښه
348,Strich::N,trazo,کرښه
349,Abstand::N,distancia,فاصله
350,Entfernung::N,distancia,واټن
351,Gegend::N,región,سیمه
352,Gegend::N,región,منطقه
353,Gegend::N,comarca,سیمه
354,Gegend::N,comarca,منطقه
355,Platz::N,espacio,ځای
356,Ort::N,sitio,ځای
357,Seite::N,lado,مخ
358,Seite::N,lado,اړخ
359,Seite::N,costado,مخ
360,Seite::N,costado,اړخ
361,Mitte::N,medio,وسط
362,Mitte::N,medio,مینځ
363,Mitte::N,centro,وسط
364,Mitte::N,centro,مینځ
365,Gegenstand::N,objeto,شی
366,Sache::N,cosa,شی
367,Sache::N,cosa,څيز
368,Rand::N,borde,څنډه
369,Rand::N,borde,کناره
370,Kante::N,borde,اړخ
371,Ecke::N,esquina,ګوټ
372,Spitze::N,punta,څوکه
373,Ende::N,cabo,څوکه
374,Ende::N,extremo,څوکه
375,Loch::N,agujero,سوری
376,Loch::N,abertura,سوری
377,Winkel::N,ángulo,کنج
378,Winkel::N,ángulo,کوتی
379,Muster::N,dibujo,نمونه
380,Größe::N,tamaño,قد
381,Größe::N,tamaño,لويوالی
382,Länge::N,longitud,طول
383,Länge::N,longitud,اوږد والی
384,Höhe::N,altura,جګوالی
385,Höhe::N,altitud,جګوالی
386,Gewicht::N,peso,وزن
387,Menge::N,cantidad,اندازه
388,Haufen::N,montón,کوټه
389,Reihe::N,fila,صف
390,Reihe::N,fila,کتار
391,Boot::N,bote,قايق
392,Boot::N,barca,قايق
393,Ruder::N,remo,چپه
394,Schlitten::N,trineo,ښویېدونی
395,Ski::N,esquí,سکي
396,Lagerfeuer::N,hoguera,اور
397,Last::N,carga,بار
398,Last::N,carga,پېټی
399,Gang::N,marcha,تګ
400,Schritt::N,paso,ګام
401,Norden::N,norte,شمال
402,Süden::N,sur,سوېل
403,Westen::N,oeste,لوېدېځ
404,Osten::N,este,شرق
405,Osten::N,este,ختیځ
406,Holz::N,madera,لرګی
407,Brett::N,tabla,تخته
408,Platte::N,placa,تخته
409,Platte::N,plancha,تخته
410,Stütze::N,sostén,تکیوان
411,Stütze::N,soporte,تکیوان
412,Stange::N,vara,ډاګه
413,Stange::N,percha,ډاګه
414,Stock::N,palo,لرګی
415,Stock::N,bastón,لرګی
416,Stab::N,vara,چيخله
417,Stab::N,bastón,چيخله
418,Rohr::N,tubo,نل
419,Haus::N,casa,کور
420,Heim::N,hogar,کور
421,Ofen::N,estufa,تودنۍ
422,Fußboden::N,suelo,غولی
423,Tisch::N,mesa,مېز
424,Stuhl::N,silla,چوکۍ
425,Wiege::N,cuna,زانګو
426,Bett::N,cama,کټ
427,Bett::N,cama,چپرکټ
428,Regal::N,estantería,تاخچۍ
429,Kiste::N,caja,صندوق
430,Fenster::N,ventana,کړکۍ
431,Tür::N,puerta,دروازه
432,Tor::N,puerta,دروازه
433,Zaun::N,valla,کټاره
434,Zaun::N,cercado,کټاره
435,Dach::N,techo,بام
436,Dach::N,tejado,بام
437,Leiter::N,escalera,زينه
438,Besen::N,escoba,جارو
439,Spaten::N,pala,یوم
440,Schaufel::N,pala,بېلچه
441,Schaufel::N,paleta,بېلچه
442,Gabel::N,tenedor,پنجه
443,Löffel::N,cuchara,کاشوغه
444,Messer::N,cuchillo,چاقو
445,Nagel::N,clavo,ميخ
446,Netz::N,red,جال
447,Haken::N,gancho,څنګک
448,Haken::N,corchete,څنګک
449,Griff::N,asa,لاستی
450,Griff::N,mango,لاستی
451,Schloss::N,cerradura,کلپ
452,Bild::N,imagen,رسم
453,Figur::N,figura,قدوقامت
454,Puppe::N,muñeca,ګوډۍ
455,Beutel::N,bolsa,کڅوړه
456,Bündel::N,haz,دسته
457,Tasche::N,bolso,بکس
458,Tasche::N,bolso,توبره
459,Eimer::N,cubo,سطل
460,Deckel::N,tapa,سرپوښ
461,Deckel::N,tapadera,سرپوښ
462,Geschirr::N,vajilla,لوښی
463,Sack::N,saco,جوال
464,Tasse::N,taza,پیاله
465,Topf::N,olla,دېګی
466,Topf::N,marmita,دېګی
467,Kessel::N,caldera,دېګ
468,Essen::N,comida,خوراک
469,Nahrung::N,alimento,خوراک
470,Speise::N,plato,خواړه
471,Fleisch::N,carne,غوښه
472,Getreide::N,cereales,غله
473,Brei::N,puré,اوګره
474,Brei::N,papilla,اوګره
475,Brot::N,pan,ډوډۍ
476,Scheibe::N,lonja,مړۍ
477,Scheibe::N,rebanada,مړۍ
478,Fett::N,grasa,غوړي
479,Butter::N,mantequilla,کوچ
480,Öl::N,aceite,تېل
481,Salz::N,sal,مالګه
482,Suppe::N,sopa,شوربا
483,Honig::N,miel,شات
484,Milch::N,leche,شوده
485,Tee::N,té,چای
486,Leder::N,cuero,څرمن
487,Wolle::N,lana,پشم
488,Stoff::N,tela,ټوټه
489,Stoff::N,tejido,ټوټه
490,Nadel::N,aguja,ستن
491,Faden::N,hilo,تار
492,Knopf::N,botón,تڼۍ
493,Knopf::N,botón,تکمه
494,Knoten::N,nudo,غوټه
495,Farbe::N,pintura,رنګ
496,Kleidung::N,ropa,کالي
497,Kleidung::N,vestidos,کالي
498,Hemd::N,camisa,کميس
499,Kragen::N,cuello,غاړه
500,Ärmel::N,manga,لستوڼی
501,Hose::N,pantalón,پطلون
502,Gürtel::N,cinturón,کمربند
503,Mütze::N,gorro,خولۍ
504,Schuh::N,zapato,بوټ
505,Stiefel::N,bota,موزه
506,Ring::N,anillo,ګوته
507,Band::N,cinta,فيته
508,Kamm::N,peine,ګمنځ
509,Spiegel::N,espejo,ایینه
510,Spiegel::N,espejo,هنداره
511,Riemen::N,correa,تسمه
512,Schnur::N,cuerda,مزی
513,Leine::N,correa,رسۍ
514,Decke::N,manta,بړستن
515,Kissen::N,almohada,بالښت
516,Tuch::N,pañuelo,ټیکری
517,Handtuch::N,toalla,دسمال
518,Kraft::N,fuerza,زور
519,Kraft::N,fuerza,توان
520,Stärke::N,fuerza,قوت
521,Gesundheit::N,salud,صحت
522,Gesundheit::N,salud,روغتیا
523,Krankheit::N,enfermedad,مرض
524,Krankheit::N,enfermedad,ناروغي
525,Schmerz::N,dolor,درد
526,Wunde::N,llaga,ټپ
527,Wunde::N,llaga,زخم
528,Wunde::N,herida,ټپ
529,Wunde::N,herida,زخم
530,Fieber::N,fiebre,تبه
531,Arznei::N,medicina,دوا
532,Arznei::N,medicina,دارو
533,Arznei::N,medicamento,دوا
534,Arznei::N,medicamento,دارو
535,Brücke::N,puente,پول
536,Brunnen::N,pozo,څاه
537,Brunnen::N,pozo,کوهی
538,Weide::N,pasto,وله
539,Pfad::N,sendero,تړه
540,Weg::N,camino,لیار
541,Straße::N,vía,سړک
542,Straße::N,carretera,سړک
543,Dorf::N,aldea,کلی
544,Dorf::N,pueblo,کلی
545,Stadt::N,ciudad,ښار
546,Brief::N,carta,لیک
547,Brief::N,carta,مکتوب
548,Buch::N,libro,کتاب
549,Buchstabe::N,letra,حرف
550,Buchstabe::N,letra,توری
551,Buchstabe::N,carácter,حرف
552,Buchstabe::N,carácter,توری
553,Zeitung::N,diario,اخبار
554,Zeitung::N,periódico,اخبار
555,Leben::N,vida,ژوند
556,Tod::N,muerte,مرګ
557,Tod::N,muerte,مړینه
558,Grab::N,tumba,قبر
559,Grab::N,tumba,ډورۍ
560,Grab::N,sepulcro,قبر
561,Grab::N,sepulcro,ډورۍ
562,Kirche::N,iglesia,کلیسا
563,Sünde::N,pecado,ګناه
564,Gott::N,dios,خدای
565,Arbeiter::N,obrero,کاریګر
566,Arbeiter::N,trabajador,کاریګر
567,Chef::N,jefe,آمر
568,Meister::N,maestro,استاد
569,Arzt::N,médico,طبیب
570,Arzt::N,médico,ډاکټر
571,Lehrer::N,profesor,معلم
572,Lehrer::N,profesor,ښوونکی
573,Geld::N,dinero,پیسې
574,Geschäft::N,negocio,سوداګري
575,Laden::N,tienda,دکان
576,Laden::N,tienda,مغازه
577,Preis::N,precio,بیه
578,Ware::N,mercancía,مال
579,Nutzen::N,provecho,ګټه
580,Reichtum::N,riqueza,شتمني
581,Welt::N,mundo,نړۍ
582,Welt::N,mundo,دنیا
583,Land::N,país,هېواد
584,Staat::N,Estado,دولت
585,König::N,rey,باچا
586,König::N,rey,پادشاه
587,Macht::N,poder,قدرت
588,Macht::N,potencia,قدرت
589,Grenze::N,frontera,حد
590,Grenze::N,frontera,سرحد
591,Krieg::N,guerra,جګړه
592,Feind::N,enemigo,دښمن
593,Gewalt::N,violencia,زور
594,Gewalt::N,violencia,تشدد
595,Kampf::N,lucha,جنګ
596,Kampf::N,lucha,مبارزه
597,Kampf::N,combate,جنګ
598,Kampf::N,combate,مبارزه
599,Bogen[Waffe]::N,arco,لیندۍ
600,Pfeil::N,flecha,غشی
601,Gewehr::N,fusil,ټوپک
602,Gewehr::N,escopeta,ټوپک
603,Fehler::N,error,خطا
604,Fehler::N,error,غلطي
605,Lüge::N,mentira,دروغ
606,Schaden::N,daño,زیان
607,Schaden::N,daño,تاوان
608,Unglück::N,desgracia,بدبختي
609,Schuld::N,culpa,ګناه
610,Alter::N,edad,منګ
611,Schluss::N,fin,اخر
612,Schluss::N,final,اخر
613,Zeit::N,tiempo,وخت
614,Tag::N,día,ورځ
615,Morgen::N,mañana,سبا
616,Morgen::N,mañana,سهار
617,Mittag::N,mediodía,غرمه
618,Abend::N,noche,ماښام
619,Nacht::N,noche,شپه
620,Woche::N,semana,اونۍ
621,Monat::N,mes,مياشت
622,Jahr::N,año,کال
623,Frühling::N,primavera,پسرلی
624,Sommer::N,verano,دوبی
625,Herbst::N,otoño,منی
626,Herbst::N,otoño,خزان
627,Winter::N,invierno,ژمی
628,Januar::N,enero,جنوري
629,Februar::N,febrero,فبروري
630,März::N,marzo,مارچ
631,April::N,abril,اپریل
632,Mai::N,mayo,مې
633,Juni::N,junio,جون
634,Juli::N,julio,جولای
635,August::N,agosto,اګست
636,September::N,septiembre,سپټامبر
637,Oktober::N,octubre,اکتوبر
638,November::N,noviembre,نومبر
639,Dezember::N,diciembre,دسمبر
640,Montag::N,lunes,دوشنبه
641,Dienstag::N,martes,سه شنبه
642,Mittwoch::N,miércoles,چارشنبه
643,Donnerstag::N,jueves,پنجشنبه
644,Freitag::N,viernes,جمعه
645,Samstag::N,sábado,خالي
646,Sonntag::N,domingo,یکشنبه
647,groß::A,grande,لوی
648,klein::A,pequeño,وړوکی
649,lang::A,largo,اوړد
650,kurz::A,corto,لنډ
651,breit::A,ancho,پراخه
652,schmal::A,estrecho,تنګ
653,dicht::A,denso,ګڼ
654,dick[Gegenstand]::A,grueso,پنډ
655,dünn::A,fino,نری
656,dünn::A,delgado,نری
657,fein::A,fino,نازک
658,fein::A,delicado,نازک
659,fest::A,firme,کلک
660,fest::A,firme,ټینګ
661,fest::A,sólido,کلک
662,fest::A,sólido,ټینګ
663,flach::A,plano,هوار
664,glatt::A,liso,ښوی
665,hart::A,duro,کلک
666,weich::A,muelle,نرم
667,weich::A,muelle,پوست
668,rund::A,redondo,ګرد
669,spitz::A,agudo,تېره
670,spitz::A,apuntado,تېره
671,scharf::A,agudo,تېز
672,scharf::A,agudo,تېره
673,scharf::A,afilado,تېز
674,scharf::A,afilado,تېره
675,stumpf::A,sin filo,پڅ
676,schwer::A,pesado,دروند
677,schön::A,bello,ښکلی
678,schön::A,hermoso,ښکلی
679,heiß::A,caluroso,تود
680,warm::A,cálido,تود
681,warm::A,caliente,تود
682,kalt::A,frío,ېخ
683,kalt::A,frío,سوړ
684,kühl::A,fresco,ېخ
685,kühl::A,fresco,سوړ
686,frisch::A,fresco,تازه
687,feucht::A,húmedo,مرطوب
688,nass::A,mojado,لوند
689,trocken::A,seco,وچ
690,voll::A,lleno,ډک
691,leer::A,vacío,خالی
692,offen::A,abierto,خلاص
693,offen::A,abierto,پرانیستی
694,geschlossen::A,cerrado,تړلی
695,sauber::A,limpio,پاک
696,schmutzig::A,sucio,چټل
697,roh::A,crudo,خام
698,reif::A,maduro,پوخ
699,reif::A,maduro,رسېدلی
700,lecker::A,rico,خوندور
701,lecker::A,rico,مزه دار
702,lecker::A,sabroso,خوندور
703,lecker::A,sabroso,مزه دار
704,süß::A,dulce,خوږ
705,süß::A,dulce,شیرین
706,bitter::A,amargo,تریخ
707,sauer::A,agrio,ټاک
708,sauer::A,agrio,تريو
709,hell::A,claro,روڼ
710,hell::A,claro,روښان
711,dunkel::A,oscuro,تیاره
712,schwarz::A,negro,تور
713,weiß::A,blanco,سپين
714,rot::A,rojo,سور
715,gelb::A,amarillo,زېړ
716,blau::A,azul,شین
717,blau::A,azul,اسماني رنګه
718,grün::A,verde,زرغون
719,grau::A,gris,خړ
720,bunt::A,multicolor,رنګارنګ
721,billig::A,barato,ارزان
722,teuer::A,caro,ګران
723,wertvoll::A,valioso,قیمتي
724,wertvoll::A,precioso,قیمتي
725,blind::A,ciego,ړوند
726,taub::A,sordo,کوڼ
727,kräftig::A,fuerte,قوی
728,stark::A,fuerte,قوی
729,stark::A,fuerte,تکړه
730,stark::A,vigoroso,قوی
731,stark::A,vigoroso,تکړه
732,schwach::A,débil,ضعیف
733,schwach::A,débil,کمزوری
734,fett::A,obeso,چاغ
735,schlank::A,esbelto,خوش اندام
736,hübsch::A,mono,ښکلی
737,hübsch::A,mono,ښایسته
738,hübsch::A,guapo,ښکلی
739,hübsch::A,guapo,ښایسته
740,böse::A,malo,شریر
741,böse::A,malo,قهرناک
742,dumm::A,tonto,احمق
743,dumm::A,estúpido,احمق
744,faul::A,vago,لټ
745,faul::A,vago,تنبل
746,faul::A,perezoso,لټ
747,faul::A,perezoso,تنبل
748,fleißig::A,aplicado,زحمت کښ
749,fleißig::A,diligente,زحمت کښ
750,geizig::A,avaro,بخیل
751,klug::A,sensato,عاقل
752,klug::A,sensato,هوښیار
753,klug::A,inteligente,عاقل
754,klug::A,inteligente,هوښیار
755,geschickt::A,hábil,ماهر
756,lieb::A,querido,عزیز
757,lieb::A,querido,محبوب
758,lustig::A,alegre,خوشحال
759,sanft::A,suave,پوست
760,sanft::A,suave,ملایم
761,hungrig::A,hambriento,وږی
762,krank::A,enfermo,مريض
763,krank::A,enfermo,ناروغ
764,nackt::A,desnudo,لوڅ
765,traurig::A,triste,غمجن
766,lebendig::A,vivo,ژوندی
767,lebendig::A,viviente,ژوندی
768,gut::A,bueno,ښه
769,schlecht::A,malo,بد
770,schlecht::A,malo,خراب
771,richtig::A,justo,سم
772,richtig::A,justo,صحیح
773,richtig::A,correcto,سم
774,richtig::A,correcto,صحیح
775,schlimm::A,malo,بد
776,schlimm::A,malo,مخوف
777,schlimm::A,grave,بد
778,schlimm::A,grave,مخوف
779,wahr::A,verídico,واقعي
780,wahr::A,verdadero,واقعي
781,alt::A,viejo,زوړ
782,neu::A,nuevo,نوی
783,ehemalig::A,antiguo,پخوانی
784,alt[Lebewesen]::A,viejo,زوړ
785,jung::A,joven,ځوان
786,arm::A,pobre,غریب
787,arm::A,pobre,بې وزله
788,reich::A,rico,شتمن
789,reich::A,rico,دولتمند
790,bekannt::A,conocido,اشنا
791,berühmt::A,famoso,مشهور
792,berühmt::A,célebre,مشهور
793,fremd::A,extraño,پردی
794,fremd::A,extraño,بېګانه
795,verschieden::A,diverso,مختلف
796,verschieden::A,distinto,مختلف
797,verschieden::A,diferente,مختلف
798,nah::A,cercano,نژدې
799,fern::A,lejano,لیری
800,linker::A,izquierdo,چپ
801,linker::A,izquierdo,کیڼ
802,rechter::A,derecho,ښی
803,anderer::A,otro,بل
804,erster::A,primero,لومړی
805,zweiter::A,segundo,دوهم
806,dritter::A,tercero,درېم
807,letzter::A,último,آخرنی
