,Concept_ID,is,kl
298,Lust::N,fýsn,piummaseq
299,Lust::N,löngun,illigussuseq
300,Lust::N,löngun,piummaseq
301,Geist::N,andi,anerneq
302,Geist::N,andi,toornaq
303,Gedanke::N,hugsun,isumassaq
304,Gedächtnis::N,minni,eqqaamannissuseq
305,Verstand::N,vit,isuma
306,Verstand::N,vit,sianissut
307,Verstand::N,vit,misigissut
308,Verstand::N,vit,sianissuseq
309,Verstand::N,vit,silaqassuseq
310,Sinn::N,merking,isuma
311,Grund::N,ástæða,patsit
312,Wahrheit::N,sannleikur,sallusuissut
313,Gespräch::N,samtal,
314,Märchen::N,ævintýri,oqalualaarut
315,Märchen::N,ævintýri,oqaluasaaq
316,Erzählung::N,saga,oqaluttuaq
317,Nachricht::N,frétt,oqaassut
318,Nachricht::N,frétt,oqqersuut
319,Neuigkeit::N,frétt,tusarnartaq
320,Name::N,nafn,ateq
321,Rätsel::N,gáta,nalorsitsaarut
322,Rede::N,ræða,oqaluuseq
323,Sprache::N,mál,oqaatsit
324,Sprache::N,tungumál,oqaatsit
325,Stimme::N,rödd,erinaq
326,Stimme::N,rödd,qarluuseq
327,Wort::N,orð,oqaasii
328,Zeichen::N,tákn,nalunaaqqut
329,Zeichen::N,merki,nalunaaqqut
330,Ruf::N,kall,qaaqqussut
331,Lärm::N,hávaði,perpaluk
332,Laut::N,hljóð,torsukattak
333,Ton::N,tónn,erinaq
334,Lied::N,ljóð,taalliaq
335,Lied::N,ljóð,erinarsuut
336,Lied::N,söngur,taalliaq
337,Lied::N,söngur,erinarsuut
338,Ruhe::N,ró,qatsunganeq
339,Ruhe::N,kyrrð,qatsunganeq
340,Leute::N,fólk,inuiak
341,Leute::N,fólk,inuiaqatigiit
342,Volk::N,þjóð,inuiaat
343,Arbeit::N,vinna,suliaq
344,Gast::N,gestur,qaaqqusaq
345,Geschenk::N,gjöf,pajugut
346,Spiel::N,leikur,
347,Gesellschaft::N,selskapur,
348,Hilfe::N,hjálp,annertoqqut
349,Freund::N,vinur,tiliaq
350,Freund::N,vinur,ikinngut
351,Kamerad::N,félagi,tiliaq
352,Kamerad::N,félagi,ikinngut
353,Angelegenheit::N,mál,
354,Angelegenheit::N,málefni,
355,Anzahl::N,tala,
356,Anzahl::N,fjöldi,
357,Art::N,tegund,ileqquuseq
358,Stück::N,biti,nakkaalaniku
359,Stück::N,stykki,nakkaalaniku
360,Teil::N,hluti,tassiaasat
361,Teil::N,partur,tassiaasat
362,Hälfte::N,helmingur,affaq
363,Kreis::N,hringur,kaajaluinneq or kaajaluitsoq
364,Kreuz::N,kross,sanningasulik
365,Kreuz::N,krossmark,sanningasulik
366,Linie::N,lína,tittaq
367,Linie::N,lína,titarneq
368,Strich::N,strik,
369,Abstand::N,millibil,aku
370,Abstand::N,millibil,ikiaq
371,Entfernung::N,fjarlægð,asi
372,Gegend::N,hérað,nuna
373,Platz::N,pláss,ini
374,Platz::N,pláss,inissaq
375,Ort::N,staður,sumiiffik
376,Seite::N,hlið,saneraq
377,Mitte::N,miðja,qiteq
378,Gegenstand::N,hlutur,
379,Sache::N,mál,pigisaq
380,Rand::N,brún,sini
381,Rand::N,brún,akerfineq
382,Kante::N,rönd,akerfineq
383,Ecke::N,horn,teqeqqoq
384,Ecke::N,horn,tikeqqoq
385,Spitze::N,oddur,inngik
386,Ende::N,endi,isu
387,Loch::N,gat,putu
388,Loch::N,hola,putu
389,Winkel::N,skot,teqeqqorissaat
390,Winkel::N,krókur,teqeqqorissaat
391,Muster::N,munstur,ilisserut
392,Größe::N,stærð,angissuseq
393,Länge::N,lengd,takissuseq
394,Höhe::N,hæð,
395,Gewicht::N,vigt,oqimaalutaq
396,Gewicht::N,þyngd,oqimaalutaq
397,Menge::N,magn,amerlassuseq
398,Haufen::N,hrúga,eqimattat
399,Haufen::N,haugur,eqimattat
400,Reihe::N,röð,allunaasaq
401,Boot::N,bátur,qajaq
402,Boot::N,bátur,angallat
403,Boot::N,bátur,umiatsiaq
404,Ruder::N,ár,iput
405,Schlitten::N,sleði,qamutit
406,Schlitten::N,sleði,qimusseq
407,Ski::N,skíði,ataarut
408,Lagerfeuer::N,varðeldur,
409,Last::N,byrði,nammagaq
410,Last::N,farmur,nammagaq
411,Gang::N,ganga,
412,Schritt::N,skref,allorneq
413,Norden::N,norður,avannaq
414,Süden::N,suður,qava
415,Süden::N,suður,kujat
416,Süden::N,suður,kujataa
417,Westen::N,vestur,kitaa
418,Osten::N,austur,kangi
419,Holz::N,viður,qisuk
420,Brett::N,fjöl,salliligaq
421,Platte::N,flötur,qaateq
422,Stütze::N,stoð,ajagutaq
423,Stütze::N,stoð,ajaagutaq
424,Stange::N,stöng,kaaviffik
425,Stock::N,prik,ajaappissat
426,Stock::N,stafur,ajaappissat
427,Stab::N,prik,ajaappissat
428,Stab::N,stafur,ajaappissat
429,Rohr::N,rör,sullulik
430,Rohr::N,pípa,sullulik
431,Haus::N,hús,illu
432,Heim::N,heimili,
433,Ofen::N,ofn,kissarsuut
434,Fußboden::N,gólf,nateq
435,Tisch::N,borð,allattarfik
436,Stuhl::N,stóll,issiavik
437,Stuhl::N,stóll,issiaffik
438,Wiege::N,vagga,uaasoq
439,Bett::N,rúm,nallavik
440,Bett::N,hvíla,nallavik
441,Regal::N,hilla,ilisivik
442,Kiste::N,kassi,sakissat
443,Kiste::N,kassi,illerfiusaq
444,Fenster::N,gluggi,aki
445,Fenster::N,gluggi,igalaaq
446,Tür::N,dyr,matu
447,Tür::N,hurð,matu
448,Tor::N,hlið,isaaffik
449,Zaun::N,girðing,saputit
450,Zaun::N,limgarður,saputit
451,Dach::N,þak,qaliaq
452,Leiter::N,stigi,tummeqqat
453,Leiter::N,stigi,majuartarfiit
454,Besen::N,sópur,saligutit
455,Spaten::N,spaði,nivaataq
456,Schaufel::N,skófla,nivaataq
457,Gabel::N,gaffall,qilluaq
458,Gabel::N,gaffall,ajassaatit
459,Löffel::N,skeið,alussaat
460,Messer::N,hnífur,savik
461,Nagel::N,nögl,kukik
462,Netz::N,net,anguffaseq
463,Haken::N,krókur,nissik
464,Haken::N,krókur,qarsorsaq
465,Haken::N,krókur,qarsorsartoq
466,Griff::N,tak,ipi
467,Schloss::N,lás,illussaarsuaq
468,Bild::N,mynd,assiliaq
469,Figur::N,stytta,kisitsit
470,Puppe::N,brúða,inuusaq
471,Beutel::N,poki,
472,Beutel::N,baggi,
473,Bündel::N,böggull,qilertaq
474,Tasche::N,veski,pooqattaq
475,Eimer::N,fata,
476,Deckel::N,lok,matu
477,Geschirr::N,leirtau,anut
478,Sack::N,sekkur,
479,Tasse::N,bolli,tiitorfik
480,Tasse::N,bolli,tiitorfiup ilorlia
481,Topf::N,pottur,qoqqoq
482,Kessel::N,ketill,uunnaavik
483,Essen::N,matur,igaaq
484,Nahrung::N,fæða,neqissaq
485,Speise::N,réttur,nerisassat
486,Speise::N,matarréttur,nerisassat
487,Fleisch::N,kjöt,neqi
488,Getreide::N,korn,maannineq
489,Brei::N,grautur,
490,Brot::N,brauð,iffit
491,Brot::N,brauð,iffiaq
492,Scheibe::N,sneið,igalaassiaq
493,Fett::N,fita,tarnutissaq
494,Fett::N,fita,tarnutissiaq
495,Butter::N,smjör,punneq
496,Öl::N,olía,uulia
497,Salz::N,salt,taratsut
498,Suppe::N,súpa,qajoq
499,Honig::N,hunang,tungusunnitsuut
500,Milch::N,mjólk,immuk
501,Tee::N,te,tii
502,Tee::N,te,teeq
503,Leder::N,skinn,
504,Wolle::N,ull,nuersagassiaq
505,Stoff::N,dúkur,milliaq
506,Stoff::N,dúkur,qarlissiaq
507,Nadel::N,nál,meqqut
508,Faden::N,þráður,ujalussiaq
509,Knopf::N,tala,attat
510,Knopf::N,hnappur,attat
511,Knoten::N,hnútur,akeroq
512,Knoten::N,hnútur,qilerneq
513,Farbe::N,málning,qalipaat
514,Kleidung::N,búningur,atisat
515,Kleidung::N,búningur,annoraaq
516,Kleidung::N,klæðnaður,atisat
517,Kleidung::N,klæðnaður,annoraaq
518,Hemd::N,skyrta,ilupaaq
519,Kragen::N,kragi,qungasiinnaq
520,Kragen::N,flibbi,qungasiinnaq
521,Ärmel::N,ermi,aaq
522,Hose::N,buxur,qarliit
523,Gürtel::N,belti,qiterut
524,Gürtel::N,belti,unngersaq
525,Mütze::N,húfa,nasaq
526,Schuh::N,skór,skuu
527,Schuh::N,skór,ikernuk
528,Schuh::N,skór,ateraasaq
529,Stiefel::N,stígvél,kamik
530,Ring::N,hringur,assammiu
531,Band::N,band,qilerutissiaq
532,Kamm::N,greiða,illaagutit
533,Kamm::N,greiða,illaajaatit pl.
534,Spiegel::N,spegill,tarrarsuut
535,Riemen::N,ól,allunaaq
536,Riemen::N,reim,allunaaq
537,Schnur::N,snúra,kujaaq
538,Schnur::N,snúra,allunaasaq
539,Leine::N,band,aleq
540,Decke::N,teppi,qipik
541,Kissen::N,koddi,akit
542,Tuch::N,klútur,qarlissiaq
543,Handtuch::N,þurrka,allarut
544,Handtuch::N,þurrka,allarterut
545,Handtuch::N,handklæði,allarut
546,Handtuch::N,handklæði,allarterut
547,Kraft::N,afl,pissak
548,Kraft::N,kraftur,pissak
549,Stärke::N,styrkur,qerattarsaat
550,Gesundheit::N,heilsa,peqqisusseq
551,Gesundheit::N,heilbrigði,peqqisusseq
552,Krankheit::N,sjúkdómur,nappaat
553,Schmerz::N,sársauki,anniaat
554,Wunde::N,sár,iki
555,Fieber::N,hitasótt,nappaat qanimanartoq
556,Arznei::N,lyf,imigassaq
557,Brücke::N,brú,ikaartarfik
558,Brunnen::N,brunnur,tissaluttuliaq
559,Weide::N,hagi,masarsuk
560,Pfad::N,stígur,aqqut
561,Weg::N,vegur,aggerfik
562,Straße::N,gata,aqqusineq
563,Straße::N,stræti,aqqusineq
564,Dorf::N,þorp,nunaqarfik
565,Stadt::N,borg,illorpaat
566,Stadt::N,borg,illorpalik
567,Brief::N,bréf,allagarsiaq
568,Buch::N,bók,atuakkat
569,Buch::N,bók,mappersagaq
570,Buchstabe::N,bókstafur,naqinneq
571,Zeitung::N,dagblað,aviisi
572,Leben::N,líf,inuussuseq
573,Tod::N,dauði,toqu
574,Tod::N,dauði,toquneq
575,Grab::N,gröf,iliveq
576,Grab::N,gröf,illissat
577,Kirche::N,kirkja,oqaluffik
578,Sünde::N,synd,ajorti
579,Gott::N,guð,
580,Arbeiter::N,verkamaður,sulisoq
581,Chef::N,yfirmaður,ittoqut
582,Meister::N,meistari,naalagaq
583,Arzt::N,læknir,katsorsaasoq
584,Lehrer::N,kennari,ilinniartitsisoq
585,Geld::N,peningar,aningaasat
586,Geschäft::N,viðskipti,niuertarfik
587,Laden::N,búð,niuertarfik
588,Laden::N,verslun,niuertarfik
589,Preis::N,verð,aki
590,Ware::N,vara,qaliata pii
591,Ware::N,vara,nioqqutissaq
592,Nutzen::N,gagn,iluaqut
593,Reichtum::N,auður,
594,Welt::N,veröld,nunarsuaq
595,Land::N,land,nuna
596,Staat::N,ríki,
597,König::N,konungur,kunngi
598,Macht::N,vald,pissaassuseq
599,Grenze::N,landamæri,killik
600,Krieg::N,stríð,sorsunneq
601,Feind::N,fjandmaður,akeraq
602,Feind::N,fjandmaður,akerartorti
603,Feind::N,fjandmaður,qinngarsuisoq
604,Gewalt::N,ofbeldi,
605,Kampf::N,bardagi,sorsunneq
606,Bogen[Waffe]::N,bogi,
607,Pfeil::N,ör,qalugiusaq
608,Gewehr::N,byssa,aallaat
609,Fehler::N,villa,kukkuneq
610,Fehler::N,villa,paarlaappaa
611,Lüge::N,lygi,
612,Schaden::N,skemmd,
613,Unglück::N,óhamingja,perluut
614,Schuld::N,sök,akiitsugaq
615,Schuld::N,sök,akiligassaq
616,Alter::N,aldur,utoqqaq
617,Schluss::N,lok,isu
618,Schluss::N,endir,isu
619,Zeit::N,tími,ulloq
620,Zeit::N,tími,akuttoqatigiinneq
621,Tag::N,dagur,ulloq
622,Morgen::N,morgunn,ullaaq
623,Mittag::N,hádegi,ulloqeqqa
624,Abend::N,kvöld,unnuk
625,Nacht::N,nótt,unnuaq
626,Woche::N,vika,sapaatip akunnera
627,Monat::N,mánuður,qaammat
628,Jahr::N,ár,ukioq
629,Frühling::N,vor,upernaaq
630,Sommer::N,sumar,aasaq
631,Herbst::N,haust,ukiaq
632,Winter::N,vetur,ukioq
633,Januar::N,janúar,siulleeq
634,Januar::N,janúar,qaammaliaq
635,Februar::N,február,aarlaat
636,März::N,mars,marsi
637,März::N,mars,martsi
638,April::N,apríl,
639,Mai::N,maí,maaji
640,Juni::N,júní,juuni
641,Juli::N,júlí,juuli
642,August::N,ágúst,aggusti
643,September::N,september,septembari
644,Oktober::N,október,oktobari
645,November::N,nóvember,novembari
646,Dezember::N,desember,detsembari
647,Montag::N,mánudagur,ataasinngortoq
648,Dienstag::N,þriðjudagur,marlunngorneq
649,Mittwoch::N,miðvikudagur,pingasunngorneq
650,Donnerstag::N,fimmtudagur,sisamanngorneq
651,Freitag::N,föstudagur,tallimanngorneq
652,Samstag::N,laugardagur,arfininngorneq
653,Sonntag::N,sunnudagur,sapaat
654,Sonntag::N,sunnudagur,sapaati
655,groß::A,stór,angivoq
656,klein::A,lítill,mikivoq
657,lang::A,langur,takisooq
658,kurz::A,stuttur,naatsoq
659,breit::A,breiður,silippoq
660,schmal::A,mjór,amitsoq
661,dicht::A,þéttur,torsusooq
662,dick[Gegenstand]::A,þykkur,issuvoq
663,dick[Gegenstand]::A,þykkur,issusooq
664,dünn::A,þunnur,amitsoq
665,fein::A,fíngerður,mamarpoq
666,fest::A,fastur,tangeqarpoq
667,flach::A,flatur,nalimmappoq
668,glatt::A,háll,quasak
669,glatt::A,sléttur,quasak
670,hart::A,harður,mattusooq
671,hart::A,harður,manngerpoq
672,hart::A,harður,titeqquluppoq
673,weich::A,mjúkur,nerumaarpoq
674,rund::A,kringlóttur,ammallorippoq
675,spitz::A,oddhvass,qummukujooq
676,scharf::A,beittur,ipippoq
677,stumpf::A,bitlaus,anngerpoq
678,schwer::A,þungur,oqimaappoq
679,schön::A,fagur,kusanarpoq
680,schön::A,fallegur,kusanarpoq
681,heiß::A,heitur,kiappoq
682,warm::A,hlýr,oqorpoq
683,warm::A,heitur,oqorpoq
684,kalt::A,kaldur,issippoq
685,kühl::A,svalur,pueqqortippoq
686,frisch::A,frískur,
687,feucht::A,rakur,isugutavoq
688,feucht::A,rakur,qaasernarpoq
689,feucht::A,þvalur,isugutavoq
690,feucht::A,þvalur,qaasernarpoq
691,nass::A,votur,imerorpoq
692,nass::A,blautur,imerorpoq
693,trocken::A,þurr,panerpoq
694,voll::A,fullur,ulikkaarpoq
695,leer::A,tómur,imaattuarpoq
696,offen::A,opinn,ammavoq
697,geschlossen::A,lokaður,matuvoq
698,sauber::A,þrifinn,eqqippoq
699,sauber::A,þrifinn,sukuluippoq
700,sauber::A,þrifinn,ipeqanngilaq
701,schmutzig::A,óhreinn,tapappoq
702,schmutzig::A,óhreinn,minguppoq
703,schmutzig::A,sóðalegur,tapappoq
704,schmutzig::A,sóðalegur,minguppoq
705,roh::A,hrár,aapavoq
706,reif::A,þroskaður,qaarulerpoq
707,lecker::A,ljúffengur,
708,süß::A,sætur,tungusunnippoq
709,bitter::A,beiskur,qasilippoq
710,sauer::A,súr,
711,hell::A,bjartur,qaamavoq
712,dunkel::A,dimmur,qernerpoq
713,schwarz::A,svartur,qernerpoq
714,weiß::A,hvítur,qaqorpoq
715,rot::A,rauður,aappaluppoq
716,gelb::A,gulur,sungaarpoq
717,blau::A,blár,tungujorpoq
718,grün::A,grænn,qorsooqqippoq
719,grau::A,grár,qaserpoq
720,bunt::A,marglitur,
721,billig::A,ódýr,akikippoq
722,teuer::A,dýr,
723,wertvoll::A,verðmætur,erlinnarpoq
724,blind::A,blindur,tappiippoq
725,blind::A,blindur,isigisaqanngilaq
726,taub::A,heyrnarlaus,tusilarpoq
727,kräftig::A,öflugur,pissaq
728,kräftig::A,öflugur,pissarsuaq
729,stark::A,sterkur,sanngivoq
730,schwach::A,veill,nakuippoq
731,fett::A,feitur,pualavoq
732,schlank::A,grannur,tuappoq
733,schlank::A,spengilegur,tuappoq
734,hübsch::A,snotur,aatsialaq
735,hübsch::A,laglegur,aatsialaq
736,böse::A,illur,ajorpoq
737,böse::A,vondur,ajorpoq
738,dumm::A,heimskur,taqajak
739,dumm::A,heimskur,sikkilluppoq
740,dumm::A,heimskur,qaatusimasaqanngilaq
741,faul::A,latur,eqiasuppoq
742,faul::A,latur,eqiattortuvoq
743,fleißig::A,iðinn,eqiasuippoq
744,geizig::A,nískur,iasilaarpoq
745,geizig::A,nískur,tukkuippoq
746,klug::A,hygginn,mallak
747,klug::A,hygginn,ittanneq
748,klug::A,hygginn,kutaappoq
749,klug::A,hygginn,kuttaappoq
750,klug::A,hygginn,qarasagippoq
751,geschickt::A,fimur,
752,geschickt::A,laginn,
753,lieb::A,kær,akisooq
754,lieb::A,ljúfur,akisooq
755,lustig::A,kátur,piikulavoq
