,Concept_ID,lez,da
826,brausen::V,къати хьун,bruse
827,rauschen::V,вишриш авун,suse
828,klingen::V,ван авун,lyde
829,klingen::V,ван авун,klinge
830,bellen::V,элуькьун,gø
831,heulen::V,къув ягъун,hyle
832,blasen::V,уф гун,blæse
833,pfeifen::V,уьфт ягъун,fløjte
834,schreien::V,гьараюн,skrige
835,stöhnen::V,суза авун,stønne
836,zittern::V,зурзун,dirre
837,zittern::V,зурзун,skælve
838,leben::V,яшамиш хьун,leve
839,geboren werden::V,хьун,fødes
840,atmen::V,нефес чӏугун,ånde
841,trinken::V,хъун,drikke
842,essen::V,тӏуьн,spise
843,schlucken::V,туькьуьнун,synke
844,müde werden::V,галатун,blive træt
845,müde werden::V,юргъун хьун,blive træt
846,einschlafen::V,ксун,falde i søvn
847,schlafen::V,ксун,sove
848,aufwachen::V,ахварай аватун,vågne
849,aufstehen::V,къарагъун,stå op
850,sich erholen::V,ял ягъун,komme sig
851,krank werden::V,кефсуз хьун,blive syg
852,krank sein::V,тӏа хьун,være syg
853,schmerzen::V,тӏа хьун,smerte
854,husten::V,уьгьуь ягъун,hoste
855,genesen::V,сагъ хъхьун,komme sig
856,sterben::V,кьин,dø
857,umkommen::V,терг хьун,omkomme
858,sich bewegen::V,юзун,bevæge sig
859,sich rühren::V,юзун,røre på sig
860,sich erheben::V,къарагъун,rejse sig
861,sich setzen::V,ацукьун,sætte sig
862,hinfallen::V,алукьун,
863,laufen::V,къекъуьн,løbe
864,schreiten::V,ккамар къачун,skride
865,spazierengehen::V,сейр авун,gå en tur
866,eilen::V,тади авун,ile
867,sich beeilen::V,гьерекатун,skynde sig
868,sausen::V,чкурун,suse
869,rennen::V,катун,løbe
870,rennen::V,катун,rende
871,rennen::V,зверун,løbe
872,rennen::V,зверун,rende
873,springen::V,хкадарун,hoppe
874,springen::V,хкадарун,springe
875,klettern::V,акьахун,klatre
876,kriechen::V,капаралди фин,krybe
877,schwimmen::V,сирнав авун,svømme
878,tauchen::V,кьилихъди циз вегьин,dykke
879,rudern::V,кьусуйралди лодка гьалун,ro
880,rudern::V,цуьруьгъуьлдалди кӏватӏун,ro
881,fahren::V,фин,køre
882,fliegen::V,лув гун,flyve
883,fliegen::V,цавай фин,flyve
884,gehen::V,фин,gå
885,weggehen::V,хъфин,gå bort
886,abfahren::V,фин,køre bort
887,abfahren::V,рекье гьатун,køre bort
888,anhalten::V,акъвазун,standse
889,hineingehen::V,гьахьун,gå ind
890,eintreten::V,гьахьун,træde ind
891,kommen::V,атун,komme
892,ankommen::V,атун,ankomme
893,zurückkommen::V,хтун,komme tilbage
894,bleiben::V,амукьун,blive
895,bleiben::V,амукьун,forblive
896,warten::V,гуьзлемишун,vente
897,erwarten::V,вил алаз акъвазун,vente
898,erwarten::V,вил алаз акъвазун,afvente
899,suchen::V,къекъуьн,søge
900,finden::V,жугъун,finde
901,versuchen::V,алахъун,forsøge
902,vorbereiten::V,гьазурун,forberede
903,lieben::V,кӏан хьун,elske
904,mögen::V,рикӏ ацукьун,holde af
905,mögen::V,рикӏ ацукьун,kunne lide
906,lachen::V,хъуьруьн,le
907,weinen::V,шехьун,græde
908,schimpfen::V,сеперар гун,skænde
909,schimpfen::V,экъуьгъунар авун,skænde
910,sich ärgern::V,хъел акатун,ærgre sig
911,sich fürchten::V,кичӏе хьун,være bange
912,fürchten::V,къурхутмиш хьун,være bange for
913,fliehen::V,катун,flygte
914,flüchten::V,катун,flygte
915,sehen::V,акун,se
916,anschauen::V,вил вегьин,se på
917,anschauen::V,вил вегьин,betragte
918,ansehen::V,килигун,anse
919,hören::V,ван хьун,høre
920,zuhören::V,яб гун,høre til
921,probieren::V,дад акун,smage
922,probieren::V,дад акун,smage på
923,riechen::V,ни чӏугун,lugte
924,fühlen::V,гьисс авун,føle
925,frieren::V,кьун,fryse
926,frieren::V,мекьи хьун,fryse
927,tun::V,авун,gøre
928,können::V,хьун,kunne
929,können::V,акъакьун,kunne
930,wollen::V,кӏан хьун,ville
931,anfangen::V,башламишун,begynde
932,beenden::V,куьтягьун,afslutte
933,aufhören::V,акъвазун,ophøre
934,aufhören::V,акъвазун,holde op
935,gelingen::V,арадал атун,lykkes
936,geraten::V,акъатун,blive
937,öffnen::V,ахъаюн,åbne
938,schließen::V,акьалун,lukke
939,stellen::V,эцигун,stille
940,setzen::V,ацукьарун,sætte
941,legen::V,эцигун,lægge
942,berühren::V,хкӏурун,berøre
943,verbinden::V,гилигун,forbinde
944,bedecken::V,кӏевун,dække
945,bedecken::V,кӏевун,bedække
946,aufhängen::V,куьрсарун,hænge
947,aufhängen::V,куьрсарун,hænge op
948,anzünden::V,куькӏуьрун,tænde
949,anzünden::V,куькӏуьрун,antænde
950,aufheben::V,хкажун,løfte
951,aufheben::V,хкажун,tage op
952,zurücklassen::V,тун,lade tilbage
953,verlieren::V,квадарун,miste
954,fallen lassen::V,авадрун,tabe
955,fallen lassen::V,авадрун,droppe
956,machen::V,авун,gøre
957,machen::V,кар авун,gøre
958,herstellen::V,расун,fremstille
959,bauen::V,туькӏуьрун,bygge
960,reparieren::V,расун,reparere
961,verbessern::V,хъсанрун,rette
962,verbessern::V,хъсанрун,forbedre
963,ändern::V,табдил авун,ændre
964,graben::V,эгъуьнун,grave
965,beugen::V,акӏажарун,bøje
966,beugen::V,кангур авун,bøje
967,biegen::V,патахъарун,bøje
968,drehen::V,алчударун,dreje
969,umdrehen::V,элкъуьрун,dreje om
970,heben::V,хкажун,hæve
971,hochheben::V,хкажун,løfte
972,ergreifen::V,агалчна кьун,gribe fat i
973,halten::V,кьун,holde
974,drücken::V,чуькьуьн,trykke
975,schieben::V,хуртӏ гун,skyde
976,schieben::V,хуртӏ гун,skubbe
977,kratzen::V,къадгъунун,klø
978,kratzen::V,къадгъунун,kradse
979,lecken::V,мез гун,slikke
980,beißen::V,кӏасун,bide
981,abreißen::V,галудун,rive af
982,abschneiden::V,атӏун,skære af
983,stecken::V,сухун,stikke
984,brechen::V,хун,brække
985,brechen::V,кукӏварун,brække
986,klopfen::V,тахъ-тахъ авун,banke
987,hauen::V,ягъун,hugge
988,kleben::V,алкӏурун,klistre
989,kleben::V,кукӏурун,klistre
990,reiben::V,тӏушунун,gnide
991,streichen::V,алтадун,smøre
992,schleifen::V,кӏвенкӏв авун,slibe
993,schneiden::V,атӏун,skære
994,schneiden::V,атӏун,klippe
995,rütteln::V,къарсурун,ruske
996,schütteln::V,къарсурун,ryste
997,schwenken::V,элягъун,svinge
998,schwenken::V,галтадун,svinge
999,schütten::V,цун,hælde
1000,füllen::V,ацӏурун,fylde
1001,einwickeln::V,кутун,pakke ind
1002,einwickeln::V,элкъуьрун,pakke ind
1003,tragen::V,тухун,bære
1004,schleppen::V,галчӏурун,slæbe
1005,ziehen::V,ялун,trække
1006,ziehen::V,чӏугун,trække
1007,aufbewahren::V,хуьн,opbevare
1008,werfen::V,гадрун,kaste
1009,fangen::V,кьун,fange
1010,packen::V,кьун,gribe
1011,verstecken::V,кӏевун,gemme
1012,teilen::V,паюн,dele
1013,schicken::V,ракъурун,sende
1014,bringen::V,гъун,bringe
1015,hinzufügen::V,алава авун,tilføje
1016,bekommen::V,къачун,få
1017,bekommen::V,жугъурун,få
1018,erhalten::V,къачун,få
1019,nehmen::V,къачун,tage
1020,wählen::V,хкягъун,vælge
1021,auswählen::V,хкягъун,udvælge
1022,bewahren::V,хуьн,bevare
1023,behindern::V,манийвал авун,hindre
1024,behindern::V,манийвал авун,forhindre
1025,verderben::V,чӏурун,ødelægge
1026,beschädigen::V,нукьсанвал гун,beskadige
1027,zerbrechen::V,хун,brække itu
1028,zerreißen::V,къазунун,rive itu
1029,zerstören::V,чӏурун,ødelægge
1030,zerstören::V,барбатӏун,ødelægge
1031,verbrennen::V,ккун,brænde
1032,geben::V,гун,give
1033,reichen::V,вугун,række
1034,reichen::V,гун,række
1035,schenken::V,пишкеш авун,forære
1036,versprechen::V,гаф гун,love
1037,wünschen::V,дуьа авун,ønske
1038,loben::V,тариф авун,rose
1039,küssen::V,темен гун,kysse
1040,wiegen::V,эчӏягъун,vugge
1041,zudecken::V,гьалдун,dække til
1042,wecken::V,ахварай авудун,vække
1043,zeigen::V,къалурун,vise
1044,führen::V,тухун,føre
1045,lehren::V,кӏелиз тун,lære
1046,unterrichten::V,тарс гун,undervise
1047,aufziehen::V,тербия гун,opdrage
1048,aufziehen::V,тербияламишун,opdrage
1049,leiten::V,идара авун,lede
1050,antreiben::V,тади кутун,skynde på
1051,einladen::V,теклиф авун,indbyde
1052,einladen::V,теклиф авун,invitere
1053,vereinigen::V,сад авун,forene
1054,besuchen::V,кьилив атун,besøge
1055,treffen::V,гьалтун,møde
1056,sich versammeln::V,алтӏушун,forsamles
1057,spielen::V,къугъун,lege
1058,spielen::V,къугъун,spille
1059,singen::V,лугьун,synge
1060,singen::V,мани лугьун,synge
1061,tanzen::V,кьуьл авун,danse
1062,sich trennen::V,къакъатун,skilles
1063,verlassen::V,гъил къачун,forlade
1064,retten::V,къутармишун,redde
1065,bewachen::V,хуьн,bevogte
1066,schützen::V,хуьн,skærme
1067,schützen::V,хуьн,beskytte
1068,verteidigen::V,хуьн,forsvare
1069,sich schlagen::V,кукӏун,slås
1070,schießen::V,акъатун,skyde
1071,siegen::V,гъалиб хьун,sejre
1072,ärgern::V,хъел гъун,ærgre
1073,ärgern::V,хъел кутун,ærgre
1074,schlagen::V,ягъун,slå
1075,schlagen::V,галукьарун,slå
1076,treten::V,кьуьл къекъягъун,sparke
1077,treten::V,кьуьл эцягъун,sparke
1078,stechen::V,акьадарун,stikke
1079,stoßen::V,эцягъун,støde
1080,stehlen::V,чуьнуьхун,stjæle
1081,stören::V,хкуьрун,forstyrre
1082,belästigen::V,хкуьрун,genere
1083,belästigen::V,хкуьрун,ulejlige
1084,belästigen::V,азият гун,genere
1085,belästigen::V,азият гун,ulejlige
1086,verbergen::V,далдаламишун,skjule
1087,täuschen::V,алцурарун,villede
1088,täuschen::V,алцуррун,villede
1089,betrügen::V,алцурарун,bedrage
1090,betrügen::V,гьарамзадавал авун,bedrage
1091,töten::V,яна кьин,dræbe
1092,wohnen::V,дуланмиш хьун,bo
1093,arbeiten::V,кӏвалахун,arbejde
1094,arbeiten::V,кӏвалах авун,arbejde
1095,sammeln::V,кӏватӏун,samle
1096,pflücken::V,атӏун,plukke
1097,jagen::V,гъуьрч авун,jage
1098,fischen::V,гъетер кьун,fiske
1099,fassen::V,кьун,fange
1100,hüten::V,чӏура хуьн,vogte
1101,treiben::V,гьалун,drive
1102,anbinden::V,акалун,binde fast
1103,füttern::V,ем гун,fodre
1104,melken::V,ацун,malke
1105,hacken::V,куьткуьнун,hakke
1106,gießen::V,яд гун,hælde
1107,reifen::V,чурун,modne
1108,reifen::V,агакьун,modne
1109,zubereiten::V,гьазурун,tilberede
1110,kochen::V,ругун,koge
1111,backen::V,чурун,bage
1112,braten::V,чурун,stege
1113,umrühren::V,какадарун,røre om
1114,stricken::V,хурун,strikke
1115,nähen::V,цун,sy
1116,färben::V,шир ягъун,farve
1117,reinigen::V,михьун,rense
1118,reinigen::V,михьун,gøre ren
1119,waschen::V,чуьхуьн,vaske
1120,abwischen::V,гуьцӏун,tørre af
1121,spülen::V,экъуьрун,skylle
1122,fegen::V,шуткун,feje
1123,kehren::V,кул алтадун,feje
1124,baden::V,эхъуьн,bade
1125,sich waschen::V,жендек чуьхуьн,vaske sig
1126,ausziehen::V,хутӏунун,tage af
1127,ausziehen::V,галудун,tage af
1128,anziehen::V,алукӏун,tage på
1129,sich anziehen::V,алукӏун,klæde sig på
1130,sich anziehen::V,парталар алукӏун,klæde sig på
1131,kämmen::V,эвягъун,rede
1132,kämmen::V,эвягъун,frisere
1133,schmücken::V,безетмишун,pynte
1134,schmücken::V,безетмишун,smykke
1135,schmücken::V,гуьрчегарун,pynte
1136,schmücken::V,гуьрчегарун,smykke
1137,sagen::V,лугьун,sige
1138,sprechen::V,рахун,snakke
1139,reden::V,рахун,tale
1140,reden::V,рахун,snakke
1141,sich unterhalten::V,ихтилат авун,snakke sammen
1142,fragen::V,жузун,spørge
1143,bitten::V,тӏалабун,bede
1144,erzählen::V,ахъаюн,berette
1145,erzählen::V,ахъаюн,fortælle
1146,mitteilen::V,хабар гун,meddele
1147,nennen::V,тӏвар гун,nævne
1148,rufen::V,эверун,råbe
1149,prahlen::V,яцӏу гафар авун,prale
1150,übersetzen::V,таржума авун,oversætte
1151,übersetzen::V,гафладун,oversætte
1152,denken::V,фикир авун,tænke
1153,glauben::V,агъун,tro
1154,bemerken::V,фикир гун,bemærke
1155,bemerken::V,фикир гун,lægge mærke til
1156,begreifen::V,гъавурда акьун,begribe
1157,lernen::V,кӏелун,lære
1158,wissen::V,чир хьун,vide
1159,wissen::V,чирхьун,vide
1160,sich erinnern an::V,рикӏел хуьн,mindes
1161,sich erinnern an::V,рикӏел хуьн,huske på
1162,vergessen::V,рикӏелай фин,glemme
1163,vergessen::V,рикӏелай алатун,glemme
1164,messen::V,алцумун,måle
1165,zählen::V,гьисабун,tælle
1166,rechnen::V,гьисабун,regne
1167,lesen::V,кӏелун,læse
1168,malen::V,кхьин,male
1169,malen::V,шикилар чӏугун,male
1170,zeichnen::V,чӏугун,tegne
1171,schreiben::V,кхьин,skrive
1172,besitzen::V,иеси хьун,eje
1173,besitzen::V,иеси хьун,besidde
1174,kaufen::V,къачун,købe
1175,kaufen::V,маса къачун,købe
1176,verkaufen::V,гун,sælge
1177,verkaufen::V,маса гун,sælge
1178,bezahlen::V,къимет гун,betale
1179,bezahlen::V,эвезда авун,betale
1180,bezahlen::V,гьакъи агакьрун,betale
1181,zahlen::V,къимет гун,betale
1182,zahlen::V,эвезда авун,betale
1183,zahlen::V,гьакъи агакьрун,betale
1184,beherrschen::V,иеси хьун,beherske
1185,ertragen::V,таб гун,tåle
1186,ertragen::V,таб гун,udholde
1187,Oberschenkel::N,,lår
1188,Strömung::N,,strømning
1189,Moor::N,,mose
1190,Gedächtnis::N,,hukommelse
1191,Ski::N,,ski
1192,Platte::N,,plade
1193,Leine::N,,snor
1194,Geschäft::N,,forretning
1195,dick[Gegenstand]::A,,tyk
1196,auf einmal::ADV,,på én gang
1197,zurück::ADV,,tilbage
1198,wieder::ADV,,igen
1199,wehen::V,,blæse
1200,rauchen::V,,ryge
1201,schaukeln::V,,gynge
1202,rühren::V,,røre
1203,scheinen::V,,synes
1204,zu sehen sein::V,,synes
1205,vernehmen::V,,erfare
1206,wenden::V,,vende
1207,binden::V,,binde
1208,lassen::V,,få til at
1209,erkennen::V,,genkende
1210,verstehen::V,,forstå
