,Concept_ID,ba,pl
105,Anhöhe::N,түбә,wzgórze
106,Anhöhe::N,ҡалҡыулыҡ,wzgórze
107,Berg::N,тау,góra
108,Gipfel::N,түбә,szczyt
109,Gipfel::N,түбә,wierzchołek
110,Höhle::N,мәмерйә,pieczara
111,Abhang::N,ипкен,stok
112,Abhang::N,ипкен,zbocze
113,Quelle::N,шишмә,zdrój
114,Quelle::N,шишмә,źródło
115,Bach::N,шишмә,potok
116,Bach::N,шишмә,strumień
117,Fluss::N,йылға,rzeka
118,Ufer::N,яр,brzeg
119,Küste::N,яр буйы,wybrzeże
120,Festland::N,ҡоро ер,ląd
121,Meer::N,диңгез,morze
122,Bucht::N,бухта,zatoka
123,Insel::N,үтрау,wyspa
124,Blume::N,сәскә,kwiat
125,Gras::N,үлән,trawa
126,Wurzel::N,тамыр,korzeń
127,Baum::N,ағас,drzewo
128,Stamm::N,олон,pień
129,Stamm::N,көбәк,pień
130,Rinde::N,ҡабыҡ,kora
131,Ast::N,ботаҡ,gałąź
132,Zweig::N,ботаҡ,gałąź
133,Zweig::N,тармаҡ,gałąź
134,Blatt::N,япраҡ,liść
135,Birke::N,ҡайын,brzoza
136,Kiefer[Baum]::N,ҡарғай,sosna
137,Weide[Baum]::N,тал,wierzba
138,Tanne::N,шыршы,jodła
139,Horn::N,мөғөҙ,róg
140,Feder::N,ҡауырһын,pióro
141,Fell::N,тире,futro
142,Flügel::N,ҡанат,skrzydło
143,Klaue::N,тырнаҡ,szpon
144,Kralle::N,аяҡ,pazur
145,Schwanz::N,ҡойроҡ,ogon
146,Ei::N,йомортҡа,jajko
147,Nest::N,оя,gniazdo
148,Bau::N,оң,nora
149,Tier::N,жайуан,zwierzę
150,Tier::N,йыртҡыс,zwierzę
151,Herde::N,көтөү,stado
152,Herde::N,көтөү,trzoda
153,Kuh::N,һыйыр,krowa
154,Bulle::N,үгеҙ,byk
155,Pferd::N,ат,koń
156,Schaf::N,һарыҡ,owca
157,Schwein::N,сусҡа,świnia
158,Hund::N,эт,pies
159,Katze::N,бесәй,kot
160,Katze::N,бесәй,kotka
161,Bär::N,айыу,niedźwiedż
162,Eichhörnchen::N,тейен,wiewiórka
163,Elch::N,мышы,łóś
164,Fuchs::N,төлкө,lis
165,Hase::N,ҡуян,zając
166,Maus::N,сысҡан,mysz
167,Wolf::N,бүре,wilk
168,Vogel::N,ҡош,ptak
169,Schwarm::N,көтөү,stado
170,Huhn::N,тауыҡ,kura
171,Hahn::N,әтәс,kogut
172,Gans::N,ҡаҙ,gęś
173,Adler::N,бөркөт,orzeł
174,Ente::N,өйрәк,kaczka
175,Eule::N,өкө,sowa
176,Eule::N,ябалаҡ,sowa
177,Kranich::N,торна,żuraw
178,Krähe::N,ҡарға,wrona
179,Kuckuck::N,кәкүк,kukułka
180,Schwan::N,аҡҡош,łabędż
181,Fisch::N,балыҡ,ryba
182,Barsch::N,алабуға,okoń
183,Hecht::N,суртан,szczupak
184,Schlange[Tier]::N,йылан,wąż
185,Schlange[Tier]::N,йылан,żmija
186,Wurm::N,селяүсен,robak
187,Spinne::N,үрмәксе,pająk
188,Ameise::N,ҡырмыҫҡа,mrówka
189,Laus::N,бет,wesz
190,Mücke::N,серәкәй,komar
191,Fliege::N,себен,mucha
192,Schmetterling::N,күбәләк,motyl
193,Beere::N,еләк,jagoda
194,Apfel::N,алма,jabłko
195,Pilz::N,бәшмәк,grzyb
196,Zwiebel::N,һуган,cebula
197,Saat::N,орлоҡ,siew
198,Korn::N,иген,ziarno
199,Heu::N,бесән,siano
200,Schale::N,ҡабыҡ,łupina
201,Grube::N,соҡор,dół
202,Grube::N,соҡор,jama
203,Falle::N,тоҙак,pułapka
204,Falle::N,ҡапҡан,pułapka
205,Schlinge::N,тоҙак,sidła
206,Spur::N,әҫер,ślad
207,Asche::N,көл,popiół
208,Dreck::N,батҡаҡ,brud
209,Eisen::N,тимер,żelazo
210,Gold::N,алтын,złoto
211,Silber::N,көмөш,srebro
212,Kohle::N,күмер,węgiel
213,Glas::N,быяла,szkło
214,Lehm::N,балсыҡ,glina
215,Sand::N,ҡом,piasek
216,Mensch::N,кеше,człowiek
217,Mann::N,ир,mężczyzna
218,Frau::N,ҡатын,kobieta
219,Kind::N,бала,dziecko
220,Junge::N,малай,chłopak
221,Junge::N,малай,chłopiec
222,Mädchen::N,ҡыҙ,dziewczynka
223,Mädchen::N,ҡыҙыҡай,dziewczynka
224,Familie::N,ғаилә,rodzina
225,Großvater::N,олатай,dziadek
226,Großmutter::N,әбәй,babka
227,Eltern::N,ата-әсә,rodzice
228,Vater::N,атай,ojciec
229,Mutter::N,әсә,matka
230,Sohn::N,ул,syn
231,Tochter::N,ҡыҙ,córka
232,Bruder::N,агай,brat
233,Schwester::N,алай,siostra
234,Schwester::N,һеңле,siostra
235,Onkel::N,ағай,wuj
236,Onkel::N,ағай,stryj
237,Tante::N,апай,ciotka
238,Ehemann::N,ир,mąż
239,Ehefrau::N,ҡатын,żona
240,Freude::N,шатлыҡ,radość
241,Freude::N,ҡыуаныс,radość
242,Gelächter::N,көлөү,śmiech
243,Glück::N,бәхет,szczęście
244,Kummer::N,ҡайғы,zmartwienie
245,Wunsch::N,теләк,życzenie
246,Lust::N,әүәҫлек,chęć
247,Lust::N,әүәҫлек,ochota
248,Geist::N,аң,duch
249,Geist::N,рух,duch
250,Gedanke::N,уй,myśl
251,Gedanke::N,фекер,myśl
252,Gedächtnis::N,хәтер,pamięć
253,Verstand::N,аҡыл,rozum
254,Sinn::N,мәғәня,zmysł
255,Grund::N,сәбәп,powód
256,Wahrheit::N,дөрөҫлөк,prawda
257,Gespräch::N,әңгәмә,rozmowa
258,Märchen::N,әкиәт,bajka
259,Erzählung::N,хикәйә,opowiadanie
260,Nachricht::N,хәбәр,wiadomość
261,Neuigkeit::N,яңылыҡ,nowina
262,Name::N,исем,imię
263,Rätsel::N,йомаҡ,zagadka
264,Rede::N,телмәр,mowa
265,Sprache::N,тел,język
266,Sprache::N,телмәр,język
267,Stimme::N,тауыш,głos
268,Wort::N,һүҙ,słowo
269,Zeichen::N,билдә,znak
270,Ruf::N,саҡырыу,wołanie
271,Lärm::N,шаулау,hałas
272,Lärm::N,шаулау,zgiełk
273,Laut::N,тауыш,dźwięk
274,Ton::N,яңғырау,ton
275,Ton::N,яңғырау,dźwięk
276,Lied::N,йыр,pieśń
277,Lied::N,йыр,piosenka
278,Ruhe::N,ял,spokój
279,Ruhe::N,тыныслыҡ,spokój
280,Leute::N,кешеләр,ludzie
281,Volk::N,халҡ,naród
282,Arbeit::N,эш,praca
283,Arbeit::N,эш,robota
284,Gast::N,ҡунаҡ,gość
285,Geschenk::N,бүләк,prezent
286,Geschenk::N,бүләк,podarunek
287,Spiel::N,уйын,gra
288,Spiel::N,уйын,zabawa
289,Gesellschaft::N,йәмғиәт,towarzystwo
290,Hilfe::N,ярҙам,pomoc
291,Freund::N,дуҫ,przyjaciel
292,Kamerad::N,иптәш,kolega
293,Angelegenheit::N,әш,sprawa
294,Anzahl::N,һан,ilość
295,Art::N,төр,rodzaj
296,Stück::N,киҫәк,kawałek
297,Teil::N,өлөш,część
298,Hälfte::N,ярты,połowa
299,Kreis::N,түңәрәк,krąg
300,Kreuz::N,тәре,krzyż
301,Linie::N,һыҙыҡ,linia
302,Strich::N,һыҙат,kreska
303,Abstand::N,ара,odstęp
304,Entfernung::N,алыҫлыҡ,odległość
305,Gegend::N,урын,okolica
306,Platz::N,арауыҡ,miejsce
307,Ort::N,ерҙәр,miejsce
308,Ort::N,урындар,miejsce
309,Ort::N,эш урыны,miejsce
310,Seite::N,яҡ,bok
311,Seite::N,яҡ,strona
312,Mitte::N,урталыҡ,środek
313,Gegenstand::N,нәмә,przedmiot
314,Sache::N,нәмә,rzecz
315,Sache::N,әйбер,rzecz
316,Rand::N,сит,skraj
317,Rand::N,сит,krawędź
318,Kante::N,ҡабырға,kant
319,Kante::N,ҡабырға,krawędź
320,Kante::N,ян,kant
321,Kante::N,ян,krawędź
322,Ecke::N,мөйөш,róg
323,Spitze::N,ос,ostrze
324,Ende::N,аҙаҡ,koniec
325,Loch::N,тишек,dziura
326,Winkel::N,мөйөш,kąt
327,Winkel::N,мөйөш,kącik
328,Muster::N,биҙәк,wzór
329,Größe::N,ҙурлыҡ,rozmiar
330,Größe::N,ҙурлыҡ,wielkość
331,Länge::N,оҙонлоҡ,długość
332,Höhe::N,бейеклек,wysokość
333,Gewicht::N,үлсәү,ciężar
334,Menge::N,һан,ilość
335,Haufen::N,өйөм,kupa
336,Reihe::N,рәт,rząd
337,Reihe::N,рәт,szereg
338,Boot::N,кәмә,łódź
339,Boot::N,кәмә,łódka
340,Ruder::N,ишкәк,wiosło
341,Schlitten::N,сана,sanki
342,Ski::N,саңгы,narta
343,Lagerfeuer::N,костер,ognisko
344,Last::N,ауырлыҡ,ciężar
345,Last::N,ауырлыҡ,brzemię
346,Gang::N,барыу,chód
347,Schritt::N,аҙым,krok
348,Norden::N,төньяҡ,północ
349,Süden::N,көньяҡ,południe
350,Westen::N,көнбайыш,zachód
351,Osten::N,көнсығыш,wschód
352,Holz::N,үағас,drzewo
353,Brett::N,таҡта,deska
354,Platte::N,плита,płyta
355,Stütze::N,терәк,podpora
356,Stange::N,кәртә,drąg
357,Stange::N,кәртә,żerdź
358,Stock::N,таяҡ,kij
359,Stock::N,таяҡ,laska
360,Stab::N,ҡолға,pręt
361,Rohr::N,торба,rura
362,Haus::N,өй,dom
363,Haus::N,йорт,dom
364,Heim::N,өй,dom
365,Ofen::N,мейес,piec
366,Fußboden::N,енес,podłoga
367,Tisch::N,өҫтәл,stół
368,Stuhl::N,ултырғыс,krzesło
369,Wiege::N,бишек,kołyska
370,Bett::N,карауат,łóżko
371,Bett::N,карауат,pościel
372,Regal::N,кәштә,regał
373,Kiste::N,йәшинк,skrzynia
374,Fenster::N,тәҙрә,okno
375,Tür::N,ишек,drzwi
376,Tor::N,ҡапҡа,brama
377,Zaun::N,ҡойма,płot
378,Zaun::N,ҡойма,parkan
379,Dach::N,түбә,dach
380,Dach::N,ҡыйыҡ,dach
381,Leiter::N,баҫҡыс,drabina
382,Besen::N,һепертке,miotła
383,Spaten::N,көрәк,rydel
384,Schaufel::N,көрәк,łopata
385,Gabel::N,сәнске,widelec
386,Löffel::N,ҡалаҡ,łyżka
387,Messer::N,бысаҡ,nóż
388,Nagel::N,сөй,gwóźdź
389,Netz::N,ау,sieć
390,Haken::N,ыргаҡ,hak
391,Griff::N,тотҡа,chwyt
392,Schloss::N,йоҙаҡ,zamek
393,Bild::N,картина,obraz
394,Figur::N,һын,figura
395,Puppe::N,ҡурсаҡ,lalka
396,Beutel::N,тоҡ,torba
397,Bündel::N,төргәк,wiązka
398,Tasche::N,сумка,torba
399,Eimer::N,биҙрә,kubeł
400,Eimer::N,биҙрә,wiadro
401,Deckel::N,ҡапҡас,przykrywka
402,Geschirr::N,һауыт-һаба,statki
403,Geschirr::N,һауыт-һаба,naczynia
404,Sack::N,тоҡ,worek
405,Tasse::N,сынаяҡ,filiżanka
406,Topf::N,кәстрүл,garnek
407,Kessel::N,ҡаҙан,kocioł
408,Essen::N,ашау,jedzenie
409,Nahrung::N,аҙыҡ,pokarm
410,Nahrung::N,аҙыҡ,pożywienie
411,Speise::N,аш,potrawa
412,Speise::N,аш,jedzenie
413,Fleisch::N,ит,mięso
414,Getreide::N,иген,zboże
415,Getreide::N,ашлыҡ,zboże
416,Brei::N,бутҡа,kasza
417,Brot::N,икмәк,chleb
418,Scheibe::N,телем,kromka
419,Fett::N,май,tłuszcz
420,Butter::N,май,masło
421,Öl::N,май буяуы,olej
422,Salz::N,тоҙ,sól
423,Suppe::N,һурпа,zupa
424,Honig::N,бал,miód
425,Milch::N,һөт,mleko
426,Tee::N,сәй,herbata
427,Leder::N,күн,skóra
428,Wolle::N,йөн,wełna
429,Stoff::N,туҡыма,tkanina
430,Stoff::N,туҡыма,materiał
431,Nadel::N,энә,igła
432,Faden::N,еп,nić
433,Faden::N,еп,nitka
434,Knopf::N,төймә,guzik
435,Knoten::N,төйөн,węzeł
436,Farbe::N,буяу,farba
437,Kleidung::N,кейем,odzież
438,Hemd::N,күлдәк,koszula
439,Kragen::N,яға,kołnierz
440,Ärmel::N,ең,rękaw
441,Hose::N,салбар,spodnie
442,Gürtel::N,ҡайыш,pasek
443,Mütze::N,бүрк,czapka
444,Schuh::N,туфли,but
445,Schuh::N,туфли,bucik
446,Stiefel::N,итек,but
447,Stiefel::N,итек,kozak
448,Ring::N,йөҙөк,pierścień
449,Ring::N,балдаҡ,pierścień
450,Band::N,таҫма,wstęga
451,Kamm::N,тараҡ,grzebień
452,Spiegel::N,көзгө,lustro
453,Riemen::N,ҡайыш,rzemień
454,Schnur::N,бау,sznur
455,Leine::N,бау,smycz
456,Decke::N,одеяд,kołdra
457,Kissen::N,мендәр,poduszka
458,Tuch::N,яулыҡ,chustka
459,Handtuch::N,таҫтамал,ręcznik
460,Kraft::N,көс,moc
461,Kraft::N,көс,siła
462,Stärke::N,көс,moc
463,Stärke::N,көс,siła
464,Gesundheit::N,һаулыҡ,zdrowie
465,Krankheit::N,сир,choroba
466,Krankheit::N,ауырыу,choroba
467,Schmerz::N,һыҙлау,ból
468,Schmerz::N,әрнеү,ból
469,Wunde::N,йәрәхәт,rana
470,Fieber::N,тапма,gorączka
471,Fieber::N,биҙгәк,gorączka
472,Arznei::N,дарыу,lekarstwo
473,Brücke::N,күпер,most
474,Brunnen::N,ҡоҙоҡ,studnia
475,Weide::N,көтөүлек,pastwisko
476,Pfad::N,һуҡмаҡ,ścieżka
477,Weg::N,юл,droga
478,Straße::N,урам,ulica
479,Dorf::N,ауыл,wieś
480,Stadt::N,ҡала,miasto
481,Brief::N,хат,list
482,Buch::N,китап,książka
483,Buch::N,кенәгә,książka
484,Buchstabe::N,хәреф,litera
485,Zeitung::N,гәзит,gazeta
486,Zeitung::N,гәзит,dziennik
487,Leben::N,йәшәү,życie
488,Tod::N,үлем,śmierć
489,Grab::N,ҡәбер,grób
490,Kirche::N,сиркәү,kościół
491,Sünde::N,гөнаһ,grzech
492,Gott::N,алла,bóg
493,Gott::N,хоҙай,bóg
494,Arbeiter::N,эшсе,robotnik
495,Chef::N,башлыҡ,szef
496,Meister::N,оҫта,mistrz
497,Meister::N,оҫта,majster
498,Arzt::N,врач,lekarz
499,Lehrer::N,уҡытыусы,nauczyciel
500,Geld::N,аҡса,pieniądze
501,Geschäft::N,эш,sprawa
502,Geschäft::N,эш,interes
503,Laden::N,магазин,sklep
504,Preis::N,хаҡ,cena
505,Ware::N,тауар,towar
506,Nutzen::N,файҙа,pożytek
507,Reichtum::N,байлыҡ,bogactwo
508,Welt::N,донъя,świat
509,Land::N,ил,kraj
510,Staat::N,дәүләт,państwo
511,König::N,король,król
512,Macht::N,власть,władza
513,Grenze::N,сик,granica
514,Krieg::N,һуғыш,wojna
515,Feind::N,йылан,wróg
516,Gewalt::N,көслөк,władza
517,Kampf::N,көрәш,bój
518,Kampf::N,көрәш,walka
519,Bogen[Waffe]::N,йәйә,łuk
520,Pfeil::N,уҡ,strzała
521,Gewehr::N,мылтыҡ,karabin
522,Fehler::N,хата,błąd
523,Lüge::N,ялған,kłamstwo
524,Schaden::N,зыян,szkoda
525,Schaden::N,зарар,szkoda
526,Unglück::N,ҡаза,nieszczęście
527,Schuld::N,ғәйеп,wina
528,Alter::N,йәш,wiek
529,Schluss::N,һуң,koniec
530,Schluss::N,һуң,zakończenie
531,Schluss::N,аҙаҡ,koniec
532,Schluss::N,аҙаҡ,zakończenie
533,Zeit::N,мәл,czas
534,Zeit::N,заман,czas
535,Tag::N,көн,dzień
536,Morgen::N,иртә,ranek
537,Morgen::N,иртә,poranek
538,Morgen::N,иртәнсәк,ranek
539,Morgen::N,иртәнсәк,poranek
540,Mittag::N,төш,południe
541,Abend::N,кис,wieczór
542,Nacht::N,төн,noc
543,Woche::N,аҙна,tydzień
544,Monat::N,ай,miesiąc
545,Jahr::N,йыл,rok
546,Frühling::N,яҙ,wiosna
547,Sommer::N,йәй,lato
548,Herbst::N,көз,jesień
549,Winter::N,ҡыш,zima
550,Januar::N,ғинуар,styczeń
551,Februar::N,февраль,luty
552,März::N,март,marzec
553,April::N,апрель,kwiecień
554,Mai::N,май,maj
555,Juni::N,июнь,czerwiec
556,Juli::N,июль,lipiec
557,August::N,август,sierpień
558,September::N,сентябрь,wrzesień
559,Oktober::N,октябрь,październik
560,November::N,ноябрь,listopad
561,Dezember::N,декабрь,grudzień
562,Montag::N,дүшәмбе,poniedziałek
563,Dienstag::N,шишәмбе,wtorek
564,Mittwoch::N,шаршамбы,środa
565,Donnerstag::N,кесаҙна,czwartek
566,Freitag::N,йома,piątek
567,Samstag::N,шәмбе,sobota
568,Sonntag::N,йәкшәмбе,niedziela
569,groß::A,ҙур,duży
570,groß::A,ҙур,wielki
571,klein::A,бәләкәс,mały
572,lang::A,оҙон,długi
573,kurz::A,ҡыҫҡа,krótki
574,breit::A,киң,szeroki
575,schmal::A,тар,wąski
576,dicht::A,йыш,gęsty
577,dicht::A,ҡуйы,gęsty
578,dick[Gegenstand]::A,ҡалын,gruby
579,dünn::A,йоҡа,cienki
580,dünn::A,нәҙек,cienki
581,fein::A,нескә,drobny
582,fest::A,ныҡ,mocny
583,fest::A,ныҡ,twardy
584,flach::A,яҫы,płaski
585,flach::A,ялпаҡ,płaski
586,glatt::A,шыма,gładki
587,hart::A,ҡаты,twardy
588,weich::A,йомшаҡ,miękki
589,rund::A,түңәрәк,okrągły
590,spitz::A,осло түбәле,spiczasty
591,scharf::A,үткер,ostry
592,stumpf::A,утмәҫ,tępy
593,schwer::A,ауыр,ciężki
594,schön::A,матур,ładny
595,schön::A,матур,piękny
596,heiß::A,эҫе,gorący
597,warm::A,йылы,ciepły
598,kalt::A,һыуыҡ,zimny
599,kühl::A,һалҡынса,chłodny
600,frisch::A,һалҡынса,świeży
601,feucht::A,еүеш,wilgotny
602,feucht::A,дымлы,wilgotny
603,nass::A,еүеш,mokry
604,trocken::A,кипкән,suchy
605,voll::A,тулы,pełny
606,leer::A,буш,pusty
607,leer::A,буш,próżny
608,offen::A,асыҡ,otwarty
609,geschlossen::A,ябыҡ,zamknięty
610,sauber::A,таҙа,czysty
611,schmutzig::A,бысраҡ,brudny
612,roh::A,сей,surowy
613,reif::A,өлгөрғән,dojrzały
614,lecker::A,тәмле,smaczny
615,süß::A,тямле,słodki
616,süß::A,тәм-том,słodki
617,bitter::A,әсе,gorzki
618,sauer::A,әсе,kwaśny
619,hell::A,яҡты,jasny
620,dunkel::A,ҡараңғы,ciemny
621,schwarz::A,ҡара,czarny
622,weiß::A,аҡ,biały
623,rot::A,матур,czerwony
624,rot::A,һылыу,czerwony
625,rot::A,сибәр,czerwony
626,gelb::A,һары,żółty
627,blau::A,күк,błękitny
628,blau::A,күк,niebieski
629,grün::A,йәшел,zielony
630,grau::A,буҙ,szary
631,bunt::A,сыбар,barwny
632,bunt::A,ала-ҡола,barwny
633,billig::A,арзан,tani
634,teuer::A,ҡыйбатлы,drogi
635,wertvoll::A,ҡиммәтле,cenny
636,blind::A,һуҡыр,ślepy
637,taub::A,һаңғырау,głuchy
638,kräftig::A,көслө,mocny
639,kräftig::A,ҡеүәтле,mocny
640,stark::A,көслө,silny
641,stark::A,ҡеүәтле,silny
642,schwach::A,көсһөҙ,słaby
643,fett::A,һимеҙ,tłusty
644,schlank::A,зифа,smukły
645,hübsch::A,матур,ładny
646,böse::A,асыулы,zły
647,dumm::A,иҫәр,głupi
648,faul::A,иренсәк,leniwy
649,fleißig::A,тырыш,pilny
650,geizig::A,һаран,skąpy
651,klug::A,аҡыллы,mądry
652,geschickt::A,оҫта,zręczny
653,lieb::A,яғымлы,miły
654,lustig::A,күңелле,wesoły
655,sanft::A,йыуаш,łagodny
656,hungrig::A,ас,głodny
657,krank::A,сирле,chory
658,krank::A,ауырыу,chory
659,nackt::A,яланғас,nagi
660,traurig::A,яманһыу,smutny
661,lebendig::A,тере,żywy
662,lebendig::A,йәнле,żywy
663,gut::A,яҡшы,dobry
664,schlecht::A,хөрт,zły
665,schlecht::A,алама,zły
666,richtig::A,дөрөҫ,słuszny
667,richtig::A,дөрөҫ,właściwy
668,schlimm::A,хөрт,zły
669,schlimm::A,алама,zły
670,wahr::A,дөрөҫ,prawdziwy
671,alt::A,иҫке,stary
672,alt::A,боронғо,stary
673,neu::A,яңы,nowy
674,ehemalig::A,элекке,były
675,alt[Lebewesen]::A,ҡарт,stary
676,jung::A,йәш,młody
677,arm::A,фәҡир,ubogi
678,arm::A,фәҡир,biedny
679,reich::A,бай,bogaty
680,bekannt::A,таныш,znany
681,berühmt::A,атаҡлы,słynny
682,berühmt::A,данлыҡлы,słynny
683,fremd::A,ят,obcy
684,fremd::A,ят,cudzy
685,fremd::A,сит,obcy
686,fremd::A,сит,cudzy
687,verschieden::A,төрлө,różny
688,nah::A,яҡын,bliski
689,fern::A,алыҫ,daleki
690,fern::A,йыраҡ,daleki
691,linker::A,һул,lewy
692,rechter::A,уң,prawy
693,anderer::A,бутән,inny
694,erster::A,тәүге,pierwszy
695,zweiter::A,икенсе,drugi
696,dritter::A,өсөнсө,trzeci
697,letzter::A,һуңғы,ostatni
698,allein::ADV,бер үҙе,sam
699,allein::ADV,яңғыҙ,sam
700,auf einmal::ADV,бер юлы,naraz
701,zusammen::ADV,бергә,razem
702,lange::ADV,оҙаҡ,długo
703,plötzlich::ADV,ҡапыл,nagle
704,sofort::ADV,шунда уҡ,natychmiast
705,später::ADV,һуңыраҡ,później
706,jetzt::ADV,хәҙер,teraz
707,jetzt::ADV,хәҙер,obecnie
708,heute::ADV,бөгөн,dziś
709,heute::ADV,бөгөн,dzisiaj
710,morgen::ADV,иртәгә,jutro
711,bald::ADV,тиҙҙән,wkrótce
712,dann::ADV,һуңынан,potem
713,gestern::ADV,кисә,wczoraj
714,einst::ADV,ҡасандыр,kiedyś
715,einst::ADV,ҡасандыр,niegdyś
716,einst::ADV,бер баҡыт,kiedyś
717,einst::ADV,бер баҡыт,niegdyś
718,damals::ADV,ул саҡта,wtedy
719,damals::ADV,ул саҡта,wówczas
720,danach::ADV,һуңынан,następnie
721,vorher::ADV,элек,przedtem
722,zuerst::ADV,башта,naprzód
723,zuerst::ADV,башта,najpierw
724,einmal::ADV,бер,raz
725,manchmal::ADV,ҡайһы берҙә,czasem
726,oft::ADV,йыш,często
727,immer::ADV,һәр ҡасан,zawsze
728,niemals::ADV,бер ҡасан да,nigdy
729,niemals::ADV,бер ваҡытта ла,nigdy
730,hier::ADV,бында,tu
731,hier::ADV,бында,tutaj
732,hierhin::ADV,бында,tu
733,von hier::ADV,бынан,stąd
734,von hier::ADV,ошонан,stąd
735,dort::ADV,шунда,tam
736,dort::ADV,тегендә,tam
737,dorthin::ADV,шунда,tam
738,dorthin::ADV,тегеләй,tam
739,geradeaus::ADV,тура,prosto
740,vorwärts::ADV,алға,naprzód
741,rückwärts::ADV,кирегә,wstecz
742,zurück::ADV,кирегә,z powrotem
743,unten::ADV,түбәндә,u dołu
744,unten::ADV,түбәндә,na dole
745,hinab::ADV,түбәнгә,na_dół
746,hinab::ADV,түбәнгә,w_dół
747,oben::ADV,юғарыла,w górze
748,oben::ADV,юғарыла,na górze
749,hinauf::ADV,юғарыға,w górę
750,hinauf::ADV,юғарыға,na górę
751,überall::ADV,бөтә урында,wszędzie
752,nicht::ADV,тугел,nie
753,ein wenig::ADV,аҙ,trochę
754,kaum::ADV,көскә,ledwie
755,kaum::ADV,көскә,prawie nie
756,kaum::ADV,саҡ-саҡ,ledwie
757,kaum::ADV,саҡ-саҡ,prawie nie
758,sehr::ADV,ифат,bardzo
759,so::ADV,шулай,tak
760,noch::ADV,йәнә,jeszcze
761,nur::ADV,бары,tylko
762,schon::ADV,инде,już
763,wieder::ADV,тағы,znów
