,Concept_ID,az,ml
634,traurig::A,qəmgin,വിഷമമുള്ള
635,traurig::A,kədərli,വിഷമമുള്ള
636,lebendig::A,canlı,ഉപജീവനം
637,gut::A,yaxşı,നല്ല
638,schlecht::A,pis,മോശമായ
639,richtig::A,doğru,ശരിയായ
640,schlimm::A,fəna,വൃത്തികെട്ട
641,wahr::A,gərçək,ശരിയായ
642,alt::A,əski,പഴയ
643,alt::A,köhnə,പഴയ
644,neu::A,yeni,പുതിയ
645,ehemalig::A,əvvəlki,മുൻ
646,alt[Lebewesen]::A,qoca,വയസ്സുള്ള
647,jung::A,gənc,കൌമാരമായ
648,arm::A,kasıb,പാവപ്പെട്ട
649,arm::A,yoxsul,പാവപ്പെട്ട
650,reich::A,zəngin,സമ്പന്നമായ
651,bekannt::A,tanış,പരിചിതമായ
652,berühmt::A,məşhur,പ്രശസ്തനായ
653,fremd::A,yad,വൈദേശികമായ
654,verschieden::A,dürlü,വ്യത്യസ്തമായ
655,nah::A,yaxın,അരികത്തുള്ള
656,fern::A,uzaq,അകലെയുള്ള
657,linker::A,sol,അവശേഷിച്ച
658,rechter::A,sağ,വലത്തേ
659,anderer::A,başqa,മറ്റുള്ള
660,erster::A,birinci,ആദ്യത്തെ
661,zweiter::A,ikinci,രണ്ടാം
662,dritter::A,üçüncü,മൂന്നാമത്
663,letzter::A,sonuncu,അവസാനത്തെ
664,letzter::A,axırıncı,അവസാനത്തെ
665,allein::ADV,tək,തനിച്ചുള്ള
666,allein::ADV,yalqız,തനിച്ചുള്ള
667,auf einmal::ADV,birdən,ഉടന്
668,zusammen::ADV,birlikdə,ഒരുമിച്ച
669,lange::ADV,uzun,നീണ്ട_കാലത്തേയ്ക്ക്
670,plötzlich::ADV,qəfildən,പെട്ടെന്ന്
671,sofort::ADV,həmən,തത്ക്ഷണം
672,sofort::ADV,dərhal,തത്ക്ഷണം
673,später::ADV,sonra,പിന്നീട്
674,jetzt::ADV,indi,ഇപ്പോൾ
675,heute::ADV,bugün,ഇന്ന്
676,morgen::ADV,sabah,നാളെ
677,bald::ADV,yaxında,ഉടനെ
678,bald::ADV,tezliklə,ഉടനെ
679,dann::ADV,onda,അപ്പോൾ
680,gestern::ADV,dünən,ഇന്നലെ
681,einst::ADV,əvvəllər,പണ്ടൊരിക്കല്
682,damals::ADV,o vaxt,അപ്പോൾ
683,danach::ADV,sonra,പിന്നീട്
684,vorher::ADV,qabaqcadan,മുൻപ്
685,zuerst::ADV,əvvəl,ആദ്യം
686,einmal::ADV,bir dəfə,ഒരിക്കൽ
687,manchmal::ADV,hərdənbir,ചിലപ്പോൾ
688,oft::ADV,tez-tez,പലപ്പോഴും
689,oft::ADV,çox vaxt,പലപ്പോഴും
690,immer::ADV,daimi,എപ്പോഴും
691,immer::ADV,həmişə,എപ്പോഴും
692,niemals::ADV,əsla,ഒരിക്കലും
693,niemals::ADV,heç bir zaman,ഒരിക്കലും
694,hier::ADV,bura,ഇവിടെ
695,hier::ADV,burada,ഇവിടെ
696,hierhin::ADV,buraya,ഇവിടേക്ക്
697,von hier::ADV,buradan,ഇവിടെനിന്ന്
698,dort::ADV,ora,അവിടെ
699,dort::ADV,orada,അവിടെ
700,dorthin::ADV,oraya,അവിടേക്ക്
701,geradeaus::ADV,düz,മുമ്പിൽ
702,geradeaus::ADV,düz,മുമന്നോട്ട്
703,vorwärts::ADV,irəli,മുന്നോട്ട്
704,rückwärts::ADV,geri,തലതിരിച്ച്
705,zurück::ADV,geriyə,പുറകിലേക്ക്
706,unten::ADV,aşağıda,താഴെ
707,hinab::ADV,aşağı,താഴേക്ക്
708,oben::ADV,yuxarıda,മുകളിൽ
709,hinauf::ADV,yuxarı,മുകളിൽ
710,überall::ADV,hər yerdə,എല്ലായിടത്തും
711,nicht::ADV,-ma-,ഇല്ല
712,ein wenig::ADV,bir az,കുറച്ച്
713,kaum::ADV,güclə,കഷ്ടിച്ച്
714,sehr::ADV,çox,വളരെ
715,so::ADV,belə,അങ്ങനെ
716,noch::ADV,hələ,ഇപ്പോഴും
717,nur::ADV,yalnız,മാത്രം
718,schon::ADV,artıq,നേരത്തേ തന്നെ
719,wieder::ADV,yenə,വീണ്ടും
720,vergebens::ADV,boş yerə,വിഫല
721,vor::PRP,önündə,മുമ്പിൽ
722,hinter::PRP,arxasında,പുറകിൽ
723,unter::PRP,altında,കീഴിൽ
724,durch::PRP,içindən,ഉള്ളിലൂടെ
725,neben::PRP,yanında,അടുത്ത്
726,zwischen::PRP,arasında,ഇടയ്ക്ക്
727,wegen::PRP,üçün,നിമിത്തം
728,wegen::PRP,ötəri,നിമിത്തം
729,dies::PRN,bu,ഇത്
730,das::PRN,o,അത്
731,alles::PRN,hər şey,എല്ലാം
732,ich::PRN,mən,ഞാൻ
733,du::PRN,sən,നിങ്ങൾ
734,er::PRN,o,അദ്ദേഹം
735,er::PRN,o,അയാൾ
736,er::PRN,o,അവൻ
737,er::PRN,o,അവർ
738,er::PRN,o,അവൾ
739,wir::PRN,biz,നമ്മൾ
740,ihr::PRN,siz,നിങ്ങൾ
741,sie::PRN,onlar,അവർ
742,was::FPRN,nə,എന്ത്
743,wer::FPRN,kim,ആര്
744,wo::FADV,harada,എവിടെ
745,wohin::FADV,haraya,എവിടേക്ക്
746,wie::FADV,necə,എങ്ങനെ
747,warum::FADV,niyə,എന്തുകൊണ്ട്
748,warum::FADV,nə üçün,എന്തുകൊണ്ട്
749,wieviel::FNUM,neçə,എത്ര
750,wieviel::FNUM,nə qədər,എത്ര
751,eins::NUM,bir,ഒന്ന്
752,zwei::NUM,iki,രണ്ട്
753,drei::NUM,üç,മൂന്ന്
754,vier::NUM,dörd,നാല്
755,fünf::NUM,beş,അഞ്ച്
756,sechs::NUM,altı,ആറ്
757,sieben::NUM,yeddi,ഏഴ്
758,acht::NUM,səkkiz,എട്ട്
759,neun::NUM,doqquz,ഒമ്പത്
760,zehn::NUM,on,പത്ത്
761,elf::NUM,on bir,പതിനൊന്ന്
762,zwölf::NUM,on iki,പന്ത്രണ്ട്
763,zwanzig::NUM,iyirmi,ഇരുപത്
764,dreißig::NUM,otuz,മുപ്പത്
765,vierzig::NUM,qırx,നാൽപ്പത്
766,fünfzig::NUM,əlli,അൻപത്
767,sechzig::NUM,altmış,അറുപത്
768,siebzig::NUM,yetmiş,എഴുപത്
769,achtzig::NUM,səksən,എൺപത്
770,neunzig::NUM,doxsan,തൊണ്ണൂറ്
771,hundert::NUM,yüz,നൂറ്
772,tausend::NUM,min,ആയിരം
773,und::CNJ,və,ഉം
774,oder::CNJ,ya,അഥവാ
775,stehen::V,durmaq,നിൽക്കുക
776,sitzen::V,oturmaq,ഇരിക്കുക
777,liegen::V,uzanmaq,കിടക്കുക
778,hängen::V,asılmaq,തൂങ്ങുക
779,werden::V,olmaq,ആയിത്തീരുക
780,passieren::V,olmaq,സംഭവിക്കുക
781,passieren::V,baş vermək,സംഭവിക്കുക
782,beginnen::V,başlamaq,ആരംഭിക്കുക
783,enden::V,bitmək,അവസാനിപ്പിക്കുക
784,wechseln::V,dəyişmək,മാറ്റുക
785,aufgehen[Sonne]::V,doğmaq,ഉയരുക
786,untergehen[Sonne]::V,batmaq,അടുക്കി_വയ്ക്കുക
787,scheinen[Sonne]::V,parlamaq,പ്രകാശിക്കുക
788,donnern::V,guruldamaq,ഇടിവെട്ടുക
789,wehen::V,əsmək,വീശുക
790,strömen::V,axmaq,ഒഴുകുക
791,fließen::V,axmaq,ഒഴുകുക
792,sich drehen::V,dönmək,ചുറ്റുക
793,sich drehen::V,dönmək,കറക്കുക
794,schwanken::V,yellənmək,ഇരുവശത്തേയ്ക്കും_ആടുക
795,schwingen::V,yellənmək,ആടുക
796,fallen::V,düşmek,വീഴുക
797,brennen::V,yanmaq,കത്തുക
798,rauchen::V,tüstüləmək,പുകയുക
799,regnen::V,yağmaq,മഴ_പെയ്യുക
800,gefrieren::V,donmaq,തണത്ത്_മരവിക്കുക
801,tauen::V,ərimək,അലിയുക
802,schmelzen::V,ərimək,ഉരുകുക
803,trocknen::V,qurumaq,വരളുക
804,sieden::V,qaynamaq,തിളപ്പിക്കുക
805,faulen::V,çürümək,ചീയുക
806,verfaulen::V,çürümək,അഴുകുക
807,reißen::V,yırtılmaq,ശബ്ദത്തോടെ_മുറിയുക
808,versinken::V,batmaq,മുക്കുക
809,vergehen::V,ötmək,കടന്നുപോകുക
810,erscheinen::V,görünmək,പ്രത്യക്ഷപ്പെടുക
811,verschwinden::V,yox olmaq,അദൃശ്യമാകുക
812,sinken::V,enmək,താഴുക
813,abnehmen::V,azalmaq,കുറിയുക
814,zunehmen::V,artmaq,വർദ്ധിക്കുക
815,steigen::V,yüksəlmək,ഉയരുക
816,wachsen::V,böyümək,വളരുക
817,glänzen::V,parlamaq,മിന്നുക
818,funkeln::V,parıldamaq,തിളങ്ങുക
819,lärmen::V,səs-küy etmək,ശബ്ദമുണ്ടാക്കുക
820,läuten::V,çalmaq,മണിമുഴങ്ങുക
821,klingeln::V,zəng etmək,ചിലമ്പുക
822,klirren::V,cingildəmək,കിലുക്കുക
823,brausen::V,gurlamaq,മുഴങ്ങുക
824,rauschen::V,xışıldamaq,അനങ്ങുക
825,klingen::V,səslənmək,മുഴക്കുക
826,bellen::V,hürmək,കുരയ്ക്കുക
827,heulen::V,ulamaq,ഓരിയിടുക
828,blasen::V,üfləmək,ഊതുക
829,pfeifen::V,fit vermek,വിസിലടിക്കുക
830,schreien::V,bağırmaq,ആക്രോശിക്കുക
831,schreien::V,qışqırmaq,ആക്രോശിക്കുക
832,stöhnen::V,inləmək,അരക്കം
833,stöhnen::V,inləmək,ആർത്തനാദം
834,zittern::V,titrəmək,വിറയ്ക്കുക
835,leben::V,yaşamaq,താമസിക്കുക
836,geboren werden::V,doğmaq,ജനിക്കുക
837,atmen::V,nəfəs almaq,ശ്വസിക്കുക
838,trinken::V,içmek,കുടിക്കുക
839,essen::V,yemək,കഴിക്കുക
840,schlucken::V,udmaq,വിഴുങ്ങുക
841,müde werden::V,yorulmaq,ക്ഷീണിക്കുക
842,einschlafen::V,yuxuya getmək,നിദ്രിക്കുക
843,schlafen::V,uyumaq,ഉറങ്ങുക
844,aufwachen::V,oyanmaq,ഉണരുക
845,aufstehen::V,yuxudan durmaq,എഴുന്നേൽക്കുക
846,sich erholen::V,dincəlmək,വിശ്രമിക്കുക
847,krank werden::V,xəstə olmaq,ദീനംപിടിക്കുക
848,krank sein::V,azarlanmaq,രോഗികളാകുക
849,krank sein::V,xəstələnmək,രോഗികളാകുക
850,schmerzen::V,ağrimaq,വേദനിക്കുക
851,husten::V,öksürmək,ചുമയ്ക്കുക
852,genesen::V,sağalmaq,സുഖപ്പെടുക
853,sterben::V,ölmək,മരിക്കുക
854,sterben::V,vəfat etmək,മരിക്കുക
855,umkommen::V,həlak olmaq,മരിക്കുക
856,sich bewegen::V,hərəkət etmək,സ്ഥലം_മാറുക
857,sich rühren::V,tərpənmək,ചലിക്കുക
858,sich erheben::V,qalxmaq,നിൽക്കുക
859,sich setzen::V,oturmaq,ഇരിക്കുക
860,hinfallen::V,yıxılmaq,വീഴുക
861,laufen::V,yerimək,നടക്കുക
862,schreiten::V,addım atmaq,നടക്കുക
863,spazierengehen::V,gəzmək,ഉലാത്തുക
864,eilen::V,atılmaq,പാഞ്ഞെത്തുക
865,sich beeilen::V,tələsmək,തിരിക്കുകൂട്ടുക
866,sich beeilen::V,tələsmək,തിടുക്കം_കാട്ടുക
867,sausen::V,çırpmaq,കുതിക്കുക
868,rennen::V,qaçmaq,ഓടുക
869,springen::V,sıçramaq,ചാടുക
870,klettern::V,dırmanmaq,കയറുക
871,schaukeln::V,sallanmaq,ഇളകുക
872,kriechen::V,sürünmək,പതുങ്ങികയറുക
873,schwimmen::V,üzmek,നീന്തുക
874,tauchen::V,dalmaq,വെള്ളത്തിലേക്ക് ചാടുക
875,rudern::V,avarlamaq,തുഴയുക
876,fahren::V,sürmək,വാഹനം ഓടിക്കുക
877,fliegen::V,uçmaq,പറക്കുക
878,gehen::V,getmək,പോകുക
879,weggehen::V,getmək,വിടുക
880,abfahren::V,yola düşmək,പുറപ്പെടുക
881,anhalten::V,saxlamaq,നിർത്തുക
882,hineingehen::V,girmək,പ്രവേശിക്കുക
883,eintreten::V,girmək,പ്രവേശിക്കുക
884,eintreten::V,daxil olmaq,പ്രവേശിക്കുക
885,kommen::V,gəlmək,വരുക
886,ankommen::V,gəlib çatmaq,എത്തിച്ചേരുക
887,zurückkommen::V,qayıtmaq,തിരിച്ചു വരുക
888,bleiben::V,qalmaq,തുടരുക
889,warten::V,gözləmək,കാത്തിരിക്കുക
890,erwarten::V,bəkləmək,പ്രതീക്ഷിക്കുക
891,suchen::V,aramaq,തിരയുക
892,suchen::V,axtarmaq,തിരയുക
893,finden::V,tapmaq,കണ്ടെത്തുക
894,versuchen::V,çalışmaq,ശ്രമിക്കുക
895,vorbereiten::V,hazırlamaq,തയ്യാറെടുക്കുക
896,lieben::V,sevmək,സ്നേഹിക്കുക
897,mögen::V,xoşlamaq,ഇഷ്ടപ്പെടുക
898,lachen::V,gülmək,ചിരിക്കുക
899,rühren::V,həyəcanlandırmaq,ഹൃദയം സ്പർശിക്കുക
900,weinen::V,ağlamaq,തേങ്ങുക
901,schimpfen::V,küfr etmək,പിറുപിറുക്കുക
902,sich ärgern::V,acıqlanmaq,കോപിക്കുക
903,sich fürchten::V,qorxmaq,പേടിക്കുക
904,fürchten::V,qorxmaq,പേടിക്കുക
905,fliehen::V,qaçmaq,രക്ഷപ്പെടുക
906,flüchten::V,qaçmaq,രക്ഷപ്പെടുക
907,sehen::V,görmək,കാണുക
908,anschauen::V,baxmaq,നോക്കുക
909,ansehen::V,baxmaq,നോക്കുക
910,hören::V,duymaq,കേൾക്കുക
911,hören::V,eşitmək,കേൾക്കുക
912,zuhören::V,dinləmək,ശ്രദ്ധിക്കുക
913,probieren::V,dadına baxmaq,രുചിയുള്ളതായി_തോന്നുക
914,riechen::V,qoxlamaq,മണത്തു_നോക്കുക
915,fühlen::V,duymaq,സ്പർശിച്ചറിയുക
916,scheinen::V,görünmək,കാണപ്പെടുക
917,zu sehen sein::V,görünmək,വെളിച്ചപ്പെടുക
918,vernehmen::V,eşitmək,കേൾക്കുക
919,frieren::V,üşümək,വിറയ്ക്കുക
920,tun::V,etmək,ചെയ്യുക
921,können::V,bilmək,കഴിയുക
922,können::V,bacarmaq,കഴിയുക
923,wollen::V,istəmək,വേണുക
924,anfangen::V,başlamaq,തുടങ്ങുക
925,beenden::V,bitirmək,പൂർത്തിയാക്കുക
926,aufhören::V,bitmək,നിർത്തുക
927,aufhören::V,qurtarmaq,നിർത്തുക
928,gelingen::V,müvəffəq olmaq,വിജയിക്കുക
929,geraten::V,düşmək,പരിണമിക്കുക
930,öffnen::V,açmaq,തുറക്കുക
931,schließen::V,qapamaq,അടയ്ക്കുക
932,stellen::V,qoymaq,വയ്ക്കുക
933,setzen::V,oturtmaq,വയ്ക്കുക
934,legen::V,qoymaq,ഇടുക
935,berühren::V,toxunmaq,തൊടുക
936,verbinden::V,bağlamaq,ഘടിപ്പിക്കുക
937,bedecken::V,örtmək,മുടുക
938,aufhängen::V,asmaq,കെട്ടിതൂക്കുക
939,anzünden::V,yandırmaq,കത്തിക്കുക
940,aufheben::V,qaldırmaq,പെറുക്കിയെടുക്കുക
941,zurücklassen::V,buraxmaq,വച്ചുപോരുക
942,verlieren::V,itirmək,നഷ്ടപ്പെടുക
943,fallen lassen::V,düşürmək,വീഴ്ത്തുക
944,machen::V,etmək,ഉണ്ടാക്കുക
945,herstellen::V,istehsal etmək,ഉൽപാദിപ്പിക്കുക
946,bauen::V,tikmək,നിർമ്മിക്കുക
947,reparieren::V,təmir etmək,നന്നാക്കുക
948,verbessern::V,düzəltmək,മെച്ചപ്പെടുക
949,ändern::V,dəyişdirmək,മാറ്റംവരുത്തുക
950,graben::V,qazımaq,കുഴിക്കുക
951,beugen::V,əymək,വണങ്ങുക
952,biegen::V,bükmək,കുനിയുക
953,drehen::V,döndərmək,തിരിക്കുക
954,wenden::V,çevirmək,തിരിയുക
955,umdrehen::V,çevirmək,തിരിയുക
956,heben::V,qaldırmaq,ഉയർത്തുക
957,hochheben::V,qaldırmaq,ഉയർത്തുക
958,ergreifen::V,tutmaq,ബലമായി_പിടിക്കുക
959,halten::V,saxlamaq,പിടിക്കുക
960,drücken::V,sıxmaq,അമർത്തുക
961,schieben::V,sürmək,തള്ളുക
962,kratzen::V,qaşımaq,ചുരണ്ടുക
963,lecken::V,yalamaq,നക്കുക
964,beißen::V,dişləmək,കടിക്കുക
965,abreißen::V,qoparmaq,കീറിക്കളയുക
966,abschneiden::V,ayırmaq,മുറിച്ചുമാറ്റുക
967,binden::V,bağlamaq,കെട്ടുക
968,stecken::V,soxmaq,തുളയ്ക്കുക
969,brechen::V,qırmaq,ഉടയുക
970,klopfen::V,sındırmaq,തട്ടുക
971,hauen::V,vurmaq,അടിക്കുക
972,kleben::V,apışdırmaq,ഒട്ടിക്കുക
973,reiben::V,ovmaq,തിരുമ്മിത്തുടയ്ക്കുക
974,streichen::V,sürtmək,പടർത്തുക
975,schleifen::V,bülövləmək,പൊടിക്കുക
976,schneiden::V,kəsmək,മുറിക്കുക
977,rütteln::V,sirkələmək,മുട്ടുക
978,schütteln::V,çalxalamaq,കുലുക്കുക
979,schwenken::V,yelləmək,ആടുക
980,schütten::V,tökmək,ഒഴിക്കുക
981,füllen::V,doldurmaq,നിറയ്ക്കുക
982,einwickeln::V,sarımaq,പൊതിയുക
983,tragen::V,daşımaq,വഹിക്കുക
984,schleppen::V,sürükləmək,വലിച്ചിഴയ്ക്കുക
985,ziehen::V,çəkmək,വലിക്കുക
986,aufbewahren::V,gizlətmək,വയ്ക്കുക
987,werfen::V,atmaq,എറിയുക
988,fangen::V,tutmaq,പിടിക്കുക
989,packen::V,yaxalamaq,തട്ടിപ്പറിക്കുക
990,verstecken::V,gizlətmək,മറയ്ക്കുക
991,teilen::V,bölmək,വിഭജിക്കുക
992,schicken::V,yollamaq,അയയ്ക്കുക
993,schicken::V,göndərmək,അയയ്ക്കുക
994,bringen::V,gətirmək,കൊണ്ടുവരുക
995,hinzufügen::V,əlavə etmək,കൂട്ടുക
996,bekommen::V,almaq,കിട്ടുക
997,bekommen::V,əldə etmək,കിട്ടുക
998,erhalten::V,almaq,സ്വീകരിക്കുക
999,nehmen::V,almaq,എടുക്കുക
1000,wählen::V,seçmək,തിരഞ്ഞെടുക്കുക
1001,auswählen::V,arımaq,തിരഞ്ഞെടുക്കുക
1002,bewahren::V,qorumaq,പുലർത്തുക
1003,behindern::V,mane olmaq,തടയിടുക
1004,verderben::V,pozmaq,നശിപ്പിക്കുക
1005,beschädigen::V,zədələmək,ക്ഷതമേൽപ്പിക്കുക
1006,zerbrechen::V,qırmaq,ഉടയുക
1007,zerbrechen::V,sındırmaq,ഉടയുക
1008,zerreißen::V,yırtmaq,കീറുക
1009,zerstören::V,dağıtmaq,നശിപ്പിക്കുക
1010,verbrennen::V,yandırmaq,കത്തിനശിക്കുക
1011,verbrennen::V,yandırmaq,കത്തിച്ചുകളയുക
1012,geben::V,vermək,കൊടുക്കുക
1013,geben::V,vermək,തരുക
1014,reichen::V,uzatmaq,കൈമാറുക
1015,schenken::V,vermək,സമ്മാനം കൊടുക്കുക
1016,versprechen::V,vəd vermək,വാഗ്ദാനം_നൽകുക
1017,wünschen::V,arzulamaq,ആഗ്രഹിക്കുക
1018,loben::V,tərifləmək,പുകഴ്ത്തുക
1019,küssen::V,öpmək,ഉമ്മവയ്ക്കുക
1020,wiegen::V,tərpətmək,ഇളകുക
1021,zudecken::V,örtmək,മുടുക
1022,wecken::V,oyatmaq,ഉണർത്തുക
1023,zeigen::V,göstərmək,കാണിക്കുക
1024,führen::V,rəhbərlik etmək,നടത്തുക
1025,lehren::V,öyrətmək,പഠിപ്പിക്കുക
1026,unterrichten::V,öyrətmək,പരിശീലിപ്പിക്കുക
1027,unterrichten::V,dərs vermək,പരിശീലിപ്പിക്കുക
1028,aufziehen::V,tərbiyə etmək,വളർത്തിക്കൊണ്ടുവരുക
1029,leiten::V,idarə etmək,നയിക്കുക
1030,antreiben::V,bizləmək,പ്രേരിപ്പിക്കുക
1031,lassen::V,-tırmaq,അനുവദിക്കുക
1032,einladen::V,dəvət etmək,ക്ഷണിക്കുക
1033,vereinigen::V,birləşdirmək,കൂടിച്ചേരുക
1034,besuchen::V,baş çəkmək,സന്ദർശിക്കുക
1035,besuchen::V,ziyarət etmək,സന്ദർശിക്കുക
1036,treffen::V,rastlaşmaq,തമ്മിൽ കാണുക
1037,treffen::V,rast gəlmək,തമ്മിൽ കാണുക
1038,sich versammeln::V,toplanmaq,സംയോജിപ്പിക്കുക
1039,spielen::V,oynamaq,കളിക്കുക
1040,singen::V,oxumaq,പാടുക
1041,tanzen::V,oynamaq,നൃത്തം ചെയ്യുക
1042,tanzen::V,rəqs etmək,നൃത്തം ചെയ്യുക
1043,sich trennen::V,ayrılmaq,നേർപെടുത്തുക
1044,verlassen::V,tərk etmək,പിൻവാങ്ങുക
1045,retten::V,xilas etmək,രക്ഷിക്കുക
1046,bewachen::V,gözətmək,കാവൽനിൽക്കുക
1047,schützen::V,qorumaq,പരിരക്ഷിക്കുക
1048,verteidigen::V,qorumaq,പ്രതിരോധിക്കുക
1049,sich schlagen::V,döyüşmək,കലഹിക്കുക
1050,schießen::V,atmaq,വെടിവെക്കുക
1051,schießen::V,atəş açmaq,വെടിവെക്കുക
1052,siegen::V,yenmək,വിജയിക്കുക
1053,ärgern::V,acışdırmaq,വിഷമിപ്പിക്കുക
1054,schlagen::V,döymək,അടിക്കുക
1055,treten::V,təpmək,തൊഴിക്കുക
1056,stechen::V,soxmaq,കുത്തുക
1057,stoßen::V,itələmək,തള്ളുക
1058,stehlen::V,çalmaq,മോഷ്ടിക്കുക
1059,stehlen::V,oğurlamaq,മോഷ്ടിക്കുക
1060,stören::V,pozmaq,ശല്യപ്പെടുത്തുക
1061,belästigen::V,narahat etmək,മെനക്കെടുക
1062,verbergen::V,gizləmək,മറയ്ക്കുക
1063,verbergen::V,gizləmək,ഒളിക്കുക
1064,täuschen::V,aldatmaq,കബളിപ്പിക്കുക
1065,betrügen::V,aldatmaq,ചതിക്കുക
1066,töten::V,öldürmək,കൊല്ലുക
1067,wohnen::V,yaşamaq,താമസിക്കുക
1068,arbeiten::V,işləmək,ജോലിചെയ്യുക
1069,arbeiten::V,çalışmaq,ജോലിചെയ്യുക
1070,sammeln::V,yığmaq,സഞ്ചയിക്കുക
1071,sammeln::V,toplamaq,സഞ്ചയിക്കുക
1072,pflücken::V,qoparmaq,പറിച്ചെടുക്കുക
1073,jagen::V,ovlamaq,വേട്ടയാടുക
1074,fischen::V,balıq tutmaq,മീൻ പിടിക്കുക
1075,fassen::V,tutmaq,പിടിക്കുക
1076,hüten::V,güdmək,ചേർക്കുക
1077,treiben::V,haylamaq,വാഹനം_ഓടിക്കുക
1078,anbinden::V,bağlamaq,കെട്ടിയിടുക
1079,füttern::V,bəsləmək,തീറ്റുക
1080,melken::V,sağmaq,പാലുകറക്കുക
1081,hacken::V,yarmaq,വെട്ടിമുറിക്കുക
1082,gießen::V,sulamaq,നനയ്ക്കുക
1083,reifen::V,dəymək,പാകമാകുക
1084,zubereiten::V,bişirmək,പാചകം_ചെയ്യുക
1085,kochen::V,qaynatmaq,വേവിക്കുക
1086,backen::V,bişirmək,ബേക്ക് ചെയ്യുക
1087,braten::V,qızartmaq,പോരിക്കുക
1088,umrühren::V,qarışdırmaq,ഇളക്കുക
1089,stricken::V,hörmək,മെടയുക
1090,nähen::V,tikmək,തുന്നുക
1091,färben::V,boyamaq,ചായം പൂശുക
1092,reinigen::V,təmizləmək,വൃത്തിയാക്കുക
1093,waschen::V,yumaq,കഴുകുക
1094,abwischen::V,silmək,തുടയ്ക്കുക
1095,spülen::V,çalxamaq,കഴുകുക
1096,fegen::V,süpürmək,അടിച്ചുവാരുക
1097,kehren::V,süpürmək,അടിച്ചുവാരുക
1098,baden::V,çimmək,നീന്തിത്തുടിക്കുക
1099,sich waschen::V,yuyunmaq,കഴുകുക
1100,ausziehen::V,soyunmaq,ഇഴുക്കുക
1101,anziehen::V,geymək,ഉടുക്കുക
1102,sich anziehen::V,geyinmək,ധരിച്ച നേടുകയുക
1103,kämmen::V,daramaq,മുടിചീകുക
1104,schmücken::V,bəzəmək,അലങ്കരിക്കുക
1105,sagen::V,demək,പറയുക
1106,sagen::V,söymek,പറയുക
1107,sprechen::V,danışmaq,സംസാരിക്കുക
1108,reden::V,danışmaq,സംസാരിക്കുക
1109,sich unterhalten::V,söhbət etmək,നർമ്മസല്ലാപം നടത്തുക
1110,fragen::V,soruşmaq,ചോദിക്കുക
1111,bitten::V,diləmək,അപേക്ഷിക്കുക
1112,bitten::V,xahiş etmək,അപേക്ഷിക്കുക
1113,erzählen::V,bəhs etmək,പറയുക
1114,mitteilen::V,bildirmək,അറിയിക്കുക
1115,nennen::V,adlandırmaq,പേരിടുക
1116,rufen::V,çağırmaq,വിളിക്കുക
1117,prahlen::V,öyünmək,പൊങ്ങച്ചം പറയുക
1118,übersetzen::V,tərcümə etmək,പരിഭാഷപ്പെടുത്തുക
1119,denken::V,düşünmək,ചിന്തിക്കുക
1120,denken::V,fikirləşmək,ചിന്തിക്കുക
1121,glauben::V,inanmaq,വിശ്വസിക്കുക
1122,bemerken::V,qeyd etmək,ശ്രദ്ധിക്കുക
1123,erkennen::V,tanımaq,തിരിചറിയുക
1124,begreifen::V,anlamaq,കൈപ്പിടിയിലാക്കുക
1125,verstehen::V,duymaq,മനസ്സിലാക്കുക
1126,lernen::V,öyrənmək,പഠിക്കുക
1127,wissen::V,bilmək,അറിയുക
1128,sich erinnern an::V,xatırlamaq,ഓർമിക്കുക
1129,vergessen::V,unutmaq,മറക്കുക
1130,messen::V,ölçmək,അളക്കുക
1131,zählen::V,saymaq,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1132,rechnen::V,hesablamaq,ഗണിക്കുക
1133,lesen::V,oxumaq,വായിക്കുക
1134,malen::V,şəkil çəkmək,ചിത്രം വരയ്ക്കുക
1135,zeichnen::V,cızmaq,വരയ്ക്കുക
1136,schreiben::V,yazmaq,എഴുതുക
1137,besitzen::V,yiyələnmək,സ്വന്തമാക്കുക
1138,besitzen::V,malik olmaq,സ്വന്തമാക്കുക
1139,kaufen::V,satın almaq,വാങ്ങുക
1140,verkaufen::V,satmaq,വിൽക്കുക
1141,bezahlen::V,ödəmək,പരിഹാരം ചെയ്യുക
1142,zahlen::V,ödəmək,പണം അടയ്ക്കുക
1143,beherrschen::V,idarə etmək,ഭരിക്കുക
1144,ertragen::V,dözmək,താങ്ങുക
