,Concept_ID,uz,ta
677,dreißig::NUM,o'ttiz,முப்பது
678,vierzig::NUM,qirq,நாற்பது
679,fünfzig::NUM,ällik,ஐமபது
680,sechzig::NUM,oltmish,அறுபது
681,siebzig::NUM,etmish,எழுபது
682,achtzig::NUM,sakson,எண்பது
683,neunzig::NUM,to'qson,தொன்னூறு
684,hundert::NUM,yuz,நூறு
685,tausend::NUM,ming,ஆயிரம்
686,und::CNJ,va,மற்றும்
687,oder::CNJ,yo,அல்லது
688,stehen::V,turmoq,நில்
689,sitzen::V,o'tirmoq,உட்கார்
690,liegen::V,yotmoq,படு
691,hängen::V,osilmoq,தொங்கச் செய்
692,werden::V,bo'lmoq,ஆகு
693,passieren::V,bo'lib o'tmoq,நிகழ்
694,beginnen::V,boshlanmoq,ஆரம்பி
695,enden::V,bitmoq,முடி
696,wechseln::V,o'zgarmoq,மாற்று
697,aufgehen[Sonne]::V,chiqmoq,உயர எழு
698,untergehen[Sonne]::V,botmoq,பொறுத்து
699,scheinen[Sonne]::V,yaraqlamoq,பிரகாசி
700,donnern::V,gulduramoq,இடி
701,wehen::V,elpimoq,வீசு
702,strömen::V,oqmoq,பாயதல்
703,fließen::V,oqmoq,நீரோட்டம் போக்கில் போ
704,sich drehen::V,aylanmoq,சுழல்
705,schwanken::V,qoqilmoq,தள்ளாடு
706,schwingen::V,lopillamoq,ஆடு
707,fallen::V,tushmoq,விழு
708,brennen::V,yonmoq,எரி
709,rauchen::V,tutamoq,பகை பிடி
710,regnen::V,yomg'ir yog'moq,மழை பெய்
711,gefrieren::V,muzlamoq,உறைந்துவிடு
712,tauen::V,ärimoq,உருகு
713,schmelzen::V,ärimoq,உருகு
714,trocknen::V,qurimoq,உலர்த்து
715,sieden::V,qaynamoq,கொதிக்க வை
716,faulen::V,chirimoq,அழுகச் செய்
717,verfaulen::V,chirimoq,அழுகச் செய்
718,reißen::V,qayt qilmoq,திடீரென அறு
719,versinken::V,g'arq bo'lmoq,மூழ்கு
720,vergehen::V,o'tmoq,கடந்துசெல்
721,erscheinen::V,zuhur ätmoq,தோன்றச்
722,verschwinden::V,yo'qolmoq,மறைந்து போ
723,sinken::V,pasaymoq,பதைவுறு
724,abnehmen::V,kamaymoq,குறை
725,zunehmen::V,urchimoq,உயர்த்து
726,steigen::V,oshmoq,உயர எழு
727,wachsen::V,o'smoq,வளர்
728,glänzen::V,porlamoq,மிளிர்
729,funkeln::V,yalt ätmoq,பிரகாசி
730,lärmen::V,taraq ätmoq,கொம்பு
731,läuten::V,jiringlamoq,மணியொலியிசை
732,klingeln::V,jiringlamoq,மணி அடி
733,klirren::V,sharaqlamoq,கிலுங்கு
734,brausen::V,vag'illamoq,இரைதல்
735,rauschen::V,shitirlamoq,சலசலப்பு
736,klingen::V,yangramoq,சிலம்புதல்
737,bellen::V,hurmoq,குரை
738,heulen::V,uvlamoq,ஊளையிடு
739,blasen::V,puflamoq,ஊது
740,pfeifen::V,xushtak chalmoq ,சீழ்க்கை எழப்பு
741,schreien::V,qiyqirmoq,கூச்சலிடு
742,stöhnen::V,nola qilmoq,வேதனை
743,zittern::V,titramoq,நடுங்கு
744,leben::V,yashamoq,உயிருடனிரு
745,geboren werden::V,tug'ilmoq,பிற
746,atmen::V,nafas chiqarmoq,சுவாசி
747,trinken::V,ichmoq,குடி
748,essen::V,emoq,சாப்பிடு
749,schlucken::V,yutmoq,முழுங்கு
750,müde werden::V,horimoq,கையயர்தல்
751,einschlafen::V,uxlab qolmoq,தூங்க
752,schlafen::V,uxlamoq,தூங்கு
753,aufwachen::V,uyg'onmoq,எழுப்பு
754,aufstehen::V,qo'pmoq,எழுந்திரு
755,sich erholen::V,dam olmoq,இளைப்பாறு
756,krank werden::V,kasallanmoq,விழுதல்
757,krank sein::V,betob yotmoq,நருக்கலாயிருக்க
758,schmerzen::V,og'rimoq,நோவுறு
759,husten::V,yo'talmoq,இருமு
760,genesen::V,tuzalmoq,குணம் அடை
761,sterben::V,o'lmoq,மரணமடை
762,umkommen::V,halok bo'lmoq,நசி
763,sich bewegen::V,harakat qilmoq,நகர்த்து
764,sich rühren::V,qimirlamoq,அசை
765,sich erheben::V,qo'pmoq,எழுந்து நில்
766,sich setzen::V,o'tirmoq,உட்கார்
767,hinfallen::V,yiqilmoq,விழு
768,laufen::V,yurmoq,நட
769,schreiten::V,yurmoq,கவடுவைத்தல்
770,spazierengehen::V,sayr ätmoq,உலவு
771,eilen::V,tezlamoq,விரைந்து
772,sich beeilen::V,shoshmoq,அவசரப்படுத்து
773,sausen::V,chopqillamoq,விரைந்து செல்
774,rennen::V,yugurmoq,ஓடு
775,springen::V,sakramoq,குதி
776,klettern::V,yuqorilamoq,ஏறு
777,schaukeln::V,irg'amoq,தள்ளாடு
778,kriechen::V,ämaklamoq,மெதுவாக நடந்து செல்
779,schwimmen::V,suzmoq,நீந்து
780,tauchen::V,chu'mmoq,மூழ்கி நீச்சலடி
781,rudern::V,eshkak eshmoq,துடுப்புப் போடு
782,fahren::V,haydamoq,ஓட்டு
783,fliegen::V,uchmoq,பற
784,gehen::V,bormoq,போ
785,weggehen::V,ketoq,விலகிச் செல்
786,abfahren::V,jo'namoq,புறப்பட்டுச் செல்
787,anhalten::V,to'xtamoq,நின்றுவிடு
788,hineingehen::V,kirmoq,மறையச் செய்
789,eintreten::V,kirmoq,நுழை
790,kommen::V,kelmoq,வா
791,ankommen::V,etib kelmoq,வநது சேர்
792,zurückkommen::V,qaytib kelmoq,திரும்பி வா
793,bleiben::V,qolmoq,இரு
794,warten::V,poylamoq,தாமதி
795,erwarten::V,kutmoq,எதிர்நோக்கு
796,suchen::V,izlamoq,தேடு
797,finden::V,topmoq,கண்டுபிடி
798,versuchen::V,chalishmoq,முயற்சி செய்
799,vorbereiten::V,hozirlamoq,ஆயத்தம் செய்
800,lieben::V,sevmoq,அன்பு செலுத்து
801,mögen::V,ardoqlamoq,விரும்பு
802,lachen::V,kulmoq,சிரி
803,rühren::V,ta'sirlantirmoq,இதயத்தைத் தொடு
804,weinen::V,yig'lamoq,அழு
805,schimpfen::V,koyinmoq,சாபமிடு
806,sich ärgern::V,g'azab qilmoq,கோப்பபடு
807,sich fürchten::V,hurkmoq,பயப்படு
808,fürchten::V,qo'rqmoq,பயப்படுத்து
809,fliehen::V,qochmoq,ஓடு
810,flüchten::V,qochmoq,தப்பிவிடு
811,sehen::V,ko'rmoq,பார்
812,anschauen::V,razm solmoq,கூர்ந்து கவனி
813,ansehen::V,razm qilmoq,கவனி
814,hören::V,äshitmoq,கேள்
815,zuhören::V,tinglamoq,சுவைத்துப் பார்
816,probieren::V,tatib ko'rmoq,ருசி
817,riechen::V,iskamoq,முகர்ந்து பார்
818,fühlen::V,sezmoq,தொட்டுணர்
819,scheinen::V,tuyilmoq,காணப்படு
820,zu sehen sein::V,ko'rinmoq,தோன்றுதல்
821,vernehmen::V,äshitmoq,கேள்
822,frieren::V,sovuq qotmoq,குதுகுதுகு
823,tun::V,ätmoq,செய்
824,können::V,-a olmoq,இயல்வது
825,können::V,-y olmoq,இயல்வது
826,wollen::V,istamoq,விரும்பு
827,anfangen::V,boshlamoq,தொடங்கு
828,beenden::V,bitirmoq,முடி
829,aufhören::V,tinmoq,நிறுத்து
830,gelingen::V,muvaffaqiyat qozonmoq,வெற்றி
831,geraten::V,bo'lmoq,ஏற்படுத்து
832,öffnen::V,ochmoq,திற
833,schließen::V,yopmoq,மூடு
834,stellen::V,qo'ymoq,வை
835,setzen::V,o'tqazmoq,வை
836,legen::V,yotqizmoq,பரப்பி வை
837,berühren::V,tegmoq,பதி
838,verbinden::V,ulamoq,சேர்
839,bedecken::V,bekitmoq,உறைபோடு
840,aufhängen::V,ildirmoq,தொங்கவிடு
841,anzünden::V,yondirmoq,எரியூட்டு
842,aufheben::V,ko'tarmoq,பொறுக்கி எடு
843,zurücklassen::V,ayrilmoq,விட்டுச் செல்
844,verlieren::V,yo'qotmoq,இழ
845,fallen lassen::V,tushirmoq,அளவில் குறைவு
846,machen::V,qilmoq,தயார்செய்
847,herstellen::V,chiqarmoq,உற்பத்தி செய்
848,bauen::V,solmoq,கட்டு
849,reparieren::V,tuzatmoq,பழுது பார்
850,verbessern::V,isloh qilmoq,மேம்படுத்து
851,ändern::V,o'zgartirmoq,மாற்றி அமை
852,graben::V,qazimoq,குழி வெட்டு
853,beugen::V,bukmoq,வனை
854,biegen::V,bukmoq,வனை
855,drehen::V,aylantirmoq,சுழல்
856,wenden::V,burmoq,குடைகவிழு
857,umdrehen::V,ag'darmoq,சுற்றும் முற்றும் பார்
858,heben::V,yuksaltirmoq,தூக்கு
859,hochheben::V,ko'tarmoq,தூக்கு
860,ergreifen::V,tutamlamoq,பறி
861,halten::V,tutmoq,பிடித்துக் கொள்
862,drücken::V,bosmoq,அழுத்து
863,schieben::V,surmoq,தள்ளு
864,kratzen::V,qashimoq,கீறு
865,lecken::V,mijimoq,நக்கு
866,beißen::V,tishlamoq,கடி
867,abreißen::V,emirmoq,கிழி
868,abschneiden::V,cho'rt kesmoq,வெட்டி எடு
869,binden::V,bog'lamoq,கட்டு
870,stecken::V,suqmoq,பதிய வை
871,brechen::V,sindirmoq,உடை
872,klopfen::V,dukurlamoq,தட்டு
873,hauen::V,urmoq,அடி
874,kleben::V,yopishtirmoq,ஒட்டு
875,reiben::V,surkamoq,தேய்
876,streichen::V,surkamoq,பரவச்செய்
877,schleifen::V,qayramoq,அரை
878,schneiden::V,kesmoq,துண்டாக்கு
879,rütteln::V,chayqamoq,மெல்ல தள்ளு
880,schütteln::V,chayqamoq,குலுக்கு
881,schwenken::V,chayqatmoq,ஊஞ்சலாடு
882,schütten::V,quymoq,ஊற்று
883,füllen::V,to'ldirmoq,நிரப்பு
884,einwickeln::V,chulg'amoq,சுற்று
885,tragen::V,tashimoq,எடுத்துச் செல்
886,schleppen::V,sudramoq,இழுத்துச் செல்
887,ziehen::V,tortmoq,இழு
888,aufbewahren::V,tutmoq,வைத்துக் கொள்
889,werfen::V,tashlamoq,வீசி எறி
890,fangen::V,tutmoq,பிடி
891,packen::V,opqochmoq,பிடித்துக்கொள்
892,verstecken::V,yashirmoq,மறை
893,teilen::V,bo'lmoq,பாகங்களாகப் பிரி
894,schicken::V,yubormoq,அனுப்பு
895,bringen::V,keltirmoq,கொண்டு வா
896,hinzufügen::V,tirkamoq,சேர்
897,bekommen::V,olmoq,பெறு
898,erhalten::V,olmoq,பெறு
899,nehmen::V,olmoq,எடு
900,wählen::V,saylamoq,தேர்ந்தெடு
901,auswählen::V,saylamoq,தேர்ல்தெடு
902,bewahren::V,saqlamoq,கெடாது பேணு
903,behindern::V,xalal bermoq,தடங்கல் செய்
904,verderben::V,xazon qilmoq,நாசமாக்கு
905,beschädigen::V,buzmoq,சேதப்படுத்து
906,zerbrechen::V,sindirmoq,உடை
907,zerreißen::V,yirtmoq,கிழி
908,zerstören::V,vayron qilmoq,அழி
909,verbrennen::V,kuydirmoq,எரியூட்டு
910,geben::V,bermoq,கொடு
911,reichen::V,bermoq,வழங்கு
912,schenken::V,sovg'a qilmoq,மொயத்தல்
913,versprechen::V,va'da bermoq,உறுதியளி
914,wünschen::V,orziqmoq,ஆசைப்படு
915,loben::V,maqtamoq,புகழ்ச்சி கூறு
916,küssen::V,o'pmoq,முத்தமிடு
917,wiegen::V,tebratmoq,ஆட்டுத்தல்
918,zudecken::V,yopmoq,உறைபோடு
919,wecken::V,uyg'otmoq,எழுப்பு
920,zeigen::V,ko'rsatmoq,காட்டு
921,führen::V,boshlik bo'lmoq,வழிகாட்டி
922,lehren::V,o'rgatmoq,சொல்லிக் கொடு
923,unterrichten::V,dars bermoq,அறிவுரை கூறு
924,aufziehen::V,o'stirmoq,வளர்
925,leiten::V,boshqarmoq,அழைத்துச் செல்
926,antreiben::V,shoshiltirmoq,தூண்டு
927,lassen::V,ruxsat bermoq,விடு
928,einladen::V,taklif kilmoq,அழை
929,vereinigen::V,qo'shmoq,ஒன்றாகச் சேர்
930,besuchen::V,mehmonga bormoq,வருகை புரி
931,treffen::V,duchor bo'lmoq,சந்தி
932,sich versammeln::V,to'planmoq,தொகுப்பு
933,spielen::V,o'ynamoq,விளையாடு
934,singen::V,yalla qilmoq,பாடு
935,tanzen::V,raqs qilmoq,நடனமாடு
936,sich trennen::V,yakkalanmoq,தனிப்படடுத்து
937,verlassen::V,qoldirmoq,கைவிடு
938,retten::V,qutqazmoq,காப்பாற்று
939,bewachen::V,qo'rimoq,காவல் செய்
940,schützen::V,yoniga olmoq,பாதுகாப்பு செய்
941,verteidigen::V,yoqlamoq,எதிர்த்து நில்
942,sich schlagen::V,yoqalashmoq,பூசலிடு
943,schießen::V,otmoq,சுட்டுக் கொல்
944,siegen::V,engmoq,வெற்றி பெறு
945,ärgern::V,jahl chiqarmoq,எரிச்சலூட்டு
946,schlagen::V,urmoq,அடி
947,treten::V,tepmoq,உதை
948,stechen::V,qadamoq,கொட்டு
949,stoßen::V,turtmoq,நெருக்கு
950,stehlen::V,o'g'rilamoq,திருடு
951,stören::V,tebratmoq,தொல்லைகொடு
952,belästigen::V,g'ashini keltirmoq,தொல்லை கொடு
953,verbergen::V,berkitmoq,மறை
954,täuschen::V,aldamoq,ஏமாற்று
955,betrügen::V,tirriq qilmoq,ஏமாற்று
956,töten::V,o'ldirmoq,கொல்
957,wohnen::V,istiqomat qilmoq,தங்கியிரு
958,arbeiten::V,ishlamoq,வேலை செய்
959,sammeln::V,yig'moq,ஒன்றுசேர்
960,pflücken::V,termoq,கொய்து எடு
961,jagen::V,ov qilmoq,வேட்டையாடு
962,fischen::V,baliq ovlamoq,மீன் பிடி
963,fassen::V,ilinmoq,பிடி
964,hüten::V,boqtirmoq,காவல் செய்
965,treiben::V,haydamoq,ஓட்டு
966,anbinden::V,bog'lamoq,கட்டு
967,füttern::V,edirmoq,உணவளி
968,melken::V,sog'moq,பால் கற
969,hacken::V,chopmoq,வெட்டி எடு
970,gießen::V,oqizmoq,நீர்ப் பாய்ச்சு
971,reifen::V,qizarmoq,பழு
972,zubereiten::V,pishirmoq,சமையல் செய்
973,kochen::V,qaynatmoq,வேகவை
974,backen::V,yopmoq,வெப்பத்தில் வாட்டு
975,braten::V,qovurmoq,பொரியச் செய்
976,umrühren::V,atalamoq,கலக்கு
977,stricken::V,to'qimoq,பின்னியிழை
978,nähen::V,tikmoq,தையல் வேலை செய்
979,färben::V,bo'yoqlamoq,வண்ணம் பெறச் செய்
980,reinigen::V,tozalamoq,சுத்தம் செய்
981,waschen::V,yuvmoq,கழுவு
982,abwischen::V,surkamoq,துடை
983,spülen::V,chaymoq,அலசு
984,fegen::V,cho'tkalamoq,பெறுக்கு
985,kehren::V,supurmoq,பெறுக்கு
986,baden::V,cho'milmoq,குளி
987,sich waschen::V,yuvinmoq,கழுவு
988,ausziehen::V,echintirmoq,கழற்று
989,anziehen::V,kiymoq,புனைதல்
990,sich anziehen::V,kiyinmoq,உடுத்துதல்
991,kämmen::V,taramoq,தலை வாரிக் கொள்
992,schmücken::V,yasatmoq,அழகுபடுத்து
993,sagen::V,aytmoq,சொல்
994,sprechen::V,so'zlamoq,பேசு
995,reden::V,gapirmoq,பெசு
996,sich unterhalten::V,suhbatlashmoq,இயல்பாக பேசிக்கொண்டிரு
997,fragen::V,so'ramoq,கேள்
998,bitten::V,iltimos qilmoq,வேண்டு
999,erzählen::V,aytib bermoq,சொல்
1000,mitteilen::V,bildirmoq,சொல்
1001,nennen::V,atamoq,பெயரிடுதல்
1002,rufen::V,chaqirmoq,கூச்சலிடு
1003,prahlen::V,gerdaymoq,தற்பெருமை பேசு
1004,übersetzen::V,tarjima qilmoq,மொழிபெயர்ப்பு செய்
1005,denken::V,o'ylamoq,யோசி
1006,glauben::V,ishonmoq,நம்பு
1007,bemerken::V,payqamoq,கவனி
1008,erkennen::V,tanimoq,அடையாளம் கண்டுகொள்
1009,begreifen::V,tushunmoq,பற்றிக்கொள்
1010,verstehen::V,anglamoq,புரிந்து கொள்
1011,lernen::V,o'qimoq,கற்றுக்கொள்
1012,wissen::V,bilmoq,தெரிந்திரு
1013,sich erinnern an::V,äsni tanimoq,நினைவு கூர்
1014,vergessen::V,unutmoq,மற
1015,messen::V,o'lchamoq,அளவிடு
1016,zählen::V,raqamlamoq,எண்ணு
1017,rechnen::V,cho'tlamoq,கணக்கிடு
1018,lesen::V,o'qimoq,படி
1019,malen::V,rasm solmoq,வண்ணச்சித்திரம்
1020,zeichnen::V,chizmoq,வரை
1021,schreiben::V,yozmoq,எழுது
1022,besitzen::V,ägalamoq,உடைமையாகக் கொண்டிரு
1023,kaufen::V,olmoq,வாங்கு
1024,verkaufen::V,sotmoq,விற்பனை செய்
1025,bezahlen::V,to'lamoq,இறுத்தல்
1026,zahlen::V,to'lamoq,பணம் செலுத்து
1027,beherrschen::V,ägalamoq,ஆட்சிசெய்
1028,ertragen::V,chidamoq,தாங்கு
