,Concept_ID,bg,fi
63,Gehirn::N,мозък,aivot
64,Herz::N,сърце,sydän
65,Magen::N,стомах,maha
66,Magen::N,стомах,vatsa
67,Leber::N,черен дроб,maksa
68,Atem::N,дишане,henki
69,Atem::N,дишане,hengitys
70,Hunger::N,глад,nälkä
71,Träne::N,сълза,kyynel
72,Geschmack::N,вкус,maku
73,Geruch::N,миризма,haju
74,Schlaf::N,сън,uni
75,Traum::N,сън,uni
76,Himmel::N,небе,taivas
77,Sonne::N,слънце,aurinko
78,Mond::N,луна,kuu
79,Mond::N,месец,kuu
80,Stern::N,звезда,tähti
81,Luft::N,въздух,ilma
82,Wind::N,вятър,tuuli
83,Welle::N,вълна,aalto
84,Wasser::N,вода,vesi
85,Stein::N,камък,kivi
86,Boden::N,земя,maa
87,Boden::N,земя,maaperä
88,Boden::N,почва,maa
89,Boden::N,почва,maaperä
90,Erde::N,земя,maa
91,Erde::N,почва,maa
92,Staub::N,прах,pöly
93,Rauch::N,дим,savu
94,Rauch::N,пушек,savu
95,Funke::N,искра,kipinä
96,Feuer::N,огън,tuli
97,Licht::N,светлина,valo
98,Schatten::N,сянка,varjo
99,Wetter::N,време,sää
100,Nebel::N,мъгла,sumu
101,Wolke::N,облак,pilvi
102,Regen::N,дъжд,sade
103,Schnee::N,сняг,lumi
104,Eis::N,лед,jää
105,Frost::N,мраз,halla
106,Frost::N,мраз,pakkanen
107,Kälte::N,студ,vilu
108,Kälte::N,студ,kylmyys
109,Hitze::N,жега,helle
110,Hitze::N,жега,kuumuus
111,Hitze::N,горещина,helle
112,Hitze::N,горещина,kuumuus
113,Raureif::N,скреж,huurre
114,Raureif::N,слана,huurre
115,Regenbogen::N,дъга,sateenkaari
116,Donner::N,гръм,jyrinä
117,Strömung::N,течение,virtaus
118,Tropfen::N,капка,tippa
119,Tropfen::N,капка,pisara
120,Schaum::N,пяна,vaahto
121,Schmutz::N,кал,loka
122,Schmutz::N,мръсотия,loka
123,See::N,езеро,järvi
124,Sumpf::N,блато,suo
125,Moor::N,мочурище,räme
126,Wiese::N,ливада,niitty
127,Wald::N,гора,metsä
128,Hügel::N,рид,mäki
129,Hügel::N,рид,kumpu
130,Hügel::N,рид,kukkula
131,Hügel::N,хълм,mäki
132,Hügel::N,хълм,kumpu
133,Hügel::N,хълм,kukkula
134,Anhöhe::N,могила,mäki
135,Anhöhe::N,могила,kumpare
136,Anhöhe::N,възвишение,mäki
137,Anhöhe::N,възвишение,kumpare
138,Berg::N,планина,mäki
139,Berg::N,планина,vuori
140,Gipfel::N,връх,laki
141,Gipfel::N,връх,huippu
142,Höhle::N,пещера,luola
143,Abhang::N,склон,rinne
144,Abhang::N,стръмнина,rinne
145,Quelle::N,извор,lähde
146,Bach::N,поток,puro
147,Fluss::N,река,joki
148,Ufer::N,бряг,ranta
149,Küste::N,бряг,rannikko
150,Küste::N,крайбрежие,rannikko
151,Festland::N,суша,manner
152,Meer::N,море,meri
153,Bucht::N,залив,lahti
154,Insel::N,остров,saari
155,Blume::N,цвете,kukka
156,Gras::N,трева,ruoho
157,Wurzel::N,корен,juuri
158,Baum::N,дърво,puu
159,Stamm::N,стъбло,runko
160,Rinde::N,кора,kuori
161,Rinde::N,кора,parkki
162,Ast::N,клон,oksa
163,Zweig::N,клон,haara
164,Blatt::N,лист,lehti
165,Birke::N,бреза,koivu
166,Kiefer[Baum]::N,бор,mänty
167,Kiefer[Baum]::N,бор,petäjä
168,Weide[Baum]::N,върба,paju
169,Tanne::N,ела,kuusi
170,Horn::N,рог,sarvi
171,Feder::N,перо,sulka
172,Feder::N,перо,höyhen
173,Fell::N,кожа,talja
174,Flügel::N,крило,siipi
175,Klaue::N,нокът,kynsi
176,Kralle::N,нокът,kynsi
177,Schwanz::N,опашка,häntä
178,Schwanz::N,опашка,pyrstö
179,Ei::N,яйце,muna
180,Nest::N,гнездо,pesä
181,Bau::N,дупка,pesä
182,Tier::N,животно,eläin
183,Herde::N,стадо,lauma
184,Kuh::N,крава,lehmä
185,Bulle::N,бик,sonni
186,Pferd::N,кон,hevonen
187,Schaf::N,овца,lammas
188,Schwein::N,свиня,sika
189,Hund::N,куче,koira
190,Katze::N,котка,kissa
191,Bär::N,мечка,karhu
192,Eichhörnchen::N,катерица,orava
193,Elch::N,лос,hirvi
194,Fuchs::N,лисица,kettu
195,Hase::N,заек,jänis
196,Maus::N,мишка,hiiri
197,Wolf::N,вълк,susi
198,Vogel::N,птица,lintu
199,Schwarm::N,рой,parvi
200,Schwarm::N,рояк,parvi
201,Huhn::N,кокошка,kana
202,Hahn::N,петел,kukko
203,Gans::N,гъска,hanhi
204,Adler::N,орел,kotka
205,Ente::N,патица,ankka
206,Eule::N,сова,pöllö
207,Kranich::N,жерав,kurki
208,Krähe::N,врана,varis
209,Kuckuck::N,кукувица,käki
210,Schwan::N,лебед,joutsen
211,Fisch::N,риба,kala
212,Barsch::N,костур,ahven
213,Hecht::N,щука,hauki
214,Schlange[Tier]::N,змия,käärme
215,Wurm::N,червей,mato
216,Spinne::N,паяк,hämähäkki
217,Ameise::N,мравка,muurahainen
218,Laus::N,въшка,täi
219,Mücke::N,комар,sääski
220,Mücke::N,комар,hyttynen
221,Fliege::N,муха,kärpänen
222,Schmetterling::N,пеперуда,perhonen
223,Beere::N,плод,marja
224,Apfel::N,ябълка,omena
225,Pilz::N,гъба,sieni
226,Zwiebel::N,лук,sipuli
227,Zwiebel::N,кромид,sipuli
228,Saat::N,семе,siemenet
229,Korn::N,зърно,jyvä
230,Korn::N,зърно,vilja
231,Heu::N,сено,heinä
232,Schale::N,кора,kuori
233,Grube::N,яма,kuoppa
234,Grube::N,дупка,kuoppa
235,Falle::N,примка,loukku
236,Schlinge::N,клуп,ansa
237,Spur::N,диря,jälki
238,Spur::N,следа,jälki
239,Asche::N,пепел,tuhka
240,Dreck::N,кал,lika
241,Eisen::N,желязо,rauta
242,Gold::N,злато,kulta
243,Silber::N,сребро,hopea
244,Kohle::N,въглища,hiili
245,Glas::N,стъкло,lasi
246,Lehm::N,глина,savi
247,Sand::N,пясък,hiekka
248,Mensch::N,човек,ihminen
249,Mann::N,мъж,mies
250,Frau::N,жена,nainen
251,Kind::N,дете,lapsi
252,Junge::N,момче,poika
253,Mädchen::N,момиче,tyttö
254,Familie::N,фамилия,perhe
255,Familie::N,семейство,perhe
256,Großvater::N,дядо,isoisä
257,Großmutter::N,баба,isoäiti
258,Eltern::N,родители,vanhemmat
259,Vater::N,баща,isä
260,Mutter::N,майка,äiti
261,Sohn::N,син,poika
262,Tochter::N,дъщеря,tytär
263,Bruder::N,брат,veli
264,Schwester::N,сестра,sisko
265,Onkel::N,чичо,eno
266,Onkel::N,чичо,setä
267,Onkel::N,вуйчо,eno
268,Onkel::N,вуйчо,setä
269,Tante::N,леля,täti
270,Ehemann::N,съпруг,mies
271,Ehemann::N,съпруг,aviomies
272,Ehefrau::N,съпруга,vaimo
273,Ehefrau::N,съпруга,aviovaimo
274,Freude::N,радост,ilo
275,Freude::N,радост,riemu
276,Gelächter::N,смях,nauru
277,Glück::N,щастие,onni
278,Kummer::N,тъга,suru
279,Kummer::N,тъга,murhe
280,Wunsch::N,желание,toive
281,Wunsch::N,желание,toivomus
282,Lust::N,желание,himo
283,Geist::N,дух,henki
284,Gedanke::N,мисъл,aate
285,Gedanke::N,мисъл,ajatus
286,Gedächtnis::N,памет,muisti
287,Verstand::N,ум,äly
288,Verstand::N,ум,järki
289,Verstand::N,ум,ymmärrys
290,Verstand::N,разум,äly
291,Verstand::N,разум,järki
292,Verstand::N,разум,ymmärrys
293,Sinn::N,смисъл,merkitys
294,Grund::N,причина,syy
295,Grund::N,причина,peruste
296,Wahrheit::N,правда,tosi
297,Wahrheit::N,правда,totuus
298,Gespräch::N,разговор,puhelu
299,Gespräch::N,разговор,keskustelu
300,Märchen::N,приказка,satu
301,Erzählung::N,разказ,tarina
302,Erzählung::N,разказ,kertomus
303,Nachricht::N,вест,tieto
304,Nachricht::N,вест,ilmoitus
305,Nachricht::N,известие,tieto
306,Nachricht::N,известие,ilmoitus
307,Neuigkeit::N,новина,uutinen
308,Name::N,име,nimi
309,Rätsel::N,гатанка,arvoitus
310,Rede::N,реч,puhe
311,Rede::N,слово,puhe
312,Sprache::N,език,kieli
313,Stimme::N,глас,ääni
314,Wort::N,дума,sana
315,Zeichen::N,знак,merkki
316,Ruf::N,зов,kutsu
317,Lärm::N,шум,melu
318,Lärm::N,шум,hälinä
319,Lärm::N,глъчка,melu
320,Lärm::N,глъчка,hälinä
321,Laut::N,звук,ääni
322,Ton::N,тон,sävel
323,Lied::N,песен,laulu
324,Ruhe::N,тишина,lepo
325,Ruhe::N,тишина,rauha
326,Ruhe::N,спокойствие,lepo
327,Ruhe::N,спокойствие,rauha
328,Leute::N,хора,väki
329,Leute::N,хора,ihmiset
330,Volk::N,народ,kansa
331,Arbeit::N,труд,työ
332,Arbeit::N,работа,työ
333,Gast::N,гост,vieras
334,Geschenk::N,дар,lahja
335,Geschenk::N,подарък,lahja
336,Spiel::N,игра,peli
337,Spiel::N,игра,leikki
338,Gesellschaft::N,общество,seura
339,Hilfe::N,помощ,apu
340,Freund::N,приятел,ystävä
341,Kamerad::N,другар,toveri
342,Angelegenheit::N,работа,asia
343,Anzahl::N,брой,lukumäärä
344,Anzahl::N,количество,lukumäärä
345,Art::N,вид,laji
346,Stück::N,къс,pala
347,Stück::N,къс,kappale
348,Stück::N,парче,pala
349,Stück::N,парче,kappale
350,Teil::N,дял,osa
351,Teil::N,част,osa
352,Hälfte::N,половина,puoli
353,Kreis::N,кръг,ympyrä
354,Kreuz::N,кръст,risti
355,Linie::N,черта,viiva
356,Strich::N,щрих,piirto
357,Strich::N,черта,piirto
358,Abstand::N,дистанция,väli
359,Abstand::N,дистанция,väljyys
360,Abstand::N,разстояние,väli
361,Abstand::N,разстояние,väljyys
362,Entfernung::N,разстояние,etäisyys
363,Gegend::N,местност,seutu
364,Platz::N,място,tila
365,Ort::N,място,kohta
366,Ort::N,място,paikka
367,Seite::N,страна,sivu
368,Seite::N,страна,kylki
369,Mitte::N,среда,keskus
370,Mitte::N,среда,puoliväli
371,Gegenstand::N,предмет,kalu
372,Gegenstand::N,предмет,esine
373,Sache::N,вещ,asia
374,Rand::N,ръб,ääri
375,Rand::N,ръб,syrjä
376,Kante::N,ръб,särmä
377,Kante::N,кант,särmä
378,Ecke::N,ъгъл,nurkka
379,Spitze::N,връх,terä
380,Spitze::N,връх,kärki
381,Spitze::N,острие,terä
382,Spitze::N,острие,kärki
383,Ende::N,край,pää
384,Ende::N,край,perä
385,Loch::N,дупка,kolo
386,Loch::N,дупка,reikä
387,Winkel::N,кът,kulma
388,Winkel::N,ъгъл,kulma
389,Muster::N,десен,kuvio
390,Muster::N,образец,kuvio
391,Größe::N,големина,koko
392,Größe::N,големина,suuruus
393,Länge::N,дължина,pituus
394,Höhe::N,висота,korkeus
395,Höhe::N,височина,korkeus
396,Gewicht::N,тегло,paino
397,Gewicht::N,тежест,paino
398,Menge::N,количество,määrä
399,Haufen::N,куп,kasa
400,Haufen::N,грамада,kasa
401,Reihe::N,ред,rivi
402,Reihe::N,редица,rivi
403,Boot::N,лодка,vene
404,Ruder::N,весло,airo
405,Ruder::N,гребло,airo
406,Schlitten::N,шейна,reki
407,Schlitten::N,шейна,kelkka
408,Ski::N,ски,suksi
409,Lagerfeuer::N,огнище,nuotio
410,Last::N,товар,kuorma
411,Gang::N,ход,kulku
412,Gang::N,ход,käynti
413,Gang::N,вървеж,kulku
414,Gang::N,вървеж,käynti
415,Schritt::N,стъпка,askel
416,Norden::N,север,pohjoinen
417,Süden::N,юг,etelä
418,Westen::N,запад,länsi
419,Osten::N,изток,itä
420,Holz::N,дърво,puu
421,Brett::N,дъска,lauta
422,Stange::N,прът,tanko
423,Stange::N,върлина,tanko
424,Stock::N,прът,keppi
425,Stock::N,тояга,keppi
426,Stab::N,прът,sauva
427,Stab::N,прът,seiväs
428,Rohr::N,цев,putki
429,Rohr::N,тръба,putki
430,Haus::N,къща,talo
431,Heim::N,дом,koti
432,Ofen::N,печка,uuni
433,Fußboden::N,под,lattia
434,Tisch::N,маса,pöytä
435,Stuhl::N,стол,tuoli
436,Wiege::N,люлка,kehto
437,Bett::N,легло,sänky
438,Bett::N,креват,sänky
439,Regal::N,рафт,hylly
440,Regal::N,етажерка,hylly
441,Kiste::N,кутия,arkku
442,Kiste::N,кутия,kirstu
443,Kiste::N,кутия,laatikko
444,Kiste::N,сандък,arkku
445,Kiste::N,сандък,kirstu
446,Kiste::N,сандък,laatikko
447,Fenster::N,прозорец,ikkuna
448,Tür::N,врата,ovi
449,Tor::N,врата,portti
450,Zaun::N,ограда,aita
451,Dach::N,покрив,katto
452,Leiter::N,стълба,tikkaat
453,Leiter::N,стълба,tikapuut
454,Besen::N,метла,luuta
455,Spaten::N,лопата,lapio
456,Schaufel::N,лопата,lapio
457,Gabel::N,вилица,haarukka
458,Löffel::N,лъжица,lusikka
459,Messer::N,нож,veitsi
460,Nagel::N,гвоздей,naula
461,Netz::N,мрежа,verkko
462,Haken::N,кука,haka
463,Haken::N,кука,koukku
464,Haken::N,закачалка,haka
465,Haken::N,закачалка,koukku
466,Griff::N,ръчка,ripa
467,Griff::N,ръчка,kahva
468,Griff::N,дръжка,ripa
469,Griff::N,дръжка,kahva
470,Schloss::N,брава,lukko
471,Schloss::N,ключалка,lukko
472,Bild::N,картина,kuva
473,Figur::N,фигура,kuvio
474,Puppe::N,кукла,nukke
475,Beutel::N,кесия,pussi
476,Bündel::N,връзка,nippu
477,Bündel::N,връзка,kimppu
478,Tasche::N,чанта,laukku
479,Eimer::N,кофа,sanko
480,Eimer::N,кофа,ämpäri
481,Deckel::N,капак,kansi
482,Deckel::N,похлупак,kansi
483,Geschirr::N,съдове,astia
484,Sack::N,чувал,säkki
485,Tasse::N,чаша,kuppi
486,Topf::N,гърне,pata
487,Topf::N,тенджера,pata
488,Kessel::N,котел,kattila
489,Essen::N,ядене,syönti
490,Nahrung::N,храна,ruoka
491,Nahrung::N,храна,ravinto
492,Speise::N,ястие,ruoka
493,Fleisch::N,месо,liha
494,Getreide::N,зърнено храни,vilja
495,Brei::N,каша,puuro
496,Brot::N,хляб,leipä
497,Scheibe::N,резен,viipale
498,Fett::N,мазнина,rasva
499,Butter::N,масло,voi
500,Öl::N,олио,öljy
501,Öl::N,оливия,öljy
502,Salz::N,сол,suola
503,Suppe::N,супа,keitto
504,Honig::N,мед,hunaja
505,Milch::N,мляко,maito
506,Tee::N,чай,tee
507,Leder::N,кожа,nahka
508,Wolle::N,вълна,villa
509,Stoff::N,плат,kangas
510,Stoff::N,материал,kangas
511,Nadel::N,игла,neula
512,Faden::N,конец,lanka
513,Knopf::N,копче,nappi
514,Knoten::N,възел,solmu
515,Farbe::N,боя,maali
516,Kleidung::N,дрехи,vaatteet
517,Kleidung::N,облекло,vaatteet
518,Hemd::N,риза,paita
519,Kragen::N,яка,kaulus
520,Ärmel::N,ръкав,hiha
521,Hose::N,панталони,housut
522,Gürtel::N,пояс,vyö
523,Gürtel::N,колан,vyö
524,Mütze::N,каскет,lakki
525,Mütze::N,фуражка,lakki
526,Schuh::N,обувка,kenkä
527,Stiefel::N,ботуш,saapas
528,Ring::N,пръстен,sormus
529,Band::N,лента,nauha
530,Band::N,връзка,nauha
531,Kamm::N,гребен,kampa
532,Spiegel::N,огледало,peili
533,Riemen::N,каиш,hihna
534,Riemen::N,ремък,hihna
535,Schnur::N,връв,naru
536,Schnur::N,връв,nuora
537,Leine::N,връв,talutushihna
538,Leine::N,въже,talutushihna
539,Decke::N,покривка,peite
540,Kissen::N,възглавница,tyyny
541,Kissen::N,възглавница,pielus
542,Tuch::N,сукно,huivi
543,Handtuch::N,пешкир,pyyheliina
544,Handtuch::N,кърпа за лице,pyyheliina
545,Kraft::N,мощ,väki
546,Kraft::N,мощ,voima
547,Kraft::N,сила,väki
548,Kraft::N,сила,voima
549,Stärke::N,сила,vahvuus
550,Gesundheit::N,здраве,terveys
551,Krankheit::N,болест,tauti
552,Krankheit::N,болест,sairaus
553,Schmerz::N,болка,kipu
554,Schmerz::N,болка,särky
555,Wunde::N,рана,haava
556,Fieber::N,треска,kuume
557,Fieber::N,температура,kuume
558,Arznei::N,лек,lääke
559,Arznei::N,лекарство,lääke
560,Brücke::N,мост,silta
561,Brunnen::N,чешма,kaivo
562,Brunnen::N,кладенец,kaivo
563,Weide::N,паша,laidun
564,Weide::N,пасище,laidun
565,Pfad::N,пътека,polku
566,Weg::N,път,tie
567,Straße::N,шосе,katu
568,Dorf::N,село,kylä
569,Stadt::N,град,kaupunki
570,Brief::N,писмо,kirje
571,Buch::N,книга,kirja
572,Buchstabe::N,буква,kirjain
573,Zeitung::N,вестник,lehti
574,Zeitung::N,вестник,sanomalehti
575,Leben::N,живот,elo
576,Leben::N,живот,elämä
577,Tod::N,смърт,kuolema
578,Grab::N,гроб,hauta
579,Kirche::N,църква,kirkko
580,Sünde::N,грях,synti
581,Gott::N,бог,jumala
582,Arbeiter::N,работник,työläinen
583,Chef::N,шеф,päällikkö
584,Chef::N,началник,päällikkö
585,Meister::N,майстор,mestari
586,Arzt::N,лекар,lääkäri
587,Lehrer::N,учител,opettaja
588,Geld::N,пари,raha
589,Geschäft::N,сделка,liike
590,Laden::N,дюкян,puoti
591,Laden::N,дюкян,kauppa
592,Laden::N,магазин,puoti
593,Laden::N,магазин,kauppa
594,Preis::N,цена,hinta
595,Ware::N,стока,tavara
596,Nutzen::N,полза,hyöty
597,Nutzen::N,облага,hyöty
598,Reichtum::N,богатство,rikkaus
599,Welt::N,свят,maailma
600,Land::N,страна,maa
601,Staat::N,щат,valtio
602,Staat::N,държава,valtio
603,König::N,крал,kuningas
604,Macht::N,мощ,mahti
605,Macht::N,власт,mahti
606,Grenze::N,граница,raja
607,Krieg::N,война,sota
608,Feind::N,враг,vihollinen
609,Feind::N,неприятел,vihollinen
610,Gewalt::N,сила,väkivalta
611,Gewalt::N,насилие,väkivalta
612,Kampf::N,борба,taistelu
613,Kampf::N,сражение,taistelu
614,Bogen[Waffe]::N,лък,jousi
615,Pfeil::N,стрела,nuoli
616,Gewehr::N,пушка,kivääri
617,Fehler::N,грешка,vika
618,Fehler::N,грешка,virhe
619,Lüge::N,лъжа,valhe
620,Schaden::N,повреда,vaurio
621,Schaden::N,повреда,vahinko
622,Unglück::N,нещастие,vahinko
623,Unglück::N,нещастие,onnettomuus
624,Schuld::N,вина,syy
625,Alter::N,възраст,ikä
626,Schluss::N,край,loppu
627,Zeit::N,време,aika
628,Tag::N,ден,päivä
629,Morgen::N,утро,aamu
630,Morgen::N,утро,huomen
631,Morgen::N,сутрин,aamu
632,Morgen::N,сутрин,huomen
633,Mittag::N,обед,keskipäivä
634,Mittag::N,пладне,keskipäivä
635,Abend::N,вечер,ilta
636,Nacht::N,нощ,yö
637,Woche::N,седмица,viikko
638,Monat::N,месец,kuukausi
639,Jahr::N,година,vuosi
640,Frühling::N,пролет,kevät
641,Sommer::N,лято,kesä
642,Herbst::N,есен,syksy
643,Winter::N,зима,talvi
644,Januar::N,януари,tammikuu
645,Februar::N,февруари,helmikuu
646,März::N,март,maaliskuu
647,April::N,април,huhtikuu
648,Mai::N,май,toukokuu
649,Juni::N,юни,kesäkuu
650,Juli::N,юли,heinäkuu
651,August::N,август,elokuu
652,September::N,септември,syyskuu
653,Oktober::N,октомври,lokakuu
654,November::N,ноември,marraskuu
655,Dezember::N,декември,joulukuu
656,Montag::N,понеделник,maanantai
657,Dienstag::N,вторник,tiistai
658,Mittwoch::N,сряда,keskiviikko
659,Donnerstag::N,четвъртък,torstai
660,Freitag::N,петък,perjantai
661,Samstag::N,събота,lauantai
662,Sonntag::N,неделя,sunnuntai
663,groß::A,едър,iso
664,groß::A,едър,suuri
665,groß::A,голям,iso
666,groß::A,голям,suuri
667,klein::A,малък,pieni
668,klein::A,дребен,pieni
669,lang::A,дълъг,pitkä
670,kurz::A,къс,lyhyt
671,breit::A,широк,leveä
672,schmal::A,тесен,kapea
673,dicht::A,гъст,taaja
674,dick[Gegenstand]::A,дебел,paksu
675,dünn::A,тънък,ohut
676,fein::A,фин,hieno
677,fein::A,тънък,hieno
678,fest::A,твърд,luja
679,fest::A,плътен,luja
680,flach::A,равен,litteä
681,flach::A,равен,tasainen
682,flach::A,плосък,litteä
683,flach::A,плосък,tasainen
684,glatt::A,гладък,sileä
685,glatt::A,гладък,siloinen
686,hart::A,твърд,kova
687,hart::A,корав,kova
688,weich::A,мек,pehmeä
689,rund::A,кръгъл,pyöreä
690,spitz::A,островръх,terävä
691,scharf::A,остър,terävä
692,stumpf::A,тъп,tylsä
693,schwer::A,тежък,raskas
694,schwer::A,тежък,painava
695,schön::A,хубав,kaunis
696,schön::A,красив,kaunis
697,heiß::A,жарък,kuuma
698,warm::A,топъл,lämmin
699,kalt::A,студен,kylmä
700,kalt::A,студен,viluinen
701,kühl::A,хладен,viileä
702,frisch::A,свеж,tuore
703,feucht::A,влажен,kostea
704,nass::A,мокър,märkä
705,trocken::A,сух,kuiva
706,voll::A,пълен,täysi
707,leer::A,празен,tyhjä
708,offen::A,откровен,avonainen
709,geschlossen::A,закрит,suljettu
710,geschlossen::A,затворен,suljettu
711,sauber::A,чист,puhdas
712,schmutzig::A,мръсен,likainen
713,roh::A,суров,raaka
714,reif::A,зрял,kypsä
715,lecker::A,вкусен,herkullinen
716,süß::A,сладък,makea
717,bitter::A,горчив,karvas
718,bitter::A,горчив,kitkerä
719,sauer::A,кисел,hapan
720,hell::A,ясен,kirkas
721,hell::A,ясен,valoisa
722,hell::A,светъл,kirkas
723,hell::A,светъл,valoisa
724,dunkel::A,тъмен,pimeä
725,schwarz::A,черен,musta
726,weiß::A,бял,valkea
727,rot::A,червен,punainen
728,gelb::A,жълт,keltainen
729,blau::A,син,sininen
730,grün::A,зелен,vihreä
731,grau::A,сив,harmaa
732,bunt::A,шарен,kirjava
733,bunt::A,пъстър,kirjava
734,billig::A,евтин,halpa
735,billig::A,евтин,huokea
736,teuer::A,скъп,kallis
737,wertvoll::A,ценен,arvokas
738,blind::A,сляп,sokea
739,taub::A,глух,kuuro
740,kräftig::A,силен,väkevä
741,kräftig::A,силен,voimakas
742,stark::A,здрав,vahva
743,stark::A,силен,vahva
744,schwach::A,слаб,heikko
745,fett::A,тлъст,lihava
746,schlank::A,тънък,hoikka
747,schlank::A,тънък,solakka
748,schlank::A,строен,hoikka
749,schlank::A,строен,solakka
750,hübsch::A,хубав,soma
751,hübsch::A,хубав,sievä
752,böse::A,зъл,paha
753,böse::A,зъл,häijy
754,dumm::A,глупав,tyhmä
755,dumm::A,глупав,typerä
756,faul::A,ленив,laiska
757,faul::A,мързелив,laiska
758,fleißig::A,прилежен,ahkera
759,geizig::A,скъпернически,saita
760,klug::A,умен,älykäs
761,klug::A,разумен,älykäs
762,geschickt::A,умел,taitava
763,geschickt::A,сръчен,taitava
764,lieb::A,мил,rakas
765,lieb::A,драг,rakas
766,lustig::A,весел,hauska
767,lustig::A,весел,iloinen
768,sanft::A,нежен,lauha
769,sanft::A,нежен,lempeä
770,sanft::A,кротък,lauha
771,sanft::A,кротък,lempeä
772,hungrig::A,гладен,nälkäinen
773,krank::A,болен,sairas
774,nackt::A,гол,alaston
775,traurig::A,тъжен,surullinen
776,traurig::A,тъжен,murheellinen
777,traurig::A,печален,surullinen
778,traurig::A,печален,murheellinen
779,lebendig::A,жив,elävä
780,gut::A,добър,hyvä
781,schlecht::A,лош,paha
782,schlecht::A,лош,huono
783,richtig::A,правилен,oikea
784,schlimm::A,лош,paha
785,wahr::A,верен,tosi
786,wahr::A,истински,tosi
787,alt::A,стар,vanha
788,alt::A,древен,vanha
789,neu::A,нов,uusi
790,ehemalig::A,бивш,entinen
791,ehemalig::A,бивш,muinainen
792,alt[Lebewesen]::A,стар,vanha
793,jung::A,млад,nuori
794,arm::A,беден,köyhä
795,reich::A,богат,rikas
796,bekannt::A,познат,tuttu
797,bekannt::A,познат,tunnettu
798,bekannt::A,известен,tuttu
799,bekannt::A,известен,tunnettu
800,berühmt::A,почут,kuuluisa
801,berühmt::A,известен,kuuluisa
802,fremd::A,чужд,vieras
803,verschieden::A,разен,eri
804,verschieden::A,разен,erilainen
805,verschieden::A,различен,eri
806,verschieden::A,различен,erilainen
807,nah::A,близък,läheinen
808,fern::A,далечен,etäinen
809,linker::A,ляв,vasen
810,rechter::A,прав,oikea
811,anderer::A,друг,muu
812,anderer::A,друг,toinen
813,erster::A,пръв,ensimmäinen
814,erster::A,първи,ensimmäinen
815,zweiter::A,втори,toinen
816,dritter::A,трети,kolmas
817,letzter::A,последен,viimeinen
818,allein::ADV,само,yksin
819,auf einmal::ADV,същевременно,yhdellä kertaa
820,zusammen::ADV,заедно,yhdessä
821,lange::ADV,дълго,kauan
822,lange::ADV,дълго,pitkään
823,plötzlich::ADV,изведнъж,äkkiä
824,sofort::ADV,веднага,heti
825,später::ADV,по-късно,myöhemmin
826,jetzt::ADV,сега,nyt
827,heute::ADV,днес,tänään
828,morgen::ADV,утре,huomenna
829,bald::ADV,скоро,pian
830,dann::ADV,после,sitten
831,dann::ADV,тогава,sitten
832,gestern::ADV,вчера,eilen
833,einst::ADV,някога,aikanaan
834,damals::ADV,тогава,silloin
835,damals::ADV,тогава,siihen aikaan
836,danach::ADV,после,sen jälkeen
837,danach::ADV,след това,sen jälkeen
838,vorher::ADV,преди,ennen
839,vorher::ADV,преди това,ennen
840,zuerst::ADV,най-напред,ensin
841,zuerst::ADV,най-напред,ensiksi
