,Concept_ID,sv,hi
0,Auge::N,öga,आँख
1,Auge::N,öga,चक्षु
2,Ohr::N,öra,कान
3,Ohr::N,öra,कर्ण
4,Nase::N,näsa,नाक
5,Nase::N,näsa,नासा
6,Mund::N,mun,मुख
7,Mund::N,mun,मुँह
8,Zahn::N,tand,दंत
9,Zahn::N,tand,दाँत
10,Zunge::N,tunga,जीभ
11,Zunge::N,tunga,ज़बान
12,Zunge::N,tunga,जिह्वा
13,Lippe::N,läpp,ओंठ
14,Lippe::N,läpp,होंठ
15,Wange::N,kind,गाल
16,Wange::N,kind,कपोल
17,Gesicht::N,syn,मुँह
18,Gesicht::N,syn,चेहरा
19,Gesicht::N,ansikte,मुँह
20,Gesicht::N,ansikte,चेहरा
21,Stirn::N,panna,माथा
22,Stirn::N,panna,मस्तक
23,Haar::N,hår,बाल
24,Schnurrbart::N,mustasch,मूँछें
25,Bart::N,skägg,दाढ़ी
26,Kinn::N,haka,चिबुक
27,Kiefer[Anatomie]::N,käke,जबड़ा
28,Kehle::N,strupe,गला
29,Hals::N,hals,गला
30,Hals::N,hals,गरदन
31,Genick::N,nacke,गरदन
32,Genick::N,nacke,ग्रीवा
33,Kopf::N,huvud,सिर
34,Kopf::N,huvud,शीर्ष
35,Rücken::N,rygg,पीठ
36,Bauch::N,buk,उदर
37,Bauch::N,mage,उदर
38,Nabel::N,navel,नाभि
39,Nabel::N,navel,ढोंढी
40,Busen::N,barm,कुच
41,Busen::N,barm,स्तन
42,Brust::N,bröst,वक्ष
43,Schulter::N,skuldra,कंधा
44,Schulter::N,skuldra,स्कंध
45,Arm::N,arm,बाँह
46,Arm::N,arm,बाज़ू
47,Ellenbogen::N,armbåge,कुहनी
48,Hand::N,hand,हाथ
49,Hand::N,hand,हस्त
50,Handfläche::N,handflata,हथेली
51,Finger::N,finger,उँगली
52,Finger::N,finger,अँगुली
53,Fingernagel::N,fingernagel,नख
54,Fingernagel::N,fingernagel,नाख़ून
55,Nagel[Anatomie]::N,nagel,नख
56,Nagel[Anatomie]::N,nagel,नाख़ून
57,Zeh::N,tå,उँगली
58,Zeh::N,tå,पाँव की उँगली
59,Fuß::N,fot,चरण
60,Fuß::N,fot,पाँव
61,Ferse::N,häl,एड़ी
62,Knie::N,knä,जानु
63,Knie::N,knä,घुटना
64,Oberschenkel::N,lår,उरु
65,Bein::N,ben,टाँग
66,Körper::N,kropp,तन
67,Körper::N,kropp,देह
68,Körper::N,kropp,शरीर
69,Haut::N,hud,चर्म
70,Haut::N,hud,त्वचा
71,Haut::N,skinn,चर्म
72,Haut::N,skinn,त्वचा
73,Blut::N,blod,लहू
74,Blut::N,blod,ख़ून
75,Ader::N,åder,रग
76,Ader::N,åder,शिरा
77,Sehne::N,sena,कंडरा
78,Sehne::N,sena,स्नायु
79,Knochen::N,ben,अस्थि
80,Gehirn::N,hjärna,दिमाग़
81,Gehirn::N,hjärna,मस्तिष्क
82,Herz::N,hjärta,दिल
83,Herz::N,hjärta,हृदय
84,Magen::N,mage,मेदा
85,Magen::N,mage,अमाशय
86,Leber::N,lever,जिगर
87,Leber::N,lever,यकृत्
88,Atem::N,anda,दम
89,Atem::N,anda,साँस
90,Atem::N,anda,श्वास
91,Atem::N,andedräkt,दम
92,Atem::N,andedräkt,साँस
93,Atem::N,andedräkt,श्वास
94,Hunger::N,svält,भूख
95,Hunger::N,svält,क्षुधा
96,Hunger::N,hunger,भूख
97,Hunger::N,hunger,क्षुधा
98,Träne::N,tår,आँसू
99,Träne::N,tår,अश्रु
100,Geschmack::N,smak,स्वाद
101,Geschmack::N,smak,ज़ायक़ा
102,Geruch::N,lukt,बू
103,Geruch::N,lukt,गंध
104,Schlaf::N,sömn,नींद
105,Schlaf::N,sömn,निद्रा
106,Traum::N,dröm,सपना
107,Traum::N,dröm,स्वप्न
108,Himmel::N,himmel,आकाश
109,Himmel::N,himmel,आसमान
110,Sonne::N,sol,रवि
111,Sonne::N,sol,सूरज
112,Sonne::N,sol,सूर्य
113,Mond::N,måne,चाँद
114,Mond::N,måne,चंद्र
115,Stern::N,stjärna,तारा
116,Stern::N,stjärna,सितारा
117,Luft::N,luft,हवा
118,Luft::N,luft,वायु
119,Wind::N,vind,पाद
120,Welle::N,våg,लहर
121,Welle::N,våg,तरंग
122,Welle::N,bölja,लहर
123,Welle::N,bölja,तरंग
124,Wasser::N,vatten,जल
125,Wasser::N,vatten,पानी
126,Stein::N,sten,पत्थर
127,Boden::N,mark,मिट्टी
128,Erde::N,jord,भूमि
129,Erde::N,jord,ज़मीन
130,Staub::N,damm,धूल
131,Rauch::N,rök,धूआँ
132,Rauch::N,rök,धुम्र
133,Funke::N,gnista,चिनगारी
134,Funke::N,gnista,स्फुलिंग
135,Feuer::N,eld,आग
136,Feuer::N,eld,आतिश
137,Feuer::N,eld,अग्नि
138,Licht::N,ljus,रोशनी
139,Licht::N,ljus,प्रकाश
140,Schatten::N,skugga,छाया
141,Schatten::N,skugga,परछाई
142,Wetter::N,väder,ऋतु
143,Wetter::N,väder,मौसम
144,Nebel::N,dimma,धुँध
145,Nebel::N,dimma,कुहरा
146,Nebel::N,töcken,धुँध
147,Nebel::N,töcken,कुहरा
148,Wolke::N,sky,मेघ
149,Wolke::N,sky,अभ्र
150,Wolke::N,moln,मेघ
151,Wolke::N,moln,अभ्र
152,Regen::N,regn,मेंह
153,Regen::N,regn,बारिश
154,Schnee::N,snö,हिम
155,Schnee::N,snö,बर्फ़
156,Eis::N,is,हिम
157,Eis::N,is,बर्फ़
158,Frost::N,frost,ठंड
159,Kälte::N,köld,सर्दी
160,Kälte::N,köld,शीतलता
161,Hitze::N,hetta,ताप
162,Hitze::N,hetta,गरमी
163,Raureif::N,rimfrost,पाला
164,Regenbogen::N,regnbåge,इंद्र-धनुष
165,Donner::N,åska,गरज
166,Donner::N,åska,मेघ-गर्जन
167,Donner::N,dunder,गरज
168,Donner::N,dunder,मेघ-गर्जन
169,Strömung::N,strömning,बहाव
170,Strömung::N,strömning,प्रवाह
171,Tropfen::N,dropper,बूँद
172,Schaum::N,skum,झाग
173,Schmutz::N,lort,गंद
174,Schmutz::N,lort,कीचड़
175,Schmutz::N,smuts,गंद
176,Schmutz::N,smuts,कीचड़
177,See::N,sjö,झील
178,See::N,sjö,सरोवर
179,Sumpf::N,träsk,दलदल
180,Sumpf::N,träsk,धँसान
181,Moor::N,myr,झाबर
182,Moor::N,myr,धँसान
183,Moor::N,mosse,झाबर
184,Moor::N,mosse,धँसान
185,Wiese::N,äng,घास-स्थल
186,Wald::N,skog,जंगल
187,Hügel::N,höjd,टीला
188,Hügel::N,höjd,पहाड़
189,Hügel::N,kulle,टीला
190,Hügel::N,kulle,पहाड़
191,Anhöhe::N,höjd,टीला
192,Anhöhe::N,höjd,पहाड़ी
193,Anhöhe::N,backe,टीला
194,Anhöhe::N,backe,पहाड़ी
195,Berg::N,berg,पहाड़
196,Berg::N,fjäll,पहाड़
197,Gipfel::N,topp,शिखर
198,Höhle::N,håla,गुहा
199,Höhle::N,håla,गुफ़ा
200,Höhle::N,grotta,गुहा
201,Höhle::N,grotta,गुफ़ा
202,Abhang::N,slänt,ढाल
203,Abhang::N,slänt,ढलान
204,Abhang::N,sluttning,ढाल
205,Abhang::N,sluttning,ढलान
206,Quelle::N,källa,चश्मा
207,Bach::N,bäck,सोता
208,Bach::N,bäck,नदिका
209,Fluss::N,älv,नदी
210,Fluss::N,älv,सरिता
211,Fluss::N,flod,नदी
212,Fluss::N,flod,सरिता
213,Ufer::N,strand,तट
214,Ufer::N,strand,किनारा
215,Küste::N,kust,समुद्र-तट
216,Festland::N,fastland,महाद्वीप
217,Meer::N,hav,सागर
218,Meer::N,hav,समुद्र
219,Bucht::N,vik,खाड़ी
220,Bucht::N,bukt,खाड़ी
221,Insel::N,ö,टापू
222,Insel::N,ö,द्वीप
223,Blume::N,blomma,फूल
224,Blume::N,blomma,पुष्प
225,Blume::N,blomster,फूल
226,Blume::N,blomster,पुष्प
227,Gras::N,gräs,घास
228,Wurzel::N,rot,मूल
229,Baum::N,träd,पेड़
230,Baum::N,träd,वृक्ष
231,Stamm::N,stam,धड़
232,Rinde::N,bark,छाल
233,Rinde::N,bark,वल्कल
234,Ast::N,gren,डाल
235,Ast::N,gren,शाखा
236,Zweig::N,kvist,टहनी
237,Blatt::N,löv,पत्र
238,Blatt::N,löv,पत्ता
239,Blatt::N,blad,पत्र
240,Blatt::N,blad,पत्ता
241,Birke::N,björk,भूर्ज
242,Kiefer[Baum]::N,tall,पाइन-वृक्ष
243,Weide[Baum]::N,pil,बेंत
244,Weide[Baum]::N,vide,बेंत
245,Tanne::N,gran,फ़र
246,Horn::N,horn,सींग
247,Horn::N,horn,विषाण
248,Feder::N,fjäder,पर
249,Feder::N,fjäder,पंख
250,Fell::N,fäll,खाल
251,Fell::N,fäll,पशु-चर्म
252,Fell::N,skinn,खाल
253,Fell::N,skinn,पशु-चर्म
254,Flügel::N,vinge,पंख
255,Flügel::N,vinge,डैना
256,Klaue::N,klöv,पंजा
257,Kralle::N,klo,पंजा
258,Kralle::N,klo,नाख़ून
259,Schwanz::N,svans,पूँछ
260,Schwanz::N,stjärt,पूँछ
261,Ei::N,ägg,अंडा
262,Nest::N,rede,नीड़
263,Nest::N,rede,घोंसला
264,Nest::N,näste,नीड़
265,Nest::N,näste,घोंसला
266,Bau::N,bo,बिल
267,Bau::N,bo,माँद
268,Tier::N,djur,पशु
269,Tier::N,djur,जानवर
270,Herde::N,flock,गल्ला
271,Kuh::N,ko,गौ
272,Kuh::N,ko,गाय
273,Bulle::N,tjur,साँड़
274,Pferd::N,häst,अश्व
275,Pferd::N,häst,घोड़ा
276,Schaf::N,får,भेड़
277,Schwein::N,svin,शूकर
278,Hund::N,hund,श्वान
279,Hund::N,hund,कुत्ता
280,Katze::N,katt,बिल्ली
281,Bär::N,björn,रीछ
282,Bär::N,björn,भालू
283,Eichhörnchen::N,ekorre,गिलहरी
284,Elch::N,älg,एल्क
285,Fuchs::N,räv,लोमड़ी
286,Hase::N,hare,खरहा
287,Hase::N,hare,ख़रगोश
288,Maus::N,mus,मूष
289,Maus::N,mus,चूहा
290,Wolf::N,varg,वृक
291,Wolf::N,varg,भेड़िया
292,Vogel::N,fågel,पक्षी
293,Vogel::N,fågel,चिड़िया
294,Schwarm::N,svärm,झुंड
295,Huhn::N,höns,मुर्ग़ी
296,Hahn::N,tupp,मुर्ग़ा
297,Gans::N,gås,हंस
298,Gans::N,gås,हंसिनी
299,Adler::N,örn,उक़ाब
300,Ente::N,anka,बतख़
301,Ente::N,anka,बत्तक
302,Eule::N,uggla,उल्लू
303,Kranich::N,trana,सारस
304,Kranich::N,trana,क्रौंंच
305,Krähe::N,kråka,काक
306,Kuckuck::N,gök,कोयल
307,Kuckuck::N,gök,कोकिल
308,Schwan::N,svan,हंस
309,Schwan::N,svan,मराल
310,Fisch::N,fisk,मछली
311,Fisch::N,fisk,मत्स्य
312,Barsch::N,abborre,पर्च
313,Hecht::N,gädda,पाइक
314,Schlange[Tier]::N,orm,सर्प
315,Wurm::N,mask,कृमि
316,Wurm::N,mask,कीड़ा
317,Spinne::N,spindel,लूता
318,Spinne::N,spindel,मकड़ी
319,Ameise::N,myra,चींटी
320,Laus::N,lus,जूँ
321,Mücke::N,mygga,डाँस
322,Fliege::N,fluga,मक्खी
323,Fliege::N,fluga,मक्षिका
324,Schmetterling::N,fjäril,तितली
325,Beere::N,bär,बेरी
326,Apfel::N,äpple,सेब
327,Pilz::N,svamp,खुंबी
328,Zwiebel::N,lök,प्याज़
329,Saat::N,sådd,बीज
330,Korn::N,korn,दाना
331,Heu::N,hö,मूखी घास
332,Schale::N,skal,बकला
333,Schale::N,skal,छिलका
334,Grube::N,grop,गड्ढा
335,Falle::N,fälla,जाल
336,Falle::N,fälla,फँदा
337,Schlinge::N,snara,फँदा
338,Spur::N,spår,सुराग़
339,Spur::N,spår,पद-चिह्न
340,Asche::N,aska,राख
341,Dreck::N,lort,मैल
342,Dreck::N,lort,गंदगी
343,Eisen::N,järn,लोहा
344,Gold::N,guld,सोना
345,Gold::N,guld,स्वर्ण
346,Silber::N,silver,रजत
347,Silber::N,silver,चाँदी
348,Kohle::N,kol,कोयला
349,Glas::N,glas,काँच
350,Lehm::N,lera,चिकनी मिट्टी
351,Sand::N,sand,रेत
352,Sand::N,sand,बालू
353,Mensch::N,människa,मानव
354,Mensch::N,människa,इनसान
355,Mensch::N,människa,मनुष्य
356,Mann::N,man,आदमी
357,Mann::N,man,पुरुष
358,Frau::N,kvinna,औरत
359,Frau::N,kvinna,महिला
360,Frau::N,kvinna,स्त्री
361,Kind::N,barn,बाल
362,Kind::N,barn,बच्चा
363,Junge::N,pojke,लड़का
364,Mädchen::N,flicka,लड़की
365,Mädchen::N,flicka,कुमारी
366,Familie::N,familj,परिवार
367,Großvater::N,morfar,दादा
368,Großmutter::N,farmor,नानी
369,Eltern::N,föräldrar,माँ-बाप
370,Eltern::N,föräldrar,माता-पिता
371,Vater::N,far,बाप
372,Vater::N,far,पिता
373,Mutter::N,mor,माँ
374,Mutter::N,mor,माता
375,Sohn::N,son,बेटा
376,Sohn::N,son,पुत्र
377,Tochter::N,dotter,बेटी
378,Tochter::N,dotter,पुत्री
379,Bruder::N,bror,भाई
380,Bruder::N,bror,भ्राता
381,Schwester::N,syster,बहन
382,Schwester::N,syster,भगिनी
383,Onkel::N,morbror,ताऊ
384,Onkel::N,morbror,काका
385,Tante::N,tant,बूआ
386,Tante::N,tant,फूफी
387,Tante::N,tant,ख़ाला
388,Ehemann::N,äkta man,पति
389,Ehemann::N,äkta man,शौहर
390,Ehefrau::N,hustru,बीवी
391,Freude::N,fröjd,आनंद
392,Freude::N,fröjd,प्रसन्नता
393,Freude::N,glädje,आनंद
394,Freude::N,glädje,प्रसन्नता
395,Gelächter::N,åtlöje,हँसी
396,Gelächter::N,åtlöje,क़हक़हा
397,Glück::N,lycka,आनंद
398,Glück::N,lycka,ख़ुशी
399,Kummer::N,sorg,शोक
400,Kummer::N,sorg,दुःख
401,Wunsch::N,önskan,इच्छा
402,Wunsch::N,önskan,अभिलाषा
403,Lust::N,lust,चाह
404,Lust::N,lust,कामना
405,Geist::N,ande,जान
406,Geist::N,ande,प्राण
407,Gedanke::N,tanke,विचार
408,Gedächtnis::N,minne,याददाश्त
409,Gedächtnis::N,minne,स्मरण-शक्ति
410,Verstand::N,förstånd,समझ
411,Verstand::N,förstånd,अक़्ल
412,Verstand::N,förstånd,बुद्धि
413,Sinn::N,mening,अर्थ
414,Sinn::N,betydelse,अर्थ
415,Grund::N,skäl,वजह
416,Grund::N,skäl,कारण
417,Grund::N,grund,वजह
418,Grund::N,grund,कारण
419,Wahrheit::N,sanning,सत्य
420,Wahrheit::N,sanning,सच्चाई
421,Gespräch::N,samtal,चर्चा
422,Gespräch::N,samtal,वार्ता
423,Gespräch::N,samtal,बात-चीत
424,Märchen::N,saga,क़िस्सा
425,Erzählung::N,berättelse,कथा
426,Erzählung::N,berättelse,कहानी
427,Nachricht::N,meddelande,सूचना
428,Nachricht::N,meddelande,समाचार
429,Neuigkeit::N,nyhet,ख़बर
430,Neuigkeit::N,nyhet,समाचार
431,Name::N,namn,नाम
432,Rätsel::N,gåta,पहेली
433,Rede::N,tal,वचन
434,Rede::N,tal,भाषण
435,Sprache::N,språk,भाषा
436,Sprache::N,språk,ज़बान
437,Stimme::N,stämma,स्वर
438,Stimme::N,stämma,आवाज़
439,Wort::N,ord,शब्द
440,Wort::N,ord,लफ़्ज़
441,Zeichen::N,tecken,निशान
442,Ruf::N,rop,पुकार
443,Ruf::N,rop,आह्वान
444,Lärm::N,bråk,शोर
445,Lärm::N,bråk,हुल्लड़
446,Lärm::N,oväsen,शोर
447,Lärm::N,oväsen,हुल्लड़
448,Laut::N,ljud,स्वर
449,Laut::N,ljud,ध्वनि
450,Ton::N,ton,सुर
451,Ton::N,ton,स्वर
452,Lied::N,sång,गीत
453,Ruhe::N,ro,आराम
454,Ruhe::N,ro,ख़ामोशी
455,Ruhe::N,lugn,आराम
456,Ruhe::N,lugn,ख़ामोशी
457,Leute::N,folk,लोग
458,Volk::N,folk,क़ौम
459,Volk::N,folk,प्रजा
460,Arbeit::N,arbete,काम
461,Gast::N,gäst,अतिथि
462,Gast::N,gäst,मेहमान
463,Geschenk::N,gåva,उपहार
464,Geschenk::N,gåva,तोहफ़ा
465,Geschenk::N,present,उपहार
466,Geschenk::N,present,तोहफ़ा
467,Spiel::N,lek,खेल
468,Spiel::N,lek,क्रीड़ा
469,Spiel::N,spel,खेल
470,Spiel::N,spel,क्रीड़ा
471,Gesellschaft::N,sällskap,साथ
472,Hilfe::N,hjälp,मदद
473,Hilfe::N,hjälp,सहायता
474,Freund::N,vän,मित्र
475,Kamerad::N,kamrat,साथी
476,Kamerad::N,kamrat,कामरेड
477,Angelegenheit::N,ärende,बात
478,Angelegenheit::N,ärende,मामला
479,Angelegenheit::N,angelägenhet,बात
480,Angelegenheit::N,angelägenhet,मामला
481,Anzahl::N,antal,तादाद
482,Anzahl::N,antal,संख्या
483,Art::N,art,तरह
484,Art::N,art,क़िस्म
485,Art::N,slag,तरह
486,Art::N,slag,क़िस्म
487,Stück::N,stycke,फाँक
488,Stück::N,stycke,टुकड़ा
489,Teil::N,del,भाग
490,Teil::N,del,हिस्सा
491,Hälfte::N,halva,अर्धभाग
492,Kreis::N,krets,चक्कर
493,Kreis::N,cirkel,चक्कर
494,Kreuz::N,kors,सलीब
495,Kreuz::N,kors,क्रूस
496,Kreuz::N,kryss,सलीब
497,Kreuz::N,kryss,क्रूस
498,Linie::N,linje,लाइन
499,Strich::N,streck,लकीर
500,Abstand::N,avstånd,अंतर
501,Abstand::N,avstånd,फ़ासला
502,Entfernung::N,avstånd,दूरी
503,Entfernung::N,avstånd,फ़ासला
504,Gegend::N,trakt,इलाक़ा
505,Platz::N,plats,जगह
506,Platz::N,plats,स्थान
507,Ort::N,plats,स्थल
508,Ort::N,plats,स्थान
509,Ort::N,ställe,स्थल
510,Ort::N,ställe,स्थान
511,Seite::N,sida,ओर
512,Seite::N,sida,तरफ़
513,Mitte::N,mitt,बीच
514,Mitte::N,mitt,मध्य
515,Gegenstand::N,föremål,चीज़
516,Gegenstand::N,föremål,पदार्थ
517,Sache::N,sak,चीज़
518,Sache::N,sak,वस्तु
519,Rand::N,rand,छोर
520,Rand::N,rand,उपांत
521,Kante::N,kant,कोर
522,Kante::N,kant,किनारा
523,Ecke::N,vrå,कोना
524,Ecke::N,vrå,नुक्कड़
525,Ecke::N,hörn,कोना
526,Ecke::N,hörn,नुक्कड़
527,Spitze::N,spets,नोक
528,Ende::N,ända,छोर
529,Ende::N,ända,सिरा
530,Loch::N,hål,छेद
531,Loch::N,hål,सूराख़
532,Winkel::N,vinkel,कोण
533,Winkel::N,vinkel,कोना
534,Muster::N,mönster,नमूना
535,Muster::N,mönster,डिज़ाइन
536,Größe::N,storlek,परिमाण
537,Größe::N,storlek,विस्तार
538,Länge::N,längd,लंबाई
539,Höhe::N,höjd,ऊँचाई
540,Höhe::N,höjd,उच्चता
541,Gewicht::N,tyngd,भार
542,Gewicht::N,tyngd,वज़न
543,Menge::N,mängd,मात्रा
544,Haufen::N,hög,ढेर
545,Haufen::N,hög,अंबार
546,Reihe::N,rad,क़तार
547,Reihe::N,rad,पंक्ति
548,Boot::N,båt,नाव
549,Boot::N,båt,नौका
550,Ruder::N,åra,चप्पू
551,Schlitten::N,släde,बर्फ़-गाड़ी
552,Ski::N,skida,स्की
553,Lagerfeuer::N,lägereld,अलाव
554,Lagerfeuer::N,lägereld,कैंप-फ़ायर
555,Last::N,last,भार
556,Last::N,börda,भार
557,Gang::N,gång,चाल
558,Schritt::N,steg,डग
559,Schritt::N,steg,क़दम
560,Norden::N,norr,उत्तर
561,Süden::N,söder,दक्खिन
562,Westen::N,väster,पश्चिम
563,Osten::N,öster,पूरब
564,Holz::N,trä,काठ
565,Holz::N,trä,काष्ठ
566,Brett::N,bräda,पटरा
567,Brett::N,bräda,तख़्ता
568,Platte::N,platta,फलक
569,Platte::N,platta,तख़्ता
570,Stütze::N,stöd,टेक
571,Stütze::N,stöd,थूनी
572,Stütze::N,stötta,टेक
573,Stütze::N,stötta,थूनी
574,Stange::N,stång,छड़
575,Stange::N,stång,बाँस
576,Stock::N,käpp,लाठी
577,Stock::N,pinne,लाठी
578,Stab::N,stav,लग्गा
579,Rohr::N,rör,नल
