,Concept_ID,sv,hi
580,Haus::N,hus,घर
581,Haus::N,hus,मकान
582,Heim::N,hem,घर
583,Heim::N,hem,गृह
584,Ofen::N,ugn,चूल्हा
585,Fußboden::N,golv,फ़र्श
586,Tisch::N,bord,मेज़
587,Stuhl::N,stol,कुरसी
588,Wiege::N,vagga,पालना
589,Wiege::N,vagga,हिंडोला
590,Bett::N,säng,खाट
591,Bett::N,säng,पलंग
592,Regal::N,hylla,शेल्फ़
593,Kiste::N,låda,पेटी
594,Kiste::N,låda,डिब्बा
595,Fenster::N,fönster,खिड़की
596,Tür::N,dörr,द्वार
597,Tür::N,dörr,दरवाज़ा
598,Tor::N,port,फाटक
599,Zaun::N,staket,बाड़ा
600,Zaun::N,stängsel,बाड़ा
601,Dach::N,tak,छत
602,Dach::N,tak,छप्पर
603,Leiter::N,stege,सीढ़ी
604,Besen::N,kvast,झाड़ू
605,Besen::N,kvast,बुहारी
606,Spaten::N,spade,कुदाल
607,Schaufel::N,skovel,बेलचा
608,Schaufel::N,skovel,फावड़ा
609,Schaufel::N,skyffel,बेलचा
610,Schaufel::N,skyffel,फावड़ा
611,Gabel::N,gaffel,काँटा
612,Löffel::N,sked,चम्मच
613,Messer::N,kniv,छुरा
614,Messer::N,kniv,चाक़ू
615,Nagel::N,spik,कील
616,Nagel::N,spik,मेख़
617,Netz::N,nät,जाल
618,Haken::N,krok,अंकुश
619,Griff::N,tag,मूठ
620,Griff::N,tag,हत्था
621,Griff::N,handtag,मूठ
622,Griff::N,handtag,हत्था
623,Schloss::N,las,ताला
624,Bild::N,bild,चित्र
625,Figur::N,figur,मूर्ति
626,Puppe::N,docka,पुतली
627,Puppe::N,docka,गुड़िया
628,Beutel::N,påse,झोला
629,Bündel::N,bunt,पुलिंदा
630,Bündel::N,knippa,पुलिंदा
631,Tasche::N,väska,बेग
632,Tasche::N,väska,बस्ता
633,Eimer::N,hink,बाल्टी
634,Eimer::N,ämbar,बाल्टी
635,Deckel::N,lock,ढक्कन
636,Geschirr::N,servis,बरतन-भाँड़े
637,Geschirr::N,porslin,बरतन-भाँड़े
638,Sack::N,säck,बोरा
639,Tasse::N,kopp,प्याला
640,Topf::N,gryta,देग़चा
641,Topf::N,kastrull,देग़चा
642,Kessel::N,kittel,देग़
643,Kessel::N,kittel,बटलोई
644,Essen::N,mål,खाना
645,Nahrung::N,näring,भोजन
646,Speise::N,maträtt,खाना
647,Speise::N,maträtt,व्यंजन
648,Fleisch::N,kött,मांस
649,Fleisch::N,kött,गोश्त
650,Getreide::N,säd,अनाज
651,Getreide::N,spannmål,अनाज
652,Brei::N,gröt,भरता
653,Brei::N,gröt,दलिया
654,Brot::N,bröd,रोटी
655,Scheibe::N,skiva,कतला
656,Fett::N,fett,वसा
657,Fett::N,fett,चरबी
658,Butter::N,smör,मक्खन
659,Öl::N,olja,तेल
660,Salz::N,salt,नमक
661,Suppe::N,soppa,सूप
662,Suppe::N,soppa,शोरबा
663,Honig::N,honung,शहद
664,Milch::N,mjölk,दूध
665,Tee::N,te,चाय
666,Leder::N,läder,चमड़ा
667,Wolle::N,ull,ऊन
668,Wolle::N,ylle,ऊन
669,Stoff::N,tyg,कपड़ा
670,Stoff::N,stoff,कपड़ा
671,Nadel::N,nål,सूई
672,Faden::N,tråd,डोरा
673,Knopf::N,knapp,बटन
674,Knopf::N,knapp,घुंडी
675,Knoten::N,knut,गाँठ
676,Knoten::N,knut,गुत्थी
677,Farbe::N,färg,रंग
678,Farbe::N,färg,वर्ण
679,Kleidung::N,klädsel,पहनावा
680,Hemd::N,skjorta,कुरता
681,Hemd::N,skjorta,क़मीज़
682,Kragen::N,krage,गरदनी
683,Kragen::N,krage,गरेबान
684,Ärmel::N,ärm,आस्तीन
685,Hose::N,byxor,पैंट
686,Hose::N,byxor,पतलून
687,Gürtel::N,bälte,पेटी
688,Gürtel::N,bälte,मेखला
689,Mütze::N,mössa,टोपी
690,Schuh::N,sko,जूता
691,Stiefel::N,stövel,बूट
692,Ring::N,ring,अँगूठी
693,Band::N,band,पट्टी
694,Kamm::N,kam,कंघी
695,Spiegel::N,spegel,आईना
696,Spiegel::N,spegel,दर्पण
697,Riemen::N,rem,तसमा
698,Riemen::N,rem,पट्टा
699,Schnur::N,snöre,डोरी
700,Schnur::N,snöre,सुतली
701,Leine::N,lina,रस्सी
702,Decke::N,täcke,रज़ाई
703,Kissen::N,dyna,तकिया
704,Kissen::N,dyna,गाद्दा
705,Kissen::N,kudde,तकिया
706,Kissen::N,kudde,गाद्दा
707,Tuch::N,sjal,रूमाल
708,Tuch::N,sjal,वस्त्र
709,Handtuch::N,handduk,अँगोछा
710,Kraft::N,kraft,ज़ोर
711,Kraft::N,kraft,शक्ति
712,Stärke::N,styrka,बल
713,Stärke::N,styrka,ताक़त
714,Gesundheit::N,hälsa,स्वास्थ्य
715,Gesundheit::N,hälsa,तंदुरुस्ती
716,Krankheit::N,sjukdom,रोग
717,Krankheit::N,sjukdom,बीमारी
718,Schmerz::N,smärta,दर्द
719,Schmerz::N,smärta,पीड़ा
720,Wunde::N,sår,घाव
721,Wunde::N,sår,ज़ख़्म
722,Fieber::N,feber,ज्वर
723,Fieber::N,feber,बुख़ार
724,Arznei::N,medicin,दवा
725,Arznei::N,medicin,औषाधि
726,Arznei::N,läkemedel,दवा
727,Arznei::N,läkemedel,औषाधि
728,Brücke::N,bro,पुल
729,Brücke::N,bro,सेतु
730,Brunnen::N,brunn,कुआँ
731,Weide::N,bete,चरागाह
732,Pfad::N,stig,पथ
733,Pfad::N,stig,पगडंडी
734,Weg::N,väg,मार्ग
735,Straße::N,gata,राह
736,Straße::N,gata,रास्ता
737,Dorf::N,by,गाँव
738,Dorf::N,by,ग्राम
739,Stadt::N,stad,शहर
740,Brief::N,brev,ख़त
741,Brief::N,brev,पत्र
742,Brief::N,brev,चिट्ठी
743,Buch::N,bok,किताब
744,Buch::N,bok,पुस्तक
745,Buchstabe::N,bokstav,अक्षर
746,Zeitung::N,tidning,अख़बार
747,Zeitung::N,tidning,समाचार-पत्र
748,Leben::N,liv,जीवन
749,Leben::N,liv,ज़िंदगी
750,Tod::N,död,मौत
751,Tod::N,död,मृत्यु
752,Grab::N,grav,क़ब्र
753,Kirche::N,kyrka,चर्च
754,Kirche::N,kyrka,गिरजा
755,Sünde::N,synd,पाप
756,Sünde::N,synd,गुनाह
757,Gott::N,gud,देव
758,Gott::N,gud,ईश्वर
759,Arbeiter::N,arbetare,मज़दूर
760,Chef::N,chef,अध्यक्ष
761,Meister::N,mästare,शिल्पज्ञ
762,Arzt::N,läkare,वैद्य
763,Arzt::N,läkare,डॉक्टर
764,Arzt::N,läkare,चिकित्सक
765,Lehrer::N,lärare,शिक्षक
766,Lehrer::N,lärare,अध्यापक
767,Geld::N,pengar,धन
768,Geld::N,pengar,पैसा
769,Geschäft::N,rörelse,सौदा
770,Geschäft::N,rörelse,व्यापार
771,Laden::N,affär,दुकान
772,Preis::N,pris,दाम
773,Preis::N,pris,मूल्य
774,Ware::N,vara,माल
775,Ware::N,vara,पण्य
776,Nutzen::N,gagn,लाभ
777,Nutzen::N,gagn,फ़ायदा
778,Nutzen::N,nytta,लाभ
779,Nutzen::N,nytta,फ़ायदा
