,Concept_ID,,ab
72,Feuer::N,,амца
73,Licht::N,,алашара
74,Schatten::N,,ашəшьыра
75,Wetter::N,,амш
76,Nebel::N,,анаҟəа
77,Wolke::N,,аҧсҭҳəа
78,Regen::N,,ақəа
79,Schnee::N,,асы
80,Eis::N,,аҵаа
81,Frost::N,,аҵаа
82,Kälte::N,,ахьҭа
83,Hitze::N,,ашоура
84,Raureif::N,,аҵааҧшқа
85,Regenbogen::N,,ацəаҟəа
86,Donner::N,,адыд
87,Strömung::N,,аиасра
88,Strömung::N,,амҩасра
89,Tropfen::N,,ацəыкəбар
90,Schaum::N,,ашəах
91,Schmutz::N,,алымт
92,See::N,,аӡиа
93,Sumpf::N,,аӡмах
94,Wiese::N,,адəы
95,Wald::N,,абна
96,Hügel::N,,ахəы
97,Anhöhe::N,,аҳаракыра
98,Berg::N,,ашьха
99,Gipfel::N,,ацəқəа
100,Höhle::N,,аҳаҧы
101,Abhang::N,,анаара
102,Quelle::N,,аҵҵырҭа
103,Bach::N,,акəараҷҷа
104,Fluss::N,,аӡиас
105,Ufer::N,,ахықə
106,Küste::N,,ахықə
107,Festland::N,,абарра
108,Meer::N,,амшын
109,Bucht::N,,аӡбжьахала
110,Insel::N,,адгьылбжьаха
111,Blume::N,,ашəҭ
112,Gras::N,,аҳасакьын
113,Wurzel::N,,адац
114,Baum::N,,аҵла
115,Stamm::N,,ашьапы
116,Rinde::N,,ацəа
117,Ast::N,,амахə
118,Ast::N,,амахəҭа
119,Zweig::N,,амахə
120,Zweig::N,,амахəҭа
121,Blatt::N,,абҕьы
122,Birke::N,,аҵааҵла
123,Kiefer[Baum]::N,,амза
124,Weide[Baum]::N,,аҧслыш
125,Tanne::N,,аҧсаӡ
126,Horn::N,,атəыҩа
127,Feder::N,,ахӡы
128,Fell::N,,ацəа
129,Flügel::N,,амҵəыжəа
130,Klaue::N,,ашьапхыц
131,Schwanz::N,,аҵыхəа
132,Ei::N,,акəтаӷь
133,Nest::N,,аҭра
134,Nest::N,,аҵысҭра
135,Bau::N,,аҭыҩра
136,Tier::N,,аҧстəы
137,Tier::N,,агыгшəыг
138,Herde::N,,агəарҭа
139,Kuh::N,,ажə
140,Bulle::N,,ацə
141,Pferd::N,,аҽы
142,Schaf::N,,ауаса
143,Schwein::N,,аҳəа
144,Hund::N,,ала
145,Katze::N,,ацгəы
146,Bär::N,,амшə
147,Eichhörnchen::N,,аеш
148,Elch::N,,аҽаҩа
149,Fuchs::N,,абгахəыҷы
150,Hase::N,,ажьа
151,Maus::N,,аҳəынаҧ
152,Wolf::N,,абгаду
153,Vogel::N,,аҧсаатə
154,Huhn::N,,акəты
155,Hahn::N,,арбаҕь
156,Gans::N,,аҟыз
157,Adler::N,,ауарба
158,Ente::N,,акəата
159,Eule::N,,аты
160,Kranich::N,,апҟа
161,Krähe::N,,аҟəараан
162,Kuckuck::N,,акəыкəу
163,Schwan::N,,агьад
164,Fisch::N,,аҧсыӡ
165,Barsch::N,,ацəыбла
166,Hecht::N,,ахиаала
167,Schlange[Tier]::N,,амаҭ
168,Wurm::N,,ахəа
169,Wurm::N,,ахəац
170,Spinne::N,,абызкаҭаҳа
171,Ameise::N,,ашышкамс
172,Laus::N,,аҵа
173,Mücke::N,,акəыбры
174,Fliege::N,,амҵ
175,Schmetterling::N,,аҧарҧалыкь
176,Beere::N,,аргуц
177,Apfel::N,,аҵəа
178,Pilz::N,,акəкəбаа
179,Zwiebel::N,,аџьымшьы
180,Zwiebel::N,,аџьымшьхы
181,Saat::N,,ажəла
182,Korn::N,,арыц
183,Heu::N,,аҭəа
184,Schale::N,,ацəа
185,Grube::N,,ажра
186,Grube::N,,атыша
187,Falle::N,,арыҧҟьа
188,Schlinge::N,,аҟəараҟəантə
189,Spur::N,,ашьҭа
190,Asche::N,,ахəа
191,Dreck::N,,аҳəынҵəа
192,Dreck::N,,аҟьамсар
193,Eisen::N,,аиха
194,Gold::N,,ахьы
195,Silber::N,,аразны
196,Kohle::N,,арацəа
197,Glas::N,,асаркьа
198,Lehm::N,,анышəаҧшь
199,Sand::N,,аҧслымӡ
200,Mensch::N,,ауаҩы
201,Mann::N,,ахаҵа
202,Frau::N,,аҧҳəыс
203,Kind::N,,ахəыҷы
204,Junge::N,,аҷкəын
205,Junge::N,,ахаҵарҧыс
206,Mädchen::N,,аӡӷаб
207,Familie::N,,аҭаацəа
208,Großvater::N,,абду
209,Großmutter::N,,анду
210,Eltern::N,,ани аби
211,Vater::N,,аб
212,Mutter::N,,ан
213,Sohn::N,,аҧа
214,Tochter::N,,аҧҳа
215,Bruder::N,,аиашьа
216,Schwester::N,,Аҳəшьа
217,Onkel::N,,абиашьа
218,Onkel::N,,аншьа
219,Tante::N,,абиаҳəшьа
220,Ehemann::N,,ахаҵа
221,Ehemann::N,,аҧшəма
222,Ehefrau::N,,аҧҳəыс
223,Freude::N,,агəырӷьара
224,Gelächter::N,,ачча
225,Gelächter::N,,аччара
226,Glück::N,,аразҟы
227,Kummer::N,,агəырҩа
228,Wunsch::N,,агəхəтəы
229,Wunsch::N,,аҭахра
230,Lust::N,,агəазыҳəара
231,Geist::N,,аҧсы
232,Gedanke::N,,ахəыцырҭа
233,Gedächtnis::N,,агəынкылара
234,Verstand::N,,ахшыҩ
235,Sinn::N,,аҵакы
236,Grund::N,,амзыз
237,Wahrheit::N,,аиаша
238,Gespräch::N,,аиҿцәажәара
239,Märchen::N,,алакə
240,Erzählung::N,,ажәабжь
241,Nachricht::N,,адырраҭара
242,Neuigkeit::N,,ажәабжь ҿыц
243,Name::N,,ахьӡ
244,Rätsel::N,,ацуфара
245,Rede::N,,ажәа
246,Sprache::N,,абызшəа
247,Stimme::N,,абжьы
248,Wort::N,,ажәа
249,Zeichen::N,,адырга
250,Ruf::N,,аҿҭы
251,Lärm::N,,ашьҭыбжь
252,Laut::N,,ашьҭыбжь
253,Ton::N,,атон
254,Lied::N,,ашəа
255,Ruhe::N,,аҭынчра
256,Leute::N,,ауаа
257,Volk::N,,ажəлар
258,Arbeit::N,,аусура
259,Gast::N,,асас
260,Geschenk::N,,аҳамҭа
261,Geschenk::N,,аҿанҵа
262,Spiel::N,,ахəмарра
263,Gesellschaft::N,,агəыҧ
264,Hilfe::N,,ацхыраара
265,Freund::N,,аҩыза
266,Kamerad::N,,Аҧхнагьла
267,Angelegenheit::N,,аус
268,Anzahl::N,,ахыҧхьаӡара
269,Art::N,,ахкы
270,Stück::N,,аҽыҭ
271,Teil::N,,ахəҭа
272,Hälfte::N,,абжа
273,Kreis::N,,агьагьа
274,Kreuz::N,,аџьар
275,Linie::N,,аицтәар
276,Strich::N,,ацəаҳəа
277,Abstand::N,,абжьара
278,Entfernung::N,,абжьара
279,Gegend::N,,аҭыҧ
280,Platz::N,,аҭыҧ
281,Ort::N,,аҭыҧ
282,Seite::N,,аган
283,Mitte::N,,агəҭа
284,Gegenstand::N,,амаҭəар
285,Rand::N,,аҵкар
286,Kante::N,,авардым
287,Ecke::N,,акəакь
288,Spitze::N,,аҧынҵа
289,Ende::N,,анаӡара
290,Loch::N,,акылҵəара
291,Winkel::N,,агҿаҩра
292,Winkel::N,,акəындхə
293,Winkel::N,,акəакь
294,Muster::N,,аҟҟа
295,Größe::N,,изаҟароу
296,Länge::N,,аура
297,Höhe::N,,агылара
298,Gewicht::N,,акапан
299,Haufen::N,,ачаҟəа
300,Reihe::N,,ацəаҳəа
301,Boot::N,,анышь
302,Ruder::N,,ажəҩа
303,Schlitten::N,,ашəаҩауардын
304,Ski::N,,ашəаҩа
305,Ski::N,,ашьахаха
306,Lagerfeuer::N,,еиқуу амца
307,Last::N,,ахьанҭара
308,Gang::N,,аныҟəара
309,Schritt::N,,ашьаҿа
310,Norden::N,,аҩада
311,Süden::N,,алада
312,Westen::N,,амраҭашəара
313,Osten::N,,амрагылара
314,Holz::N,,амҿымаҭəахə
315,Brett::N,,аӷəы
316,Platte::N,,ахаҳәцәы
317,Stütze::N,,аҵаргəа
318,Stütze::N,,агəышьаҟа
319,Stange::N,,акьат
320,Stock::N,,алаба
321,Stab::N,,акьат
322,Rohr::N,,абыкь
323,Haus::N,,аҩны
324,Heim::N,,аҭаацəа
325,Ofen::N,,аҳақə
326,Ofen::N,,ауаџьаҟ
327,Ofen::N,,афрына
328,Fußboden::N,,адашьма
329,Tisch::N,,аишәа
330,Stuhl::N,,аҟəардə
331,Wiege::N,,агара
332,Bett::N,,акаруаҭ
333,Regal::N,,акыӷəра
334,Kiste::N,,аидчаҧала
335,Fenster::N,,аҧенџьыр
336,Tür::N,,ашə
337,Tor::N,,агəашə
338,Zaun::N,,аанда
339,Dach::N,,ахыб
340,Leiter::N,,амардуан
341,Besen::N,,аҧссага
342,Spaten::N,,ажыга
343,Schaufel::N,,аҭəарӷəы
344,Gabel::N,,ачқьыҧ
345,Löffel::N,,амҳаҵə
346,Messer::N,,аҳəызба
347,Nagel::N,,аҵəымӷ
348,Netz::N,,акаҭа
349,Haken::N,,аҵəаҳə
350,Griff::N,,амаа
351,Schloss::N,,асаҧаҭ
352,Bild::N,,асахьа
353,Figur::N,,афигура
354,Puppe::N,,акьанџьа
355,Beutel::N,,асакь
356,Bündel::N,,аҿаҳəара
357,Tasche::N,,арҭмаҟ
358,Eimer::N,,аведра
359,Deckel::N,,ахҩа
360,Geschirr::N,,ачысмаҭəа
361,Sack::N,,асакь
362,Tasse::N,,аҵəца
363,Topf::N,,акаструлиа
364,Kessel::N,,ачуан
365,Nahrung::N,,афатə
366,Speise::N,,афатə
367,Fleisch::N,,акəац
368,Getreide::N,,ачакуа
369,Brei::N,,ақашь
370,Brot::N,,ача
371,Scheibe::N,,аҽыҭ
372,Scheibe::N,,аҿаҵа
373,Fett::N,,ашша
374,Butter::N,,ахəша
375,Öl::N,,азеҭ
376,Salz::N,,аџьыка
377,Suppe::N,,асуҧ
378,Honig::N,,ацха
379,Milch::N,,ахш
380,Tee::N,,ачаи
381,Leder::N,,ацəа
382,Wolle::N,,аласа
383,Stoff::N,,Аба
384,Nadel::N,,агəыр
385,Faden::N,,арахəыц
386,Knopf::N,,аҳəынҵəра
387,Knoten::N,,аиқəҳəала
388,Farbe::N,,ашəыга
389,Kleidung::N,,амаҭəа
390,Hemd::N,,акьаҿ
391,Kragen::N,,ахəда
392,Ärmel::N,,амаӷра
393,Hose::N,,аиқəа
394,Gürtel::N,,амаҟа
395,Mütze::N,,ахылҧа
396,Schuh::N,,аимаа
397,Stiefel::N,,амагə
398,Ring::N,,амацəаз
399,Band::N,,алента
400,Kamm::N,,ахҳəа
401,Spiegel::N,,асаркьа
402,Riemen::N,,аа
403,Schnur::N,,ашаха
404,Leine::N,,аҕура
405,Decke::N,,ахыза
406,Kissen::N,,ахчы
407,Tuch::N,,акасы
408,Handtuch::N,,ампахьшьы
409,Kraft::N,,амч
410,Stärke::N,,амч
411,Gesundheit::N,,агəабзиара
412,Krankheit::N,,ачымазара
413,Schmerz::N,,ахьаа
414,Wunde::N,,ахəра
415,Fieber::N,,ашоура
416,Arznei::N,,ахəшə
417,Brücke::N,,ацҳа
418,Brunnen::N,,аҵыџь
419,Weide::N,,аҳəырҭа
420,Pfad::N,,амхəасҭа
421,Weg::N,,амҩа
422,Straße::N,,амҩа
423,Dorf::N,,ақыҭа
424,Stadt::N,,ақалақь
425,Brief::N,,ашəҟəы
426,Buch::N,,ашəҟəы
427,Buchstabe::N,,анбан
428,Zeitung::N,,агазеҭ
429,Leben::N,,аҧсҭазаара
430,Tod::N,,аҧсра
431,Grab::N,,анышəынҭра
432,Kirche::N,,ауахəама
433,Sünde::N,,агəнаҳа
434,Gott::N,,анцəа
435,Arbeiter::N,,аусуҩ
436,Chef::N,,Аиҳабы
437,Meister::N,,аҟаза
438,Arzt::N,,аҳақьым
439,Lehrer::N,,арҵаҩы
440,Geld::N,,аҧара
441,Laden::N,,амагазин
442,Preis::N,,ахə
443,Ware::N,,атауар
444,Nutzen::N,,ақьар
445,Reichtum::N,,абеиара
446,Welt::N,,адунеи
447,Land::N,,атəыла
448,Staat::N,,аҳəынҭқарра
449,König::N,,акрал
450,Macht::N,,амчра
451,Grenze::N,,аҳəаа
452,Krieg::N,,аибашьра
453,Feind::N,,Аҕа
454,Gewalt::N,,ақəымчра
455,Kampf::N,,ақəҧара
456,Bogen[Waffe]::N,,ахыц
457,Pfeil::N,,ахəымпал
458,Gewehr::N,,ашəақь
459,Fehler::N,,агха
460,Lüge::N,,амц
461,Schaden::N,,аҧырхага
462,Unglück::N,,арыцҳара
463,Schuld::N,,ахара
464,Alter::N,,ақəра
465,Schluss::N,,анҵəамҭа
466,Zeit::N,,аамта
467,Tag::N,,амш
468,Morgen::N,,ашара
469,Morgen::N,,ашьыбжь
470,Mittag::N,,шьыбжьон
471,Abend::N,,ахəылҧаз
472,Abend::N,,ахəлбыҽха
473,Nacht::N,,аҵх
474,Woche::N,,амчыбжь
475,Frühling::N,,ааҕын
476,Sommer::N,,аҧхын
477,Herbst::N,,ҭагалан
478,Herbst::N,,хкаарачан
479,Winter::N,,аӡын
480,Januar::N,,ианвар
481,Februar::N,,февраль
482,März::N,,март
483,April::N,,апрель
484,Mai::N,,маи
485,Juni::N,,иуун
486,Juli::N,,иууль
487,August::N,,август
488,September::N,,сентиабр
489,Oktober::N,,октиабр
490,November::N,,ноиабр
491,Dezember::N,,декабр
492,Montag::N,,ашəахьа
493,Dienstag::N,,аҩаша
494,Mittwoch::N,,ахаша
495,Donnerstag::N,,аҧшьаша
496,Freitag::N,,ахəаша
497,Samstag::N,,асабша
498,Sonntag::N,,амҽыша
499,groß::A,,аду
500,klein::A,,амаҷ
501,lang::A,,ахəхəа
502,kurz::A,,акьаҿ
503,breit::A,,аиужь
504,breit::A,,аиҵых
505,schmal::A,,аҭшəа
506,dicht::A,,аилач
507,dick[Gegenstand]::A,,ажəпа
508,fein::A,,апа
509,fein::A,,аҵаӷа
510,fein::A,,аӡа
511,fest::A,,аҟаца
512,fest::A,,аӷəӷəаҟаца
513,flach::A,,ақəаҟьа
514,flach::A,,аҧаҟьа
515,glatt::A,,аимаҩзы
516,hart::A,,акьакьа
517,weich::A,,атата
518,rund::A,,акəмпыл
519,spitz::A,,аҵар
520,scharf::A,,аҵар
521,stumpf::A,,ацагə
522,schwer::A,,ахьанҭа
523,schön::A,,аҧшӡа
524,heiß::A,,ашы
525,warm::A,,аҧха
526,kalt::A,,ахьшəашəа
527,kühl::A,,ахьшəашəа
528,kühl::A,,ицәыхьшәашәоу
529,frisch::A,,цқьа
530,feucht::A,,ацəаак
531,nass::A,,абааӡа
532,trocken::A,,Аба
533,trocken::A,,аҩа
534,voll::A,,азна
535,leer::A,,аҭацəы
536,offen::A,,аарта
537,geschlossen::A,,ихҩоу
538,geschlossen::A,,иаркыу
539,sauber::A,,ацқьа
540,schmutzig::A,,аҟьашь
541,reif::A,,Арҭ
542,reif::A,,аҟала
543,reif::A,,иҟалахьоу
544,lecker::A,,ахаа
545,süß::A,,азла
546,bitter::A,,аша
547,sauer::A,,аҵəҵəы
548,hell::A,,алаша
549,dunkel::A,,алашьца
550,schwarz::A,,аиқуаҵәа
551,weiß::A,,ашкəакəа
552,rot::A,,аҟаҧшь
553,gelb::A,,аҩеижь
554,blau::A,,аҽҵәа
555,grün::A,,ашьацҧшҭəала
556,grün::A,,аеҵəа
557,grau::A,,ацəыш
558,bunt::A,,Аилыҕраа
559,bunt::A,,аҕраҷкəын
560,billig::A,,амариа
561,teuer::A,,амҩан
562,wertvoll::A,,кыр иаҕсоу
563,wertvoll::A,,акыр иаҕсоу
564,blind::A,,алашə
565,taub::A,,адагəа
566,kräftig::A,,аӷəӷəа
567,stark::A,,абаҟа
568,schwach::A,,акəада
569,fett::A,,аҧсыла
570,schlank::A,,акала
571,schlank::A,,акьалантар
572,schlank::A,,аиҿартə
573,hübsch::A,,аҧшӡа
574,böse::A,,абааҧсы
575,dumm::A,,агаӡа
576,faul::A,,аашьа
577,fleißig::A,,иҟубҷоу
578,geizig::A,,акы
579,geizig::A,,акаҷбеи
580,geizig::A,,аҟəџьыр
581,klug::A,,аҟəыш
582,klug::A,,аҟəыӷа
583,geschickt::A,,напҟазала
584,lieb::A,,алашара
585,lustig::A,,алах-ҿых
586,lustig::A,,игурҕьаччо
587,lustig::A,,агурҕьа
588,lustig::A,,агурҿыхага
589,sanft::A,,атата
590,sanft::A,,аҟəымшəышə
591,sanft::A,,ақьыҧш
592,hungrig::A,,амлашь
593,krank::A,,ачымазаҩ
594,nackt::A,,аҟьантаз
595,traurig::A,,алахьеиқəҵага
596,lebendig::A,,абза
597,gut::A,,абзиа
598,schlecht::A,,-хəарҭам
599,richtig::A,,иашоу
600,schlimm::A,,абааҧсы
601,wahr::A,,агəҭылса
602,wahr::A,,абзиаҵəҟьа
603,alt::A,,Ажə
604,neu::A,,аҿыц
605,ehemalig::A,,анкьатәи
606,alt[Lebewesen]::A,,абырг
607,alt[Lebewesen]::A,,ақабада
608,alt[Lebewesen]::A,,Ажə
609,jung::A,,аҟата
610,arm::A,,ананамга
611,reich::A,,абеиа
612,bekannt::A,,адыр
613,berühmt::A,,адыр
614,fremd::A,,атəым
615,verschieden::A,,Еиуа-еиҧшым
616,nah::A,,ааигəа
617,fern::A,,ахара
618,linker::A,,арма
619,rechter::A,,арҕьа
620,anderer::A,,даҽа
621,anderer::A,,даҽакы
622,erster::A,,актәи
623,zweiter::A,,аҩбатəи
624,dritter::A,,ахҕатәи
625,letzter::A,,аҵыхəтəантəи
626,allein::ADV,,мацара
627,auf einmal::ADV,,зныкала
628,auf einmal::ADV,,зныкҟьара
629,zusammen::ADV,,аиц...
630,lange::ADV,,акыраамҭа
631,plötzlich::ADV,,иаалырҟьаны
632,sofort::ADV,,иаразнакҵәҟьа
633,später::ADV,,уажəшьҭаншəа
634,jetzt::ADV,,уажәы
635,heute::ADV,,иахьа
636,morgen::ADV,,уаҵәы
637,bald::ADV,,иласны
638,dann::ADV,,нас
639,gestern::ADV,,иацы
640,einst::ADV,,зны
641,damals::ADV,,усҟан
642,danach::ADV,,нас
643,vorher::ADV,,уаанӡа
644,zuerst::ADV,,азнаказы
645,zuerst::ADV,,аҧхьа
646,einmal::ADV,,зны
647,manchmal::ADV,,зны-зынла
648,oft::ADV,,лассы-лассы
649,immer::ADV,,енагь
650,immer::ADV,,еснагь
651,niemals::ADV,,ианакəызаалак
652,hier::ADV,,ара
653,hier::ADV,,абра
654,hier::ADV,,араҟа
655,hierhin::ADV,,ара
656,hierhin::ADV,,араҟа
657,von hier::ADV,,арантә
658,dort::ADV,,уа
659,dorthin::ADV,,уахь
660,dorthin::ADV,,анахь
661,geradeaus::ADV,,ишиашоу
662,vorwärts::ADV,,ҕхьаҟа
663,rückwärts::ADV,,шьҭахьла
664,zurück::ADV,,шьҭахьҟа
665,unten::ADV,,лбаа
666,hinab::ADV,,алада
667,oben::ADV,,хыхь
668,hinauf::ADV,,аҩада
669,überall::ADV,,зегьынцьара
670,nicht::ADV,,-м
671,ein wenig::ADV,,ҕыҭк
672,kaum::ADV,,аарлаҳәа
673,kaum::ADV,,афергьҳәа
674,sehr::ADV,,даара
675,so::ADV,,ас
676,so::ADV,,абас
677,noch::ADV,,макьана
678,nur::ADV,,заҵәык
679,schon::ADV,,уажәшьҭа
680,schon::ADV,,аиҳа ипоу
681,wieder::ADV,,ҿыц
682,wieder::ADV,,дырҩегь
683,wieder::ADV,,дырҩегьых
684,vergebens::ADV,,баша
685,vor::PRP,,аҕхьа
686,hinter::PRP,,нхыҵ
687,unter::PRP,,амҵа
688,unter::PRP,,амҵан
689,neben::PRP,,ааигуара
690,zwischen::PRP,,абжьара
691,wegen::PRP,,-иззы
692,wegen::PRP,,-ҟнытә
693,dies::PRN,,ари
694,dies::PRN,,абри
695,das::PRN,,Абни
696,das::PRN,,убри
697,alles::PRN,,зегьы
698,ich::PRN,,са
699,ich::PRN,,сара
700,du::PRN,,бара
701,er::PRN,,иара
702,wir::PRN,,ҳара
703,ihr::PRN,,шәара
704,sie::PRN,,дара
705,wer::FPRN,,дарбан
706,wo::FADV,,иабыкуу
707,wo::FADV,,аба-
708,wo::FADV,,ахь-
709,wohin::FADV,,иабыкуу
710,wohin::FADV,,аба-
711,wohin::FADV,,ахь-
712,wie::FADV,,-шҕа
713,warum::FADV,,избан
714,wieviel::FNUM,,заҟа
715,eins::NUM,,акы
716,eins::NUM,,аӡәы
717,zwei::NUM,,ҩба
718,drei::NUM,,хҕа
719,vier::NUM,,ҕшьба
720,fünf::NUM,,хəба
721,sechs::NUM,,фба
722,sieben::NUM,,Бжьба
723,acht::NUM,,ааба
724,neun::NUM,,жәба
725,zehn::NUM,,жәаба
726,elf::NUM,,жәеизатәи
727,zwölf::NUM,,жәаҩа
728,zwanzig::NUM,,ҩажәа
729,dreißig::NUM,,ҩажәижәабатәи
730,vierzig::NUM,,ҩынҩажәа
731,fünfzig::NUM,,ҩынҩажәеижәаба
732,sechzig::NUM,,хынҩажәа
733,siebzig::NUM,,хынҩажәижәаба
734,achtzig::NUM,,ҕшьынҩажәа
735,neunzig::NUM,,ҕшьынҩажәижәаба
736,hundert::NUM,,шәкы
737,tausend::NUM,,зқьы
738,und::CNJ,,-и
739,oder::CNJ,,ма
740,stehen::V,,агылазаара
741,sitzen::V,,атəара
742,sitzen::V,,атəа(заа)ра
743,liegen::V,,аиара
744,hängen::V,,акнаҳара
745,werden::V,,аҟалара
746,passieren::V,,аҟалара
747,beginnen::V,,алагара
748,enden::V,,алгара
749,wechseln::V,,аҽыҧсахра
750,aufgehen[Sonne]::V,,агылара
751,aufgehen[Sonne]::V,,ахашлара
752,aufgehen[Sonne]::V,,аҩаҵхахара
753,untergehen[Sonne]::V,,аҭашəара
754,scheinen[Sonne]::V,,акаҧхара
755,donnern::V,,адыдра
756,wehen::V,,асра
757,strömen::V,,акаҭəара
758,fließen::V,,ацара
759,sich drehen::V,,ахагьежьра
760,schwanken::V,,аҵысра
761,schwingen::V,,ахызазара
762,schwingen::V,,акьаандара
763,fallen::V,,акаҳара
764,brennen::V,,абылра
765,rauchen::V,,ахылҵра
766,regnen::V,,аура
767,gefrieren::V,,аҵаара
768,tauen::V,,аӡҭра
769,schmelzen::V,,ақəӡыҭра
770,schmelzen::V,,аҭəара
771,trocknen::V,,абара
772,sieden::V,,ашра
773,faulen::V,,абаара
774,verfaulen::V,,абаара
775,verfaulen::V,,аилашра
776,reißen::V,,аҧжəара
777,versinken::V,,аӡааҟəрылара
778,vergehen::V,,ацара
779,erscheinen::V,,ацəырҵра
780,verschwinden::V,,аҵашəкəара
781,sinken::V,,атəара
782,sinken::V,,алаҟəра
783,abnehmen::V,,ацӡаара
784,abnehmen::V,,аиҵалара
785,zunehmen::V,,аҽырҭбаара
786,zunehmen::V,,аиҵыҵра
787,zunehmen::V,,арацəахара
788,steigen::V,,азҳара
789,steigen::V,,ашьҭыҵра
790,steigen::V,,адухара
791,steigen::V,,ацлара
792,wachsen::V,,азҳара
793,glänzen::V,,ацыр-цырра
794,glänzen::V,,ацыҩ-цыҩра
795,glänzen::V,,аказказра
796,funkeln::V,,ашап-шапра
797,funkeln::V,,ацым-цымра
798,lärmen::V,,ашьҭыбжьгара
799,lärmen::V,,аҕьҕьаҳәа аилалара
800,läuten::V,,аҵəҵəасра
801,klingeln::V,,аҵəҵəасра
802,klirren::V,,ахьархьарра
803,klirren::V,,архьархьарра
804,brausen::V,,аилаҽҽара
805,brausen::V,,еилашуера
806,klingen::V,,агара
807,klingen::V,,ашьҭыбжь гара
808,bellen::V,,ашра
809,heulen::V,,ауура
810,blasen::V,,аҭəҳəара
811,pfeifen::V,,ашəшəра
812,schreien::V,,аҳəҳəара
813,schreien::V,,ахəаара
814,schreien::V,,аҟаара
815,stöhnen::V,,ақьра
816,zittern::V,,аҵыс-ҵысра
817,leben::V,,аҟазаара
818,geboren werden::V,,Аира
819,atmen::V,,аҕсыҕ лагаҩагара
820,trinken::V,,ажəра
821,essen::V,,акрыфара
822,schlucken::V,,албаадара
823,müde werden::V,,ааҕсара
824,einschlafen::V,,ацəара
825,schlafen::V,,ацəазаара
826,aufwachen::V,,аҿыхара
827,aufstehen::V,,Агəылҵра
828,sich erholen::V,,аҧсшьара
829,krank werden::V,,ачмазаҩхара
830,krank sein::V,,аҳəарҧсарра
831,schmerzen::V,,ахьра
832,husten::V,,аимҳәара
833,genesen::V,,абзиахара
834,genesen::V,,аӷəӷəахара
835,sterben::V,,аҧсра
836,umkommen::V,,аҭахара
837,sich bewegen::V,,аиҭаҵра
838,sich rühren::V,,ақəацара
839,sich erheben::V,,аҩагылара
840,sich setzen::V,,атəара
841,hinfallen::V,,акаҳара
842,laufen::V,,аныҟəара
843,schreiten::V,,ашьаҿа еихгара
844,spazierengehen::V,,анеи-ааира
845,eilen::V,,аццакра
846,sich beeilen::V,,аццакра
847,sausen::V,,аҧырра
848,sausen::V,,иҭрысны
849,sausen::V,,ишьҭҟьаны ацара
850,rennen::V,,аҩра
851,springen::V,,аҧара
852,klettern::V,,ақəлара
853,schaukeln::V,,аҟəараҟəанҽара
854,kriechen::V,,аҳəазара
855,schwimmen::V,,аӡсара
856,tauchen::V,,ахəӡааҵəира
857,rudern::V,,аҵшьра
858,fahren::V,,акала
859,fliegen::V,,аҧырра
860,gehen::V,,аиҭаҵра
861,weggehen::V,,ацара
862,abfahren::V,,адəықəлара
