,Concept_ID,en,av
124,Gras::N,grass,хер
125,Wurzel::N,root,кьибил
126,Baum::N,tree,гъветӏ
127,Stamm::N,trunk,рохти
128,Rinde::N,bark,макъар
129,Ast::N,limb,ноцӏ
130,Zweig::N,branch,гӏаркьел
131,Blatt::N,leaf,тӏамах
132,Birke::N,birch,мах
133,Birke::N,birch,махигъветӏ
134,Kiefer[Baum]::N,pine,накӏкӏигъветӏ
135,Weide[Baum]::N,willow,рицӏцӏ
136,Weide[Baum]::N,willow,рицӏцӏигъветӏ
137,Tanne::N,fir,ёлка
138,Horn::N,horn,лълъар
139,Feder::N,feather,хӏули
140,Fell::N,fur,тӏом
141,Fell::N,fur,цӏоко
142,Flügel::N,wing,кваркьи
143,Klaue::N,claw,галъ
144,Kralle::N,claw,квачӏ
145,Kralle::N,claw,катиквачӏ
146,Schwanz::N,tail,рачӏ
147,Ei::N,egg,хоно
148,Nest::N,nest,бусен
149,Bau::N,lair,каратӏ
150,Tier::N,animal,хӏайван
151,Herde::N,flock,рехъен
152,Herde::N,flock,рехъед
153,Kuh::N,cow,гӏака
154,Bulle::N,bull,оц
155,Pferd::N,horse,чу
156,Schaf::N,sheep,чахъу
157,Schwein::N,pig,болъон
158,Hund::N,dog,гьой
159,Katze::N,cat,кету
160,Bär::N,bear,ци
161,Eichhörnchen::N,squirrel,гвангва
162,Elch::N,elk,
163,Fuchs::N,fox,цер
164,Hase::N,hare,гӏанкӏ
165,Maus::N,mouse,гӏункӏкӏ
166,Wolf::N,wolf,бацӏ
167,Vogel::N,bird,хӏинчӏ
168,Schwarm::N,swarm,тӏел
169,Huhn::N,chicken,гӏанкӏу
170,Hahn::N,cock,хӏелеко
171,Gans::N,goose,хъаз
172,Adler::N,eagle,цӏум
173,Ente::N,duck,ордек
174,Eule::N,owl,беццаруз
175,Kranich::N,crane,къункъра
176,Krähe::N,crow,гъеду
177,Kuckuck::N,cuckoo,гагу
178,Schwan::N,swan,хӏанкъва
179,Fisch::N,fish,ччугӏа
180,Barsch::N,perch,окунь
181,Hecht::N,pike,щука
182,Schlange[Tier]::N,snake,борохь
183,Wurm::N,worm,хӏапара
184,Spinne::N,spider,хъанхъра
185,Ameise::N,ant,цӏунцӏра
186,Laus::N,louse,нацӏ
187,Mücke::N,midge,кӏкӏара
188,Fliege::N,fly,тӏутӏ
189,Schmetterling::N,butterfly,кӏалкӏучӏ
190,Beere::N,berry,
191,Apfel::N,apple,гӏеч
192,Pilz::N,mushroom,гӏурдахӏан
193,Zwiebel::N,onion,кӏочӏопер
194,Saat::N,seed,хьон
195,Korn::N,grain,мугь
196,Heu::N,hay,хер
197,Schale::N,husk,хъал
198,Grube::N,pit,гвенд
199,Falle::N,trap,къор
200,Falle::N,trap,къотен
201,Schlinge::N,noose,кӏичӏ
202,Spur::N,track,лъалкӏ
203,Asche::N,ashes,рахъу
204,Dreck::N,filth,гъиз
205,Dreck::N,filth,хӏарщ
206,Eisen::N,iron,махх
207,Gold::N,gold,месед
208,Silber::N,silver,гӏарац
209,Kohle::N,coal,тӏурччи
210,Glas::N,glass,цӏер
211,Lehm::N,clay,хӏатӏ
212,Sand::N,sand,сали
213,Mensch::N,human,чи
214,Mann::N,man,бихьинчи
215,Frau::N,woman,гӏадан
216,Kind::N,child,лъимер
217,Junge::N,boy,вас
218,Mädchen::N,girl,яс
219,Familie::N,family,хъизан
220,Großvater::N,grandfather,кӏудада
221,Großmutter::N,grandmother,кӏодо
222,Eltern::N,parents,эбел-эмен
223,Vater::N,father,эмен
224,Mutter::N,mother,эбел
225,Sohn::N,son,вас
226,Tochter::N,daughter,яс
227,Bruder::N,brother,вац
228,Schwester::N,sister,яц
229,Onkel::N,uncle,даци
230,Tante::N,aunt,ада
231,Ehemann::N,husband,рос
232,Ehefrau::N,wife,чӏужу
233,Freude::N,joy,ракӏбохи
234,Gelächter::N,laughter,релъи
235,Glück::N,happiness,талихӏ
236,Glück::N,happiness,талихӏ-рохел
237,Kummer::N,grief,хӏалкъай
238,Wunsch::N,wish,къасд
239,Lust::N,desire,гъира
240,Geist::N,spirit,чӏанкӏ
241,Geist::N,spirit,рухӏ-жан
242,Gedanke::N,thought,пикру
243,Gedächtnis::N,memory,
244,Verstand::N,mind,лумалъи
245,Verstand::N,mind,цӏодорлъи
246,Sinn::N,meaning,магӏна
247,Grund::N,reason,багьана
248,Wahrheit::N,truth,ритӏухълъи
249,Gespräch::N,talk,накъит
250,Märchen::N,fairy tale,маргьа
251,Erzählung::N,story,къиса
252,Nachricht::N,message,хабар
253,Neuigkeit::N,news,хабар-гӏазаб
254,Name::N,name,цӏар
255,Rätsel::N,puzzle,бицанкӏо
256,Rede::N,speech,речь
257,Rede::N,speech,калам
258,Sprache::N,language,мацӏ
259,Stimme::N,voice,гьаракь
260,Wort::N,word,рагӏи
261,Zeichen::N,sign,ишара
262,Zeichen::N,sign,гӏаламат
263,Ruf::N,call,ахӏи
264,Lärm::N,noise,хъуй
265,Lärm::N,noise,хъуди
266,Laut::N,sound,гьаракь
267,Laut::N,sound,сас
268,Ton::N,tone,
269,Lied::N,song,кечӏ
270,Ruhe::N,calm,рахӏат
271,Leute::N,people,гӏадамал
272,Volk::N,nation,халкъ
273,Arbeit::N,work,хӏалтӏи
274,Gast::N,guest,гьобол
275,Geschenk::N,gift,сайигъат
276,Spiel::N,game,хӏай
277,Spiel::N,game,расанди
278,Gesellschaft::N,company,жамагӏат
279,Hilfe::N,help,кумек
280,Freund::N,friend,гьудул
281,Kamerad::N,companion,гьалмагъ
282,Angelegenheit::N,matter,къваригӏел
283,Anzahl::N,count,рикӏкӏен
284,Art::N,sort,жинс
285,Stück::N,piece,кесек
286,Teil::N,part,пай
287,Hälfte::N,half,бащдаб
288,Kreis::N,circle,гор
289,Kreuz::N,cross,хъанч
290,Linie::N,line,мухъ
291,Strich::N,stroke,хӏучч
292,Abstand::N,gap,манзил
293,Entfernung::N,distance,манзил
294,Gegend::N,area,рахъ
295,Platz::N,space,бакӏ
296,Ort::N,place,бакӏ
297,Seite::N,side,рахъ
298,Mitte::N,middle,бакьулъбакӏ
299,Gegenstand::N,item,жо
300,Sache::N,thing,жо
301,Rand::N,fringe,мицӏир
302,Kante::N,edge,рагӏал
303,Kante::N,edge,рагӏа-ракьан
304,Ecke::N,corner,цили
305,Spitze::N,tip,тӏогь
306,Ende::N,end,кӏал
307,Loch::N,hole,каратӏ
308,Winkel::N,angle,
309,Muster::N,pattern,накъиш
310,Größe::N,size,кӏодо́лъи
311,Länge::N,length,халалъи
312,Höhe::N,height,борхалъи
313,Gewicht::N,weight,бакӏлъи
314,Menge::N,amount,
315,Haufen::N,heap,гъуни
316,Reihe::N,row,ирга́
317,Boot::N,boat,раса
318,Ruder::N,oar,раххан
319,Schlitten::N,sleigh,чанагъ
320,Ski::N,ski,лыжаби
321,Lagerfeuer::N,campfire,цӏа
322,Last::N,load,бакӏлъи
323,Gang::N,walk,хьвади
324,Gang::N,walk,хьвада-чӏвади
325,Schritt::N,step,гали
326,Norden::N,north,шимал
327,Süden::N,south,юг
328,Süden::N,south,къибла
329,Westen::N,west,гъарб
330,Westen::N,west,магъриб
331,Osten::N,east,шаркъ
332,Osten::N,east,машрикъ
333,Holz::N,wood,цӏул
334,Brett::N,board,хъарщи
335,Platte::N,slab,къоно
336,Stütze::N,bracket,
337,Stange::N,pole,гӏер
338,Stock::N,stick,тӏил
339,Stab::N,staff,гӏер
340,Rohr::N,pipe,турба
341,Haus::N,house,ригь
342,Haus::N,house,рукъзал
343,Heim::N,home,рукъ
344,Ofen::N,stove,печь
345,Fußboden::N,floor,чӏабар
346,Tisch::N,table,стол
347,Stuhl::N,chair,бакӏу
348,Wiege::N,cradle,кини
349,Bett::N,bed,кровать
350,Regal::N,shelf,хъарщи
351,Kiste::N,box,ящик
352,Kiste::N,box,тӏалагъуд
353,Fenster::N,window,гордо
354,Tür::N,door,нуцӏа
355,Tor::N,gate,каву
356,Zaun::N,fence,раци
357,Dach::N,roof,тӏох
358,Leiter::N,ladder,мали
359,Besen::N,broom,жул
360,Spaten::N,spade,бел
361,Schaufel::N,shovel,раххан
362,Gabel::N,fork,гӏучӏ
363,Löffel::N,spoon,гъуд
364,Messer::N,knife,нус
365,Nagel::N,nail,магӏ
366,Netz::N,net,гьин
367,Haken::N,hook,гъанцӏа
368,Griff::N,handle,гӏоркь
369,Schloss::N,lock,кӏулал
370,Bild::N,picture,сурат
371,Figur::N,figure,
372,Puppe::N,doll,нани
373,Beutel::N,pouch,таргьа
374,Bündel::N,bundle,къай
375,Tasche::N,bag,сумка
376,Tasche::N,bag,къвачӏа
377,Eimer::N,bucket,ведро
378,Deckel::N,cover,тӏалъел
379,Deckel::N,cover,дадитӏалъел
380,Geschirr::N,dishes,цӏарагӏ
381,Sack::N,sack,хъап
382,Sack::N,sack,къандалъо
383,Tasse::N,cup,чашка
384,Topf::N,pot,хьаг
385,Kessel::N,kettle,хьаг
386,Kessel::N,kettle,гереги
387,Essen::N,meal,тӏагӏам
388,Nahrung::N,food,квен
389,Speise::N,dish,квен
390,Fleisch::N,meat,гьан
391,Getreide::N,corn,бугӏа-ролъ
392,Getreide::N,corn,могьолабл_культураби
393,Brei::N,mush,карщ
394,Brot::N,bread,чед
395,Scheibe::N,slice,мочӏу
396,Fett::N,fat,беэнлъи
397,Butter::N,butter,нах
398,Öl::N,oil,нах
399,Salz::N,salt,цӏам
400,Suppe::N,soup,чурпа
401,Honig::N,honey,гьоцӏо
402,Milch::N,milk,рахь
403,Tee::N,tea,чай
404,Leder::N,leather,тӏом
405,Wolle::N,wool,квас
406,Stoff::N,cloth,ххам
407,Nadel::N,needle,рокӏкӏен
408,Faden::N,thread,кун
409,Knopf::N,button,маргъал
410,Knoten::N,knot,гарацӏ
411,Farbe::N,paint,релъен
412,Kleidung::N,clothes,ретӏел
413,Hemd::N,shirt,гурде
414,Kragen::N,collar,габур
415,Ärmel::N,sleeve,къвал
416,Hose::N,trousers,тӏажу
417,Gürtel::N,belt,рачел
418,Mütze::N,cap,тӏагъур
419,Schuh::N,shoe,
420,Stiefel::N,boot,этек
421,Stiefel::N,boot,чакма
422,Ring::N,ring,баргъич
423,Band::N,ribbon,лента
424,Kamm::N,comb,гьоркьо
425,Spiegel::N,mirror,матӏу
426,Riemen::N,strap,рижу
427,Schnur::N,string,
428,Leine::N,leash,
429,Decke::N,blanket,одея́ло
430,Kissen::N,pillow,къандалъо
431,Tuch::N,scarf,квархьи
432,Handtuch::N,towel,беркӏалрацӏцӏ
433,Kraft::N,force,гуч
434,Kraft::N,force,къуват
435,Stärke::N,strength,хӏалкӏвей
436,Gesundheit::N,health,сахлъи́
437,Krankheit::N,illness,унти
438,Krankheit::N,illness,щокълъи
439,Schmerz::N,pain,унти
440,Wunde::N,wound,ругъун
441,Fieber::N,fever,цӏа-кан
442,Arznei::N,medicine,дару
443,Brücke::N,bridge,кьо
444,Brunnen::N,well,гъуй
445,Weide::N,pasture,рицӏцӏ
446,Weide::N,pasture,лъичӏирма
447,Weide::N,pasture,гӏурдаллъи
448,Weide::N,pasture,ри́цӏигъветӏ
449,Weide::N,pasture,рицӏцӏигъветӏ
450,Pfad::N,path,сухъмахъ
451,Weg::N,way,нух
452,Straße::N,road,нух
453,Dorf::N,village,росу
454,Stadt::N,town,шагьар
455,Brief::N,letter,кагъат
456,Brief::N,letter,рисалат
457,Buch::N,book,тӏехь
458,Buchstabe::N,character,хӏарп
459,Zeitung::N,newspaper,газет
460,Leben::N,life,яшав
461,Tod::N,death,хвел
462,Grab::N,grave,хоб
463,Kirche::N,church,килиса
464,Sünde::N,sin,хӏакъ
465,Sünde::N,sin,мунагь
466,Gott::N,god,бичас
467,Gott::N,god,аллагь
468,Arbeiter::N,worker,хӏалтӏухъан
469,Chef::N,boss,хӏаким
470,Chef::N,boss,начальник
471,Meister::N,master,устар
472,Meister::N,master,мастер
473,Meister::N,master,махщалилав
474,Arzt::N,doctor,жайрахӏ
475,Lehrer::N,teacher,мугӏалим
476,Geld::N,money,гӏарац
477,Geschäft::N,business,
478,Laden::N,shop,тукен
479,Preis::N,price,багьа
480,Ware::N,ware,къайи
481,Nutzen::N,profit,мунпагӏат
482,Reichtum::N,wealth,бечелъи
483,Welt::N,world,дуниял
484,Land::N,country,улка
485,Land::N,country,икълим
486,Staat::N,state,пачалихъ
487,König::N,king,пача
488,König::N,king,малик
489,König::N,king,къирал
490,König::N,king,падишагь
491,Macht::N,power,кверщел
492,Grenze::N,border,гӏорхъи
493,Krieg::N,war,рагъ
494,Feind::N,enemy,тушман
495,Gewalt::N,violence,зулму
496,Kampf::N,fight,къеркьей
497,Bogen[Waffe]::N,bow,газаргъо
498,Pfeil::N,arrow,чӏор
499,Gewehr::N,gun,туманкӏ
500,Fehler::N,mistake,гъалатӏ
501,Lüge::N,lie,гьереси
502,Schaden::N,damage,зиян
503,Schaden::N,damage,зарал
504,Unglück::N,misfortune,балагь
505,Schuld::N,fault,гӏайиб
506,Alter::N,age,гӏумру
507,Schluss::N,conclusion,ахир
508,Zeit::N,time,заман
509,Tag::N,day,къо
510,Morgen::N,morning,радалмех
511,Mittag::N,noon,къадемех
512,Abend::N,evening,релъедамех
513,Nacht::N,night,сордо
514,Woche::N,week,анкь
515,Monat::N,month,моцӏ
516,Jahr::N,year,сон
517,Jahr::N,year,лъагӏел
518,Frühling::N,spring,их
519,Sommer::N,summer,рии
520,Herbst::N,autumn,хасалихълъи
521,Winter::N,winter,кьин
522,Januar::N,January,январь
523,Februar::N,February,февра́ль
524,März::N,March,март
525,April::N,April,апрель
526,Mai::N,May,май
527,Juni::N,June,июнь
528,Juli::N,July,июль
529,August::N,August,август
530,September::N,September,сентябрь
531,Oktober::N,October,октябрь
532,November::N,November,ноябрь
533,Dezember::N,December,декабрь
534,Montag::N,Monday,итни
535,Dienstag::N,Tuesday,талат
536,Mittwoch::N,Wednesday,арбагӏ
537,Donnerstag::N,Thursday,хамиз
538,Freitag::N,Friday,рузман
539,Samstag::N,Saturday,щамат
540,Sonntag::N,Sunday,гьатӏан
541,groß::A,big,кӏудияб
542,klein::A,little,гьитӏинаб
543,lang::A,long,халатаб
544,kurz::A,short,къокъаб
545,breit::A,wide,гӏебаб
546,schmal::A,narrow,къваридаб
547,dicht::A,dense,ризаб
548,dick[Gegenstand]::A,thick,бицатаб
549,dünn::A,thin,тӏеренаб
550,fein::A,delicate,тӏеренаб
551,fest::A,firm,къвакӏараб
552,flach::A,flat,чӏепараб
553,glatt::A,smooth,цӏвакараб
554,hart::A,hard,кьварараб
555,weich::A,soft,тамахаб
556,rund::A,round,гургинаб
557,spitz::A,pointed,бегӏераб
558,scharf::A,sharp,рекӏараб
559,stumpf::A,blunt,тӏехӏараб
560,stumpf::A,blunt,рекӏинчӏеб
561,schwer::A,heavy,бакӏаб
562,schön::A,beautiful,берцинаб
563,heiß::A,hot,лагьараб
564,warm::A,warm,хинаб
565,kalt::A,cold,квачараб
566,kühl::A,cool,квачараб
567,frisch::A,fresh,цӏияб
568,feucht::A,damp,рагьараб
569,nass::A,wet,би́ччараб
570,trocken::A,dry,бакъвараб
571,voll::A,full,
572,leer::A,empty,чӏобогояб
573,offen::A,open,рагьараб
574,geschlossen::A,closed,рахараб-къараб
575,sauber::A,clean,бацӏцӏадаб
576,schmutzig::A,dirty,гъизараб
577,roh::A,raw,хамаб
578,roh::A,raw,гӏатӏгояб
579,reif::A,ripe,барщараб
580,lecker::A,delicious,тӏагӏамаб
581,süß::A,sweet,гьуинаб
582,bitter::A,bitter,кьогӏаб
583,sauer::A,sour,цӏекӏаб
584,hell::A,bright,канаб
585,dunkel::A,dark,бецӏаб
586,schwarz::A,black,чӏегӏераб
587,weiß::A,white,хъахӏаб
588,rot::A,red,багӏараб
589,gelb::A,yellow,гӏобилаб
590,gelb::A,yellow,тӏогьилаб
591,blau::A,blue,хъахӏилаб
592,grün::A,green,гӏурччинаб
593,grau::A,grey,накӏкӏуяб
594,bunt::A,colourful,къвекӏаб
595,bunt::A,colourful,чара-гъараб
596,bunt::A,colorful,къвекӏаб
597,bunt::A,colorful,чара-гъараб
598,billig::A,cheap,учузаб
599,teuer::A,dear,хири́яб
600,wertvoll::A,precious,къиматаб
601,blind::A,blind,беццаб
602,taub::A,deaf,гъугъаб
603,kräftig::A,powerful,гучаб
604,stark::A,strong,къуватаб
605,schwach::A,weak,гӏажизаб
606,fett::A,fat,кьарияб
607,schlank::A,slim,чергесаб
608,hübsch::A,pretty,гьайбатаб
609,böse::A,evil,ракӏквешаб
610,dumm::A,stupid,гьагаб
611,dumm::A,stupid,гӏантаб
612,faul::A,lazy,кӏохӏалаб
613,faul::A,lazy,кӏухӏа́лаб
614,fleißig::A,diligent,хӏаракатаб
615,geizig::A,stingy,къарумаб
616,klug::A,clever,лумияб
617,geschickt::A,skilful,махщел бугев
618,geschickt::A,skillful,махщел бугев
619,lieb::A,dear,гӏазизаб
620,lustig::A,merry,кепаб
621,sanft::A,gentle,хӏалимаб
622,sanft::A,gentle,хӏере́наб
623,hungrig::A,hungry,бакъараб
624,krank::A,sick,щокъаб
625,krank::A,sick,унтараб
626,nackt::A,naked,гӏицӏаб
627,nackt::A,naked,чӏанкӏараб
628,traurig::A,sad,пашманаб
629,lebendig::A,living,чӏагояб
630,gut::A,good,лъикӏаб
631,schlecht::A,bad,къадараб
632,richtig::A,correct,битӏараб
633,schlimm::A,nasty,нажасаб
634,schlimm::A,nasty,къабихӏаб
635,wahr::A,true,хӏакъаб
636,wahr::A,true,битӏараб
637,alt::A,old,басрияб
638,neu::A,new,цӏияб
639,ehemalig::A,former,цебе́госеб
640,alt[Lebewesen]::A,aged,хераб
641,jung::A,young,тӏинчӏаб
642,jung::A,young,гӏолохъанаб
643,arm::A,poor,пакъираб
644,reich::A,rich,бечедаб
645,bekannt::A,familiar,лъалеб
646,berühmt::A,famous,машгьураб
647,fremd::A,foreign,чияр
648,verschieden::A,different,батӏи-батӏияб
649,nah::A,near,гӏагарда бугеб
650,fern::A,far,рикӏкӏадаб
651,linker::A,left,квегӏаб
652,rechter::A,right,кваранаб
653,anderer::A,other,батӏияб
654,erster::A,first,тӏоцебесеб
655,zweiter::A,second,кӏиабилеб
656,dritter::A,third,лъабабилеб
657,letzter::A,last,ахирисеб
658,allein::ADV,alone,ялгъузго
659,auf einmal::ADV,at once,цихӏинтӏаго
660,zusammen::ADV,together,цойида
661,lange::ADV,long,
662,plötzlich::ADV,suddenly,цойидасанго
663,sofort::ADV,instantly,гьебсагӏат
664,später::ADV,later,
665,jetzt::ADV,now,гьанже
666,heute::ADV,today,жакъа
667,morgen::ADV,tomorrow,метер
668,bald::ADV,soon,гьабсагӏаталъ
669,dann::ADV,then,цинги
670,gestern::ADV,yesterday,сон
671,einst::ADV,once,цин
672,damals::ADV,at that time,гьебмехалъ
673,damals::ADV,at that time,гьебмехалда
674,danach::ADV,afterwards,цинги
675,danach::ADV,afterwards,хадуса
676,vorher::ADV,before,цебе
677,zuerst::ADV,at first,тӏоцебе
678,einmal::ADV,once,цинцӏул
679,einmal::ADV,once,цихӏин
680,einmal::ADV,once,цоцӏул
681,manchmal::ADV,sometimes,олоцӏул
682,oft::ADV,often,гӏемерго
683,immer::ADV,always,кидаго
684,niemals::ADV,never,киданиги
685,hier::ADV,here,аниб
686,hierhin::ADV,hither,анибехун
687,hierhin::ADV,to here,анибехун
688,hierhin::ADV,here,анибехун
689,von hier::ADV,hence,гьаниса
690,dort::ADV,there,гьениб
691,dorthin::ADV,thither,гьадаба
692,dorthin::ADV,there,гьадаба
693,dorthin::ADV,to there,гьадаба
694,geradeaus::ADV,ahead,битӏутӏа
695,vorwärts::ADV,forward,цебехун
696,rückwärts::ADV,backward,нахъ-нахъ
697,zurück::ADV,back,нахъе
698,unten::ADV,below,ахакь
699,unten::ADV,below,гъоркь
700,hinab::ADV,down,эхебе
701,oben::ADV,above,тӏад
702,oben::ADV,above,тӏадехун
703,hinauf::ADV,up,эхеде
704,überall::ADV,everywhere,кибго
705,nicht::ADV,not,
706,ein wenig::ADV,a little,дагьабго
707,kaum::ADV,hardly,хӏалалъ
708,sehr::ADV,very,кутакалда
709,so::ADV,so,гьедин
710,noch::ADV,still,жеги
711,nur::ADV,only,гӏӣцӏго
712,schon::ADV,already,
713,wieder::ADV,again,на́хъеги
714,vergebens::ADV,in vain,чӏалгӏаде
715,vor::PRP,in front of,цебе
716,hinter::PRP,behind,хадуса
717,unter::PRP,under,ахакь
718,unter::PRP,under,гъоркь
719,durch::PRP,through,
720,neben::PRP,next to,аскӏо
721,zwischen::PRP,between,гьоркьоб
722,wegen::PRP,because of,гьелда
723,dies::PRN,this,гьаб
724,dies::PRN,this,гьеб
725,das::PRN,that,доб
726,alles::PRN,everything,
727,ich::PRN,I,дун
728,du::PRN,you,дуца
729,du::PRN,thou,дуца
730,er::PRN,he,доб
731,wir::PRN,we,ниж
732,ihr::PRN,you,нуж
733,sie::PRN,they,дол
734,sie::PRN,they,эл
735,was::FPRN,what,щиб
736,wer::FPRN,who,щиб
737,wo::FADV,where,киб
738,wo::FADV,where,кибехун
739,wohin::FADV,where ... to,кибехун
740,wohin::FADV,where to,кибехун
741,wohin::FADV,where,кибехун
742,wie::FADV,how,кин
743,warum::FADV,why,щай
744,wieviel::FNUM,how much,кигӏан
745,eins::NUM,one,цо
746,zwei::NUM,two,кӏиго
747,drei::NUM,three,лъабго
748,vier::NUM,four,ункъо
749,fünf::NUM,five,щуго
750,sechs::NUM,six,анлъго
751,sieben::NUM,seven,анкьго
752,acht::NUM,eight,микьго
753,neun::NUM,nine,ичӏго
754,zehn::NUM,ten,анцӏго
755,elf::NUM,eleven,анцӏила цо
756,zwölf::NUM,twelve,кӏиго-анцӏила
757,zwanzig::NUM,twenty,къого
758,dreißig::NUM,thirty,лъеберго
759,vierzig::NUM,forty,кӏикъого
760,fünfzig::NUM,fifty,кӏикъо́ялда анцӏго
761,sechzig::NUM,sixty,лъабкъого
762,siebzig::NUM,seventy,лъабкъо́ялда анцӏго
763,achtzig::NUM,eighty,ункъого
764,neunzig::NUM,ninety,ункъоялда а́нцӏила
765,hundert::NUM,a hundred,нусго
766,tausend::NUM,a thousand,азарго
767,und::CNJ,and,ва
768,und::CNJ,and,-ги
769,oder::CNJ,or,ялъуни
770,stehen::V,stand,бахъунчӏезе
771,sitzen::V,sit,гӏодов чӏезе
772,liegen::V,lie,бегизе
773,hängen::V,hang,базе
774,werden::V,become,бахъине
775,passieren::V,happen,лъугьине
776,passieren::V,happen,лъугьа-бахъине
777,beginnen::V,begin,байбихьизе
778,enden::V,end,лъугӏизе
779,wechseln::V,change,хиса-басизе
780,wechseln::V,change,хисизе
781,aufgehen[Sonne]::V,rise,баккизе
782,untergehen[Sonne]::V,set,щинкӏизе
783,scheinen[Sonne]::V,shine,къалъ-къалъизе
784,donnern::V,thunder,гъугъазе
785,wehen::V,blow,пуйзе
786,strömen::V,stream,чвахизе
787,fließen::V,flow,чвахизе
788,sich drehen::V,revolve,сверизе
789,schwanken::V,sway,хьвагӏезе
790,schwanken::V,sway,багъа-бачаризе
791,schwingen::V,swing,щвартӏезе
792,fallen::V,fall,бортизе
793,brennen::V,burn,рекӏине
794,rauchen::V,smoke,кӏкӏуй буризе
795,regnen::V,rain,базе
796,gefrieren::V,freeze,гӏу́низе
797,tauen::V,thaw,биаризе
798,schmelzen::V,melt,биине
