,Concept_ID,hy,mrj
131,Rinde::N,կեղեւ,каргыж
132,Rinde::N,հաչոց,каргыж
133,Ast::N,ճյուղ,укш
134,Zweig::N,ճյուղ,укш
135,Blatt::N,տերեւ,листӹ
136,Birke::N,ցարասի,куги
137,Kiefer[Baum]::N,սոճի,йӓктӹ
138,Weide[Baum]::N,ուռենի,уа
139,Tanne::N,եղեւին,кож
140,Feder::N,փետուր,пын
141,Fell::N,մորթի,кавашты
142,Flügel::N,թեւ,шылдыр
143,Klaue::N,չանչ,кӹч
144,Kralle::N,ճանկ,лапа
145,Schwanz::N,պոչ,пач
146,Ei::N,ձու,мыны
147,Nest::N,բույն,пӹжӓш
148,Bau::N,որջ,ыраж
149,Bau::N,բայոց,ыраж
150,Tier::N,կենդանի,во́льык
151,Herde::N,հոտ,кӹтö
152,Kuh::N,կով,ышкал
153,Bulle::N,ցուլ,ӱшкӱж
154,Pferd::N,ձի,имни
155,Schaf::N,ոչխար,шарык
156,Schwein::N,խոզ,сасна
157,Hund::N,շուն,пи
158,Katze::N,կատու,коти
159,Bär::N,արջ,мöскӓ
160,Eichhörnchen::N,սկյուռ,ур
161,Elch::N,հիւսիսային եղջերու,шарды
162,Fuchs::N,աղվես,рӹвӹж
163,Hase::N,նապաստակ,морен
164,Maus::N,մուկ,каля
165,Wolf::N,գայլ,пирӹ
166,Vogel::N,թռչուն,кек
167,Schwarm::N,երամ,цуца
168,Huhn::N,հավ,цӹвӹ
169,Hahn::N,աքաղաղ,ӓптӓн
170,Gans::N,սագ,комбы
171,Adler::N,արծիվ,кучкыж
172,Ente::N,բադ,лыды
173,Eule::N,բու,тымана
174,Kranich::N,կռունկ,тырня
175,Kranich::N,կռունկ,тыртня
176,Krähe::N,ագռավ,лудыгарак
177,Kuckuck::N,կուկու,куку
178,Schwan::N,կարապ,йӱксӹ
179,Fisch::N,ձուկ,кол
180,Barsch::N,պերկես,алангы
181,Hecht::N,գայլաձուկ,нуж
182,Hecht::N,գայլաձուկ,нужгол
183,Schlange[Tier]::N,օձ,кӹшкы
184,Wurm::N,որդ,шукш
185,Wurm::N,ճիճու,шукш
186,Spinne::N,սարդ,ӓнгӹремшӹ
187,Ameise::N,միջյուն,кыткы
188,Laus::N,ոջիլ,ти
189,Mücke::N,մժղուկ,кужнер
190,Mücke::N,մժղուկ,кужынер
191,Fliege::N,ճանճ,шӹнгӓ
192,Schmetterling::N,թիթեռ,лӹпӹ
193,Beere::N,հատապտուղ,мöр
194,Apfel::N,խնձոր,олма
195,Pilz::N,սունկ,понгы
196,Zwiebel::N,սոխ,охыра
197,Saat::N,սերմ,нӱшмӹ
198,Saat::N,սերմ,нӱшмӱ
199,Korn::N,հատիկ,пӹрцӹ
200,Heu::N,խոտ,шуды
201,Schale::N,կեղեւ,аваха
202,Schale::N,կեղեւ,карлангы
203,Grube::N,փոս,йӓм
204,Falle::N,ծուղակ,лӱдӹ
205,Falle::N,ծուղակ,лӱдӹш
206,Schlinge::N,խեղդան,онгы
207,Spur::N,հետք,кишӓ
208,Asche::N,մոխիր,ломых
209,Asche::N,մոխիր,ломпыж
210,Dreck::N,աղտ,лявӹрӓ
211,Eisen::N,երկաթ,кӹртни
212,Gold::N,ոսկի,шöртни
213,Gold::N,ոսկի,шöртньӹ
214,Silber::N,արծաթ,ши
215,Kohle::N,քարածուխ,шӱ
216,Glas::N,ապակի,охоница
217,Lehm::N,կավ,шун
218,Sand::N,ավազ,ошма
219,Mensch::N,մարդ,эдем
220,Mann::N,մարդ,пӱэргӹ
221,Mann::N,տղամարդ,пӱэргӹ
222,Frau::N,կին,ӹдӹрӓмӓш
223,Kind::N,զավակ,ӓзӓ
224,Kind::N,զավակ,шачшы
225,Junge::N,տղա,рвезӹ
226,Junge::N,տղա,ӹрвезӹ
227,Mädchen::N,աղջիկ,ӹдӹрӓш
228,Familie::N,ընտանիք,йиш
229,Familie::N,ընտանիք,семня
230,Großvater::N,պապ,тьоти
231,Großmutter::N,տատ,папа
232,Eltern::N,ծնողներ,ӓтя-ӓвӓ
233,Vater::N,հայր,ӓтя
234,Mutter::N,մայր,ӓвӓ
235,Sohn::N,որդի,эргӹ
236,Tochter::N,աղջիկ,ӹдӹр
237,Tochter::N,դուստր,ӹдӹр
238,Bruder::N,եղբայր,ӹза
239,Schwester::N,քույր,ӓкӓ
240,Onkel::N,քեռի,кугуза
241,Onkel::N,հորեղբայր,кугуза
242,Tante::N,մորաքույր,куака
243,Ehemann::N,մարդ,мары
244,Ehemann::N,ամուսին,мары
245,Ehefrau::N,կին ամուսին,вӓтӹ
246,Freude::N,ուրախություն,ӹвӹртӹмӓш
247,Gelächter::N,ծիծաղ,ваштылмаш
248,Glück::N,երջանկություն,пиӓл
249,Kummer::N,վիշտ,ясы
250,Wunsch::N,ցանկություն,охата
251,Wunsch::N,ցանկություն,шанымаш
252,Lust::N,փափագ,шӓр
253,Lust::N,փափագ,охата
254,Lust::N,փափագ,шанымаш
255,Lust::N,իղձ,шӓр
256,Lust::N,իղձ,охата
257,Lust::N,իղձ,шанымаш
258,Geist::N,ոգի,тух
259,Gedanke::N,միտք,шанымаш
260,Gedächtnis::N,հիշողություն,ӓш
261,Verstand::N,խելք,ыш
262,Sinn::N,իմաստ,кын
263,Grund::N,պատճառ,вир
264,Wahrheit::N,ճշմարտություն,тöр
265,Gespräch::N,զրույց,хытырымаш
266,Märchen::N,պայիկի պատմություն,ямак
267,Erzählung::N,պատմվածք,шайыштмаш
268,Erzählung::N,պատմություն,шайыштмаш
269,Nachricht::N,հաղորդագրություն,увертӓрӹмӓш
270,Neuigkeit::N,լուր,увер
271,Neuigkeit::N,նորություն,увер
272,Name::N,անուն,лӹм
273,Rätsel::N,բարդ խնդիր,тышты
274,Rede::N,ճառ,шая
275,Rede::N,ճառ,шамак
276,Rede::N,ելույթ,шая
277,Rede::N,ելույթ,шамак
278,Sprache::N,լեզու,йӹлмӹ
279,Stimme::N,ձայն,юк
280,Wort::N,բառ,шамак
281,Zeichen::N,նշան,палӹ
282,Ruf::N,կոչ,сӹгӹрӹмӓш
283,Ruf::N,կանչ,сӹгӹрӹмӓш
284,Lärm::N,աղմուկ,юкланымащ
285,Laut::N,հնչյուն,юк
286,Laut::N,ձայն,юк
287,Ton::N,տոն,юк
288,Lied::N,երգ,мыры
289,Ruhe::N,անդորրություն,тыр
290,Leute::N,մարդիկ,эдемвлӓ
291,Volk::N,ազգ,халык
292,Arbeit::N,գործ,пӓшӓ
293,Arbeit::N,աշխատանք,пӓшӓ
294,Gast::N,հյուր,хына
295,Geschenk::N,նվեր,подарка
296,Spiel::N,խաղ,мадыш
297,Gesellschaft::N,ընկերություն,йӓл
298,Gesellschaft::N,ընկերություն,йӓлвлӓ
299,Hilfe::N,օգնությթուն,палшык
300,Freund::N,ընկեր,тӓнг
301,Freund::N,բարեկամ,тӓнг
302,Kamerad::N,ուղեկից,тос
303,Angelegenheit::N,բան,дела
304,Angelegenheit::N,բան,йела
305,Angelegenheit::N,բան,йыла
306,Angelegenheit::N,բան,пӓшӓ
307,Angelegenheit::N,գործ,дела
308,Angelegenheit::N,գործ,йела
309,Angelegenheit::N,գործ,йыла
310,Angelegenheit::N,գործ,пӓшӓ
311,Anzahl::N,քանակ,шот
312,Anzahl::N,գումար,шот
313,Art::N,տեսակ,цӹре
314,Stück::N,կտոր,лаштык
315,Teil::N,մաս,пай
316,Teil::N,մաս,часть
317,Hälfte::N,կես,пел
318,Kreis::N,շիջանակ,тӹртӹш
319,Kreuz::N,խաչ,крестӹ
320,Linie::N,գիծ,
321,Strich::N,գիծ,
322,Abstand::N,անջրպետ,ло
323,Entfernung::N,հեռավորություն,ло
324,Gegend::N,շրջան,вӓр
325,Platz::N,տարածություն,вӓр
326,Ort::N,տեղ,вӓр
327,Ort::N,վայր,вӓр
328,Seite::N,կողմ,öрдӹж
329,Mitte::N,մեջտեղ,ло
330,Gegenstand::N,առարկա,хӓдӹр
331,Sache::N,բան,хӓдӹр
332,Rand::N,վերջք,шöр
333,Kante::N,եզր,шöр
334,Ecke::N,անկյուն,лык
335,Spitze::N,ծայր,вуй
336,Ende::N,ծայր,вуй
337,Ende::N,ծայր,мычаш
338,Loch::N,անցք,ыраж
339,Winkel::N,անկյուն,лык
340,Muster::N,օրինակ,тӹрлец
341,Größe::N,մեծություն,кӱкшӹц
342,Länge::N,երկարություն,кыт
343,Höhe::N,բարձրություն,кӱкшӹц
344,Gewicht::N,կշիռ,нелӹц
345,Menge::N,քանակ,шот
346,Haufen::N,դեզ,ара
347,Haufen::N,կույտ,ара
348,Reihe::N,շարք,ряд
349,Reihe::N,կարգ,ряд
350,Boot::N,նավակ,пыш
351,Ruder::N,թի,вешлӓ
352,Ruder::N,թիակ,вешлӓ
353,Schlitten::N,բալխիր,тир
354,Ski::N,դահուկ,ечӹ
355,Lagerfeuer::N,բացօդեայ կրակ,тыл
356,Last::N,բեռ,нелӹц
357,Gang::N,զբոսանք,ход
358,Schritt::N,քայլ,ашкыл
359,Norden::N,հյուսիս,йыдпелвел
360,Süden::N,հարավ,кечӹвӓлвел
361,Westen::N,արեւմուտք,кечӹ шӹцмӹ
362,Osten::N,արեւելք,ирвел
363,Osten::N,արեւելք,кечӹ лӱлтмӹ
364,Holz::N,փայտ,пушӓнгӹ
365,Brett::N,տախտակ,ханга
366,Platte::N,թիթեղ,плитӓ
367,Stütze::N,նեցուկ,цӓрӓк
368,Stange::N,ձող,равы
369,Stange::N,ձող,намаш
370,Stock::N,փայտ,панды
371,Stab::N,ցուպ,равы
372,Stab::N,գավազան,равы
373,Rohr::N,խողովակ,пыч
374,Haus::N,տուն,пöрт
375,Heim::N,տուն,пöрт
376,Ofen::N,վառարան,камака
377,Fußboden::N,հատակ,седӹрӓ
378,Tisch::N,սեղան,стöл
379,Stuhl::N,աթոռ,пöкен
380,Wiege::N,օրորոց,шипкӓ
381,Bett::N,անկողին,койка
382,Bett::N,անկողին,кравать
383,Regal::N,դարակ,полицӓ
384,Kiste::N,տուփ,шӱ́ндӹк
385,Fenster::N,պատուհան,окня
386,Tür::N,դուռ,амаса
387,Tor::N,դարպաս,хапка
388,Zaun::N,ցանկապատ,забор
389,Dach::N,տանիք,левӓш
390,Dach::N,կտուր,левӓш
391,Leiter::N,սանդուղք,ташкалтыш
392,Besen::N,ավել,сало
393,Besen::N,ավել,салко
394,Spaten::N,բահ,кольмы
395,Schaufel::N,թի,лоток
396,Gabel::N,պատառաքաղ,ви́лка
397,Löffel::N,գդալ,савала
398,Messer::N,դանակ,кӹзӹ
399,Nagel::N,մեխ,пыда
400,Netz::N,ցանց,вӓпш
401,Haken::N,կարթ,крӱк
402,Haken::N,կարթ,кагак
403,Griff::N,կոթ,кычем
404,Griff::N,բռնակ,кычем
405,Schloss::N,կողպեք,замок
406,Schloss::N,կողպեք,сыравач
407,Bild::N,նկար,картин
408,Bild::N,պատկեր,картин
409,Figur::N,քանդակ,кӓн
410,Figur::N,պատկեր,кӓн
411,Puppe::N,տիկնիկ,поханя
412,Beutel::N,տոպրակ,мешӓк
413,Bündel::N,կապոց,топ
414,Bündel::N,կապոց,пидӹш
415,Bündel::N,կապոց,кӹлдӹш
416,Tasche::N,պայուսակ,сумкы
417,Eimer::N,դույլ,ведӹрӓ
418,Deckel::N,կափարիչ,комдыш
419,Geschirr::N,ամանեղեն,ӓтӹ
420,Sack::N,պարկ,мешӓк
421,Sack::N,տոպրակ,мешӓк
422,Tasse::N,թաս,цӓшкӓ
423,Tasse::N,գավաթ,цӓшкӓ
424,Topf::N,անոթ,ми́ска
425,Kessel::N,կաթսա,пад
426,Essen::N,կերակուր,качкыш
427,Essen::N,կերակուր,качкыш-йӱш
428,Nahrung::N,ուտելիք,качкыш
429,Nahrung::N,ուտելիք,качкыш-йӱш
430,Speise::N,խորտիկ,няня
431,Speise::N,կերակուր,няня
432,Fleisch::N,միս,пай
433,Getreide::N,հացահատիկ,киндӹ
434,Brei::N,լանդակ,шӹрӓш
435,Brot::N,հաց,сыкыр
436,Scheibe::N,կտոր,ламыт
437,Scheibe::N,կտոր,лаштык
438,Scheibe::N,պատառ,ламыт
439,Scheibe::N,պատառ,лаштык
440,Fett::N,ճարպ,кая
441,Butter::N,կարագ,ӱ
442,Öl::N,ձեթ,ӱ
443,Salz::N,աղ,санзал
444,Suppe::N,սուպ,лем
445,Suppe::N,ապուր,лем
446,Honig::N,մեղր,мӱ
447,Milch::N,կաթ,шӹшер
448,Tee::N,թեյ,чӓй
449,Leder::N,կաշի,шарга
450,Leder::N,կաշի,кавашты
451,Wolle::N,բուրդ,миж
452,Stoff::N,գործվածք,матер
453,Stoff::N,գործվածք,матери
454,Nadel::N,ասեղ,им
455,Faden::N,թել,шӹртӹ
456,Knopf::N,կոճակ,полдыш
457,Knoten::N,հանգույց,пӱкшем
458,Farbe::N,ներկ,чиӓ
459,Farbe::N,ներկ,крӓскӓ
460,Kleidung::N,հագուստ,выргем
461,Hemd::N,վերնաշապիկ,тыгыр
462,Kragen::N,օձիք,шӱ
463,Ärmel::N,թեւք,шокш
464,Hose::N,շալվար,ялаш
465,Gürtel::N,գոտի,ӹштӹ
466,Mütze::N,կեպի,упш
467,Schuh::N,կոշիկ,ту́фльы
468,Stiefel::N,երկարաճիթ կոշիկ,кем
469,Ring::N,զնգալ,шӓргӓш
470,Band::N,ժապավեն,лемтӓ
471,Kamm::N,սանր,шерге
472,Spiegel::N,հայելի,тӹгӹр
473,Riemen::N,փոկ,прӓжӓ
474,Schnur::N,լար,кӓндӹра
475,Leine::N,փոկ,керем
476,Decke::N,վերմակ,одеял
477,Kissen::N,բարձ,кӹпцӹк
478,Tuch::N,թաշկինակ,савыц
479,Handtuch::N,սրբիչ,шӹргӹсавыц
480,Handtuch::N,սրբիչ,шӹргӹмсавыц
481,Kraft::N,ուժ,ви
482,Stärke::N,պնդություն,ви
483,Stärke::N,ամրություն,ви
484,Gesundheit::N,առողջություն,шу
485,Gesundheit::N,առողջություն,шулык
486,Krankheit::N,ախտ,мыж
487,Krankheit::N,հիվանդություն,мыж
488,Schmerz::N,ցավ,карштыш
489,Schmerz::N,տանջանք,карштыш
490,Wunde::N,վերք,шушыр
491,Fieber::N,տենդ,ӱштӹмыж
492,Arznei::N,դեղ,лекӓрцӹ
493,Brücke::N,կամուրջ,кӹвер
494,Brunnen::N,հոր,вӹдсӹнзӓ
495,Brunnen::N,ջրհոր,вӹдсӹнзӓ
496,Weide::N,արոտավայր,ныр
497,Pfad::N,արահետ,ялгорны
498,Weg::N,ուղի,корны
499,Straße::N,ճանապարհ,корны
500,Dorf::N,գյուղ,сола
501,Stadt::N,քաղաք,города
502,Brief::N,նամակ,сирмӓш
503,Buch::N,գիրք,книгӓ
504,Buchstabe::N,տառ,буква́
505,Buchstabe::N,գիր,буква́
506,Zeitung::N,լրագիր,газет
507,Zeitung::N,լրագիր,кайзет
508,Leben::N,կյանք,житя
509,Tod::N,մահ,смöрт
510,Grab::N,գերեզման,шӹгер
511,Grab::N,գերեզման,мыгилӓ
512,Grab::N,գերեզման,шӹгерлӓ
513,Kirche::N,եկեղեցի,церкӹ
514,Sünde::N,մեղք,сулык
515,Gott::N,աստված,йымы
516,Arbeiter::N,բանվոր,пӓшӓзӹ
517,Arbeiter::N,աշխատող,пӓшӓзӹ
518,Chef::N,տեր,вуй
519,Meister::N,վարպետ,мастар
520,Arzt::N,բժիշկ,доктор
521,Lehrer::N,ուսուցիչ,тымдышы
522,Geld::N,փող,окса
523,Geschäft::N,գործ,торге́йӹмӓш
524,Geschäft::N,աշխատանք,торге́йӹмӓш
525,Laden::N,կրպակ,лапка
526,Laden::N,կրպակ,магазин
527,Laden::N,խանութ,лапка
528,Laden::N,խանութ,магазин
529,Preis::N,գին,ӓк
530,Ware::N,ապրանք,товар
531,Nutzen::N,օգուտ,пайда
532,Reichtum::N,հարստություն,перке
533,Welt::N,աշխարհ,сӓндӓлӹк
534,Welt::N,աշխարհ,свет
535,Land::N,երկիր,сӓндӓлӹк
536,Staat::N,պետություն,кугижӓншӹ
537,König::N,արքա,король
538,König::N,թագավոր,король
539,Macht::N,իշխանություն,власть
540,Grenze::N,սահման,пӹсмӓн
541,Krieg::N,պատերազմ,вырсы
542,Feind::N,թշնամի,тышман
543,Gewalt::N,բռնություն,ви
544,Gewalt::N,սաստկություն,ви
545,Kampf::N,մարտ,кредӓлмӓш
546,Bogen[Waffe]::N,աղեղ,янгеж
547,Pfeil::N,նետ,пикш
548,Gewehr::N,հրացան,пичӓл
549,Fehler::N,սխալ,самынь
550,Lüge::N,սուտ,шая
551,Schaden::N,վնաս,вре́дӓ
552,Unglück::N,դժբախտություն,пёда
553,Unglück::N,դժբախտություն,тымаша
554,Schuld::N,պակասություն,вуйнамат
555,Alter::N,հասակ,иӓш
556,Alter::N,հասակ,игечӹ
557,Schluss::N,վերջ,пӹтӓртӹш
558,Schluss::N,վախճան,пӹтӓртӹш
559,Zeit::N,ժամանակ,веремӓ
560,Tag::N,օր,кечӹ
561,Morgen::N,առավոտ,ир
562,Morgen::N,առավոտ,ирок
563,Mittag::N,կեսօր,кечӹвӓл
564,Abend::N,երեկո,вады
565,Nacht::N,գիշեր,йыд
566,Woche::N,շաբաթ,ӓрня
567,Monat::N,ամիս,тӹ́лзӹ
568,Jahr::N,տարի,год
569,Frühling::N,գարուն,шошым
570,Sommer::N,ամառ,кӓнгӹж
571,Herbst::N,աշուն,шӹжӹ
572,Winter::N,ձմեռ,тел
573,Winter::N,ձմեռ,телӹ
574,Januar::N,հունվար,январ
575,Januar::N,հունվար,январь
576,Februar::N,փետրվար,февраль
577,März::N,մարտ,март
578,April::N,ապրիլ,апрель
579,Mai::N,մայիս,май
580,Juni::N,հունիս,июнь
581,Juli::N,հուլիս,июль
582,August::N,օգոստոս,август
583,September::N,սեպտեմբեր,сентябрь
584,Oktober::N,հոկտեմբեր,октябрь
585,November::N,նոյեմբեր,ноябрь
586,Dezember::N,դեկտեմբեր,декавыр
587,Montag::N,երկուշաբթի,шачмы
588,Dienstag::N,երեքշաբթի,кышкыжмы
589,Mittwoch::N,չորեքշաբթի,вӹрчегӹ
590,Donnerstag::N,հինգշաբթի,изӓрня
591,Freitag::N,ուրբաթ,когарня
592,Samstag::N,շաբաթ,кукшыгечӹ
593,Sonntag::N,կիրակի,рушӓрня
594,groß::A,մեծ,кого
595,groß::A,խոշոր,кого
596,klein::A,պստիկ,изи
597,klein::A,փոքրիկ,изи
598,lang::A,երկար,кужы
599,kurz::A,կարճ,кӹтӹк
600,breit::A,լայն,кымда
601,schmal::A,նեղ,ӓнгӹсӹр
602,dicht::A,խիտ,шӹре
603,dick[Gegenstand]::A,հաստ,кӹжгӹ
604,dünn::A,բարակ,вӹцкӹж
605,fein::A,նուրբ,пыльга
606,fest::A,ամուր,цаткыды
607,fest::A,պինդ,цаткыды
608,flach::A,տափակ,тӓлякӓ
609,glatt::A,հարթ,ягылгы
610,hart::A,կարծր,пингӹдӹ
611,weich::A,մեղմ,пышкыды
612,weich::A,փափուկ,пышкыды
613,rund::A,կլոր,тӹртӹш
614,spitz::A,սրածայր,кашар
615,scharf::A,սուր,кашар
616,stumpf::A,գուլ,нӹшкӹ
617,schwer::A,ծանր,нелӹ
618,schön::A,սիրուն,цевер
619,schön::A,սիրուն,олмыдшы
620,schön::A,գեղեցիկ,цевер
621,schön::A,գեղեցիկ,олмыдшы
622,heiß::A,թեժ,шокшы
623,warm::A,տաք,шокшы
624,warm::A,ջերմ,шокшы
625,kalt::A,ցուրտ,ӱштӹ
626,kühl::A,զով,юалгы
627,kühl::A,զով,йонгата
628,frisch::A,թարմ,йонгата
629,feucht::A,ղոնավ,ӹлӹкшӹ
630,feucht::A,ղոնավ,вӹдӹжгӹ
631,nass::A,թաց,начкы
632,trocken::A,ցամաք,кукшы
633,voll::A,լի,темшӹ
634,voll::A,լի,темыман
635,voll::A,լիքը,темшӹ
636,voll::A,լիքը,темыман
637,leer::A,դատարկ,йӓрӓ
638,offen::A,բաց,виш
639,geschlossen::A,գոց,чӱчмӹ
640,geschlossen::A,գոց,тӹкӹлӓлтшӹ
641,sauber::A,մաքուր,ире
642,schmutzig::A,կեղտոտ,шоран
643,schmutzig::A,կեղտոտ,лявӹрӓн
644,schmutzig::A,կեղտոտ,шорангшы
645,roh::A,հում,пеле кӱшӹ
646,reif::A,հասած,кӱшӹ
647,reif::A,հասուն,кӱшӹ
648,lecker::A,համեղ,тотан
649,süß::A,անուշ,мӱӓн
650,bitter::A,կծու,качы
651,sauer::A,թթու,шапы
652,sauer::A,թթված,шапы
653,hell::A,պայծառ,соты
654,hell::A,պայծառ,валгыды
655,hell::A,խելամիտ,соты
656,hell::A,խելամիտ,валгыды
657,dunkel::A,մութ,пӹц
658,dunkel::A,մութ,пӹцкемӹш
659,schwarz::A,սեւ,шим
660,weiß::A,սպիտակ,ош
661,weiß::A,սպիտակ,ошы
662,rot::A,կարմիր,якшаргы
663,gelb::A,դեղին,сар
664,gelb::A,դեղին,сары
665,blau::A,կապույտ,симсӹ
666,grün::A,կանաչ,ыжар
667,grau::A,գորշ,луды
668,bunt::A,գոյնզգոյն,ала
669,billig::A,էժան,шулдаш
670,teuer::A,թանկ,шергӹ
671,teuer::A,թանկ,шергӓкӓн
672,wertvoll::A,թանկարժեք,ӓкӓн
673,blind::A,կույր,слöпöй
674,blind::A,կույր,сльöпöй
675,taub::A,խուլ,тӱтӱк
676,kräftig::A,հզոր,виӓн
677,stark::A,ուժեղ,виӓн
678,schwach::A,տկար,шава
679,schwach::A,տկար,лӹпкӓ
680,schwach::A,տկար,слабка
681,schwach::A,թույլ,шава
682,schwach::A,թույլ,лӹпкӓ
683,schwach::A,թույլ,слабка
684,fett::A,գեր,таза
685,schlank::A,նիհար,яштака
686,hübsch::A,գրավիչ,сӹлнӹ
687,hübsch::A,գրավիչ,олмыдшы
688,hübsch::A,սիրունիկ,сӹлнӹ
689,hübsch::A,սիրունիկ,олмыдшы
690,böse::A,չար,шӹдӓн
691,dumm::A,հիմար,окмак
692,faul::A,ծույլ,ялахай
693,fleißig::A,ջանասեր,пӓшам яратышы
694,fleißig::A,փութաջան,пӓшам яратышы
695,geizig::A,ագահ,шык
696,geizig::A,կծծի,шык
697,klug::A,խելոք,ышан
698,klug::A,ընդունակ,ышан
699,geschickt::A,ճարտար,мастар
700,lieb::A,սիրելի,тыри
701,lustig::A,զվարթ,мындыр
702,lustig::A,զվարթ,сусу
703,sanft::A,հեզ,йӹвӹжӓ
