,Concept_ID,et,udm
814,vor::PRP,ees,азьын
815,hinter::PRP,taha,берын
816,hinter::PRP,taha,бӧрсьы
817,unter::PRP,all,улын
818,durch::PRP,läbi,пыр
819,durch::PRP,läbi,пыртӥ
820,durch::PRP,kaudu,пыр
821,durch::PRP,kaudu,пыртӥ
822,neben::PRP,kõrval,бордын
823,zwischen::PRP,vahel,вискын
824,wegen::PRP,tõttu,сэрен
825,wegen::PRP,pärast,сэрен
826,dies::PRN,see,та
827,das::PRN,see,со
828,alles::PRN,kõik,ваньмыз
829,ich::PRN,mina,мон
830,du::PRN,sina,тон
831,er::PRN,tema,со
832,wir::PRN,me,ми
833,ihr::PRN,te,тӥ
834,sie::PRN,nad,соос
835,was::FPRN,mis,ма
836,wer::FPRN,kes,кин
837,wo::FADV,kus,кытын
838,wohin::FADV,kuhu,кытчы
839,wie::FADV,kuidas,кызьы
840,warum::FADV,miks,малы
841,wieviel::FNUM,mitu,кӧня
842,wieviel::FNUM,kui palju,кӧня
843,eins::NUM,üks,одӥг
844,zwei::NUM,kaks,кык
845,drei::NUM,kolm,куинь
846,vier::NUM,neli,ньыль
847,fünf::NUM,viis,вить
848,sechs::NUM,kuus,куать
849,sieben::NUM,seitse,сизьым
850,acht::NUM,kaheksa,тямыс
851,neun::NUM,üheksa,укмыс
852,zehn::NUM,kümme,дас
853,elf::NUM,üksteist,дас одӥг
854,zwölf::NUM,kaksteist,дас кык
855,zwanzig::NUM,kakskümmend,кызь
856,dreißig::NUM,kolmkümmend,куамын
857,vierzig::NUM,nelikümmend,ньыльдон
858,fünfzig::NUM,viiskümmend,витьтон
859,sechzig::NUM,kuuskümmend,куатьтон
860,siebzig::NUM,seitsekümmend,сизьымдон
861,achtzig::NUM,kaheksakümmend,тямыстон
862,neunzig::NUM,üheksakümmend,укмыстон
863,hundert::NUM,sada,сю
864,tausend::NUM,tuhat,сюрс
865,und::CNJ,ja,и
866,und::CNJ,ja,но
867,oder::CNJ,või,яке
868,stehen::V,seisma,сылыны
869,sitzen::V,istuma,пукыны
870,liegen::V,lamama,кылльыны
871,hängen::V,rippuma,ошкыса улыны
872,werden::V,saama,луыны
873,werden::V,hakkama,луыны
874,passieren::V,juhtuma,луыны
875,beginnen::V,algama,кутскыны
876,beginnen::V,hakkama,кутскыны
877,enden::V,lõppema,бырыны
878,wechseln::V,vahelduma,воштӥськыны
879,aufgehen[Sonne]::V,tõusma,ӝужаны
880,untergehen[Sonne]::V,loojuma,пуксьыны
881,scheinen[Sonne]::V,paistma,пиштыны
882,scheinen[Sonne]::V,paistma,чиляны
883,donnern::V,kõmisema,гудыръяны
884,wehen::V,puhuma,пелляськыны
885,strömen::V,voolama,киськыны
886,strömen::V,voolama,исьтӥськыны
887,fließen::V,voolama,бызьыны
888,sich drehen::V,pöörduma,берганы
889,schwanken::V,kõikuma,вошъяськыны
890,schwingen::V,võnkuma,шонаськыны
891,fallen::V,langema,усьыны
892,brennen::V,põlema,ӝуаны
893,rauchen::V,suitsema,ӵындыны
894,regnen::V,sadama,зорыны
895,gefrieren::V,kinni külmuma,кынмыны
896,tauen::V,sulama,шунаны
897,schmelzen::V,sulama,шунаны
898,trocknen::V,kuivama,куасьмыны
899,sieden::V,keema,пӧзьыны
900,faulen::V,mädanema,сисьмыны
901,verfaulen::V,mädanema,сисьмыны
902,reißen::V,rebenema,кеськыны
903,versinken::V,uppuma,выйыны
904,vergehen::V,mööduma,ортчыны
905,erscheinen::V,ilmuma,адскыны
906,verschwinden::V,kaduma,бырыны
907,sinken::V,vajuma,усьыны
908,sinken::V,langema,усьыны
909,abnehmen::V,vähenema,синыны
910,abnehmen::V,kahenema,синыны
911,zunehmen::V,kasvama,йылыны
912,steigen::V,tõusma,лӧпкыны
913,steigen::V,üles minema,лӧпкыны
914,wachsen::V,kasvama,будыны
915,glänzen::V,läikimä,чиляны
916,glänzen::V,läikimä,пиштыны
917,funkeln::V,sädelema,чилекъяны
918,lärmen::V,lärmama,уретыны
919,lärmen::V,lärmama,ӵашетыны
920,läuten::V,helisema,жингыртыны
921,klingeln::V,helisema,жингыртыны
922,klirren::V,kõlisema,жильккетыны
923,brausen::V,kohisema,лекъяськыны
924,rauschen::V,kohisema,ӵашетыны
925,klingen::V,kõlama,кылӥськыны
926,bellen::V,haukuma,утыны
927,heulen::V,uluma,вузыны
928,blasen::V,puhuma,пельтыны
929,pfeifen::V,vilistama,шуланы
930,schreien::V,karjuma,черекъяны
931,schreien::V,karjuma,кесяськыны
932,stöhnen::V,oigama,ӝуштыны
933,zittern::V,värisema,дырекъяны
934,zittern::V,värisema,куалекъяны
935,leben::V,elama,улыны
936,leben::V,elus olema,улыны
937,geboren werden::V,sündima,вордӥськыны
938,atmen::V,hingama,шоканы
939,trinken::V,jooma,юыны
940,essen::V,sööma,сиыны
941,schlucken::V,neelama,ньылыны
942,müde werden::V,väsima,жадьыны
943,einschlafen::V,uinuma,умме усьыны
944,schlafen::V,magama,кӧлыны
945,aufwachen::V,ärkama,сайканы
946,aufstehen::V,ärkama,султыны
947,aufstehen::V,üles tõusma,султыны
948,sich erholen::V,puhkama,шутэтскыны
949,krank werden::V,haigestuma,висьыны
950,krank werden::V,haigeks jääma,висьыны
951,krank sein::V,haige olema,висьыны
952,schmerzen::V,valutama,висьыны
953,husten::V,köhima,кызыны
954,genesen::V,toibuma,юнматскыны
955,genesen::V,toibuma,бурмытскылыны
956,sterben::V,surema,кулыны
957,umkommen::V,surma saama,бырыны
958,sich bewegen::V,liikuma,вырыны
959,sich rühren::V,liikuma,вырӟыны
960,sich rühren::V,liikuma,вырӟылыны
961,sich erheben::V,kerkima,султыны
962,sich setzen::V,istet võtma,пуксьыны
963,hinfallen::V,kukkuma,усьыны
964,hinfallen::V,maha kukkuma,усьыны
965,laufen::V,kõndima,мыныны
966,schreiten::V,astuma,вамышъяны
967,spazierengehen::V,jalutama,мыныны
968,spazierengehen::V,jalutama,ветлыны
969,eilen::V,ruttama,дыртыны
970,eilen::V,kiirustama,дыртыны
971,sich beeilen::V,ruttama,дыртыны
972,sich beeilen::V,kiirustama,дыртыны
973,sausen::V,kihutama,туж ӝог мыныны
974,sausen::V,tormama,туж ӝог мыныны
975,rennen::V,jooksma,бызьылыны
976,rennen::V,kihutama,бызьылыны
977,springen::V,hüppama,тэтчаны
978,klettern::V,ronima,тубаны
979,schaukeln::V,kiikuma,лэйканы
980,schaukeln::V,kiikuma,шонаськыны
981,kriechen::V,roomama,нюж ветлыны
982,schwimmen::V,ujuma,уяны
983,tauchen::V,sukelduma,зумылыны
984,rudern::V,sõudma,полсаны
985,fahren::V,sõitma,ветлыны
986,fliegen::V,lendama,лобаны
987,gehen::V,käima,мыныны
988,gehen::V,minema,мыныны
989,weggehen::V,ära minema,кошкыны
990,weggehen::V,välja minema,кошкыны
991,abfahren::V,väljuma,кошкыны
992,abfahren::V,ära sõitma,кошкыны
993,anhalten::V,peatuma,дугдыны
994,hineingehen::V,sisenema,пырыны
995,hineingehen::V,sisse minema,пырыны
996,eintreten::V,sisenema,пырыны
997,eintreten::V,sisse astuma,пырыны
998,kommen::V,tulema,вуыны
999,kommen::V,tulema,лыктыны
1000,ankommen::V,saabuma,вуыны
1001,zurückkommen::V,tagasi tulema,берытскыны
1002,bleiben::V,jääma,кыльыны
1003,warten::V,ootama,витьыны
1004,erwarten::V,ootama,витьыны
1005,erwarten::V,ootama,возьманы
1006,erwarten::V,lootma,витьыны
1007,erwarten::V,lootma,возьманы
1008,suchen::V,otsima,утчаны
1009,finden::V,leidma,шедьтыны
1010,versuchen::V,püüdma,турттыны
1011,versuchen::V,üritama,турттыны
1012,versuchen::V,katsetama,турттыны
1013,vorbereiten::V,valmistama,дасяны
1014,lieben::V,armastama,гажаны
1015,mögen::V,sallima,яратыны
1016,mögen::V,meeldima,яратыны
1017,lachen::V,naerma,серекъяны
1018,rühren::V,liigutama,сюлме йӧтыны
1019,rühren::V,heldima panema,сюлме йӧтыны
1020,weinen::V,nutma,бӧрдыны
1021,schimpfen::V,sõimama,даллашыны
1022,sich ärgern::V,ärrituma,лекъяськыны
1023,sich ärgern::V,vihastuma,лекъяськыны
1024,sich fürchten::V,kartma,кышканы
1025,sich fürchten::V,kartma,курданы
1026,sich fürchten::V,hirmu tundma,кышканы
1027,sich fürchten::V,hirmu tundma,курданы
1028,fürchten::V,kartma,курданы
1029,fürchten::V,kartma,кышканы
1030,fliehen::V,põgenema,пегӟыны
1031,flüchten::V,põgenema,пегӟыны
1032,sehen::V,nägema,адӟыны
1033,anschauen::V,vaatama,учкыны
1034,ansehen::V,vaatama,учкыны
1035,hören::V,kuulma,кылыны
1036,zuhören::V,kuulama,кылзыны
1037,probieren::V,proovima,веръяны
1038,riechen::V,nuusutama,зынъяны
1039,fühlen::V,tundma,шӧдыны
1040,scheinen::V,näida,адскыны
1041,scheinen::V,ilmuda,адскыны
1042,zu sehen sein::V,ilmuma,адӟиськыны
1043,vernehmen::V,üle kuulama,кылыны
1044,frieren::V,külmetada,кынмыны
1045,tun::V,tegema,карыны
1046,können::V,võima,быгатыны
1047,können::V,oskama,быгатыны
1048,wollen::V,tahtma,потыны
1049,anfangen::V,hakkama,кутскыны
1050,anfangen::V,alustama,кутскыны
1051,beenden::V,lõpetama,быдтыны
1052,beenden::V,lõpetama,быдэстыны
1053,aufhören::V,lakkama,дугдыны
1054,gelingen::V,õnnestuma,быгатыны
1055,gelingen::V,õnnestuma,луыны
1056,geraten::V,jõudma,лэсяны
1057,öffnen::V,avama,усьтыны
1058,schließen::V,sulgema,пытсаны
1059,stellen::V,panema,пуктыны
1060,stellen::V,asetama,пуктыны
1061,setzen::V,panema,пуктыны
1062,legen::V,panema,поныны
1063,legen::V,asetama,поныны
1064,berühren::V,riivama,исаны
1065,berühren::V,puudutama,исаны
1066,verbinden::V,ühendama,герӟаны
1067,bedecken::V,katma,пытсаны
1068,aufhängen::V,riputama,ошыны
1069,anzünden::V,süütama,ӝуатыны
1070,aufheben::V,üles tõstma,ӝутыны
1071,zurücklassen::V,jätma,кельтыны
1072,verlieren::V,kaotama,ыштыны
1073,fallen lassen::V,maha pillama,уськытыны
1074,fallen lassen::V,kukkuda laskma,уськытыны
1075,machen::V,tegema,лэсьтыны
1076,herstellen::V,valmistama,лэсьтыны
1077,bauen::V,ehitama,пуктыны
1078,reparieren::V,parandama,тупатыны
1079,verbessern::V,parandama,умоятыны
1080,ändern::V,muutma,воштыны
1081,ändern::V,ümber tegema,воштыны
1082,graben::V,kaevama,копаны
1083,beugen::V,painutama,губыртыны
1084,biegen::V,painutama,куасаны
1085,drehen::V,keerama,бергатыны
1086,wenden::V,ümber pöörama,берыктыны
1087,umdrehen::V,ümber keerama,берыктыны
1088,heben::V,tõstma,ӝутыны
1089,hochheben::V,üles tõstma,ӝутъяны
1090,hochheben::V,kõrgele tõstma,ӝутъяны
1091,ergreifen::V,haarama,кутыны
1092,ergreifen::V,haarama,кырмыны
1093,halten::V,hoidma,возьыны
1094,drücken::V,pigistama,зӥбыны
1095,drücken::V,pigistama,пачкатыны
1096,schieben::V,lükkama,донганы
1097,kratzen::V,kraapima,вуштыны
1098,lecken::V,lakkuma,нюлыны
1099,beißen::V,purema,куртчыны
1100,beißen::V,hammustama,куртчыны
1101,abreißen::V,rebima,ишкалтыны
1102,abreißen::V,ära rebima,ишкалтыны
1103,abschneiden::V,ära lõikama,шорыны
1104,abschneiden::V,ära lõikama,вандыны
1105,binden::V,siduma,керттыны
1106,stecken::V,pistma,мертчытыны
1107,brechen::V,murdma,тӥяны
1108,klopfen::V,koputama,йыганы
1109,klopfen::V,koputama,шарккетыны
1110,hauen::V,lööma,жугыны
1111,hauen::V,lööma,тышканы
1112,kleben::V,kleepima,лякыны
1113,reiben::V,hõõruma,зыраны
1114,reiben::V,hõõruma,вуштыны
1115,streichen::V,silitama,зыраны
1116,schleifen::V,lihvima,шерыны
1117,schleifen::V,teritama,шерыны
1118,schneiden::V,lõikama,вандыны
1119,rütteln::V,raputama,зуркатыны
1120,schütteln::V,raputama,куалекъятыны
1121,schütteln::V,loksutama,куалекъятыны
1122,schwenken::V,vehkima,шонаны
1123,schwenken::V,lehvitama,шонаны
1124,schütten::V,kallama,лэзьыны
1125,füllen::V,täitma,тырмытыны
1126,einwickeln::V,sisse mähkima,биньыны
1127,tragen::V,kandma,нуыны
1128,schleppen::V,tassima,кыскыны
1129,schleppen::V,lohistama,кыскыны
1130,ziehen::V,vedama,кыскыны
1131,ziehen::V,tõmbama,кыскыны
1132,aufbewahren::V,säilitama,возьыны
1133,aufbewahren::V,alal hoidma,возьыны
1134,werfen::V,viskama,куяны
1135,werfen::V,viskama,лэзяны
1136,fangen::V,püüdma,кутыны
1137,packen::V,kinni haarama,кутыны
1138,packen::V,kinni haarama,кырмыны
1139,packen::V,kinni võtma,кутыны
1140,packen::V,kinni võtma,кырмыны
1141,verstecken::V,peitma,ватыны
1142,teilen::V,jagama,люкыны
1143,teilen::V,jaotama,люкыны
1144,schicken::V,saatma,ыстыны
1145,bringen::V,viima,вайыны
1146,hinzufügen::V,lisama,ватсаны
1147,bekommen::V,saama,басьтыны
1148,erhalten::V,saama,басьтыны
1149,nehmen::V,võtma,кутыны
1150,nehmen::V,võtma,басьтыны
1151,wählen::V,valima,бырйыны
1152,auswählen::V,valima,бырйыны
1153,bewahren::V,hoidma,возьыны
1154,behindern::V,takistama,могӟытыны
1155,verderben::V,rikkuma,сӧрыны
1156,beschädigen::V,rikkuma,урод лэсьтыны
1157,zerbrechen::V,katki tegema,сӧрыны
1158,zerreißen::V,katki rebima,кесяны
1159,zerstören::V,purustama,куашкатыны
1160,verbrennen::V,põletama,сутыны
1161,geben::V,andma,сётыны
1162,reichen::V,andma,сётыны
1163,reichen::V,ulatama,сётыны
1164,schenken::V,kinkima,кузьманы
1165,versprechen::V,lubama,кыл сётыны
1166,versprechen::V,tõotama,кыл сётыны
1167,wünschen::V,soovima,сӥзьыны
1168,loben::V,kiitma,ушъяны
1169,küssen::V,suudlema,чупаны
1170,wiegen::V,hällitama,веттаны
1171,wiegen::V,hällitama,лэйкатыны
1172,zudecken::V,kaanetama,шобыртыны
1173,zudecken::V,kinni katma,шобыртыны
1174,wecken::V,äratama,сайкатыны
1175,zeigen::V,näitama,возьматыны
1176,führen::V,juhatama,нуыны
1177,lehren::V,õpetama,дышетыны
1178,unterrichten::V,õpetama,дышетыны
1179,aufziehen::V,üles kasvatama,будэтыны
1180,leiten::V,juhtima,кивалтыны
1181,antreiben::V,ergutama,дыртытыны
1182,lassen::V,laskma,-ытыны
1183,einladen::V,kutsuma,ӧтьыны
1184,vereinigen::V,ühendama,огазеяны
1185,besuchen::V,külastama,адӟыськыны
1186,treffen::V,kohtama,пумитаны
1187,sich versammeln::V,kogunema,люкаськыны
1188,spielen::V,mängima,шудыны
1189,singen::V,laulma,кырӟаны
1190,tanzen::V,tantsima,эктыны
1191,sich trennen::V,lahku minema,люкиськыны
1192,verlassen::V,maha jätma,куштыны
1193,retten::V,päästma,утьыны
1194,bewachen::V,valvama,возьманы
1195,schützen::V,kaitsma,утялтыны
1196,verteidigen::V,kaitsma,возьманы
1197,sich schlagen::V,kaklema,жугиськыны
1198,schießen::V,tulistama,ыбылӥськны
1199,siegen::V,võitma,вормыны
1200,ärgern::V,ärritama,вожпоттыны
1201,ärgern::V,vihastama,вожпоттыны
1202,schlagen::V,lööma,жуккыны
1203,treten::V,sõtkuma,лёганы
1204,stechen::V,pistma,бышкалтыны
1205,stechen::V,torkama,бышкалтыны
1206,stoßen::V,tõukama,донгыны
1207,stehlen::V,varastama,вораны
1208,stehlen::V,varastama,лушканы
1209,stören::V,segama,люкетыны
1210,stören::V,häirima,люкетыны
1211,belästigen::V,ahistama,акыльтыны
1212,belästigen::V,ahistama,вукылмыны
1213,verbergen::V,peitma,ватыны
1214,verbergen::V,varjama,ватыны
1215,täuschen::V,petma,алданы
1216,täuschen::V,tüssama,алданы
1217,betrügen::V,petma,пӧяны
1218,betrügen::V,tüssama,пӧяны
1219,betrügen::V,truudust murtma,пӧяны
1220,töten::V,tapma,виыны
1221,töten::V,surmama,виыны
1222,wohnen::V,elama,улыны
1223,arbeiten::V,töötama,ужаны
1224,sammeln::V,koguma,бичаны
1225,sammeln::V,korjama,бичаны
1226,pflücken::V,noppima,ишкыны
1227,jagen::V,jahtima,пӧйшураны
1228,fischen::V,kalastama,чорыганы
1229,fischen::V,kala püüdma,чорыганы
1230,fassen::V,püüdma,кутыны
1231,hüten::V,karjatama,возьманы
1232,treiben::V,ajama,улляны
1233,anbinden::V,kinni siduma,думыны
1234,füttern::V,söötma,сюдыны
1235,melken::V,lüpsma,кыскыны
1236,hacken::V,raiuma,кораны
1237,hacken::V,lõhkuma,кораны
1238,gießen::V,kastma,киськаны
1239,reifen::V,valmima,вуыны
1240,reifen::V,valmima,кисьманы
1241,zubereiten::V,valmistama,лесьтыны
1242,kochen::V,keetma,пӧзьтыны
1243,backen::V,küpsetama,пыжыны
1244,braten::V,praadima,пыжыны
1245,umrühren::V,segama,сураны
1246,stricken::V,kuduma,керттыны
1247,nähen::V,õmblema,вурыны
1248,färben::V,värvima,буяны
1249,reinigen::V,puhastama,сузяны
1250,waschen::V,pesema,мисьтаськыны
1251,abwischen::V,puhtaks pühkima,ӵушылыны
1252,spülen::V,uhtma,гылъяны
1253,fegen::V,pühkima,ӵужыны
1254,kehren::V,pühkima,ӵужыны
1255,baden::V,suplema,пыласькыны
1256,baden::V,kümblema,пыласькыны
1257,sich waschen::V,end pesema,пыласькыны
1258,ausziehen::V,käest võtma,кыльыны
1259,ausziehen::V,jalast võtma,кыльыны
1260,ausziehen::V,seljast võtma,кыльыны
1261,anziehen::V,jalga panema,дӥсяны
1262,sich anziehen::V,riietuma,дӥсьяськыны
1263,kämmen::V,kammima,сынаны
1264,schmücken::V,kaunistama,чеберъяны
1265,sagen::V,ütlema,шуыны
1266,sagen::V,ütlema,вераны
1267,sprechen::V,rääkima,вераськыны
1268,sprechen::V,kõnelema,вераськыны
1269,reden::V,kõnelema,вераськыны
1270,sich unterhalten::V,vestlema,вераськыны
1271,fragen::V,küsima,юаны
1272,bitten::V,paluma,курыны
1273,erzählen::V,jutustama,вераны
1274,erzählen::V,jutustama,мадьыны
1275,mitteilen::V,teatama,ивортыны
1276,mitteilen::V,teada andma,ивортыны
1277,nennen::V,nimetama,шуыны
1278,rufen::V,kutsuma,ӧтьыны
1279,prahlen::V,hooplema,ушъяськыны
1280,übersetzen::V,tõlkima,берыктыны
1281,denken::V,mõtlema,малпаны
1282,glauben::V,uskuma,оскыны
1283,bemerken::V,märkama,адӟыны
1284,erkennen::V,ära tundma,тодыны
1285,begreifen::V,aru saama,валаны
1286,verstehen::V,mõistma,валаны
1287,lernen::V,õppima,дышетскыны
1288,wissen::V,teadma,тодыны
1289,sich erinnern an::V,mäletama,тодэ вайыны
1290,vergessen::V,unustama,вунэтыны
1291,messen::V,mõõtma,мертаны
1292,zählen::V,loendama,лыдъяны
1293,rechnen::V,arvutama,лыдъяны
1294,lesen::V,lugema,лыдӟыны
1295,malen::V,maalima,суреданы
1296,zeichnen::V,joonistama,суреданы
1297,schreiben::V,kirjutama,гожъяны
1298,besitzen::V,omama,луыны
1299,kaufen::V,ostma,басьтыны
1300,verkaufen::V,müüma,вузаны
1301,bezahlen::V,tasuma,тырыны
1302,zahlen::V,maksma,тырыны
1303,beherrschen::V,valitsema,кузёяськыны
1304,ertragen::V,taluma,чиданы
