,Concept_ID,ba,vep
144,Feder::N,ҡауырһын,höuneh
145,Fell::N,тире,nahk
146,Flügel::N,ҡанат,suug
147,Klaue::N,тырнаҡ,künz'
148,Kralle::N,аяҡ,künz'
149,Schwanz::N,ҡойроҡ,händ
150,Ei::N,йомортҡа,muna
151,Nest::N,оя,peza
152,Bau::N,оң,uru
153,Tier::N,жайуан,živat
154,Tier::N,йыртҡыс,živat
155,Herde::N,көтөү,kogo
156,Kuh::N,һыйыр,lehm
157,Bulle::N,үгеҙ,härg
158,Pferd::N,ат,hebo
159,Schaf::N,һарыҡ,lambaz
160,Schwein::N,сусҡа,siga
161,Hund::N,эт,koir
162,Katze::N,бесәй,kaži
163,Bär::N,айыу,kondi
164,Eichhörnchen::N,тейен,orav
165,Elch::N,мышы,hirb'
166,Fuchs::N,төлкө,reboi
167,Hase::N,ҡуян,jäniš
168,Maus::N,сысҡан,hir'
169,Wolf::N,бүре,händikaz
170,Vogel::N,ҡош,lind
171,Schwarm::N,көтөү,parveh
172,Huhn::N,тауыҡ,kana
173,Hahn::N,әтәс,kukoi
174,Gans::N,ҡаҙ,hanh'
175,Adler::N,бөркөт,orl
176,Ente::N,өйрәк,sorz
177,Eule::N,өкө,hir'pulo
178,Eule::N,ябалаҡ,hir'pulo
179,Kranich::N,торна,kurg
180,Krähe::N,ҡарға,variš
181,Kuckuck::N,кәкүк,kägi
182,Schwan::N,аҡҡош,joucen
183,Fisch::N,балыҡ,kala
184,Barsch::N,алабуға,ahven
185,Hecht::N,суртан,haug'
186,Schlange[Tier]::N,йылан,kü
187,Schlange[Tier]::N,йылан,mado
188,Wurm::N,селяүсен,mado
189,Spinne::N,үрмәксе,hämähouk
190,Ameise::N,ҡырмыҫҡа,murahaine
191,Laus::N,бет,täi
192,Mücke::N,серәкәй,säs'k
193,Fliege::N,себен,kärbhaine
194,Schmetterling::N,күбәләк,lipkaine
195,Beere::N,еләк,marj
196,Apfel::N,алма,jablok
197,Pilz::N,бәшмәк,sen'
198,Pilz::N,бәшмәк,babuk
199,Zwiebel::N,һуган,lauk
200,Saat::N,орлоҡ,semned
201,Korn::N,иген,jüvä
202,Korn::N,иген,vill'
203,Heu::N,бесән,hein
204,Schale::N,ҡабыҡ,kor'
205,Grube::N,соҡор,kop
206,Falle::N,тоҙак,rida
207,Falle::N,ҡапҡан,rida
208,Schlinge::N,тоҙак,rihm
209,Spur::N,әҫер,jäl'g
210,Asche::N,көл,tuhk
211,Dreck::N,батҡаҡ,redu
212,Dreck::N,батҡаҡ,pačak
213,Eisen::N,тимер,raud
214,Gold::N,алтын,kuld
215,Silber::N,көмөш,hobed
216,Kohle::N,күмер,hil'
217,Glas::N,быяла,stökol
218,Lehm::N,балсыҡ,savi
219,Sand::N,ҡом,lete
220,Mensch::N,кеше,mez'
221,Mensch::N,кеше,ristit
222,Mann::N,ир,mez'
223,Frau::N,ҡатын,naine
224,Kind::N,бала,laps'
225,Junge::N,малай,poig
226,Junge::N,малай,prihaine
227,Mädchen::N,ҡыҙ,neičukaine
228,Mädchen::N,ҡыҙыҡай,neičukaine
229,Familie::N,ғаилә,kanz
230,Familie::N,ғаилә,pereh
231,Großvater::N,олатай,ded
232,Großmutter::N,әбәй,bab
233,Eltern::N,ата-әсә,vanhembad
234,Eltern::N,ата-әсә,kazvatajad
235,Vater::N,атай,tat
236,Mutter::N,әсә,mam
237,Sohn::N,ул,poig
238,Tochter::N,ҡыҙ,tütär
239,Bruder::N,агай,veik
240,Bruder::N,агай,vell'
241,Schwester::N,алай,čiža
242,Schwester::N,алай,sizar
243,Schwester::N,һеңле,čiža
244,Schwester::N,һеңле,sizar
245,Onkel::N,ағай,däd'
246,Tante::N,апай,tädi
247,Ehemann::N,ир,mužik
248,Ehefrau::N,ҡатын,ak
249,Freude::N,шатлыҡ,ilo
250,Freude::N,шатлыҡ,ihastuz
251,Freude::N,ҡыуаныс,ilo
252,Freude::N,ҡыуаныс,ihastuz
253,Gelächter::N,көлөү,nagr
254,Glück::N,бәхет,oza
255,Kummer::N,ҡайғы,gor'a
256,Wunsch::N,теләк,taht
257,Lust::N,әүәҫлек,himo
258,Geist::N,аң,heng
259,Geist::N,рух,heng
260,Gedanke::N,уй,meletuz
261,Gedanke::N,фекер,meletuz
262,Gedächtnis::N,хәтер,mušt
263,Verstand::N,аҡыл,mel'
264,Sinn::N,мәғәня,jüvä
265,Grund::N,сәбәп,sü
266,Wahrheit::N,дөрөҫлөк,tozi
267,Gespräch::N,әңгәмә,lodu
268,Gespräch::N,әңгәмә,pagin
269,Märchen::N,әкиәт,sarn
270,Erzählung::N,хикәйә,sanutez
271,Nachricht::N,хәбәр,tedotuz
272,Neuigkeit::N,яңылыҡ,uzištuz
273,Name::N,исем,nimi
274,Rätsel::N,йомаҡ,ozoitez
275,Rede::N,телмәр,pagin
276,Rede::N,телмәр,sanad
277,Sprache::N,тел,kel'
278,Sprache::N,телмәр,kel'
279,Stimme::N,тауыш,än'
280,Wort::N,һүҙ,sana
281,Zeichen::N,билдә,znam
282,Ruf::N,саҡырыу,kida
283,Ruf::N,саҡырыу,kucund
284,Lärm::N,шаулау,judu
285,Laut::N,тауыш,kulund
286,Ton::N,яңғырау,kulund
287,Lied::N,йыр,pajo
288,Ruhe::N,ял,lebu
289,Ruhe::N,тыныслыҡ,lebu
290,Leute::N,кешеләр,rahvaz
291,Volk::N,халҡ,rahvaz
292,Arbeit::N,эш,tö
293,Arbeit::N,эш,rad
294,Gast::N,ҡунаҡ,adiv
295,Geschenk::N,бүләк,lahj
296,Spiel::N,уйын,vänd
297,Gesellschaft::N,йәмғиәт,sebr
298,Hilfe::N,ярҙам,abu
299,Freund::N,дуҫ,sebranik
300,Kamerad::N,иптәш,sebranik
301,Angelegenheit::N,әш,azj
302,Anzahl::N,һан,lugu
303,Art::N,төр,rod
304,Art::N,төр,rodsugu
305,Stück::N,киҫәк,pala
306,Stück::N,киҫәк,supal
307,Teil::N,өлөш,pala
308,Hälfte::N,ярты,pol'
309,Kreis::N,түңәрәк,ümbruz
310,Kreis::N,түңәрәк,kehkruz
311,Kreuz::N,тәре,rist
312,Linie::N,һыҙыҡ,pird
313,Strich::N,һыҙат,pird
314,Abstand::N,ара,keskust
315,Entfernung::N,алыҫлыҡ,matk
316,Gegend::N,урын,taho
317,Platz::N,арауыҡ,avaruz'
318,Ort::N,ерҙәр,koht
319,Ort::N,урындар,koht
320,Ort::N,эш урыны,koht
321,Seite::N,яҡ,pol'
322,Seite::N,яҡ,kül'g
323,Mitte::N,урталыҡ,kesk
324,Gegenstand::N,нәмә,kalu
325,Sache::N,нәмә,azj
326,Sache::N,әйбер,azj
327,Rand::N,сит,röun
328,Kante::N,ҡабырға,röun
329,Kante::N,ян,röun
330,Ecke::N,мөйөш,saum
331,Spitze::N,ос,agjaine
332,Ende::N,аҙаҡ,agj
333,Loch::N,тишек,reig
334,Winkel::N,мөйөш,čoga
335,Winkel::N,мөйөш,saum
336,Muster::N,биҙәк,kirjam
337,Größe::N,ҙурлыҡ,suruz'
338,Länge::N,оҙонлоҡ,piduz
339,Höhe::N,бейеклек,korktuz'
340,Gewicht::N,үлсәү,jügu
341,Gewicht::N,үлсәү,vedäduz
342,Menge::N,һан,äjüz'
343,Haufen::N,өйөм,kogo
344,Reihe::N,рәт,rivi
345,Boot::N,кәмә,veneh
346,Ruder::N,ишкәк,air
347,Schlitten::N,сана,regi
348,Schlitten::N,сана,regut
349,Ski::N,саңгы,suks'
350,Lagerfeuer::N,костер,nodj
351,Lagerfeuer::N,костер,pažag
352,Last::N,ауырлыҡ,jüguz
353,Gang::N,барыу,astund
354,Schritt::N,аҙым,hašk
355,Norden::N,төньяҡ,pohjoine
356,Süden::N,көньяҡ,suvi
357,Westen::N,көнбайыш,päivlaskm
358,Osten::N,көнсығыш,päivnouzm
359,Holz::N,үағас,pu
360,Brett::N,таҡта,laud
361,Platte::N,плита,keitim
362,Stütze::N,терәк,tugi
363,Stange::N,кәртә,arz'
364,Stock::N,таяҡ,kalu
365,Stab::N,ҡолға,seibaz
366,Rohr::N,торба,torv
367,Haus::N,өй,pert'
368,Haus::N,йорт,pert'
369,Heim::N,өй,kodi
370,Ofen::N,мейес,päč
371,Fußboden::N,енес,lava
372,Tisch::N,өҫтәл,laud
373,Tisch::N,өҫтәл,stal'c
374,Stuhl::N,ултырғыс,ištim
375,Wiege::N,бишек,kätte
376,Bett::N,карауат,sija
377,Bett::N,карауат,magaduzsija
378,Regal::N,кәштә,palič
379,Kiste::N,йәшинк,mülütim
380,Fenster::N,тәҙрә,ikun
381,Tür::N,ишек,uks'
382,Tor::N,ҡапҡа,verai
383,Zaun::N,ҡойма,aid
384,Dach::N,түбә,katuz
385,Dach::N,ҡыйыҡ,katuz
386,Leiter::N,баҫҡыс,pordhad
387,Besen::N,һепертке,lud
388,Besen::N,һепертке,vast
389,Spaten::N,көрәк,labid
390,Schaufel::N,көрәк,labid
391,Gabel::N,сәнске,hangoine
392,Löffel::N,ҡалаҡ,luzik
393,Messer::N,бысаҡ,veič
394,Nagel::N,сөй,nagl
395,Netz::N,ау,verk
396,Haken::N,ыргаҡ,kouk
397,Griff::N,тотҡа,kägä
398,Griff::N,тотҡа,varz'
399,Schloss::N,йоҙаҡ,lukkol
400,Bild::N,картина,kuva
401,Figur::N,һын,figur
402,Puppe::N,ҡурсаҡ,tätüine
403,Beutel::N,тоҡ,havad
404,Bündel::N,төргәк,toppaz
405,Bündel::N,төргәк,käč
406,Tasche::N,сумка,sumk
407,Eimer::N,биҙрә,vädr
408,Deckel::N,ҡапҡас,katuz
409,Geschirr::N,һауыт-һаба,astii
410,Sack::N,тоҡ,havad
411,Tasse::N,сынаяҡ,čašk
412,Topf::N,кәстрүл,pada
413,Kessel::N,ҡаҙан,katil
414,Essen::N,ашау,sönd
415,Nahrung::N,аҙыҡ,söm
416,Speise::N,аш,sömine
417,Fleisch::N,ит,liha
418,Getreide::N,иген,vill'
419,Getreide::N,ашлыҡ,vill'
420,Brei::N,бутҡа,pudr
421,Brot::N,икмәк,leib
422,Scheibe::N,телем,bibaleh
423,Scheibe::N,телем,šlik
424,Fett::N,май,razv
425,Butter::N,май,voi
426,Öl::N,май буяуы,voi
427,Salz::N,тоҙ,sol
428,Suppe::N,һурпа,lem'
429,Suppe::N,һурпа,keitoz
430,Honig::N,бал,mezi
431,Milch::N,һөт,maid
432,Tee::N,сәй,čai
433,Leder::N,күн,nahk
434,Wolle::N,йөн,vill
435,Stoff::N,туҡыма,kangaz
436,Nadel::N,энә,negl
437,Faden::N,еп,nit'
438,Knopf::N,төймә,nübl'
439,Knoten::N,төйөн,sol'm
440,Farbe::N,буяу,muju
441,Kleidung::N,кейем,sobad
442,Hemd::N,күлдәк,paid
443,Kragen::N,яға,kagluz
444,Ärmel::N,ең,hijam
445,Hose::N,салбар,štanad
446,Gürtel::N,ҡайыш,vö
447,Mütze::N,бүрк,šapuk
448,Schuh::N,туфли,keng'
449,Stiefel::N,итек,sapug
450,Ring::N,йөҙөк,rengaz
451,Ring::N,балдаҡ,rengaz
452,Band::N,таҫма,lentaine
453,Kamm::N,тараҡ,suga
454,Spiegel::N,көзгө,zerkol
455,Riemen::N,ҡайыш,vö
456,Schnur::N,бау,nor
457,Leine::N,бау,talutimnor
458,Decke::N,одеяд,sijakatuz
459,Kissen::N,мендәр,pöluz
460,Tuch::N,яулыҡ,paik
461,Handtuch::N,таҫтамал,käzipaik
462,Kraft::N,көс,vägi
463,Stärke::N,көс,vahvuz'
464,Gesundheit::N,һаулыҡ,tervhuz
465,Krankheit::N,сир,läžund
466,Krankheit::N,ауырыу,läžund
467,Schmerz::N,һыҙлау,kibu
468,Schmerz::N,әрнеү,kibu
469,Wunde::N,йәрәхәт,čapatez
470,Fieber::N,тапма,säru
471,Fieber::N,биҙгәк,säru
472,Arznei::N,дарыу,zel'l'
473,Brücke::N,күпер,sild
474,Brunnen::N,ҡоҙоҡ,kaiv
475,Weide::N,көтөүлек,omaluine
476,Pfad::N,һуҡмаҡ,tehut
477,Weg::N,юл,te
478,Straße::N,урам,te
479,Dorf::N,ауыл,külä
480,Stadt::N,ҡала,lidn
481,Brief::N,хат,kirjeine
482,Buch::N,китап,kirj
483,Buch::N,кенәгә,kirj
484,Buchstabe::N,хәреф,kirjam
485,Zeitung::N,гәзит,lehtez
486,Leben::N,йәшәү,elo
487,Tod::N,үлем,surm
488,Grab::N,ҡәбер,kaum
489,Kirche::N,сиркәү,jumalanpert'
490,Sünde::N,гөнаһ,grähk
491,Gott::N,алла,jumal
492,Gott::N,хоҙай,jumal
493,Arbeiter::N,эшсе,radnik
494,Chef::N,башлыҡ,pämez'
495,Meister::N,оҫта,mastar
496,Arzt::N,врач,lekar'
497,Lehrer::N,уҡытыусы,opendai
498,Geld::N,аҡса,rahad
499,Geschäft::N,эш,biznes
500,Laden::N,магазин,lauk
501,Preis::N,хаҡ,arv
502,Ware::N,тауар,tavar
503,Nutzen::N,файҙа,liža
504,Reichtum::N,байлыҡ,kodielo
505,Reichtum::N,байлыҡ,kal'huz'
506,Welt::N,донъя,mail'm
507,Land::N,ил,ma
508,Staat::N,дәүләт,valdkund
509,König::N,король,kunigaz
510,Macht::N,власть,vald
511,Grenze::N,сик,röun
512,Krieg::N,һуғыш,soda
513,Feind::N,йылан,vihanik
514,Feind::N,йылан,vastustai
515,Gewalt::N,көслөк,vägivald
516,Kampf::N,көрәш,tora
517,Bogen[Waffe]::N,йәйә,taug
518,Pfeil::N,уҡ,nol
519,Gewehr::N,мылтыҡ,oružj
520,Fehler::N,хата,viga
521,Lüge::N,ялған,kelastuz
522,Schaden::N,зыян,pahuz'
523,Schaden::N,зарар,pahuz'
524,Unglück::N,ҡаза,bed
525,Unglück::N,ҡаза,gor'a
526,Schuld::N,ғәйеп,värhuz'
527,Alter::N,йәш,igä
528,Schluss::N,һуң,lop
529,Schluss::N,аҙаҡ,lop
530,Zeit::N,мәл,aig
531,Zeit::N,заман,aig
532,Tag::N,көн,päiv
533,Morgen::N,иртә,homendez
534,Morgen::N,иртәнсәк,homendez
535,Mittag::N,төш,keskpäiv
536,Abend::N,кис,eht
537,Nacht::N,төн,ö
538,Woche::N,аҙна,nedal'
539,Monat::N,ай,ku
540,Jahr::N,йыл,voz'
541,Frühling::N,яҙ,keväz'
542,Sommer::N,йәй,keza
543,Herbst::N,көз,sügüz'
544,Winter::N,ҡыш,tal'v
545,Januar::N,ғинуар,viluku
546,Februar::N,февраль,uhoku
547,März::N,март,keväz'ku
548,April::N,апрель,sulaku
549,Mai::N,май,semendku
550,Juni::N,июнь,kezaku
551,Juli::N,июль,heinku
552,August::N,август,eloku
553,September::N,сентябрь,sügüz'ku
554,Oktober::N,октябрь,reduku
555,November::N,ноябрь,kül'mku
556,Dezember::N,декабрь,tal'vku
557,Montag::N,дүшәмбе,ezmärg
558,Dienstag::N,шишәмбе,tožnarg
559,Mittwoch::N,шаршамбы,koumanz'päiv
560,Donnerstag::N,кесаҙна,nellänz'päiv
561,Freitag::N,йома,pätnič
562,Freitag::N,йома,videnz'päiv
563,Samstag::N,шәмбе,sobat
564,Sonntag::N,йәкшәмбе,pühäpäiv
565,groß::A,ҙур,sur'
566,groß::A,ҙур,järed
567,klein::A,бәләкәс,pen'
568,klein::A,бәләкәс,pičuine
569,lang::A,оҙон,pit'k
570,kurz::A,ҡыҫҡа,lühüd
571,breit::A,киң,leved
572,schmal::A,тар,kaid
573,dicht::A,йыш,tihed
574,dicht::A,ҡуйы,tihed
575,dick[Gegenstand]::A,ҡалын,paks
576,dünn::A,йоҡа,hoik
577,dünn::A,нәҙек,hoik
578,fein::A,нескә,hen
579,fest::A,ныҡ,luja
580,fest::A,ныҡ,ninev
581,flach::A,яҫы,lapak
582,flach::A,ялпаҡ,lapak
583,glatt::A,шыма,siled
584,hart::A,ҡаты,kova
585,weich::A,йомшаҡ,pehmed
586,rund::A,түңәрәк,kehker
587,spitz::A,осло түбәле,nügu
588,spitz::A,осло түбәле,terav
589,scharf::A,үткер,terav
590,stumpf::A,утмәҫ,tül'c
591,schwer::A,ауыр,jüged
592,schön::A,матур,čoma
593,heiß::A,эҫе,räk
594,warm::A,йылы,läm'
595,kalt::A,һыуыҡ,vilu
596,kühl::A,һалҡынса,raibak
597,kühl::A,һалҡынса,viluhk
598,frisch::A,һалҡынса,lahed
599,feucht::A,еүеш,neps
600,feucht::A,еүеш,toreh
601,feucht::A,дымлы,neps
602,feucht::A,дымлы,toreh
603,nass::A,еүеш,märg
604,trocken::A,кипкән,kuiv
605,voll::A,тулы,täuz'
606,leer::A,буш,joudai
607,offen::A,асыҡ,avoin
608,offen::A,асыҡ,avol'jaine
609,geschlossen::A,ябыҡ,saubaline
610,sauber::A,таҙа,puhtaz
611,schmutzig::A,бысраҡ,redukaz
612,roh::A,сей,rohk
613,roh::A,сей,toreh
614,reif::A,өлгөрғән,küps
615,lecker::A,тәмле,magukaz
616,süß::A,тямле,maged
617,süß::A,тәм-том,maged
618,bitter::A,әсе,karged
619,sauer::A,әсе,muiged
620,hell::A,яҡты,kirkas
621,hell::A,яҡты,valgei
622,dunkel::A,ҡараңғы,pimed
623,schwarz::A,ҡара,must
624,weiß::A,аҡ,vauged
625,rot::A,матур,rusked
626,rot::A,һылыу,rusked
627,rot::A,сибәр,rusked
628,gelb::A,һары,pakuine
629,blau::A,күк,sinine
630,grün::A,йәшел,vihand
631,grau::A,буҙ,hahk
632,bunt::A,сыбар,kirjav
633,bunt::A,ала-ҡола,kirjav
634,billig::A,арзан,odav
635,teuer::A,ҡыйбатлы,kalliž
636,wertvoll::A,ҡиммәтле,arvokas
637,blind::A,һуҡыр,soged
638,taub::A,һаңғырау,kurdiž
639,kräftig::A,көслө,vägev
640,kräftig::A,ҡеүәтле,vägev
641,stark::A,көслө,vahv
642,stark::A,көслө,vägekaz
643,stark::A,ҡеүәтле,vahv
644,stark::A,ҡеүәтле,vägekaz
645,schwach::A,көсһөҙ,väll'
646,fett::A,һимеҙ,razvakaz
647,schlank::A,зифа,kapos
648,hübsch::A,матур,čoma
649,böse::A,асыулы,äred
650,böse::A,асыулы,käred
651,dumm::A,иҫәр,el'getoi
652,faul::A,иренсәк,lašk
653,fleißig::A,тырыш,radonnavedii
654,geizig::A,һаран,ažlak
655,klug::A,аҡыллы,melev
656,klug::A,аҡыллы,melekaz
657,geschickt::A,оҫта,mahtokaz
658,lieb::A,яғымлы,izo
659,lieb::A,яғымлы,sula
660,lustig::A,күңелле,ilokaz
661,sanft::A,йыуаш,laskav
662,hungrig::A,ас,näl'ghine
663,krank::A,сирле,läžui
664,krank::A,ауырыу,läžui
665,nackt::A,яланғас,alastoi
666,traurig::A,яманһыу,opalahine
667,lebendig::A,тере,eläb
668,lebendig::A,йәнле,eläb
669,gut::A,яҡшы,hüvä
670,schlecht::A,хөрт,huba
671,schlecht::A,алама,huba
672,richtig::A,дөрөҫ,oiged
673,schlimm::A,хөрт,paha
674,schlimm::A,алама,paha
675,wahr::A,дөрөҫ,todesine
676,alt::A,иҫке,vanh
677,alt::A,боронғо,vanh
678,neu::A,яңы,uz'
679,ehemalig::A,элекке,edeline
680,alt[Lebewesen]::A,ҡарт,ravaz
681,jung::A,йәш,nor'
682,arm::A,фәҡир,gol'l'
683,reich::A,бай,elokaz
684,bekannt::A,таныш,tutab
685,berühmt::A,атаҡлы,tetab
686,berühmt::A,данлыҡлы,tetab
687,fremd::A,ят,veraz
688,fremd::A,сит,veraz
689,verschieden::A,төрлө,erazvuitte
690,nah::A,яҡын,läheline
691,fern::A,алыҫ,edahaine
692,fern::A,йыраҡ,edahaine
693,linker::A,һул,hura
694,rechter::A,уң,oiged
695,anderer::A,бутән,toine
696,erster::A,тәүге,ezmäine
697,zweiter::A,икенсе,toine
698,dritter::A,өсөнсө,koumanz'
699,letzter::A,һуңғы,jäl'gmäine
700,allein::ADV,бер үҙе,üksnäze
701,allein::ADV,яңғыҙ,üksnäze
702,auf einmal::ADV,бер юлы,ühten aigan
703,zusammen::ADV,бергә,ühtes
704,lange::ADV,оҙаҡ,hätken
705,plötzlich::ADV,ҡапыл,äkkid
706,sofort::ADV,шунда уҡ,kerdalaz
707,später::ADV,һуңыраҡ,möhemba
708,jetzt::ADV,хәҙер,nügüd'
709,heute::ADV,бөгөн,tämbei
710,morgen::ADV,иртәгә,homen
711,bald::ADV,тиҙҙән,pigai
712,dann::ADV,һуңынан,sid'
713,gestern::ADV,кисә,eglai
714,einst::ADV,ҡасандыр,ende
715,einst::ADV,ҡасандыр,kerdan
716,einst::ADV,бер баҡыт,ende
717,einst::ADV,бер баҡыт,kerdan
718,damals::ADV,ул саҡта,siloi
719,danach::ADV,һуңынан,sid'
720,vorher::ADV,элек,ende
721,zuerst::ADV,башта,ezmäi
722,einmal::ADV,бер,kerdan
723,manchmal::ADV,ҡайһы берҙә,erašti
724,oft::ADV,йыш,paksus
725,immer::ADV,һәр ҡасан,kaiken
726,niemals::ADV,бер ҡасан да,ei nikonz
727,niemals::ADV,бер ваҡытта ла,ei nikonz
728,hier::ADV,бында,täs
729,hier::ADV,бында,tägä
730,hierhin::ADV,бында,tänna
731,von hier::ADV,бынан,täspäi
732,von hier::ADV,бынан,sid'päi
733,von hier::ADV,ошонан,täspäi
734,von hier::ADV,ошонан,sid'päi
735,dort::ADV,шунда,sigä
736,dort::ADV,тегендә,sigä
737,dorthin::ADV,шунда,sinna
738,dorthin::ADV,шунда,nakkale
739,dorthin::ADV,тегеләй,sinna
740,dorthin::ADV,тегеләй,nakkale
741,geradeaus::ADV,тура,kohtha
742,vorwärts::ADV,алға,edehe
743,rückwärts::ADV,кирегә,sel'gin
744,zurück::ADV,кирегә,tagaze
745,unten::ADV,түбәндә,alahan
746,hinab::ADV,түбәнгә,alaz
747,hinab::ADV,түбәнгә,alahaks
748,oben::ADV,юғарыла,ülähän
749,hinauf::ADV,юғарыға,ülez
750,hinauf::ADV,юғарыға,ülähäks
751,überall::ADV,бөтә урында,kaikjal
752,nicht::ADV,тугел,ei
753,ein wenig::ADV,аҙ,vähän
754,kaum::ADV,көскә,habi
755,kaum::ADV,саҡ-саҡ,habi
756,sehr::ADV,ифат,lujas
757,so::ADV,шулай,muga
758,so::ADV,шулай,ninga
759,noch::ADV,йәнә,völ
760,nur::ADV,бары,järg
761,nur::ADV,бары,vaiše
762,schon::ADV,инде,jo
763,wieder::ADV,тағы,möst
