,Concept_ID,kk,ga
59,Atem::N,леп,anáil
60,Hunger::N,ашаршылық,ocras
61,Träne::N,жас,deoir
62,Geschmack::N,дәм,blas
63,Geschmack::N,татым,blas
64,Geschmack::N,талғам,blas
65,Geruch::N,иіс,boladh
66,Schlaf::N,ұйқы,suan
67,Schlaf::N,ұйқы,codladh
68,Schlaf::N,ұйықтау,suan
69,Schlaf::N,ұйықтау,codladh
70,Traum::N,түс,taibhreamh
71,Himmel::N,аспан,spéir
72,Himmel::N,көқ,spéir
73,Himmel::N,таңдай,spéir
74,Sonne::N,күн,grian
75,Mond::N,ай,ré
76,Mond::N,ай,gealach
77,Stern::N,жұлдыз,rinn
78,Stern::N,жұлдыз,réalta
79,Luft::N,әуе,aer
80,Wind::N,жел,gaoth
81,Welle::N,толқын,tonn
82,Wasser::N,су,uisce
83,Stein::N,тас,cloch
84,Boden::N,қыртыс,talamh
85,Erde::N,топырақ,cré
86,Erde::N,топырақ,ithir
87,Staub::N,шаң,dusta
88,Staub::N,шаң,deannach
89,Rauch::N,түтін,toit
90,Rauch::N,түтін,deatach
91,Funke::N,ұшқын,drithle
92,Feuer::N,алау,tine
93,Licht::N,шұғыла,solas
94,Schatten::N,көлеңке,scáth
95,Wetter::N,ауа райы,aimsir
96,Nebel::N,тұман,ceo
97,Wolke::N,бұлт,néal
98,Wolke::N,бұлт,scamall
99,Regen::N,жаңбыр,báisteach
100,Regen::N,жаңбыр,fearthainn
101,Schnee::N,қар,sneachta
102,Eis::N,мұз,oighear
103,Frost::N,суық,sioc
104,Kälte::N,ызғар,fuacht
105,Kälte::N,суықтық,fuacht
106,Hitze::N,аптап,teas
107,Hitze::N,аптап,teocht
108,Raureif::N,қырау,sioc bán
109,Regenbogen::N,кемпірқосақ,stua ceatha
110,Regenbogen::N,кемпірқосақ,bogha báistí
111,Donner::N,күн күркіреу,toirneach
112,Strömung::N,ағын,sruth
113,Tropfen::N,тамшы,deoir
114,Schaum::N,көбік,cúr
115,Schmutz::N,кір,salachar
116,See::N,көл,loch
117,Sumpf::N,саз,portach
118,Moor::N,саз,caorán
119,Moor::N,саз,móinteán
120,Wiese::N,шалғын,cluain
121,Wiese::N,шалғын,móinéar
122,Wald::N,орман,coill
123,Wald::N,орман,foraois
124,Hügel::N,төбе,ard
125,Hügel::N,белес,ard
126,Hügel::N,белес-белес,ard
127,Anhöhe::N,дөң,ard
128,Anhöhe::N,дөң,ardán
129,Anhöhe::N,адыр,ard
130,Anhöhe::N,адыр,ardán
131,Anhöhe::N,қырат,ard
132,Anhöhe::N,қырат,ardán
133,Berg::N,тау,sliabh
134,Gipfel::N,төбе,barr
135,Gipfel::N,төбе,mullach
136,Höhle::N,үңгір,uaimh
137,Höhle::N,үңгір,pluais
138,Abhang::N,бауыр,fána
139,Quelle::N,қайнар,foinse
140,Bach::N,жылға,sruthán
141,Fluss::N,өзен,abhainn
142,Ufer::N,жиек,bruach
143,Küste::N,жиегі,cósta
144,Küste::N,жиегі,cladach
145,Küste::N,жағалау,cósta
146,Küste::N,жағалау,cladach
147,Festland::N,құрылық,míntír
148,Meer::N,теңіз,muir
149,Meer::N,теңіз,farraige
150,Bucht::N,шығанақ,bá
151,Bucht::N,шығанақ,cuan
152,Insel::N,арал,inis
153,Insel::N,арал,oileán
154,Blume::N,гүл,bláth
155,Gras::N,от,féar
156,Wurzel::N,түбір,rúta
157,Wurzel::N,түбір,fréamh
158,Baum::N,ағаш,crann
159,Baum::N,дарақ,crann
160,Stamm::N,сояу,stoc
161,Stamm::N,сояу,tamhan
162,Stamm::N,оқпан,stoc
163,Stamm::N,оқпан,tamhan
164,Rinde::N,қабық,coirt
165,Rinde::N,қабық,craiceann
166,Ast::N,бұтақ,géag
167,Zweig::N,шыбық,géag
168,Zweig::N,шыбық,craobh
169,Blatt::N,жапырақ,duille
170,Blatt::N,жапырақ,duilleog
171,Birke::N,қайың,beith
172,Birke::N,қайың,crann beithe
173,Kiefer[Baum]::N,қарағай,péine
174,Weide[Baum]::N,тал,saileach
175,Tanne::N,шырша,giúis
176,Horn::N,мүйіз,adharc
177,Feder::N,қаламұш,cleite
178,Fell::N,тері,clúmh
179,Flügel::N,қанат,eite
180,Flügel::N,қанат,sciathán
181,Klaue::N,тырнақ,crúb
182,Klaue::N,тырнақ,crobh
183,Kralle::N,аяқ,crobh
184,Schwanz::N,құйрық,eireaball
185,Ei::N,жұмыртқа,ubh
186,Nest::N,ұя,nead
187,Bau::N,жатақ,brocais
188,Tier::N,айуан,ainmhí
189,Tier::N,айуан,beithíoch
190,Tier::N,жануар,ainmhí
191,Tier::N,жануар,beithíoch
192,Herde::N,пада,tréad
193,Kuh::N,сиыр,bó
194,Bulle::N,өгіз,tarbh
195,Pferd::N,жылқы,each
196,Pferd::N,жылқы,capall
197,Schaf::N,қой,caora
198,Schwein::N,шошқа,muc
199,Hund::N,ит,madra
200,Katze::N,мысық,cat
201,Bär::N,аю,béar
202,Eichhörnchen::N,тиін,iora
203,Elch::N,бұғы,eilc
204,Fuchs::N,түлкі,sionnach
205,Fuchs::N,түлкі,madra rua
206,Hase::N,қоян,giorria
207,Maus::N,қаптесер,luch
208,Wolf::N,бөрі,mac tíre
209,Wolf::N,қасқыр,mac tíre
210,Vogel::N,құс,éan
211,Schwarm::N,топ,saithe
212,Schwarm::N,үйір,saithe
213,Huhn::N,тауық,cearc
214,Huhn::N,мекиен,cearc
215,Hahn::N,әтеш,coileach
216,Hahn::N,қораз,coileach
217,Gans::N,қаз,gé
218,Adler::N,бүркіт,iolar
219,Ente::N,үйрек,lacha
220,Eule::N,жапалақ,ulchabhán
221,Kranich::N,тырна,grús
222,Krähe::N,қарға,caróg
223,Krähe::N,қарға,préachán
224,Kuckuck::N,көкек,cuach
225,Schwan::N,аққу,eala
226,Fisch::N,балық,iasc
227,Barsch::N,алабұға,péirse
228,Hecht::N,шортан,liús
229,Schlange[Tier]::N,жылан,nathair
230,Wurm::N,шұбалшаң,péist
231,Spinne::N,өрмекші,damhán alla
232,Ameise::N,қүмырска,seangán
233,Laus::N,бит,míol
234,Mücke::N,маса,muiscít
235,Mücke::N,маса,corrmhíol
236,Fliege::N,шыбын,cuil
237,Fliege::N,шыбын,cuileog
238,Schmetterling::N,көбелек,féileacán
239,Beere::N,жидек,caor
240,Apfel::N,алма,úll
241,Pilz::N,қозықұйрық,beacán
242,Pilz::N,қозықұйрық,muisiriún
243,Pilz::N,саңыраукулақ,beacán
244,Pilz::N,саңыраукулақ,muisiriún
245,Zwiebel::N,жуа,oinniún
246,Saat::N,тұқым,síol
247,Korn::N,дән,gráinne
248,Heu::N,шөп,féar
249,Schale::N,қабық,scaimh
250,Schale::N,қабығы,scaimh
251,Grube::N,ор,poll
252,Falle::N,дұзақ,gaiste
253,Falle::N,қақпан,gaiste
254,Schlinge::N,ілмек,sealán
255,Spur::N,із,rian
256,Asche::N,күл,luaith
257,Dreck::N,былғаныш,salachar
258,Eisen::N,темір,iarann
259,Gold::N,алтын,ór
260,Silber::N,күміс,airgead
261,Kohle::N,көмір,gual
262,Glas::N,шыны,gloine
263,Lehm::N,балшық,cré
264,Sand::N,құм,gaineamh
265,Mensch::N,адам,duine
266,Mann::N,еркек,fear
267,Mann::N,ер адам,fear
268,Frau::N,бике,bean
269,Frau::N,қатын,bean
270,Kind::N,бала,gasúr
271,Kind::N,бала,páiste
272,Kind::N,перзент,gasúr
273,Kind::N,перзент,páiste
274,Junge::N,бала,buachaill
275,Junge::N,ер бала,buachaill
276,Mädchen::N,қыз,cailín
277,Familie::N,жанұя,teaghlach
278,Familie::N,жанұя,comhluadar
279,Großvater::N,ата,seanathair
280,Großmutter::N,әже,seanmháthair
281,Großmutter::N,әжей,seanmháthair
282,Eltern::N,ата-аналар,tuismitheoirí
283,Vater::N,әке,athair
284,Mutter::N,ана,máthair
285,Sohn::N,ұл,mac
286,Tochter::N,қызым,iníon
287,Bruder::N,бауырым,deartháir
288,Schwester::N,әпке,deirfiúr
289,Onkel::N,көке,uncail
290,Tante::N,тәте,aintín
291,Ehemann::N,ер,fear céile
292,Ehefrau::N,зайып,bean chéile
293,Freude::N,қуаныш,áthas
294,Freude::N,сүйініш,áthas
295,Freude::N,шат-думан,áthas
296,Freude::N,қуаныштылық,áthas
297,Gelächter::N,күлу,gáire
298,Glück::N,бақыт,séan
299,Glück::N,бақыт,sonas
300,Glück::N,бақыттылық,séan
301,Glück::N,бақыттылық,sonas
302,Kummer::N,аза,brón
303,Kummer::N,аза,buairt
304,Kummer::N,қайғы,brón
305,Kummer::N,қайғы,buairt
306,Kummer::N,қасырет,brón
307,Kummer::N,қасырет,buairt
308,Wunsch::N,мүдде,guí
309,Wunsch::N,мүдде,achainí
310,Lust::N,тәбет,fonn
311,Lust::N,ынтызар,fonn
312,Lust::N,құштарлық,fonn
313,Geist::N,рух,meon
314,Geist::N,рух,spiorad
315,Gedanke::N,ой,smaoineamh
316,Gedächtnis::N,ес,cuimhne
317,Gedächtnis::N,жады,cuimhne
318,Gedächtnis::N,ақыл-ес,cuimhne
319,Verstand::N,ақыл,ciall
320,Verstand::N,ақыл,intinn
321,Verstand::N,парасат,ciall
322,Verstand::N,парасат,intinn
323,Sinn::N,мән,brí
324,Sinn::N,мән,ciall
325,Sinn::N,маныз,brí
326,Sinn::N,маныз,ciall
327,Sinn::N,мағына,brí
328,Sinn::N,мағына,ciall
329,Sinn::N,мән-мағына,brí
330,Sinn::N,мән-мағына,ciall
331,Grund::N,себеп,fáth
332,Wahrheit::N,рас,fírinne
333,Gespräch::N,әңгіме,comhrá
334,Märchen::N,ертеп,scéal
335,Märchen::N,ертек,scéal
336,Erzählung::N,әңгіме,scéal
337,Nachricht::N,хабар,teachtaireacht
338,Neuigkeit::N,жаңалық,scéala
339,Name::N,ат,ainm
340,Name::N,атау,ainm
341,Rätsel::N,жұмбақ,tomhas
342,Rede::N,сөз,óráid
343,Rede::N,сөз,aitheasc
344,Sprache::N,тіл,teanga
345,Stimme::N,үн,guth
346,Stimme::N,әуен,guth
347,Stimme::N,дауыс,guth
348,Wort::N,сөз,focal
349,Zeichen::N,ишара,comhartha
350,Ruf::N,айғай,glaoch
351,Lärm::N,айғай-шу,torann
352,Lärm::N,айғай-ұйғай,torann
353,Laut::N,дыбыс,fuaim
354,Laut::N,дауыс,fuaim
355,Ton::N,әуен,ton
356,Lied::N,ән,amhrán
357,Lied::N,жыр,amhrán
358,Lied::N,ән-жыр,amhrán
359,Ruhe::N,тыныштық,suaimhneas
360,Leute::N,кісілер,muintir
361,Volk::N,халық,pobal
362,Arbeit::N,еңбек,obair
363,Gast::N,қонақ,aoi
364,Gast::N,мейман,aoi
365,Geschenk::N,қадия,féirín
366,Geschenk::N,қадия,bronntanas
367,Spiel::N,ойын,cluiche
368,Gesellschaft::N,қауым,comhluadar
369,Gesellschaft::N,жұртшылық,comhluadar
370,Hilfe::N,жэрдем,cúnamh
371,Hilfe::N,жэрдем,cabhair
372,Freund::N,дос,cara
373,Kamerad::N,дос-жар,comrádaí
374,Angelegenheit::N,жұмыс,ábhar
375,Anzahl::N,сан,líon
376,Anzahl::N,саны,líon
377,Art::N,түр,sórt
378,Art::N,түр,saghas
379,Stück::N,тілім,píosa
380,Teil::N,үлес,cuid
381,Teil::N,үлес,páirt
382,Teil::N,бөлшек,cuid
383,Teil::N,бөлшек,páirt
384,Hälfte::N,жарты,leath
385,Kreis::N,шеңбер,ciorcal
386,Kreuz::N,крест,cros
387,Linie::N,сызық,líne
388,Strich::N,сызық,stríoc
389,Abstand::N,ара,achar
390,Abstand::N,аралық,achar
391,Entfernung::N,аралық,fad
392,Gegend::N,өңір,ceantar
393,Platz::N,орны,áit
394,Platz::N,орны,spás
395,Ort::N,орын,áit
396,Seite::N,жақ,taobh
397,Seite::N,бүйір,taobh
398,Mitte::N,ортасы,lár
399,Gegenstand::N,зат,ball
400,Gegenstand::N,зат,ábhar
401,Gegenstand::N,нәрсе,ball
402,Gegenstand::N,нәрсе,ábhar
403,Sache::N,бұйым,ní
404,Sache::N,бұйым,rud
405,Rand::N,шет,imeall
406,Rand::N,шет,ciumhais
407,Rand::N,шеті,imeall
408,Rand::N,шеті,ciumhais
409,Kante::N,қыр,corr
410,Kante::N,қыр,colbha
411,Kante::N,қыры,corr
412,Kante::N,қыры,colbha
413,Ecke::N,қыры,coirnéal
414,Ecke::N,бұрыш,coirnéal
415,Spitze::N,ұшы,gob
416,Spitze::N,ұшы,barr
417,Ende::N,аяқ,ceann
418,Ende::N,аяқ,foirceann
419,Ende::N,соңы,ceann
420,Ende::N,соңы,foirceann
421,Loch::N,тесік,poll
422,Winkel::N,мүйіс,cúinne
423,Winkel::N,мүйіс,uillinn
424,Muster::N,мәнер,patrún
425,Größe::N,ауқым,méid
426,Größe::N,ауқым,toise
427,Größe::N,көлемдік,méid
428,Größe::N,көлемдік,toise
429,Länge::N,бой,fad
430,Länge::N,ұзындық,fad
431,Höhe::N,жоғарылық,airde
432,Höhe::N,биіктік,airde
433,Gewicht::N,салмақ,meáchan
434,Menge::N,мөлшер,méid
435,Haufen::N,үйме,cnap
436,Haufen::N,үйінді,cnap
437,Reihe::N,сап,líne
438,Reihe::N,сап,sraith
439,Boot::N,қайық,bád
440,Ruder::N,ескек,rámh
441,Ruder::N,ескек,maide rámha
442,Schlitten::N,шана,carr sleamhnáin
443,Ski::N,шаңғы,scí
444,Lagerfeuer::N,алау,tine champa
445,Last::N,ауырлық,ualach
446,Last::N,ауыр зат,ualach
447,Gang::N,жүріс,siúlóid
448,Schritt::N,адым,céim
449,Schritt::N,адым,coiscéim
450,Norden::N,солтүстік,tuaisceart
451,Norden::N,терістік,tuaisceart
452,Süden::N,оңтүстік,deisceart
453,Westen::N,батыс,iarthar
454,Osten::N,күншығыс,oirthear
455,Holz::N,ағаш,adhmad
456,Holz::N,сүрек,adhmad
457,Brett::N,тақта,clár
458,Platte::N,тақта,leac
459,Stütze::N,тіреу,taca
460,Stange::N,қада,polla
461,Stange::N,қада,cuaille
462,Stock::N,сойыл,bata
463,Stock::N,сойыл,maide
464,Stab::N,сырық,maide
465,Stab::N,сырық,bachall
466,Rohr::N,құбыр,píopa
467,Haus::N,үй,teach
468,Heim::N,үйлі,baile
469,Heim::N,шаңырақ,baile
470,Ofen::N,ошақ,sornóg
471,Ofen::N,пеш,sornóg
472,Fußboden::N,еден,urlár
473,Tisch::N,үстел,bord
474,Tisch::N,үстел,tábla
475,Stuhl::N,орындық,cathaoir
476,Wiege::N,бесік,cliabhán
477,Bett::N,кереует,leaba
478,Regal::N,сөре,seilf
479,Kiste::N,жәшік,bosca
480,Fenster::N,терезе,fuinneoig
481,Tür::N,есік,doras
482,Tor::N,дарбаза,geata
483,Zaun::N,дуал,fál
484,Zaun::N,дуал,claí
485,Dach::N,шатыр,díon
486,Leiter::N,саты,dréimire
487,Leiter::N,басқыш,dréimire
488,Besen::N,сыпырғыш,scuab
489,Spaten::N,күрек,spád
490,Spaten::N,күрек,rámhainn
491,Schaufel::N,қалақ,sluasaid
492,Gabel::N,аша,forc
493,Gabel::N,аша,gabhlóg
494,Gabel::N,шанышқы,forc
495,Gabel::N,шанышқы,gabhlóg
496,Löffel::N,қасық,spúnóg
497,Messer::N,пышақ,scian
498,Nagel::N,мық,tairne
499,Nagel::N,шеге,tairne
500,Netz::N,керегекөз,líon
501,Netz::N,керегекөз,eangach
502,Haken::N,ілмек,croch
503,Griff::N,сап,cos
504,Griff::N,сап,hanla
505,Griff::N,тұтқа,cos
506,Griff::N,тұтқа,hanla
507,Schloss::N,құлып,glas
508,Schloss::N,бекіткіш,glas
509,Bild::N,сурет,pictiúr
510,Figur::N,тұлға,fíor
511,Puppe::N,қуыршақ,bábóg
512,Beutel::N,қапшық,mála
513,Beutel::N,қапшық,mealbhóg
514,Bündel::N,байлам,beart
515,Tasche::N,дорба,mála
516,Eimer::N,шелек,buicéad
517,Deckel::N,жапқыш,clár
518,Deckel::N,жапқыш,claibín
519,Geschirr::N,ыдыс,soithí
520,Geschirr::N,ыдыс,gréithe
521,Sack::N,қап,sac
522,Sack::N,қап,mála
523,Tasse::N,шыныаяқ,cupán
524,Topf::N,кәстрөл,pota
525,Kessel::N,қазан,citeal
526,Essen::N,ас,béile
527,Nahrung::N,ас,bia
528,Nahrung::N,тамақ,bia
529,Speise::N,тағам,mias
530,Fleisch::N,ет,feoil
531,Getreide::N,дәнді,grán
532,Getreide::N,дәнді,arbhar
533,Brei::N,ботқа,brúitín
534,Brot::N,күлше,arán
535,Scheibe::N,тілім,píosa
536,Scheibe::N,тілім,slisne
537,Fett::N,май,saill
538,Fett::N,май,méathras
539,Butter::N,май,im
540,Öl::N,май,ola
541,Salz::N,тұз,salann
542,Suppe::N,көже,sú
543,Suppe::N,көже,anraith
544,Honig::N,бал,mil
545,Milch::N,сүт,bainne
546,Tee::N,шай,tae
547,Leder::N,көн,leathar
548,Wolle::N,жүн,olann
549,Stoff::N,мата,éadach
550,Stoff::N,кездеме,éadach
551,Nadel::N,ине,snáthaid
552,Faden::N,жіп,snáth
553,Knopf::N,түйме,cnaipe
554,Knoten::N,түйін,snaidhm
555,Farbe::N,рең,péint
556,Kleidung::N,киім,éadaí
557,Hemd::N,жейде,léine
558,Kragen::N,жаға,bóna
559,Ärmel::N,жең,muinchille
560,Hose::N,шалбар,bríste
561,Hose::N,шалбар,treabhsar
562,Gürtel::N,белбеу,crios
563,Mütze::N,қалпақ,caipín
564,Schuh::N,кебіс,bróg
565,Stiefel::N,етік,buatais
566,Ring::N,жүзік,fáinne
567,Band::N,таспа,ribín
568,Kamm::N,тарақ,cíor
569,Spiegel::N,айна,scáthán
570,Riemen::N,қайыс,iall
571,Riemen::N,қайыс,strapa
572,Schnur::N,жіп,téad
573,Schnur::N,жіп,sreangán
574,Leine::N,тізгін,iall
575,Decke::N,көрпе,pluid
576,Decke::N,көрпе,blaincéad
577,Kissen::N,жастық,piliúr
578,Kissen::N,жастық,adhartán
579,Tuch::N,орамал,scaif
580,Handtuch::N,сүлгі,tuáille
581,Kraft::N,қуат,fórsa
582,Kraft::N,қарқын,fórsa
583,Kraft::N,әл-шама,fórsa
584,Kraft::N,әл-дәрмен,fórsa
585,Stärke::N,әл,neart
586,Stärke::N,күш,neart
587,Gesundheit::N,денсаулык,sláinte
588,Krankheit::N,ауру,tinneas
589,Krankheit::N,ауру,breoiteacht
590,Schmerz::N,ауру,pian
591,Wunde::N,зақым,goin
592,Wunde::N,жарақат,goin
593,Fieber::N,безгек,fiabhras
594,Fieber::N,қалтырау,fiabhras
595,Fieber::N,қызу көтерілуі,fiabhras
596,Arznei::N,дәрі,cógas
597,Arznei::N,дәрі-дәрмек,cógas
598,Brücke::N,көпір,droichead
599,Brunnen::N,құдық,tobar
600,Weide::N,өріс,féarach
601,Weide::N,жайылым,féarach
602,Pfad::N,жол,cosán
603,Pfad::N,жол,conair
604,Weg::N,жол,slí
605,Weg::N,жол,bealach
606,Straße::N,жол,bóthar
607,Dorf::N,ауыл,sráidbhaile
608,Stadt::N,қала,baile
609,Stadt::N,қала,cathair
610,Stadt::N,шаһар,baile
611,Stadt::N,шаһар,cathair
612,Brief::N,хат,litir
613,Brief::N,жазу,litir
614,Buch::N,кітап,cín
615,Buch::N,кітап,leabhar
616,Buchstabe::N,әріп,litir
617,Buchstabe::N,қаріп,litir
618,Zeitung::N,газет,nuachtán
619,Leben::N,өмір,saol
620,Leben::N,өмір,beatha
621,Leben::N,тіршілік,saol
622,Leben::N,тіршілік,beatha
623,Tod::N,опат,bás
624,Grab::N,мола,uaigh
625,Grab::N,мазар,uaigh
626,Kirche::N,шіркеу,eaglais
627,Sünde::N,күнә,peaca
628,Gott::N,алла,dia
629,Gott::N,құдай,dia
630,Gott::N,тәңірі,dia
631,Gott::N,пәруардігер,dia
632,Gott::N,жаратқан тәңірі,dia
633,Arbeiter::N,жүмысшы,oibrí
634,Chef::N,басшы,saoiste
635,Chef::N,басшы,ceannasaí
636,Chef::N,жұмыс басқарушысы,saoiste
637,Chef::N,жұмыс басқарушысы,ceannasaí
638,Meister::N,шебер,máistir
639,Meister::N,өнерпаз,máistir
640,Arzt::N,дәрігер,lia
641,Arzt::N,дәрігер,dochtúir
642,Lehrer::N,мұғалім,oide
643,Lehrer::N,мұғалім,múinteoir
644,Geld::N,пұл,airgead
645,Geschäft::N,бизнес,gnó
646,Laden::N,дүкен,siopa
647,Preis::N,ақы,praghas
648,Preis::N,құны,praghas
649,Preis::N,нарық,praghas
650,Ware::N,тауар,earra
651,Nutzen::N,пайда,tairbhe
652,Reichtum::N,бақ-дәулет,rachmas
653,Reichtum::N,бақ-дәулет,saibhreas
654,Welt::N,әлем,domhan
655,Welt::N,жиһан,domhan
656,Land::N,аймақ,tír
657,Staat::N,мемлекет,stát
658,König::N,патша,rí
659,Macht::N,өкімет,cumhacht
660,Macht::N,қожалық,cumhacht
661,Grenze::N,шек,críoch
662,Grenze::N,шек,teorainn
663,Krieg::N,соғыс,cogadh
664,Feind::N,жау,namhaid
665,Feind::N,дұшпан,namhaid
666,Gewalt::N,зорлык,foréigean
667,Gewalt::N,зорлық-зомбылык,foréigean
668,Kampf::N,күрес,troid
669,Kampf::N,алыспақ,troid
670,Bogen[Waffe]::N,саржа,bogha
671,Pfeil::N,жебе,saighead
672,Gewehr::N,қару,gunna
673,Fehler::N,әбес,botún
674,Fehler::N,әбес,meancóg
675,Fehler::N,қаталық,botún
676,Fehler::N,қаталық,meancóg
677,Lüge::N,өтірік,bréag
678,Lüge::N,өтірік,éitheach
679,Schaden::N,зиян,dochar
680,Schaden::N,зиян,damáiste
681,Schaden::N,зарар,dochar
682,Schaden::N,зарар,damáiste
683,Unglück::N,пәле,drochrath
684,Unglück::N,қасырет,drochrath
685,Unglück::N,ауыртпалық,drochrath
686,Schuld::N,айыптылық,locht
687,Schuld::N,айыптылық,milleán
688,Alter::N,жас,aois
689,Alter::N,жас шамасы,aois
690,Schluss::N,ада,deireadh
691,Schluss::N,бітуі,deireadh
692,Zeit::N,уақыт,am
693,Zeit::N,уақыт,aimsir
694,Tag::N,күн,lá
695,Morgen::N,таң,maidin
696,Morgen::N,таңертең,maidin
697,Mittag::N,талтүс,nóin
698,Abend::N,кеш,tráthnóna
699,Nacht::N,түн,oíche
700,Woche::N,апта,seachtain
701,Monat::N,ай,mí
702,Jahr::N,жыл,bliain
703,Frühling::N,көктем,earrach
704,Sommer::N,жаз,samhradh
705,Herbst::N,күз,fómhar
706,Winter::N,қыс,geimhreadh
707,Januar::N,каңтар,Eanáir
708,Februar::N,ақпан,Feabhra
709,März::N,наурыз,Márta
710,April::N,сәуір,Aibreán
711,Mai::N,мамыр,Bealtaine
712,Juni::N,маусым,Meitheamh
713,Juli::N,шілде,Iúil
714,August::N,сүмбіле,Lúnasa
715,August::N,тамыз,Lúnasa
716,September::N,қыркүйек,Meán Fómhair
717,Oktober::N,ақырап,Deireadh Fómhair
718,November::N,қараша,Samhain
719,November::N,қараша,Mí na Samhna
720,Dezember::N,желтоқсан,Mí na Nollag
721,Montag::N,дүйсенбі,Luan
722,Montag::N,дүйсенбі,Dé Luain
723,Dienstag::N,сейсенбі,Máirt
724,Dienstag::N,сейсенбі,Dé Máirt
725,Mittwoch::N,сәрсенбі,Céadaoin
726,Mittwoch::N,сәрсенбі,Dé Céadaoin
727,Donnerstag::N,бейсенбі,Déardaoin
728,Freitag::N,жұма,Aoine
729,Freitag::N,жұма,Dé hAoine
730,Samstag::N,сенбі,Satharn
731,Samstag::N,сенбі,Dé Sathairn
732,Sonntag::N,жексембі,Domhnach
733,Sonntag::N,жексембі,Dé Domhnaigh
734,groß::A,алпамсадай,mór
735,klein::A,кішкене,beag
736,klein::A,қарғадай,beag
737,lang::A,сопақ,fada
738,lang::A,сорайған,fada
739,kurz::A,кеспелтек,gearr
740,kurz::A,кеспелтек,gairid
741,breit::A,айдынды,leathan
742,breit::A,айдынды,fairsing
743,schmal::A,қысық,cúng
744,dicht::A,жиі,dlúth
745,dick[Gegenstand]::A,шомбал,tiubh
746,dünn::A,жұқа,caol
747,dünn::A,жұқа,tanaí
748,dünn::A,жіңішке,caol
749,dünn::A,жіңішке,tanaí
750,fein::A,қаңылтақ,scáinte
751,fein::A,қаңылтақ,fíneálta
752,fest::A,берік,daingean
753,fest::A,мызғымас,daingean
754,flach::A,жалпак,cothrom
755,glatt::A,типыл,mín
756,glatt::A,типыл,sleamhain
757,hart::A,қатты,crua
758,weich::A,жұмсақ,bog
759,rund::A,домалақ,cruinn
760,spitz::A,үшкір,gobach
761,spitz::A,үшкір,biorach
762,scharf::A,сүйрік,géar
763,scharf::A,сүйрік,faobhrach
764,stumpf::A,доғал,maol
765,stumpf::A,өтпейтін,maol
766,schwer::A,салмақты,trom
767,schön::A,сұлу,álainn
768,heiß::A,ыссы,te
769,warm::A,жылы,te
770,kalt::A,аязды,fuar
771,kühl::A,салқын,fionnuar
772,frisch::A,таза,úr
773,frisch::A,таза,friseáilte
774,frisch::A,жаңа,úr
775,frisch::A,жаңа,friseáilte
776,feucht::A,нам,tais
777,feucht::A,дымқылды,tais
778,nass::A,сулы,fliuch
779,trocken::A,құрғақ,tirim
780,voll::A,толы,lán
781,leer::A,бос,folamh
782,offen::A,ашып қойылған,oscailte
783,geschlossen::A,жабулы,dúnta
784,geschlossen::A,жабулы,druidte
785,sauber::A,дақсыз,glan
786,sauber::A,мұнтаздай,glan
787,schmutzig::A,айғыз,salach
788,schmutzig::A,сатпақ,salach
789,schmutzig::A,сатал-сатал,salach
790,roh::A,шикі,amh
791,reif::A,піскен,aibí
792,lecker::A,дәмді,blasta
