,Concept_ID,udm,vep
298,Zeichen::N,пус,znam
299,Zeichen::N,тодмет,znam
300,Ruf::N,ӧтён,kida
301,Ruf::N,ӧтён,kucund
302,Ruf::N,чортон,kida
303,Ruf::N,чортон,kucund
304,Lärm::N,ӵашетон,judu
305,Laut::N,куара,kulund
306,Ton::N,куара,kulund
307,Lied::N,кырӟан,pajo
308,Ruhe::N,чалмыт улон,lebu
309,Leute::N,адямиос,rahvaz
310,Volk::N,калык,rahvaz
311,Arbeit::N,уж,tö
312,Arbeit::N,уж,rad
313,Gast::N,куно,adiv
314,Geschenk::N,салам,lahj
315,Geschenk::N,кузьым,lahj
316,Spiel::N,шудон,vänd
317,Gesellschaft::N,калык,sebr
318,Hilfe::N,юрттон,abu
319,Freund::N,эш,sebranik
320,Freund::N,юлтош,sebranik
321,Kamerad::N,тодмо,sebranik
322,Angelegenheit::N,уж,azj
323,Anzahl::N,лыд,lugu
324,Art::N,тус,rod
325,Art::N,тус,rodsugu
326,Stück::N,юдэс,pala
327,Stück::N,юдэс,supal
328,Teil::N,люкет,pala
329,Hälfte::N,ӝыны,pol'
330,Kreis::N,котырес,ümbruz
331,Kreis::N,котырес,kehkruz
332,Kreuz::N,крест,rist
333,Linie::N,гож,pird
334,Strich::N,гож,pird
335,Abstand::N,вис,keskust
336,Abstand::N,кусып,keskust
337,Entfernung::N,кусып,matk
338,Gegend::N,инты,taho
339,Platz::N,инты,avaruz'
340,Ort::N,инты,koht
341,Ort::N,места,koht
342,Seite::N,пал,pol'
343,Seite::N,пал,kül'g
344,Mitte::N,шор,kesk
345,Gegenstand::N,арбери,kalu
346,Sache::N,котыр,azj
347,Rand::N,дур,röun
348,Rand::N,шаер,röun
349,Kante::N,дур,röun
350,Ecke::N,сэрег,saum
351,Spitze::N,йыл,agjaine
352,Ende::N,пум,agj
353,Loch::N,пась,reig
354,Winkel::N,сэрег,čoga
355,Winkel::N,сэрег,saum
356,Muster::N,пужы,kirjam
357,Größe::N,быдӟала,suruz'
358,Länge::N,кузьдала,piduz
359,Höhe::N,ӝуждала,korktuz'
360,Gewicht::N,сектала,jügu
361,Gewicht::N,сектала,vedäduz
362,Gewicht::N,секытлык,jügu
363,Gewicht::N,секытлык,vedäduz
364,Menge::N,лыд,äjüz'
365,Menge::N,лыдпус,äjüz'
366,Haufen::N,люк,kogo
367,Reihe::N,чур,rivi
368,Boot::N,пыж,veneh
369,Boot::N,лодка,veneh
370,Ruder::N,полыс,air
371,Schlitten::N,додьы,regi
372,Schlitten::N,додьы,regut
373,Ski::N,куас,suks'
374,Lagerfeuer::N,тылскем,nodj
375,Lagerfeuer::N,тылскем,pažag
376,Last::N,секыт,jüguz
377,Gang::N,ветлон,astund
378,Schritt::N,вамыш,hašk
379,Norden::N,уйпал,pohjoine
380,Süden::N,лымшор,suvi
381,Westen::N,шунды пуксён,päivlaskm
382,Osten::N,шунды ӝужан,päivnouzm
383,Holz::N,пу,pu
384,Brett::N,пул,laud
385,Platte::N,плита,keitim
386,Stütze::N,пыкет,tugi
387,Stange::N,пуӵ,arz'
388,Stock::N,боды,kalu
389,Stab::N,пуӵ,seibaz
390,Stab::N,боды,seibaz
391,Rohr::N,труба,torv
392,Haus::N,юрт,pert'
393,Heim::N,корка,kodi
394,Ofen::N,гур,päč
395,Fußboden::N,выж,lava
396,Tisch::N,ӝӧк,laud
397,Tisch::N,ӝӧк,stal'c
398,Stuhl::N,пукон,ištim
399,Wiege::N,кӧкы,kätte
400,Wiege::N,зыбка,kätte
401,Bett::N,валес,sija
402,Bett::N,валес,magaduzsija
403,Regal::N,ӝажы,palič
404,Kiste::N,ящик,mülütim
405,Fenster::N,укно,ikun
406,Fenster::N,косяк,ikun
407,Tür::N,ӧс,uks'
408,Tor::N,ӟезьы,verai
409,Zaun::N,забор,aid
410,Dach::N,липет,katuz
411,Leiter::N,падӟа,pordhad
412,Besen::N,ӵужон,lud
413,Besen::N,ӵужон,vast
414,Besen::N,исьнер,lud
415,Besen::N,исьнер,vast
416,Spaten::N,лопатка,labid
417,Schaufel::N,ютырон,labid
418,Gabel::N,тэчы,hangoine
419,Gabel::N,вилка,hangoine
420,Löffel::N,пуньы,luzik
421,Messer::N,пурт,veič
422,Nagel::N,кортӵог,nagl
423,Netz::N,сеть,verk
424,Haken::N,курик,kouk
425,Griff::N,ныд,kägä
426,Griff::N,ныд,varz'
427,Schloss::N,тунгон,lukkol
428,Bild::N,суред,kuva
429,Figur::N,фигура,figur
430,Puppe::N,мунё,tätüine
431,Beutel::N,пуйы,havad
432,Bündel::N,керттэт,toppaz
433,Bündel::N,керттэт,käč
434,Tasche::N,пуйы,sumk
435,Tasche::N,сумка,sumk
436,Eimer::N,ведра,vädr
437,Deckel::N,ӵоксэт,katuz
438,Geschirr::N,тусьты-пуньы,astii
439,Sack::N,пуйы,havad
440,Tasse::N,ӵаша,čašk
441,Topf::N,миска,pada
442,Kessel::N,пурты,katil
443,Essen::N,сиськон,sönd
444,Nahrung::N,сион,söm
445,Speise::N,сиён,sömine
446,Fleisch::N,сӥль,liha
447,Getreide::N,ю тысь,vill'
448,Brei::N,ӝук,pudr
449,Brot::N,нянь,leib
450,Scheibe::N,шорем,bibaleh
451,Scheibe::N,шорем,šlik
452,Fett::N,кӧй,razv
453,Butter::N,вӧй,voi
454,Öl::N,вӧй,voi
455,Salz::N,сылал,sol
456,Suppe::N,шыд,lem'
457,Suppe::N,шыд,keitoz
458,Honig::N,чечы,mezi
459,Milch::N,йӧл,maid
460,Tee::N,чай,čai
461,Leder::N,сурон,nahk
462,Wolle::N,гон,vill
463,Wolle::N,ыжгон,vill
464,Stoff::N,куэм,kangaz
465,Nadel::N,вень,negl
466,Faden::N,сӥньыс,nit'
467,Knopf::N,бирды,nübl'
468,Knoten::N,герд,sol'm
469,Farbe::N,буёл,muju
470,Kleidung::N,дӥсь,sobad
471,Hemd::N,дэрем,paid
472,Kragen::N,сирес,kagluz
473,Ärmel::N,саес,hijam
474,Hose::N,брюки,štanad
475,Hose::N,штань,štanad
476,Gürtel::N,кускерттон,vö
477,Mütze::N,ызьы,šapuk
478,Schuh::N,ботинка,keng'
479,Stiefel::N,сапег,sapug
480,Ring::N,зундэс,rengaz
481,Band::N,лента,lentaine
482,Kamm::N,сын,suga
483,Spiegel::N,синучкон,zerkol
484,Riemen::N,е,vö
485,Schnur::N,гозы,nor
486,Leine::N,думет,talutimnor
487,Decke::N,шобрет,sijakatuz
488,Kissen::N,миндэр,pöluz
489,Tuch::N,кышет,paik
490,Handtuch::N,ӵушкон,käzipaik
491,Kraft::N,кать,vägi
492,Kraft::N,ӟигар,vägi
493,Stärke::N,юнлык,vahvuz'
494,Gesundheit::N,тазалык,tervhuz
495,Krankheit::N,висён,läžund
496,Schmerz::N,висён,kibu
497,Wunde::N,яра,čapatez
498,Fieber::N,кезег,säru
499,Arznei::N,эмъюм,zel'l'
500,Brücke::N,выж,sild
501,Brunnen::N,колдэч,kaiv
502,Weide::N,возь,omaluine
503,Pfad::N,сюрес,tehut
504,Weg::N,сюрес,te
505,Straße::N,сюрес,te
506,Dorf::N,гурт,külä
507,Stadt::N,кар,lidn
508,Stadt::N,город,lidn
509,Brief::N,гожтэт,kirjeine
510,Buch::N,книга,kirj
511,Buchstabe::N,буква,kirjam
512,Zeitung::N,газет,lehtez
513,Leben::N,улон,elo
514,Tod::N,кулон,surm
515,Grab::N,шайгу,kaum
516,Kirche::N,черк,jumalanpert'
517,Sünde::N,сьӧлык,grähk
518,Gott::N,ӥнмар,jumal
519,Arbeiter::N,рабочий,radnik
520,Chef::N,начальник,pämez'
521,Meister::N,кибашлы,mastar
522,Arzt::N,врач,lekar'
523,Lehrer::N,дышетӥсь,opendai
524,Geld::N,уксё,rahad
525,Geld::N,коньдон,rahad
526,Geschäft::N,уж,biznes
527,Laden::N,магазин,lauk
528,Preis::N,дун,arv
529,Ware::N,вуз,tavar
530,Nutzen::N,пайда,liža
531,Reichtum::N,узырлык,kodielo
532,Reichtum::N,узырлык,kal'huz'
533,Welt::N,дунне,mail'm
534,Land::N,шаер,ma
535,Staat::N,кун,valdkund
536,König::N,эксэй,kunigaz
537,Macht::N,власть,vald
538,Grenze::N,кунгож,röun
539,Krieg::N,ож,soda
540,Feind::N,тушмон,vihanik
541,Feind::N,тушмон,vastustai
542,Gewalt::N,эриктэман,vägivald
543,Kampf::N,нюръяськон,tora
544,Bogen[Waffe]::N,пукыӵ,taug
545,Pfeil::N,пукыӵ вень,nol
546,Gewehr::N,пыӵал,oružj
547,Fehler::N,янгыш,viga
548,Lüge::N,пӧян,kelastuz
549,Lüge::N,алдан,kelastuz
550,Lüge::N,ӧрекчан,kelastuz
551,Schaden::N,изъян,pahuz'
552,Unglück::N,куректон,bed
553,Unglück::N,куректон,gor'a
554,Unglück::N,шудтэме усён,bed
555,Unglück::N,шудтэме усён,gor'a
556,Schuld::N,янгыш,värhuz'
557,Alter::N,арлыд,igä
558,Schluss::N,пум,lop
559,Zeit::N,дыр,aig
560,Tag::N,нунал,päiv
561,Morgen::N,ӵукна,homendez
562,Mittag::N,лымшор,keskpäiv
563,Abend::N,ӝыт,eht
564,Abend::N,акшан,eht
565,Nacht::N,уй,ö
566,Woche::N,арня,nedal'
567,Monat::N,толэзь,ku
568,Jahr::N,ар,voz'
569,Frühling::N,тулыс,keväz'
570,Sommer::N,гужем,keza
571,Herbst::N,сӥзьыл,sügüz'
572,Winter::N,тол,tal'v
573,Januar::N,выльартолэзь,viluku
574,Februar::N,тулыспал,uhoku
575,März::N,южтолэзь,keväz'ku
576,April::N,оштолэзь,sulaku
577,Mai::N,куартолэзь,semendku
578,Juni::N,вожотолэзь,kezaku
579,Juli::N,пӧсьтолэзь,heinku
580,August::N,гудырикошкон,eloku
581,September::N,куарусён,sügüz'ku
582,Oktober::N,выльӝуктолэзь,reduku
583,November::N,шуркынмон,kül'mku
584,Dezember::N,толсур,tal'vku
585,Montag::N,вордӥськон,ezmärg
586,Dienstag::N,вторник,tožnarg
587,Mittwoch::N,вирнунал,koumanz'päiv
588,Donnerstag::N,покчиарня,nellänz'päiv
589,Freitag::N,удмуртарня,pätnič
590,Freitag::N,удмуртарня,videnz'päiv
591,Samstag::N,кӧснунал,sobat
592,Sonntag::N,арня,pühäpäiv
593,groß::A,бадӟым,sur'
594,groß::A,бадӟым,järed
595,klein::A,пичи,pen'
596,klein::A,пичи,pičuine
597,lang::A,кузь,pit'k
598,kurz::A,вакчи,lühüd
599,breit::A,паськыт,leved
600,schmal::A,сюлэг,kaid
601,dicht::A,ӵем,tihed
602,dick[Gegenstand]::A,зӧк,paks
603,dünn::A,векчи,hoik
604,fein::A,векчи,hen
605,fest::A,юн,luja
606,fest::A,юн,ninev
607,fest::A,чурыт,luja
608,fest::A,чурыт,ninev
609,flach::A,ӵошкыт,lapak
610,glatt::A,гылыт,siled
611,glatt::A,вольыт,siled
612,hart::A,чурыт,kova
613,weich::A,небыт,pehmed
614,rund::A,котырес,kehker
615,spitz::A,йылсо,nügu
616,spitz::A,йылсо,terav
617,scharf::A,лэчыт,terav
618,stumpf::A,ныж,tül'c
619,schwer::A,секыт,jüged
620,schön::A,чебер,čoma
621,heiß::A,пӧсь,räk
622,warm::A,шуныт,läm'
623,kalt::A,кезьыт,vilu
624,kühl::A,юзмыт,raibak
625,kühl::A,юзмыт,viluhk
626,kühl::A,салкым,raibak
627,kühl::A,салкым,viluhk
628,frisch::A,выль,lahed
629,feucht::A,мускыт,neps
630,feucht::A,мускыт,toreh
631,nass::A,котмем,märg
632,trocken::A,кӧс,kuiv
633,voll::A,тыр,täuz'
634,leer::A,буш,joudai
635,leer::A,тырттэм,joudai
636,offen::A,усьтэм,avoin
637,offen::A,усьтэм,avol'jaine
638,geschlossen::A,ӵогам,saubaline
639,geschlossen::A,пунням,saubaline
640,sauber::A,ӝикыт,puhtaz
641,sauber::A,чылкыт,puhtaz
642,schmutzig::A,нӧд,redukaz
643,roh::A,ыль,rohk
644,roh::A,ыль,toreh
645,reif::A,вуэм,küps
646,lecker::A,ческыт,magukaz
647,süß::A,ческыт,maged
648,bitter::A,курыт,karged
649,sauer::A,чырс,muiged
650,hell::A,югыт,kirkas
651,hell::A,югыт,valgei
652,dunkel::A,пеймыт,pimed
653,schwarz::A,сьӧд,must
654,weiß::A,тӧдьы,vauged
655,rot::A,горд,rusked
656,gelb::A,ӵуж,pakuine
657,blau::A,лыз,sinine
658,grün::A,вож,vihand
659,grau::A,пурысь,hahk
660,bunt::A,куӵо,kirjav
661,billig::A,дунтэм,odav
662,teuer::A,дуно,kalliž
663,wertvoll::A,дуно,arvokas
664,blind::A,сукыр,soged
665,blind::A,синтэм,soged
666,taub::A,пельтэм,kurdiž
667,kräftig::A,кужмо,vägev
668,stark::A,юн,vahv
669,stark::A,юн,vägekaz
670,stark::A,кужмо,vahv
671,stark::A,кужмо,vägekaz
672,schwach::A,ляб,väll'
673,schwach::A,начар,väll'
674,fett::A,кӧй,razvakaz
675,schlank::A,веськыт,kapos
676,schlank::A,веськрес,kapos
677,hübsch::A,чебер,čoma
678,hübsch::A,синмаськымон,čoma
679,böse::A,лек,äred
680,böse::A,лек,käred
681,dumm::A,шузи,el'getoi
682,dumm::A,визьтэм,el'getoi
683,faul::A,азьтэм,lašk
684,fleißig::A,сюлмо,radonnavedii
685,geizig::A,сук,ažlak
686,klug::A,визьмо,melev
687,klug::A,визьмо,melekaz
688,geschickt::A,усто,mahtokaz
689,geschickt::A,быгатӥсь,mahtokaz
690,lieb::A,мусо,izo
691,lieb::A,мусо,sula
692,lustig::A,шулдыр,ilokaz
693,sanft::A,мусо,laskav
694,sanft::A,эрке,laskav
695,hungrig::A,сютэм,näl'ghine
696,krank::A,висись,läžui
697,nackt::A,гольык,alastoi
698,traurig::A,мӧзмыт,opalahine
699,lebendig::A,улэп,eläb
700,gut::A,ӟеч,hüvä
701,gut::A,умой,hüvä
702,schlecht::A,урод,huba
703,schlecht::A,алама,huba
704,richtig::A,шонер,oiged
705,schlimm::A,алама,paha
706,wahr::A,зэмос,todesine
707,alt::A,вуж,vanh
708,neu::A,выль,uz'
709,ehemalig::A,азьвылэз,edeline
710,alt[Lebewesen]::A,пересь,ravaz
711,jung::A,егит,nor'
712,jung::A,пинал,nor'
713,arm::A,начар,gol'l'
714,arm::A,куанер,gol'l'
715,reich::A,узыр,elokaz
716,bekannt::A,тодмо,tutab
717,berühmt::A,дано,tetab
718,fremd::A,ят,veraz
719,verschieden::A,пӧртэм,erazvuitte
720,nah::A,матысь,läheline
721,fern::A,кыдёкысь,edahaine
722,linker::A,паллян,hura
723,rechter::A,бур,oiged
724,rechter::A,бурпал,oiged
725,anderer::A,мукет,toine
726,erster::A,нырысетӥез,ezmäine
727,zweiter::A,кыктэтӥез,toine
728,dritter::A,кунньметӥез,koumanz'
729,letzter::A,берло,jäl'gmäine
730,letzter::A,берпум,jäl'gmäine
731,allein::ADV,огназ,üksnäze
732,auf einmal::ADV,огдыре,ühten aigan
733,zusammen::ADV,ӵош,ühtes
734,zusammen::ADV,валче,ühtes
735,lange::ADV,кема,hätken
736,plötzlich::ADV,мапламтэ шорысь,äkkid
737,sofort::ADV,али ик,kerdalaz
738,später::ADV,бергес,möhemba
739,später::ADV,берлогес,möhemba
740,jetzt::ADV,али,nügüd'
741,jetzt::ADV,табере,nügüd'
742,heute::ADV,туннэ,tämbei
743,morgen::ADV,ӵуказе,homen
744,bald::ADV,ӝоген,pigai
745,dann::ADV,берло,sid'
746,gestern::ADV,толон,eglai
747,einst::ADV,огпол,ende
748,einst::ADV,огпол,kerdan
749,einst::ADV,одӥг пол,ende
750,einst::ADV,одӥг пол,kerdan
751,damals::ADV,соку,siloi
752,danach::ADV,собере,sid'
753,vorher::ADV,азьло,ende
754,vorher::ADV,азьвыл,ende
755,zuerst::ADV,азьло,ezmäi
756,einmal::ADV,огпол,kerdan
757,manchmal::ADV,куддыръя,erašti
758,oft::ADV,ӵем,paksus
759,immer::ADV,пыр,kaiken
760,immer::ADV,котьку,kaiken
761,niemals::ADV,уз ноку,ei nikonz
762,hier::ADV,татын,täs
763,hier::ADV,татын,tägä
764,hierhin::ADV,татчы,tänna
765,von hier::ADV,татысь,täspäi
766,von hier::ADV,татысь,sid'päi
767,dort::ADV,отӥ,sigä
768,dort::ADV,отын,sigä
769,dorthin::ADV,отчы,sinna
770,dorthin::ADV,отчы,nakkale
771,geradeaus::ADV,меӵак,kohtha
772,vorwärts::ADV,азьлань,edehe
773,rückwärts::ADV,берлань,sel'gin
774,zurück::ADV,берен,tagaze
775,zurück::ADV,берлань,tagaze
776,unten::ADV,улын,alahan
777,hinab::ADV,улэ,alaz
778,hinab::ADV,улэ,alahaks
779,oben::ADV,вылын,ülähän
780,oben::ADV,вылӥын,ülähän
781,hinauf::ADV,вылэ,ülez
782,hinauf::ADV,вылэ,ülähäks
783,hinauf::ADV,вылӥе,ülez
784,hinauf::ADV,вылӥе,ülähäks
785,hinauf::ADV,выллань,ülez
786,hinauf::ADV,выллань,ülähäks
787,überall::ADV,котькытын,kaikjal
788,überall::ADV,пасьтана,kaikjal
789,nicht::ADV,уз,ei
790,ein wenig::ADV,ичи,vähän
791,ein wenig::ADV,ӧжыт,vähän
792,ein wenig::ADV,огшап,vähän
793,kaum::ADV,муртса,habi
794,sehr::ADV,туж,lujas
795,sehr::ADV,лекос,lujas
796,so::ADV,озьы,muga
797,so::ADV,озьы,ninga
798,so::ADV,тазьы,muga
799,so::ADV,тазьы,ninga
