,Concept_ID,et,te
703,schon::ADV,juba,ఇదివఱకే
704,wieder::ADV,jälle,తిరిగి
705,vergebens::ADV,asjata,నిష్ఫలముగా
706,vor::PRP,ees,ముందు
707,hinter::PRP,taha,వెనుక
708,unter::PRP,all,క్రింద
709,durch::PRP,läbi,ద్వారా
710,durch::PRP,kaudu,ద్వారా
711,neben::PRP,kõrval,దగ్గెర
712,zwischen::PRP,vahel,మధ్య
713,wegen::PRP,tõttu,కారణంగా
714,wegen::PRP,pärast,కారణంగా
715,dies::PRN,see,ఇది
716,das::PRN,see,అది
717,alles::PRN,kõik,సకలము
718,ich::PRN,mina,నేను
719,du::PRN,sina,నీవు
720,er::PRN,tema,అతడు
721,wir::PRN,me,మనము
722,ihr::PRN,te,మీరు
723,sie::PRN,nad,వారు
724,was::FPRN,mis,ఏమి
725,wer::FPRN,kes,ఎవడు
726,wo::FADV,kus,ఎక్కడ
727,wohin::FADV,kuhu,ఎందుకు
728,wie::FADV,kuidas,ఎట్టు
729,warum::FADV,miks,ఏల
730,wieviel::FNUM,mitu,ఎంత
731,wieviel::FNUM,kui palju,ఎంత
732,eins::NUM,üks,ఒకటి
733,zwei::NUM,kaks,రెండు
734,drei::NUM,kolm,మూడు
735,vier::NUM,neli,నాలుగు
736,fünf::NUM,viis,అయిదు
737,sechs::NUM,kuus,ఆఱు
738,sieben::NUM,seitse,ఏరు
739,acht::NUM,kaheksa,ఎనిమదు
740,neun::NUM,üheksa,తొమ్మిది
741,zehn::NUM,kümme,పది
742,elf::NUM,üksteist,పదునొకొండు
743,zwölf::NUM,kaksteist,పండ్రండు
744,zwanzig::NUM,kakskümmend,ఇరుపది
745,dreißig::NUM,kolmkümmend,ముప్పది
746,vierzig::NUM,nelikümmend,నలువది
747,fünfzig::NUM,viiskümmend,ఏబది
748,sechzig::NUM,kuuskümmend,అరుపది
749,siebzig::NUM,seitsekümmend,డెబ్బది
750,achtzig::NUM,kaheksakümmend,ఎనుబది
751,neunzig::NUM,üheksakümmend,తొంబది
752,hundert::NUM,sada,నూఱు
753,tausend::NUM,tuhat,వేయి
754,und::CNJ,ja,మఱియు
755,oder::CNJ,või,లేక
756,stehen::V,seisma,నిలుచు
757,sitzen::V,istuma,కూర్చుండు
758,liegen::V,lamama,పండుకొనుట
759,hängen::V,rippuma,వ్రేలాడదీయు
760,werden::V,saama,అగు
761,werden::V,hakkama,అగు
762,passieren::V,juhtuma,సంభవించు
763,beginnen::V,algama,ఆరంభించు
764,beginnen::V,hakkama,ఆరంభించు
765,enden::V,lõppema,తీరుట
766,wechseln::V,vahelduma,మార్చు
767,aufgehen[Sonne]::V,tõusma,ఉదయించు
768,untergehen[Sonne]::V,loojuma,అస్తమించు
769,scheinen[Sonne]::V,paistma,ప్రకాశించు
770,donnern::V,kõmisema,ఉరుముట
771,wehen::V,puhuma,దురద్పప్టము
772,strömen::V,voolama,పారుట
773,fließen::V,voolama,ప్రవహించు
774,sich drehen::V,pöörduma,తిరుగు
775,schwanken::V,kõikuma,ఆడించుట
776,schwingen::V,võnkuma,ఊగుట
777,fallen::V,langema,పడు
778,brennen::V,põlema,కాలుట
779,rauchen::V,suitsema,పొగసుట
780,regnen::V,sadama,కురిపించుట
781,gefrieren::V,kinni külmuma,గడ్డకట్టు
782,tauen::V,sulama,కరగు
783,schmelzen::V,sulama,కరగు
784,trocknen::V,kuivama,యెండుట
785,sieden::V,keema,ఉడుకు
786,faulen::V,mädanema,క్రుళ్లు
787,verfaulen::V,mädanema,క్షిణించు
788,reißen::V,rebenema,చించు
789,versinken::V,uppuma,మునుగు
790,vergehen::V,mööduma,సంభవించు
791,erscheinen::V,ilmuma,కనబడు
792,verschwinden::V,kaduma,అదృశ్యమగు
793,sinken::V,vajuma,ముణుగుట
794,sinken::V,langema,ముణుగుట
795,abnehmen::V,vähenema,తగ్గు
796,abnehmen::V,kahenema,తగ్గు
797,zunehmen::V,kasvama,పెరుగుట
798,steigen::V,tõusma,లేచు
799,steigen::V,üles minema,లేచు
800,wachsen::V,kasvama,పెరుగు
801,glänzen::V,läikimä,ప్రకాశించు
802,funkeln::V,sädelema,ప్రకాశించు
803,lärmen::V,lärmama,అరుచుట
804,läuten::V,helisema,మేళవించుట
805,klingeln::V,helisema,వాయించుట
806,klirren::V,kõlisema,ఘంటానాదము
807,brausen::V,kohisema,గర్జించు
808,rauschen::V,kohisema,చటచటమనుట
809,klingen::V,kõlama,ధ్వనించుట
810,bellen::V,haukuma,అఱచు
811,heulen::V,uluma,కూయు
812,blasen::V,puhuma,దురద్పప్టము
813,pfeifen::V,vilistama,ఈలవేయు
814,schreien::V,karjuma,అఱచు
815,stöhnen::V,oigama,మూలుగు
816,zittern::V,värisema,వణకు
817,leben::V,elama,జీవించుట
818,leben::V,elus olema,జీవించుట
819,geboren werden::V,sündima,పుట్టుట
820,atmen::V,hingama,ఉపిరి తీయు
821,trinken::V,jooma,త్రాగు
822,essen::V,sööma,తిను
823,schlucken::V,neelama,మ్రింగు
824,müde werden::V,väsima,అలయు
825,einschlafen::V,uinuma,నిద్రించు
826,schlafen::V,magama,నిద్రురించు
827,aufwachen::V,ärkama,మేలుకొను
828,aufstehen::V,ärkama,లేచు
829,aufstehen::V,üles tõusma,లేచు
830,sich erholen::V,puhkama,నడ్డి వాల్చు
831,krank werden::V,haigestuma,జబ్బుపడు
832,krank werden::V,haigeks jääma,జబ్బుపడు
833,krank sein::V,haige olema,జబ్బు చేయు
834,schmerzen::V,valutama,నొచ్చుట
835,husten::V,köhima,దగ్గుట
836,genesen::V,toibuma,కుదురుట
837,sterben::V,surema,మరణించు
838,umkommen::V,surma saama,నశించు
839,sich bewegen::V,liikuma,కదలు
840,sich rühren::V,liikuma,కదలు
841,sich erheben::V,kerkima,లేచు
842,sich setzen::V,istet võtma,కూర్చుణ్డు
843,hinfallen::V,kukkuma,దొర్లు
844,hinfallen::V,maha kukkuma,దొర్లు
845,laufen::V,kõndima,నడచు
846,schreiten::V,astuma,అడుగుపెట్టుట
847,spazierengehen::V,jalutama,పచారు చేయు
848,eilen::V,ruttama,తొందరపడు
849,eilen::V,kiirustama,తొందరపడు
850,sich beeilen::V,ruttama,త్వరపెట్టు
851,sich beeilen::V,kiirustama,త్వరపెట్టు
852,sausen::V,kihutama,విసరికొట్టు
853,sausen::V,tormama,విసరికొట్టు
854,rennen::V,jooksma,పరుగెత్తు
855,rennen::V,kihutama,పరుగెత్తు
856,springen::V,hüppama,దుముకు
857,klettern::V,ronima,ఎక్కు
858,schaukeln::V,kiikuma,ఉయ్యాల ఊగు 
859,kriechen::V,roomama,ప్రాకు
860,schwimmen::V,ujuma,ఈదు
861,tauchen::V,sukelduma,మునుగు
862,rudern::V,sõudma,తెడ్లతోఁగడపు
863,fahren::V,sõitma,నడపు
864,fliegen::V,lendama,ఎగురు
865,gehen::V,käima,పోవు
866,gehen::V,minema,పోవు
867,weggehen::V,ära minema,బయలుదేరు
868,weggehen::V,välja minema,బయలుదేరు
869,abfahren::V,väljuma,విడిచిపోవు
870,abfahren::V,ära sõitma,విడిచిపోవు
871,anhalten::V,peatuma,నిలుపు
872,hineingehen::V,sisenema,ప్రవేశించు
873,hineingehen::V,sisse minema,ప్రవేశించు
874,eintreten::V,sisenema,ప్రవేశించు
875,eintreten::V,sisse astuma,ప్రవేశించు
876,kommen::V,tulema,వచ్చు
877,ankommen::V,saabuma,వచ్చి చేరు
878,zurückkommen::V,tagasi tulema,తిరిగీవచ్చుట
879,bleiben::V,jääma,ఉండు
880,warten::V,ootama,కనిపెట్టు
881,erwarten::V,ootama,నిరిక్షించు
882,erwarten::V,lootma,నిరిక్షించు
883,suchen::V,otsima,వెదకు
884,finden::V,leidma,కనుగొను
885,versuchen::V,püüdma,ప్రయత్నించు
886,versuchen::V,üritama,ప్రయత్నించు
887,versuchen::V,katsetama,ప్రయత్నించు
888,vorbereiten::V,valmistama,తయారుచేయు
889,lieben::V,armastama,ప్రేమించు
890,mögen::V,sallima,ఇష్టపడు
891,mögen::V,meeldima,ఇష్టపడు
892,lachen::V,naerma,నవ్వు
893,rühren::V,liigutama,గుండె తాకు
894,rühren::V,heldima panema,గుండె తాకు
895,weinen::V,nutma,వీడ్చు
896,schimpfen::V,sõimama,గొణుగు
897,sich ärgern::V,ärrituma,అలుగు
898,sich ärgern::V,vihastuma,అలుగు
899,sich fürchten::V,kartma,భయపడు
900,sich fürchten::V,hirmu tundma,భయపడు
901,fürchten::V,kartma,భయపడు
902,fliehen::V,põgenema,పాఱిపోపు
903,flüchten::V,põgenema,తప్పించుకొను
904,sehen::V,nägema,చూచు
905,anschauen::V,vaatama,చూచు
906,ansehen::V,vaatama,కాచియుండు
907,hören::V,kuulma,విను
908,zuhören::V,kuulama,విను
909,probieren::V,proovima,చవిచూచుట
910,riechen::V,nuusutama,వాసనచూచు
911,fühlen::V,tundma,స్పర్శించుట
912,scheinen::V,näida,కనబడు
913,scheinen::V,ilmuda,కనబడు
914,zu sehen sein::V,ilmuma,చూవు
915,vernehmen::V,üle kuulama,విను
916,frieren::V,külmetada,చలికి వడకు
917,tun::V,tegema,చేయు
918,können::V,võima,గల
919,können::V,oskama,గల
920,wollen::V,tahtma,కోరు
921,anfangen::V,hakkama,ఆరంభించు
922,anfangen::V,alustama,ఆరంభించు
923,beenden::V,lõpetama,ముగించు
924,aufhören::V,lakkama,నిలుపు
925,gelingen::V,õnnestuma,గెలుపాందు
926,geraten::V,jõudma,వెలువడు
927,öffnen::V,avama,తెఱచు
928,schließen::V,sulgema,మూయు
929,stellen::V,panema,ఉంచు
930,stellen::V,asetama,ఉంచు
931,setzen::V,panema,ఉంచు
932,legen::V,panema,పెట్టు
933,legen::V,asetama,పెట్టు
934,berühren::V,riivama,తాకు
935,berühren::V,puudutama,తాకు
936,verbinden::V,ühendama,చేర్చుట
937,bedecken::V,katma,మూయు
938,aufhängen::V,riputama,వ్రేలాడదీయు
939,anzünden::V,süütama,వెలిగించు
940,aufheben::V,üles tõstma,సేకరించు
941,zurücklassen::V,jätma,విడుచు
942,verlieren::V,kaotama,పోగొట్టుకొను
943,fallen lassen::V,maha pillama,జాఱవిడుచు
944,fallen lassen::V,kukkuda laskma,జాఱవిడుచు
945,machen::V,tegema,చేయు
946,herstellen::V,valmistama,ఉత్పత్తిచేయు
947,bauen::V,ehitama,నిర్మించు
948,reparieren::V,parandama,సరిచేయు
949,verbessern::V,parandama,వృద్ధి చేయు
950,ändern::V,muutma,మార్చు
951,ändern::V,ümber tegema,మార్చు
952,graben::V,kaevama,త్రవ్వు
953,beugen::V,painutama,వంచు
954,biegen::V,painutama,వంచు
955,drehen::V,keerama,నూలువడుకు
956,wenden::V,ümber pöörama,త్రిప్పు
957,umdrehen::V,ümber keerama,త్రిప్పు
958,heben::V,tõstma,ఎత్తు
959,hochheben::V,üles tõstma,ఎత్తు
960,hochheben::V,kõrgele tõstma,ఎత్తు
961,ergreifen::V,haarama,వశపఱచుకొను
962,halten::V,hoidma,ఉంచు
963,drücken::V,pigistama,అణచు
964,schieben::V,lükkama,నొక్కు
965,kratzen::V,kraapima,గోకు
966,lecken::V,lakkuma,నాకు
967,beißen::V,purema,కఱచు
968,beißen::V,hammustama,కఱచు
969,abreißen::V,rebima,తెగతెంచు
970,abreißen::V,ära rebima,తెగతెంచు
971,abschneiden::V,ära lõikama,తెగకొట్టు
972,binden::V,siduma,కట్టు
973,stecken::V,pistma,తగులుకొనివుండుట
974,brechen::V,murdma,పగులగొట్టు
975,klopfen::V,koputama,కొట్టు
976,hauen::V,lööma,కొట్టు
977,kleben::V,kleepima,అంటుకొను
978,reiben::V,hõõruma,రాచు
979,streichen::V,silitama,వ్యాపింపజేయు
980,schleifen::V,lihvima,రాచు
981,schleifen::V,teritama,రాచు
982,schneiden::V,lõikama,కోయు
983,rütteln::V,raputama,కుదిలించుట
984,schütteln::V,raputama,కదల్చు
985,schütteln::V,loksutama,కదల్చు
986,schwenken::V,vehkima,ఊచుట
987,schwenken::V,lehvitama,ఊచుట
988,schütten::V,kallama,పోయు
989,füllen::V,täitma,నింపు
990,einwickeln::V,sisse mähkima,చుట్టు
991,tragen::V,kandma,మోయు
992,schleppen::V,tassima,ఈడ్చు
993,schleppen::V,lohistama,ఈడ్చు
994,ziehen::V,vedama,ఈడ్చు
995,ziehen::V,tõmbama,ఈడ్చు
996,aufbewahren::V,säilitama,కాపాడు
997,aufbewahren::V,alal hoidma,కాపాడు
998,werfen::V,viskama,విసరు
999,fangen::V,püüdma,పట్టుకొను
1000,packen::V,kinni haarama,పట్టుకొను
1001,packen::V,kinni võtma,పట్టుకొను
1002,verstecken::V,peitma,దాచు
1003,teilen::V,jagama,భాగించు
1004,teilen::V,jaotama,భాగించు
1005,schicken::V,saatma,పంపు
1006,bringen::V,viima,తెచ్చు
1007,hinzufügen::V,lisama,చేర్చు
1008,bekommen::V,saama,సంపాదించు
1009,erhalten::V,saama,పుచ్చుకొను
1010,nehmen::V,võtma,తీసికొను
1011,wählen::V,valima,ఇష్టపడు
1012,auswählen::V,valima,ఏరుకొను
1013,bewahren::V,hoidma,భద్రపఱుచు
1014,behindern::V,takistama,అడ్డగించుట
1015,verderben::V,rikkuma,చెఱచు
1016,beschädigen::V,rikkuma,చెరుపుట
1017,zerbrechen::V,katki tegema,పగులగొట్టు
1018,zerreißen::V,katki rebima,చించు
1019,zerstören::V,purustama,వాశనము చేయు
1020,verbrennen::V,põletama,కాల్చు
1021,geben::V,andma,ఇచ్చు
1022,reichen::V,andma,అందుకొనుట
1023,reichen::V,ulatama,అందుకొనుట
1024,schenken::V,kinkima,అర్పించు
1025,versprechen::V,lubama,వాగ్దత్తము చేయు
1026,versprechen::V,tõotama,వాగ్దత్తము చేయు
1027,wünschen::V,soovima,కోరు
1028,loben::V,kiitma,స్తుతించు
1029,küssen::V,suudlema,ముద్దుపెట్టుకొను
1030,wiegen::V,hällitama,ఊచుట
1031,zudecken::V,kaanetama,మూయు
1032,zudecken::V,kinni katma,మూయు
1033,wecken::V,äratama,నిద్రపలేపుట
1034,zeigen::V,näitama,చూవు
1035,führen::V,juhatama,దారిచూపు
1036,lehren::V,õpetama,బోధించు
1037,unterrichten::V,õpetama,నేర్పు
1038,aufziehen::V,üles kasvatama,పెంచు
1039,leiten::V,juhtima,తీసుకపోవుట
1040,antreiben::V,ergutama,ప్రేరేపించు
1041,lassen::V,laskma,అనుమతించు
1042,einladen::V,kutsuma,ఆహ్వానించు
1043,vereinigen::V,ühendama,కూడుట
1044,besuchen::V,külastama,పోయి చూచు
1045,treffen::V,kohtama,కలియు
1046,sich versammeln::V,kogunema,కూర్చు
1047,spielen::V,mängima,ఆట లాడు
1048,singen::V,laulma,పాడు
1049,tanzen::V,tantsima,నృత్యముచేయు
1050,sich trennen::V,lahku minema,ఎడబాయుట
1051,verlassen::V,maha jätma,విడుచు
1052,retten::V,päästma,తప్పించుట
1053,bewachen::V,valvama,కాపాడు
1054,schützen::V,kaitsma,రక్షించు
1055,verteidigen::V,kaitsma,రక్షించు
1056,sich schlagen::V,kaklema,జగడమాడు
1057,schießen::V,tulistama,కాల్చు
1058,siegen::V,võitma,గెలుచు
1059,ärgern::V,ärritama,పీడించుట
1060,ärgern::V,vihastama,పీడించుట
1061,schlagen::V,lööma,కొట్టు
1062,treten::V,sõtkuma,తన్ను
1063,stechen::V,pistma,కుట్టు
1064,stechen::V,torkama,కుట్టు
1065,stoßen::V,tõukama,గెంటు
1066,stehlen::V,varastama,దొంగిలించు
1067,stören::V,segama,కలతపఱచు
1068,stören::V,häirima,కలతపఱచు
1069,belästigen::V,ahistama,పీడించు
1070,verbergen::V,peitma,దాచు
1071,verbergen::V,varjama,దాచు
1072,täuschen::V,petma,మోసము చేయు
1073,täuschen::V,tüssama,మోసము చేయు
1074,betrügen::V,petma,మోసపుచ్చు
1075,betrügen::V,tüssama,మోసపుచ్చు
1076,betrügen::V,truudust murtma,మోసపుచ్చు
1077,töten::V,tapma,చంపు
1078,töten::V,surmama,చంపు
1079,wohnen::V,elama,నివసించు
1080,arbeiten::V,töötama,పనిచేయు
1081,sammeln::V,koguma,ప్రోగుచేయు
1082,sammeln::V,korjama,ప్రోగుచేయు
1083,pflücken::V,noppima,యేరుట
1084,jagen::V,jahtima,వేటాడు
1085,fischen::V,kalastama,వెదకు
1086,fischen::V,kala püüdma,వెదకు
1087,fassen::V,püüdma,పట్టుకొమ
1088,hüten::V,karjatama,మందచేరుట
1089,treiben::V,ajama,నడపు
1090,anbinden::V,kinni siduma,కట్టు
1091,füttern::V,söötma,భోజనము పెట్టు
1092,melken::V,lüpsma,పాలు పితుకు
1093,hacken::V,raiuma,నఱకు
1094,hacken::V,lõhkuma,నఱకు
1095,gießen::V,kastma,నీళ్ళుకట్టుట
1096,reifen::V,valmima,పండుట
1097,zubereiten::V,valmistama,వండు
1098,kochen::V,keetma,వండు
1099,backen::V,küpsetama,రొట్టెకాల్చు
1100,braten::V,praadima,వేపు
1101,umrühren::V,segama,కదులుట
1102,stricken::V,kuduma,అల్లు
1103,nähen::V,õmblema,కుట్టు
1104,färben::V,värvima,రంగు వేయు
1105,reinigen::V,puhastama,శుభ్రము చేయు
1106,waschen::V,pesema,కడుగు
1107,abwischen::V,puhtaks pühkima,తుడుచు
1108,spülen::V,uhtma,నీటిలో జడించు
1109,fegen::V,pühkima,ఊడ్చు
1110,kehren::V,pühkima,ఊడ్చు
1111,baden::V,suplema,స్నానము చేయు
1112,baden::V,kümblema,స్నానము చేయు
1113,sich waschen::V,end pesema,కడుగు
1114,ausziehen::V,käest võtma,విప్పు
1115,ausziehen::V,jalast võtma,విప్పు
1116,ausziehen::V,seljast võtma,విప్పు
1117,anziehen::V,jalga panema,ధరించు
1118,sich anziehen::V,riietuma,బట్టలు వేసుకొను
1119,sich anziehen::V,riietuma,తొడుగుకొను
1120,kämmen::V,kammima,దువ్వుట
1121,schmücken::V,kaunistama,అలంకరించు
1122,sagen::V,ütlema,చెప్పు
1123,sprechen::V,rääkima,చెప్పు
1124,sprechen::V,kõnelema,చెప్పు
1125,reden::V,kõnelema,మాటలాడు
1126,sich unterhalten::V,vestlema,ముచ్చటలాడు
1127,fragen::V,küsima,ప్రశ్నించు
1128,bitten::V,paluma,కోరు
1129,erzählen::V,jutustama,చెప్పు
1130,mitteilen::V,teatama,తెలియజేయు
1131,mitteilen::V,teada andma,తెలియజేయు
1132,nennen::V,nimetama,పేరు వెట్టు
1133,rufen::V,kutsuma,పిలుచు
1134,prahlen::V,hooplema,జల్లి
1135,übersetzen::V,tõlkima,తర్జుమాచేయు
1136,denken::V,mõtlema,ఆలోచించు
1137,glauben::V,uskuma,నమ్ము
1138,bemerken::V,märkama,గుర్తించు
1139,erkennen::V,ära tundma,గుర్తించు
1140,begreifen::V,aru saama,గ్రహించు
1141,verstehen::V,mõistma,గ్రహించు
1142,lernen::V,õppima,నేర్చు కొను
1143,wissen::V,teadma,తెలిసికొను
1144,sich erinnern an::V,mäletama,జ్ఞాపకముంచుకొను
1145,vergessen::V,unustama,మఱచిపోవు
1146,messen::V,mõõtma,కొలుచుట
1147,zählen::V,loendama,లెక్కపెట్టు
1148,rechnen::V,arvutama,లెక్కపెట్టు
1149,lesen::V,lugema,చదువు
1150,malen::V,maalima,పూనుట
1151,zeichnen::V,joonistama,వ్రాసుట
1152,schreiben::V,kirjutama,వ్రాయు
1153,besitzen::V,omama,కలిగియుండు
1154,kaufen::V,ostma,కొను
1155,verkaufen::V,müüma,అమ్ము
1156,bezahlen::V,tasuma,చెల్లించు
1157,zahlen::V,maksma,చెల్లించు
1158,beherrschen::V,valitsema,ఏలు
1159,ertragen::V,taluma,భరించు
