,Concept_ID,eu,bg
113,Strömung::N,laster,течение
114,Tropfen::N,xorta,капка
115,Schaum::N,bits,пяна
116,Schmutz::N,lohi,кал
117,Schmutz::N,lohi,мръсотия
118,Schmutz::N,zikin,кал
119,Schmutz::N,zikin,мръсотия
120,See::N,laku,езеро
121,See::N,aintzira,езеро
122,Sumpf::N,zingira,блато
123,Moor::N,zohikaztegi,мочурище
124,Wiese::N,larre,ливада
125,Wiese::N,belardi,ливада
126,Wald::N,baso,гора
127,Wald::N,oihan,гора
128,Hügel::N,muino,рид
129,Hügel::N,muino,хълм
130,Hügel::N,pentoka,рид
131,Hügel::N,pentoka,хълм
132,Anhöhe::N,garai,могила
133,Anhöhe::N,garai,възвишение
134,Anhöhe::N,goragune,могила
135,Anhöhe::N,goragune,възвишение
136,Berg::N,mendi,планина
137,Gipfel::N,gain,връх
138,Gipfel::N,tontor,връх
139,Höhle::N,kobazulo,пещера
140,Abhang::N,aldapa,склон
141,Abhang::N,aldapa,стръмнина
142,Quelle::N,iturri,извор
143,Quelle::N,iturbegi,извор
144,Bach::N,lats,поток
145,Bach::N,erreka,поток
146,Fluss::N,ibai,река
147,Fluss::N,uhaitz,река
148,Ufer::N,bazter,бряг
149,Küste::N,itsasalde,бряг
150,Küste::N,itsasalde,крайбрежие
151,Festland::N,lehor,суша
152,Meer::N,itsaso,море
153,Bucht::N,golko,залив
154,Insel::N,irla,остров
155,Insel::N,uharte,остров
156,Blume::N,lili,цвете
157,Gras::N,belar,трева
158,Wurzel::N,zuztar,корен
159,Wurzel::N,sustrai,корен
160,Baum::N,zuhaitz,дърво
161,Stamm::N,enbor,стъбло
162,Rinde::N,azal,кора
163,Ast::N,adar,клон
164,Zweig::N,abar,клон
165,Blatt::N,hosto,лист
166,Birke::N,urki,бреза
167,Kiefer[Baum]::N,ler,бор
168,Weide[Baum]::N,zume,върба
169,Weide[Baum]::N,sahats,върба
170,Tanne::N,izei,ела
171,Horn::N,adar,рог
172,Feder::N,luma,перо
173,Feder::N,hegaki,перо
174,Fell::N,ile,кожа
175,Fell::N,larru,кожа
176,Flügel::N,hego,крило
177,Klaue::N,atzapar,нокът
178,Kralle::N,erpe,нокът
179,Kralle::N,atzapar,нокът
180,Schwanz::N,isats,опашка
181,Schwanz::N,buztan,опашка
182,Ei::N,arrautza,яйце
183,Nest::N,habia,гнездо
184,Bau::N,ohantze,дупка
185,Tier::N,abere,животно
186,Tier::N,piztia,животно
187,Herde::N,saldo,стадо
188,Herde::N,abere talde,стадо
189,Kuh::N,behi,крава
190,Bulle::N,zezen,бик
191,Pferd::N,zaldi,кон
192,Schaf::N,ardi,овца
193,Schwein::N,urde,свиня
194,Schwein::N,txerri,свиня
195,Hund::N,txakur,куче
196,Katze::N,katu,котка
197,Bär::N,hartz,мечка
198,Eichhörnchen::N,urtxintxa,катерица
199,Elch::N,altze,лос
200,Fuchs::N,azeri,лисица
201,Hase::N,erbi,заек
202,Maus::N,sagu,мишка
203,Wolf::N,otso,вълк
204,Vogel::N,txori,птица
205,Vogel::N,hegazti,птица
206,Schwarm::N,aldra,рой
207,Schwarm::N,aldra,рояк
208,Huhn::N,oilo,кокошка
209,Hahn::N,oilar,петел
210,Gans::N,antzara,гъска
211,Adler::N,arrano,орел
212,Ente::N,ahate,патица
213,Eule::N,hontza,сова
214,Kranich::N,kurrilo,жерав
215,Krähe::N,bele,врана
216,Kuckuck::N,kuku,кукувица
217,Schwan::N,beltxarga,лебед
218,Fisch::N,arrain,риба
219,Barsch::N,perka,костур
220,Hecht::N,lutxo,щука
221,Schlange[Tier]::N,suge,змия
222,Wurm::N,har,червей
223,Spinne::N,armiarma,паяк
224,Ameise::N,inurri,мравка
225,Laus::N,zorri,въшка
226,Mücke::N,eltxo,комар
227,Fliege::N,euli,муха
228,Schmetterling::N,pinpirin,пеперуда
229,Schmetterling::N,tximeleta,пеперуда
230,Beere::N,baia,плод
231,Apfel::N,sagar,ябълка
232,Pilz::N,onddo,гъба
233,Pilz::N,perretxiko,гъба
234,Zwiebel::N,tipula,лук
235,Zwiebel::N,tipula,кромид
236,Saat::N,haziak,семе
237,Korn::N,ale,зърно
238,Korn::N,pikor,зърно
239,Heu::N,belar ondu,сено
240,Schale::N,azal,кора
241,Grube::N,hobi,яма
242,Grube::N,hobi,дупка
243,Falle::N,harrapagailu,примка
244,Schlinge::N,bilur,клуп
245,Schlinge::N,xedera,клуп
246,Spur::N,lorratz,диря
247,Spur::N,lorratz,следа
248,Asche::N,errauts,пепел
249,Dreck::N,satsukeria,кал
250,Eisen::N,burdina,желязо
251,Gold::N,urre,злато
252,Gold::N,urregorri,злато
253,Silber::N,zilar,сребро
254,Silber::N,urrezuri,сребро
255,Kohle::N,ikatz,въглища
256,Glas::N,beira,стъкло
257,Lehm::N,buztin,глина
258,Sand::N,harea,пясък
259,Sand::N,hondar,пясък
260,Mensch::N,gizaki,човек
261,Mann::N,gizon,мъж
262,Frau::N,andere,жена
263,Frau::N,emakume,жена
264,Kind::N,haur,дете
265,Junge::N,mutil,момче
266,Mädchen::N,neska,момиче
267,Familie::N,sendi,фамилия
268,Familie::N,sendi,семейство
269,Familie::N,familia,фамилия
270,Familie::N,familia,семейство
271,Großvater::N,aitona,дядо
272,Großvater::N,aitatxi,дядо
273,Großmutter::N,amona,баба
274,Großmutter::N,amatxi,баба
275,Eltern::N,gurasoak,родители
276,Vater::N,aita,баща
277,Mutter::N,ama,майка
278,Sohn::N,seme,син
279,Tochter::N,alaba,дъщеря
280,Bruder::N,neba,брат
281,Bruder::N,anaia,брат
282,Schwester::N,ahizpa,сестра
283,Onkel::N,osaba,чичо
284,Onkel::N,osaba,вуйчо
285,Tante::N,izeba,леля
286,Ehemann::N,senar,съпруг
287,Ehefrau::N,emazte,съпруга
288,Freude::N,poz,радост
289,Freude::N,pozkari,радост
290,Gelächter::N,barre,смях
291,Gelächter::N,karkara,смях
292,Glück::N,zori,щастие
293,Kummer::N,xangrin,тъга
294,Kummer::N,atsekabe,тъга
295,Wunsch::N,nahi,желание
296,Wunsch::N,nahikunde,желание
297,Lust::N,gogo,желание
298,Geist::N,gogo,дух
299,Gedanke::N,gogoeta,мисъл
300,Gedächtnis::N,oroimen,памет
301,Gedächtnis::N,gogoramen,памет
302,Verstand::N,adimen,ум
303,Verstand::N,adimen,разум
304,Verstand::N,ulermen,ум
305,Verstand::N,ulermen,разум
306,Sinn::N,zentzu,смисъл
307,Grund::N,zergati,причина
308,Wahrheit::N,egia,правда
309,Gespräch::N,hizketa,разговор
310,Gespräch::N,elkarrizketa,разговор
311,Märchen::N,ipuin,приказка
312,Erzählung::N,edesti,разказ
313,Erzählung::N,kontakizun,разказ
314,Nachricht::N,albiste,вест
315,Nachricht::N,albiste,известие
316,Neuigkeit::N,berri,новина
317,Name::N,izen,име
318,Rätsel::N,asmakizun,гатанка
319,Rede::N,hitzaldi,реч
320,Rede::N,hitzaldi,слово
321,Rede::N,mintzaldi,реч
322,Rede::N,mintzaldi,слово
323,Sprache::N,hizkuntza,език
324,Stimme::N,ahots,глас
325,Wort::N,hitz,дума
326,Zeichen::N,agerbide,знак
327,Zeichen::N,agergarri,знак
328,Ruf::N,dei,зов
329,Lärm::N,zarata,шум
330,Lärm::N,zarata,глъчка
331,Lärm::N,harrabots,шум
332,Lärm::N,harrabots,глъчка
333,Laut::N,hots,звук
334,Ton::N,tonu,тон
335,Ton::N,soinu,тон
336,Lied::N,abesti,песен
337,Ruhe::N,nasaitasun,тишина
338,Ruhe::N,nasaitasun,спокойствие
339,Leute::N,jende,хора
340,Volk::N,herri,народ
341,Volk::N,populu,народ
342,Arbeit::N,lan,труд
343,Arbeit::N,lan,работа
344,Gast::N,arrotz,гост
345,Gast::N,apopilo,гост
346,Geschenk::N,opari,дар
347,Geschenk::N,opari,подарък
348,Spiel::N,jolas,игра
349,Gesellschaft::N,gizarte,общество
350,Hilfe::N,helpide,помощ
351,Hilfe::N,laguntza,помощ
352,Freund::N,lagun,приятел
353,Kamerad::N,adiskide,другар
354,Kamerad::N,lagunkide,другар
355,Angelegenheit::N,afera,работа
356,Anzahl::N,kopuru,брой
357,Anzahl::N,kopuru,количество
358,Art::N,mota,вид
359,Stück::N,puska,къс
360,Stück::N,puska,парче
361,Teil::N,atal,дял
362,Teil::N,atal,част
363,Hälfte::N,erdi,половина
364,Kreis::N,biribilki,кръг
365,Kreuz::N,gurutze,кръст
366,Linie::N,linea,черта
367,Strich::N,marra,щрих
368,Strich::N,marra,черта
369,Abstand::N,tarte,дистанция
370,Abstand::N,tarte,разстояние
371,Entfernung::N,urrunera,разстояние
372,Gegend::N,alderdi,местност
373,Gegend::N,eskualde,местност
374,Platz::N,leku,място
375,Ort::N,toki,място
376,Seite::N,albo,страна
377,Mitte::N,erdi,среда
378,Gegenstand::N,gauzaki,предмет
379,Sache::N,gauza,вещ
380,Rand::N,ertz,ръб
381,Kante::N,ertz,ръб
382,Kante::N,ertz,кант
383,Ecke::N,kantoi,ъгъл
384,Spitze::N,punta,връх
385,Spitze::N,punta,острие
386,Ende::N,buru,край
387,Ende::N,mutur,край
388,Loch::N,zulo,дупка
389,Winkel::N,zoko,кът
390,Winkel::N,zoko,ъгъл
391,Winkel::N,bazter,кът
392,Winkel::N,bazter,ъгъл
393,Muster::N,eredu,десен
394,Muster::N,eredu,образец
395,Muster::N,marrazki,десен
396,Muster::N,marrazki,образец
397,Größe::N,kaizu,големина
398,Größe::N,tamaina,големина
399,Länge::N,luzera,дължина
400,Höhe::N,goiera,висота
401,Höhe::N,goiera,височина
402,Höhe::N,garaiera,висота
403,Höhe::N,garaiera,височина
404,Gewicht::N,hazta,тегло
405,Gewicht::N,hazta,тежест
406,Menge::N,kopuru,количество
407,Haufen::N,pila,куп
408,Haufen::N,pila,грамада
409,Haufen::N,mendoi,куп
410,Haufen::N,mendoi,грамада
411,Reihe::N,ilara,ред
412,Reihe::N,ilara,редица
413,Reihe::N,errenkada,ред
414,Reihe::N,errenkada,редица
415,Boot::N,potin,лодка
416,Boot::N,txalupa,лодка
417,Ruder::N,arraun,весло
418,Ruder::N,arraun,гребло
419,Schlitten::N,lera,шейна
420,Schlitten::N,narra,шейна
421,Ski::N,eski,ски
422,Lagerfeuer::N,su,огнище
423,Last::N,zama,товар
424,Last::N,karga,товар
425,Gang::N,ibilera,ход
426,Gang::N,ibilera,вървеж
427,Schritt::N,pauso,стъпка
428,Schritt::N,urrats,стъпка
429,Norden::N,ipar,север
430,Norden::N,iparralde,север
431,Süden::N,hego,юг
432,Süden::N,hegoalde,юг
433,Westen::N,sartalde,запад
434,Westen::N,mendebalde,запад
435,Osten::N,ekialde,изток
436,Osten::N,sortalde,изток
437,Holz::N,zur,дърво
438,Brett::N,ohol,дъска
439,Platte::N,lauza,
440,Stütze::N,irozgarri,
441,Stütze::N,bermagailu,
442,Stange::N,haga,прът
443,Stange::N,haga,върлина
444,Stock::N,makila,прът
445,Stock::N,makila,тояга
446,Stab::N,makila,прът
447,Rohr::N,hodi,цев
448,Rohr::N,hodi,тръба
449,Haus::N,etxe,къща
450,Heim::N,etxe,дом
451,Heim::N,etxaleku,дом
452,Ofen::N,berogailu,печка
453,Fußboden::N,zoru,под
454,Tisch::N,mahai,маса
455,Stuhl::N,aulki,стол
456,Wiege::N,kuma,люлка
457,Wiege::N,sehaska,люлка
458,Bett::N,ohe,легло
459,Bett::N,ohe,креват
460,Bett::N,ohatze,легло
461,Bett::N,ohatze,креват
462,Regal::N,apalategi,рафт
463,Regal::N,apalategi,етажерка
464,Kiste::N,kutxa,кутия
465,Kiste::N,kutxa,сандък
466,Fenster::N,leiho,прозорец
467,Tür::N,ate,врата
468,Tor::N,atari,врата
469,Zaun::N,hesi,ограда
470,Dach::N,teilatu,покрив
471,Leiter::N,zurubi,стълба
472,Besen::N,erratz,метла
473,Spaten::N,burdinpala,лопата
474,Schaufel::N,pala,лопата
475,Gabel::N,sardexka,вилица
476,Löffel::N,koilara,лъжица
477,Messer::N,aizto,нож
478,Nagel::N,iltze,гвоздей
479,Netz::N,sare,мрежа
480,Haken::N,mako,кука
481,Haken::N,mako,закачалка
482,Griff::N,eskutoki,ръчка
483,Griff::N,eskutoki,дръжка
484,Schloss::N,sarraila,брава
485,Schloss::N,sarraila,ключалка
486,Bild::N,irudi,картина
487,Figur::N,figura,фигура
488,Puppe::N,panpina,кукла
489,Puppe::N,andrakila,кукла
490,Beutel::N,zorro,кесия
491,Bündel::N,azao,връзка
492,Bündel::N,espal,връзка
493,Tasche::N,poltsa,чанта
494,Eimer::N,treska,кофа
495,Deckel::N,tapa,капак
496,Deckel::N,tapa,похлупак
497,Deckel::N,estalki,капак
498,Deckel::N,estalki,похлупак
499,Geschirr::N,baxera,съдове
500,Geschirr::N,ontziteria,съдове
501,Sack::N,zaku,чувал
502,Tasse::N,kikara,чаша
503,Topf::N,ontzi,гърне
504,Topf::N,ontzi,тенджера
505,Topf::N,lapiko,гърне
506,Topf::N,lapiko,тенджера
507,Kessel::N,pazia,котел
508,Essen::N,janaldi,ядене
509,Nahrung::N,jan,храна
510,Speise::N,jaki,ястие
511,Fleisch::N,okela,месо
512,Fleisch::N,haragi,месо
513,Getreide::N,labore,зърнено храни
514,Brei::N,ahi,каша
515,Brei::N,pure,каша
516,Brot::N,ogi,хляб
517,Scheibe::N,xerra,резен
518,Scheibe::N,pirripita,резен
519,Fett::N,urin,мазнина
520,Fett::N,koipe,мазнина
521,Butter::N,gurin,масло
522,Öl::N,olio,олио
523,Öl::N,olio,оливия
524,Salz::N,gatz,сол
525,Suppe::N,zopa,супа
526,Suppe::N,salda,супа
527,Honig::N,ezti,мед
528,Milch::N,esne,мляко
529,Tee::N,te,чай
530,Leder::N,larru,кожа
531,Wolle::N,artile,вълна
532,Stoff::N,ehun,плат
533,Stoff::N,ehun,материал
534,Nadel::N,orratz,игла
535,Nadel::N,jostorratz,игла
536,Faden::N,hari,конец
537,Knopf::N,botoi,копче
538,Knoten::N,korapilo,възел
539,Farbe::N,pintura,боя
540,Kleidung::N,arropa,дрехи
541,Kleidung::N,arropa,облекло
542,Kleidung::N,jantziak,дрехи
543,Kleidung::N,jantziak,облекло
544,Hemd::N,atorra,риза
545,Hemd::N,alkandora,риза
546,Kragen::N,idun,яка
547,Ärmel::N,mahuka,ръкав
548,Hose::N,prakak,панталони
549,Hose::N,galtzak,панталони
550,Gürtel::N,gerriko,пояс
551,Gürtel::N,gerriko,колан
552,Mütze::N,txano,каскет
553,Mütze::N,txano,фуражка
554,Mütze::N,txapel,каскет
555,Mütze::N,txapel,фуражка
556,Schuh::N,oski,обувка
557,Schuh::N,oinetako,обувка
558,Stiefel::N,bota,ботуш
559,Ring::N,uztai,пръстен
560,Band::N,zinta,лента
561,Band::N,zinta,връзка
562,Band::N,xingola,лента
563,Band::N,xingola,връзка
564,Kamm::N,orrazi,гребен
565,Spiegel::N,mirail,огледало
566,Riemen::N,uhal,каиш
567,Riemen::N,uhal,ремък
568,Schnur::N,lokailu,връв
569,Leine::N,lotura,връв
570,Leine::N,lotura,въже
571,Decke::N,burusi,покривка
572,Kissen::N,kuxin,възглавница
573,Tuch::N,zapi,сукно
574,Tuch::N,oihal,сукно
575,Handtuch::N,eskuzapi,пешкир
576,Handtuch::N,eskuzapi,кърпа за лице
577,Handtuch::N,eskuoihal,пешкир
578,Handtuch::N,eskuoihal,кърпа за лице
579,Kraft::N,indar,мощ
580,Kraft::N,indar,сила
581,Stärke::N,indar,сила
582,Gesundheit::N,osasun,здраве
583,Krankheit::N,eritasun,болест
584,Krankheit::N,gaixotasun,болест
585,Schmerz::N,min,болка
586,Wunde::N,zauri,рана
587,Fieber::N,sukar,треска
588,Fieber::N,sukar,температура
589,Arznei::N,osagai,лек
590,Arznei::N,osagai,лекарство
591,Arznei::N,sendagai,лек
592,Arznei::N,sendagai,лекарство
593,Brücke::N,zubi,мост
594,Brunnen::N,putzu,чешма
595,Brunnen::N,putzu,кладенец
596,Weide::N,alha,паша
597,Weide::N,alha,пасище
598,Weide::N,bazkaleku,паша
599,Weide::N,bazkaleku,пасище
600,Pfad::N,zidor,пътека
601,Pfad::N,bidexka,пътека
602,Weg::N,bide,път
603,Straße::N,errepide,шосе
604,Dorf::N,herri,село
605,Stadt::N,hiri,град
606,Brief::N,gutun,писмо
607,Brief::N,eskutitz,писмо
608,Buch::N,liburu,книга
609,Buchstabe::N,hizki,буква
610,Zeitung::N,egunkari,вестник
611,Leben::N,bizi,живот
612,Leben::N,bizitza,живот
613,Tod::N,herio,смърт
614,Tod::N,heriotza,смърт
615,Grab::N,hobi,гроб
616,Grab::N,hilobi,гроб
617,Kirche::N,eliza,църква
618,Sünde::N,hoben,грях
619,Sünde::N,bekatu,грях
620,Gott::N,jainko,бог
621,Arbeiter::N,langile,работник
622,Arbeiter::N,behargin,работник
623,Chef::N,nagusi,шеф
624,Chef::N,nagusi,началник
625,Meister::N,maisu,майстор
626,Arzt::N,osagile,лекар
627,Arzt::N,sendagile,лекар
628,Lehrer::N,irakasle,учител
629,Geld::N,diru,пари
630,Geschäft::N,negozio,сделка
631,Laden::N,denda,дюкян
632,Laden::N,denda,магазин
633,Laden::N,saltegi,дюкян
634,Laden::N,saltegi,магазин
635,Preis::N,prezio,цена
636,Preis::N,salneurri,цена
637,Ware::N,salgai,стока
638,Nutzen::N,onura,полза
639,Nutzen::N,onura,облага
640,Nutzen::N,probetxu,полза
641,Nutzen::N,probetxu,облага
642,Reichtum::N,aberastasun,богатство
643,Welt::N,ludi,свят
644,Welt::N,mundu,свят
645,Land::N,herrialde,страна
646,Staat::N,estatu,щат
647,Staat::N,estatu,държава
648,König::N,errege,крал
649,Macht::N,botere,мощ
650,Macht::N,botere,власт
651,Grenze::N,muga,граница
652,Krieg::N,guda,война
653,Feind::N,etsai,враг
654,Feind::N,etsai,неприятел
655,Feind::N,arerio,враг
656,Feind::N,arerio,неприятел
657,Gewalt::N,bortxa,сила
658,Gewalt::N,bortxa,насилие
659,Gewalt::N,bortizkeria,сила
660,Gewalt::N,bortizkeria,насилие
661,Kampf::N,gudu,борба
662,Kampf::N,gudu,сражение
663,Kampf::N,auska,борба
664,Kampf::N,auska,сражение
665,Bogen[Waffe]::N,arku,лък
666,Pfeil::N,gezi,стрела
667,Gewehr::N,fusil,пушка
668,Fehler::N,huts,грешка
669,Fehler::N,hutsegin,грешка
670,Lüge::N,gezur,лъжа
671,Schaden::N,kalte,повреда
672,Unglück::N,zoritxar,нещастие
673,Unglück::N,zorigaitz,нещастие
674,Schuld::N,erru,вина
675,Alter::N,adin,възраст
676,Schluss::N,bukaera,край
677,Zeit::N,aldi,време
678,Zeit::N,denbora,време
679,Tag::N,egun,ден
680,Morgen::N,goiz,утро
681,Morgen::N,goiz,сутрин
682,Mittag::N,eguerdi,обед
683,Mittag::N,eguerdi,пладне
684,Abend::N,arrats,вечер
685,Nacht::N,gau,нощ
686,Woche::N,aste,седмица
687,Monat::N,hil,месец
688,Jahr::N,urte,година
689,Frühling::N,udalehen,пролет
690,Sommer::N,uda,лято
691,Herbst::N,udazken,есен
692,Herbst::N,neguantz,есен
693,Winter::N,negu,зима
694,Januar::N,urtarril,януари
695,Februar::N,otsail,февруари
696,März::N,martxo,март
697,April::N,apiril,април
698,Mai::N,maiatz,май
699,Juni::N,ekain,юни
700,Juli::N,uztail,юли
701,August::N,abuztu,август
702,September::N,irail,септември
703,Oktober::N,urri,октомври
704,November::N,azaro,ноември
705,Dezember::N,abendu,декември
706,Montag::N,astelehen,понеделник
707,Dienstag::N,astearte,вторник
708,Mittwoch::N,asteazken,сряда
709,Donnerstag::N,ostegun,четвъртък
710,Freitag::N,ostiral,петък
711,Samstag::N,larunbat,събота
712,Sonntag::N,igande,неделя
713,groß::A,handi,едър
714,groß::A,handi,голям
715,klein::A,txiki,малък
716,klein::A,txiki,дребен
717,lang::A,luze,дълъг
718,kurz::A,labur,къс
719,breit::A,zabal,широк
720,schmal::A,mehar,тесен
721,dicht::A,sarri,гъст
722,dicht::A,trinko,гъст
723,dick[Gegenstand]::A,lodi,дебел
724,dünn::A,mehe,тънък
725,fein::A,fin,фин
726,fein::A,fin,тънък
727,fest::A,tinko,твърд
728,fest::A,tinko,плътен
729,flach::A,lau,равен
730,flach::A,lau,плосък
731,flach::A,ordoki,равен
732,flach::A,ordoki,плосък
733,glatt::A,leun,гладък
734,hart::A,gogor,твърд
735,hart::A,gogor,корав
736,weich::A,bigun,мек
737,weich::A,beratz,мек
738,rund::A,biribil,кръгъл
739,spitz::A,puntadun,островръх
740,scharf::A,zorrotz,остър
741,stumpf::A,kamuts,тъп
742,schwer::A,astun,тежък
743,schwer::A,pisutsu,тежък
744,schön::A,eder,хубав
745,schön::A,eder,красив
746,heiß::A,bero,жарък
747,heiß::A,oso bero,жарък
748,warm::A,bero,топъл
749,kalt::A,hotz,студен
750,kühl::A,hotzil,хладен
751,frisch::A,fresko,свеж
752,frisch::A,hozkirri,свеж
753,feucht::A,heze,влажен
754,nass::A,busti,мокър
755,trocken::A,siku,сух
756,trocken::A,lehor,сух
757,voll::A,bete,пълен
758,leer::A,huts,празен
759,offen::A,ireki,откровен
760,geschlossen::A,itxita,закрит
761,geschlossen::A,itxita,затворен
762,sauber::A,xahu,чист
763,sauber::A,garbi,чист
764,schmutzig::A,lohi,мръсен
765,schmutzig::A,zikin,мръсен
766,roh::A,gordin,суров
767,reif::A,umo,зрял
768,reif::A,heldu,зрял
769,lecker::A,goxo,вкусен
770,süß::A,goxo,сладък
771,bitter::A,karmin,горчив
772,bitter::A,garratz,горчив
773,sauer::A,mingots,кисел
774,hell::A,argi,ясен
775,hell::A,argi,светъл
776,dunkel::A,ilun,тъмен
777,schwarz::A,beltz,черен
778,weiß::A,zuri,бял
779,rot::A,gorri,червен
780,gelb::A,hori,жълт
781,blau::A,urdin,син
782,grün::A,berde,зелен
783,grün::A,musker,зелен
784,grau::A,urdin,сив
785,grau::A,urdinabar,сив
786,bunt::A,koloretsu,шарен
787,bunt::A,koloretsu,пъстър
788,billig::A,merke,евтин
789,teuer::A,garesti,скъп
790,wertvoll::A,baliotsu,ценен
791,blind::A,itsu,сляп
792,taub::A,gor,глух
793,kräftig::A,kementsu,силен
794,stark::A,bizkor,здрав
795,stark::A,bizkor,силен
796,stark::A,indartsu,здрав
797,stark::A,indartsu,силен
798,schwach::A,ahul,слаб
799,schwach::A,indargabe,слаб
800,fett::A,gizen,тлъст
801,schlank::A,lerden,тънък
802,schlank::A,lerden,строен
803,hübsch::A,polit,хубав
804,böse::A,tzar,зъл
805,böse::A,gaizto,зъл
806,dumm::A,lelo,глупав
807,dumm::A,pello,глупав
808,faul::A,nagi,ленив
809,faul::A,nagi,мързелив
810,faul::A,alfer,ленив
811,faul::A,alfer,мързелив
812,fleißig::A,maratz,прилежен
813,fleißig::A,lanzale,прилежен
814,geizig::A,zeken,скъпернически
815,geizig::A,zikoitz,скъпернически
816,klug::A,zuhur,умен
817,klug::A,zuhur,разумен
818,geschickt::A,trebe,умел
819,geschickt::A,trebe,сръчен
820,geschickt::A,antzetsu,умел
821,geschickt::A,antzetsu,сръчен
822,lieb::A,maite,мил
823,lieb::A,maite,драг
824,lieb::A,laztan,мил
825,lieb::A,laztan,драг
826,lustig::A,alaitsu,весел
827,sanft::A,eme,нежен
828,sanft::A,eme,кротък
829,sanft::A,ezti,нежен
830,sanft::A,ezti,кротък
831,hungrig::A,gose,гладен
832,krank::A,eri,болен
833,krank::A,gaixo,болен
834,nackt::A,biluzi,гол
835,traurig::A,itun,тъжен
836,traurig::A,itun,печален
837,traurig::A,betilun,тъжен
838,traurig::A,betilun,печален
839,lebendig::A,bizirik,жив
840,gut::A,on,добър
841,schlecht::A,txar,лош
842,richtig::A,zuzen,правилен
843,schlimm::A,larri,лош
844,wahr::A,egiazko,верен
845,wahr::A,egiazko,истински
846,alt::A,zahar,стар
847,alt::A,zahar,древен
848,neu::A,berri,нов
849,ehemalig::A,lehengo,бивш
850,alt[Lebewesen]::A,adindun,стар
