,Concept_ID,az,ce
779,sechzig::NUM,altmış,кхузткъа
780,siebzig::NUM,yetmiş,кхузткъе итт
781,achtzig::NUM,səksən,дезткъа
782,neunzig::NUM,doxsan,дезткъе итт
783,hundert::NUM,yüz,бӏе
784,tausend::NUM,min,эзар
785,und::CNJ,və,a
786,oder::CNJ,ya,я
787,stehen::V,durmaq,латта
788,sitzen::V,oturmaq,хиъна ӏан
789,liegen::V,uzanmaq,ӏилла
790,hängen::V,asılmaq,кхаза
791,werden::V,olmaq,хила
792,passieren::V,olmaq,хила
793,passieren::V,baş vermək,хила
794,beginnen::V,başlamaq,доло
795,enden::V,bitmək,дӏадерза
796,wechseln::V,dəyişmək,хийца
797,aufgehen[Sonne]::V,doğmaq,кхета
798,untergehen[Sonne]::V,batmaq,чубуза
799,scheinen[Sonne]::V,parlamaq,серло яла
800,donnern::V,guruldamaq,къекъа
801,wehen::V,əsmək,хьекха
802,strömen::V,axmaq,эха
803,fließen::V,axmaq,охьаэха
804,sich drehen::V,dönmək,хьийза
805,schwanken::V,yellənmək,леста
806,schwingen::V,yellənmək,лесто
807,fallen::V,düşmek,охьакхета
808,brennen::V,yanmaq,дага
809,rauchen::V,tüstüləmək,оза
810,regnen::V,yağmaq,догlа догlу
811,gefrieren::V,donmaq,гӏоро
812,tauen::V,ərimək,даша
813,schmelzen::V,ərimək,лала
814,trocknen::V,qurumaq,дакъо
815,sieden::V,qaynamaq,кхехка
816,faulen::V,çürümək,дахкадала
817,verfaulen::V,çürümək,дахкадала
818,reißen::V,yırtılmaq,хеда
819,versinken::V,batmaq,хичудаха
820,vergehen::V,ötmək,дlаэха
821,erscheinen::V,görünmək,схьадала
822,erscheinen::V,görünmək,ӏоттадала
823,verschwinden::V,yox olmaq,къайладала
824,sinken::V,enmək,лахдала
825,abnehmen::V,azalmaq,
826,zunehmen::V,artmaq,лакхадала
827,steigen::V,yüksəlmək,хьаладала
828,wachsen::V,böyümək,кхиа
829,glänzen::V,parlamaq,лепа
830,funkeln::V,parıldamaq,къега
831,lärmen::V,səs-küy etmək,гӏовгӏаян
832,läuten::V,çalmaq,детта
833,klingeln::V,zəng etmək,дека
834,klirren::V,cingildəmək,дека
835,brausen::V,gurlamaq,хьаьдда даха
836,rauschen::V,xışıldamaq,леста
837,klingen::V,səslənmək,дека
838,bellen::V,hürmək,лета
839,heulen::V,ulamaq,угӏа
840,blasen::V,üfləmək,хӏуп баха
841,pfeifen::V,fit vermek,шок етта
842,schreien::V,bağırmaq,мохь бетта
843,schreien::V,qışqırmaq,мохь бетта
844,stöhnen::V,inləmək,узарш дан
845,zittern::V,titrəmək,дега
846,leben::V,yaşamaq,даха
847,geboren werden::V,doğmaq,хила
848,atmen::V,nəfəs almaq,садеӏа
849,trinken::V,içmek,мала
850,essen::V,yemək,кхалла
851,schlucken::V,udmaq,къурдбан
852,müde werden::V,yorulmaq,кӏаддала
853,einschlafen::V,yuxuya getmək,наб кхета
854,schlafen::V,uyumaq,вижа
855,schlafen::V,uyumaq,наб ян
856,schlafen::V,uyumaq,дижина хила
857,aufwachen::V,oyanmaq,самадала
858,aufstehen::V,yuxudan durmaq,гӏатта
859,sich erholen::V,dincəlmək,садаӏа
860,krank werden::V,xəstə olmaq,цомгуш хила
861,krank sein::V,azarlanmaq,цомгуш хила
862,krank sein::V,xəstələnmək,цомгуш хила
863,schmerzen::V,ağrimaq,лаза
864,schmerzen::V,ağrimaq,ӏийжа
865,husten::V,öksürmək,йовхарш етта
866,genesen::V,sağalmaq,тадала
867,sterben::V,ölmək,дала
868,sterben::V,vəfat etmək,дала
869,umkommen::V,həlak olmaq,хӏаллакхила
870,sich bewegen::V,hərəkət etmək,лела
871,sich rühren::V,tərpənmək,меттахъхьен
872,sich erheben::V,qalxmaq,хьалагlатта
873,sich setzen::V,oturmaq,хаа
874,hinfallen::V,yıxılmaq,дожа
875,hinfallen::V,yıxılmaq,охьакхета
876,laufen::V,yerimək,вада
877,laufen::V,yerimək,хьада
878,schreiten::V,addım atmaq,болар дан
879,schreiten::V,addım atmaq,ког баккха
880,spazierengehen::V,gəzmək,доладала
881,eilen::V,atılmaq,сихдала
882,sich beeilen::V,tələsmək,сихдала
883,sausen::V,çırpmaq,
884,rennen::V,qaçmaq,дада
885,springen::V,sıçramaq,ирхкхийсадала
886,klettern::V,dırmanmaq,тӏедийла
887,schaukeln::V,sallanmaq,техко
888,kriechen::V,sürünmək,такха
889,schwimmen::V,üzmek,некадан
890,tauchen::V,dalmaq,чулелха
891,rudern::V,avarlamaq,дига лело
892,rudern::V,avarlamaq,кема лело
893,fahren::V,sürmək,хахка
894,fliegen::V,uçmaq,тӏемадала
895,gehen::V,getmək,лeла
896,weggehen::V,getmək,дӏадаха
897,abfahren::V,yola düşmək,дӏадаха
898,anhalten::V,saxlamaq,саца
899,hineingehen::V,girmək,чудала
900,eintreten::V,girmək,чудала
901,eintreten::V,daxil olmaq,чудала
902,kommen::V,gəlmək,кхача
903,kommen::V,gəlmək,дӏакхача
904,kommen::V,gəlmək,схьакхача
905,ankommen::V,gəlib çatmaq,кхача
906,ankommen::V,gəlib çatmaq,схьакхача
907,zurückkommen::V,qayıtmaq,юхада
908,bleiben::V,qalmaq,диса
909,warten::V,gözləmək,хьежа
910,warten::V,gözləmək,cобар дан
911,erwarten::V,bəkləmək,хьоьжуш ӏан
912,suchen::V,aramaq,леха
913,suchen::V,axtarmaq,леха
914,finden::V,tapmaq,каро
915,versuchen::V,çalışmaq,дан хьажа
916,vorbereiten::V,hazırlamaq,кечъян
917,lieben::V,sevmək,деза
918,mögen::V,xoşlamaq,безамхила
919,lachen::V,gülmək,дела
920,rühren::V,həyəcanlandırmaq,хьедан
921,weinen::V,ağlamaq,делха
922,schimpfen::V,küfr etmək,чехо
923,sich ärgern::V,acıqlanmaq,оьгӏазъэха
924,sich fürchten::V,qorxmaq,кхера
925,fürchten::V,qorxmaq,кхера
926,fliehen::V,qaçmaq,дӏадада
927,flüchten::V,qaçmaq,дӏадада
928,sehen::V,görmək,ган
929,anschauen::V,baxmaq,хьажа
930,anschauen::V,baxmaq,хьежа
931,ansehen::V,baxmaq,хьовса
932,hören::V,duymaq,хаза
933,hören::V,eşitmək,хаза
934,zuhören::V,dinləmək,ладогӏа
935,probieren::V,dadına baxmaq,хьажа
936,riechen::V,qoxlamaq,хьожа яха
937,fühlen::V,duymaq,хаадала
938,scheinen::V,görünmək,мотта
939,zu sehen sein::V,görünmək,гуш хила
940,vernehmen::V,eşitmək,бартхатта
941,frieren::V,üşümək,гӏоро
942,tun::V,etmək,дан
943,können::V,bilmək,дадала
944,können::V,bacarmaq,дадала
945,wollen::V,istəmək,тӏергӏа
946,anfangen::V,başlamaq,доло
947,beenden::V,bitirmək,довла
948,aufhören::V,bitmək,саца
949,aufhören::V,qurtarmaq,саца
950,gelingen::V,müvəffəq olmaq,кадала
951,geraten::V,düşmək,хила
952,öffnen::V,açmaq,дӏаделла
953,öffnen::V,açmaq,схьаделла
954,schließen::V,qapamaq,къовла
955,schließen::V,qapamaq,дӏачӏагӏа
956,stellen::V,qoymaq,хlотто
957,setzen::V,oturtmaq,дийгӏа
958,legen::V,qoymaq,охьадилла
959,berühren::V,toxunmaq,хьедан
960,verbinden::V,bağlamaq,вовшахтаса
961,bedecken::V,örtmək,тилла
962,bedecken::V,örtmək,тӏетаса
963,aufhängen::V,asmaq,хьалаолла
964,anzünden::V,yandırmaq,лато
965,aufheben::V,qaldırmaq,айа
966,zurücklassen::V,buraxmaq,дита
967,verlieren::V,itirmək,дайа
968,fallen lassen::V,düşürmək,охьадожо
969,machen::V,etmək,дан
970,herstellen::V,istehsal etmək,дан
971,bauen::V,tikmək,гӏишлоян
972,reparieren::V,təmir etmək,тадан
973,verbessern::V,düzəltmək,нисдан
974,ändern::V,dəyişdirmək,хийца
975,graben::V,qazımaq,ахка
976,beugen::V,əymək,сатто
977,biegen::V,bükmək,сатто
978,drehen::V,döndərmək,хьовзо
979,wenden::V,çevirmək,
980,umdrehen::V,çevirmək,хьовзo
981,heben::V,qaldırmaq,айа
982,heben::V,qaldırmaq,хьалаайа
983,hochheben::V,qaldırmaq,хьалаайа
984,ergreifen::V,tutmaq,дӏалаца
985,halten::V,saxlamaq,латто
986,drücken::V,sıxmaq,тӏетаӏо
987,schieben::V,sürmək,татта
988,kratzen::V,qaşımaq,мӏараш тийса
989,lecken::V,yalamaq,мотт хьекха
990,beißen::V,dişləmək,катoха
991,abreißen::V,qoparmaq,схьадаккха
992,abschneiden::V,ayırmaq,кхада
993,binden::V,bağlamaq,дӏадехка
994,binden::V,bağlamaq,вовшахтаса
995,stecken::V,soxmaq,чудахийта
996,brechen::V,qırmaq,кагдан
997,klopfen::V,sındırmaq,детта
998,hauen::V,vurmaq,етта
999,kleben::V,apışdırmaq,тӏелато
1000,reiben::V,ovmaq,хьекхо
1001,streichen::V,sürtmək,тlехьакха
1002,schleifen::V,bülövləmək,ирдан
1003,schneiden::V,kəsmək,ларга
1004,rütteln::V,sirkələmək,лесто
1005,schütteln::V,çalxalamaq,лесто
1006,schwenken::V,yelləmək,лесто
1007,schütten::V,tökmək,дотта
1008,füllen::V,doldurmaq,дуза
1009,einwickeln::V,sarımaq,хьарчо
1010,tragen::V,daşımaq,дахьа
1011,schleppen::V,sürükləmək,ийзо
1012,ziehen::V,çəkmək,озо
1013,aufbewahren::V,gizlətmək,ӏалашдан
1014,werfen::V,atmaq,кхосса
1015,fangen::V,tutmaq,леца
1016,packen::V,yaxalamaq,леца
1017,verstecken::V,gizlətmək,къайладаккха
1018,teilen::V,bölmək,декъа
1019,schicken::V,yollamaq,дӏадахьийта
1020,schicken::V,göndərmək,дӏадахьийта
1021,bringen::V,gətirmək,дан
1022,hinzufügen::V,əlavə etmək,тӏетоха
1023,bekommen::V,almaq,даккха
1024,bekommen::V,əldə etmək,даккха
1025,erhalten::V,almaq,даккха
1026,nehmen::V,almaq,схьаэца
1027,wählen::V,seçmək,харжа
1028,auswählen::V,arımaq,харжа
1029,bewahren::V,qorumaq,lалашдан
1030,behindern::V,mane olmaq,новкъарло ян
1031,verderben::V,pozmaq,талхо
1032,beschädigen::V,zədələmək,дохо
1033,zerbrechen::V,qırmaq,дохо
1034,zerbrechen::V,qırmaq,кагдан
1035,zerbrechen::V,sındırmaq,дохо
1036,zerbrechen::V,sındırmaq,кагдан
1037,zerreißen::V,yırtmaq,хадо
1038,zerstören::V,dağıtmaq,дохо
1039,zerstören::V,dağıtmaq,кагдан
1040,verbrennen::V,yandırmaq,даго
1041,geben::V,vermək,яла
1042,reichen::V,uzatmaq,дӏадала
1043,reichen::V,uzatmaq,дӏакховдо
1044,schenken::V,vermək,совгӏат дан
1045,versprechen::V,vəd vermək,ваӏда дан
1046,wünschen::V,arzulamaq,лаа
1047,loben::V,tərifləmək,хасто
1048,küssen::V,öpmək,оба яккха
1049,wiegen::V,tərpətmək,тахка
1050,zudecken::V,örtmək,тӏетаса
1051,wecken::V,oyatmaq,самадаккха
1052,zeigen::V,göstərmək,гайта
1053,führen::V,rəhbərlik etmək,дига
1054,lehren::V,öyrətmək,ӏамо
1055,unterrichten::V,öyrətmək,хьеха
1056,unterrichten::V,dərs vermək,хьеха
1057,aufziehen::V,tərbiyə etmək,кхио
1058,leiten::V,idarə etmək,урхалла дан
1059,antreiben::V,bizləmək,сихдан
1060,lassen::V,-tırmaq,-йта
1061,einladen::V,dəvət etmək,кхайкха
1062,vereinigen::V,birləşdirmək,цхьаьнатоха
1063,besuchen::V,baş çəkmək,хьажахIотта
1064,besuchen::V,ziyarət etmək,хьажахIотта
1065,treffen::V,rastlaşmaq,дуьхьалкхета
1066,treffen::V,rast gəlmək,дуьхьалкхета
1067,sich versammeln::V,toplanmaq,гулдан
1068,spielen::V,oynamaq,ловза
1069,singen::V,oxumaq,лакха
1070,tanzen::V,oynamaq,хелхадала
1071,tanzen::V,rəqs etmək,хелхадала
1072,sich trennen::V,ayrılmaq,къаста
1073,verlassen::V,tərk etmək,дита
1074,retten::V,xilas etmək,кӏелхьардаккха
1075,bewachen::V,gözətmək,ха дан
1076,schützen::V,qorumaq,лардан
1077,verteidigen::V,qorumaq,лардан
1078,sich schlagen::V,döyüşmək,етта
1079,schießen::V,atmaq,детта
1080,schießen::V,atəş açmaq,детта
1081,siegen::V,yenmək,тола
1082,ärgern::V,acışdırmaq,оьгӏаздахийта
1083,schlagen::V,döymək,тоха
1084,treten::V,təpmək,мийра тоха
1085,stechen::V,soxmaq,ӏотта
1086,stechen::V,soxmaq,къовзо
1087,stoßen::V,itələmək,татта
1088,stehlen::V,çalmaq,лачкъо
1089,stehlen::V,oğurlamaq,лачкъо
1090,stören::V,pozmaq,новкъарло ян
1091,belästigen::V,narahat etmək,сагатдан
1092,verbergen::V,gizləmək,къайладаккха
1093,täuschen::V,aldatmaq,ӏexo
1094,betrügen::V,aldatmaq,ледан
1095,töten::V,öldürmək,ден
1096,wohnen::V,yaşamaq,даха
1097,arbeiten::V,işləmək,къахьега
1098,arbeiten::V,çalışmaq,къахьега
1099,sammeln::V,yığmaq,гулдан
1100,sammeln::V,toplamaq,гулдан
1101,pflücken::V,qoparmaq,даха
1102,jagen::V,ovlamaq,талла
1103,fischen::V,balıq tutmaq,чӏерий леца
1104,fassen::V,tutmaq,лаца
1105,fassen::V,tutmaq,схьалаца
1106,hüten::V,güdmək,лардан
1107,treiben::V,haylamaq,лахка
1108,anbinden::V,bağlamaq,дӏадехка
1109,füttern::V,bəsləmək,хӏума яла
1110,melken::V,sağmaq,оза
1111,hacken::V,yarmaq,
1112,gießen::V,sulamaq,хи тоха
1113,reifen::V,dəymək,хьекъа
1114,zubereiten::V,bişirmək,кечъян
1115,zubereiten::V,bişirmək,кхача бан
1116,kochen::V,qaynatmaq,кхача бан
1117,backen::V,bişirmək,датта
1118,braten::V,qızartmaq,кхарза
1119,umrühren::V,qarışdırmaq,кего
1120,stricken::V,hörmək,
1121,nähen::V,tikmək,тега
1122,färben::V,boyamaq,басардан
1123,reinigen::V,təmizləmək,цӏандан
1124,waschen::V,yumaq,йила
1125,waschen::V,yumaq,йитта
1126,waschen::V,yumaq,дӏадайа
1127,abwischen::V,silmək,дӏадайа
1128,spülen::V,çalxamaq,хи кхарза
1129,fegen::V,süpürmək,нуй хьакха
1130,kehren::V,süpürmək,нуй хьакха
1131,baden::V,çimmək,лийча
1132,sich waschen::V,yuyunmaq,юьхь йила
1133,ausziehen::V,soyunmaq,духар дӏадаккха
1134,anziehen::V,geymək,
1135,sich anziehen::V,geyinmək,духа
1136,kämmen::V,daramaq,ехк хьакха
1137,schmücken::V,bəzəmək,хаздан
1138,sagen::V,demək,ала
1139,sagen::V,söymek,ала
1140,sprechen::V,danışmaq,баха
1141,sprechen::V,danışmaq,мотт бийца
1142,reden::V,danışmaq,къамел дан
1143,sich unterhalten::V,söhbət etmək,къамел дан
1144,fragen::V,soruşmaq,хатта
1145,bitten::V,diləmək,деха
1146,bitten::V,xahiş etmək,деха
1147,erzählen::V,bəhs etmək,дийца
1148,mitteilen::V,bildirmək,хаам бан
1149,nennen::V,adlandırmaq,цӏе яккха
1150,rufen::V,çağırmaq,кхайкха
1151,prahlen::V,öyünmək,куралла ян
1152,prahlen::V,öyünmək,дозалла дан
1153,übersetzen::V,tərcümə etmək,гоч дан
1154,denken::V,düşünmək,ойла ян
1155,denken::V,fikirləşmək,ойла ян
1156,glauben::V,inanmaq,теша
1157,bemerken::V,qeyd etmək,ган
1158,erkennen::V,tanımaq,довза
1159,begreifen::V,anlamaq,кхета
1160,verstehen::V,duymaq,кхета
1161,lernen::V,öyrənmək,деша
1162,wissen::V,bilmək,хаа
1163,sich erinnern an::V,xatırlamaq,дагадан
1164,vergessen::V,unutmaq,дицдала
1165,messen::V,ölçmək,дуста
1166,zählen::V,saymaq,дагардан
1167,rechnen::V,hesablamaq,лара
1168,lesen::V,oxumaq,еша
1169,malen::V,şəkil çəkmək,сурт дилла
1170,zeichnen::V,cızmaq,сурт дилла
1171,schreiben::V,yazmaq,яздан
1172,besitzen::V,yiyələnmək,доладан
1173,besitzen::V,malik olmaq,доладан
1174,kaufen::V,satın almaq,эца
1175,verkaufen::V,satmaq,дохка
1176,bezahlen::V,ödəmək,мах бала
1177,zahlen::V,ödəmək,мах бала
1178,beherrschen::V,idarə etmək,собаре хила
1179,ertragen::V,dözmək,лан
1180,ertragen::V,dözmək,сатоха
1181,ertragen::V,dözmək,садетта
